product_number,main_category,sub_category,category_detail,product_name,date_captured,year_captured
2123363,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Guatemala Huehuetenango Clover® Starbucks Reserve®,2021-02-08,2021
2121597,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Jamaica Blue Mountain® Clover® Starbucks Reserve®,2021-02-08,2021
2121581,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed®  Breakfast Blend,2021-02-08,2021
2121636,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Caffé Verona® Clover®,2021-02-08,2021
2121632,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Decaf Espresso Roast,2021-02-08,2021
2121748,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Decaf Pike Place® Roast,2021-02-08,2021
2121582,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Espresso Roast Clover®,2021-02-08,2021
2121583,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Ethiopia Clover®,2021-02-08,2021
2121584,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced French Roast Clover®,2021-02-08,2021
2121585,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Gold Coast Blend®,2021-02-08,2021
2121586,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Guatemala Antigua Clover®,2021-02-08,2021
2121587,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Italian Roast,2021-02-08,2021
2121588,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Kenya,2021-02-08,2021
2122377,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Komodo Dragon Clover®,2021-02-08,2021
2121629,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Pike Place® Roast Clover®,2021-02-08,2021
2121635,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Veranda Blend® Clover®,2021-02-08,2021
2121631,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Organic Yukon Blend® Clover®,2021-02-08,2021
2121637,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Starbucks Willow Blend,2021-02-08,2021
2121633,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Decaf Sumatra Clover®,2021-02-08,2021
2121630,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Sumatra Clover®,2021-02-08,2021
2123114,Drinks,Iced Teas,Bottled Teas,Teavana(TM/MC) Sparkling Blood Orange Mango White Tea,2021-02-08,2021
2122247,Drinks,Iced Teas,Bottled Teas,Teavana® Mango Black Tea,2021-02-08,2021
2123226,Drinks,Iced Teas,Iced Black Teas,Iced Guava Black Tea,2021-02-08,2021
2123227,Drinks,Iced Teas,Iced Black Teas,Guava Black Iced Tea Lemonade,2021-02-08,2021
457,Drinks,Iced Teas,Iced Black Teas,Iced Black Tea,2021-02-08,2021
458,Drinks,Iced Teas,Iced Black Teas,Iced Black Tea Lemonade,2021-02-08,2021
465,Drinks,Iced Teas,Iced Black Teas,Iced Royal English Breakfast Tea Latte,2021-02-08,2021
477,Drinks,Iced Teas,Iced Black Teas,Iced London Fog Tea Latte,2021-02-08,2021
466,Drinks,Iced Teas,Iced Chai Teas,Iced Chai Tea Latte,2021-02-08,2021
2123077,Drinks,Iced Teas,Iced Green Teas,Iced Peach Green Tea,2021-02-08,2021
2123074,Drinks,Iced Teas,Iced Green Teas,Iced Peach Green Tea Lemonade,2021-02-08,2021
468,Drinks,Iced Teas,Iced Green Teas,Iced Matcha Green Tea Latte,2021-02-08,2021
459,Drinks,Iced Teas,Iced Green Teas,Iced Green Tea,2021-02-08,2021
460,Drinks,Iced Teas,Iced Green Teas,Iced Green Tea Lemonade,2021-02-08,2021
2122376,Drinks,Iced Teas,Iced Green Teas,Matcha Lemonade,2021-02-08,2021
461,Drinks,Iced Teas,Iced Herbal Teas,Iced Passion Tango™ Tea,2021-02-08,2021
462,Drinks,Iced Teas,Iced Herbal Teas,Iced Passion Tango® Tea Lemonade,2021-02-08,2021
2123216,Drinks,Cold Drinks,Iced Coconutmilk Drinks,Iced Guava Passionfruit Drink,2021-02-08,2021
2123189,Drinks,Cold Drinks,Iced Coconutmilk Drinks,Iced Pineapple Matcha Drink,2021-02-08,2021
2123248,Drinks,Cold Drinks,Starbucks Refreshers™,Star Drink,2021-02-08,2021
2123247,Drinks,Cold Drinks,Starbucks Refreshers™,Kiwi Starfruit Starbucks Refreshers® Beverage,2021-02-08,2021
2123249,Drinks,Cold Drinks,Starbucks Refreshers™,Kiwi Starfruit Lemonade Starbucks Refreshers® Beverage,2021-02-08,2021
2122756,Drinks,Cold Drinks,Starbucks Refreshers™,Dragon Drink,2021-02-08,2021
2122725,Drinks,Cold Drinks,Starbucks Refreshers™,Mango Dragonfruit Starbucks Refreshers® Beverage,2021-02-08,2021
2122726,Drinks,Cold Drinks,Starbucks Refreshers™,Mango Dragonfruit Lemonade Starbucks Refreshers® Beverage,2021-02-08,2021
2122677,Drinks,Cold Drinks,Starbucks Refreshers™,Strawberry Açaí Lemonade Starbucks Refreshers® Beverage,2021-02-08,2021
2122679,Drinks,Cold Drinks,Starbucks Refreshers™,Very Berry Hibiscus Lemonade Starbucks Refreshers® Beverage,2021-02-08,2021
2122275,Drinks,Cold Drinks,Starbucks Refreshers™,Pink Drink,2021-02-08,2021
2121342,Drinks,Cold Drinks,Starbucks Refreshers™,Strawberry Açaí Starbucks Refreshers® Beverage,2021-02-08,2021
968,Drinks,Cold Drinks,Starbucks Refreshers™,Very Berry Hibiscus Starbucks Refreshers® Beverage,2021-02-08,2021
1225,Drinks,Cold Drinks,Starbucks Refreshers™,Starbucks Refreshers™ Blueberry Acai,2021-02-08,2021
2122375,Drinks,Cold Drinks,Starbucks Refreshers™,Violet Drink,2021-02-08,2021
2123276,Drinks,Cold Drinks,Smoothies,Pineapple Coconut Green Smoothie,2021-02-08,2021
2123185,Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Vital Berry,2021-02-08,2021
2122702,Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Defense Up®,2021-02-08,2021
2122701,Drinks,Cold Drinks,Juice,Evolution Fresh® Orange,2021-02-08,2021
2122699,Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Super Fruit Greens,2021-02-08,2021
2122704,Drinks,Cold Drinks,Juice,Evolution Fresh® Watermelon,2021-02-08,2021
873068637,Drinks,Cold Drinks,Juice,Tree Top Apple Juice Box,2021-02-08,2021
873068639,Drinks,Cold Drinks,Juice,Lemonade,2021-02-08,2021
873068641,Drinks,Cold Drinks,Juice,Blended Strawberry Lemonade,2021-02-08,2021
2121286,Drinks,Cold Drinks,Milk,Horizon® Chocolate Organic Milk,2021-02-08,2021
2121281,Drinks,Cold Drinks,Milk,Horizon® Organic Lowfat Milk Box,2021-02-08,2021
490,Drinks,Cold Drinks,Milk,Milk,2021-02-08,2021
2122581,Drinks,Cold Drinks,Milk,Horizon® Organic Vanilla Milk Box,2021-02-08,2021
2122832,Drinks,Cold Drinks,Sparkling Water,Galvanina Sparkling Water,2021-02-08,2021
2122640,Drinks,Cold Drinks,Sparkling Water,Spindrift® Grapefruit Sparkling Water,2021-02-08,2021
2122638,Drinks,Cold Drinks,Sparkling Water,Spindrift® Raspberry Lime Sparkling Water,2021-02-08,2021
2122833,Drinks,Cold Drinks,Sparkling Water,Galvanina Sparkling Water - Lime,2021-02-08,2021
873068636,Drinks,Cold Drinks,Water,Ethos® Bottled Water,2021-02-08,2021
2123023,Drinks,Cold Drinks,Water,Hawai‘i Volcanic Water,2021-02-08,2021
2123359,Drinks,Cold Drinks,Water,Water,2021-02-08,2021
2123377,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,Plant-Based Breakfast Sandwich,2021-02-08,2021
2123236,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,Impossible™ Breakfast Sandwich,2021-02-08,2021
2123194,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,Southwest Veggie Wrap,2021-02-08,2021
2123181,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Bacon, Sausage & Egg Wrap",2021-02-08,2021
369,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Bacon, Gouda & Egg Sandwich",2021-02-08,2021
2121219,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Double-Smoked Bacon, Cheddar & Egg Sandwich",2021-02-08,2021
368,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Turkey Bacon, Cheddar & Egg White Sandwich",2021-02-08,2021
367,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Sausage, Cheddar & Egg Sandwich",2021-02-08,2021
1201,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Roasted Ham, Swiss & Egg Sandwich",2021-02-08,2021
371,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Spinach, Feta & Egg White Wrap",2021-02-08,2021
2122257,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,Avocado Spread,2021-02-08,2021
2123401,Food,Hot Breakfast,Egg Bites,Kale & Portabella Mushroom Sous Vide Egg Bites,2021-02-08,2021
2122116,Food,Hot Breakfast,Egg Bites,Bacon & Gruyère Sous Vide Egg Bites,2021-02-08,2021
2122117,Food,Hot Breakfast,Egg Bites,Egg White & Roasted Red Pepper Sous Vide Egg Bites,2021-02-08,2021
2123269,Food,Hot Breakfast,Bakes,"Potato, Cheddar & Chive Bake",2021-02-08,2021
2123264,Food,Hot Breakfast,Bakes,Everything Bagel & Veggie Bake,2021-02-08,2021
340,Food,Bakery,Bagels,"Cheese, Onion & Garlic Bagel",2021-02-08,2021
321,Food,Bakery,Bagels,Plain Bagel,2021-02-08,2021
2121672,Food,Bakery,Bagels,Blueberry Bagel,2021-02-08,2021
2121804,Food,Bakery,Bagels,Cinnamon Raisin Bagel,2021-02-08,2021
2121661,Food,Bakery,Bagels,Everybody's Favorite – Bantam Bagel (2-pack),2021-02-08,2021
324,Food,Bakery,Bagels,Everything Bagel,2021-02-08,2021
2122199,Food,Bakery,Bagels,Sprouted Grain Bagel,2021-02-08,2021
2121659,Food,Bakery,Bagels,The Classic – Bantam Bagels (2-pack),2021-02-08,2021
2122257,Food,Bakery,Bagels,Avocado Spread,2021-02-08,2021
2123374,Food,Bakery,Cake Pops,Earth Cake Pop,2021-02-08,2021
2122068,Food,Bakery,Cake Pops,Snowman Cake Pop,2021-02-08,2021
784,Food,Bakery,Cake Pops,Birthday Cake Pop,2021-02-08,2021
1015,Food,Bakery,Cake Pops,Chocolate Cake Pop,2021-02-08,2021
2121664,Food,Bakery,Cake Pops,Cookie Dough Cake Pop,2021-02-08,2021
2123375,Food,Bakery,"Cookies, Brownies & Bars",Dark Chocolate Fudge Brownie,2021-02-08,2021
2123376,Food,Bakery,"Cookies, Brownies & Bars",Lime-Frosted Coconut Bar,2021-02-08,2021
2123371,Food,Bakery,"Cookies, Brownies & Bars",Raspberry Walnut & Oat Nut Square,2021-02-08,2021
2123378,Food,Bakery,"Cookies, Brownies & Bars",Toasted Almond & Banana Nut Square,2021-02-08,2021
1130,Food,Bakery,"Cookies, Brownies & Bars",Double Chocolate Brownie,2021-02-08,2021
2122532,Food,Bakery,"Cookies, Brownies & Bars",Snowman Cookie,2021-02-08,2021
506,Food,Bakery,"Cookies, Brownies & Bars",Cranberry Bliss® Bar,2021-02-08,2021
2122723,Food,Bakery,"Cookies, Brownies & Bars",Confetti Sugar Cookie,2021-02-08,2021
2121590,Food,Bakery,"Cookies, Brownies & Bars",Cranberry Bliss® Tray,2021-02-08,2021
2122714,Food,Bakery,"Cookies, Brownies & Bars",Chocolate Chip Cookie,2021-02-08,2021
309,Food,Bakery,"Cookies, Brownies & Bars",Marshmallow Dream Bar,2021-02-08,2021
1131,Food,Bakery,Croissants,Almond Croissant,2021-02-08,2021
1042,Food,Bakery,Croissants,Morning Bun,2021-02-08,2021
1033,Food,Bakery,Croissants,Butter Croissant,2021-02-08,2021
1028,Food,Bakery,Croissants,Chocolate Croissant,2021-02-08,2021
2122132,Food,Bakery,Croissants,Ham & Swiss Croissant,2021-02-08,2021
2122933,Food,Bakery,Loaves & Cakes,Red Velvet Loaf,2021-02-08,2021
2122943,Food,Bakery,Loaves & Cakes,Blueberry Oat Cake,2021-02-08,2021
1021,Food,Bakery,Loaves & Cakes,Cinnamon Coffee Cake,2021-02-08,2021
1254,Food,Bakery,Loaves & Cakes,Iced Lemon Loaf,2021-02-08,2021
1255,Food,Bakery,Loaves & Cakes,Pumpkin Loaf,2021-02-08,2021
1256,Food,Bakery,Loaves & Cakes,Banana Nut Loaf,2021-02-08,2021
1040,Food,Bakery,Danishes & Doughnuts,Cheese Danish,2021-02-08,2021
311,Food,Bakery,Danishes & Doughnuts,Glazed Doughnut,2021-02-08,2021
2122869,Food,Bakery,Danishes & Doughnuts,Sugar Plum Cheese Danish,2021-02-08,2021
1041,Food,Bakery,Muffins & Scones,Blueberry Scone,2021-02-08,2021
1133,Food,Bakery,Muffins & Scones,Cranberry Orange Scone,2021-02-08,2021
317,Food,Bakery,Muffins & Scones,Petite Vanilla Bean Scone,2021-02-08,2021
332,Food,Bakery,Muffins & Scones,8-Grain Roll,2021-02-08,2021
1036,Food,Bakery,Muffins & Scones,Blueberry Muffin,2021-02-08,2021
2123039,Food,Lunch,Warm Sandwiches,Crispy Grilled Cheese Sandwich,2021-02-08,2021
574,Food,Lunch,Warm Sandwiches,Ham & Swiss Panini,2021-02-08,2021
2121962,Food,Lunch,Warm Sandwiches,Turkey & Pesto Panini,2021-02-08,2021
2122402,Food,Lunch,Warm Sandwiches,Chicken Caprese Panini,2021-02-08,2021
2121995,Food,Lunch,Warm Sandwiches,Chicken & Bacon Panini,2021-02-08,2021
573,Food,Lunch,Warm Sandwiches,Tomato & Mozzarella Panini,2021-02-08,2021
2122257,Food,Lunch,Warm Sandwiches,Avocado Spread,2021-02-08,2021
2123224,Food,Lunch,Protein Boxes,Grilled Chicken and Hummus Protein Box,2021-02-08,2021
2122248,Food,Lunch,Protein Boxes,Eggs & Cheddar Protein Box,2021-02-08,2021
2122250,Food,Lunch,Protein Boxes,PB&J Protein Box,2021-02-08,2021
2122249,Food,Lunch,Protein Boxes,Cheese & Fruit Protein Box,2021-02-08,2021
811,Food,Lunch,Protein Boxes,Chipotle Chicken Wrap Protein Box,2021-02-08,2021
2122939,Food,Lunch,Protein Boxes,"Prosnax Gala Apples, Egg, White Cheddar Cheese, and Almonds Snack Box",2021-02-08,2021
2122940,Food,Lunch,Protein Boxes,"Prosnax Green Apples, Egg, Mild Cheddar Cheese, and Cashews Snack Box",2021-02-08,2021
2122942,Food,Lunch,Protein Boxes,"Prosnax Gala Apples, Cheddar Cheese, and Pretzels Snack Tray",2021-02-08,2021
2122941,Food,Lunch,Protein Boxes,"Prosnax Carrots, White Cheddar Cheese, and Almonds Snack Tray",2021-02-08,2021
2122937,Food,Lunch,Protein Boxes,Creminelli Snack Tray – Prosciutto,2021-02-08,2021
2122323,Food,Lunch,Protein Bowls,Chicken & Quinoa Protein Bowl with Black Beans and Greens,2021-02-08,2021
2122511,Food,Snacks & Sweets,Biscotti & Cookies,Gingerbread Biscotti,2021-02-08,2021
2121959,Food,Snacks & Sweets,Biscotti & Cookies,Dipped Madeleines,2021-02-08,2021
2121740,Food,Snacks & Sweets,Biscotti & Cookies,Madeleines,2021-02-08,2021
2121411,Food,Snacks & Sweets,Biscotti & Cookies,Vanilla Biscotti with Almonds,2021-02-08,2021
2121410,Food,Snacks & Sweets,Biscotti & Cookies,Shortbread Cookies,2021-02-08,2021
2121812,Food,Snacks & Sweets,Biscotti & Cookies,Dark Chocolate Grahams (2-Pack),2021-02-08,2021
2121699,Food,Snacks & Sweets,Biscotti & Cookies,Rip van Wafels – Honey & Oats,2021-02-08,2021
2123144,Food,Snacks & Sweets,Chocolates & Candy,Salted Peppermint Bark,2021-02-08,2021
2123303,Food,Snacks & Sweets,Chocolates & Candy,Dark Chocolate Sea Salt Caramels,2021-02-08,2021
2122093,Food,Snacks & Sweets,Chocolates & Candy,Salted Almond Chocolate Bites,2021-02-08,2021
2122119,Food,Snacks & Sweets,Chocolates & Candy,Chocolate Covered Espresso Beans,2021-02-08,2021
2121686,Food,Snacks & Sweets,Chocolates & Candy,Justin’s® Dark Chocolate Peanut Butter Cups,2021-02-08,2021
610,Food,Snacks & Sweets,Fruit & Nuts,Banana,2021-02-08,2021
2122252,Food,Snacks & Sweets,Fruit & Nuts,Orange,2021-02-08,2021
360,Food,Snacks & Sweets,Fruit & Nuts,Seasonal Fruit Blend,2021-02-08,2021
2121816,Food,Snacks & Sweets,Fruit & Nuts,Squirrel Brand® Fruit & Nut,2021-02-08,2021
2121742,Food,Snacks & Sweets,Fruit & Nuts,Squirrel Brand® – Classic Almonds,2021-02-08,2021
2121691,Food,Snacks & Sweets,Fruit & Nuts,Peter Rabbit™ Organics Apple & Grape,2021-02-08,2021
2121692,Food,Snacks & Sweets,Fruit & Nuts,Peter Rabbit™ Organics Strawberry Banana,2021-02-08,2021
2121688,Food,Snacks & Sweets,Gum & Mints,Peppermint Gum,2021-02-08,2021
2121690,Food,Snacks & Sweets,Popcorn & Chips,Starbucks® BBQ Potato Chips,2021-02-08,2021
2121689,Food,Snacks & Sweets,Popcorn & Chips,Butter Gourmet Popcorn,2021-02-08,2021
2121924,Food,Snacks & Sweets,Popcorn & Chips,Hippeas® – White Cheddar,2021-02-08,2021
2122282,Food,Snacks & Sweets,Popcorn & Chips,Kettle Corn,2021-02-08,2021
2121684,Food,Snacks & Sweets,Popcorn & Chips,POP! - Sunflower Oil & Sea Salt,2021-02-08,2021
2122536,Food,Snacks & Sweets,Popcorn & Chips,Salt & Vinegar Kettle Potato Chips,2021-02-08,2021
2121998,Food,Snacks & Sweets,Popcorn & Chips,Rhythm Super Foods Kale Chips - Sea Salt,2021-02-08,2021
2121813,Food,Snacks & Sweets,Popcorn & Chips,Simply Salted Kettle Potato Chips,2021-02-08,2021
2122537,Food,Snacks & Sweets,Popcorn & Chips,Sweet Potato Kettle Potato Chips,2021-02-08,2021
2122870,Food,Snacks & Sweets,Meat & Cheese,Creminelli Snack Tray – Sopressata Salami & Monterey Jack,2021-02-08,2021
2122004,Food,Snacks & Sweets,Meat & Cheese,Country Archer – Hickory Smoked Turkey Jerkey,2021-02-08,2021
2122003,Food,Snacks & Sweets,Meat & Cheese,Country Archer Original Beef Jerky,2021-02-08,2021
2121679,Food,Snacks & Sweets,Meat & Cheese,Moon Cheese™ –  Cheddar,2021-02-08,2021
2122938,Food,Snacks & Sweets,Meat & Cheese,Babybel® Mini Cheese Snack,2021-02-08,2021
2122033,Food,Snacks & Sweets,Meat & Cheese,String Cheese,2021-02-08,2021
2122867,Food,Snacks & Sweets,Snack Bars,Perfect Bar® – Dark Chocolate Chip Peanut Butter,2021-02-08,2021
2122631,Food,Snacks & Sweets,Snack Bars,Perfect Bar® Peanut Butter,2021-02-08,2021
2121922,Food,Snacks & Sweets,Snack Bars,Good Squared - Urban Trail,2021-02-08,2021
2121814,Food,Snacks & Sweets,Snack Bars,KIND - Almond Coconut Cashew Chai,2021-02-08,2021
2121698,Food,Snacks & Sweets,Snack Bars,KIND® Blueberry Vanilla & Cashew Bar,2021-02-08,2021
2121697,Food,Snacks & Sweets,Snack Bars,KIND® Peanut Butter Dark Chocolate Bar,2021-02-08,2021
2121815,Food,Snacks & Sweets,Snack Bars,KIND® Salted Caramel & Dark Chocolate Nut Bar,2021-02-08,2021
2121694,Food,Snacks & Sweets,Snack Bars,That's It® – Apple + Blueberry Bar,2021-02-08,2021
2121693,Food,Snacks & Sweets,Snack Bars,That's It® – Apple + Mango Bar,2021-02-08,2021
2121987,Food,Snacks & Sweets,Snack Bars,This Bar Saves Lives™ – Dark Chocolate Cherry & Sea Salt Bar,2021-02-08,2021
2121989,Food,Snacks & Sweets,Snack Bars,This Bar Saves Lives™ – Dark Chocolate Peanut Butter & Sea Salt Bar,2021-02-08,2021
2121986,Food,Snacks & Sweets,Snack Bars,This Bar Saves Lives™ Madagascar Vanilla Almond & Honey Bar,2021-02-08,2021
2122598,Food,Snacks & Sweets,Snack Bars,Blueberry & Oatmeal Jammy Sammy,2021-02-08,2021
2121988,Food,Snacks & Sweets,Snack Bars,This Bar Saves Lives™ – Wild Blueberry Pistachio Bar,2021-02-08,2021
2122599,Food,Snacks & Sweets,Snack Bars,Chocolate Chip Kids Clif ZBar®,2021-02-08,2021
2122257,Food,Snacks & Sweets,Spreads,Avocado Spread,2021-02-08,2021
994,Food,Oatmeal & Yogurt,,Hearty Blueberry Oatmeal,2021-02-08,2021
301,Food,Oatmeal & Yogurt,,Classic Oatmeal,2021-02-08,2021
2122192,Food,Oatmeal & Yogurt,,Berry Trio Parfait,2021-02-08,2021
2123149,Food,Oatmeal & Yogurt,,Strawberry Overnight Grains,2021-02-08,2021
2122301,Food,Oatmeal & Yogurt,,Siggi's® Yogurt Cup 0% Vanilla,2021-02-08,2021
2122439,At Home Coffee,Whole Bean,Starbucks Reserve®,Guatemala Huehuetenango Starbucks Reserve®,2021-02-08,2021
2123403,At Home Coffee,Whole Bean,Starbucks Reserve®,Ethiopia Yirgacheffe® Chelelektu Starbucks Reserve®,2021-02-08,2021
551,At Home Coffee,Whole Bean,Starbucks Reserve®,Jamaica Blue Mountain® Starbucks Reserve®,2021-02-08,2021
860,At Home Coffee,Whole Bean,Blonde Roast,Veranda Blend®,2021-02-08,2021
2122186,At Home Coffee,Whole Bean,Blonde Roast,Starbucks® Blonde Espresso Roast,2021-02-08,2021
295,At Home Coffee,Whole Bean,Medium Roast,Holiday Blend,2021-02-08,2021
2123124,At Home Coffee,Whole Bean,Medium Roast,Siren's Blend™,2021-02-08,2021
3,At Home Coffee,Whole Bean,Medium Roast,Guatemala Antigua,2021-02-08,2021
24,At Home Coffee,Whole Bean,Medium Roast,Pike Place® Roast,2021-02-08,2021
290,At Home Coffee,Whole Bean,Medium Roast,Organic Yukon Blend®,2021-02-08,2021
292,At Home Coffee,Whole Bean,Dark Roast,Starbucks® Thanksgiving Blend,2021-02-08,2021
293,At Home Coffee,Whole Bean,Dark Roast,Christmas Blend Whole Bean Coffee,2021-02-08,2021
770,At Home Coffee,Whole Bean,Dark Roast,Christmas Blend Espresso Roast,2021-02-08,2021
293,At Home Coffee,Whole Bean,Dark Roast,Christmas Blend Ground Coffee,2021-02-08,2021
294,At Home Coffee,Whole Bean,Dark Roast,Decaf Christmas Blend,2021-02-08,2021
581,At Home Coffee,Whole Bean,Dark Roast,Decaf Sumatra,2021-02-08,2021
15,At Home Coffee,Whole Bean,Dark Roast,Caffè Verona®,2021-02-08,2021
20,At Home Coffee,Whole Bean,Dark Roast,Espresso Roast,2021-02-08,2021
23,At Home Coffee,Whole Bean,Dark Roast,Italian Roast,2021-02-08,2021
10,At Home Coffee,Whole Bean,Dark Roast,Komodo Dragon Blend®,2021-02-08,2021
8,At Home Coffee,Whole Bean,Dark Roast,Sumatra,2021-02-08,2021
24,At Home Coffee,Verismo® Pods,Brewed Coffee Verismo®,Pike Place® Roast Verismo® Pods,2021-02-08,2021
8,At Home Coffee,Verismo® Pods,Brewed Coffee Verismo®,Sumatra Verismo® Pods,2021-02-08,2021
860,At Home Coffee,Verismo® Pods,Brewed Coffee Verismo®,Veranda Blend® Verismo® Pods,2021-02-08,2021
2122186,At Home Coffee,Verismo® Pods,Espresso Verismo®,Starbucks® Blonde Espresso Verismo® Pods,2021-02-08,2021
1232,At Home Coffee,Verismo® Pods,Espresso Verismo®,Colombia Nariño Verismo® Pods,2021-02-08,2021
20,At Home Coffee,Verismo® Pods,Espresso Verismo®,Espresso Roast Verismo® Pods,2021-02-08,2021
21,At Home Coffee,Verismo® Pods,Espresso Verismo®,Decaf Espresso Roast Verismo® Pods,2021-02-08,2021
2122101,At Home Coffee,Verismo® Pods,Espresso Verismo®,Ethiopia Yirgacheffe Verismo® Pods,2021-02-08,2021
9,At Home Coffee,Verismo® Pods,Espresso Verismo®,Kenya Verismo® Pods,2021-02-08,2021
986,At Home Coffee,VIA® Instant,Seasonal,VIA® Peppermint Mocha Latte,2021-02-08,2021
293,At Home Coffee,VIA® Instant,Seasonal,Starbucks VIA® Instant Christmas Blend,2021-02-08,2021
972,At Home Coffee,VIA® Instant,Seasonal,Starbucks VIA Instant Refreshers™ Cool Lime,2021-02-08,2021
973,At Home Coffee,VIA® Instant,Seasonal,Starbucks VIA Instant Refreshers™ Very Berry Hibiscus,2021-02-08,2021
810,At Home Coffee,VIA® Instant,Flavored,VIA® Sweetened Iced Coffee,2021-02-08,2021
860,At Home Coffee,VIA® Instant,Blonde Roast,VIA® Veranda Blend™,2021-02-08,2021
863,At Home Coffee,VIA® Instant,Medium Roast,Starbucks VIA® Instant Colombia Coffee,2021-02-08,2021
24,At Home Coffee,VIA® Instant,Medium Roast,Starbucks VIA® Instant Pike Place® Roast,2021-02-08,2021
22,At Home Coffee,VIA® Instant,Dark Roast,VIA® French Roast,2021-02-08,2021
23,At Home Coffee,VIA® Instant,Dark Roast,VIA® Italian Roast,2021-02-08,2021
868,At Home Coffee,VIA® Instant,Dark Roast,VIA® Decaf Italian Roast,2021-02-08,2021
2123336,Merchandise,Drinkware,Cold Cups,Cold To-Go Cup - 24 fl oz,2021-02-08,2021
2123405,Merchandise,Drinkware,Cold Cups,Teal Pearl Stainless-Steel Cold Cup - 24 fl oz,2021-02-08,2021
2123408,Merchandise,Drinkware,Cold Cups,Luster Glass Cold Cup - 18 fl oz,2021-02-08,2021
2123407,Merchandise,Drinkware,Cold Cups,Lilac Grid Cold Cup - 24 fl oz,2021-02-08,2021
2123406,Merchandise,Drinkware,Cold Cups,Lilac Gradient Stainless-Steel Cold Cup - 24 fl oz,2021-02-08,2021
2123410,Merchandise,Drinkware,Cold Cups,Blue Gradient Cold Cup - 24 fl oz,2021-02-08,2021
2123420,Merchandise,Drinkware,Cold Cups,Green Gradient Stainless-Steel Cold Cup - 24 fl oz,2021-02-08,2021
2123419,Merchandise,Drinkware,Cold Cups,Matte Black Soft-Touch Bling Cold Cup - 24 fl oz,2021-02-08,2021
2123411,Merchandise,Drinkware,Tumblers,Lilac Iridescent Stainless-Steel Tumbler - 12 fl oz,2021-02-08,2021
2123409,Merchandise,Drinkware,Tumblers,Pearl White Stainless-Steel Tumbler - 12 fl oz,2021-02-08,2021
2123412,Merchandise,Drinkware,Tumblers,Dark Blue Stainless-Steel Tumbler - 20 fl oz,2021-02-08,2021
2123413,Merchandise,Drinkware,Tumblers,Mint Ceramic Double-Wall Tumbler - 12 fl oz,2021-02-08,2021
2123414,Merchandise,Drinkware,Tumblers,Dark Gradient Stainless-Steel Tumbler - 16 fl oz,2021-02-08,2021
2123416,Merchandise,Drinkware,Tumblers,Black Ice Crystal Stainless-Steel Tumbler - 12 fl oz,2021-02-08,2021
2123417,Merchandise,Drinkware,Tumblers,Brushed Silver Stainless-Steel Tumbler - 16 fl oz,2021-02-08,2021
2123418,Merchandise,Drinkware,Tumblers,Gradient Speckle Stainless-Steel Tumbler - 20 fl oz,2021-02-08,2021
2123415,Merchandise,Drinkware,Tumblers,Lilac Color-Changing Lips Plastic Hot Cup - 16 fl oz,2021-02-08,2021
2123291,Merchandise,Drinkware,Tumblers,Siren Logo Plastic Hot Cup - 16 fl oz,2021-02-08,2021
2123289,Merchandise,Drinkware,Water Bottles,Clear Luster Recycled Glass Water Bottle - 20 fl oz,2021-02-08,2021
2121746,Merchandise,Drinkware,Other,Small Shopping Bag,2021-02-08,2021
