store_number,name,ownership_type,slug,address,city,state,zip,country,timezone,latitude,longitude
24961-238825,Edina - Hwy 100 and Industrial,CO,edina-hwy-100-and-industrial-5122-edina-industrial-blvd-edina-mn-554393008-us,5122 Edina Industrial Blvd,Edina,MN,55439,US,GMT-05:00 America/Chicago,44.86451,-93.35321
16011-154128,Macy's Southdale Center 1st Fl,LS,macys-southdale-center-1st-fl-100-southdale-ctr-edina-mn-554352403-us,100 Southdale Ctr,Edina,MN,55435,US,GMT-05:00 America/Chicago,44.88145,-93.32644
2366-243506,Hwy 169 & Anderson Lakes Pkwy,CO,hwy-169-anderson-lakes-pkwy-9250-hennepin-town-road-eden-prairie-mn-553472825-,9250 Hennepin Town Road,Eden Prairie,MN,55347,US,GMT-05:00 America/Chicago,44.83563,-93.3992
56910-288973,Jerry's Foods Eden Prairie,LS,jerrys-foods-eden-prairie-9625-anderson-lakes-pkwy-eden-prairie-mn-55344-us,9625 Anderson Lakes Pkwy,Eden Prairie,MN,55344,US,GMT-05:00 America/Chicago,44.83578,-93.40039
288-1493,5351 Lyndale Avenue South,CO,5351-lyndale-avenue-south-5351-lyndale-ave-south-minneapolis-mn-554191229-us,5351 Lyndale Ave South,Minneapolis,MN,55419,US,GMT-05:00 America/Chicago,44.90524,-93.28804
49134-267164,Minneapolis - 47th and Cedar,CO,minneapolis-47th-and-cedar-4712-cedar-ave-minneapolis-mn-554073634-us,4712 Cedar Ave,Minneapolis,MN,55407,US,GMT-05:00 America/Chicago,44.91779,-93.24754
74763-98364,Vons Henderson 1795,LS,vons-henderson-1795-2511-anthem-village-dr-henderson-nv-890525504-us,2511 Anthem Village Dr,Henderson,NV,89052,US,GMT-07:00 America/Los_Angeles,35.97873,-115.09992
10121-99411,Bicentennial & Sun City Anthem,CO,bicentennial-sun-city-anthem-2810-bicentennial-parkway-100-henderson-nv-8904444,2810 Bicentennial Parkway,Henderson,NV,89044,US,GMT-07:00 America/Los_Angeles,35.94161,-115.11662
68403-303239,Via Inspirada & Bicentennial,CO,via-inspirada-bicentennial-3251-bicentennial-pkwy-henderson-nv-890440572-us,3251 Bicentennial Pkwy,Henderson,NV,89044,US,GMT-07:00 America/Los_Angeles,35.93964,-115.13081
71905-307092,Volunteer & Via Inspirada,CO,volunteer-via-inspirada-3511-volunteer-blvd-suite-100-henderson-nv-89044-u,3511 Volunteer Blvd,Henderson,NV,89044,US,GMT-07:00 America/Los_Angeles,35.95964,-115.14219
16154-158566,North Island NAS Building 2002,LS,north-island-nas-building-2002-2002-rogers-rd-san-diego-ca-92135-us,2002 Rogers Rd,San Diego,CA,92135,US,GMT-07:00 America/Los_Angeles,32.70488,-117.18847
25990-237278,Kroger Elizabethtown 717,LS,kroger-elizabethtown-717-3040-dolphin-dr-elizabethtown-ky-42701-us,3040 Dolphin Dr,Elizabethtown,KY,42701,US,GMT-04:00 America/New_York,37.71168,-85.83628
29090-252169,I-65 & Mulberry - Elizabethtow,CO,i-65-mulberry-elizabethtow-111-the-loop-elizabethtown-ky-427017517-us,111 The Loop,Elizabethtown,KY,42701,US,GMT-04:00 America/New_York,37.71342,-85.83132
76538-97604,Target Elizabethtown 779,LS,target-elizabethtown-779-1631-ring-rd-elizabethtown-ky-427016400-us,1631 Ring Rd,Elizabethtown,KY,42701,US,GMT-04:00 America/New_York,37.72874,-85.88003
56306-289958,Dixie Hwy & Ring Rd,CO,dixie-hwy-ring-rd-1703-n-dixie-hwy-elizabethtown-ky-427017499-us,1703 N. Dixie Hwy,Elizabethtown,KY,42701,US,GMT-04:00 America/New_York,37.73305,-85.88604
67460-302184,100 N. Dixie Hwy,CO,100-n-dixie-hwy-100-n-dixie-blvd-radcliff-ky-401601302-us,100 N. Dixie Blvd,Radcliff,KY,40160,US,GMT-04:00 America/New_York,37.84062,-85.93802
3568-106014,BASE ACCESS Ft Knox Wilson Rd,LS,base-access-ft-knox-wilson-rd-75-estrada-ave-bldg-9000-fort-knox-ky-40121-us,75 Estrada Ave,Fort Knox,KY,40121,US,GMT-04:00 America/New_York,37.86783,-85.94446
59499-293586,BASE ACCESS Ft Knox Exchange F,LS,base-access-ft-knox-exchange-f-127-gold-vault-rd-fort-knox-ky-40121-us,127 Gold Vault Rd.,Fort Knox,KY,40121,US,GMT-04:00 America/New_York,37.89412,-85.947
27627-247806,I-65 and Hwy 44 - Shepherdsvil,CO,i-65-and-hwy-44-shepherdsvil-174-keystone-crossing-drive-shepherdsville-ky-4016,174 Keystone Crossing Drive,Shepherdsville,KY,40165,US,GMT-04:00 America/New_York,37.99206,-85.7064
24578-237274,Kroger Bardstown 408,LS,kroger-bardstown-408-102-w-john-rowan-blvd-bardstown-ky-40004-us,102 W John Rowan Blvd,Bardstown,KY,40004,US,GMT-04:00 America/New_York,37.82851,-85.46465
82965-311267,Kroger Mt. Washington 758,LS,kroger-mt-washington-758-234-eastbrooke-pkwy-mt-washington-ky-40047-us,234 Eastbrooke Pkwy,Mt Washington,KY,40047,US,GMT-04:00 America/New_York,38.05644,-85.53697
10509-101064,Dixie Hwy & Kerrick,CO,dixie-hwy-kerrick-6731-dixie-highway-louisville-ky-402583911-us,6731 Dixie Highway,Louisville,KY,40258,US,GMT-04:00 America/New_York,38.15182,-85.83595
29013-248850,Kroger Louisville 785,LS,kroger-louisville-785-4915-dixie-highway-louisville-ky-40216-us,4915 Dixie Highway,Louisville,KY,40216,US,GMT-04:00 America/New_York,38.16764,-85.82614
65508-298197,Bardstown & I-265,CO,bardstown-i-265-7718-bardstown-road-suite-101-louisville-ky-402913,7718 Bardstown Road,Louisville,KY,40291,US,GMT-04:00 America/New_York,38.13424,-85.58013
47238-256766,SDF Airside Rotunda,LS,sdf-airside-rotunda-600-terminal-dr-louisville-ky-402099129-us,600 Terminal Dr,Louisville,KY,40209,US,GMT-04:00 America/New_York,38.18377,-85.74059
47242-256984,SDF PRE-SECURITY,LS,sdf-pre-security-600-terminal-dr-louisville-ky-402099129-us,600 Terminal Dr,Louisville,KY,40209,US,GMT-04:00 America/New_York,38.18569,-85.74145
49736-253428,Kroger Louisville 752,LS,kroger-louisville-752-3165-south-second-st-louisville-ky-40208-us,3165 SOUTH SECOND ST,Louisville,KY,40208,US,GMT-04:00 America/New_York,38.20262,-85.76146
11181-100305,Central & 3rd,CO,central-3rd-3103-s-third-street-louisville-ky-402141707-us,3103 S. Third Street,Louisville,KY,40214,US,GMT-04:00 America/New_York,38.20442,-85.76371
20789-208084,Target Louisville 1479,LS,target-louisville-1479-3600-mall-road-louisville-ky-40218-us,3600 Mall Road,Louisville,KY,40218,US,GMT-04:00 America/New_York,38.19988,-85.67023
48711-263106,Univ. of Louisville Ekstrom Li,LS,univ-of-louisville-ekstrom-li-2301-s-3rd-street-louisville-ky-40208-us,2301 S. 3rd Street,Louisville,KY,40208,US,GMT-04:00 America/New_York,38.21676,-85.76068
51556-263105,Univ. of Louisville Student Ce,LS,univ-of-louisville-student-ce-2100-s-floyd-street-louisville-ky-40292-us,2100 S. Floyd Street,Louisville,KY,40292,US,GMT-04:00 America/New_York,38.21738,-85.75501
9982-99152,Bardstown & Heather,CO,bardstown-heather-3401-bardstown-road-louisville-ky-402184607-us,3401 Bardstown Road,Louisville,KY,40218,US,GMT-04:00 America/New_York,38.20561,-85.66622
2487-17855,1000 Baxter Ave. Center,CO,1000-baxter-ave-center-972-baxter-avenue-louisville-ky-402042064-us,972 Baxter Avenue,Louisville,KY,40204,US,GMT-04:00 America/New_York,38.24001,-85.72438
11798-104406,Taylorsville & Hikes,CO,taylorsville-hikes-3954-taylorsville-rd-louisville-ky-402201450-us,3954 Taylorsville Rd.,Louisville,KY,40220,US,GMT-04:00 America/New_York,38.21953,-85.62668
48839-263350,Univ. of Louisville Health Sci,LS,univ-of-louisville-health-sci-555-floyd-street-louisville-ky-40202-us,555 Floyd Street,Louisville,KY,40202,US,GMT-04:00 America/New_York,38.24847,-85.74909
76327-96267,Target Louisville 780,LS,target-louisville-780-4640-taylorsville-rd-louisville-ky-402203588-us,4640 Taylorsville Rd,Louisville,KY,40220,US,GMT-04:00 America/New_York,38.21545,-85.59494
2633-61900,Hurstbourne & Taylorsville,CO,hurstbourne-taylorsville-9036-taylorsville-road-jeffersontown-ky-402991750-,9036 Taylorsville Road,Jeffersontown,KY,40299,US,GMT-04:00 America/New_York,38.21438,-85.59141
25993-74181,Kroger Louisville 379,LS,kroger-louisville-379-9080-taylorsville-louisville-ky-402991750-us,9080 Taylorsville,Louisville,KY,40299,US,GMT-04:00 America/New_York,38.21348,-85.58858
59997-292923,Dutchmans Pkwy & Breckenridge,CO,dutchmans-pkwy-breckenridge-6460-dutchmans-pkwy-101-louisville-ky-402053309-us,6460 Dutchmans Pkwy,Louisville,KY,40205,US,GMT-04:00 America/New_York,38.23001,-85.63987
75811-91587,Louisville Marriott Downtown,LS,louisville-marriott-downtown-280-w-jefferson-st-louisville-ky-402021432-us,280 W Jefferson St,Louisville,KY,40202,US,GMT-04:00 America/New_York,38.25349,-85.75492
11510-105261,Hurstbourne & I-64,CO,hurstbourne-i-64-1321-s-hurstborne-pkwy-louisville-ky-402225707-us,1321 S. Hurstborne Pkwy,Louisville,KY,40222,US,GMT-04:00 America/New_York,38.22664,-85.57717
63292-297453,I-64 & SR 135,CO,i-64-sr-135-151-pacer-drive-north-west-corydon-in-471122144-us,151 Pacer Drive North West,Corydon,IN,47112,US,GMT-04:00 America/New_York,38.23641,-86.12903
10559-101595,Frankfort & Lexington,CO,frankfort-lexington-3702-frankfort-avenue-louisville-ky-402072557-us,3702 Frankfort Avenue,Louisville,KY,40207,US,GMT-04:00 America/New_York,38.25304,-85.66061
2561-34239,4400 Shelbyville Rd.,CO,4400-shelbyville-rd-4400-shelbyville-road-louisville-ky-402073322-us,4400 Shelbyville Road,Louisville,KY,40207,US,GMT-04:00 America/New_York,38.25076,-85.63446
5106-144964,Target St. Matthews 2473,LS,target-st-matthews-2473-4174-westport-rd-st-matthews-ky-402072784-us,4174 Westport Rd,St. Matthews,KY,40207,US,GMT-04:00 America/New_York,38.25807,-85.64275
58694-292792,10th Street & I-65,CO,10th-street-i-65-901-gateway-drive-jeffersonville-in-471303601-us,901 Gateway Drive,Jeffersonville,IN,47130,US,GMT-04:00 America/New_York,38.27904,-85.74651
79287-99892,Kroger New Albany 396,LS,kroger-new-albany-396-200-new-albany-plaza-new-albany-in-471504658-us,200 New Albany Plaza,New Albany,IN,47150,US,GMT-04:00 America/New_York,38.30548,-85.83819
76452-97606,Target Clarksville 2068,LS,target-clarksville-2068-1125-veterans-pkwy-clarksville-in-471292371-us,1125 Veterans Pkwy,Clarksville,IN,47129,US,GMT-04:00 America/New_York,38.3096,-85.7661
28174-249504,Clarksville - Veterans Pkwy &,CO,clarksville-veterans-pkwy-1231-veterans-parkway-clarksville-in-471292400-us,1231 Veterans Parkway,Clarksville,IN,47129,US,GMT-04:00 America/New_York,38.32867,-85.76042
52426-281186,Kroger Jeffersonville 776,LS,kroger-jeffersonville-776-1027-jeffersonville-commons-jeffersonville-in-4713,1027 Jeffersonville Commons,Jeffersonville,IN,47130,US,GMT-04:00 America/New_York,38.33071,-85.70934
47272-74167,Kroger Louisville 707,LS,kroger-louisville-707-9440-brownsboro-rd-louisville-ky-40241-us,9440 Brownsboro Rd,Louisville,KY,40241,US,GMT-04:00 America/New_York,38.30561,-85.57546
64842-297454,10th & Herb Lewis Rd,CO,10th-herb-lewis-rd-3566-e-10th-st-jeffersonville-in-471309315-us,3566 E. 10th St,Jeffersonville,IN,47130,US,GMT-04:00 America/New_York,38.33707,-85.70652
2562-39140,Paddock Shops,CO,paddock-shops-4001-summit-plaza-dr-ste-g-15-louisville-ky-402418,4001 Summit Plaza Dr,Louisville,KY,40241,US,GMT-04:00 America/New_York,38.30807,-85.57644
53838-280024,Richlands Hwy & Yopp Rd,CO,richlands-hwy-yopp-rd-2805-richlands-highway-100-jacksonville-nc-2854036,2805 Richlands Highway,Jacksonville,NC,28540,US,GMT-04:00 America/New_York,34.75507,-77.46359
68421-301442,Marine Blvd. & Chaney Ave.,CO,marine-blvd-chaney-ave-460-chaney-avenue-jacksonville-nc-285404807-us,460 Chaney Avenue,Jacksonville,NC,28540,US,GMT-04:00 America/New_York,34.7551,-77.42376
23889-233572,Target Jacksonville 1226,LS,target-jacksonville-1226-1395-d-western-blvd-jacksonville-nc-28546-us,1395D Western Blvd,Jacksonville,NC,28546,US,GMT-04:00 America/New_York,34.78774,-77.40264
22256-213884,Western Blvd & Gateway Dr,CO,western-blvd-gateway-dr-1654-western-boulevard-lot-2-jacksonville-nc-28546,"1654 Western Boulevard, Lot 2",Jacksonville,NC,28546,US,GMT-04:00 America/New_York,34.79108,-77.40508
9801-98437,Jacksonville Mall & Western Bl,CO,jacksonville-mall-western-bl-370-western-boulevard-jacksonville-nc-285466303-us,370 Western Boulevard,Jacksonville,NC,28546,US,GMT-04:00 America/New_York,34.76486,-77.38258
23581-230990,Camp Lejeune Main Exchange Com,LS,camp-lejeune-main-exchange-com-1231-birch-st-camp-lejeune-nc-28547-us,1231 Birch St,Camp Lejeune,NC,28547,US,GMT-04:00 America/New_York,34.67378,-77.33972
68008-299970,NC24 & Piney Green,CO,nc-24-piney-green-237-freedom-way-jacksonville-nc-285441418-us,237 Freedom Way,Jacksonville,NC,28544,US,GMT-04:00 America/New_York,34.71688,-77.32338
48914-264647,Harris Teeter Hampstead 135,LS,harris-teeter-hampstead-135-203-alston-blvd-hampstead-nc-28443-us,203 ALSTON BLVD,Hampstead,NC,28443,US,GMT-04:00 America/New_York,34.45185,-77.60307
65428-297612,NC24 & NC58,CO,nc-24-nc-58-101-w-b-mc-lean-drive-carteret-nc-285848514-us,101 W. B. McLean Drive,Carteret,NC,28584,US,GMT-04:00 America/New_York,34.68964,-77.06856
66647-300277,Harris Teeter Wilmington 191,LS,harris-teeter-wilmington-191-8260-market-st-wilmington-nc-28411-us,8260 Market St,Wilmington,NC,28411,US,GMT-04:00 America/New_York,34.29798,-77.79026
57458-288956,Hwy 17 & Middle Sound Loop,CO,hwy-17-middle-sound-loop-7201-market-street-wilmington-nc-284119448-us,7201 Market Street,Wilmington,NC,28411,US,GMT-04:00 America/New_York,34.27276,-77.81893
8544-290830,Military Cutoff & Sir Tyler Dr,CO,military-cutoff-sir-tyler-dr-971-military-cutoff-rd-wilmington-nc-284058361-us,971 Military Cutoff Rd,Wilmington,NC,28405,US,GMT-04:00 America/New_York,34.24287,-77.82704
23661-94455,Harris Teeter Wilmington 210,LS,harris-teeter-wilmington-210-6805-parker-farm-rd-wilmington-nc-28405-us,6805 Parker Farm Rd,Wilmington,NC,28405,US,GMT-04:00 America/New_York,34.23616,-77.8312
11761-106174,US-70 & Hestron Dr,CO,us-70-hestron-dr-5186-hwy-70-unit-a-morehead-city-nc-285574504-us,5186 Hwy 70,Morehead City,NC,28557,US,GMT-04:00 America/New_York,34.73918,-76.80854
8487-292886,Eastwood Rd & Autumn Hall,CO,eastwood-rd-autumn-hall-5605-currituck-drive-110-wilmington-nc-284031155-u,5605 Currituck Drive,Wilmington,NC,28403,US,GMT-04:00 America/New_York,34.23578,-77.84625
19555-100653,Harris Teeter Wilmington 301,LS,harris-teeter-wilmington-301-1940-eastwood-rd-wilmington-nc-28403-us,1940 Eastwood Rd,Wilmington,NC,28403,US,GMT-04:00 America/New_York,34.221,-77.82222
54679-282265,Target Wilmington 1107,LS,target-wilmington-1107-4711-new-centre-drive-wilmington-nc-28405-us,4711 New Centre Drive,Wilmington,NC,28405,US,GMT-04:00 America/New_York,34.24811,-77.88152
48913-264648,Harris Teeter Morehead City 26,LS,harris-teeter-morehead-city-26-5000-us-hwy-70-morehead-city-nc-28557-us,5000 US HWY 70,Morehead City,NC,28557,US,GMT-04:00 America/New_York,34.7351,-76.79247
8518-193866,S College Rd & New Centre Dr,CO,s-college-rd-new-centre-dr-311-s-college-dr-ste-100-wilmington-nc-284032029-u,311 S College Dr,Wilmington,NC,28403,US,GMT-04:00 America/New_York,34.23616,-77.87238
51553-258144,UNCW The Hub,LS,uncw-the-hub-601-s-college-rd-wilmington-nc-284035916-us,601 S COLLEGE RD,Wilmington,NC,28403,US,GMT-04:00 America/New_York,34.22088,-77.87159
66101-299318,I-40 & NC24,CO,i-40-nc-24-2704-w-nc-24-hwy-warsaw-nc-283987950-us,2704 W NC 24 HWY,Warsaw,NC,28398,US,GMT-04:00 America/New_York,34.99386,-78.13883
23185-130524,Harris Teeter Wilmington 158,LS,harris-teeter-wilmington-158-820-s-college-rd-wilmington-nc-284034410-us,820 S College Rd,Wilmington,NC,28403,US,GMT-04:00 America/New_York,34.21986,-77.88587
18295-181084,Oleander and Independence,CO,oleander-and-independence-3502-oleander-drive-wilmington-nc-284030818-us,3502 Oleander Drive,Wilmington,NC,28403,US,GMT-04:00 America/New_York,34.21697,-77.90691
5061-141305,Harris Teeter Wilmington 441,LS,harris-teeter-wilmington-441-2800-s-college-rd-wilmington-nc-284126827-us,2800 S College Rd,Wilmington,NC,28412,US,GMT-04:00 America/New_York,34.19507,-77.88949
57882-291232,17th & Hospital,CO,17th-hospital-2018-s-16th-st-wilmington-nc-284016613-us,2018 S 16th St,Wilmington,NC,28401,US,GMT-04:00 America/New_York,34.20867,-77.92565
50268-270544,Independence & 17th,CO,independence-17th-1406-barclay-pointe-blvd-unit-901-wilmington-nc-28,1406 Barclay Pointe Blvd,Wilmington,NC,28412,US,GMT-04:00 America/New_York,34.18122,-77.9191
66646-300701,Harris Teeter Wilmington 264,LS,harris-teeter-wilmington-264-3860-carolina-beach-road-wilmington-nc-28412-us,3860 Carolina Beach Road,Wilmington,NC,28412,US,GMT-04:00 America/New_York,34.17419,-77.92499
29082-105498,Harris Teeter Leland 225,LS,harris-teeter-leland-225-2021-olde-regent-way-leland-nc-28451-us,2021 Olde Regent Way,Leland,NC,28451,US,GMT-04:00 America/New_York,34.21938,-78.01925
54435-285775,US17 & Ploof Rd,CO,us-17-ploof-rd-3572-leland-town-center-drive-110-leland-nc-284510,3572 Leland Town Center Drive,Leland,NC,28451,US,GMT-04:00 America/New_York,34.21461,-78.02002
56880-289884,Carolina Beach & Piner Road,CO,carolina-beach-piner-road-5521-carolina-beach-rd-wilmington-nc-284122607-us,5521 Carolina Beach Rd.,Wilmington,NC,28412,US,GMT-04:00 America/New_York,34.13789,-77.89343
23651-100652,Harris Teeter Wilmington 96,LS,harris-teeter-wilmington-96-5920-carolina-beach-road-wilmington-nc-28412-us,5920 Carolina Beach Road,Wilmington,NC,28412,US,GMT-04:00 America/New_York,34.12475,-77.90247
57683-290810,North Village at Sparta,CO,north-village-at-sparta-8-a-north-village-blvd-sparta-nj-078483212-us,8A North Village Blvd.,Sparta,NJ,07848,US,GMT-04:00 America/New_York,41.07605,-74.65935
62551-295524,123 Water St - Newton,CO,123-water-st-newton-123-water-street-unit-c-newton-nj-078601420-us,123 Water Street,Newton,NJ,07860,US,GMT-04:00 America/New_York,41.06528,-74.74657
52732-282854,Wayne 23S Drive Thru,CO,wayne-23-s-drive-thru-1809-route-23-south-wayne-wayne-nj-074707509-us,"1809 Route 23 South, Wayne",Wayne,NJ,07470,US,GMT-04:00 America/New_York,40.94468,-74.27323
9366-96094,Wayne 23 North,CO,wayne-23-north-1606-route-23-north-wayne-nj-074707523-us,1606 Route 23 North,Wayne,NJ,07470,US,GMT-04:00 America/New_York,40.93949,-74.26906
48652-263848,Acme Boonton 1583,LS,acme-boonton-1583-550-myrtle-avenue-boonton-nj-07005-us,550 Myrtle Avenue,Boonton,NJ,07005,US,GMT-04:00 America/New_York,40.90861,-74.39701
2593-188004,Orchard Lk & 12 Mile Rd Plaza,CO,orchard-lk-12-mile-rd-plaza-27835-orchard-lake-rd-farmington-hills-mi-48334373,27835 Orchard Lake Rd.,Farmington Hills,MI,48334,US,GMT-04:00 America/Detroit,42.49981,-83.35907
8776-94101,340th and Hoyt,CO,340th-and-hoyt-34024-hoyt-road-sw-federal-way-wa-980233224-us,34024 Hoyt Road SW,Federal Way,WA,98023,US,GMT-07:00 America/Los_Angeles,47.29648,-122.38134
3797-141366,Safeway Federal Way 3501,LS,safeway-federal-way-3501-2109-sw-336th-st-federal-way-wa-980232847-us,2109 SW 336TH ST,Federal Way,WA,98023,US,GMT-07:00 America/Los_Angeles,47.29966,-122.36186
3245-291495,Twin Lakes - 21st Ave,CO,twin-lakes-21st-ave-33650-21st-ave-sw-federal-way-wa-980237761-us,33650 21st Ave SW,Federal Way,WA,98023,US,GMT-07:00 America/Los_Angeles,47.29933,-122.36031
79369-102669,QFC Tacoma 831,LS,qfc-tacoma-831-4101-49th-ave-n-e-tacoma-wa-984222420-us,4101 49th Ave N.E.,Tacoma,WA,98422,US,GMT-07:00 America/Los_Angeles,47.29382,-122.38035
3252-1830,Dash Point,CO,dash-point-1656-sw-dash-point-road-federal-way-wa-980234530-u,1656 SW Dash Point Road,Federal Way,WA,98023,US,GMT-07:00 America/Los_Angeles,47.32264,-122.35691
52055-279584,SW Campus Dr. - Federal Way,CO,sw-campus-dr-federal-way-164-sw-campus-dr-suite-102-federal-way-wa-98023792,164 SW Campus Dr.,Federal Way,WA,98023,US,GMT-07:00 America/Los_Angeles,47.29137,-122.33601
74487-51899,Safeway Federal Way 1555,LS,safeway-federal-way-1555-1207-s-320th-st-federal-way-wa-980035339-us,1207 S 320th St,Federal Way,WA,98003,US,GMT-07:00 America/Los_Angeles,47.31399,-122.31739
52952-281686,S 320th St & G Ave S - Federal,CO,s-320th-st-g-ave-s-federal-1301-s-320th-st-suite-b-federal-way-wa-980035340-u,1301 S 320th St,Federal Way,WA,98003,US,GMT-07:00 America/Los_Angeles,47.31474,-122.3164
9302-94431,Federal Way Crossing,CO,federal-way-crossing-1401-south-348th-street-m-101-federal-way-wa-98003,1401 South 348th Street,Federal Way,WA,98003,US,GMT-07:00 America/Los_Angeles,47.28939,-122.31629
3385-73841,Drive Thru Only - 320th Street,CO,drive-thru-only-320th-street-2032-south-320th-st-federal-way-wa-980035415-us,2032 South 320th St,Federal Way,WA,98003,US,GMT-07:00 America/Los_Angeles,47.31545,-122.30704
76297-95448,Target Federal Way 1947,LS,target-federal-way-1947-2201-sea-tac-mall-blvd-federal-way-wa-98003-us,2201 SeaTac Mall Blvd,Federal Way,WA,98003,US,GMT-07:00 America/Los_Angeles,47.31314,-122.30502
20832-197726,Pacific Hwy & 288th,CO,pacific-hwy-288th-28722-pacific-hwy-s-federal-way-wa-980033224-us,28722 Pacific Hwy S,Federal Way,WA,98003,US,GMT-07:00 America/Los_Angeles,47.34386,-122.31183
9318-94483,Pacific Highway & Willow St-Fi,CO,pacific-highway-willow-st-fi-4756-pacific-highway-east-110-fife-wa-984242680-us,4756 Pacific Highway East,Fife,WA,98424,US,GMT-07:00 America/Los_Angeles,47.24276,-122.36514
70642-302804,20th & 54th - Fife,CO,20th-54th-fife-5217-20th-st-e-fife-wa-984241915-us,5217 20th St E,Fife,WA,98424,US,GMT-07:00 America/Los_Angeles,47.23925,-122.35855
74825-97833,Safeway Des Moines 1186,LS,safeway-des-moines-1186-27035-pacific-hwy-s-des-moines-wa-981989250-us,27035 Pacific Hwy S,Des Moines,WA,98198,US,GMT-07:00 America/Los_Angeles,47.3592,-122.31087
3226-582,Univ. of Wash / Tacoma,CO,univ-of-wash-tacoma-1748-pacific-ave-tacoma-wa-984023215-us,1748 Pacific Ave,Tacoma,WA,98402,US,GMT-07:00 America/Los_Angeles,47.24552,-122.43708
20545-154804,Meridian & Jovita - Edgewood,CO,meridian-jovita-edgewood-623-meridian-ave-e-edgewood-wa-983711039-us,623 Meridian Ave E,Edgewood,WA,98371,US,GMT-07:00 America/Los_Angeles,47.2518,-122.29305
79548-106432,Safeway Milton 3545,LS,safeway-milton-3545-900-e-meridian-suite-12-milton-wa-983547002-us,900 E MERIDIAN SUITE 12,Milton,WA,98354,US,GMT-07:00 America/Los_Angeles,47.24912,-122.29544
13916-105932,6th & Sprague - Tacoma,CO,6th-sprague-tacoma-2008-6th-avenue-tacoma-wa-984031045-us,2008 6th Avenue,Tacoma,WA,98403,US,GMT-07:00 America/Los_Angeles,47.25545,-122.46372
356-95,26th and Proctor,CO,26th-and-proctor-2602-north-proctor-suite-100-tacoma-wa-984075250-u,2602 North Proctor,Tacoma,WA,98407,US,GMT-07:00 America/Los_Angeles,47.27123,-122.48902
79793-101466,Safeway Tacoma 3424,LS,safeway-tacoma-3424-2411-n-proctor-tacoma-wa-984065335-us,2411 N Proctor,Tacoma,WA,98406,US,GMT-07:00 America/Los_Angeles,47.2697,-122.48868
73843-108254,Fred Meyer Redondo 215,LS,fred-meyer-redondo-215-25250-pacific-highway-south-kent-wa-980326539-us,25250 Pacific Highway South,Kent,WA,98032,US,GMT-07:00 America/Los_Angeles,47.3745,-122.2986
9320-96196,1102 Supermall Way,CO,1102-supermall-way-1102-supermall-way-sw-suite-106-auburn-wa-98001657,1102 Supermall Way SW,Auburn,WA,98001,US,GMT-07:00 America/Los_Angeles,47.29609,-122.2455
47308-257670,38th & G Street - Tacoma,CO,38th-g-street-tacoma-3737-south-g-sreet-tacoma-wa-984186726-us,3737 South G Sreet,Tacoma,WA,98418,US,GMT-07:00 America/Los_Angeles,47.22333,-122.44035
13729-108005,Pacific hwy & S 240th,CO,pacific-hwy-s-240th-24130-pacific-highway-south-101-kent-wa-980325011-,24130 Pacific Highway South,Kent,WA,98032,US,GMT-07:00 America/Los_Angeles,47.3848,-122.2964
74408-87986,Safeway Tacoma 1437,LS,safeway-tacoma-1437-1302-s-38th-st-tacoma-wa-984183919-us,1302 S 38th St,Tacoma,WA,98418,US,GMT-07:00 America/Los_Angeles,47.22296,-122.45103
49108-265005,Target Tacoma NORTH 341,LS,target-tacoma-north-341-3320-s-23rd-street-tacoma-wa-98405-us,3320 S 23rd Street,Tacoma,WA,98405,US,GMT-07:00 America/Los_Angeles,47.23796,-122.47876
19673-139604,23rd & Union - Tacoma,CO,23rd-union-tacoma-3401-s-23rd-st-tacoma-wa-984051609-us,3401 S 23rd St,Tacoma,WA,98405,US,GMT-07:00 America/Los_Angeles,47.23913,-122.48192
74394-89001,Safeway Auburn 531,LS,safeway-auburn-531-101-auburn-way-n-auburn-wa-980025012-us,101 Auburn Way N,Auburn,WA,98002,US,GMT-07:00 America/Los_Angeles,47.30634,-122.22696
79534-103065,Safeway Tacoma 1978,LS,safeway-tacoma-1978-2637-north-pearl-street-tacoma-wa-984072416-us,2637 North Pearl Street,Tacoma,WA,98407,US,GMT-07:00 America/Los_Angeles,47.27238,-122.51526
61806-295951,Fred Meyer Auburn 19,LS,fred-meyer-auburn-19-801-auburn-way-n-auburn-wa-98002-us,801 Auburn Way N,Auburn,WA,98002,US,GMT-07:00 America/Los_Angeles,47.31569,-122.22583
311-191564,2303 N. Pearl St.,CO,2303-n-pearl-st-2303-n-pearl-st-tacoma-wa-984062516-us,2303 N. Pearl St.,Tacoma,WA,98406,US,GMT-07:00 America/Los_Angeles,47.26917,-122.51535
79408-96226,Fred Meyer Tacoma Stevens 390,LS,fred-meyer-tacoma-stevens-390-4505-s-19th-st-tacoma-wa-984051183-us,4505 S 19th St,Tacoma,WA,98405,US,GMT-07:00 America/Los_Angeles,47.24369,-122.49728
10529-100812,Ellingson Rd- Auburn,CO,ellingson-rd-auburn-4025-a-street-se-bldg-a-suite-101-auburn-wa-980028,4025 A Street SE,Auburn,WA,98002,US,GMT-07:00 America/Los_Angeles,47.27231,-122.2293
73606-81046,Safeway South Auburn 4483,LS,safeway-south-auburn-4483-4010-a-st-se-auburn-wa-980028642-us,4010 A St SE,Auburn,WA,98002,US,GMT-07:00 America/Los_Angeles,47.27275,-122.2275
