x,y,objectid,state,ccn,facility_name,street_address,city,zip_code,provider_subtype,days_at_100,percentage_required_fields,required_wed_only,days_total_beds,days_all_adult_hospital_beds,days_inpatient_beds,all_adult_hospital_inpatient,inpatient_beds_used,adult_hospital_inpatient_oc,total_icu_beds,total_staffed_adult_icu_beds,icu_beds_used,staffed_adult_icu_bed_occu,total_ventilators,ventilators_used,adult_hospitalized_conf_susp,adult_hospitalized_conf,pediatric_patients_conf_susp,pediatric_patients_conf,inpatient_ventilators_used,icu_adult_patients_conf_susp,icu_adult_patients_conf,hospital_onset_covid,overflow_covid,overflow_ventilators_used,deaths_covid,previous_day_admit_adult_conf,previous_day_admit_adult_susp,previous_day_admit_susp_all,previous_day_admit_conf_all,previous_day_admit_ped_conf,previous_day_admit_ped_susp,previous_day_total_ed_visits,previous_day_covid_ed_visits,previous_day_remdesivir_used,on_hand_supply_remdesivir,critical_staffing_shortage_to,critical_staffing_shortage_an,ppe_supply_management_source,on_hand_ventilator_supplies,n95_respirators_days_availabl,on_hand_supply_of_surgical_m,on_hand_supply_of_eye_protect,on_hand_supply_of_single_use,on_hand_supply_of_gloves,able_to_obtain_ventilator_s,able_to_obtain_ventilator_m,able_to_obtain_n95_masks,able_to_obtain_paprs,able_to_obtain_surgical_masks,able_to_obtain_eye_protect,able_to_obtain_single_use_g,able_to_obtain_gloves,able_to_maintain_ventilator_s,able_to_maintain_ventilator_m,able_to_maintain_n95_masks,able_to_maintain_paprs,able_to_maintain_surgical,able_to_maintain_eye_protect,able_to_maintain_single_use_g,able_to_maintain_gloves,able_to_maintain_lab_nasal_p,able_to_maintain_lab_nasal_s,able_to_maintain_lab_viral,reusable_isolation_gowns_used,reusable_paprs_or_elastomeric,reusable_n95_masks_used,latitude,longitude,last_updated,geometry,hospital,hospital_subtype,week,county,fips,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
-118.4786997,34.02981929,6437,CA,050290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,90404,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.02981929,-118.4786997,2020/11/30 21:07:00+00,POINT (-118.4786997 34.02981929),Providence Saint John'S Health Center,Short Term,2020-12-25,Los Angeles,037,14.0,1.0,0.96,73.0,160.0,0.46,Southern California
-118.100636,34.0150150100001,6458,CA,050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,90640,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.01501501,-118.100636,2020/11/30 21:07:00+00,POINT (-118.100636 34.01501501),Beverly Hospital,Short Term,2020-12-25,Los Angeles,037,19.0,1.0,0.96,88.0,144.0,0.61,Southern California
-118.344411,33.81235199,6459,CA,050351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,90509,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.81235199,-118.344411,2020/11/30 21:07:00+00,POINT (-118.344411 33.81235199),Torrance Memorial Medical Center,Short Term,2020-12-25,Los Angeles,037,20.0,6.0,0.88,166.0,323.0,0.51,Southern California
-118.35677,33.8389100100001,6461,CA,050353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,90503,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.83891001,-118.35677,2020/11/30 21:07:00+00,POINT (-118.35677 33.83891001),Providence Little Company of Mary Med Ctr Torrance,Short Term,2020-12-25,Los Angeles,037,23.0,0.0,1.0,159.0,267.0,0.6,Southern California
-118.208176,34.0596509900001,6465,CA,050373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,90033,Short Term,6,0.873,No,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.05965099,-118.208176,2020/11/30 21:07:00+00,POINT (-118.208176 34.05965099),Lac+Usc Medical Center,Short Term,2020-12-25,Los Angeles,037,57.0,10.0,0.91,221.0,557.0,0.4,Southern California
-118.29472,33.8297899900001,6466,CA,050376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,90502,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.82978999,-118.29472,2020/11/30 21:07:00+00,POINT (-118.29472 33.82978999),Lac/Harbor-Ucla Med Center,Short Term,2020-12-25,Los Angeles,037,25.0,4.0,0.9,115.0,274.0,0.42,Southern California
-118.396486,34.24008101,6467,CA,050378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,91352,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.24008101,-118.396486,2020/11/30 21:07:00+00,POINT (-118.396486 34.24008101),Pacifica Hospital of The Valley,Short Term,2020-12-25,Los Angeles,037,5.0,1.0,0.88,30.0,54.0,0.56,Southern California
-117.893412,34.08802101,6469,CA,050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W  SAN BERNARDINO ROAD,COVINA,91723,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.08802101,-117.893412,2020/11/30 21:07:00+00,POINT (-117.893412 34.08802101),Emanate Health Inter-Community Hospital,Short Term,2020-12-25,Los Angeles,037,27.0,2.0,0.95,166.0,262.0,0.63,Southern California
-118.131176,33.9344370100001,6471,CA,050393,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,90241,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.93443701,-118.131176,2020/11/30 21:07:00+00,POINT (-118.131176 33.93443701),Pih Hospital - Downey,Short Term,2020-12-25,Los Angeles,037,37.0,0.0,1.0,127.0,202.0,0.63,Southern California
-118.295477,33.7889800200001,6476,CA,050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.78898002,-118.295477,2020/11/30 21:07:00+00,POINT (-118.295477 33.78898002),Kaiser Foundation Hospital - South Bay,Short Term,2020-12-25,Los Angeles,037,23.0,19.0,0.59,129.0,210.0,0.61,Southern California
-118.152241,34.13366001,6483,CA,050438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,91109,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.13366001,-118.152241,2020/11/30 21:07:00+00,POINT (-118.152241 34.13366001),Huntington Memorial Hospital,Short Term,2020-12-25,Los Angeles,037,32.0,26.0,0.62,183.0,381.0,0.48,Southern California
-118.295059,33.89307001,6490,CA,050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,90247,Short Term,5,0.747,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.89307001,-118.295059,2020/11/30 21:07:00+00,POINT (-118.295059 33.89307001),Memorial Hospital of Gardena,Short Term,2020-12-25,Los Angeles,037,20.0,0.0,1.0,67.0,169.0,0.4,Southern California
-118.2653344,34.0532831300001,6491,CA,050471,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.05328313,-118.2653344,2020/11/30 21:07:00+00,POINT (-118.2653344 34.05328313),Good Samaritan Hospital,Short Term,2020-12-25,Los Angeles,037,26.0,20.0,0.67,132.0,237.0,0.56,Southern California
-118.628667,34.2029290200001,6492,CA,050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,91307,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.20292902,-118.628667,2020/11/30 21:07:00+00,POINT (-118.628667 34.20292902),West Hills Hospital & Medical Center,Short Term,2020-12-25,Los Angeles,037,12.0,12.0,0.64,65.0,133.0,0.49,Southern California
-118.186634,33.808292,6493,CA,050485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,90806,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.808292,-118.186634,2020/11/30 21:07:00+00,POINT (-118.186634 33.808292),Long Beach Memorial Medical Center,Short Term,2020-12-25,Los Angeles,037,61.0,21.0,0.79,155.0,295.0,0.53,Southern California
-118.375096,34.0384060100001,6518,CA,050561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,90034,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.03840601,-118.375096,2020/11/30 21:07:00+00,POINT (-118.375096 34.03840601),Kaiser Foundation Hospital - West LA,Short Term,2020-12-25,Los Angeles,037,31.0,29.0,0.53,115.0,170.0,0.68,Southern California
-118.1499499,33.8601510300001,6525,CA,050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,90712,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.86015103,-118.1499499,2020/11/30 21:07:00+00,POINT (-118.1499499 33.86015103),Lakewood Regional Medical Center,Short Term,2020-12-25,Los Angeles,037,22.0,3.0,0.92,101.0,171.0,0.59,Southern California
-117.8343517,34.09905545,6527,CA,050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,91773,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.09905545,-117.8343517,2020/11/30 21:07:00+00,POINT (-117.8343517 34.09905545),San Dimas Community Hospital,Short Term,2020-12-25,Los Angeles,037,17.0,0.0,1.0,45.0,64.0,0.7,Southern California
-117.87124,34.13289001,6530,CA,050597,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,91740,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.13289001,-117.87124,2020/11/30 21:07:00+00,POINT (-117.87124 34.13289001),Emanate Health Foothill Presbyterian Hospital,Short Term,2020-12-25,Los Angeles,037,16.0,0.0,1.0,55.0,75.0,0.73,Southern California
-118.553965,34.3982310100001,6537,CA,050624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,91355,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.39823101,-118.553965,2020/11/30 21:07:00+00,POINT (-118.553965 34.39823101),Henry Mayo Newhall  Hospital,Short Term,2020-12-25,Los Angeles,037,15.0,15.0,0.67,95.0,232.0,0.41,Southern California
-118.38,34.07654002,6538,CA,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.07654002,-118.38,2020/11/30 21:07:00+00,POINT (-118.38 34.07654002),Cedars-Sinai Medical Center,Short Term,2020-12-25,Los Angeles,037,75.0,-26.0,1.24,315.0,830.0,0.38,Southern California
-118.184038,34.023714,6541,CA,050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,90023,Short Term,4,0.506,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34.023714,-118.184038,2020/11/30 21:07:00+00,POINT (-118.184038 34.023714),East Los Angeles Doctors Hospital,Short Term,2020-12-25,Los Angeles,037,7.0,2.0,0.8,29.0,42.0,0.69,Southern California
-118.2047294,34.06196686,6542,CA,050660,USC KENNETH NORRIS JR CANCER HOSPITAL,1441 EASTLAKE AVE,LOS ANGELES,90089,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.06196686,-118.2047294,2020/11/30 21:07:00+00,POINT (-118.2047294 34.06196686),Usc Kenneth Norris Jr Cancer Hospital,Short Term,2020-12-25,Los Angeles,037,0.0,1.0,0.75,0.0,28.0,0.0,Southern California
-118.186366,34.0191019800001,6543,CA,050663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,90023,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.01910198,-118.186366,2020/11/30 21:07:00+00,POINT (-118.186366 34.01910198),Los Angeles Community Hospital,Short Term,2020-12-25,Los Angeles,037,10.0,6.0,0.67,81.0,128.0,0.63,Southern California
-118.588612,34.171261980000104,6546,CA,050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,91367,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.17126198,-118.588612,2020/11/30 21:07:00+00,POINT (-118.588612 34.17126198),Kaiser Foundation Hospital - Woodland Hills,Short Term,2020-12-25,Los Angeles,037,16.0,2.0,0.91,89.0,150.0,0.59,Southern California
-118.20266,34.061975,6552,CA,050696,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,90033,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.061975,-118.20266,2020/11/30 21:07:00+00,POINT (-118.20266 34.061975),Keck Hospital of Usc,Short Term,2020-12-25,Los Angeles,037,25.0,2.0,0.97,46.0,191.0,0.24,Southern California
-118.456542,34.2204140100001,6555,CA,050704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,91402,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.22041401,-118.456542,2020/11/30 21:07:00+00,POINT (-118.456542 34.22041401),Mission Community Hospital,Short Term,2020-12-25,Los Angeles,037,12.0,1.0,0.94,68.0,168.0,0.4,Southern California
-118.157999,33.9290989900001,6560,CA,050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,90242,Short Term,6,0.873,No,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.92909899,-118.157999,2020/11/30 21:07:00+00,POINT (-118.157999 33.92909899),Lac/Rancho Los Amigos National Rehabilitation  Ctr,Short Term,2020-12-25,Los Angeles,037,3.0,3.0,0.62,23.0,137.0,0.17,Southern California
-117.985213,34.0654720100001,6561,CA,050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,91706,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.06547201,-117.985213,2020/11/30 21:07:00+00,POINT (-117.985213 34.06547201),Kaiser Foundation Hospital - Baldwin Park,Short Term,2020-12-25,Los Angeles,037,26.0,0.0,1.0,161.0,188.0,0.86,Southern California
-118.0045,33.9504520200001,6565,CA,050735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,90605,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.95045202,-118.0045,2020/11/30 21:07:00+00,POINT (-118.0045 33.95045202),Whittier Hospital Medical Center,Short Term,2020-12-25,Los Angeles,037,16.0,0.0,1.0,70.0,129.0,0.54,Southern California
-118.13852,34.04956701,6566,CA,050736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,91754,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.04956701,-118.13852,2020/11/30 21:07:00+00,POINT (-118.13852 34.04956701),Monterey Park Hospital,Short Term,2020-12-25,Los Angeles,037,5.0,0.0,1.0,42.0,63.0,0.67,Southern California
-118.123878,34.067936,6567,CA,050737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,91754,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.067936,-118.123878,2020/11/30 21:07:00+00,POINT (-118.123878 34.067936),Garfield Medical Center,Short Term,2020-12-25,Los Angeles,037,17.0,3.0,0.86,73.0,136.0,0.54,Southern California
-118.043436,34.0477659900001,6568,CA,050738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,91733,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.04776599,-118.043436,2020/11/30 21:07:00+00,POINT (-118.043436 34.04776599),Greater El Monte Community Hospital,Short Term,2020-12-25,Los Angeles,037,12.0,0.0,1.0,39.0,58.0,0.67,Southern California
-118.3482378,33.9491336400001,6569,CA,050739,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,90301,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.94913364,-118.3482378,2020/11/30 21:07:00+00,POINT (-118.3482378 33.94913364),Centinela Hospital Medical Center,Short Term,2020-12-25,Los Angeles,037,52.0,0.0,1.0,134.0,247.0,0.54,Southern California
