x,y,objectid,state,ccn,facility_name,street_address,city,zip_code,provider_subtype,days_at_100,percentage_required_fields,required_wed_only,days_total_beds,days_all_adult_hospital_beds,days_inpatient_beds,all_adult_hospital_inpatient,inpatient_beds_used,adult_hospital_inpatient_oc,total_icu_beds,total_staffed_adult_icu_beds_x,icu_beds_used,staffed_adult_icu_bed_occu,total_ventilators,ventilators_used,adult_hospitalized_conf_susp,adult_hospitalized_conf,pediatric_patients_conf_susp,pediatric_patients_conf,inpatient_ventilators_used,icu_adult_patients_conf_susp,icu_adult_patients_conf,hospital_onset_covid,overflow_covid,overflow_ventilators_used,deaths_covid,previous_day_admit_adult_conf,previous_day_admit_adult_susp,previous_day_admit_susp_all,previous_day_admit_conf_all,previous_day_admit_ped_conf,previous_day_admit_ped_susp,previous_day_total_ed_visits,previous_day_covid_ed_visits,previous_day_remdesivir_used,on_hand_supply_remdesivir,critical_staffing_shortage_to,critical_staffing_shortage_an,ppe_supply_management_source,on_hand_ventilator_supplies,n95_respirators_days_availabl,on_hand_supply_of_surgical_m,on_hand_supply_of_eye_protect,on_hand_supply_of_single_use,on_hand_supply_of_gloves,able_to_obtain_ventilator_s,able_to_obtain_ventilator_m,able_to_obtain_n95_masks,able_to_obtain_paprs,able_to_obtain_surgical_masks,able_to_obtain_eye_protect,able_to_obtain_single_use_g,able_to_obtain_gloves,able_to_maintain_ventilator_s,able_to_maintain_ventilator_m,able_to_maintain_n95_masks,able_to_maintain_paprs,able_to_maintain_surgical,able_to_maintain_eye_protect,able_to_maintain_single_use_g,able_to_maintain_gloves,able_to_maintain_lab_nasal_p,able_to_maintain_lab_nasal_s,able_to_maintain_lab_viral,reusable_isolation_gowns_used,reusable_paprs_or_elastomeric,reusable_n95_masks_used,latitude,longitude,last_updated,geometry,hospital,hospital_subtype,week,county,fips,total_beds,total_staffed_adult_icu_beds_y,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
-121.284144,37.8867110100001,6396,CA,050167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,95231,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.88671101,-121.284144,2020/11/30 21:07:00+00,POINT (-121.284144 37.88671101),San Joaquin General Hospital,Short Term,2021-03-19,San Joaquin,077,215.0,16.0,6.0,0.0,1.0,18.0,160.0,0.11,San Joaquin Valley
-117.927335,33.89459501,6397,CA,050168,PROVIDENCE ST. JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,92835,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.89459501,-117.927335,2020/11/30 21:07:00+00,POINT (-117.927335 33.89459501),Providence St. Jude Medical Center,Short Term,2021-03-19,Orange,059,278.0,42.0,4.0,4.0,0.9,14.0,217.0,0.06,Southern California
-118.049053,33.9693420200001,6398,CA,050169,PIH HEALTH HOSPITAL-WHITTIER,12401 WASHINGTON BLVD,WHITTIER,90602,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.96934202,-118.049053,2020/11/30 21:07:00+00,POINT (-118.049053 33.96934202),Pih Health Hospital-Whittier,Short Term,2021-03-19,Los Angeles,037,398.0,48.0,2.0,31.0,0.35,7.0,237.0,0.03,Southern California
-122.701167,38.4437479900001,6399,CA,050174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,95405,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38.44374799,-122.701167,2020/11/30 21:07:00+00,POINT (-122.701167 38.44374799),Providence Santa Rosa Memorial Hospital,Short Term,2021-03-19,Sonoma,097,278.0,26.0,2.0,6.0,0.77,6.0,226.0,0.03,Bay Area
-120.838333,37.51117501,6400,CA,050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,95382,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.51117501,-120.838333,2020/11/30 21:07:00+00,POINT (-120.838333 37.51117501),Emanuel Medical Center,Short Term,2021-03-19,Stanislaus,099,109.0,12.0,3.0,6.0,0.5,12.0,96.0,0.12,San Joaquin Valley
-122.04115,37.9131319800001,6401,CA,050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,94598,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.91313198,-122.04115,2020/11/30 21:07:00+00,POINT (-122.04115 37.91313198),John Muir Medical Center - Walnut Creek Campus,Short Term,2021-03-19,Contra Costa,013,301.0,48.0,3.0,5.0,0.9,6.0,213.0,0.03,Bay Area
-118.185853,33.779968,6402,CA,050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,90813,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.779968,-118.185853,2020/11/30 21:07:00+00,POINT (-118.185853 33.779968),St Mary Medical Center,Short Term,2021-03-19,Los Angeles,037,406.0,60.0,3.0,30.0,0.5,5.0,151.0,0.03,Southern California
-119.452021,36.60823298,6403,CA,050192,ADVENTIST HEALTH REEDLEY,372 W CYPRESS AVE,REEDLEY,93654,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36.60823298,-119.452021,2020/11/30 21:07:00+00,POINT (-119.452021 36.60823298),Adventist Health Reedley,Short Term,2021-03-19,Fresno,019,35.0,0.0,0.0,0.0,,0.0,23.0,0.0,San Joaquin Valley
-121.7936177,36.92819838,6404,CA,050194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,95076,Short Term,5,0.747,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36.92819838,-121.7936177,2020/11/30 21:07:00+00,POINT (-121.7936177 36.92819838),Watsonville Community Hospital,Short Term,2021-03-19,Santa Cruz,087,96.0,6.0,0.0,4.0,0.33,2.0,37.0,0.05,Bay Area
-121.97976,37.5571759800001,6405,CA,050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,94538,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.55717598,-121.97976,2020/11/30 21:07:00+00,POINT (-121.97976 37.55717598),Washington Hospital,Short Term,2021-03-19,Alameda,001,215.0,28.0,2.0,7.0,0.75,7.0,160.0,0.04,Bay Area
-122.2548,37.4797349900001,6406,CA,050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.47973499,-122.2548,2020/11/30 21:07:00+00,POINT (-122.2548 37.47973499),Sequoia Hospital,Short Term,2021-03-19,San Mateo,081,115.0,13.0,0.0,8.0,0.38,0.0,53.0,0.0,Bay Area
-118.1445469,34.5839336700001,6407,CA,050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,93552,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.58393367,-118.1445469,2020/11/30 21:07:00+00,POINT (-118.1445469 34.58393367),Palmdale Regional Medical Center,Short Term,2021-03-19,Los Angeles,037,184.0,24.0,2.0,5.0,0.79,5.0,106.0,0.05,Southern California
-122.253815,37.762952,6408,CA,050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,94501,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.762952,-122.253815,2020/11/30 21:07:00+00,POINT (-122.253815 37.762952),Alameda Hospital,Short Term,2021-03-19,Alameda,001,90.0,8.0,0.0,5.0,0.38,2.0,36.0,0.06,Bay Area
-117.023509,32.618931,6409,CA,050222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,91911,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32.618931,-117.023509,2020/11/30 21:07:00+00,POINT (-117.023509 32.618931),Sharp Chula Vista Medical Center,Short Term,2021-03-19,San Diego,073,266.0,25.0,7.0,5.0,0.8,27.0,230.0,0.12,Southern California
-117.931327,33.62523501,6410,CA,050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,92663,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.62523501,-117.931327,2020/11/30 21:07:00+00,POINT (-117.931327 33.62523501),Hoag Memorial Hospital Presbyterian,Short Term,2021-03-19,Orange,059,395.0,45.0,2.0,19.0,0.58,11.0,355.0,0.03,Southern California
-117.933746,33.848013,6411,CA,050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,92801,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.848013,-117.933746,2020/11/30 21:07:00+00,POINT (-117.933746 33.848013),Ahmc Anaheim Regional Medical Center,Short Term,2021-03-19,Orange,059,261.0,11.0,2.0,0.0,1.0,5.0,86.0,0.06,Southern California
-122.405817,37.75632799,6412,CA,050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,94110,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.75632799,-122.405817,2020/11/30 21:07:00+00,POINT (-122.405817 37.75632799),Zuckerberg San Francisco General Hosp & Trauma Ctr,Short Term,2021-03-19,San Francisco,075,217.0,38.0,0.0,6.0,0.84,9.0,198.0,0.05,Bay Area
-117.913014,33.7747079800001,6413,CA,050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,92843,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.77470798,-117.913014,2020/11/30 21:07:00+00,POINT (-117.913014 33.77470798),Garden Grove Hospital & Medical Center,Short Term,2021-03-19,Orange,059,55.0,8.0,1.0,2.0,0.75,7.0,33.0,0.21,Southern California
-117.750628,34.0770920100001,6414,CA,050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,91767,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.07709201,-117.750628,2020/11/30 21:07:00+00,POINT (-117.750628 34.07709201),Pomona Valley Hospital Medical Center,Short Term,2021-03-19,Los Angeles,037,421.0,59.0,8.0,9.0,0.85,21.0,266.0,0.08,Southern California
-120.6497411,35.2780302900001,6415,CA,050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,93401,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35.27803029,-120.6497411,2020/11/30 21:07:00+00,POINT (-120.6497411 35.27803029),French Hospital Medical Center,Short Term,2021-03-19,San Luis Obispo,079,73.0,7.0,0.0,1.0,0.86,1.0,49.0,0.02,Southern California
-117.1679546,32.69432506,6416,CA,050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,92118,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32.69432506,-117.1679546,2020/11/30 21:07:00+00,POINT (-117.1679546 32.69432506),Sharp Coronado Hospital And Healthcr Ctr,Short Term,2021-03-19,San Diego,073,58.0,7.0,0.0,3.0,0.57,4.0,33.0,0.12,Southern California
-118.329367,34.15673099,6417,CA,050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,91505,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.15673099,-118.329367,2020/11/30 21:07:00+00,POINT (-118.329367 34.15673099),Providence Saint Joseph Medical Ctr,Short Term,2021-03-19,Los Angeles,037,281.0,49.0,10.0,8.0,0.84,20.0,203.0,0.1,Southern California
-118.744589,34.289285,6418,CA,050236,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,93065,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.289285,-118.744589,2020/11/30 21:07:00+00,POINT (-118.744589 34.289285),Adventist Health Simi Valley,Short Term,2021-03-19,Ventura,111,143.0,24.0,4.0,11.0,0.54,9.0,85.0,0.11,Southern California
-118.042151,34.1340219800001,6419,CA,050238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,91006,Short Term,4,0.743,No,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34.13402198,-118.042151,2020/11/30 21:07:00+00,POINT (-118.042151 34.13402198),Methodist Hospital of Southern Ca,Short Term,2021-03-19,Los Angeles,037,271.0,14.0,3.0,2.0,0.86,8.0,150.0,0.05,Southern California
-118.230616,34.150779,6420,CA,050239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,91206,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.150779,-118.230616,2020/11/30 21:07:00+00,POINT (-118.230616 34.150779),Glendale Adventist Medical Center,Short Term,2021-03-19,Los Angeles,037,255.0,30.0,6.0,2.0,0.93,22.0,229.0,0.1,Southern California
-121.983697,36.99012301,6421,CA,050242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,95065,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36.99012301,-121.983697,2020/11/30 21:07:00+00,POINT (-121.983697 36.99012301),Dominican Hospital,Short Term,2021-03-19,Santa Cruz,087,248.0,16.0,1.0,4.0,0.75,3.0,145.0,0.02,Bay Area
-116.5455426,33.83852734,6422,CA,050243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.83852734,-116.5455426,2020/11/30 21:07:00+00,POINT (-116.5455426 33.83852734),Desert Regional Medical Center,Short Term,2021-03-19,Riverside,065,294.0,33.0,2.0,1.0,0.97,11.0,273.0,0.04,Southern California
-117.3527716,34.0719364,6423,CA,050245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,92324,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.0719364,-117.3527716,2020/11/30 21:07:00+00,POINT (-117.3527716 34.0719364),Arrowhead Regional Medical Center,Short Term,2021-03-19,San Bernardino,071,346.0,48.0,4.0,11.0,0.77,15.0,241.0,0.06,Southern California
-121.634024,36.6972440100001,6424,CA,050248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,93906,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36.69724401,-121.634024,2020/11/30 21:07:00+00,POINT (-121.634024 36.69724401),Natividad Medical Center,Short Term,2021-03-19,Monterey,053,166.0,12.0,2.0,2.0,0.83,10.0,113.0,0.09,Bay Area
-120.79119,38.7245899800001,6425,CA,050254,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,95667,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38.72458998,-120.79119,2020/11/30 21:07:00+00,POINT (-120.79119 38.72458998),Marshall Medical Center,Short Term,2021-03-19,El Dorado,017,111.0,10.0,0.0,3.0,0.7,1.0,58.0,0.02,Greater Sacramento
-119.039666,35.41169899,6426,CA,050257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD,93308,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35.41169899,-119.039666,2020/11/30 21:07:00+00,POINT (-119.039666 35.41169899),Good Samaritan Hospital,Short Term,2021-03-19,Kern,029,39.0,4.0,0.0,4.0,0.0,8.0,17.0,0.47,San Joaquin Valley
-119.027802,36.0693750100001,6427,CA,050261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,93257,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36.06937501,-119.027802,2020/11/30 21:07:00+00,POINT (-119.027802 36.06937501),Sierra View Medical Center,Short Term,2021-03-19,Tulare,107,149.0,10.0,1.0,8.0,0.2,13.0,62.0,0.21,San Joaquin Valley
-118.44593799999998,34.06619499,6428,CA,050262,RONALD REAGAN U C L A MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.06619499,-118.44593799999998,2020/11/30 21:07:00+00,POINT (-118.445938 34.06619499),Ronald Reagan U C L A Medical Center,Short Term,2021-03-19,Los Angeles,037,460.0,112.0,4.0,9.0,0.92,11.0,389.0,0.03,Southern California
