state_code,county_name,county_fips_code,county_population_in_2012,county_income_in_2012,5th_percentile_damages,17th_percentile_damages,median_damages,83rd_percentile_damages,95th_percentile_damages
TX,Johnson County,48251,153530,35518,3.486999989,5.629300117,9.101499557,13.59500027,17.32600021
SC,Chester County,45023,32645,27927,2.661200047,4.765999794,9.095999718,15.21500015,22.95299911
TX,Blanco County,48031,10616,52492,4.373899937,5.979400158,9.095899582,13.1960001,17.21299934
MO,Miller County,29131,24753,27569,2.540600061,4.690599918,9.092300415,15.79300022,21.71100044
IL,Union County,17181,17632,32792,1.658100009,4.770299911,9.091099739,16.57999992,23.87100029
FL,Duval County,12031,880600,40404,4.670100212,6.321400166,9.090999603,14.92700005,19.37999916
CA,Riverside County,06065,2268000,31879,3.436300039,5.979700089,9.089500427,13.55799961,17.93099976
AR,Madison County,05087,15636,27664,2.631400108,5.374499798,9.079799652,15.88300037,22.42000008
NC,Anson County,37007,26351,29131,2.932300091,5.093100071,9.067799568,14.98799992,23.42200089
IL,Saline County,17165,24981,35216,1.923699975,5.061200142,9.0625,16.67499924,23.99799919
NC,Hertford County,37091,24432,27934,2.832400084,4.798500061,9.043999672,14.77299976,23.91399956
GA,Jones County,13169,28795,31185,3.93479991,5.803100109,9.043000221,14.3210001,19.72299957
AR,Perry County,05105,10326,30576,2.851999998,5.035699844,9.037199974,16.08499908,23.03100014
TN,Henry County,47079,32334,33610,2.449700117,5.31829977,9.031299591,16.68300056,24.3239994
KY,Webster County,21233,13479,33272,3.331500053,5.558899879,9.028800011,15.76299953,23.50799942
TX,Guadalupe County,48187,139710,35995,4.549399853,6.274099827,9.021800041,13.37800026,17.28800011
MS,Oktibbeha County,28105,48956,28756,4.918399811,6.529600143,9.008099556,13.07299995,17.26399994
KY,Owsley County,21189,4694,23852,2.448400021,4.701900005,9.007900238,18.79899979,29.86599922
GA,Union County,13291,21481,31016,1.968000054,4.237299919,9.006099701,15.46800041,24.8920002
OK,Carter County,40019,48114,41650,2.235699892,4.879899979,8.995699883,14.81000042,20.42700005
AL,Blount County,01009,57748,29513,3.4921,5.433899879,8.984900475,15.00199986,22.41200066
OK,Ottawa County,40115,32252,31817,1.598099947,4.205900192,8.977999687,15.00399971,20.78100014
SC,Florence County,45041,138060,35095,3.668299913,5.409399986,8.965999603,14.78600025,20.36400032
AL,St. Clair County,01115,85165,31472,4.26240015,6.004199982,8.965100288,15.24699974,21.74699974
GA,Troup County,13285,68472,31904,3.499500036,5.56619978,8.963500023,15.19099998,22.18899918
AL,Montgomery County,01101,229430,39248,4.3052001,5.961299896,8.951999664,14.06200027,19.56200027
KY,Lee County,21129,7646,22390,2.536900043,4.941500187,8.947999954,17.53899956,27.84300041
TN,Lincoln County,47103,33436,34125,3.52060008,5.51429987,8.941699982,15.13599968,21.6060009
FL,Indian River County,12061,140610,60584,4.250999928,6.24450016,8.940799713,14.81599998,20.13400078
KY,Hickman County,21105,4764,34110,2.545399904,4.920599937,8.932600021,16.45599937,23.90800095
MO,Vernon County,29217,20798,32168,2.087300062,4.923099995,8.932600021,14.26500034,20.10000038
IL,Montgomery County,17135,29725,30919,2.548199892,5.03399992,8.922100067,15.53199959,21.13100052
TN,Obion County,47131,31351,32757,2.605099916,5.370800018,8.921299934,15.9460001,22.24200058
NC,Edgecombe County,37065,55714,31362,3.182699919,5.061200142,8.918800354,13.89299965,20.17000008
NC,Bladen County,37017,34906,31686,2.785599947,4.757599831,8.915499687,14.61699963,21.92099953
GA,Camden County,13039,51402,30510,4.725500107,6.178299904,8.904100418,12.97000027,17.43700027
KY,Todd County,21219,12640,33117,3.143199921,5.515100002,8.903900146,15.54399967,21.65200043
KS,Elk County,20049,2669,36459,1.406299949,3.909699917,8.899299622,14.93500042,21.5359993
LA,Cameron Parish,22023,6623,38095,4.825799942,6.189199924,8.895199776,12.72599983,17.02499962
MO,Douglas County,29067,13598,25608,1.886800051,4.740600109,8.882599831,15.20199966,21.60400009
TX,Smith County,48423,214940,41133,3.838500023,5.902200222,8.880000114,13.22299957,16.92700005
TX,Burnet County,48053,44078,43217,3.263000011,5.36590004,8.877400398,14.02900028,18.09600067
KY,Butler County,21031,12806,29199,2.751499891,5.420499802,8.877099991,14.26399994,20.1060009
KY,Carlisle County,21039,5042,35801,2.341200113,5.116300106,8.87250042,15.99800014,22.73800087
SC,Richland County,45079,393680,37103,4.408100128,6.062600136,8.867300034,12.95100021,17.04199982
SC,Kershaw County,45055,62232,34462,3.412400007,5.452199936,8.853199959,14.06000042,19.81800079
LA,Orleans Parish,22071,370170,45204,4.904799938,6.361700058,8.847299576,13.58500004,18.48800087
KS,Bourbon County,20011,14859,32973,2.229799986,4.884900093,8.83769989,14.35900021,18.78199959
FL,Martin County,12085,148850,66896,4.975200176,6.316100121,8.834500313,13.36100006,18.60300064
TX,Kaufman County,48257,106680,35322,3.301300049,5.65719986,8.832799911,13.67000008,18.53499985
TX,Tom Green County,48451,113520,39856,3.616100073,5.870600224,8.825400352,13.70600033,17.98200035
TN,Weakley County,47183,34712,30304,3.189800024,5.473499775,8.824799538,15.38599968,22.55200005
LA,Livingston Parish,22063,131940,35166,4.861299992,6.374100208,8.820099831,12.76500034,16.57699966
MO,Bollinger County,29017,12405,29332,2.695100069,5.284999847,8.819000244,16.41900063,23.07900047
NM,Chaves County,35005,65828,33601,2.821700096,5.204999924,8.816800117,13.91499996,18.79599953
KS,Wyandotte County,20209,159300,28002,3.476799965,5.521999836,8.815999985,13.48099995,17.87400055
SC,Anderson County,45007,189370,32586,2.949300051,4.928500175,8.815099716,14.54199982,21.06100082
KS,Montgomery County,20125,34433,35898,2.450599909,4.763999939,8.80850029,14.125,20.28700066
IL,Gallatin County,17059,5414,38062,2.450999975,5.151899815,8.805800438,15.01900005,21.47800064
TX,Martin County,48317,5002,46083,3.545399904,5.546700001,8.804499626,13.33399963,17.67900085
IL,Perry County,17145,22070,28460,1.944900036,4.960999966,8.80150032,16.94199944,23.04500008
KY,Metcalfe County,21169,9983,25760,1.520499945,4.287700176,8.793399811,16.05599976,24.01099968
NC,Greene County,37079,21391,27870,3.458899975,5.229400158,8.786100388,13.89299965,21.0340004
TX,Hardeman County,48197,4048,34342,2.115099907,4.662199974,8.78219986,14.54699993,19.28700066
GA,Pike County,13231,17804,30730,3.206500053,5.010399818,8.776800156,14.9630003,20.89299965
TN,Macon County,47111,22512,29687,3.260499954,5.483799934,8.743100166,14.35000038,22.07500076
SC,Calhoun County,45017,14922,34572,3.234400034,4.928100109,8.740400314,14.32999992,21.60499954
KS,Crawford County,20037,39361,30820,2.434299946,4.836400032,8.734800339,14.64500046,20.45400047
AR,Lonoke County,05085,70087,33908,3.854199886,5.663000107,8.718500137,13.99699974,18.36700058
TX,Taylor County,48441,134100,39892,3.557499886,5.485499859,8.714900017,13.87199974,18.0739994
IL,Pope County,17151,4289,29458,2.179800034,5.386400223,8.69659996,16.27700043,22.00499916
KS,Wilson County,20205,9119,35670,1.66989994,4.30670023,8.692500114,14.18799973,19.10099983
KY,Trigg County,21221,14392,34544,2.452100039,5.263199806,8.691300392,15.66899967,21.66900063
MO,St. Clair County,29185,9530,29096,1.394199967,4.267000198,8.688300133,15.43200016,23.27400017
TX,Terry County,48445,12610,33112,2.216300011,4.859300137,8.681599617,14.52499962,20.1609993
TX,Throckmorton County,48447,1601,47274,2.286299944,4.781400204,8.680999756,13.84300041,19.08600044
TN,Hickman County,47081,24152,25541,2.824899912,5.592299938,8.677900314,15.75,22.69599915
KY,Wolfe County,21237,7188,23473,2.252899885,4.301099777,8.677300453,16.77000046,28.48800087
GA,Clarke County,13059,120270,27205,4.450500011,5.735099792,8.653699875,12.90600014,17.63100052
FL,Nassau County,12089,74640,44721,3.829600096,5.594200134,8.639499664,14.08300018,18.46500015
GA,Oglethorpe County,13221,14597,29616,2.941800117,4.861999989,8.637299538,14.49100018,20.42099953
OK,Washita County,40149,11638,34238,2.17689991,4.572400093,8.628399849,14.23900032,18.67099953
VA,Sussex County,51183,11941,27057,2.5006001,4.603700161,8.598099709,14.17500019,22.00200081
TX,Cottle County,48101,1479,47661,2.466099977,4.657899857,8.597399712,14.63199997,18.65500069
TN,Dyer County,47045,38223,36082,2.789299965,5.186200142,8.57820034,14.65200043,20.23900032
AL,Randolph County,01111,22657,28930,2.094500065,4.381499767,8.553999901,15.55500031,24.55699921
LA,Terrebonne Parish,22109,111730,40727,4.120900154,5.77159977,8.543199539,12.01500034,16.50399971
AZ,Cochise County,04003,131920,35468,3.396399975,5.568099976,8.522100449,14.14299965,20.70599937
HI,Kauai County,15007,68553,37936,4.388800144,5.96999979,8.512000084,12.90100002,17.82299995
FL,Palm Beach County,12099,1358600,64782,4.902800083,6.244999886,8.492600441,13.18999958,17.39999962
IN,Perry County,18123,19429,31385,3.236999989,5.348199844,8.486100197,14.4829998,19.57600021
IL,Massac County,17127,15143,33057,1.024600029,4.440599918,8.483799934,15.35400009,22.42700005
OK,Lincoln County,40081,34215,31914,1.861400008,4.32490015,8.463700294,14.09200001,19.08399963
MO,Lawrence County,29109,38373,27618,1.410599947,4.363299847,8.457699776,14.20899963,20.14599991
MO,Polk County,29167,31105,27337,2.196799994,4.58220005,8.449399948,14.33699989,19.91399956
NC,Transylvania County,37175,32854,31778,2.228399992,4.548699856,8.445599556,14.71800041,23.6439991
MS,Lowndes County,28087,59641,36979,3.965699911,5.670599937,8.443699837,13.24800014,18.01399994
TX,Lynn County,48305,5777,31674,2.881999969,4.851699829,8.434100151,14.375,20.65600014
OK,Nowata County,40105,10582,32627,2.21239996,4.346300125,8.431300163,13.9989996,18.75200081
KS,Greenwood County,20073,6446,36290,1.323799968,4.129300117,8.430600166,14.2869997,20.19000053
TX,Lampasas County,48281,20081,45451,3.202399969,5.213900089,8.425299644,12.46399975,17.68899918
VA,Westmoreland County,51193,17497,36790,2.781199932,4.702300072,8.412400246,13.20400047,19.75900078
NM,Hidalgo County,35023,4789,31813,3.030200005,5.277100086,8.408900261,13.35499954,19.03100014
NC,Columbus County,37047,57604,29882,1.243700027,4.328000069,8.400799751,14.76500034,25.58399963
NC,Rutherford County,37161,67243,27798,2.224100113,4.197899818,8.386699677,14.5,22.38999939
TX,Crane County,48103,4567,44873,3.61529994,5.478300095,8.356499672,12.15699959,15.48600006
SC,Aiken County,45003,163430,36136,3.084100008,5.023900032,8.352600098,13.55200005,18.52300072
TN,Polk County,47139,16613,28635,1.717499971,4.602000237,8.351699829,15.20499992,23.3579998
VA,Bristol city,51520,36399,39118,1.616400003,4.330699921,8.344799995,13.26799965,18.70100021
MO,Jasper County,29097,115380,34412,2.382499933,4.830299854,8.33769989,13.15999985,17.30900002
GA,Catoosa County,13047,64961,29973,3.78309989,5.397999763,8.331299782,12.70400047,18.20000076
TN,Madison County,47113,98551,36794,3.825400114,5.600399971,8.309900284,13.01399994,16.88500023
NC,Warren County,37185,20594,26132,1.029800057,3.812999964,8.303500175,15.26500034,25.79100037
AL,Houston County,01069,103370,36566,3.380899906,4.97300005,8.296600342,14.22000027,21.16500092
KS,Cherokee County,20021,21224,36328,1.881600022,4.314400196,8.286499977,13.70100021,19.08300018
GA,Liberty County,13179,65391,31232,4.626200199,6.095799923,8.286299706,11.8380003,15.74600029
KY,Edmonson County,21061,12130,27043,2.804899931,5.070899963,8.283800125,13.89999962,20.25499916
TN,Overton County,47133,22211,26579,1.456099987,4.177299976,8.283599854,14.43599987,22.26199913
SC,Newberry County,45071,37563,32247,2.521899939,4.499899864,8.28069973,14.43400002,21.40600014
VA,Essex County,51057,11167,36045,3.248699903,5.13740015,8.270400047,13.34599972,19.27499962
AR,Marion County,05089,16595,25185,0.715510011,3.674099922,8.270000458,15.47200012,20.70100021
MS,Lafayette County,28071,50416,34514,3.620800018,5.721700191,8.267900467,12.71500015,16.48500061
CA,Inyo County,06027,18416,41922,3.323899984,5.508699894,8.267800331,12.40299988,17.73800087
TN,Smith County,47159,19120,32324,2.635900021,4.755000114,8.267100334,13.79500008,19.66500092
KS,Neosho County,20133,16452,32258,1.73119998,4.060900211,8.264100075,13.88000011,18.99799919
NC,Cherokee County,37039,26972,27379,1.835299969,4.364900112,8.262999535,15.29199982,24.43700027
TX,Ellis County,48139,153830,35462,3.096899986,5.161799908,8.258500099,12.16600037,15.94400024
KY,Livingston County,21139,9447,31900,1.710800052,4.563499928,8.256899834,14.7130003,21.19400024
NM,Dona Ana County,35013,214210,29935,3.526499987,5.583600044,8.250100136,12.00500011,16.13599968
AL,Marshall County,01095,94303,30452,2.246099949,4.478000164,8.248700142,13.82900047,20.87700081
VA,Northumberland County,51133,12354,40663,2.469099998,4.627699852,8.242799759,12.71100044,18.92000008
AL,Cherokee County,01019,26017,29634,2.407000065,4.436800003,8.242400169,14.78899956,22.66300011
GA,Whitfield County,13313,103190,29815,3.285099983,5.227499962,8.231200218,12.47799969,17.8409996
CA,Imperial County,06025,177440,30575,3.099100113,5.315599918,8.227199554,11.48099995,14.58600044
TX,Galveston County,48167,301470,44866,4.221700191,5.736599922,8.22630024,12.17700005,16.08699989
NC,Washington County,37187,12726,32883,2.513600111,4.551199913,8.221899986,14.47099972,23.5890007
MO,Howell County,29091,40622,29056,1.718799949,4.322400093,8.215399742,15.72399998,21.55699921
AL,Jefferson County,01073,657950,47156,4.082699776,5.397399902,8.215100288,12.18799973,17.87100029
TN,Bledsoe County,47007,12781,21503,2.381000042,4.500699997,8.203900337,14.54699993,23.91699982
TN,Tipton County,47167,61576,32368,3.343899965,5.336100101,8.196499825,13.93099976,18.93899918
IL,White County,17193,14582,42172,1.715000033,4.802800179,8.195899963,14.94299984,21.40699959
MO,Barry County,29009,35646,29615,1.875800014,3.966599941,8.180199623,13.31200027,19.31900024
LA,Bossier Parish,22015,123070,39531,3.54550004,5.40199995,8.177900314,12.66100025,16.34799957
NC,Caswell County,37033,23183,28256,1.993100047,4.362299919,8.176099777,13.81499958,19.49300003
TX,Dawson County,48115,13663,31060,2.203200102,4.377900124,8.154500008,13.94200039,20.07699966
GA,Effingham County,13103,53337,34831,3.986200094,5.450300217,8.153599739,12.39700031,16.6420002
MS,DeSoto County,28033,166360,35388,4.339099884,5.745800018,8.150500298,11.69900036,15.3579998
LA,Jefferson Parish,22051,434580,44202,3.977799892,5.281199932,8.149800301,12.0,17.74099922
HI,Hawaii County,15001,188950,33219,3.958699942,5.448800087,8.148799896,12.9989996,21.3029995
FL,Santa Rosa County,12113,158400,36874,3.674599886,5.313000202,8.141500473,12.77799988,17.72699928
TN,Lawrence County,47099,42129,28573,2.15989995,5.02489996,8.1395998,14.4630003,21.86899948
FL,Bay County,12005,171990,37249,3.291199923,5.000199795,8.129599571,13.00500011,19.41900063
TN,Van Buren County,47175,5620,25769,2.910099983,4.884500027,8.11950016,13.33399963,23.02099991
MO,Stoddard County,29207,29828,34993,1.659600019,4.377299786,8.11400032,15.50300026,21.33600044
TN,Roane County,47145,53426,34255,3.08769989,5.094600201,8.100099564,13.68299961,19.87299919
TX,El Paso County,48141,831140,31002,3.575599909,5.48059988,8.096400261,11.52900028,15.87800026
KY,Union County,21225,15119,33148,2.805299997,4.982699871,8.093799591,14.19400024,19.56299973
AR,Sebastian County,05131,127370,35948,2.530800104,4.513400078,8.076000214,13.05700016,16.5529995
TN,Bedford County,47003,45400,31171,3.003000021,4.781799793,8.067199707,13.58500004,20.78000069
IL,Lawrence County,17101,16698,30552,1.221500039,4.219099998,8.06289959,14.7510004,22.99900055
TN,Cocke County,47029,35488,26670,2.042399883,4.324100018,8.059700012,14.76200008,22.70499992
TX,Comal County,48091,115100,47877,3.599400043,5.095900059,8.050700188,11.70199966,16.04299927
GA,Dade County,13083,16551,27392,2.779200077,4.848100185,8.045700073,13.18200016,21.02000046
NC,Vance County,37181,45074,29632,2.592000008,4.589099884,8.038000107,13.03800011,18.32299995
NC,Lenoir County,37107,59181,36701,2.584000111,4.355400085,8.035900116,13.5710001,20.70400047
GA,Franklin County,13119,21923,30965,1.982900023,3.942300081,8.035200119,13.32999992,22.20899963
KY,Menifee County,21165,6314,25345,2.471999884,4.346199989,8.028599739,14.31200027,21.20700073
KY,Adair County,21001,18971,24885,2.414700031,4.753900051,8.027099609,14.22599983,20.72900009
TX,Wichita County,48485,131700,40009,2.697400093,4.697500229,8.01609993,12.30500031,16.3220005
NC,Martin County,37117,23886,32891,2.082499981,3.799700022,8.008700371,14.66100025,23.25499916
MO,Pike County,29163,18551,28708,1.963700056,4.45179987,8.003499985,13.70800018,18.60700035
TX,Ector County,48135,144440,43804,3.561100006,5.246099949,8.003100395,11.78800011,14.96100044
VA,Amherst County,51009,32445,31695,2.213399887,4.496399879,7.99450016,12.3039999,18.46899986
GA,Fannin County,13111,23467,28024,1.478500009,3.649100065,7.989900112,14.26599979,22.29899979
TX,Jack County,48237,9005,41380,2.236299992,4.447800159,7.989200115,12.4829998,16.23500061
GA,Harris County,13145,32613,42390,3.57249999,5.270699978,7.980800152,12.18000031,16.15399933
FL,Alachua County,12001,251710,37111,3.376100063,5.268099785,7.967700005,12.875,18.34600067
NC,Bertie County,37015,20601,30709,2.23390007,4.160600185,7.966599941,14.52200031,23.95199966
VA,King and Queen County,51097,7068,34885,2.839600086,4.459599972,7.957499981,12.79199982,18.39599991
SC,Dorchester County,45035,142470,32136,3.657399893,5.191100121,7.956500053,12.67599964,17.65299988
VA,Lunenburg County,51111,12599,27962,1.9375,4.092899799,7.950200081,13.70199966,20.07600021
NC,Tyrrell County,37177,4131,29833,1.933899999,3.860500097,7.94960022,12.8409996,22.37800026
LA,St. Charles Parish,22089,52437,42344,4.248400211,5.692500114,7.94080019,11.58500004,15.0170002
GA,Haralson County,13143,28388,29557,2.146300077,4.101699829,7.934899807,13.73400021,22.02799988
AL,DeKalb County,01049,70930,27706,2.402299881,4.507699966,7.914599895,13.38700008,19.81100082
NC,Pender County,37141,53967,30533,3.041500092,4.816899776,7.913499832,13.17800045,19.23500061
LA,West Baton Rouge Parish,22121,24068,40197,3.903800011,5.144299984,7.911900043,11.4119997,15.57199955
OH,Gallia County,39053,30805,33172,3.476200104,4.816100121,7.889400005,12.99300003,18.74900055
VA,Charlotte County,51037,12411,29273,1.94690001,4.067399979,7.887000084,13.75899982,21.15099907
KS,Woodson County,20207,3260,35925,0.849059999,3.296600103,7.87169981,13.85400009,20.74200058
NC,Duplin County,37061,59667,31956,2.797499895,4.467899799,7.852900028,13.37100029,19.375
NC,Hyde County,37095,5738,30795,1.885699987,3.837300062,7.84829998,13.58500004,22.50600052
KY,Powell County,21197,12495,27261,2.700599909,4.436900139,7.844600201,13.72900009,20.7329998
AR,Faulkner County,05045,118530,32391,3.476500034,5.014999866,7.83920002,11.99499989,15.49100018
KY,McCracken County,21145,65645,39846,2.165699959,4.544099808,7.826200008,13.47399998,19.4109993
MS,Rankin County,28121,145600,38352,4.150400162,5.540299892,7.82310009,11.3380003,14.66899967
TX,Wise County,48497,60387,40102,2.887799978,4.648900032,7.821700096,11.92000008,15.51799965
IL,Calhoun County,17013,5022,33951,1.993600011,4.13710022,7.813899994,14.09799957,19.34300041
TN,Decatur County,47039,11648,34410,1.862400055,4.341599941,7.80009985,14.81299973,22.72100067
GA,Barrow County,13013,70171,29248,3.328200102,4.972199917,7.793200016,11.92099953,16.97800064
NC,Northampton County,37131,21311,30880,2.028599977,4.09499979,7.788099766,13.48499966,21.36899948
MO,St. Louis city,29510,319270,36745,2.513200045,4.647299767,7.784699917,13.48400021,18.97100067
VA,Southampton County,51175,13456,33198,2.564500093,4.534200191,7.782800198,12.26900005,17.47500038
VA,Middlesex County,51119,10827,40803,2.723999977,4.52159977,7.782599926,12.5170002,19.64900017
AL,Jackson County,01071,53048,31751,2.410599947,4.26429987,7.772200108,12.97700024,18.98699951
IL,Bond County,17005,17621,30884,2.306400061,4.587299824,7.768700123,13.28999996,18.17200089
KY,Magoffin County,21153,13030,23345,2.567699909,4.185500145,7.766499996,13.9989996,22.36199951
AZ,Maricopa County,04013,3942900,40424,3.376699924,5.11590004,7.761799812,11.18099976,14.28999996
OK,Jackson County,40065,26261,36681,2.03640008,4.183199883,7.756299973,12.34799957,16.97200012
LA,Vernon Parish,22115,54176,37306,3.694000006,5.261799812,7.750500202,11.31000042,14.64500046
TN,Giles County,47055,28948,32596,1.939900041,4.429999828,7.736000061,13.9829998,20.12400055
TN,Shelby County,47157,939940,43744,3.99000001,5.382400036,7.73239994,11.77799988,15.17399979
TN,Humphreys County,47085,18280,32366,2.715600014,4.561800003,7.730100155,14.85599995,20.93799973
NC,Sampson County,37163,63895,32545,2.603100061,4.48059988,7.722400188,12.71800041,19.89299965
TX,McMullen County,48311,738,64125,3.575799942,5.133999825,7.718100071,10.70499992,14.02400017
TX,Lamb County,48279,13931,32847,1.535899997,4.061900139,7.713900089,14.0909996,21.37999916
TN,Marion County,47115,28227,32076,2.557499886,4.444300175,7.709000111,12.8380003,19.75399971
IN,Switzerland County,18155,10402,26349,2.497400045,4.575300217,7.708199978,12.91699982,18.16900063
NC,Rowan County,37159,137920,30173,2.411900043,4.260499954,7.69659996,12.58600044,19.2310009
CA,Tehama County,06103,63263,30951,1.016600013,3.836299896,7.695000172,12.85700035,19.4829998
KY,Casey County,21045,16086,25034,1.387300014,3.619800091,7.689099789,14.78899956,21.88800049
MS,Madison County,28089,98479,56322,3.794300079,5.106900215,7.679200172,11.61699963,14.91100025
KY,Simpson County,21213,17559,31895,2.464099884,4.452000141,7.673099995,12.54899979,17.8920002
KY,Marshall County,21157,31268,35108,1.36559999,4.656300068,7.66989994,13.59899998,19.0720005
GA,Clayton County,13063,266250,24915,3.855900049,5.16779995,7.665100098,11.32900047,15.65600014
NC,Stanly County,37167,60493,30999,2.349699974,4.090600014,7.657800198,12.82400036,20.43600082
KY,Bath County,21011,11799,26804,1.897500038,4.090899944,7.649799824,14.62800026,22.47900009
OK,Grady County,40051,53054,36636,2.138099909,4.322800159,7.638000011,12.94799995,17.72599983
TX,Upton County,48461,3254,50319,3.205699921,4.865300179,7.631700039,11.36699963,14.43500042
TX,Hays County,48209,168860,33579,3.657599926,5.10340023,7.597000122,10.89799976,14.7510004
MO,Livingston County,29117,15023,31771,1.116400003,3.767800093,7.593299866,12.90499973,17.97699928
NC,Hoke County,37093,50467,27953,3.108500004,4.823200226,7.588200092,12.09799957,17.73600006
MO,Laclede County,29105,35412,29277,1.619600058,3.858999968,7.587200165,13.2510004,18.17700005
KY,Lewis County,21135,13842,24687,2.042900085,3.861399889,7.584899902,13.52299976,22.18600082
NC,Montgomery County,37123,27637,29958,2.191299915,3.868999958,7.568999767,12.93799973,18.97900009
MO,Maries County,29125,9036,33178,2.069700003,4.165100098,7.561200142,12.61900043,17.18099976
OK,Stephens County,40137,44837,47511,1.583199978,3.810100079,7.552599907,12.81099987,17.19599915
TN,Stewart County,47161,13336,37885,2.649100065,4.482699871,7.534399986,12.83699989,18.48399925
VA,Northampton County,51131,12237,35205,1.715800047,3.716700077,7.531300068,13.76799965,21.81500053
KY,McLean County,21149,9520,33974,1.580600023,4.369699955,7.530900002,13.45499992,19.5170002
TX,Stephens County,48429,9570,50289,2.494100094,4.16629982,7.522200108,11.93599987,16.7310009
KY,Green County,21087,11300,28909,1.977800012,4.072899818,7.519199848,13.94400024,20.3579998
VA,Lancaster County,51103,11230,47659,2.26760006,3.875999928,7.518499851,12.77000046,18.90699959
NM,Eddy County,35015,54370,51348,3.29369998,4.98210001,7.51429987,11.31099987,15.38099957
AR,Independence County,05063,36905,30814,2.063699961,4.268300056,7.512700081,13.9289999,19.84600067
SC,Lancaster County,45057,79193,32674,2.896100044,4.470799923,7.507199764,12.09899998,19.19799995
MO,Dallas County,29059,16775,28131,1.112100005,3.551800013,7.502099991,13.60200024,20.61300087
KY,Jackson County,21109,13298,22857,1.761700034,3.929800034,7.498300076,14.06700039,20.87599945
MO,Camden County,29029,43870,33155,2.04189992,4.295300007,7.490399837,12.61900043,16.53899956
NC,Chowan County,37041,14695,34039,1.935899973,3.743900061,7.473100185,13.25800037,21.46199989
FL,Leon County,12073,283850,36421,3.541699886,4.944300175,7.47300005,11.41600037,15.80799961
TX,Brazoria County,48039,324700,40114,3.8131001,5.193699837,7.472499847,11.40799999,15.05700016
KY,Logan County,21141,26703,32336,2.40260005,4.292500019,7.45389986,13.23499966,18.06500053
IL,Pike County,17149,16279,33223,1.299499989,3.80430007,7.433199883,12.94699955,18.47200012
MO,Lewis County,29111,10160,30348,1.8477,3.943099976,7.409500122,12.90699959,18.29800034
KY,Breathitt County,21025,13645,27437,2.024600029,3.899199963,7.391699791,14.34200001,22.69199944
KY,Calloway County,21035,38228,31298,2.441099882,4.548699856,7.391499996,13.05099964,19.09300041
MO,Stone County,29209,31613,32676,2.328099966,4.329999924,7.391499996,12.63399982,17.91200066
GA,Rockdale County,13247,85684,30236,3.022500038,4.595200062,7.389900208,11.22999954,16.61300087
GA,Murray County,13213,39394,24207,2.905999899,4.636899948,7.379199982,11.91300011,17.14800072
IL,Clay County,17025,13733,34183,1.340299964,3.668499947,7.367899895,14.12100029,20.54000092
FL,Monroe County,12087,74991,70204,4.542300224,5.55700016,7.3677001,10.7869997,13.53999996
OK,Major County,40093,7659,42494,1.872900009,3.807199955,7.366600037,12.32699966,16.43300056
SC,Spartanburg County,45083,288420,36537,2.433000088,4.158899784,7.361999989,11.97299957,17.71800041
KY,Taylor County,21217,25049,29611,2.143199921,3.91689992,7.357999802,12.26099968,18.25
KS,Stafford County,20185,4354,38853,1.951400042,3.861000061,7.354300022,12.67199993,17.29999924
KY,Clinton County,21053,10233,25531,1.140699983,3.42869997,7.352700233,13.77000046,22.12100029
AR,Craighead County,05031,99903,32697,2.546999931,4.515999794,7.352200031,12.88199997,17.83099937
TN,Rhea County,47143,32307,29868,1.950299978,3.978699923,7.351500034,13.35000038,21.0909996
MO,Montgomery County,29139,12024,30698,1.061400056,3.465399981,7.349599838,13.12300014,19.33399963
MO,Phelps County,29161,45183,30922,2.278300047,3.994400024,7.343400002,12.21199989,17.43899918
IL,St. Clair County,17163,268790,37180,2.614599943,4.510200024,7.337999821,12.34700012,17.56399918
MO,Taney County,29213,53062,28274,1.267699957,3.917399883,7.334300041,13.15100002,18.25799942
SC,Lexington County,45063,270110,38263,3.235100031,4.667900085,7.325799942,11.95800018,15.80700016
AR,Saline County,05125,111670,34956,2.998800039,4.62349987,7.320600033,11.43999958,15.99499989
KS,Chautauqua County,20019,3566,45126,1.175400019,3.689800024,7.319300175,13.18200016,17.66300011
MO,Barton County,29011,12365,33399,1.240399957,3.66869998,7.318500042,11.98900032,16.78000069
NC,Jones County,37103,10276,37218,2.115400076,3.64199996,7.303999901,12.67099953,19.37400055
IL,Randolph County,17157,32947,30541,1.011899948,3.700299978,7.302599907,13.85299969,20.21899986
MO,Bates County,29013,16709,33524,1.334200025,4.050600052,7.295100212,12.3409996,17.0739994
MO,Shelby County,29205,6226,35376,1.294100046,3.602400064,7.289500237,12.97599983,19.1779995
SC,Pickens County,45077,119660,30670,2.814399958,4.322100163,7.252099991,11.21500015,15.52499962
TN,Clay County,47027,7800,32412,2.15079999,4.124300003,7.250100136,13.18200016,20.76600075
KY,Hart County,21099,18433,27236,1.478999972,3.776200056,7.249400139,12.83600044,18.55900002
IL,Madison County,17119,268040,38329,2.078299999,4.152400017,7.248899937,12.26500034,16.71699905
IN,Clark County,18019,111920,36725,2.942300081,4.439499855,7.24669981,11.3210001,15.93900013
IN,Harrison County,18061,39099,34613,2.954699993,4.462999821,7.246500015,11.17800045,15.77799988
TN,White County,47185,26060,28406,1.320700049,3.74029994,7.241300106,13.27499962,21.13899994
MO,Grundy County,29079,10323,30970,0.467310011,2.812999964,7.239200115,11.88500023,16.59900093
