storeNumber,facilityType,phone,name,region,company,address1,city,state,postalCode,country,open_date,latitude,longitude
6639,NIKE_OWNED_STORE,(442)199-7516,Nike Factory Store - Queretaro PO,ASIA_PACIFIC_LATIN_AMERICA,Nike,Local A1-6 Km 5 Ctra Celaya- Queretaro,Queretaro,,76904,MEX,2018-01-01,20.5754165649414,-100.464141845703
6632,NIKE_OWNED_STORE,+52 443 333 9595,Nike Factory Store - Morelia,ASIA_PACIFIC_LATIN_AMERICA,Nike,Av Periferico Paseo De La Republica 5030,Morelia,Michoacán,58270,MEX,2018-01-01,19.687754,-101.150684
263,NIKE_OWNED_STORE,515-957-3151,Nike Factory Store - Altoona,NORTH_AMERICA,Nike,Outlets of Des Moines,Altoona,IA,50009,USA,2018-01-01,41.655186,-93.512446
244,NIKE_OWNED_STORE,15014557417,Nike Factory Store - Little Rock East,NORTH_AMERICA,Nike,Outlets of Little Rock,Little Rock,AR,72210-3056,USA,2015-11-12,34.660599,-92.407236
16,NIKE_OWNED_STORE,17634973888,Nike Factory Store - Albertville,NORTH_AMERICA,Nike,Albertville Premium Outlets,Albertville,MN,55301-8800,USA,2000-04-21,45.2448772,-93.6721536
604,NIKE_OWNED_STORE,16124251549,Nike Well Collective - Minnetonka,NORTH_AMERICA,Nike,12401 Wayzata Blvd. Ste 2096,Minnetonka,MN,55303,USA,2023-07-20,44.9676704,-93.4365718
22,NIKE_OWNED_STORE,+1 (319) 668-8047,Nike Clearance Store - Williamsburg  IA,NORTH_AMERICA,Nike,Tanger Outlet Center - Williamsburg,Williamsburg,IA,52361,USA,2018-01-01,41.691791,-92.005572
367,NIKE_OWNED_STORE,19528545042,Nike Mall Of America,NORTH_AMERICA,Nike,244 West Market,Bloomington,MN,55425-5522,USA,2010-11-04,44.855453,-93.243873
234,NIKE_OWNED_STORE,16514545083,Nike Factory Store - Eagan,NORTH_AMERICA,Nike,Simon Outlets Twin Cities,Eagan,MN,55122-4410,USA,2014-08-14,44.815212,-93.216748
451376,NIKE_OWNED_STORE,204-453-3115,Nike Factory Store - Winnipeg,NORTH_AMERICA,Nike,555 Sterling Lyon Pkwy.,Winnipeg,Manitoba,R3P 1E9,CAN,2018-01-01,49.845286,-97.213679
6607,NIKE_OWNED_STORE,+52 55 2075 0020,Nike Factory Store - Punta Norte,ASIA_PACIFIC_LATIN_AMERICA,Nike,C.C. Premium Otlets Punta Norte,Cuautitlán Izcalli,,54769,MEX,2018-01-01,19.601365,-99.199437
6606,NIKE_OWNED_STORE,+52 728 284 6000,Nike Unite Lerma,ASIA_PACIFIC_LATIN_AMERICA,Nike,C.C. Las Plazas Outlet Lerma,Lerma,Estado de México,52000,MEX,2018-01-01,19.282487,-99.49846
6610,NIKE_OWNED_STORE,(55) 36404013,Nike Factory Store - Centro,ASIA_PACIFIC_LATIN_AMERICA,Nike,"Palma #43 y16 de Sep, Col. Centro",Cuauhtémoc,CDMX,06010,MEX,2018-01-01,19.4319857,-99.135523
6631,NIKE_OWNED_STORE,+52 55 5774 2450,Nike Factory Store - Aragon,ASIA_PACIFIC_LATIN_AMERICA,Nike,C.C. Multiplaza Aragón,Ecatepec de Morelos,Estado de México,55140,MEX,2018-01-01,19.530254,-99.02719
6642,NIKE_OWNED_STORE,5552546175,Nike Unite Oceania,ASIA_PACIFIC_LATIN_AMERICA,Nike,Avenida del Peñon 355,Mexico City,Mexico,15530,MEX,2022-11-03,19.4391521,-99.0945976
6633,NIKE_OWNED_STORE,+52 55 5762 3547,Nike Factory Store - Plaza Aeropuerto,ASIA_PACIFIC_LATIN_AMERICA,Nike,C.C. Plaza Aeropuerto,Ciudad de México,CDMX,15540,MEX,2018-01-01,19.421406,-99.096568
6616,NIKE_OWNED_STORE,+52 55 9129 1132,Nike Factory Store - Plaza Central,ASIA_PACIFIC_LATIN_AMERICA,Nike,C.C Plaza Central,Ciudad de México,Ciudad de México,09040,MEX,2018-01-01,19.376938,-99.095419
202,NIKE_OWNED_STORE,16367782288,Nike Factory Store - Chesterfield,NORTH_AMERICA,Nike,Chesterfield - St. Louis Premium Outlets,Chesterfield,MO,63005-0013,USA,2013-08-22,38.677355,-90.661935
6636,NIKE_OWNED_STORE,+52 777 688 7560,Nike Factory Store - Cuernavaca,ASIA_PACIFIC_LATIN_AMERICA,Nike,C.C. Forum Cuernavaca,Cuernavaca,Cuernavaca,62370,MEX,2018-01-01,18.926855,-99.196519
598,NIKE_OWNED_STORE,13143900015,Nike Well Collective - Frontenac,NORTH_AMERICA,Nike,"1701 S Lindbergh Blvd, Ste 3A",Saint Louis,MO,63131-3506,USA,2023-11-09,38.63011,-90.40732
6628,NIKE_OWNED_STORE,+52 222 210 5523,Nike Unite Puebla,ASIA_PACIFIC_LATIN_AMERICA,Nike,C.C. Puebla Outlet Premier,Puebla,Puebla,72680,MEX,2018-01-01,19.131822,-98.266927
295,NIKE_OWNED_STORE,12252386320,Nike Unite - Baton Rouge,NORTH_AMERICA,Nike,7445 Corporate Blvd.  #600,Baton Rouge,LA,70809-9101,USA,2022-01-27,30.4332083,-91.1142911
161,NIKE_OWNED_STORE,19013329325,Nike Clearance Store - Memphis,NORTH_AMERICA,Nike,South Plaza Shopping Center,Memphis,TN,38116-6334,USA,2007-10-24,35.036539,-90.027752
245,NIKE_OWNED_STORE,16623495676,Nike Factory Store - Southaven,NORTH_AMERICA,Nike,Southaven Outlets,Southaven,MS,38671-6539,USA,2015-11-20,34.937417,-89.991612
163,NIKE_OWNED_STORE,12256444265,Nike Factory Store - Gonzales,NORTH_AMERICA,Nike,Tanger Outlet Center - Gonzales,Gonzales,LA,70737-5764,USA,2007-11-19,30.215107,-90.952299
214,NIKE_OWNED_STORE,16019362154,Nike Factory Store - Pearl,NORTH_AMERICA,Nike,Outlets of Mississippi,Pearl,MS,39208-9249,USA,2013-11-13,32.273391,-90.153847
141,NIKE_OWNED_STORE,16082533247,Nike Factory Store - Wisconsin Dells,NORTH_AMERICA,Nike,Wisconsin Dells Outlet Center,Baraboo,WI,53913-9535,USA,2006-08-06,43.571453,-89.786403
293,NIKE_OWNED_STORE,15044868067,Nike Community Store - Elmwood,NORTH_AMERICA,Nike,Elmwood Shopping Center,Elmwood,LA,70123-7506,USA,2021-04-14,29.962385,-90.185896
21,NIKE_OWNED_STORE,19206994950,Nike Clearance Store - Johnson Creek,NORTH_AMERICA,Nike,"575 W. Linmar Lane, Suite A10",Johnson Creek,WI,53038-9543,USA,1998-05-16,43.087778,-88.765188
122,NIKE_OWNED_STORE,16305859568,Nike Factory Store - Aurora,NORTH_AMERICA,Nike,Chicago Premium Outlets,Aurora,IL,60502-2905,USA,2004-05-19,41.800225,-88.272199
437,NIKE_OWNED_STORE,13312313541,Nike Well Collective - Naperville,NORTH_AMERICA,Nike,217 S. Main St,Naperville,IL,60540-5318,USA,2021-11-04,41.7725436,-88.1497645
74,NIKE_OWNED_STORE,12288222533,Nike Factory Store - Gulfport,NORTH_AMERICA,Nike,Gulfport Premium Outlets,Gulfport,MS,39503-4234,USA,1997-11-21,30.428542,-89.100351
70,NIKE_OWNED_STORE,19202321002,Nike Factory Store - Oshkosh,NORTH_AMERICA,Nike,The Outlet Shoppes at Oshkosh,Oshkosh,WI,54904-9008,USA,2008-10-14,43.985282,-88.584373
99,NIKE_OWNED_STORE,16309280242,Nike Factory Store - Oak Brook,NORTH_AMERICA,Nike,"2155 W 22nd Street, Suite 5",Oak Brook,IL,60523-1758,USA,2018-06-21,41.845133,-87.96955
136,NIKE_OWNED_STORE,18478550857,Nike Clearance Store - Gurnee,NORTH_AMERICA,Nike,Gurnee Mills,Gurnee,IL,60031-4548,USA,2006-05-19,42.38883,-87.956999
208,NIKE_OWNED_STORE,18479282720,Nike Factory Store - Rosemont,NORTH_AMERICA,Nike,Fashion Outlets of Chicago - Rosemont,Rosemont,IL,60018-5326,USA,2013-08-01,41.974881,-87.868099
25,NIKE_OWNED_STORE,12628577333,Nike Factory Store - Pleasant Prairie,NORTH_AMERICA,Nike,Pleasant Prairie Premium Outlets,Pleasant Prairie,WI,53158-1710,USA,1985-10-01,42.518458,-87.949829
457,NIKE_OWNED_STORE,14142698605,Nike Well Collective - Bayshore,NORTH_AMERICA,Nike,5695 N Centerpark Way #N127,Glendale,WI,53217-4539,USA,2022-03-31,43.1208831,-87.9152165
160,NIKE_OWNED_STORE,17738465460,Nike Unite - South Chicago,NORTH_AMERICA,Nike,Chatham Village Square,Chicago,IL,60619-6116,USA,2007-05-24,41.739983,-87.605349
60,NIKE_OWNED_STORE,13126426363,Nike Chicago,NORTH_AMERICA,Nike,669 N Michigan Avenue,Chicago,IL,60611-2801,USA,2012-09-24,41.894438,-87.623737
460,NIKE_OWNED_STORE,16153691357,Nike Well Collective - Downtown Nashville,NORTH_AMERICA,Nike,5046 Broadway Place,Nashville,TN,37203-5765,USA,2022-05-26,36.1605848,-86.7799383
137,NIKE_OWNED_STORE,12198791320,Nike Factory Store - Michigan City,NORTH_AMERICA,Nike,Lighthouse Place Premium Outlets,Michigan City,IN,46360-3462,USA,2006-05-31,41.715567,-86.907563
172,NIKE_OWNED_STORE,16155140204,Nike Factory Store - Nashville,NORTH_AMERICA,Nike,Opry Mills Mall,Nashville,TN,37214-2433,USA,2001-11-02,36.20399,-86.691497
490,NIKE_OWNED_STORE,16292130720,Nike Unite - Antioch,NORTH_AMERICA,Nike,"4060 Cane Ridge Parkway,#301",Antioch,TN,37013-5552,USA,2023-10-26,36.0339736,-86.643811
90,NIKE_OWNED_STORE,12519702900,Nike Factory Store - Foley,NORTH_AMERICA,Nike,"2601 S Mckenzie St., Suite 300",Foley,AL,36535-3465,USA,1998-05-09,30.375701,-87.679365
473,NIKE_OWNED_STORE,12055730419,Nike Well Collective - Birmingham,NORTH_AMERICA,Nike,240 Summit Blvd Suite 100,Birmingham,AL,35243-3101,USA,2023-08-03,33.4465154,-86.7296322
459,NIKE_OWNED_STORE,317-222-1293,Nike Well Collective - Keystone,NORTH_AMERICA,Nike,"8701 Keystone Crossing, Space 25C",Indianapolis,IN,46240,USA,2022-05-26,39.9138858,-86.108717
6,NIKE_OWNED_STORE,18125268111,Nike Factory Store - Edinburgh,NORTH_AMERICA,Nike,Edinburgh Premium Outlets,Edinburgh,IN,46124-9133,USA,1998-07-04,39.308455,-85.960796
570,NIKE_OWNED_STORE,18008066453,Nike Well Collective - Louisville,NORTH_AMERICA,Nike,"7900 Shelbyville Rd, C02",Louisville,KY,40222-5475,USA,2023-05-25,38.2470462,-85.6099166
233,NIKE_OWNED_STORE,15027225776,Nike Factory Store - Simpsonville,NORTH_AMERICA,Nike,The Outlet Shoppes of the Bluegrass,Simpsonville,KY,40067-7688,USA,2014-07-03,38.206633,-85.352472
197,NIKE_OWNED_STORE,16165830754,Nike Factory Store - Grand Rapids,NORTH_AMERICA,Nike,Tanger Outlet Center - Grand Rapids,Byron Center,MI,49315-7004,USA,2018-01-01,42.808985,-85.670428
89,NIKE_OWNED_STORE,+1 (850) 650-0111,Nike Factory Store - Destin,NORTH_AMERICA,Nike,Nike Factory Store- Destin,Destin,FL,32541,USA,2018-01-01,30.3798228,-86.35164689999999
521,NIKE_OWNED_STORE,18593096346,Nike Well Collective - Lexington,NORTH_AMERICA,Nike,"4084 Finn Way, Suite 130",Lexington,KY,40517-8388,USA,2022-11-17,37.9760381,-84.5277088
58,NIKE_OWNED_STORE,17066252626,Nike Factory Store - Calhoun,NORTH_AMERICA,Nike,Calhoun Premium Outlets,Calhoun,GA,30701-3959,USA,1992-10-14,34.462794,-84.918531
378,NIKE_OWNED_STORE,15135394645,Nike Factory Store - Cincinnati,NORTH_AMERICA,Nike,Cincinnati Premium Outlets,Monroe,OH,45050-1835,USA,2009-08-06,39.433715,-84.33659
343,NIKE_OWNED_STORE,16784452487,Nike Factory Store - Atlanta Woodstock,NORTH_AMERICA,Nike,The Outlet Shoppes at Atlanta,Woodstock,GA,30188-0027,USA,2013-07-17,34.119944,-84.525662
296,NIKE_OWNED_STORE,18656227656,Nike Unite - Knoxville,NORTH_AMERICA,Nike,11275 Parkside Dr.,Knoxville,TN,37934-1964,USA,2022-04-28,35.9017993,-84.1571155
272,NIKE_OWNED_STORE,404-835-1138,Nike Unite - Atlantic Station,NORTH_AMERICA,Nike,"1381 Market Street NW., Suite 13100",Atlanta,GA,30363,USA,2020-11-19,33.792737,-84.394719
201,NIKE_OWNED_STORE,14048465549,Nike Atlanta,NORTH_AMERICA,Nike,Lenox Square,Atlanta,GA,30326-1162,USA,2013-10-30,33.847986,-84.362967
32,NIKE_OWNED_STORE,15175526453,Nike Factory Store - Howell,NORTH_AMERICA,Nike,Tanger Outlet Center - Howell,Howell,MI,48855-8288,USA,1998-10-24,42.620401,-83.996314
428,NIKE_OWNED_STORE,14043801584,Nike Well Collective - Ponce City Market,NORTH_AMERICA,Nike,675 Ponce De Leon Ave NE E-184,Atlanta,GA,30308-1884,USA,2021-11-18,33.7717707,-84.3655446
436,NIKE_OWNED_STORE,18003446453,Nike Well Collective - Alpharetta,NORTH_AMERICA,Nike,7110 Avalon Blvd,Alpharetta,GA,30009-2450,USA,2021-12-09,34.0710636,-84.2744985
14,NIKE_OWNED_STORE,17062167779,Nike Factory Store - Dawsonville,NORTH_AMERICA,Nike,North Georgia Premium Outlets,Dawsonville,GA,30534-8098,USA,1999-09-04,34.359489,-84.048611
9,NIKE_OWNED_STORE,16788475140,Nike Factory Store - Lawrenceville,NORTH_AMERICA,Nike,Sugarloaf Mills,Lawrenceville,GA,30043-7857,USA,2008-04-29,33.98079,-84.080263
34,NIKE_OWNED_STORE,19896246100,Nike Factory Store - Birch Run,NORTH_AMERICA,Nike,Birch Run Premium Outlets,Birch Run,MI,48415-9411,USA,1989-09-24,43.247868,-83.776267
142,NIKE_OWNED_STORE,17709146877,Nike Factory Store - Locust Grove,NORTH_AMERICA,Nike,Tanger Outlet Center - Locust Grove,Locust Grove,GA,30248-3654,USA,2007-03-04,33.347953,-84.122148
107,NIKE_OWNED_STORE,18657747743,Nike Factory Store - Sevierville,NORTH_AMERICA,Nike,Tanger Outlet Center - Sevierville,Sevierville,TN,37862-6867,USA,2001-07-13,35.833467,-83.570423
23,NIKE_OWNED_STORE,18654537907,Nike Clearance Store - Pigeon Forge,NORTH_AMERICA,Nike,The Tower Shops at the Mountain Mile,Pigeon Forge,TN,37863-3475,USA,1986-03-01,35.8065414,-83.5703607
338,NIKE_OWNED_STORE,12488589291,Nike Clearance Store - Auburn Hills,NORTH_AMERICA,Nike,Great Lakes Crossing,Auburn Hills,MI,48326-1282,USA,2008-05-29,42.703204,-83.29992
487,NIKE_OWNED_STORE,12482510180,Nike Somerset Collection North,NORTH_AMERICA,Nike,"2800 W Big Beaver Rd, R236",Troy,MI,48084-3219,USA,2023-09-07,42.5629218,-83.1841279
217,NIKE_OWNED_STORE,17409652887,Nike Factory Store - Columbus,NORTH_AMERICA,Nike,Outlets at Columbus,Sunbury,OH,43074-7536,USA,2016-05-23,40.259741,-82.925652
432,NIKE_OWNED_STORE,13802040531,Nike Well Collective - Easton,NORTH_AMERICA,Nike,Easton Town Center,Columbus,OH,43219-6067,USA,2021-07-01,40.049246,-82.916049
2,NIKE_OWNED_STORE,17063355502,Nike Unite - Commerce,NORTH_AMERICA,Nike,800 Steven B Tanger Blvd #810,Commerce,GA,30529-3582,USA,1998-01-24,34.2489384,-83.4754408
251,NIKE_OWNED_STORE,13139653319,Nike Community Store - Detroit,NORTH_AMERICA,Nike,1261 Woodward Ave,Detroit,MI,48226-2006,USA,2016-05-26,42.333655,-83.048669
242,NIKE_OWNED_STORE,18286652787,Nike Factory Store - Asheville,NORTH_AMERICA,Nike,Asheville Outlets,Asheville,NC,28806-2349,USA,2015-04-30,35.52923,-82.602941
465,NIKE_OWNED_STORE,14403850145,Nike Well Collective - Crocker Park,NORTH_AMERICA,Nike,236 Main Street,Westlake,OH,44145-8146,USA,2023-04-06,41.456221,-81.9518489
452,NIKE_OWNED_STORE,14406008303,Nike Well Collective - Pinecrest,NORTH_AMERICA,Nike,"400 Park Ave., Ste 172",Orange Village,OH,44122-4234,USA,2022-01-27,41.4512,-81.48563
144,NIKE_OWNED_STORE,13309953080,Nike Factory Store - Aurora Farms,NORTH_AMERICA,Nike,Aurora Farms Premium Outlets,Aurora,OH,44202-7804,USA,2006-10-25,41.30127,-81.339789
69,NIKE_OWNED_STORE,18644877820,Nike Factory Store - Gaffney,NORTH_AMERICA,Nike,Gaffney Premium Outlets,Gaffney,SC,29341-3321,USA,2006-10-11,35.081032,-81.713557
6613,NIKE_OWNED_STORE,+52 998 206 3231,Nike Factory Store - Cancun,ASIA_PACIFIC_LATIN_AMERICA,Nike,Av. Andrés Quintana Roo,Cancún,Quintana Roo,77507,MEX,2018-01-01,21.151807,-86.8494
203,NIKE_OWNED_STORE,17045040876,Nike Factory Store - Charlotte,NORTH_AMERICA,Nike,Charlotte Premium Outlets,Charlotte,NC,28278-0066,USA,2014-07-31,35.16942,-80.96949
261,NIKE_OWNED_STORE,13523727213,Nike Factory Store - Gainesville,NORTH_AMERICA,Nike,Celebration Pointe,Gainesville,FL,32608-5079,USA,2018-04-19,29.624862,-82.396078
283730,NIKE_OWNED_STORE,519-653-6453,Nike Factory Store - Kitchener,NORTH_AMERICA,Nike,4326 King St. E,Kitchener,Ontario,N2P 2G5,CAN,2018-01-01,43.407288,-80.396031
175,NIKE_OWNED_STORE,17049791230,Nike Clearance Store - Concord,NORTH_AMERICA,Nike,Concord Mills,Concord,NC,28027-6460,USA,2004-08-06,35.370556,-80.723812
166,NIKE_OWNED_STORE,17242287357,Nike Factory Store - Pittsburgh,NORTH_AMERICA,Nike,Tanger Outlet Center - Pittsburgh,Washington,PA,15301-7939,USA,2008-09-01,40.217942,-80.211772
65,NIKE_OWNED_STORE,17247485138,Nike Factory Store - Grove City,NORTH_AMERICA,Nike,Grove City Premium Outles,Grove City,PA,16127-3356,USA,1995-02-27,41.139517,-80.157792
226,NIKE_OWNED_STORE,19124506444,Nike Factory Store - Savannah,NORTH_AMERICA,Nike,Outlet Mall of Georgia,Pooler,GA,31322-3502,USA,2015-04-16,32.134402,-81.242571
375347,NIKE_OWNED_STORE,+1 905-864-4323,Nike Factory Store - Halton Hills,NORTH_AMERICA,Nike,13850 Steeles Ave. W,Halton Hills,Ontario,L7G 0J1,CAN,2018-01-01,43.648627,-79.911602
235,NIKE_OWNED_STORE,18139091573,Nike Factory Store - Tampa,NORTH_AMERICA,Nike,Tampa Premium Outlets,Lutz,FL,33559-6839,USA,2015-10-29,28.190071,-82.390006
431,NIKE_OWNED_STORE,18133331718,Nike Well Collective - Hyde Park Village,NORTH_AMERICA,Nike,1520 W Swann Ave,Tampa,FL,33606-0000,USA,2021-12-13,27.9371778,-82.4753608
63,NIKE_OWNED_STORE,19417220096,Nike Factory Store - Ellenton,NORTH_AMERICA,Nike,Ellenton Premium Outlets,Ellenton,FL,34222-4122,USA,1991-10-10,27.535599,-82.507728
92,NIKE_OWNED_STORE,18438376453,Nike Factory Store - Bluffton,NORTH_AMERICA,Nike,Tanger Outlet Center - Hilton Head,Bluffton,SC,29910-6583,USA,1997-04-11,32.239708,-80.819466
464362,NIKE_OWNED_STORE,905-271-5324,Nike Clearance Store - Mississauga,NORTH_AMERICA,Nike,1250 South Service Rd.,Mississauga,Ontario,L5E1V4,CAN,2018-01-01,43.593054,-79.569324
4281,NIKE_OWNED_STORE,905-738-1054,Nike Factory Store - Vaughan Mills,NORTH_AMERICA,Nike,1 Bass Pro Mills Dr.,Concord,Ontario,L4K 5W4,CAN,2018-01-01,43.825716,-79.538317
102,NIKE_OWNED_STORE,19048105584,Nike Factory Store - St Augustine,NORTH_AMERICA,Nike,St. Augustine Premium Outlets,St Augustine,FL,32092-0763,USA,1999-07-31,29.926465,-81.418945
387830,NIKE_OWNED_STORE,905-682-2777,Nike Factory Store - Niagara on the Lake,NORTH_AMERICA,Nike,300 Taylor Rd.,Niagara on the Lake,Ontario,L0S 1J0,CAN,2018-01-01,43.158898,-79.172008
284,NIKE_OWNED_STORE,14075544675,Nike Factory Store - Winter Garden,NORTH_AMERICA,Nike,Winter Garden Village,Winter Garden,FL,34787-7006,USA,2018-12-13,28.524416,-81.583771
165,NIKE_OWNED_STORE,17162985615,Nike Clearance Store - Niagara Falls,NORTH_AMERICA,Nike,Fashion Outlets of Niagara Falls,Niagara Falls,NY,14304-1772,USA,2008-06-10,43.097456,-78.980625
101,NIKE_OWNED_STORE,18437443966,Nike Factory Store - Charleston,NORTH_AMERICA,Nike,Tanger Outlet Center - Charleston,North Charleston,SC,29418-6958,USA,2006-08-02,32.872686,-80.016893
97,NIKE_OWNED_STORE,14073971979,Nike Factory Store - Celebration,NORTH_AMERICA,Nike,Shoppes at the Parkway - Celebration,Kissimmee,FL,34747-4512,USA,1999-03-13,28.333939,-81.530637
96,NIKE_OWNED_STORE,14072393663,Nike Factory Store - Orlando Vineland,NORTH_AMERICA,Nike,Orlando Premium Outlets,Orlando,FL,32819-8617,USA,2000-05-25,28.386173,-81.493748
370,NIKE_OWNED_STORE,19195632172,Nike Factory Store - Mebane,NORTH_AMERICA,Nike,Tanger Outlet Center - Mebane,Mebane,NC,27302-7648,USA,2010-11-05,36.074074,-79.266198
88,NIKE_OWNED_STORE,14073519400,Nike Factory Store - Orlando International,NORTH_AMERICA,Nike,4977 International Dr. #3B-13,Orlando,FL,32819-6234,USA,1997-12-12,28.476218,-81.449292
204,NIKE_OWNED_STORE,14073523488,Nike Clearance Store - Orlando Marketplace,NORTH_AMERICA,Nike,Orlando Premium Outlets-International Dr,Orlando,FL,32819-9426,USA,2015-05-07,28.468446,-81.451038
128,NIKE_OWNED_STORE,14074770463,Nike Factory Store - Lake Buena Vista,NORTH_AMERICA,Nike,15609 State Road 535,Orlando,FL,32821-5608,USA,2005-09-13,28.350281,-81.485672
249,NIKE_OWNED_STORE,13862742849,Nike Factory Store - Daytona Beach,NORTH_AMERICA,Nike,Tanger Outlet Center - Daytona Beach,Daytona Beach,FL,32117-7102,USA,2016-11-18,29.212485,-81.098858
291,NIKE_OWNED_STORE,14073960500,Nike Clearance Store - Kissimmee,NORTH_AMERICA,Nike,2671 W Osceola Pkwy Unit B,Kissimmee,FL,34741-0604,USA,2009-05-16,28.343809,-81.42905
280,NIKE_OWNED_STORE,13212060347,Nike Unite - Waterford Lakes,NORTH_AMERICA,Nike,481 N Alafaya Trail,Orlando,FL,32828-7017,USA,2022-04-28,28.5536546,-81.2036868
458,NIKE_OWNED_STORE,19193420116,Nike Well Collective - Cary,NORTH_AMERICA,Nike,"4 Fenton Main St, Suite #140",Cary,NC,27511-7746,USA,2022-06-02,35.780401,-78.757648
67,NIKE_OWNED_STORE,12399484100,Nike Factory Store - Estero,NORTH_AMERICA,Nike,Miromar Outlets,Estero,FL,33928-9431,USA,1998-10-31,26.435924,-81.777071
78,NIKE_OWNED_STORE,18439030110,Nike Factory Store - Myrtle Beach,NORTH_AMERICA,Nike,Tanger Outlet Center - Myrtle Beach,Myrtle Beach,SC,29579-0963,USA,1998-03-28,33.752314,-78.960667
40,NIKE_OWNED_STORE,19199896100,Nike Factory Store - Smithfield,NORTH_AMERICA,Nike,Carolina Premium Outlets - Smithfield,Smithfield,NC,27577-6039,USA,1990-06-23,35.510884,-78.312373
71,NIKE_OWNED_STORE,17037713060,Nike Factory Store - Leesburg,NORTH_AMERICA,Nike,241 Fort Evans Rd. NE  #510,Leesburg,VA,20176-4040,USA,1998-10-31,39.105181,-77.538896
448,NIKE_OWNED_STORE,17039883349,Nike Unite - Fairfax,NORTH_AMERICA,Nike,13027 Fair Lakes Shopping Cent,Fairfax,VA,22033-5179,USA,2022-05-26,38.8567484,-77.3912056
256,NIKE_OWNED_STORE,13015407369,Nike Factory Store - Clarksburg,NORTH_AMERICA,Nike,Clarksburg Premium Outlets,Clarksburg,MD,20871-6386,USA,2016-10-27,39.2282095,-77.2858523
174,NIKE_OWNED_STORE,17034974513,Nike Clearance Store - Woodbridge,NORTH_AMERICA,Nike,Potomac Mills,Woodbridge,VA,22192-4656,USA,2016-06-20,38.643405,-77.296179
538,NIKE_OWNED_STORE,12402048063,Nike Well Collective - Bethesda,NORTH_AMERICA,Nike,7117 Arlington Road Space U,Bethesda,MD,20814-7910,USA,2023-05-25,38.9811722,-77.0968706
138,NIKE_OWNED_STORE,13155394094,Nike Factory Store - Finger Lakes,NORTH_AMERICA,Nike,Waterloo Premium Outlets,Waterloo,NY,13165-5569,USA,2006-05-24,42.956824,-76.91868
468,NIKE_OWNED_STORE,13019604100,Nike Unite - Silver Spring,NORTH_AMERICA,Nike,910 Ellsworth Dr.,Silver Spring,MD,20910-4401,USA,2023-02-23,38.9959644,-77.0259056
482,NIKE_OWNED_STORE,12029254856,Nike Unite - H Street,NORTH_AMERICA,Nike,700 H Street Northeast,Washington,DC,20002-3627,USA,2023-02-16,38.9004204,-76.9959563
212,NIKE_OWNED_STORE,13018391302,Nike Factory Store - National Harbor,NORTH_AMERICA,Nike,Tanger Outlet Center - National Harbor,National Harbor,MD,20745-4715,USA,2013-11-21,38.794257,-77.000626
420,NIKE_OWNED_STORE,12402066501,Nike Unite - Glenarden,NORTH_AMERICA,Nike,Suite 518,Lanham,MD,20706-1637,USA,2023-03-09,38.92127,-76.84644
481,NIKE_OWNED_STORE,17173125203,Nike Unite - Hershey,NORTH_AMERICA,Nike,137 Outlet Square,Hershey,PA,17033-2747,USA,2023-03-02,40.2960731,-76.6464604
27,NIKE_OWNED_STORE,14103791587,Nike Factory Store - Hanover,NORTH_AMERICA,Nike,Arundel Mills,Hanover,MD,21076-1288,USA,2008-11-20,39.159573,-76.724113
703,NIKE_OWNED_STORE,15612144582,Nike Palm Beach Gardens,NORTH_AMERICA,Nike,Gardens Mall,Palm Beach Gardens,FL,33410-2813,USA,2023-11-09,26.8484939,-80.0845617
213,NIKE_OWNED_STORE,+1 (561) 615-4050,Nike Factory Store - West Palm Beach,NORTH_AMERICA,Nike,Palm Beach Fashion Outlets,West Palm Beach,FL,33401,USA,2018-01-01,26.724615,-80.086923
131,NIKE_OWNED_STORE,19548370329,Nike Factory Store - Sawgrass Mills,NORTH_AMERICA,Nike,12801 W Sunrise Blvd.  #1005,Sunrise,FL,33323-4007,USA,2006-05-25,26.151941,-80.321429
220,NIKE_OWNED_STORE,19544417556,Nike Factory Store - Pembroke Pines,NORTH_AMERICA,Nike,The Shops at Pembroke Gardens,Pembroke Pines,FL,33027-1450,USA,2016-08-18,26.00232,-80.336404
41,NIKE_OWNED_STORE,17575652963,Nike Factory Store - Williamsburg  VA,NORTH_AMERICA,Nike,Williamsburg Premium Outlets,Williamsburg,VA,23188-1941,USA,1990-09-01,37.318265,-76.737637
405,NIKE_OWNED_STORE,18008066453,Nike Clearance Store - White Marsh,NORTH_AMERICA,Nike,8115A Honeygo Blvd.,Baltimore,MD,21236-8211,USA,2022-06-23,39.3709108,-76.4671984
185,NIKE_OWNED_STORE,13057168760,Nike Factory Store - Miami,NORTH_AMERICA,Nike,Dolphin Mall,Miami,FL,33172-6904,USA,2008-09-22,25.787419,-80.382766
66,NIKE_OWNED_STORE,13052487991,Nike Clearance Store - Florida City,NORTH_AMERICA,Nike,Florida Keys Premium Outlets,Florida City,FL,33034-3526,USA,1995-06-14,25.45236,-80.473683
469,NIKE_OWNED_STORE,19542376619,Nike Clearance Store - Dania Pointe,NORTH_AMERICA,Nike,166 Sunset Drive,Dania Beach,FL,33004-2153,USA,2022-12-08,26.0537874,-80.1612006
116,NIKE_OWNED_STORE,17173961040,Nike Factory Store - Lancaster,NORTH_AMERICA,Nike,Tanger Outlet Center - Lancaster,Lancaster,PA,17602-1467,USA,2003-05-16,40.025692,-76.220268
