store_code,sku,item_title,primary_image,primary_image_url,sales_size,sales_uom_description,final_price,retail_price,fun_tags,item_characteristics,category_hierarchy,name,store_number,drop,prod_cat,prod_cat_type,prod_cat_desc
199,005985,White Cheddar Popcorn,/content/dam/trjo/products/m21001/05985.png,/content/dam/trjo/products/m21001/05985.png,5.0,Oz,1.99,1.99,"Backpack Ready, Crack a Beer, Desk Drawer, Finger Food, Game Night, Midday Snacks, Picnic",Kosher,"Products > Food > Snacks & Sweets > Chips, Crackers & Crunchy Bites",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Chips, Crackers & Crunchy Bites"
199,050953,Honey Roasted Peanuts,/content/dam/trjo/products/m21003/50953.png,/content/dam/trjo/products/m21003/50953.png,1.0,Lb,3.49,3.49,"Crack a Beer, Desk Drawer, Finger Food, Game Night, Midday Snacks",Kosher,"Products > Food > Snacks & Sweets > Nuts, Dried Fruits, Seeds",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Nuts, Dried Fruits, Seeds"
199,093196,Potted Multi-Bloom Hydrangea,/content/dam/trjo/products/m4/93196.png,/content/dam/trjo/products/m4/93196.png,1.0,Each,10.99,10.99,"Alfresco Dining, Effortless Entertaining, Giftable",,Products > Flowers & Plants,Trader Joe's Chico ,199,Products , Flowers & Plants,,None
199,066005,Hydrangea in Self Hydrating Pot,/content/dam/trjo/products/m4/66005.png,/content/dam/trjo/products/m4/66005.png,1.0,Each,9.99,9.99,"Alfresco Dining, Effortless Entertaining, Giftable",,Products > Flowers & Plants,Trader Joe's Chico ,199,Products , Flowers & Plants,,None
199,064401,Guava Passion Fruit Greek Whole Milk Yogurt,/content/dam/trjo/products/m20303/64401.png,/content/dam/trjo/products/m20303/64401.png,5.3,Oz,0.99,0.99,"Alfresco Dining, Brunch All Day, Rise & Shine",Kosher,"Products > Food > Dairy & Eggs > Yogurt, etc.",Trader Joe's Chico ,199,Products , Food , Dairy & Eggs ," Yogurt, etc."
199,074573,Ginger Lemon Probiotic Sparkling Beverage,/content/dam/trjo/products/m305/74573.png,/content/dam/trjo/products/m305/74573.png,12.0,Fl Oz,1.99,1.99,"Alfresco Dining, Glass Half Full, Picnic, The ""X"" Factor",,Products > Beverages > Sodas & Mixers,Trader Joe's Chico ,199,Products , Beverages , Sodas & Mixers,None
199,074572,Tangerine Probiotic Sparkling Beverage,/content/dam/trjo/products/m305/74572.png,/content/dam/trjo/products/m305/74572.png,12.0,Fl Oz,1.99,1.99,"Alfresco Dining, Glass Half Full, Picnic, The ""X"" Factor",,Products > Beverages > Sodas & Mixers,Trader Joe's Chico ,199,Products , Beverages , Sodas & Mixers,None
199,079497,Organic Strawberry Lemonade,/content/dam/trjo/products/m301/79497.png,/content/dam/trjo/products/m301/79497.png,64.0,Fl Oz,3.99,3.99,"Alfresco Dining, Family Style, Glass Half Full, Heat Wave, Picnic",Organic,Products > Beverages > Juices & More,Trader Joe's Chico ,199,Products , Beverages , Juices & More,None
199,075234,Chiles Rellenos con Queso,/content/dam/trjo/products/m20602/75234.png,/content/dam/trjo/products/m20602/75234.png,14.4,Oz,5.99,5.99,"Crack a Beer, Dinner Hack, In Lieu of Pizza, Time-pressed",,Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,050784,Cowboy Caviar Salsa,/content/dam/trjo/products/m20403/50784.png,/content/dam/trjo/products/m20403/50784.png,13.0,Oz,3.49,3.49,"Alfresco Dining, Crack a Beer, Midday Snacks, Picnic, Pour It On",,"Products > Food > Dips, Sauces & Dressings > Salsa & Hot Sauce",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings ", Salsa & Hot Sauce
199,090083,Roasted & Salted Rosemary Marcona Almonds,/content/dam/trjo/products/m21003/90083.png,/content/dam/trjo/products/m21003/90083.png,6.0,Oz,5.99,5.99,"Alfresco Dining, Backpack Ready, Cheese Board, Desk Drawer, Pair With Wine",Kosher,"Products > Food > Snacks & Sweets > Nuts, Dried Fruits, Seeds",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Nuts, Dried Fruits, Seeds"
199,076125,Papas Rellenas,/content/dam/trjo/products/m20602/76125.png,/content/dam/trjo/products/m20602/76125.png,14.0,Oz,4.99,4.99,"Dinner Hack, Fry It Up, In Lieu of Pizza",,Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,097892,Glaze,/content/dam/trjo/products/m20405/97892.png,/content/dam/trjo/products/m20405/97892.png,8.45,Fl Oz,2.99,2.99,"Alfresco Dining, Cheese Board, Date Night, Feeling Fancy, Gild The Lily, Pour It On, The ""X"" Factor",,"Products > Food > Dips, Sauces & Dressings > Dressing & Seasoning",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings ", Dressing & Seasoning
199,076905,Sliced Uncured Pepperoni,/content/dam/trjo/products/m20801/76905.png,/content/dam/trjo/products/m20801/76905.png,5.0,Oz,3.99,3.99,"Alfresco Dining, Cheese Board, Crack a Beer, Family Style, Game Night",,"Products > Food > Meat, Seafood & Plant-based > Beef, Pork & Lamb",Trader Joe's Chico ,199,Products , Food ," Meat, Seafood & Plant-based "," Beef, Pork & Lamb"
199,075508,Unscented Deodorant,/content/dam/trjo/products/m502/75508.png,/content/dam/trjo/products/m502/75508.png,1.8,Oz,4.99,4.99,"Desk Drawer, Giftable, Heat Wave, The ""X"" Factor",,Products > Everything Else > For the Face & Body,Trader Joe's Chico ,199,Products , Everything Else , For the Face & Body,None
199,075249,Spicy Meat Pizza,/content/dam/trjo/products/m20602/75249.png,/content/dam/trjo/products/m20602/75249.png,18.34,Oz,5.99,5.99,"Alfresco Dining, Crack a Beer, Dinner Hack, Game Night, Mouth On Fire",,Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,078957,Daffodils Big Bunch - 20 Stems,/content/dam/trjo/products/m4/78957.png,/content/dam/trjo/products/m4/78957.png,1.0,Each,2.99,2.99,"Alfresco Dining, Giftable, Welcoming",,Products > Flowers & Plants,Trader Joe's Chico ,199,Products , Flowers & Plants,,None
199,045141,Dark Choclolate Covered Mini Pretzels,/content/dam/trjo/products/m21002/45141.png,/content/dam/trjo/products/m21002/45141.png,12.0,Oz,3.49,3.49,"Desk Drawer, Family Style, Finger Food, Treat Yourself",Kosher,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,035982,Milk Chocolate Covered Mini Pretzels,/content/dam/trjo/products/m21002/35982.png,/content/dam/trjo/products/m21002/35982.png,12.0,Oz,3.49,3.49,"Desk Drawer, Family Style, Finger Food, Game Night, Treat Yourself",Kosher,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,076570,Hold The Cone Tips,/content/dam/trjo/products/m21002/76570.png,/content/dam/trjo/products/m21002/76570.png,3.53,Oz,3.99,3.99,"Alfresco Dining, Desk Drawer, Family Style, Finger Food, Treat Yourself",,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,074368,Fair Trade Organic Breakfast Blend,/content/dam/trjo/products/m304/74368.png,/content/dam/trjo/products/m304/74368.png,12.0,Oz,8.99,8.99,"Alfresco Dining, Brunch All Day, Rise & Shine","Fair Trade, Organic, Kosher",Products > Beverages > Coffee & Tea,Trader Joe's Chico ,199,Products , Beverages , Coffee & Tea,None
199,074367,Fair Trade Organic Bolivian Blend,/content/dam/trjo/products/m304/74367.png,/content/dam/trjo/products/m304/74367.png,12.0,Oz,8.99,8.99,"Alfresco Dining, Brunch All Day, Rise & Shine","Fair Trade, Organic, Kosher",Products > Beverages > Coffee & Tea,Trader Joe's Chico ,199,Products , Beverages , Coffee & Tea,None
199,057186,Chocolate Hold the Cone! Mini Ice Cream Cones,/content/dam/trjo/products/m20604/57186.png,/content/dam/trjo/products/m20604/57186.png,7.9,Oz,3.99,3.99,"Alfresco Dining, Family Style, Finger Food, Midday Snacks, Treat Yourself",Kosher,Products > Food > From The Freezer > Cool Desserts,Trader Joe's Chico ,199,Products , Food , From The Freezer , Cool Desserts
199,070912,Lavender Hand Sanitizer Spray,/content/dam/trjo/products/m502/70912.png,/content/dam/trjo/products/m502/70912.png,2.0,Fl Oz,1.99,1.99,"Backpack Ready, Family Style, Giftable, Picnic, Yes!",,Products > Everything Else > For the Face & Body,Trader Joe's Chico ,199,Products , Everything Else , For the Face & Body,None
199,098265,4 Almond Croissants,/content/dam/trjo/products/m20604/98265.png,/content/dam/trjo/products/m20604/98265.png,12.0,Oz,5.49,5.49,"Alfresco Dining, Brunch All Day, Feeling Fancy, Let's Bake!, Rise & Shine",Kosher,Products > Food > From The Freezer > Cool Desserts,Trader Joe's Chico ,199,Products , Food , From The Freezer , Cool Desserts
199,091087,4 Chocolate Croissants,/content/dam/trjo/products/m20604/91087.png,/content/dam/trjo/products/m20604/91087.png,12.0,Oz,5.49,5.49,"Alfresco Dining, Brunch All Day, Feeling Fancy, Let's Bake!, Stuff of Dreams, Treat Yourself",Kosher,Products > Food > From The Freezer > Cool Desserts,Trader Joe's Chico ,199,Products , Food , From The Freezer , Cool Desserts
199,050378,Vegetable Bird's Nests,/content/dam/trjo/products/m20601/50378.png,/content/dam/trjo/products/m20601/50378.png,10.5,Oz,3.99,3.99,"Alfresco Dining, Effortless Entertaining, Fry It Up, Game Night, Midday Snacks, The ""X"" Factor",Vegan,Products > Food > From The Freezer > Appetizers,Trader Joe's Chico ,199,Products , Food , From The Freezer , Appetizers
199,054988,Steamed Chicken Soup Dumplings,/content/dam/trjo/products/m20602/54988.png,/content/dam/trjo/products/m20602/54988.png,6.0,Oz,3.49,3.49,"Chance of Rain, Cold Front, Dinner Hack, In Lieu of Pizza, Rain or Shine",,Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,054735,Organic Roasted Vegetable Pizza,/content/dam/trjo/products/m20602/54735.png,/content/dam/trjo/products/m20602/54735.png,16.08,Oz,4.99,4.99,"Alfresco Dining, Crack a Beer, Dinner Hack, Game Night, Rain or Shine","Organic, Vegetarian",Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,074137,Wild Caught Cod Fillets,/content/dam/trjo/products/m20803/74137.png,/content/dam/trjo/products/m20803/74137.png,1.0,Lb,10.99,10.99,"Alfresco Dining, Crack a Beer, Fry It Up, In Lieu of Pizza",,"Products > Food > Meat, Seafood & Plant-based > Fish & Seafood",Trader Joe's Chico ,199,Products , Food ," Meat, Seafood & Plant-based ", Fish & Seafood
199,075743,Joe's Os Cereal Bars,/content/dam/trjo/products/m20907/75743.png,/content/dam/trjo/products/m20907/75743.png,4.23,Oz,2.99,2.99,"Backpack Ready, Brunch All Day, Desk Drawer, Family Style, Finger Food, Midday Snacks, Rise & Shine",Kosher,Products > Food > For the Pantry > Cereals,Trader Joe's Chico ,199,Products , Food , For the Pantry , Cereals
199,076746,Brookie Caramel Candy Clusters,/content/dam/trjo/products/m21002/76746.png,/content/dam/trjo/products/m21002/76746.png,6.0,Oz,3.99,3.99,"Date Night, Desk Drawer, Finger Food, Gild The Lily, Treat Yourself",Kosher,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,076907,Glazed Chocolate Donut Holes,/content/dam/trjo/products/m20105/76907.png,/content/dam/trjo/products/m20105/76907.png,6.0,Oz,3.49,3.49,"Alfresco Dining, Brunch All Day, Family Style, Finger Food, Midday Snacks, Rise & Shine, Treat Yourself","Dairy Free, Gluten Free, Kosher",Products > Food > Bakery > Sweet Stuff,Trader Joe's Chico ,199,Products , Food , Bakery , Sweet Stuff
199,067010,Organic Non-Dairy Soy Beverage Unsweetened,/content/dam/trjo/products/m303/67010.png,/content/dam/trjo/products/m303/67010.png,32.0,Fl Oz,2.29,2.29,"Brunch All Day, Glass Half Full, Rise & Shine, The ""X"" Factor, Yes!","Dairy Free, Gluten Free, Organic, Vegan, Kosher",Products > Beverages > Non-Dairy Bev,Trader Joe's Chico ,199,Products , Beverages , Non-Dairy Bev,None
199,098652,World's Puffiest Sour Cream & Onion Corn Puffs,/content/dam/trjo/products/m21001/98652.png,/content/dam/trjo/products/m21001/98652.png,7.0,Oz,2.49,2.49,"Backpack Ready, Crack a Beer, Family Style, Finger Food, Game Night, Midday Snacks",Kosher,"Products > Food > Snacks & Sweets > Chips, Crackers & Crunchy Bites",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Chips, Crackers & Crunchy Bites"
199,077933,Piquant Popcorn,/content/dam/trjo/products/m21001/77933.png,/content/dam/trjo/products/m21001/77933.png,5.0,Oz,2.99,2.99,"Alfresco Dining, Backpack Ready, Cheese Board, Crack a Beer, Desk Drawer, Finger Food, Midday Snacks",,"Products > Food > Snacks & Sweets > Chips, Crackers & Crunchy Bites",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Chips, Crackers & Crunchy Bites"
199,076921,Vanilla Lip Mask,/content/dam/trjo/products/m502/76921.png,/content/dam/trjo/products/m502/76921.png,0.7,Oz,5.99,5.99,"Backpack Ready, Desk Drawer, Giftable, Treat Yourself",,Products > Everything Else > For the Face & Body,Trader Joe's Chico ,199,Products , Everything Else , For the Face & Body,None
199,075759,Spaghetti Carbonara,/content/dam/trjo/products/m20602/75759.png,/content/dam/trjo/products/m20602/75759.png,16.0,Oz,4.29,4.29,"Dinner Hack, Gild The Lily, In Lieu of Pizza, Pair With Wine",,Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,076348,Vegan Pepperoni,/content/dam/trjo/products/m20804/76348.png,/content/dam/trjo/products/m20804/76348.png,5.0,Oz,4.99,4.99,"Alfresco Dining, Crack a Beer, Feeling Adventurous, Game Night, Make It Meatless",Vegan,"Products > Food > Meat, Seafood & Plant-based > Plant-based Protein",Trader Joe's Chico ,199,Products , Food ," Meat, Seafood & Plant-based ", Plant-based Protein
199,077219,Organic Garlic Bread,/content/dam/trjo/products/m20102/77219.png,/content/dam/trjo/products/m20102/77219.png,12.0,Oz,3.99,3.99,"Alfresco Dining, Crack a Beer, Dinner Hack, Family Style, Game Night, Let's Bake!, Pair With Wine, Picnic",Organic,"Products > Food > Bakery > Loaves, Rolls, Buns",Trader Joe's Chico ,199,Products , Food , Bakery ," Loaves, Rolls, Buns"
199,044103,Yellow Cling Peach Halves,/content/dam/trjo/products/m20902/44103.png,/content/dam/trjo/products/m20902/44103.png,25.0,Oz,4.79,4.79,"Alfresco Dining, Brunch All Day, Feeling Fancy, Picnic, Rain or Shine",,"Products > Food > For the Pantry > Packaged Fish, Meat, Fruit & Veg",Trader Joe's Chico ,199,Products , Food , For the Pantry ," Packaged Fish, Meat, Fruit & Veg"
199,097915,Reduced Guilt Spinach & Kale Greek Yogurt Dip,/content/dam/trjo/products/m20404/97915.png,/content/dam/trjo/products/m20404/97915.png,16.0,Oz,4.49,4.49,"Alfresco Dining, Effortless Entertaining, Game Night, Heat Wave, Picnic",,"Products > Food > Dips, Sauces & Dressings > Dip/Spread",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings ", Dip/Spread
199,066015,Cauliflower Slims,/content/dam/trjo/products/m20502/66015.png,/content/dam/trjo/products/m20502/66015.png,4.5,Oz,3.99,3.99,"Alfresco Dining, Cut The Mustard, Feeling Adventurous, Midday Snacks, Picnic, The ""X"" Factor",Gluten Free,"Products > Food > Fresh Prepared Foods > Wraps, Burritos & Sandwiches",Trader Joe's Chico ,199,Products , Food , Fresh Prepared Foods ," Wraps, Burritos & Sandwiches"
199,076825,Mini Mochi Rice Nuggets,/content/dam/trjo/products/m21001/76825.png,/content/dam/trjo/products/m21001/76825.png,3.5,Oz,1.99,1.99,"Backpack Ready, Crack a Beer, Desk Drawer, Family Style, Finger Food, Midday Snacks",Gluten Free,"Products > Food > Snacks & Sweets > Chips, Crackers & Crunchy Bites",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Chips, Crackers & Crunchy Bites"
199,050752,Dolmas,/content/dam/trjo/products/m20902/50752.png,/content/dam/trjo/products/m20902/50752.png,9.86,Oz,3.49,3.49,"Alfresco Dining, Finger Food, Pair With Wine, Picnic",Vegan,"Products > Food > For the Pantry > Packaged Fish, Meat, Fruit & Veg",Trader Joe's Chico ,199,Products , Food , For the Pantry ," Packaged Fish, Meat, Fruit & Veg"
199,078576,French Vanilla Ice Cream,/content/dam/trjo/products/m20604/78576.png,/content/dam/trjo/products/m20604/78576.png,1.0,Qt,4.49,4.49,"Family Style, Heat Wave, Treat Yourself",Kosher,Products > Food > From The Freezer > Cool Desserts,Trader Joe's Chico ,199,Products , Food , From The Freezer , Cool Desserts
199,077083,French Roast Whole Bean Coffee,/content/dam/trjo/products/m304/77083.png,/content/dam/trjo/products/m304/77083.png,13.0,Oz,5.99,5.99,"Alfresco Dining, Brunch All Day, Rise & Shine",Kosher,Products > Beverages > Coffee & Tea,Trader Joe's Chico ,199,Products , Beverages , Coffee & Tea,None
199,090748,Finely Shredded Lite Mexican Style Cheese Blend,/content/dam/trjo/products/m20201/90748.png,/content/dam/trjo/products/m20201/90748.png,12.0,Oz,3.99,3.99,"Alfresco Dining, Family Style, Game Night, Picnic, Put An Egg On It, Rain or Shine",,"Products > Food > Cheese > Slices, Shreds, Crumbles",Trader Joe's Chico ,199,Products , Food , Cheese ," Slices, Shreds, Crumbles"
199,001610,Colossal Olives Stuffed with Garlic Cloves,/content/dam/trjo/products/m20902/01610.png,/content/dam/trjo/products/m20902/01610.png,16.0,Fl Oz,4.49,4.49,"Alfresco Dining, Cheese Board, Finger Food, Picnic",,"Products > Food > For the Pantry > Packaged Fish, Meat, Fruit & Veg",Trader Joe's Chico ,199,Products , Food , For the Pantry ," Packaged Fish, Meat, Fruit & Veg"
199,001488,Crunchy Peanut Butter Salted,/content/dam/trjo/products/m20903/01488.png,/content/dam/trjo/products/m20903/01488.png,16.0,Oz,2.49,2.49,"Alfresco Dining, Backpack Ready, Family Style, Rain or Shine",Kosher,Products > Food > For the Pantry > Nut Butters & Fruit Spreads,Trader Joe's Chico ,199,Products , Food , For the Pantry , Nut Butters & Fruit Spreads
199,093184,The Dark Chocolate Lover's Chocolate Bar,/content/dam/trjo/products/m21002/93184.png,/content/dam/trjo/products/m21002/93184.png,3.5,Oz,1.99,1.99,"Cheese Board, Desk Drawer, Treat Yourself",Kosher,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,016439,Brownie Truffle Baking Mix,/content/dam/trjo/products/m20905/16439.png,/content/dam/trjo/products/m20905/16439.png,16.0,Oz,3.79,3.79,"Family Style, Gild The Lily, Let's Bake!, Treat Yourself",Kosher,Products > Food > For the Pantry > For Baking & Cooking,Trader Joe's Chico ,199,Products , Food , For the Pantry , For Baking & Cooking
199,076117,Peppermint Multi-Purpose Castile Soap,/content/dam/trjo/products/m502/76117.png,/content/dam/trjo/products/m502/76117.png,16.0,Fl Oz,5.99,5.99,"Backpack Ready, Yes!",,Products > Everything Else > For the Face & Body,Trader Joe's Chico ,199,Products , Everything Else , For the Face & Body,None
199,075108,To The Power of Seven Red Organic Juice Beverage,/content/dam/trjo/products/m301/75108.png,/content/dam/trjo/products/m301/75108.png,33.8,Fl Oz,4.99,4.99,"Alfresco Dining, Family Style, Glass Half Full, Heat Wave, The ""X"" Factor","Organic, Kosher",Products > Beverages > Juices & More,Trader Joe's Chico ,199,Products , Beverages , Juices & More,None
199,077247,Thai Peanut Satay Sauce,/content/dam/trjo/products/m20405/77247.png,/content/dam/trjo/products/m20405/77247.png,8.1,Oz,2.29,2.29,"Dinner Hack, Feeling Adventurous, Pour It On",Vegan,"Products > Food > Dips, Sauces & Dressings > Dressing & Seasoning",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings ", Dressing & Seasoning
199,057824,Egg Salad,/content/dam/trjo/products/m20501/57824.png,/content/dam/trjo/products/m20501/57824.png,10.0,Oz,4.99,4.99,"Alfresco Dining, Brunch All Day, Cut The Mustard, Family Style, Picnic, Yes!",,"Products > Food > Fresh Prepared Foods > Salads, Soups & Sides",Trader Joe's Chico ,199,Products , Food , Fresh Prepared Foods ," Salads, Soups & Sides"
199,077923,Snickerdoodle Cookies,/content/dam/trjo/products/m20105/77923.png,/content/dam/trjo/products/m20105/77923.png,14.0,Oz,4.99,4.99,"Family Style, Treat Yourself, Welcoming",Kosher,Products > Food > Bakery > Sweet Stuff,Trader Joe's Chico ,199,Products , Food , Bakery , Sweet Stuff
199,168699,Lime Flavored Sparkling Water,/content/dam/trjo/products/m302/68699.png,/content/dam/trjo/products/m302/68699.png,12.0,Fl Oz,3.49,3.49,"Alfresco Dining, Glass Half Full, Picnic",Kosher,Products > Beverages > Water (Sparkling & Still),Trader Joe's Chico ,199,Products , Beverages , Water (Sparkling & Still),None
199,177620,Black Cherry Vanilla Sparkling Water,/content/dam/trjo/products/m302/77620.png,/content/dam/trjo/products/m302/77620.png,12.0,Fl Oz,3.49,3.49,"Alfresco Dining, Family Style, Glass Half Full, Picnic",Kosher,Products > Beverages > Water (Sparkling & Still),Trader Joe's Chico ,199,Products , Beverages , Water (Sparkling & Still),None
199,078137,Prosecco,/content/dam/trjo/products/m306/wine/78137.png,/content/dam/trjo/products/m306/wine/78137.png,750.0,mL,8.99,8.99,"A Long Finish, Bibulous, Date Night, Effortless Entertaining, Glass Half Full",,"Products > Beverages > Wine, Beer & Liquor",Trader Joe's Chico ,199,Products , Beverages ," Wine, Beer & Liquor",None
199,078032,Creamy Spinach & Artichoke Dip,/content/dam/trjo/products/m20601/78032.png,/content/dam/trjo/products/m20601/78032.png,8.8,Oz,3.79,3.79,"Alfresco Dining, Effortless Entertaining, Game Night, Picnic",,Products > Food > From The Freezer > Appetizers,Trader Joe's Chico ,199,Products , Food , From The Freezer , Appetizers
199,062841,Organic Cold Pressed Green Juice Beverage,/content/dam/trjo/products/m301/62841.png,/content/dam/trjo/products/m301/62841.png,32.0,Fl Oz,5.99,5.99,"Alfresco Dining, Glass Half Full, Heat Wave, Midday Snacks, Rise & Shine","Kosher, Organic",Products > Beverages > Juices & More,Trader Joe's Chico ,199,Products , Beverages , Juices & More,None
199,050631,Dark Chocolate Covered Cherries,/content/dam/trjo/products/m21002/50631.png,/content/dam/trjo/products/m21002/50631.png,12.0,Oz,5.99,5.99,"Date Night, Desk Drawer, Feeling Fancy, Treat Yourself",Kosher,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,050509,Sea Scallops,/content/dam/trjo/products/m20602/50509.png,/content/dam/trjo/products/m20602/50509.png,16.0,Oz,17.99,17.99,"Alfresco Dining, Date Night, Feeling Fancy, Fry It Up, In Lieu of Pizza, Pair With Wine",,Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,077841,Belhara Estate Malbec Single Vineyard 2021,/content/dam/trjo/products/m306/wine/77841.png,/content/dam/trjo/products/m306/wine/77841.png,750.0,mL,8.99,7.99,"Bibulous, Date Night, Glass Half Full",,"Products > Beverages > Wine, Beer & Liquor",Trader Joe's Chico ,199,Products , Beverages ," Wine, Beer & Liquor",None
199,077636,Aglio Olio Seasoning Blend,/content/dam/trjo/products/m20906/77636.png,/content/dam/trjo/products/m20906/77636.png,1.7,Oz,2.49,2.49,"Alfresco Dining, Family Style, Mouth On Fire, Pour It On, Stuff of Dreams",Kosher,Products > Food > For the Pantry > Spices,Trader Joe's Chico ,199,Products , Food , For the Pantry , Spices
199,077452,Jalapeño & Cream Cheese Crispy Wontons,/content/dam/trjo/products/m20601/77452.png,/content/dam/trjo/products/m20601/77452.png,7.5,Oz,4.99,4.99,"Effortless Entertaining, Finger Food, Game Night",,Products > Food > From The Freezer > Appetizers,Trader Joe's Chico ,199,Products , Food , From The Freezer , Appetizers
199,076298,Garlic Shiitake Green Beans,/content/dam/trjo/products/m20602/76298.png,/content/dam/trjo/products/m20602/76298.png,10.58,Oz,2.69,2.69,"Fry It Up, Rain or Shine",,Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,075514,Chocolate Almond Protein Smoothie Beverage,/content/dam/trjo/products/m303/75514.png,/content/dam/trjo/products/m303/75514.png,16.0,Fl Oz,3.49,3.49,"Backpack Ready, Rise & Shine, The ""X"" Factor","Dairy Free, Gluten Free, Kosher",Products > Beverages > Non-Dairy Bev,Trader Joe's Chico ,199,Products , Beverages , Non-Dairy Bev,None
199,092151,Spring Rolls with Tofu,/content/dam/trjo/products/m20503/92151.png,/content/dam/trjo/products/m20503/92151.png,7.0,Oz,5.49,5.49,"Alfresco Dining, Dinner Hack, Make It Meatless, Picnic",,Products > Food > Fresh Prepared Foods > Entrées & Center of Plate,Trader Joe's Chico ,199,Products , Food , Fresh Prepared Foods , Entrées & Center of Plate
199,090879,Spring Rolls with Shrimp,/content/dam/trjo/products/m20503/90879.png,/content/dam/trjo/products/m20503/90879.png,7.0,Oz,5.99,5.99,"Alfresco Dining, Dinner Hack, Picnic",,Products > Food > Fresh Prepared Foods > Entrées & Center of Plate,Trader Joe's Chico ,199,Products , Food , Fresh Prepared Foods , Entrées & Center of Plate
199,077629,A Handful of Tiny Dark Chocolate Covered Pretzels,/content/dam/trjo/products/m21002/77629.png,/content/dam/trjo/products/m21002/77629.png,2.5,Oz,0.99,0.99,"Backpack Ready, Desk Drawer, Finger Food, Midday Snacks, Treat Yourself",Kosher,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,076823,Brown Sugar Cardamom Buns,/content/dam/trjo/products/m20105/76823.png,/content/dam/trjo/products/m20105/76823.png,8.46,Oz,4.49,4.49,"Brunch All Day, Gild The Lily, Rise & Shine, Stuff of Dreams",,Products > Food > Bakery > Sweet Stuff,Trader Joe's Chico ,199,Products , Food , Bakery , Sweet Stuff
199,076560,Peanut Butter Flavored Baking Chips,/content/dam/trjo/products/m21002/76560.png,/content/dam/trjo/products/m21002/76560.png,10.0,Oz,2.99,2.99,"Family Style, Let's Bake!, Treat Yourself",Kosher,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,074953,Double Cream Brie,/content/dam/trjo/products/m20203/74953.png,/content/dam/trjo/products/m20203/74953.png,1.0,Lb,7.99,7.99,"Alfresco Dining, Cheese Board, Effortless Entertaining, Feeling Fancy, Picnic",Kosher,"Products > Food > Cheese > Wedges, Wheels, Loaves, Logs",Trader Joe's Chico ,199,Products , Food , Cheese ," Wedges, Wheels, Loaves, Logs"
199,073609,All Butter Shortbread Sandwich Cookies with Raspberry Filling,/content/dam/trjo/products/m21002/73609.png,/content/dam/trjo/products/m21002/73609.png,5.29,Oz,2.99,2.99,"Alfresco Dining, Desk Drawer, Feeling Fancy, Finger Food, Rain or Shine, Treat Yourself",,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
