oshpd_id,FAC_NO,FAC_NAME,FAC_STR_ADDR,FAC_CITY,FAC_ZIP,FAC_OPERATED_THIS_YR,FAC_OP_PER_BEGIN_DT,FAC_OP_PER_END_DT,FAC_PAR_CORP_NAME,LICENSE_NO,LICENSE_EFF_DATE,LICENSE_EXP_DATE,LICENSE_STATUS,FACILITY_LEVEL,TRAUMA_CTR,TEACH_HOSP,TEACH_RURAL,LONGITUDE,LATITUDE,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LA_COUNTY_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LIC_CAT,LICEE_TOC,PRIN_SERVICE_TYPE,MED_SURG_LIC_BEDS,PERINATAL_LIC_BEDS,PED_LIC_BEDS,IC_LIC_BEDS,CORONARY_CARE_LIC_BEDS,RESP_CARE_LIC_BEDS,BURN_LIC_BEDS,IC_NEWBORN_LIC_BEDS,REHAB_CTR_LIC_BEDS,GAC_SUBTOT_LIC_BEDS,CHEMDEP_RECOVERY_LIC_BEDS,PSYCH_LIC_BEDS,SN_LIC_BEDS,INTERC_LIC_BEDS,IC_DEV_DIS_LIC_BEDS,TOT_LIC_BEDS,GAC_CDRS_LIC_BEDS,ACUTE_PSYCH_LIC_BEDS,NEWBORN_NURSERY_BASSINETS,GEN_ACUTE_CARE_SN_SWING_BEDS,PSYCH_PATS_LOCKED_ON_1231,PSYCH_PATS_OPEN_ON_1231,PSYCH_PATS_TOT_BY_UNIT_ON_1231,PSYCH_PATS_0_TO_17_ON_1231,PSYCH_PATS_18_TO_64_ON_1231,PSYCH_PATS_65_AND_UP_ON_1231,PSYCH_PATS_TOT_BY_AGE_ON_1231,PSYCH_PATS_MED_TRAD_ON_1231,PSYCH_PATS_MED_MC_ON_1231,PSYCH_PATS_MED_CAL_TRAD_ON_1231,PSYCH_PATS_MED_CAL_MC_ON_1231,PSYCH_PATS_COUNTY_INDIGENT_PROG,PSYCH_PATS_3RD_PARTIES_TRAD,PSYCH_PATS_3RD_PARTIES_MC,PSYCH_PATS_SHORT_DOYLE,PSYCH_PATS_OTHER_INDIGENT,PSYCH_PATS_OTHER_PAYERS,PSYCH_PATS_TOT_BY_PAYOR,SHORT_DOYLE_SVCS_OFFERED,INPATIENT_HOSPICE_PROG_OFFERED,BED_CLASS_GEN_ACUTE_CARE_SERVICE,BED_CLASS_SN_HOSPICE_SERVICE,BED_CLASS_IC_HOSPICE_SERVICE,IP_PAL_CARE_PROG_OFFERED,OP_PAL_CARE_SERV_OFFERED,MED_SURG_LIC_BED_DAYS,PERINATAL_LIC_BED_DAYS,PED_LIC_BED_DAYS,IC_LIC_BED_DAYS,CORONARY_CARE_LIC_BED_DAYS,RESP_CARE_LIC_BED_DAYS,BURN_LIC_BED_DAYS,IC_NEWBORN_LIC_BED_DAYS,REHAB_CTR_LIC_BED_DAYS,GAC_SUBTOT_LIC_BED_DAYS,CHEMDEP_RECOVERY_LIC_BED_DAYS,PSYCH_LIC_BED_DAYS,SN_LIC_BED_DAYS,INTERC_LIC_BED_DAYS,IC_DEV_DIS_LIC_BED_DAYS,TOT_LIC_BED_DAYS,MED_SURG_DISCHARGES,PERINATAL_DISCHARGES,PED_DISCHARGES,IC_DISCHARGES,CORONARY_CARE_DISCHARGES,RESP_CARE_DISCHARGES,BURN_DISCHARGES,IC_NEWBORN_DISCHARGES,REHAB_CTR_DISCHARGES,GAC_SUBTOT_DISCHARGES,CHEMDEP_RECOVERY_DISCHARGES,PSYCH_DISCHARGES,SN_DISCHARGES,INTERC_DISCHARGES,IC_DEV_DIS_DISCHARGES,TOT_DISCHARGES,GAC_CDRS_DISCHARGES,ACUTE_PSYCH_DISCHARGES,NEWBORN_NURSERY_INFANTS,IC_INTRA_TRANSFERS,CORONARY_CARE_INTRA_TRANSFERS,RESP_CARE_INTRA_TRANSFERS,BURN_INTRA_TRANSFERS,IC_NEWBORN_INTRA_TRANSFERS,SN_INTRA_TRANSFERS,MED_SURG_CEN_DAYS,PERINATAL_CEN_DAYS,PED_CEN_DAYS,IC_CEN_DAYS,CORONARY_CARE_CEN_DAYS,RESP_CARE_CEN_DAYS,BURN_CEN_DAYS,IC_NEWBORN_CEN_DAYS,REHAB_CTR_CEN_DAYS,GAC_SUBTOT_CEN_DAYS,CHEMDEP_RECOV_CEN_DAYS,PSYCH_CEN_DAYS,SN_CEN_DAYS,INTERC_CEN_DAYS,IC_DEV_DIS_CEN_DAYS,TOT_CEN_DAYS,GAC_CDRS_CEN_DAYS,ACUTE_PSYCH_CEN_DAYS,NEWBORN_NURSERY_CEN_DAYS,MED_SURG_ALOS_CY,PERINATAL_ALOS_CY,PED_ALOS_CY,IC_ALOS_CY,CORONARY_CARE_ALOS_CY,RESP_CARE_ALOS_CY,BURN_ALOS_CY,IC_NEWBORN_ALOS_CY,REHAB_CTR_ALOS_CY,GAC_SUBTOT_ALOS_CY,CHEMDEP_RECOV_ALOS_CY,PSYCH_ALOS_CY,SN_ALOS_CY,INTERC_ALOS_CY,IC_DEV_DIS_ALOS_CY,TOT_ALOS_CY,GAC_CDRS_ALOS_CY,ACUTE_PSYCH_CDRS_ALOS_CY,MED_SURG_ALOS_PY,PERINATAL_ALOS_PY,PED_ALOS_PY,IC_ALOS_PY,CORONARY_CARE_ALOS_PY,RESP_CARE_ALOS_PY,BURN_ALOS_PY,IC_NEWBORN_ALOS_PY,REHAB_CTR_ALOS_PY,GAC_SUBTOT_ALOS_PY,CHEMDEP_RECOV_ALOS_PY,PSYCH_ALOS_PY,SN_ALOS_PY,INTERC_ALOS_PY,IC_DEV_DIS_ALOS_PY,TOT_ALOS_PY,GAC_CDRS_ALOS_PY,ACUTE_PSYCH_CDRS_ALOS_PY,EMSA_TRAUMA_DESIGNATION,LIC_ED_LEV_BEGIN,EMS_VISITS_NON_URGENT_TOT,EMS_VISITS_URGENT_TOT,EMS_VISITS_MODERATE_TOT,EMS_VISITS_SEVERE_TOT,EMS_VISITS_CRITICAL_TOT,EMS_VISITS_TOT,ED_STATIONS_ON_1231,NON_EMER_VISITS_IN_ED,LWOBS,ED_AMBULANCE_DIV_HOURS,ED_HR_DIV_JAN,ED_HR_DIV_FEB,ED_HR_DIV_MAR,ED_HR_DIV_APR,ED_HR_DIV_MAY,ED_HR_DIV_JUN,ED_HR_DIV_JUL,ED_HR_DIV_AUG,ED_HR_DIV_SEP,ED_HR_DIV_OCT,ED_HR_DIV_NOV,ED_HR_DIV_DEC,ED_HR_DIV_TOT,EMSA_TRAUMA_DESIGNATION_PED,LIC_ED_LEV_END,EMS_VISITS_NON_URGENT_ADMITTED,EMS_VISITS_URGENT_ADMITTED,EMS_VISITS_MODERATE_ADMITTED,EMS_VISITS_SEVERE_ADMITTED,EMS_VISITS_CRITICAL_ADMITTED,ADMITTED_FROM_ED_TOT,ER_TRAFFIC_TOT,INPATIENT_SURG_OPER,OUTPATIENT_SURG_OPER,INPAT_OPER_RM,OUTPAT_OPER_RM,INPAT_OUTPAT_OPER_RM,OPER_RM_TOT,OFFER_AMBULATORY_SURG_PROG,LIVE_BIRTHS_TOT,LIVE_BIRTHS_LT_2500GM,LIVE_BIRTHS_LT_1500GM,OFFER_ALTERNATE_BIRTH_PROG,LIVE_BIRTHS_IN_ALT_SETTING,LIVE_BIRTHS_C_SECTION,LIC_CARDIOLOGY_CARDIO_SURG_SVCS,CARDIO_OPER_RM,CARDIO_SURG_OPER_PED_BYPASS_USED,CARDIO_SURG_OPER_ADLT_BYPASSUSED,CARDIO_SURG_OPER_BYPASS_USED_TOT,CABG_SURG,CARD_CATH_LAB_RM,CARD_CATH_PED_IP_DIAG_VST,CARD_CATH_PED_OP_DIAG_VST,CARD_CATH_ADLT_IP_DIAG_VISITS,CARD_CATH_ADLT_OP_DIAG_VISITS,CARD_CATH_DIAG_VISITS_TOT,DIAG_CARD_CATH_PROC,MYOCARDIAL_BIOPSY,PERM_PACEMAKER_IMPLANT,OTH_PERM_PACEMAKER_PROC,IMPLANABLE_CARDIO_DEFIB_IMPLANT,OTH_PROCEDURES,PCI_WITH_STENT,PCI_WO_STENT,ATHERECTOMY,THROMBOLYTIC_AGENTS,PTBV,DIAG_ELECTROPHYSIOLOGY_EP,CATH_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTION,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATH_BASED_VENT_ASSIST_DEV_INS,ALL_OTHER_CATH_PROC,CATH_PROC_TOT,INPATIENT_SURG_OPER_RM_MINS,OUTPATIENT_SURG_OPER_RM_MINS,CARDIO_SURG_OPER_PED_NOBYPASS,CARDIO_SURG_OPER_ADULT_NOBYPASS,CARDIO_SURG_OPER_NOBYPASS_TOT,CARD_CATH_PED_IP_THER_VST,CARD_CATH_PED_OP_THER_VST,CARD_CATH_ADULT_IP_THER_VIS,CARD_CATH_ADULT_OUTPAT_THER_VIS,CARD_CATH_THER_VIS_TOT,INPATIENT_AVG_PER_SURGERY,OUTPATIENT_AVG_PER_SURGERY,FAC_ACQUIRE_EQUIP_OVER_500K,resp_stat,MSSA_DESIGNATION,MSSA_NAME,Include_State_hospital,ALTERNATE_SETTING_LDRP1,ALTERNATE_SETTING_LDR1,ED_AMBULANCE_DIV_HOURS1,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Comp,EMS_Standby,EMS_GAC_None,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,EMSA_EITHER,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_TOT,CRIT_TOT,UNK_ACUITY_NOT_ADM,UNK_ACUITY_ADM,UNKNOWN_SEV
106334068,106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,Yes,01/01/2018,12/31/2018,"Universal Health Services, Inc.",250000262,11/07/2018,11/06/2019,Open,Parent Facility,,No,No,-117.18488,33.55788,District 67,District 28,District 42,06065043206,131a,,12 - Inland Counties,Riverside,General Acute Care Hospital,Investor - Corporation,General Medical / Surgical,79,34,0,7,0,0,0,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,No,28835,12410,0,2555,0,0,0,0,0,43800,0,0,0,0,0,43800,4581,3203,0,171,0,0,0,0,0,7955,0,0,0,0,0,7955,0,0,3227,411,0,0,0,0,0,15222,7445,0,971,0,0,0,0,0,23638,0,0,0,0,0,23638,0,0,5374,3.3,2.3,,1.7,,,,,,3,,,,,,3,,,3.7,2.3,0,2.5,0,0,0,0,0,3.1,0,0,0,0,0,3.1,0,0,,Basic,3360,226,16332,16044,12824,48786,30,0,193,No,,,,,,,,,,,,,,,Basic,0,0,0,0,4164,4164,52950,2386,2036,2,0,4,6,Yes,3227,105,12,,0,215,Cardiac Catheterization Only,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,231927,195505,0,0,,0,0,0,0,,97.2,96,Yes,Respondent,Urban,LAKE ELSINORE/MURRIETA WEST/SEDCO HILLS/WILDOMAR,No,,,,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52950,3360,226,16332,16044,16988,0,0,0
106334457,106334457,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,47-915 OASIS STREET,INDIO,92201,Yes,01/01/2018,12/31/2018,Telecare Corporation,M02016056,08/05/2018,08/04/2020,Open,Parent Facility,,No,No,-116.22091,33.70085,District 56,District 28,District 36,06065045501,128,,12 - Inland Counties,Riverside,Psychiatric Health Facility,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,,0,16,0,0,0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,,0,5840,0,0,0,5840,,,,,,,,,,,,462,,,,462,,,,,,,,,,,,,,,,,,,,,4781,,,,4781,,,,,,,,,,,,,,,10.4,,,,10.4,,,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,5.4,0,0,,,0,0,0,0,0,0,,,,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respondent,Urban,ARABIA/COACHELLA/DESERT BEACH/FLOWING WELLS/INDIO SOUTH/LA QUINTA EAST/MECCA/OASIS/THERMAL,No,,,,1 - 49,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106334487,106334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,92555,Yes,01/01/2018,12/31/2018,,250000195,04/01/2018,03/31/2019,Open,Parent Facility,Level II & Level II - Ped,Yes,No,-117.19525,33.91187,District 61,District 31,District 41,06065048700,134,,12 - Inland Counties,Riverside,General Acute Care Hospital,City or County,General Medical / Surgical,225,40,21,44,0,0,0,32,0,362,0,77,0,0,0,439,0,0,38,0,65,,65,2,59,4,65,13,4,12,29,0,1,1,0,0,5,65,Yes,,,,,Yes,Yes,82125,14600,7665,16060,0,0,0,11680,0,132130,0,28105,0,0,0,160235,11584,2049,1027,690,,,,417,,15767,,2698,,,,18465,,,1376,2218,,,,97,,60128,5305,2499,9611,,,,6025,,83568,,25604,,,,109172,,,2904,5.2,2.6,2.4,3.3,,,,11.7,,5.3,,9.5,,,,5.9,,,5.1,2.8,2.3,3.2,0,0,0,11.5,0,5.3,0,9.1,0,0,0,5.9,0,0,Level II,Basic,5264,815,22098,16524,22403,67104,40,0,359,No,0,0,0,0,0,0,0,0,0,0,0,0,,Level II,Basic,27,0,18,57,10828,10930,78034,4225,4547,,,10,10,Yes,1630,136,51,,,481,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,582792,387734,0,0,,0,0,0,0,,137.9,85.3,Yes,Respondent,Urban,BANNING/BEAUMONT/CABIZON/CALIMESA/CHERRY VALLEY,No,,,,300 - 499,City or County,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,78034,0,0,0,5291,815,22116,16581,33231,0,0,0
106334533,106334533,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,70077 RAMON RD,RANCHO MIRAGE,92270,Yes,08/24/2018,12/31/2018,Vibra Healthcare,550004348,08/24/2018,08/23/2019,Open,Parent Facility,,No,No,-116.4221,33.81629,District 42,District 28,District 36,06065940600,129.4,,12 - Inland Counties,Riverside,General Acute Care Hospital,Investor - Partnership,Physical Rehabilitation,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6500,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,6500,125,,,,,,,,,125,,,,,,125,,,,,,,,,,1444,,,,,,,,,1444,,,,,,1444,,,,11.6,,,,,,,,,11.6,,,,,,11.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respondent,Urban,CATHEDRAL CITY SOUTHEAST/PALM DESERT NORTH/PALM SPRINGS SOUTH/RANCHO MIRAGE NORTH,No,,,,50 - 99,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106334564,106334564,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,92592,Yes,01/01/2018,12/31/2018,"Universal Health Services, Inc.",550002434,10/09/2018,10/08/2019,Open,Parent Facility,,No,No,-117.104802,33.479594,District 75,District 28,District 50,06065043222,131c,,12 - Inland Counties,Riverside,General Acute Care Hospital,Investor - Corporation,General Medical / Surgical,120,0,0,20,0,0,0,0,0,140,0,0,0,0,0,140,,,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,No,43800,0,0,7300,0,0,0,0,0,51100,0,0,0,0,0,51100,8712,0,0,268,0,0,0,0,0,8980,0,0,0,0,0,8980,0,0,0,1261,0,0,0,0,0,32723,0,0,3550,0,0,0,0,0,36273,0,0,0,0,0,36273,0,0,0,3.8,,,2.3,,,,,,4,,,,,,4,,,3.8,0,0,2.8,0,0,0,0,0,4.1,0,0,0,0,0,4.1,0,0,,Basic,1623,938,9133,12781,13625,38100,21,0,120,No,,,,,,,,,,,,,,,Basic,0,0,0,0,7563,7563,45663,2987,1256,0,0,7,7,Yes,1,0,0,,0,0,Cardiovascular Surgery Services,2,0,84,84,70,4,0,0,1411,635,2046,1620,7,126,114,123,35,94,9,28,4,0,46,55,364,833,4,14,19,0,3495,302742,114026,0,37,37,0,0,1215,234,1449,101.4,90.8,Yes,Respondent,Urban,TEMECULA SOUTH,No,,,,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45663,1623,938,9133,12781,21188,0,0,0
106334589,106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,92563,Yes,01/01/2018,12/31/2018,Loma Linda University Health,550001535,07/01/2018,03/04/2019,Open,Parent Facility,,No,No,-117.162448,33.612226,District 67,District 28,District 42,06065050700,131b,,12 - Inland Counties,Riverside,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,80,14,0,12,0,0,0,6,0,112,0,0,0,0,0,112,0,0,14,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,No,29200,5110,0,4380,0,0,0,2130,0,40820,0,0,0,0,0,40820,7054,1270,,436,,,,139,,8899,,,,,,8899,,,1111,1007,,,,,,26375,2746,,3371,,,,621,,33113,,,,,,33113,,,2294,3.7,2.2,,2.3,,,,4.5,,3.7,,,,,,3.7,,,3.5,2.3,0,2.6,0,0,0,0,0,3.6,0,0,0,0,0,3.6,0,0,,Basic,305,1074,5040,32448,5016,43883,19,0,1025,No,0,0,0,0,0,0,0,0,0,0,0,0,,,Basic,1,0,5,161,6500,6667,50550,2133,1327,0,0,6,6,,1177,11,1,,0,305,Cardiovascular Surgery Services,2,,,,,3,0,0,534,1319,1853,1688,0,82,36,41,19,860,112,19,0,4,5,18,231,38,0,18,34,34,3239,295770,124545,,,,0,0,526,860,1386,138.7,93.9,,Respondent,Urban,FRENCH VALLEY/MURRIETA EAST/TEMECULA/WINCHESTER,No,,,,100 - 149,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50550,306,1074,5045,32609,11516,0,0,0
106340913,106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,95825,Yes,01/01/2018,12/31/2018,Kaiser Foundation Hospitals,030000052,11/23/2018,11/22/2019,Open,Parent Facility,,No,No,-121.39232,38.60197,District 08,District 06,District 07,06067005601,139d,,02 - Golden Empire,Sacramento,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,253,0,0,25,9,0,0,0,0,287,0,0,0,0,0,287,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,Yes,Yes,92345,0,0,9125,3285,0,0,0,0,104755,0,0,0,0,0,104755,11555,0,0,665,0,0,0,0,0,12220,0,0,0,0,0,12220,0,0,0,2791,0,0,0,0,0,40653,0,0,9688,0,0,0,0,0,50341,0,0,0,0,0,50341,0,0,0,3.5,,,2.8,,,,,,4.1,,,,,,4.1,,,3.3,0,0,2.4,0,0,0,0,0,3.9,0,0,0,0,0,3.9,0,0,,Basic,23619,24435,18832,28687,12625,108198,36,0,63,No,0,0,0,0,0,0,0,0,0,0,0,0,,,Basic,10,7,55,881,7051,8004,116202,3395,14663,0,5,12,17,,0,0,0,,0,0,Cardiac Catheterization Only,0,0,0,,0,1,0,0,254,189,443,373,0,0,0,0,0,0,0,0,0,0,25,62,0,0,0,0,0,0,460,670052,1279130,0,0,,0,0,0,0,,197.4,87.2,Yes,Respondent,Urban,ARCADE/ARDEN/TOWN AND COUNTRY VILLAGE,No,,,,200 - 299,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116202,23629,24442,18887,29568,19676,0,0,0
106340947,106340947,MERCY GENERAL HOSPITAL,4001 J STREET,SACRAMENTO,95819,Yes,01/01/2018,12/31/2018,Dignity Health,030000062,12/31/2018,12/30/2019,Open,Parent Facility,,No,No,-121.45271,38.56955,District 07,District 06,District 06,06067001500,139i,,02 - Golden Empire,Sacramento,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,326,17,0,46,0,0,0,0,30,419,0,0,0,0,0,419,0,0,26,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,Yes,No,118990,6205,0,16790,0,0,0,0,10950,152935,0,0,0,0,0,152935,12574,1031,,310,,,,,555,14470,,,,,,14470,0,0,969,2225,,,,,,49507,2524,,9155,,,,,6484,67670,,,,,,67670,0,0,2027,3.9,2.4,,3.6,,,,,11.7,4.7,,,,,,4.7,,,3.8,2.4,0,3.3,0,0,0,0,13.1,4.6,0,0,0,0,0,4.6,0,0,,Basic,404,6316,12000,13127,6617,38464,20,0,471,Yes,0,0,0,11,0,0,0,0,0,0,0,2,13,,Basic,0,2,16,225,6775,7018,45482,4374,10514,3,8,7,18,Yes,915,60,28,,0,281,Cardiovascular Surgery Services,4,0,980,980,475,3,0,0,1307,1150,2457,1687,2,337,85,124,64,908,50,50,0,13,0,951,49,75,0,13,19,456,4883,906000,782220,0,421,421,0,0,1052,1164,2216,207.1,74.4,,Respondent,Urban,GREENHAVEN/LAND PARK/MIDTOWN/POCKET/RIVERSIDE/SUTTERVILLE,No,,,1,300 - 499,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45482,404,6318,12016,13352,13392,0,0,0
106340950,106340950,MERCY SAN JUAN HOSPITAL,6501 COYLE AVENUE,CARMICHAEL,95608,Yes,01/01/2018,12/31/2018,Dignity Health,030000063,12/31/2018,12/30/2019,Open,Parent Facility,Level II,No,No,-121.31261,38.66818,District 08,District 04,District 07,06067008134,139b,,02 - Golden Empire,Sacramento,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,248,32,8,45,11,0,0,26,0,370,0,0,0,0,0,370,0,0,60,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,Yes,No,90520,11680,2920,16425,4015,0,0,9490,0,135050,0,0,0,0,0,135050,15657,2224,632,1208,,,,357,,20078,,,,,,20078,0,0,1812,3290,,,,68,,64860,6102,1273,14147,,,,6721,,93103,,,,,,93103,0,0,3404,4.1,2.7,2,3.2,,,,15.8,,4.6,,,,,,4.6,,,4.3,2.8,1.9,3.2,0,0,0,21.1,0,4.9,0,0,0,0,0,4.9,0,0,Level II,Basic,7203,9197,16964,20706,10486,64556,31,0,719,No,0,0,0,0,0,0,0,0,0,0,0,0,,,Basic,9,18,48,1243,11841,13159,77715,4163,6337,1,2,10,13,,1946,368,229,,0,466,Cardiovascular Surgery Services,1,0,174,174,76,3,0,0,515,651,1166,912,5,221,101,41,33,316,39,18,3,3,0,0,582,382,25,25,24,254,2984,661080,501135,0,32,32,0,0,514,310,824,158.8,79.1,,Respondent,Urban,CARMICHAEL/FAIR OAKS/GOLD RIVER,No,,,,300 - 499,Non-Profit,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,77715,0,0,0,7212,9215,17012,21949,22327,0,0,0
106340951,106340951,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,95823,Yes,01/01/2018,12/31/2018,Dignity Health,030000064,12/31/2018,05/06/2019,Open,Parent Facility,,No,No,-121.41744,38.46416,District 09,District 06,District 06,06067009606,139h,,02 - Golden Empire,Sacramento,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,104,22,0,10,10,0,0,12,0,158,0,0,171,0,0,329,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Yes,No,37960,8030,0,3650,3650,0,0,4380,0,57670,0,0,62415,0,0,120085,7686,1555,,182,,,,167,,9590,,,2491,,,12081,0,0,1384,988,,,,36,,27603,3449,,3032,,,,1390,,35474,,,56703,,,92177,0,0,2645,3.6,2.2,,2.6,,,,6.8,,3.7,,,22.8,,,7.6,,,3.7,2.3,0,2.7,0,0,0,7.5,0,3.8,0,0,23,0,0,7.7,0,0,,Basic,1191,3856,22346,19363,8356,55112,29,0,15,No,,,,,,,,,,,,,,,Basic,2,1,16,104,6523,6646,61758,1897,3931,0,4,6,10,Yes,1454,180,96,,0,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244610,296775,,,,,,,,,128.9,75.5,,Respondent,Urban,ELK GROVE/LAGUNA/LAGUNA WEST/LAKESIDE,No,,,,300 - 499,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61758,1193,3857,22362,19467,14879,0,0,0
106341006,106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,95817,Yes,01/01/2018,12/31/2018,University of California - Regents - Office of the President,030000086,11/07/2018,04/07/2019,Open,Parent Facility,Level I & Level I - Ped,Yes,No,-121.45738,38.55438,District 07,District 06,District 06,06067001700,139f,,02 - Golden Empire,Sacramento,General Acute Care Hospital,University of California,General Medical / Surgical,349,32,40,116,8,0,12,49,19,625,0,0,0,0,0,625,0,0,10,0,,,,,,,,,,,,,,,,,,,,Yes,X,,,Yes,Yes,127385,11680,14600,42534,2920,0,4380,17885,6935,228319,0,0,0,0,0,228319,21550,2449,3081,6944,262,0,270,892,387,35835,,,,,,35835,,,1581,1277,262,0,238,292,,104153,6958,10712,32690,1882,0,4727,13768,5907,180797,,,,,,180797,,,1731,4.8,2.8,3.5,4,3.6,,9.3,11.6,15.3,5,,,,,,5,,,5,3.4,3.6,10.2,8.9,0,49.8,20.4,14.8,6.7,0,0,0,0,0,6.7,0,0,Level I,Comprehensive,5245,16502,34123,12245,12446,80561,66,18571,5711,No,0,0,0,0,0,0,0,0,0,0,0,0,,Level I,Comprehensive,66,256,3752,4231,13100,21405,101966,11497,12790,0,4,27,31,,1380,146,36,,0,499,Cardiovascular Surgery Services,3,60,223,283,92,5,18,25,608,731,1382,1339,23,126,45,89,51,480,35,89,0,63,20,212,87,285,12,29,24,781,3790,2334236,1166576,57,74,131,37,70,677,216,1000,203,91.2,Yes,Respondent,Urban,FLORIN/FRUITRIDGE/OAK PARK/PARKWAY/SOUTH SACRAMENTO,No,,,,500+,University,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,101966,0,0,0,0,5311,16758,37875,16476,25546,0,0,0
