store_id,store_no,longitude,latitude,address,city,state,zipcode,opened,timezone,tags,url
U1057,77,-87.82469303802871,42.44288889668663,2861 Sheridan Road,Zion,IL,60099,10/28/2021,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/il/zion/2861-sheridan-road
U1060,70,-93.27174246311188,45.13068275399648,8800 Springbrook Dr NW,Coon Rapids,MN,55433,12/07/2004,America/Chicago,"['Parking Lot', 'Delivery']",https://stores.aldi.us/mn/coon-rapids/8800-springbrook-dr-nw
U1672,59,-98.53889665226234,33.87852175091052,3121 Lawrence Rd.,Wichita Falls,TX,76308,8/11/2011,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/wichita-falls/3121-lawrence-rd
U2111,45,-96.11087679862976,33.102852988617165,6606 Wesley St,Greenville,TX,75402,12/10/2015,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/greenville/6606-wesley-st
U1002,62,-93.3922035,45.1649055,11620 Theatre Drive,Champlin,MN,55316,12/08/2003,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/mn/champlin/11620-theatre-drive
U0620,96,-87.88497358560562,42.567592052416934,6404 75th Street,Kenosha,WI,53142,12/05/1996,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/kenosha/6404-75th-street
U0902,44,-91.9327224,44.9130967,2505 Hils Court,Menomonie,WI,54751,11/07/2002,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/menomonie/2505-hils-court
U0705,11,-87.19194173812866,41.549591750120534,5761 U.S. Highway 6,Portage,IN,46368,11/16/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/portage/5761-u-s-highway-6
U0768,53,-91.4331450622285,44.77915067056086,3650 South Hastings Way,Eau Claire,WI,54701,11/09/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/eau-claire/3650-south-hastings-way
U2201,16,-93.16410772745645,45.15416826713355,10216 Lexington Ave NE,Blaine,MN,55014,12/10/2015,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/mn/blaine/10216-lexington-ave-ne
U2789,49,-88.26639192821213,42.992545001333625,2210 W Saint Paul Ave,Waukesha,WI,53188,2/7/2019,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/waukesha/2210-w-saint-paul-ave
U2909,108,-93.23640116693963,45.170533016477954,10985 Ulysses St NE,Blaine,MN,55434,2019-11-21,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/mn/blaine/10985-ulysses-st-ne
U0856,84,-88.8201263675508,43.47901624866187,1733 North Spring Street,Beaver Dam,WI,53916,5/16/2002,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/beaver-dam/1733-north-spring-street
U2451,7,-87.8772187827657,42.60525465455994,3524 57th Avenue,Kenosha,WI,53144,3/23/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/kenosha/3524-57th-avenue
U1147,86,-93.35290209220148,45.20586265961188,3410 Northdale Boulevard,Coon Rapids,MN,55448,11/30/2006,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/mn/coon-rapids/3410-northdale-boulevard
U4133,40,-87.08926766103349,41.46264482335451,2352 Morthland Dr,Valparaiso,IN,46385,02/23/2023,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/in/valparaiso/2352-morthland-dr
U2113,1,-96.9593853,33.2224758,26617 US Hwy 380 E,Providence Village,TX,76227,10/11/2018,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/providence-village/26617-us-hwy-380-e
U1061,71,-93.23285153726829,45.205866439174706,12913 Central Avenue NE,Blaine,MN,55434,12/13/2005,America/Chicago,"['Parking Lot', 'Delivery']",https://stores.aldi.us/mn/blaine/12913-central-avenue-ne
U2426,46,-92.53696310796929,45.09942926748958,1737 Dorset Lane,New Richmond,WI,54017,12/08/2016,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/new-richmond/1737-dorset-lane
U0823,59,-88.20190774044022,43.01312798590165,1663 Arcadian Avenue,Waukesha,WI,53186,10/04/2001,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/wi/waukesha/1663-arcadian-avenue
U2071,47,-96.73064789396676,33.151531446465654,8801 Stacy Rd,McKinney,TX,75070,6/30/2016,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/mckinney/8801-stacy-rd
U0991,36,-88.1061002612114,42.918985883534106,S69w15361 Janesville Rd,Muskego,WI,53150,11/06/2003,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/muskego/s69w15361-janesville-rd
U1976,44,-96.64500763558198,33.12811135419854,1730 North Greenville Ave,Allen,TX,75002,5/04/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/allen/1730-north-greenville-ave
U2795,20,-87.40663648404406,36.570930118280046,1570 Fort Campbell Blvd,Clarksville,TN,37042,4/01/2003,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tn/clarksville/1570-fort-campbell-blvd
U0554,30,-86.57622724771505,39.14712766922397,2035 S Liberty Dr,Bloomington,IN,47403,4/27/1995,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/bloomington/2035-s-liberty-dr
U1894,27,-93.8020637,45.2867026,9400 Cedar Street,Monticello,MN,55362,9/16/2021,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/mn/monticello/9400-cedar-street
U1008,17,-87.86606803536415,42.69687286099181,6925 Durand Avenue,Racine,WI,53406,11/17/2003,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/racine/6925-durand-avenue
U1676,15,-88.24036762879587,43.08452031832948,1201 George Towne Drive,Pewaukee,WI,53072,4/4/2019,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/pewaukee/1201-george-towne-drive
U1669,36,-96.8926511,33.1687703,2650 Little Elm Parkway,Little Elm,TX,75068,3/22/2012,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/little-elm/2650-little-elm-parkway
U4219,141,-93.566699,45.277263,8700 Parkview Ave NE,Otsego,MN,55330,10/25/2023,America/Chicago,['Parking Lot'],https://stores.aldi.us/mn/otsego/8700-parkview-ave-ne
U0835,37,-87.02518751901435,41.46884188705114,2906 Laporte Avenue,Valparaiso,IN,46383,11/19/2001,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/valparaiso/2906-laporte-avenue
U2444,94,-97.15569942096803,33.22887816561159,1317 Ector Street,Denton,TX,76201,9/14/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/denton/1317-ector-street
U1538,25,-96.80644738467312,33.136223319219425,6951 Preston Rd,Frisco,TX,75034,3/16/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/frisco/6951-preston-rd
U1500,18,-88.15569735008386,43.03521707878044,19555 W. Bluemound,Brookfield,WI,53045,12/08/2008,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/brookfield/19555-w-bluemound
U1750,37,-97.090446124339,33.20013801838214,1105 S Loop 288,Denton,TX,76205,5/30/2013,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/denton/1105-s-loop-288
U1295,5,-91.41995072364807,44.88665298826121,3064 Commercial Boulevard,Chippewa Falls,WI,54729,2/01/2008,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/chippewa-falls/3064-commercial-boulevard
U1688,73,-88.04911673069,42.967500878726355,4225 S. 108th Street,Greenfield,WI,53228,4/11/2019,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/greenfield/4225-s-108th-street
U2809,29,-86.49618685284806,39.16583993111155,2813 E 3rd St,Bloomington,IN,47401,8/22/2019,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/bloomington/2813-e-3rd-st
U2523,28,-86.51756998028716,38.8683064042819,908 Constitution Ave,Bedford,IN,47421,6/27/1991,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/in/bedford/908-constitution-ave
U2963,49,-87.03940025457898,41.61539135483215,750 Indian Boundary Rd.,Chesterton,IN,46304,10/14/2021,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/in/chesterton/750-indian-boundary-rd
U1205,92,-93.56343672440744,45.32711948344761,19620 Holt Street,Elk River,MN,55330,11/01/2007,America/Chicago,"['Parking Lot', 'Delivery']",https://stores.aldi.us/mn/elk-river/19620-holt-street
U1893,12,-92.99698233604431,45.2763360086149,289 12th Street SW,Forest Lake,MN,55025,7/31/2014,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/mn/forest-lake/289-12th-street-sw
U1171,10,-88.04475288095091,43.01107976773943,1712 S. 108th Street,West Allis,WI,53214,5/22/2006,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/wi/west-allis/1712-s-108th-street
U0650,28,-87.80118370414291,42.758021565584656,3110 Douglas Avenue,Racine,WI,53402,8/14/1997,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/wi/racine/3110-douglas-avenue
U0703,1,-87.9489174,42.9215143,6810 South 27th Street,Oak Creek,WI,53154,8/13/1998,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/oak-creek/6810-south-27th-street
U2080,87,-97.04985893744379,33.13060219863206,3851 FM 2181,Corinth,TX,76210,8/13/1998,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/corinth/3851-fm-2181
U2825,91,-87.91833731779099,42.90184871045876,410 W Drexel Avenue,Oak Creek,WI,53154,8/13/1998,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/oak-creek/410-w-drexel-avenue
U1228,23,-87.97244189522091,42.95888624046219,4615 W. Layton Avenue,Greenfield,WI,53220,3/03/2008,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/greenfield/4615-w-layton-avenue
U1823,24,-88.35018035270627,43.31671614504893,1589 E Sumner St,Hartford,WI,53027,9/01/2020,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/hartford/1589-e-sumner-st
U1671,46,-96.59270735233926,33.01188796805099,3463 W. FM 544,Wylie,TX,75098,2/02/2012,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/wylie/3463-w-fm-544
U1344,31,-96.69827923178673,33.029599452572114,2400 K Ave,Plano,TX,75074,4/21/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/plano/2400-k-ave
U1134,40,-87.98621198753608,42.987882048422186,5811 W. Oklahoma Avenue,Milwaukee,WI,53219,12/01/2005,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/wi/milwaukee/5811-w-oklahoma-avenue
U1568,11,-88.06469366715646,43.076123713676125,12120 W. Burleigh Street,Wauwatosa,WI,53222,10/28/2021,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/wi/wauwatosa/12120-w-burleigh-street
U2134,22,-96.8855848,33.0614654,6150 N Josey Lane,Lewisville,TX,75056,7/19/2018,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/lewisville/6150-n-josey-lane
U0198,50,-86.47294812285054,40.072788574773995,2465 North Lebanon St,Lebanon,IN,46052,6/18/1992,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/in/lebanon/2465-north-lebanon-st
U2348,49,-96.46550323992945,32.966402165930184,3251 N. Goliad Street,Rockwall,TX,75087,10/28/2018,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/rockwall/3251-n-goliad-street
U1670,40,-96.76860300107029,33.02815208844362,2220 Coit Rd.,Plano,TX,75075,9/08/2011,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/plano/2220-coit-rd
U1340,9,-87.86405906838354,42.90010690587194,3105 S. Chicago Avenue,South Milwaukee,WI,53172,12/03/2007,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/wi/south-milwaukee/3105-s-chicago-avenue
U2968,85,-87.9666846432005,43.011293857654984,1740 Miller Park Way,West Milwaukee,WI,53214,2019-10-31,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/west-milwaukee/1740-miller-park-way
U1004,67,-88.14340921165676,43.19301614817848,N96w18838 County Line Rd,Germantown,WI,53022,10/7/2021,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/germantown/n96w18838-county-line-rd
U0802,21,-86.47970728956807,40.278041169588626,2465 E. Wabash Street,Frankfort,IN,46041,9/17/2001,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/in/frankfort/2465-e-wabash-street
U0057,87,-87.95788407325745,43.01574034240432,1441 South 35th Street,Milwaukee,WI,53215,9/19/1991,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/milwaukee/1441-south-35th-street
U1617,88,-87.92957765751588,42.99524321603673,1325 W Cleveland Ave,Milwaukee,WI,53215,12/09/2010,America/Chicago,"['Parking Lot', 'Delivery']",https://stores.aldi.us/wi/milwaukee/1325-w-cleveland-ave
U0714,8,-89.81626734898782,44.38119591754861,1211 8th Street South,Wisconsin Rapids,WI,54494,11/05/2015,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/wisconsin-rapids/1211-8th-street-south
U0661,76,-87.99612700939178,43.09042218431597,6700 W. Capitol Drive,Milwaukee,WI,53216,10/30/1997,America/Chicago,"['Parking Lot', 'Delivery']",https://stores.aldi.us/wi/milwaukee/6700-w-capitol-drive
U3181,51,-86.38584709999999,39.8577176,406 E Northfield Dr,Brownsburg,IN,46112,11/30/2021,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/brownsburg/406-e-northfield-dr
U2864,25,-88.06569851059207,43.16367394126072,N80w12540 Leon Rd,Menomonee Falls,WI,53051,8/22/2019,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/menomonee-falls/n80w12540-leon-rd
U1709,55,-86.36765465140343,39.71490250109997,2382 E Main Street,Plainfield,IN,46168,10/05/2012,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/plainfield/2382-e-main-street
U1692,62,-97.03502655029303,33.042738350780645,1585 W. Main St.,Lewisville,TX,75067,10/11/2012,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/lewisville/1585-w-main-st
U1319,5,-96.854238,32.9959558,3632 Frankford Rd,Dallas,TX,75287,3/16/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/dallas/3632-frankford-rd
U1546,15,-96.90766225199334,32.99778961876876,3044 Old Denton Rd,Carrollton,TX,75007,5/13/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/carrollton/3044-old-denton-rd
U1343,34,-96.6965649,32.945759,1549 E. Beltline Road,Richardson,TX,75081,4/20/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/richardson/1549-e-beltline-road
U1347,56,-86.34992659091955,39.761157211580944,9779 E. US Hwy. 36,Avon,IN,46123,1/10/2008,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/avon/9779-e-us-hwy-36
U0418,73,-86.89301277806408,41.675575469131395,5102 Franklin Street,Michigan City,IN,46360,1/14/1993,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/michigan-city/5102-franklin-street
U1493,29,-96.65101870894432,32.93006155451923,1518 Buckingham Rd,Garland,TX,75042,5/12/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/garland/1518-buckingham-rd
U1212,14,-87.96564567361067,43.1142154119093,5301 N. Hopkins,Milwaukee,WI,53209,1/08/2007,America/Chicago,"['Parking Lot', 'Delivery']",https://stores.aldi.us/wi/milwaukee/5301-n-hopkins
U1411,32,-96.5683712,32.9064199,3500 Lakeview Pkwy,Rowlett,TX,75088,4/21/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/rowlett/3500-lakeview-pkwy
U1749,26,-96.47324189543724,32.885968431310516,3085 Ridge Road,Rockwall,TX,75032,2/14/2013,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/rockwall/3085-ridge-road
U2673,59,-88.5010673,34.914217,1825 South Harper Rd,Corinth,MS,38834,7/19/2018,America/Chicago,"['Parking Lot', 'Beer', 'Delivery']",https://stores.aldi.us/ms/corinth/1825-south-harper-rd
U0726,19,-87.90894806804663,43.08881224797757,225 East Capitol Drive,Milwaukee,WI,53212,12/21/1998,America/Chicago,"['Parking Lot', 'Delivery']",https://stores.aldi.us/wi/milwaukee/225-east-capitol-drive
U2340,16,-87.99302617658236,43.17822550212772,6720 W. Brown Deer Road,Brown Deer,WI,53223,12/21/1998,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/wi/brown-deer/6720-w-brown-deer-road
U1533,23,-96.8025715649128,32.932324053201995,13548 Preston Road,Dallas,TX,75240,7/13/2020,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/dallas/13548-preston-road
U1408,30,-96.7192205786705,32.91073002795428,9779 Forest Lane,Dallas,TX,75243,5/11/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/dallas/9779-forest-lane
U2879,42,-87.91374739269794,43.14194307638948,6825 N Port Washington Rd,Glendale,WI,53217,1/30/2020,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/glendale/6825-n-port-washington-rd
U1865,68,-97.21964836120611,33.01654008231252,1315 N. Hwy. 377,Roanoke,TX,76262,3/25/2014,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/roanoke/1315-n-hwy-377
U3120,77,-86.2710298,39.8026952,2502 Founders Square Dr.,Speedway,IN,46224,7/1/2021,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/speedway/2502-founders-square-dr
U0586,31,-88.18215832875467,43.40599077722186,1114 South Main Street,West Bend,WI,53095,8/15/1996,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/west-bend/1114-south-main-street
U1207,90,-94.22054261653291,45.54850540552279,256 2nd Street South,Waite Park,MN,56387,11/07/2009,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/mn/waite-park/256-2nd-street-south
U1364,54,-96.65196418762207,32.86472131706462,1601 Northwest Hwy,Garland,TX,75041,11/16/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/garland/1601-northwest-hwy
U1653,43,-96.87036958219164,32.90843113899143,3128 Forest Ln,Dallas,TX,75234,6/07/2012,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/dallas/3128-forest-ln
U1708,79,-86.247718334198,39.83586101791887,4470 Lafayette Road,Indianapolis,IN,46254,3/22/2018,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/indianapolis/4470-lafayette-road
U0992,24,-87.36201927827096,36.049268269907444,781 Hwy 46 S,Dickson,TN,37055,1/14/2004,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tn/dickson/781-hwy-46-s
U1035,20,-90.15931248664856,44.68974647682352,2107 North Peach Avenue,Marshfield,WI,54449,2/05/2004,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/marshfield/2107-north-peach-avenue
U2943,51,-86.73111788076969,41.6161432717304,199 Pine Lake Ave,LaPorte,IN,46350,11/10/22,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/laporte/199-pine-lake-ave
U2654,85,-86.23899583158004,39.94001020143081,10584 Workout Way,Carmel,IN,46032,12/13/2018,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/carmel/10584-workout-way
U1548,35,-96.7497476,32.8560052,5828 Abrams Road,Dallas,TX,75214,4/14/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/dallas/5828-abrams-road
U0870,72,-86.22212872670389,39.90727362856207,8404 Michigan Rd,Indianapolis,IN,46268,8/15/2002,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/in/indianapolis/8404-michigan-rd
U1356,16,-96.6365563,32.8133164,3635 Gus Thomasson Rd,Mesquite,TX,75150,3/17/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/mesquite/3635-gus-thomasson-rd
U4199,140,-94.19039255034923,45.59743782537051,32752 River Oaks Ln,Sartell,MN,56303,11/15/2023,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/mn/sartell/32752-river-oaks-ln
U2734,102,-93.60324805016795,45.57415677304284,1911 5th St N,Princeton,MN,55371,12/6/2018,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/mn/princeton/1911-5th-st-n
U1880,24,-96.44440308465576,32.75144029081979,895 N FM 548,Forney,TX,75126,6/29/2020,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/forney/895-n-fm-548
U1814,20,-86.15939185785572,39.61126147821986,300 S. State Road 135,Greenwood,IN,46142,6/29/2020,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/greenwood/300-s-state-road-135
U0685,13,-88.48652562729774,43.78288548072008,N6666 Rolling Meadows Drive,Fond du Lac,WI,54937,7/16/1998,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/fond-du-lac/n6666-rolling-meadows-drive
U1655,76,-86.14953875541693,39.72314221664985,2955 Madison Ave.,Indianapolis,IN,46225,7/16/1998,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/in/indianapolis/2955-madison-ave
U1863,67,-97.19122499227524,32.908680899829314,8537 Davis Blvd,North Richland Hills,TX,76182,8/21/2014,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/north-richland-hills/8537-davis-blvd
U2628,93,-97.272841,32.930901,5129 Golden Triangle Blvd,Ft. Worth,TX,76244,2/18/2021,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/ft.-worth/5129-golden-triangle-blvd
U1551,43,-87.92467628582415,43.321823867596095,1120 N. Port Washington Rd.,Grafton,WI,53024,10/22/2020,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/wi/grafton/1120-n-port-washington-rd
U1545,58,-96.99126094579697,32.846047046159626,2926 N Beltline Rd,Irving,TX,75062,4/13/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/irving/2926-n-beltline-rd
U1349,27,-86.30978357729816,40.7563625713376,4129 E. Market Street,Logansport,IN,46947,11/17/2008,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/in/logansport/4129-e-market-street
U1410,42,-96.77544346670402,32.794334498829656,4120 Gaston Ave,Dallas,TX,75246,4/13/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/tx/dallas/4120-gaston-ave
U1808,17,-93.19812655448914,45.57382785998194,160 Balsam Street. N.,Cambridge,MN,55008,6/26/2020,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/mn/cambridge/160-balsam-street-n
U1461,20,-96.6811865337296,32.76178917855481,2926 S Buckner Blvd,Dallas,TX,75227,5/11/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/dallas/2926-s-buckner-blvd
U2661,86,-86.1353448981476,39.91404395698684,1440 E 86th St,Indianapolis,IN,46240,8/16/2018,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/indianapolis/1440-e-86th-st
U0659,75,-86.12108319997793,39.84866654417174,5235 N. Keystone Ave,Indianapolis,IN,46220,12/11/1997,America/Indiana/Indianapolis,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/in/indianapolis/5235-n-keystone-ave
U1634,66,-96.93548610548783,32.81154366996984,912 E. Irving Boulevard,Irving,TX,75060,4/14/2011,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/tx/irving/912-e-irving-boulevard
