notice_date,effective_date,received_date,company,city,employees,layoff_closure
10/29/2018,01/02/2019,10/31/2018,Marvell Semiconductor Inc.,Santa Clara,Santa Clara,11,Layoff Permanent
10/31/2018,12/31/2018,10/31/2018,"Ahtna Support & Training Services, LLC",Fort Irwin,San Bernardino,53,Layoff Permanent
10/31/2018,01/02/2019,10/31/2018,Raytheon,Los Angeles,Los Angeles,21,Closure Permanent
10/31/2018,12/31/2018,11/01/2018,SMK-LINK Electronics Corporation,Camarillo,Ventura County,17,Closure Permanent
11/01/2018,12/31/2018,11/01/2018,Merkle Group Inc.,Burbank,Los Angeles,82,Layoff Permanent
11/01/2018,12/31/2018,11/01/2018,"Safariland, LLC",Ontario,San Bernardino,158,Layoff Permanent
10/31/2018,09/24/2018,11/02/2018,"Achaogen, Inc.",South San,San Mateo County,83,Layoff Permanent
11/01/2018,11/01/2018,11/02/2018,"Polycom, Inc.",Tracy,San Joaquin,20,Closure Permanent
11/01/2018,12/31/2018,11/02/2018,"Driessen Aircraft Interiors Systems USA, Inc.",Huntington,Orange County,60,Closure Permanent
11/02/2018,12/31/2018,11/02/2018,"E2 Consulting Engineers, Inc.",Emeryville,Alameda County,162,Layoff Permanent
11/05/2018,01/03/2019,11/05/2018,"Lowes Companies, Inc.",Irvine,Orange County,248,Closure Permanent
11/05/2018,01/03/2019,11/05/2018,"Lowes Companies, Inc.",San Jose,Santa Clara,139,Closure Permanent
11/05/2018,01/03/2019,11/05/2018,"Lowes Companies, Inc.",South San,San Mateo County,119,Closure Permanent
10/29/2018,12/31/2018,11/06/2018,"DGA, Inc. dba Pro-Form Laboratories",Benicia,Solano County,188,Layoff Permanent
11/01/2018,01/15/2019,11/06/2018,"West Coast Berry Farms, LLC",Salinas,Monterey County,465,Layoff Permanent
11/02/2018,11/05/2018,11/06/2018,"Cisco Systems, Inc.",Milpitas,Santa Clara,57,Layoff Permanent
11/02/2018,11/05/2018,11/06/2018,"Cisco Systems, Inc.",San Jose,Santa Clara,405,Layoff Permanent
11/05/2018,12/14/2018,11/06/2018,International Paper Company,San Leandro,Alameda County,36,Closure Permanent
11/02/2018,12/31/2018,11/07/2018,"RH US, LLC",Corte Madera,Marin County,81,Layoff Unknown at this time
11/02/2018,01/04/2019,11/08/2018,"APL Logistics Limited, Inc.",Fontana,San Bernardino,96,Closure Permanent
11/05/2018,01/02/2019,11/08/2018,"Defy Media, LLC",Beverly Hills,Los Angeles,90,Closure Permanent
11/07/2018,01/08/2019,11/08/2018,Broadcom Inc.,Santa Clara,Santa Clara,119,Layoff Permanent
10/22/2018,01/11/2019,11/09/2018,Adventist Health Feather River,Paradise,Butte County,11,Layoff Permanent
11/09/2018,02/15/2019,11/09/2018,"Universal Electronics, Inc.",Santa Ana,Orange County,38,Layoff Permanent
11/09/2018,02/18/2019,11/09/2018,Pfizer Inc.,South San,San Mateo County,100,Closure Unknown at this time
11/01/2018,01/07/2019,11/13/2018,North American Services Inc. dba Command,Simi Valley,Ventura County,26,Closure Permanent
11/09/2018,12/31/2018,11/13/2018,Bank of the West,San Ramon,Contra Costa,50,Layoff Permanent
11/12/2018,01/04/2019,11/13/2018,"Achaogen, Inc.",South San,San Mateo County,85,Layoff Permanent
11/12/2018,01/05/2019,11/13/2018,Associa-Professional Community Management of,Banning,Riverside County,99,Layoff Permanent
11/07/2018,03/08/2019,11/14/2018,"DI Overnite, LLC",Cerritos,Los Angeles,77,Layoff Permanent
11/07/2018,03/08/2019,11/14/2018,"DI Overnite, LLC",Culver City,Los Angeles,19,Layoff Permanent
11/07/2018,03/08/2019,11/14/2018,"DI Overnite, LLC",Fresno,Fresno County,11,Layoff Permanent
11/07/2018,03/08/2019,11/14/2018,"DI Overnite, LLC",Los Angeles,Los Angeles,58,Layoff Permanent
11/07/2018,03/08/2019,11/14/2018,"DI Overnite, LLC",San Diego,San Diego County,65,Layoff Permanent
11/07/2018,03/08/2019,11/14/2018,"DI Overnite, LLC",San Jose,Santa Clara,34,Layoff Permanent
11/07/2018,03/08/2019,11/14/2018,"DI Overnite, LLC",San Leandro,Alameda County,48,Layoff Permanent
11/07/2018,03/08/2019,11/14/2018,"DI Overnite, LLC",San Luis Obispo,San Luis Obispo,18,Layoff Permanent
11/07/2018,03/08/2019,11/14/2018,"DI Overnite, LLC",Tustin,Orange County,23,Layoff Permanent
11/07/2018,03/08/2019,11/14/2018,"DI Overnite, LLC",West,Yolo County,31,Layoff Permanent
11/14/2018,01/13/2019,11/14/2018,"Production Resource Group, LLC and Full",Glendale,Los Angeles,339,Layoff Permanent
11/14/2018,01/14/2019,11/14/2018,"Randstad Inhouse Services, LLC",San Jose,Santa Clara,170,Layoff Permanent
10/29/2018,12/28/2018,11/15/2018,"Source Broadband Services, LLC",Chino,San Bernardino,31,Layoff Permanent
10/29/2018,12/28/2018,11/15/2018,"Source Broadband Services, LLC",Lakeside,San Diego County,13,Layoff Permanent
11/08/2018,01/31/2019,11/15/2018,"Sears, Roebuck and Co.",Santa Barbara,Santa Barbara,6,Closure Permanent
11/08/2018,01/31/2019,11/15/2018,"Sears, Roebuck and Co.",Santa Barbara,Santa Barbara,66,Closure Permanent
11/14/2018,01/14/2018,11/15/2018,CEVA Logistics,San Jose,Santa Clara,197,Closure Permanent
11/15/2018,01/14/2019,11/16/2018,Retech Systems LLC,Ukiah,Mendocino County,30,Layoff Permanent
05/23/2017,07/28/2017,11/19/2018,Warner Music Inc.,Burbank,Los Angeles,58,Layoff Permanent
11/15/2018,12/28/2018,11/19/2018,"Madhouse Entertainment, LLC",Los Angeles,Los Angeles,8,Closure Permanent
11/15/2018,11/16/2018,11/20/2018,Kraft Heinz Foods Company,Fullerton,Orange County,248,Closure Permanent
11/20/2018,01/20/2019,11/20/2018,"Ovations Fanfare, L.P. dba Spectra Food",Oakland,Alameda County,763,Closure Permanent
11/20/2018,01/31/2019,11/21/2018,"Yosemite Meat Company, Inc.",Modesto,Stanislaus County,188,Closure Permanent
11/26/2018,12/31/2018,11/29/2018,"Transdev Services, Inc.",Palo Alto,Santa Clara,85,Layoff Unknown at this time
11/26/2018,02/01/2019,11/29/2018,"Rockwell Collins, Inc.",Irvine,Orange County,19,Closure Permanent
11/28/2018,11/28/2018,11/29/2018,"American Addiction Centers, Inc.",Santa Monica,Los Angeles,4,Closure Permanent
11/28/2018,01/27/2019,11/29/2018,"Nationstar Mortgage, LLC dba Mr. Cooper",Santa Ana,Orange County,109,Layoff Permanent
11/30/2018,01/31/2019,11/29/2018,Tobi.com LLC,South San,San Mateo County,62,Closure Permanent
11/14/2018,01/14/2019,11/30/2018,"Pacific Southwest Containers, LLC",Chatsworth,Los Angeles,12,Closure Permanent
11/21/2018,01/23/2019,11/30/2018,Boeing Company,Huntington,Orange County,10,Layoff Unknown at this time
11/21/2018,07/01/2019,11/30/2018,"Kinder Morgan, Inc.",Orange,Orange County,76,Closure Permanent
11/28/2018,01/31/2019,11/30/2018,Murrieta YMCA,Murrieta,Riverside County,49,Closure Permanent
11/21/2018,01/26/2019,12/04/2018,Baked in the Sun,Vista,San Diego County,211,Closure Permanent
11/28/2018,01/29/2019,12/04/2018,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles,58,Layoff Permanent
12/29/2018,02/01/2019,12/04/2018,"Lippert Components, Inc.",Los Angeles,Los Angeles,56,Closure Permanent
11/29/2018,12/19/2018,12/05/2018,"Genentech, Inc.",South San,San Mateo County,83,Layoff Permanent
11/29/2018,01/29/2019,12/05/2018,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles,10,Layoff Permanent
11/30/2018,01/31/2019,12/05/2018,WWL Vehicle Services Americas,Wilmington,Los Angeles,136,Layoff Permanent
12/03/2018,08/31/2019,12/06/2018,"Cohu, Inc. and Everett Charles Technologies,",Fontana,San Bernardino,80,Closure Permanent
12/04/2018,12/04/2018,12/06/2018,"Fullscreen, Inc.",Los Angeles,Los Angeles,91,Layoff Permanent
12/04/2018,12/04/2018,12/06/2018,TSI Semiconductors America,Roseville,Placer County,241,Layoff Permanent
12/04/2018,02/04/2019,12/06/2018,First American Title Insurance Company,Santa Ana,Orange County,116,Layoff Permanent
11/02/2018,01/04/2019,12/07/2018,Ace Beverage LLC,Los Angeles,Los Angeles,80,Layoff Permanent
11/02/2018,01/04/2019,12/07/2018,Mission Beverage Co.,Los Angeles,Los Angeles,200,Layoff Permanent
11/30/2018,01/31/2019,12/07/2018,HMSHost,Oakland,Alameda County,204,Layoff Permanent
12/06/2018,11/26/2018,12/07/2018,Best Food Produce Inc.,San Francisco,San Francisco,4,Closure Permanent
12/06/2018,11/26/2018,12/07/2018,Kum Luen Corp,San Francisco,San Francisco,4,Closure Permanent
12/06/2018,02/06/2019,12/07/2018,Qualcomm Incorporated,San Diego,San Diego County,125,Layoff Unknown at this time
12/06/2018,03/08/2019,12/07/2018,"Halcore Group, Inc. dba Leader Emergency",South El Monte,Los Angeles,95,Closure Unknown at this time
12/07/2018,02/08/2019,12/07/2018,"Interviewing Service of America, LLC",Lancaster,Los Angeles,58,Closure Permanent
12/07/2018,02/06/2019,12/10/2018,"BARD Associates, LLC",Torrance,Los Angeles,76,Layoff Permanent
12/07/2018,02/08/2019,12/10/2018,The Sacramento Bee,Sacramento,Sacramento,30,Layoff Permanent
12/10/2018,02/04/2019,12/10/2018,"Renovate America, Inc.",San Diego,San Diego County,71,Layoff Permanent
12/06/2018,02/08/2019,12/11/2018,Solaris Paper,Santa Fe,Los Angeles,32,Closure Permanent
11/28/2018,01/28/2019,12/12/2018,Honeywell Aerospace,Garden Grove,Orange County,70,Closure Permanent
12/10/2018,12/10/2018,12/12/2018,Infinera Corporation,Sunnyvale,Santa Clara,53,Layoff Permanent
12/10/2018,02/08/2019,12/12/2018,Tahoe Club Employee Company,Truckee,Nevada County,277,Closure Permanent
12/04/2018,11/11/2018,12/13/2018,Bridgeview Bank Mortgage Company,Irvine,Orange County,24,Layoff Permanent
12/04/2018,11/11/2018,12/13/2018,Bridgeview Bank Mortgage Company,San Diego,San Diego County,19,Layoff Permanent
12/11/2018,12/21/2018,12/13/2018,Atria Paradise,Paradise,Butte County,67,Closure Permanent
12/14/2018,02/17/2019,12/14/2018,TGI Fridays,City of Industry,Los Angeles,46,Closure Permanent
12/04/2018,02/02/2019,12/17/2018,Aisle 1,Galt,Sacramento,28,Layoff Unknown at this time
12/04/2018,02/02/2019,12/17/2018,Aisle 1,South Lake,El Dorado County,19,Layoff Unknown at this time
12/07/2018,01/20/2019,12/17/2018,Abercrombie & Fitch,Rolling Hills,Los Angeles,17,Closure Permanent
12/13/2018,02/10/2019,12/17/2018,Instacart,Cupertino,Santa Clara,8,Closure Permanent
12/13/2018,02/10/2019,12/17/2018,Instacart,Los Angeles,Los Angeles,56,Closure Permanent
12/04/2018,02/02/2019,12/18/2018,Aisle 1,Alameda,Alameda County,7,Layoff Unknown at this time
12/04/2018,02/02/2019,12/18/2018,Aisle 1,Modesto,Stanislaus County,7,Layoff Unknown at this time
12/04/2018,02/02/2019,12/18/2018,Aisle 1,Stockton,San Joaquin,8,Layoff Unknown at this time
12/04/2018,02/02/2019,12/18/2018,Aisle 1,Woodland,Yolo County,5,Layoff Unknown at this time
12/17/2018,02/15/2019,12/18/2018,"TreeHouse Private Brands, Inc.",Visalia,Tulare County,243,Closure Permanent
12/07/2018,12/07/2018,12/19/2018,Daybreak Game Company,San Diego,San Diego County,25,Layoff Permanent
12/14/2018,02/12/2019,12/20/2018,Silver Lake Medical Center,Los Angeles,Los Angeles,573,Layoff Permanent
12/14/2018,02/12/2019,12/20/2018,Silver Lake Medical Center,Rosemead,Los Angeles,254,Layoff Permanent
12/17/2018,02/18/2019,12/20/2018,"OpenX Technologies, Inc.",Pasadena,Los Angeles,124,Layoff Permanent
12/14/2018,02/28/2019,12/21/2018,Spectra Laboratories,Milpitas,Santa Clara,46,Layoff Permanent
12/19/2018,12/28/2018,12/21/2018,Legendary Baking of California LLC,Santa Ana,Orange County,75,Layoff Permanent
12/19/2018,02/20/2019,12/21/2018,"CardioDx, Inc.",Redwood City,San Mateo County,110,Layoff Permanent
12/17/2018,02/15/2019,12/26/2018,Ace Beverage LLC,Los Angeles,Los Angeles,50,Layoff Permanent
12/26/2018,02/28/2019,12/27/2018,Alamillo Rebar Inc.,Benicia,Solano County,74,Closure Permanent
12/27/2018,02/28/2019,12/27/2018,"Account Control Technology, Inc.",Bakersfield,Kern County,88,Layoff Permanent
12/28/2018,02/15/2019,12/28/2018,Golden Shore Medical Group,Long Beach,Los Angeles,52,Closure Permanent
12/28/2018,02/15/2019,12/28/2018,Golden Shore Medical Group,Moreno Valley,Riverside County,41,Closure Permanent
12/28/2018,02/15/2019,12/28/2018,Golden Shore Medical Group,Ontario,San Bernardino,75,Closure Permanent
12/28/2018,02/15/2019,12/28/2018,Golden Shore Medical Group,Pomona,Los Angeles,13,Closure Permanent
12/28/2018,02/15/2019,12/28/2018,Golden Shore Medical Group,Sacramento,Sacramento,77,Closure Permanent
12/28/2018,02/15/2019,12/28/2018,Golden Shore Medical Group,Wilmington,Los Angeles,8,Closure Permanent
12/28/2018,02/28/2019,12/31/2018,"Verity Health System of California, Inc.",Gilroy,Santa Clara,493,Layoff Permanent
12/28/2018,02/28/2019,12/31/2018,"Verity Health System of California, Inc.",San Jose,Santa Clara,1326,Layoff Permanent
01/03/2019,01/03/2019,01/03/2019,Finance of America Holdings LLC,Roseville,Placer County,33,Closure Permanent
01/07/2019,03/08/2019,01/08/2019,"Theravance Biopharma US, Inc.",Los Angeles,Los Angeles,1,Layoff Permanent
01/07/2019,03/08/2019,01/08/2019,"Theravance Biopharma US, Inc.",South San,San Mateo County,49,Layoff Permanent
03/20/2018,05/25/2018,01/09/2019,"Johanson Dielectrics, Inc.",Sylmar,Los Angeles,153,Layoff Permanent
01/09/2019,03/11/2019,01/10/2019,United Parcel Service General Services Co.,Visalia,Tulare County,63,Closure Permanent
01/01/2019,03/14/2019,01/11/2019,"McCain Foods, Inc.",Colton,San Bernardino,100,Closure Permanent
01/10/2019,03/10/2019,01/11/2019,First American Title Insurance Company,Santa Ana,Orange County,2,Layoff Permanent
01/10/2019,03/11/2019,01/11/2019,"BlackRock, Inc.",San Francisco,San Francisco,79,Layoff Permanent
01/11/2019,03/12/2019,01/14/2019,"Space Exploration Technologies, Corp.",Hawthorne,Los Angeles,577,Layoff Permanent
01/11/2019,03/13/2019,01/14/2019,Best Buy,La Mesa,San Diego County,74,Closure Permanent
12/27/2018,03/24/2019,01/15/2019,Kmart Corporation,Burbank,Los Angeles,89,Closure Permanent
12/27/2018,03/24/2019,01/15/2019,Kmart Corporation,Stockton,San Joaquin,77,Closure Permanent
01/16/2019,03/17/2019,01/16/2019,"Owens Corning Insulating Systems, LLC",Santa Clara,Santa Clara,60,Layoff Permanent
06/21/2018,08/19/2018,01/17/2019,Wells Fargo,Irvine,Orange County,198,Closure Unknown at this time
01/14/2019,03/15/2019,01/17/2019,"Seeo, Inc.",Hayward,Alameda County,45,Closure Permanent
01/14/2019,03/30/2019,01/17/2019,"TIDI Products, LLC",Arcadia,Los Angeles,55,Closure Permanent
01/10/2019,03/15/2019,01/22/2019,Chariot Transit Inc.,San Francisco,San Francisco,383,Closure Permanent
01/15/2019,03/16/2019,01/22/2019,"Machinima, Inc.",Burbank,Los Angeles,52,Layoff Permanent
01/16/2019,03/30/2019,01/22/2019,Weatherby Inc. Legal Office,Redding,Shasta County,1,Closure Permanent
01/18/2019,03/19/2019,01/22/2019,Merck Sharp & Dohme Corp.,Palo Alto,Santa Clara,20,Closure Permanent
01/18/2019,03/31/2019,01/22/2019,Sodexo,Los Angeles,Los Angeles,59,Closure Permanent
01/08/2019,03/09/2019,01/23/2019,"Wag Labs, Inc.",Los Angeles,Los Angeles,38,Closure Permanent
01/11/2019,03/12/2019,01/23/2019,"Tokyo Table Holdings, LLC",Alhambra,Los Angeles,33,Closure Permanent
01/15/2019,03/16/2019,01/23/2019,"Machinima NU, LLC",Burbank,Los Angeles,29,Closure Permanent
01/18/2019,03/17/2019,01/23/2019,Cerner Corporation,Paradise,Butte County,42,Layoff Permanent
01/21/2019,03/31/2019,01/23/2019,Schneider Logistics Transloading And,Fontana,San Bernardino,51,Layoff Permanent
01/21/2019,03/31/2019,01/23/2019,Schneider Logistics Transloading And,Mira Loma,Riverside County,461,Layoff Permanent
01/15/2019,10/15/2019,01/24/2019,Carlisle Interconnect Technologies,El Segundo,Los Angeles,255,Closure Permanent
01/15/2019,10/15/2019,01/24/2019,Carlisle Interconnect Technologies,Riverside,Riverside County,83,Closure Permanent
01/18/2019,03/22/2019,01/24/2019,"TrueCar, Inc.",San Francisco,San Francisco,1,Layoff Permanent
01/18/2019,03/22/2019,01/24/2019,"TrueCar, Inc.",Santa Monica,Los Angeles,34,Layoff Permanent
01/08/2019,02/05/2019,01/25/2019,Adventist Health Feather River,Paradise,Butte County,1331,Closure Temporary
01/17/2019,01/18/2019,01/25/2019,"Gymboree Group, Inc.",San Francisco,San Francisco,355,Layoff Permanent
01/23/2019,03/29/2019,01/25/2019,"Cengage Learning, Inc.",San Francisco,San Francisco,182,Closure Permanent
01/17/2019,03/18/2019,01/28/2019,Sears Holdings Management Corporation,San Francisco,San Francisco,44,Layoff Permanent
01/18/2019,03/19/2019,01/28/2019,"Verity Health System of California, Inc.",San Jose,Santa Clara,20,Layoff Permanent
01/18/2019,03/20/2019,01/28/2019,Macy's,Sunnyvale,Santa Clara,86,Closure Permanent
01/24/2019,03/25/2019,01/28/2019,Oath Inc.,San Francisco,San Francisco,36,Layoff Permanent
01/24/2019,03/25/2019,01/28/2019,Oath Inc.,San Francisco,San Francisco,4,Layoff Permanent
01/24/2019,03/25/2019,01/28/2019,Oath Inc.,Sunnyvale,Santa Clara,67,Layoff Permanent
01/24/2019,08/31/2019,01/28/2019,Corelle Brands LLC,Mira Loma,Riverside County,204,Closure Permanent
11/01/2018,10/24/2018,01/29/2019,"Invuity, Inc.",San Francisco,San Francisco,81,Layoff Permanent
01/24/2019,02/06/2019,01/29/2019,Symantec Corporation,Mountain View,Santa Clara,13,Layoff Permanent
01/24/2019,02/15/2019,01/29/2019,Symantec Corporation,San Francisco,San Francisco,1,Layoff Permanent
01/24/2019,03/22/2019,01/29/2019,Wells Fargo,San Francisco,San Francisco,56,Layoff Unknown at this time
01/24/2019,03/26/2019,01/29/2019,AT&T,El Segundo,Los Angeles,5,Layoff Permanent
01/24/2019,03/26/2019,01/29/2019,AT&T,San Ramon,Contra Costa,3,Layoff Permanent
01/24/2019,03/29/2019,01/29/2019,"Genentech, Inc. and Genentech USA, Inc.",South San,San Mateo County,67,Layoff Permanent
01/25/2019,03/29/2019,01/29/2019,AT&T,El Segundo,Los Angeles,70,Layoff Permanent
01/24/2019,03/18/2019,01/30/2019,"XPO Logistics Worldwide, Inc.",Rialto,San Bernardino,126,Closure Permanent
01/25/2019,03/25/2019,01/30/2019,Jacobs Technology Inc.,Edwards,Kern County,134,Layoff Permanent
01/25/2019,03/31/2019,01/30/2019,Verity Medical Foundation,San Jose,Santa Clara,200,Closure Permanent
01/28/2019,03/29/2019,01/30/2019,Collins Aerospace,Chula Vista,San Diego County,66,Layoff Unknown at this time
01/28/2019,04/01/2019,01/30/2019,Smartrise Engineering,Sacramento,Sacramento,31,Closure Permanent
01/29/2019,03/28/2019,01/30/2019,GAT Airline Ground Support Inc.,San Francisco,San Francisco,15,Layoff Permanent
01/29/2019,03/31/2019,01/30/2019,"Buzzfeed, Inc.",Los Angeles,Los Angeles,76,Layoff Permanent
01/29/2019,03/31/2019,01/30/2019,"Buzzfeed, Inc.",San Francisco,San Francisco,3,Layoff Permanent
01/29/2019,04/05/2019,01/30/2019,"VMware, Inc.",Palo Alto,Santa Clara,126,Layoff Permanent
01/18/2019,03/19/2019,02/01/2019,Verity Medical Foundation,Murrieta,Riverside County,4,Layoff Permanent
01/18/2019,03/19/2019,02/01/2019,Verity Medical Foundation,Orange,Orange County,51,Layoff Permanent
01/25/2019,03/31/2019,02/01/2019,Verity Medical Foundation,Redwood City,San Mateo County,36,Layoff Permanent
01/25/2019,03/31/2019,02/01/2019,Verity Medical Foundation,San Francisco,San Francisco,6,Layoff Permanent
01/25/2019,03/31/2019,02/01/2019,Verity Medical Foundation,San Jose,Santa Clara,4,Layoff Permanent
01/30/2019,03/31/2019,02/01/2019,"Cardinal Aluminum Company, dba Designer",Gardena,Los Angeles,4,Closure Permanent
01/30/2019,03/31/2019,02/01/2019,Wesco Aircraft Hardware Corp.,Valencia,Los Angeles,217,Closure Unknown at this time
01/31/2019,04/01/2019,02/01/2019,"Kern Radiology Imaging Systems, Inc.",Bakersfield,Kern County,173,Layoff Unknown at this time
09/14/2018,11/16/2018,02/04/2019,"United Language Group, Inc.",Burbank,Los Angeles,98,Closure Permanent
01/18/2019,03/19/2019,02/04/2019,"Verity Health System of California, Inc.",San Jose,Santa Clara,32,Layoff Permanent
01/29/2019,03/23/2019,02/04/2019,Adventist Health Simi Valley,Simi Valley,Ventura County,23,Layoff Permanent
01/30/2019,04/02/2019,02/04/2019,"RBIII Associates, Inc. dba Teamwork Athletic",San Marcos,San Diego County,90,Layoff Permanent
01/31/2019,04/07/2019,02/04/2019,TGI Friday's,San Diego,San Diego County,36,Closure Permanent
01/25/2019,03/26/2019,02/05/2019,"Gymboree Group, Inc.",San Francisco,San Francisco,69,Layoff Permanent
01/29/2019,05/13/2019,02/05/2019,Bank of America,Simi Valley,Ventura County,124,Layoff Permanent
02/04/2019,04/05/2019,02/05/2019,"Charlotte Russe, Inc.",Ontario,San Bernardino,87,Closure Permanent
02/04/2019,04/05/2019,02/05/2019,"Charlotte Russe, Inc.",San Diego,San Diego County,85,Closure Permanent
01/30/2019,03/31/2019,02/06/2019,Eagle Business Performance Services,Bellflower,Los Angeles,211,Layoff Permanent
01/30/2019,03/31/2019,02/06/2019,Eagle Business Performance Services,Long Beach,Los Angeles,38,Layoff Permanent
01/30/2019,03/31/2019,02/06/2019,Eagle Business Performance Services,Los Alamitos,Orange County,6,Layoff Permanent
01/30/2019,03/31/2019,02/06/2019,Eagle Business Performance Services,South Gate,Los Angeles,31,Layoff Permanent
02/04/2019,04/05/2019,02/06/2019,"Charlotte Russe, Inc.",San Francisco,San Francisco,161,Closure Permanent
02/05/2019,04/05/2019,02/06/2019,"M&C Hotel Interest, Inc.",Los Angeles,Los Angeles,30,Layoff Permanent
02/05/2019,06/28/2019,02/06/2019,California Regional Logistic Center,Temecula,Riverside County,24,Closure Permanent
02/05/2019,08/31/2019,02/06/2019,Deckers Outdoor Corporation,Camarillo,Ventura County,99,Closure Permanent
02/01/2019,04/08/2019,02/07/2019,Provident Bank Mortgage,Atascadero,San Luis Obispo,10,Closure Permanent
02/01/2019,04/08/2019,02/07/2019,Provident Bank Mortgage,Brea,Orange County,7,Closure Permanent
02/01/2019,04/08/2019,02/07/2019,Provident Bank Mortgage,Carlsbad,San Diego County,9,Closure Permanent
02/01/2019,04/08/2019,02/07/2019,Provident Bank Mortgage,Glendora,Los Angeles,5,Closure Permanent
02/01/2019,04/08/2019,02/07/2019,Provident Bank Mortgage,Riverside,Riverside County,83,Closure Permanent
02/06/2019,03/18/2019,02/07/2019,"Newport Diversified, Inc.",Santa Fe,Los Angeles,69,Layoff Temporary
02/06/2019,04/07/2019,02/07/2019,"Molina Healthcare, Inc.",Long Beach,Los Angeles,169,Layoff Permanent
02/01/2019,04/08/2019,02/08/2019,Provident Bank Mortgage,Pleasanton,Alameda County,12,Closure Permanent
02/01/2019,04/08/2019,02/08/2019,Provident Bank Mortgage,Rancho,San Bernardino,4,Closure Permanent
02/01/2019,04/08/2019,02/08/2019,Provident Bank Mortgage,Roseville,Placer County,3,Closure Permanent
02/07/2019,04/08/2019,02/08/2019,"Verengo, Inc.",Cerritos,Los Angeles,47,Closure Permanent
01/24/2019,03/25/2019,02/11/2019,"Gymboree Group, Inc.",Dixon,Solano County,356,Layoff Permanent
02/06/2019,04/09/2019,02/11/2019,Fidelity National Home Warranty Company,Santa Rosa,Sonoma County,20,Layoff Permanent
02/07/2019,04/15/2019,02/12/2019,"The Ritz-Carlton, Lake Tahoe",Truckee,Nevada County,244,Closure Temporary
02/12/2019,04/15/2019,02/12/2019,Janssen,Vacaville,Solano County,49,Closure Permanent
02/06/2019,04/30/2019,02/13/2019,"Schenker, Inc.",Moreno Valley,Riverside County,510,Closure Unknown at this time
02/12/2019,04/08/2019,02/13/2019,Adventist Health Tehachapi Valley,Tehachapi,Kern County,1,Layoff Permanent
02/12/2019,04/13/2019,02/13/2019,Bericap LLC,Ontario,San Bernardino,30,Closure Permanent
02/13/2019,02/13/2019,02/13/2019,eBay Inc.,Rancho Cordova,Sacramento,1,Layoff Permanent
02/13/2019,02/13/2019,02/13/2019,eBay Inc.,San Francisco,San Francisco,15,Layoff Permanent
02/13/2019,02/13/2019,02/13/2019,eBay Inc.,San Jose,Santa Clara,118,Layoff Permanent
02/06/2019,04/08/2019,02/14/2019,PrimeLink Solutions LLC,Burlingame,San Mateo County,6,Closure Permanent
02/12/2019,04/13/2019,02/15/2019,"Blizzard Entertainment, Inc.",Irvine,Orange County,209,Layoff Permanent
02/14/2019,04/14/2019,02/15/2019,TGI Friday's,El Cajon,San Diego County,48,Closure Permanent
01/18/2019,03/19/2019,02/19/2019,"Verity Health System of California, Inc.",Daly City,San Mateo County,19,Layoff Permanent
02/15/2019,04/16/2019,02/19/2019,Apple Inc.,Santa Clara,Santa Clara,190,Layoff Permanent
02/12/2019,04/16/2019,02/20/2019,Bunn-O-Matic Corporation,Cerritos,Los Angeles,20,Closure Permanent
02/13/2019,04/12/2019,02/20/2019,Spectrum Pharmaceuticals,Irvine,Orange County,40,Layoff Permanent
02/14/2019,04/14/2019,02/20/2019,CEVA Logistics,Hayward,Alameda County,269,Closure Permanent
02/14/2019,04/14/2019,02/20/2019,CEVA Logistics,Newark,Alameda County,116,Closure Permanent
02/15/2019,04/16/2019,02/20/2019,"Verity Health System of California, Inc.",Daly City,San Mateo County,1,Layoff Permanent
02/15/2019,04/16/2019,02/20/2019,"Verity Health System of California, Inc.",El Segundo,Los Angeles,5,Layoff Permanent
02/15/2019,04/16/2019,02/20/2019,"Verity Health System of California, Inc.",Los Angeles,Los Angeles,6,Layoff Permanent
02/15/2019,04/16/2019,02/20/2019,"Verity Health System of California, Inc.",Lynwood,Los Angeles,2,Layoff Permanent
02/15/2019,04/16/2019,02/20/2019,"Verity Health System of California, Inc.",San Jose,Santa Clara,2,Layoff Permanent
02/19/2019,04/20/2019,02/20/2019,Adventist Health Tehachapi Valley,Tehachapi,Kern County,1,Layoff Permanent
02/20/2019,04/22/2019,02/20/2019,"Under Armour, Inc.",Rialto,San Bernardino,111,Layoff Permanent
02/15/2019,04/22/2019,02/21/2019,"The Robert Allen Duralee Group, Inc.",San Francisco,San Francisco,4,Closure Permanent
02/15/2019,04/22/2019,02/21/2019,"The Robert Allen Duralee Group, Inc.",West Hollywood,Los Angeles,7,Closure Permanent
02/20/2019,04/20/2019,02/21/2019,"Gymboree Group, Inc.",San Francisco,San Francisco,38,Layoff Permanent
02/15/2019,04/19/2019,02/22/2019,Boeing Company,Huntington,Orange County,17,Layoff Unknown at this time
02/22/2019,02/22/2019,02/22/2019,"Riverbed Technology, Inc.",San Francisco,San Francisco,31,Layoff Permanent
02/22/2019,02/22/2019,02/22/2019,"Riverbed Technology, Inc.",Sunnyvale,Santa Clara,31,Layoff Permanent
02/15/2019,04/16/2019,02/25/2019,"Verity Health System of California, Inc.",Daly City,San Mateo County,3,Layoff Permanent
02/15/2019,04/16/2019,02/25/2019,"Verity Health System of California, Inc.",El Segundo,Los Angeles,2,Layoff Permanent
