notice_date,effective_date,received_date,company,city,employees,layoff_closure
09/29/2015,1  0  / 1  4  / 2  0  15,1  0  / 1  4  / 2  0  15,"TTM Technologies, Inc.",Milpitas,175,Closure Unknown at this time
10/01/2015,1  2  / 0  1  / 2  0  15,1  0  / 1  4  / 2  0  15,Zenith Education Group,Santa Ana,48,Layoff Permanent
10/12/2015,1  2  / 1  1  / 2  0  15,1  0  / 1  4  / 2  0  15,"Rockwell Collins, Inc.",Poway,29,Layoff Permanent
10/12/2015,1  2  / 1  3  / 2  0  15,1  0  / 1  4  / 2  0  15,"Twitter, Inc.",San Francisco,240,Layoff Permanent
10/14/2015,1  2  / 1  9  / 2  0  15,1  0  / 1  4  / 2  0  15,GENCO,Eastvale,68,Layoff Permanent
10/01/2015,1  1  / 3  0  / 2  0  15,1  0  / 1  5  / 2  0  15,Boeing Company,Long Beach,1,Layoff Unknown at this time
10/09/2015,1  2  / 1  1  / 2  0  15,1  0  / 1  5  / 2  0  15,Boeing Company,El Segundo,109,Layoff Unknown at this time
10/09/2015,1  2  / 1  1  / 2  0  15,1  0  / 1  5  / 2  0  15,Boeing Company,Huntington Beach,76,Layoff Unknown at this time
10/09/2015,1  2  / 1  1  / 2  0  15,1  0  / 1  5  / 2  0  15,Boeing Company,Long Beach,36,Layoff Unknown at this time
10/15/2015,1  2  / 1  5  / 2  0  15,1  0  / 1  6  / 2  0  15,Danmer Custom Shutters,Van Nuys,70,Layoff Permanent
10/16/2015,1  2  / 1  5  / 2  0  15,1  0  / 1  6  / 2  0  15,"Marvell Semiconductor, Inc.",Aliso Viejo,9,Layoff Permanent
10/16/2015,1  2  / 1  5  / 2  0  15,1  0  / 1  6  / 2  0  15,"Marvell Semiconductor, Inc.",Santa Clara,12,Layoff Permanent
10/16/2015,1  2  / 1  8  / 2  0  15,1  0  / 1  6  / 2  0  15,"Bridgepoint Education, Inc.",San Diego,4,Layoff Permanent
10/15/2015,1  0  / 0  2  / 2  0  15,1  0  / 1  9  / 2  0  15,Hewlett-Packard Company,Palo Alto,65,Layoff Permanent
10/15/2015,1  2  / 2  2  / 2  0  15,1  0  / 1  9  / 2  0  15,"PCM, Inc.",Laguna Woods,968,Layoff Permanent
09/29/2015,1  2  / 3  1  / 2  0  15,1  0  / 2  0  / 2  0  15,"DD Traders, Inc.",San Francisco,18,Layoff Permanent
10/19/2015,1  2  / 2  0  / 2  0  15,1  0  / 2  0  / 2  0  15,Tra Vigne,Saint Helena,136,Closure Permanent
10/20/2015,0  1  / 0  1  / 2  0  16,1  0  / 2  1  / 2  0  15,City Winery Napa,Napa,37,Closure Permanent
10/20/2015,1  2  / 2  1  / 2  0  15,1  0  / 2  1  / 2  0  15,XOMA (US) LLC,Berkeley,13,Layoff Permanent
10/21/2015,1  2  / 2  0  / 2  0  15,1  0  / 2  1  / 2  0  15,Microsoft Corporation,San Diego,4,Closure Unknown at this time
10/15/2015,1  2  / 1  5  / 2  0  15,1  0  / 2  2  / 2  0  15,Hersha Hospitality Management LP,Los Angeles,71,Closure Temporary
10/20/2015,1  0  / 2  3  / 2  0  15,1  0  / 2  2  / 2  0  15,"Halliburton Energy Services, Inc.",Bakersfield,6,Layoff Permanent
10/21/2015,1  0  / 2  3  / 2  0  15,1  0  / 2  2  / 2  0  15,"Fresh & Easy, LLC",Riverside,806,Closure Permanent
10/21/2015,1  0  / 2  3  / 2  0  15,1  0  / 2  2  / 2  0  15,"Fresh & Easy, LLC",Torrance,106,Closure Permanent
10/21/2015,1  2  / 2  0  / 2  0  15,1  0  / 2  2  / 2  0  15,Wells Fargo,Santa Ana,65,Closure Unknown at this time
10/22/2015,1  2  / 2  1  / 2  0  15,1  0  / 2  2  / 2  0  15,"Bridgepoint Education, Inc.",San Diego,4,Layoff Permanent
10/23/2015,1  2  / 2  6  / 2  0  15,1  0  / 2  6  / 2  0  15,The Declan Suites,San Diego,35,Layoff Unknown at this time
10/21/2015,1  0  / 2  1  / 2  0  15,1  0  / 2  7  / 2  0  15,"Aqua Lung America, Inc.",Calexico,29,Closure Permanent
10/21/2015,1  2  / 2  2  / 2  0  15,1  0  / 2  7  / 2  0  15,Napa Valley Grille,Los Angeles,86,Closure Temporary
10/27/2015,1  2  / 2  8  / 2  0  15,1  0  / 2  7  / 2  0  15,ISOLA USA Corp.,Elk Grove,72,Closure Permanent
10/27/2015,1  2  / 3  1  / 2  0  15,1  0  / 2  7  / 2  0  15,"Arena Pharmaceuticals, Inc.",San Diego,79,Layoff Permanent
06/26/2015,0  9  / 1  2  / 2  0  15,1  0  / 2  8  / 2  0  15,Raley's,Sacramento,60,Closure Permanent
10/22/2015,1  0  / 2  2  / 2  0  15,1  0  / 2  8  / 2  0  15,"Haas Automation, Inc.",Oxnard,6,Layoff Permanent
10/22/2015,1  2  / 2  7  / 2  0  15,1  0  / 2  8  / 2  0  15,Raley's,Stockton,54,Closure Permanent
10/27/2015,0  1  / 0  4  / 2  0  16,1  0  / 2  8  / 2  0  15,CoreLogic,Redwood City,21,Closure Permanent
10/27/2015,1  2  / 2  8  / 2  0  15,1  0  / 2  8  / 2  0  15,"Brice Manufacturing Company, Inc.",Pacoima,33,Layoff Permanent
10/29/2015,0  3  / 3  1  / 2  0  16,1  0  / 2  9  / 2  0  15,Vishay Siliconix,Santa Clara,292,Layoff Permanent
10/23/2015,1  0  / 2  6  / 2  0  15,1  0  / 3  0  / 2  0  15,LG NanoH2O,El Segundo,83,Layoff Permanent
10/26/2015,1  0  / 2  0  / 2  0  15,1  0  / 3  0  / 2  0  15,BAE SYSTEMS,San Francisco,2,Layoff Unknown at this time
10/26/2015,1  0  / 2  0  / 2  0  15,1  0  / 3  0  / 2  0  15,BAE SYSTEMS,San Francisco,163,Layoff Temporary
10/29/2015,1  2  / 3  1  / 2  0  15,1  0  / 3  0  / 2  0  15,Boston Scientific Corporation,San Jose,75,Layoff Permanent
10/30/2015,1  2  / 3  1  / 2  0  15,1  0  / 3  0  / 2  0  15,"Safeway, Inc.",Pleasanton,23,Layoff Unknown at this time
10/30/2015,1  2  / 3  1  / 2  0  15,1  1  / 0  2  / 2  0  15,Verizon,Irvine,171,Layoff Permanent
11/01/2015,1  2  / 3  1  / 2  0  15,1  1  / 0  2  / 2  0  15,CEVA Logistics,Stockton,56,Layoff Permanent
11/02/2015,0  1  / 0  3  / 2  0  16,1  1  / 0  2  / 2  0  15,Greystone Manor,Los Angeles,61,Closure Temporary
10/30/2015,0  1  / 0  3  / 2  0  16,1  1  / 0  4  / 2  0  15,Grill Concepts,Studio City,49,Closure Temporary
10/30/2015,1  1  / 0  3  / 2  0  15,1  1  / 0  4  / 2  0  15,"Cisco Systems, Inc.",San Jose,126,Layoff Permanent
10/29/2015,0  1  / 0  3  / 2  0  16,1  1  / 0  5  / 2  0  15,"Scott's Restaurants, LLC",Costa Mesa,106,Closure Permanent
10/30/2015,0  1  / 0  1  / 2  0  16,1  1  / 0  5  / 2  0  15,Boeing Company,El Segundo,17,Layoff Unknown at this time
10/30/2015,0  1  / 0  1  / 2  0  16,1  1  / 0  5  / 2  0  15,Boeing Company,Huntington Beach,35,Layoff Unknown at this time
10/30/2015,0  1  / 0  1  / 2  0  16,1  1  / 0  5  / 2  0  15,Boeing Company,Long Beach,13,Layoff Unknown at this time
11/04/2015,0  1  / 0  7  / 2  0  16,1  1  / 0  5  / 2  0  15,"JC Entertainment Lighting Services, Inc.",Sun Valley,169,Layoff Permanent
11/06/2015,0  1  / 0  6  / 2  0  16,1  1  / 0  6  / 2  0  15,Microsemi,Garden Grove,57,Layoff Permanent
10/30/2015,1  2  / 3  1  / 2  0  15,1  1  / 0  9  / 2  0  15,Boeing Company,Long Beach,1,Layoff Unknown at this time
11/04/2015,1  1  / 2  4  / 2  0  15,1  1  / 0  9  / 2  0  15,Penske Logistics,South Gate,6,Closure Permanent
11/04/2015,1  1  / 2  4  / 2  0  15,1  1  / 0  9  / 2  0  15,Penske Logistics,South Gate,54,Layoff Permanent
11/05/2015,1  2  / 1  0  / 2  0  15,1  1  / 0  9  / 2  0  15,"Golden State Drilling, Inc.",Bakersfield,104,Layoff Permanent
11/07/2015,1  1  / 0  1  / 2  0  15,1  1  / 0  9  / 2  0  15,"GMRI, Inc. d/b/a Yard House",San Diego,110,Closure Permanent
11/09/2015,0  1  / 0  8  / 2  0  16,1  1  / 1  0  / 2  0  15,Hyundai Capital America,Irvine,41,Layoff Permanent
11/10/2015,0  1  / 1  1  / 2  0  16,1  1  / 1  2  / 2  0  15,SWAY Management LLC,Oakland,102,Layoff Permanent
11/12/2015,0  1  / 0  6  / 2  0  16,1  1  / 1  2  / 2  0  15,"Forever 21 Retail, Inc.",San Luis Obispo,72,Closure Permanent
11/09/2015,0  1  / 0  5  / 2  0  16,1  1  / 1  6  / 2  0  15,AT&T,Commerce,99,Layoff Permanent
11/11/2015,0  1  / 1  8  / 2  0  15,1  1  / 1  7  / 2  0  15,Exel Inc.,Ontario,92,Closure Permanent
11/16/2015,0  1  / 1  6  / 2  0  16,1  1  / 1  7  / 2  0  15,Macy's Century City Store,Los Angeles,117,Closure Permanent
11/18/2015,0  1  / 1  7  / 2  0  16,1  1  / 1  8  / 2  0  15,Wells Fargo,San Bernardino,122,Closure Unknown at this time
11/19/2015,0  9  / 3  0  / 2  0  16,1  1  / 1  9  / 2  0  15,Plexus Corp.,Fremont,204,Closure Permanent
11/13/2015,0  1  / 1  8  / 2  0  16,1  1  / 2  0  / 2  0  15,AT&T,Oakland,92,Layoff Permanent
11/12/2015,0  1  / 1  5  / 2  0  16,1  1  / 2  3  / 2  0  15,Kim Lighting,City of Industry,160,Closure Unknown at this time
11/18/2015,1  2  / 3  1  / 2  0  15,1  1  / 2  3  / 2  0  15,"Rdio, Inc.",San Francisco,123,Closure Permanent
11/20/2015,0  1  / 2  0  / 2  0  16,1  1  / 2  3  / 2  0  15,"Construction Specialty Service, Inc. dba",Bakersfield,61,Layoff Unknown at this time
11/20/2015,0  1  / 2  2  / 2  0  16,1  1  / 2  3  / 2  0  15,"Complete Genomics, Inc.",Mountain View,158,Layoff Unknown at this time
11/20/2015,0  1  / 2  2  / 2  0  16,1  1  / 2  3  / 2  0  15,"Complete Genomics, Inc.",San Francisco,6,Layoff Unknown at this time
11/20/2015,0  1  / 2  2  / 2  0  16,1  1  / 2  3  / 2  0  15,"Complete Genomics, Inc.",San Jose,15,Layoff Unknown at this time
11/23/2015,0  1  / 2  2  / 2  0  16,1  1  / 2  3  / 2  0  15,Safeway Inc.,Pleasanton,7,Layoff Unknown at this time
11/20/2015,0  1  / 2  2  / 2  0  16,1  1  / 2  5  / 2  0  15,Boeing Company,El Segundo,28,Layoff Unknown at this time
11/20/2015,0  1  / 2  2  / 2  0  16,1  1  / 2  5  / 2  0  15,Boeing Company,Huntington Beach,28,Layoff Unknown at this time
11/20/2015,0  1  / 2  2  / 2  0  16,1  1  / 2  5  / 2  0  15,Boeing Company,Long Beach,10,Layoff Unknown at this time
11/24/2015,0  1  / 3  1  / 2  0  16,1  1  / 3  0  / 2  0  15,Runaway Two Five Corporation,Los Angeles,73,Closure Temporary
11/30/2015,0  2  / 0  1  / 2  0  16,1  1  / 3  0  / 2  0  15,"Ceradyne, Inc.",Costa Mesa,65,Closure Permanent
11/30/2015,0  2  / 2  9  / 2  0  16,1  1  / 3  0  / 2  0  15,Bay Valley Foods,City of Industry,62,Closure Permanent
11/30/2015,0  2  / 2  9  / 2  0  16,1  1  / 3  0  / 2  0  15,YP Advertising & Publishing LLC,Pleasanton,68,Layoff Permanent
11/25/2015,1  2  / 0  7  / 2  0  15,1  2  / 0  1  / 2  0  15,"Brinderson, L.P.",Coalinga,84,Closure Permanent
11/25/2015,1  2  / 0  7  / 2  0  15,1  2  / 0  1  / 2  0  15,"Brinderson, L.P.",Lost Hills,56,Closure Permanent
11/25/2015,1  2  / 0  7  / 2  0  15,1  2  / 0  1  / 2  0  15,"Brinderson, L.P.",San Ardo,101,Closure Permanent
11/25/2015,1  2  / 0  7  / 2  0  15,1  2  / 0  1  / 2  0  15,"Brinderson, L.P.",Tupman,88,Closure Permanent
11/30/2015,1  2  / 0  4  / 2  0  15,1  2  / 0  2  / 2  0  15,Symantec Corporation,Mountain View,44,Layoff Permanent
12/02/2015,0  1  / 3  1  / 2  0  16,1  2  / 0  2  / 2  0  15,United Technologies Corporation,San Diego,31,Closure Permanent
12/02/2015,0  2  / 0  1  / 2  0  16,1  2  / 0  2  / 2  0  15,CommScope,San Jose,90,Closure Permanent
11/25/2015,0  1  / 2  4  / 2  0  16,1  2  / 0  4  / 2  0  15,"P.F. Chang's China Bistro, Inc.",Los Angeles,86,Closure Permanent
12/03/2015,0  2  / 0  5  / 2  0  16,1  2  / 0  4  / 2  0  15,"Schneider National Carriers, Inc.",Fontana,65,Closure Permanent
12/03/2015,0  2  / 0  5  / 2  0  16,1  2  / 0  4  / 2  0  15,"Schneider National Carriers, Inc.",South El Monte,10,Layoff Unknown at this time
12/04/2015,0  2  / 0  2  / 2  0  16,1  2  / 0  4  / 2  0  15,Volcano Corporation,Rancho Cordova,60,Layoff Permanent
11/30/2015,1  1  / 3  0  / 2  0  15,1  2  / 0  7  / 2  0  15,"Santa Fe Distributing, LLC",Elk Grove,21,Closure Permanent
11/30/2015,1  1  / 3  0  / 2  0  15,1  2  / 0  7  / 2  0  15,"Santa Fe Distributing, LLC",Hayward,21,Closure Permanent
11/30/2015,1  1  / 3  0  / 2  0  15,1  2  / 0  7  / 2  0  15,"Santa Fe Distributing, LLC",Walnut,21,Closure Permanent
12/01/2015,0  2  / 0  1  / 2  0  16,1  2  / 0  7  / 2  0  15,Cedars-Sinai Medical Center,Los Angeles,57,Layoff Permanent
12/02/2015,0  2  / 0  1  / 2  0  16,1  2  / 0  7  / 2  0  15,ITT Corporation,Perris,18,Closure Permanent
12/02/2015,0  2  / 0  2  / 2  0  16,1  2  / 0  7  / 2  0  15,"C&J Well Services, Inc.",Bakersfield,161,Layoff Permanent
12/03/2015,0  2  / 0  3  / 2  0  16,1  2  / 0  7  / 2  0  15,"KVS Transportation, Inc.",Bakersfield,111,Layoff Permanent
12/04/2015,0  2  / 0  5  / 2  0  16,1  2  / 0  7  / 2  0  15,"The Wet Seal, LLC",Foothill Ranch,20,Layoff Permanent
12/07/2015,0  2  / 0  8  / 2  0  16,1  2  / 0  7  / 2  0  15,"Marvell Semiconductor, Inc.",Santa Clara,13,Layoff Permanent
12/07/2015,0  2  / 1  3  / 2  0  16,1  2  / 0  7  / 2  0  15,Sony Mobile Communications (USA) Inc.,San Mateo,80,Layoff Permanent
12/04/2015,0  2  / 0  9  / 2  0  16,1  2  / 0  9  / 2  0  15,El Dorado Hotel and Kitchen,Sonoma,113,Closure Temporary
12/08/2015,0  2  / 0  8  / 2  0  16,1  2  / 0  9  / 2  0  15,"SunEdison, Inc.",Belmont,6,Layoff Permanent
12/08/2015,0  2  / 0  8  / 2  0  16,1  2  / 0  9  / 2  0  15,"SunEdison, Inc.",San Mateo,14,Layoff Permanent
11/12/2015,0  1  / 0  9  / 2  0  16,1  2  / 1  0  / 2  0  15,abercrombie kids,Milpitas,41,Closure Permanent
11/17/2015,0  1  / 1  8  / 2  0  16,1  2  / 1  0  / 2  0  15,"Citrix Systems, Inc.",Santa Clara,54,Layoff Permanent
12/07/2015,1  2  / 0  7  / 2  0  15,1  2  / 1  0  / 2  0  15,"Anemostat, Inc.",Carson,89,Layoff Permanent
12/10/2015,0  2  / 0  5  / 2  0  16,1  2  / 1  0  / 2  0  15,Alta Resources,Brea,121,Layoff Permanent
12/10/2015,0  2  / 0  8  / 2  0  16,1  2  / 1  0  / 2  0  15,"Bridgepoint Education, Inc.",San Diego,6,Layoff Permanent
12/11/2015,0  1  / 1  1  / 2  0  16,1  2  / 1  1  / 2  0  15,PPG Industries,Fresno,45,Closure Temporary
12/11/2015,0  4  / 0  1  / 2  0  16,1  2  / 1  1  / 2  0  15,"Suchman, LLC",Camarillo,16,Closure Permanent
12/11/2015,0  4  / 0  1  / 2  0  16,1  2  / 1  1  / 2  0  15,"Suchman, LLC",Folsom,20,Closure Permanent
12/11/2015,0  4  / 0  1  / 2  0  16,1  2  / 1  1  / 2  0  15,"Suchman, LLC",Fresno,22,Layoff Permanent
12/11/2015,0  4  / 0  1  / 2  0  16,1  2  / 1  1  / 2  0  15,"Suchman, LLC",Gilroy,25,Closure Permanent
12/11/2015,0  4  / 0  1  / 2  0  16,1  2  / 1  1  / 2  0  15,"Suchman, LLC",Milpitas,18,Closure Permanent
12/11/2015,0  4  / 0  1  / 2  0  16,1  2  / 1  1  / 2  0  15,"Suchman, LLC",Modesto,21,Closure Permanent
12/11/2015,0  4  / 0  1  / 2  0  16,1  2  / 1  1  / 2  0  15,"Suchman, LLC",Ontario,32,Closure Permanent
12/11/2015,0  4  / 0  1  / 2  0  16,1  2  / 1  1  / 2  0  15,"Suchman, LLC",Tulare,29,Closure Permanent
12/11/2015,0  4  / 0  1  / 2  0  16,1  2  / 1  1  / 2  0  15,"Suchman, LLC",Vacaville,21,Closure Permanent
12/03/2015,0  2  / 1  9  / 2  0  16,1  2  / 1  4  / 2  0  15,Morrison Healthcare,Chico,87,Closure Permanent
12/08/2015,0  2  / 0  6  / 2  0  16,1  2  / 1  4  / 2  0  15,"RSM Automotive, LLC, dba Santa",Rancho Santa,77,Layoff Permanent
12/10/2015,0  2  / 0  8  / 2  0  16,1  2  / 1  4  / 2  0  15,MCC BB Property,Santa Barbara,44,Layoff Permanent
12/14/2015,0  2  / 1  2  / 2  0  16,1  2  / 1  4  / 2  0  15,"Safeway, Inc.",Pleasanton,33,Layoff Unknown at this time
12/08/2015,1  2  / 1  5  / 2  0  15,1  2  / 1  5  / 2  0  15,"Halliburton Energy Services, Inc.",Bakersfield,16,Layoff Permanent
12/09/2015,0  2  / 1  2  / 2  0  16,1  2  / 1  5  / 2  0  15,"Hudsloan Enterprises, Inc.",Los Angeles,265,Closure Permanent
12/11/2015,0  2  / 1  0  / 2  0  16,1  2  / 1  6  / 2  0  15,"Oakley, Inc.",Foothill Ranch,76,Layoff Unknown at this time
12/15/2015,0  2  / 1  4  / 2  0  16,1  2  / 1  6  / 2  0  15,"Le Cordon Bleu North America, LLC",Pasadena,126,Closure Permanent
12/11/2015,0  2  / 1  5  / 2  0  16,1  2  / 1  7  / 2  0  15,Parker Hannifin Corporation,Fontana,69,Closure Unknown at this time
12/16/2015,1  2  / 1  4  / 2  0  15,1  2  / 1  8  / 2  0  15,BAE SYSTEMS,San Francisco,2,Layoff Temporary
12/16/2015,1  2  / 1  4  / 2  0  15,1  2  / 1  8  / 2  0  15,BAE SYSTEMS,San Francisco,61,Layoff Temporary
12/18/2015,0  2  / 2  5  / 2  0  16,1  2  / 1  8  / 2  0  15,"Gerawan Farming, Inc.",Kerman,2551,Closure Permanent
12/14/2015,0  2  / 1  2  / 2  0  16,1  2  / 2  2  / 2  0  15,"Safeway, Inc.",Pleasanton,33,Layoff Unknown at this time
12/17/2015,0  3  / 0  1  / 2  0  16,1  2  / 2  3  / 2  0  15,Hyatt Regency Century Plaza,Los Angeles,796,Closure Permanent
12/18/2015,0  2  / 1  9  / 2  0  16,1  2  / 2  3  / 2  0  15,Boeing Company,El Segundo,35,Layoff Unknown at this time
12/18/2015,0  2  / 1  9  / 2  0  16,1  2  / 2  3  / 2  0  15,Boeing Company,Huntington Beach,35,Layoff Unknown at this time
12/18/2015,0  2  / 1  9  / 2  0  16,1  2  / 2  3  / 2  0  15,Boeing Company,Long Beach,9,Layoff Unknown at this time
12/24/2015,0  2  / 2  9  / 2  0  16,1  2  / 2  4  / 2  0  15,TGI Friday's,Carlsbad,45,Closure Permanent
12/22/2015,0  2  / 2  1  / 2  0  16,1  2  / 2  8  / 2  0  15,Brake Parts Inc.,Chowchilla,43,Layoff Permanent
12/22/2015,0  2  / 2  2  / 2  0  16,1  2  / 2  8  / 2  0  15,AT&T,San Ramon,102,Layoff Permanent
12/22/2015,0  2  / 2  6  / 2  0  16,1  2  / 2  8  / 2  0  15,"Balda C. Brewer, Inc.",Irvine,193,Closure Permanent
12/22/2015,0  2  / 2  9  / 2  0  16,1  2  / 2  8  / 2  0  15,"DNC Parks & Resorts at Yosemite, Inc.",Yosemite National,1718,Closure Permanent
12/30/2015,0  2  / 2  9  / 2  0  16,1  2  / 3  0  / 2  0  15,"DuPont Displays, Inc.",Santa Barbara,41,Closure Permanent
12/30/2015,0  3  / 0  4  / 2  0  16,1  2  / 3  0  / 2  0  15,Parker Hannifin Corporation,Anaheim,197,Closure Unknown at this time
01/04/2016,0  1  / 1  2  / 2  0  16,0  1  / 0  4  / 2  0  16,Walnut Creek Pyramid Alehouse,Walnut Creek,49,Closure Unknown at this time
12/24/2015,0  1  / 0  4  / 2  0  16,0  1  / 0  5  / 2  0  16,"A-List, Inc. & H-List Inc. dba Kitson",Arcadia,18,Closure Permanent
12/24/2015,0  1  / 0  4  / 2  0  16,0  1  / 0  5  / 2  0  16,"A-List, Inc. & H-List Inc. dba Kitson",Camarillo,13,Closure Permanent
12/24/2015,0  1  / 0  4  / 2  0  16,0  1  / 0  5  / 2  0  16,"A-List, Inc. & H-List Inc. dba Kitson",Malibu,54,Closure Permanent
12/24/2015,0  1  / 0  4  / 2  0  16,0  1  / 0  5  / 2  0  16,"A-List, Inc. & H-List Inc. dba Kitson",Newport Beach,15,Closure Permanent
12/24/2015,0  1  / 0  4  / 2  0  16,0  1  / 0  5  / 2  0  16,"A-List, Inc. & H-List Inc. dba Kitson",San Diego,21,Closure Permanent
12/24/2015,0  1  / 0  4  / 2  0  16,0  1  / 0  5  / 2  0  16,"A-List, Inc. & H-List Inc. dba Kitson",Santa Barbara,9,Closure Permanent
12/24/2015,0  1  / 0  4  / 2  0  16,0  1  / 0  5  / 2  0  16,"A-List, Inc. & H-List Inc. dba Kitson",West Hollywood,58,Closure Permanent
01/04/2016,0  3  / 0  9  / 2  0  16,0  1  / 0  7  / 2  0  16,Adecco Group NA,Palo Alto,108,Closure Permanent
01/06/2016,0  3  / 1  4  / 2  0  16,0  1  / 0  7  / 2  0  16,Macy's Country Club Plaza Store,Sacramento,111,Closure Permanent
01/06/2016,0  3  / 1  4  / 2  0  16,0  1  / 0  7  / 2  0  16,Macy's Irvine Spectrum Store,Irvine,112,Closure Permanent
01/04/2016,0  3  / 0  5  / 2  0  16,0  1  / 1  1  / 2  0  16,Thomson Licensing LLC,Burbank,7,Closure Unknown at this time
01/05/2016,0  3  / 0  7  / 2  0  16,0  1  / 1  1  / 2  0  16,AT&T,San Ramon,2,Layoff Permanent
01/11/2016,0  3  / 1  1  / 2  0  16,0  1  / 1  2  / 2  0  16,Safeway Inc.,Pleasanton,7,Layoff Unknown at this time
01/12/2016,0  2  / 2  9  / 2  0  16,0  1  / 1  2  / 2  0  16,"Molina Hospital Management, Inc.",Long Beach,385,Layoff Permanent
01/08/2016,0  3  / 3  1  / 2  0  16,0  1  / 1  3  / 2  0  16,"Zodiac Pool Systems, Inc.",Vista,52,Closure Permanent
01/13/2016,0  1  / 1  5  / 2  0  16,0  1  / 1  3  / 2  0  16,"GoPro, Inc.",San Mateo,77,Layoff Permanent
01/14/2016,0  3  / 1  5  / 2  0  16,0  1  / 1  4  / 2  0  16,Qualcomm Incorporated,San Diego,32,Layoff Unknown at this time
01/14/2016,0  3  / 1  8  / 2  0  16,0  1  / 1  4  / 2  0  16,"ConAgra Foods, Inc.",Helm,102,Closure Permanent
12/31/2015,0  4  / 2  9  / 2  0  15,0  1  / 1  4  / 2  0  16,"El Dorado Berry Farms, LLC",Santa Maria,654,Layoff Permanent
12/31/2015,0  6  / 2  4  / 2  0  15,0  1  / 1  4  / 2  0  16,"Superior Farming, LLC",Santa Maria,225,Layoff Permanent
01/15/2016,0  3  / 0  1  / 2  0  16,0  1  / 1  5  / 2  0  16,"HD Supply Management, Inc.",San Diego,97,Layoff Permanent
01/15/2016,0  4  / 1  5  / 2  0  16,0  1  / 1  5  / 2  0  16,Walmart,Altadena,79,Closure Permanent
01/15/2016,0  4  / 1  5  / 2  0  16,0  1  / 1  5  / 2  0  16,Walmart,Bell Gardens,85,Closure Permanent
01/15/2016,0  4  / 1  5  / 2  0  16,0  1  / 1  5  / 2  0  16,Walmart,Hawaiian Gardens,77,Closure Permanent
01/15/2016,0  4  / 1  5  / 2  0  16,0  1  / 1  5  / 2  0  16,Walmart,Long Beach,295,Closure Permanent
01/15/2016,0  4  / 1  5  / 2  0  16,0  1  / 1  5  / 2  0  16,Walmart,Los Angeles,96,Closure Permanent
01/15/2016,0  4  / 1  5  / 2  0  16,0  1  / 1  5  / 2  0  16,Walmart,Los Angeles,324,Closure Permanent
01/15/2016,0  4  / 1  5  / 2  0  16,0  1  / 1  5  / 2  0  16,Walmart,Oakland,397,Closure Permanent
01/15/2016,0  4  / 1  5  / 2  0  16,0  1  / 1  5  / 2  0  16,Walmart,San Bernardino,89,Closure Permanent
01/15/2016,0  4  / 1  5  / 2  0  16,0  1  / 1  5  / 2  0  16,Walmart,San Jose,210,Closure Permanent
12/31/2015,0  7  / 1  0  / 2  0  15,0  1  / 1  5  / 2  0  16,"MAC Berry Farms, LLC",Camarillo,90,Layoff Permanent
01/12/2016,0  4  / 1  0  / 2  0  16,0  1  / 1  9  / 2  0  16,"Sears, Roebuck and Co.",San Mateo,110,Closure Permanent
01/13/2016,0  4  / 3  0  / 2  0  16,0  1  / 1  9  / 2  0  16,"Al Jazeera America, LLC",Culver City,19,Closure Permanent
01/13/2016,0  4  / 3  0  / 2  0  16,0  1  / 1  9  / 2  0  16,"Al Jazeera America, LLC",Los Angeles,6,Closure Permanent
01/13/2016,0  4  / 3  0  / 2  0  16,0  1  / 1  9  / 2  0  16,"Al Jazeera America, LLC",San Francisco,25,Closure Permanent
01/15/2016,0  3  / 1  5  / 2  0  16,0  1  / 1  9  / 2  0  16,"Brice Manufacturing Company, Inc.",Pacoima,1,Layoff Permanent
01/19/2016,0  3  / 2  1  / 2  0  16,0  1  / 1  9  / 2  0  16,Georgia-Pacific Corrugated LLC,Buena Park,148,Closure Permanent
01/06/2016,0  3  / 0  7  / 2  0  16,0  1  / 2  0  / 2  0  16,"Citrix Systems, Inc.",Santa Clara,65,Layoff Permanent
01/19/2016,0  3  / 1  9  / 2  0  16,0  1  / 2  0  / 2  0  16,Outer Harbor Terminal LLC,Oakland,59,Closure Permanent
01/19/2016,0  3  / 2  0  / 2  0  16,0  1  / 2  0  / 2  0  16,Destination Geary Street Management,San Francisco,58,Layoff Permanent
01/20/2016,0  3  / 2  0  / 2  0  16,0  1  / 2  0  / 2  0  16,Microsoft Corporation,San Diego,2,Closure Permanent
01/19/2016,0  1  / 2  0  / 2  0  16,0  1  / 2  1  / 2  0  16,"Cisco Systems, Inc.",San Jose,123,Layoff Permanent
01/18/2016,0  3  / 1  8  / 2  0  16,0  1  / 2  2  / 2  0  16,"Coastal Green Vegetable Company, LLC",Oxnard,88,Closure Permanent
01/19/2016,0  3  / 2  1  / 2  0  16,0  1  / 2  2  / 2  0  16,"Pathology, Inc.",Torrance,388,Layoff Permanent
01/20/2016,1  2  / 2  3  / 2  0  15,0  1  / 2  2  / 2  0  16,Highland Metals Inc. and EZFuture Inc.,San Jose,17,Closure Permanent
01/21/2016,0  1  / 2  1  / 2  0  16,0  1  / 2  2  / 2  0  16,"Centrally Grown, Inc.",Cambria,16,Closure Unknown at this time
01/19/2016,0  3  / 1  9  / 2  0  16,0  1  / 2  5  / 2  0  16,F&E Aircraft Maintenance DBA FEAM,Los Angeles,25,Layoff Permanent
01/20/2016,0  1  / 2  0  / 2  0  16,0  1  / 2  5  / 2  0  16,Sage North America,Irvine,67,Layoff Permanent
