,geoid,tract,state,county,place_name,state_name,universe,white_alone,white_pct,black_alone,black_pct,asian_alone,asian_pct,latino_alone,latino_pct,white_alone_moe,black_alone_moe,asian_alone_moe,latino_alone_moe
5789,06037542103,542103,06,037,Los Angeles County,California,3132,34,1.086,753,24.042,18,0.575,2293,73.212,41.0,245.0,28.0,410.0
5790,06037800328,800328,06,037,Los Angeles County,California,2514,2125,84.527,29,1.154,299,11.893,52,2.068,337.0,48.0,300.0,48.0
5800,06037532302,532302,06,037,Los Angeles County,California,4918,177,3.599,234,4.758,0,0.0,4344,88.329,180.0,255.0,132.0,318.0
5805,06037273700,273700,06,037,Los Angeles County,California,2693,2176,80.802,95,3.528,114,4.233,272,10.1,250.0,120.0,78.0,151.0
5817,06037482202,482202,06,037,Los Angeles County,California,5055,132,2.611,0,0.0,4213,83.343,701,13.867,61.0,132.0,403.0,215.0
5821,06037980033,980033,06,037,Los Angeles County,California,0,0,,0,,0,,0,,132.0,132.0,132.0,132.0
5822,06037602301,602301,06,037,Los Angeles County,California,6396,2291,35.819,181,2.83,625,9.772,3168,49.531,275.0,161.0,240.0,373.0
5826,06037670328,670328,06,037,Los Angeles County,California,4402,3086,70.104,104,2.363,795,18.06,139,3.158,231.0,87.0,150.0,91.0
5828,06037217001,217001,06,037,Los Angeles County,California,2633,1774,67.376,162,6.153,65,2.469,497,18.876,450.0,137.0,85.0,227.0
5829,06037540201,540201,06,037,Los Angeles County,California,2616,34,1.3,0,0.0,0,0.0,2531,96.751,53.0,132.0,132.0,571.0
5830,06037670702,670702,06,037,Los Angeles County,California,5256,4125,78.482,58,1.104,462,8.79,465,8.847,367.0,55.0,214.0,157.0
5833,06037300501,300501,06,037,Los Angeles County,California,3919,1961,50.038,0,0.0,1173,29.931,605,15.438,326.0,132.0,297.0,170.0
5840,06037401001,401001,06,037,Los Angeles County,California,3097,2234,72.134,0,0.0,195,6.296,591,19.083,202.0,132.0,120.0,189.0
5841,06037910808,910808,06,037,Los Angeles County,California,3450,2241,64.957,31,0.899,277,8.029,823,23.855,292.0,53.0,198.0,235.0
5850,06037701801,701801,06,037,Los Angeles County,California,5554,2128,38.315,345,6.212,673,12.117,2284,41.124,339.0,155.0,350.0,374.0
5858,06037553300,553300,06,037,Los Angeles County,California,3169,694,21.9,145,4.576,469,14.8,1861,58.725,240.0,130.0,137.0,414.0
5869,06037540203,540203,06,037,Los Angeles County,California,5384,49,0.91,402,7.467,0,0.0,4909,91.178,56.0,255.0,132.0,494.0
5870,06037702502,702502,06,037,Los Angeles County,California,4249,1943,45.728,832,19.581,549,12.921,712,16.757,225.0,227.0,187.0,263.0
5878,06037534803,534803,06,037,Los Angeles County,California,5340,74,1.386,0,0.0,0,0.0,5266,98.614,72.0,132.0,132.0,657.0
5879,06037621204,621204,06,037,Los Angeles County,California,3000,2057,68.567,29,0.967,404,13.467,344,11.467,256.0,32.0,164.0,131.0
5881,06037481604,481604,06,037,Los Angeles County,California,3481,341,9.796,50,1.436,2345,67.366,701,20.138,160.0,51.0,300.0,139.0
5882,06037209402,209402,06,037,Los Angeles County,California,3041,121,3.979,6,0.197,109,3.584,2762,90.825,59.0,11.0,116.0,368.0
5883,06037503802,503802,06,037,Los Angeles County,California,4964,1454,29.291,161,3.243,1503,30.278,1721,34.67,261.0,166.0,255.0,358.0
5886,06037269500,269500,06,037,Los Angeles County,California,4073,3606,88.534,31,0.761,267,6.555,126,3.094,307.0,34.0,120.0,95.0
5888,06037204700,204700,06,037,Los Angeles County,California,4416,69,1.562,0,0.0,121,2.74,4226,95.697,68.0,132.0,123.0,394.0
5889,06037123205,123205,06,037,Los Angeles County,California,2774,146,5.263,28,1.009,88,3.172,2512,90.555,85.0,46.0,96.0,392.0
5894,06037123010,123010,06,037,Los Angeles County,California,4846,646,13.331,0,0.0,76,1.568,4124,85.101,566.0,132.0,145.0,586.0
5897,06037119320,119320,06,037,Los Angeles County,California,3860,495,12.824,79,2.047,662,17.15,2549,66.036,203.0,73.0,245.0,384.0
5898,06037134305,134305,06,037,Los Angeles County,California,4339,99,2.282,49,1.129,718,16.548,3456,79.65,82.0,80.0,413.0,556.0
5899,06037132700,132700,06,037,Los Angeles County,California,5212,1332,25.556,91,1.746,391,7.502,3369,64.639,218.0,111.0,259.0,613.0
5900,06037502401,502401,06,037,Los Angeles County,California,4675,329,7.037,58,1.241,58,1.241,4128,88.299,147.0,82.0,67.0,497.0
5906,06037301802,301802,06,037,Los Angeles County,California,3638,2035,55.937,233,6.405,448,12.314,876,24.079,386.0,334.0,245.0,132.0
5907,06037403801,403801,06,037,Los Angeles County,California,5522,2131,38.591,13,0.235,466,8.439,2901,52.535,494.0,22.0,228.0,603.0
5909,06037186401,186401,06,037,Los Angeles County,California,4028,221,5.487,40,0.993,307,7.622,3395,84.285,126.0,36.0,179.0,523.0
5910,06037106648,106648,06,037,Los Angeles County,California,3823,146,3.819,38,0.994,122,3.191,3498,91.499,66.0,50.0,102.0,576.0
5911,06037901007,901007,06,037,Los Angeles County,California,2441,1351,55.346,136,5.571,0,0.0,930,38.099,383.0,85.0,132.0,431.0
5915,06037203500,203500,06,037,Los Angeles County,California,3412,107,3.136,23,0.674,384,11.254,2860,83.822,64.0,36.0,183.0,399.0
5919,06037113301,113301,06,037,Los Angeles County,California,2247,1411,62.795,75,3.338,225,10.013,493,21.94,308.0,78.0,147.0,295.0
5920,06037405900,405900,06,037,Los Angeles County,California,4668,1271,27.228,55,1.178,418,8.955,2788,59.726,312.0,56.0,232.0,446.0
5921,06037920312,920312,06,037,Los Angeles County,California,5173,3047,58.902,144,2.784,224,4.33,1593,30.795,275.0,156.0,106.0,595.0
5923,06037407200,407200,06,037,Los Angeles County,California,7260,322,4.435,0,0.0,252,3.471,6666,91.818,124.0,132.0,104.0,659.0
5924,06037531102,531102,06,037,Los Angeles County,California,2908,0,0.0,0,0.0,34,1.169,2874,98.831,132.0,132.0,33.0,522.0
5925,06037570603,570603,06,037,Los Angeles County,California,4308,355,8.24,2224,51.625,405,9.401,1181,27.414,127.0,395.0,109.0,323.0
5927,06037141304,141304,06,037,Los Angeles County,California,3096,2157,69.671,98,3.165,322,10.401,334,10.788,315.0,110.0,354.0,223.0
5930,06037701502,701502,06,037,Los Angeles County,California,3710,2487,67.035,162,4.367,665,17.925,320,8.625,265.0,110.0,147.0,179.0
5932,06037271600,271600,06,037,Los Angeles County,California,4480,2226,49.688,401,8.951,1486,33.17,297,6.629,333.0,311.0,285.0,103.0
5935,06037543802,543802,06,037,Los Angeles County,California,6955,394,5.665,660,9.49,2806,40.345,2473,35.557,205.0,342.0,518.0,578.0
5936,06037460900,460900,06,037,Los Angeles County,California,7308,491,6.719,2207,30.2,275,3.763,4226,57.827,211.0,426.0,211.0,595.0
5939,06037192610,192610,06,037,Los Angeles County,California,4642,300,6.463,60,1.293,619,13.335,3571,76.928,139.0,58.0,222.0,551.0
5942,06037609900,609900,06,037,Los Angeles County,California,1987,581,29.24,95,4.781,27,1.359,1160,58.379,207.0,99.0,46.0,233.0
5946,06037542900,542900,06,037,Los Angeles County,California,3736,27,0.723,635,16.997,0,0.0,3022,80.889,42.0,284.0,132.0,471.0
5947,06037600100,600100,06,037,Los Angeles County,California,6229,33,0.53,2830,45.433,0,0.0,3261,52.352,45.0,395.0,132.0,593.0
5948,06037602200,602200,06,037,Los Angeles County,California,6525,1582,24.245,564,8.644,711,10.897,3619,55.464,302.0,199.0,174.0,596.0
5954,06037920035,920035,06,037,Los Angeles County,California,7117,3068,43.108,42,0.59,305,4.286,3374,47.408,387.0,66.0,146.0,476.0
5957,06037700502,700502,06,037,Los Angeles County,California,4273,3404,79.663,224,5.242,125,2.925,473,11.07,293.0,110.0,85.0,196.0
5961,06037702801,702801,06,037,Los Angeles County,California,5236,2146,40.985,351,6.704,972,18.564,1638,31.283,371.0,232.0,272.0,398.0
5964,06037534802,534802,06,037,Los Angeles County,California,3179,8,0.252,0,0.0,0,0.0,3171,99.748,13.0,132.0,132.0,420.0
5970,06037103200,103200,06,037,Los Angeles County,California,6450,3484,54.016,293,4.543,651,10.093,1826,28.31,559.0,224.0,218.0,563.0
5972,06037139401,139401,06,037,Los Angeles County,California,2929,1637,55.889,120,4.097,246,8.399,907,30.966,289.0,119.0,207.0,339.0
5973,06037531603,531603,06,037,Los Angeles County,California,3595,0,0.0,0,0.0,0,0.0,3595,100.0,132.0,132.0,132.0,443.0
5974,06037534001,534001,06,037,Los Angeles County,California,5978,124,2.074,0,0.0,0,0.0,5854,97.926,117.0,132.0,132.0,413.0
5977,06037236204,236204,06,037,Los Angeles County,California,3535,45,1.273,1771,50.099,48,1.358,1644,46.506,68.0,336.0,54.0,421.0
5978,06037464000,464000,06,037,Los Angeles County,California,5607,3626,64.669,67,1.195,887,15.82,942,16.8,488.0,50.0,185.0,253.0
5983,06037503105,503105,06,037,Los Angeles County,California,4046,472,11.666,0,0.0,185,4.572,3320,82.056,177.0,132.0,179.0,538.0
5984,06037480500,480500,06,037,Los Angeles County,California,5186,2958,57.038,76,1.465,1280,24.682,755,14.558,339.0,119.0,328.0,241.0
5992,06037206032,206032,06,037,Los Angeles County,California,5144,11,0.214,21,0.408,882,17.146,4186,81.376,17.0,33.0,267.0,630.0
5993,06037213310,213310,06,037,Los Angeles County,California,3601,0,0.0,10,0.278,979,27.187,2612,72.535,132.0,16.0,225.0,438.0
5995,06037131600,131600,06,037,Los Angeles County,California,5759,1800,31.255,57,0.99,862,14.968,2989,51.901,384.0,66.0,220.0,447.0
5997,06037651304,651304,06,037,Los Angeles County,California,5127,4087,79.715,40,0.78,386,7.529,497,9.694,344.0,45.0,211.0,330.0
5999,06037602103,602103,06,037,Los Angeles County,California,7272,556,7.646,1868,25.688,187,2.572,4405,60.575,262.0,459.0,117.0,835.0
6002,06037406402,406402,06,037,Los Angeles County,California,2102,653,31.066,48,2.284,435,20.695,845,40.2,284.0,56.0,272.0,237.0
6008,06037224320,224320,06,037,Los Angeles County,California,3104,0,0.0,175,5.638,71,2.287,2858,92.075,132.0,179.0,45.0,510.0
6015,06037211703,211703,06,037,Los Angeles County,California,5647,509,9.014,236,4.179,2836,50.221,1993,35.293,189.0,155.0,456.0,389.0
6016,06037120030,120030,06,037,Los Angeles County,California,3026,34,1.124,0,0.0,275,9.088,2717,89.788,54.0,132.0,263.0,475.0
6017,06037980018,980018,06,037,Los Angeles County,California,0,0,,0,,0,,0,,132.0,132.0,132.0,132.0
6022,06037197420,197420,06,037,Los Angeles County,California,3789,925,24.413,55,1.452,332,8.762,2446,64.555,284.0,60.0,125.0,434.0
6024,06037920336,920336,06,037,Los Angeles County,California,6214,1667,26.827,25,0.402,113,1.818,4385,70.566,240.0,36.0,88.0,882.0
6031,06037502601,502601,06,037,Los Angeles County,California,7093,450,6.344,0,0.0,36,0.508,6543,92.246,124.0,132.0,42.0,493.0
6033,06037540202,540202,06,037,Los Angeles County,California,6870,217,3.159,428,6.23,17,0.247,6181,89.971,128.0,273.0,20.0,562.0
6039,06037403304,403304,06,037,Los Angeles County,California,5282,758,14.351,104,1.969,3519,66.622,798,15.108,158.0,81.0,294.0,229.0
6042,06037405002,405002,06,037,Los Angeles County,California,3384,181,5.349,0,0.0,169,4.994,3034,89.657,146.0,132.0,104.0,453.0
6043,06037302103,302103,06,037,Los Angeles County,California,5682,3679,64.748,125,2.2,882,15.523,823,14.484,600.0,161.0,482.0,422.0
6046,06037122410,122410,06,037,Los Angeles County,California,4035,329,8.154,313,7.757,109,2.701,3269,81.016,167.0,158.0,106.0,446.0
6048,06037980023,980023,06,037,Los Angeles County,California,0,0,,0,,0,,0,,132.0,132.0,132.0,132.0
6055,06037211410,211410,06,037,Los Angeles County,California,3311,226,6.826,11,0.332,1531,46.24,1301,39.293,101.0,17.0,241.0,260.0
6056,06037531502,531502,06,037,Los Angeles County,California,3229,0,0.0,0,0.0,0,0.0,3205,99.257,132.0,132.0,132.0,454.0
6057,06037576001,576001,06,037,Los Angeles County,California,4484,2420,53.97,333,7.426,590,13.158,993,22.145,354.0,128.0,144.0,224.0
6058,06037533103,533103,06,037,Los Angeles County,California,3354,11,0.328,0,0.0,11,0.328,3332,99.344,17.0,132.0,16.0,386.0
6060,06037237300,237300,06,037,Los Angeles County,California,5217,12,0.23,3778,72.417,0,0.0,1339,25.666,20.0,394.0,132.0,486.0
6062,06037920102,920102,06,037,Los Angeles County,California,5864,3324,56.685,204,3.479,546,9.311,1540,26.262,522.0,156.0,188.0,547.0
6064,06037124105,124105,06,037,Los Angeles County,California,2876,735,25.556,52,1.808,182,6.328,1877,65.264,265.0,81.0,112.0,415.0
6065,06037311100,311100,06,037,Los Angeles County,California,3859,1993,51.646,40,1.037,508,13.164,1310,33.947,253.0,50.0,172.0,233.0
6066,06037482600,482600,06,037,Los Angeles County,California,6502,565,8.69,15,0.231,4074,62.658,1675,25.761,172.0,26.0,433.0,479.0
6074,06037620701,620701,06,037,Los Angeles County,California,6639,4330,65.221,116,1.747,827,12.457,1159,17.457,509.0,77.0,203.0,560.0
6076,06037218210,218210,06,037,Los Angeles County,California,3868,169,4.369,884,22.854,9,0.233,2749,71.07,131.0,266.0,35.0,528.0
6087,06037543321,543321,06,037,Los Angeles County,California,5216,545,10.449,2925,56.077,439,8.416,795,15.242,126.0,470.0,221.0,449.0
6090,06037294620,294620,06,037,Los Angeles County,California,4458,135,3.028,132,2.961,9,0.202,4091,91.768,94.0,162.0,16.0,599.0
6093,06037221402,221402,06,037,Los Angeles County,California,3035,322,10.61,940,30.972,196,6.458,1544,50.873,194.0,304.0,101.0,347.0
6097,06037228100,228100,06,037,Los Angeles County,California,4701,20,0.425,448,9.53,10,0.213,4213,89.619,32.0,201.0,17.0,598.0
6098,06037670201,670201,06,037,Los Angeles County,California,3691,2780,75.318,21,0.569,534,14.468,238,6.448,281.0,23.0,124.0,125.0
6101,06037464100,464100,06,037,Los Angeles County,California,7020,3396,48.376,0,0.0,2808,40.0,528,7.521,364.0,132.0,448.0,219.0
6108,06037205110,205110,06,037,Los Angeles County,California,3865,36,0.931,0,0.0,68,1.759,3761,97.309,40.0,132.0,105.0,330.0
6113,06037239310,239310,06,037,Los Angeles County,California,3834,0,0.0,713,18.597,41,1.069,3043,79.369,132.0,350.0,63.0,554.0
6115,06037503601,503601,06,037,Los Angeles County,California,4468,2125,47.56,138,3.089,409,9.154,1515,33.908,319.0,146.0,209.0,415.0
6122,06037271901,271901,06,037,Los Angeles County,California,3477,1308,37.619,414,11.907,449,12.913,1077,30.975,196.0,352.0,165.0,323.0
6124,06037189300,189300,06,037,Los Angeles County,California,3019,2149,71.183,72,2.385,338,11.196,366,12.123,277.0,56.0,85.0,159.0
6125,06037482521,482521,06,037,Los Angeles County,California,5693,135,2.371,8,0.141,2867,50.36,2627,46.144,87.0,13.0,356.0,378.0
6134,06037209810,209810,06,037,Los Angeles County,California,2922,661,22.621,474,16.222,252,8.624,1524,52.156,296.0,294.0,143.0,431.0
6135,06037277100,277100,06,037,Los Angeles County,California,3059,1504,49.166,56,1.831,300,9.807,866,28.31,255.0,54.0,104.0,180.0
6154,06037701602,701602,06,037,Los Angeles County,California,3508,2609,74.373,0,0.0,516,14.709,299,8.523,315.0,132.0,200.0,109.0
6160,06037533703,533703,06,037,Los Angeles County,California,4318,42,0.973,0,0.0,0,0.0,4276,99.027,62.0,132.0,132.0,440.0
6164,06037577400,577400,06,037,Los Angeles County,California,2818,2014,71.469,96,3.407,297,10.539,338,11.994,242.0,89.0,182.0,132.0
6168,06037117101,117101,06,037,Los Angeles County,California,4367,687,15.732,291,6.664,1368,31.326,1985,45.455,311.0,263.0,355.0,361.0
6169,06037551402,551402,06,037,Los Angeles County,California,3650,814,22.301,0,0.0,385,10.548,2348,64.329,234.0,132.0,94.0,435.0
6170,06037532200,532200,06,037,Los Angeles County,California,6820,380,5.572,121,1.774,53,0.777,6170,90.469,141.0,106.0,55.0,550.0
6176,06037432601,432601,06,037,Los Angeles County,California,6612,490,7.411,67,1.013,2542,38.445,3430,51.875,205.0,82.0,489.0,525.0
6178,06037533104,533104,06,037,Los Angeles County,California,4175,19,0.455,0,0.0,0,0.0,4102,98.251,29.0,132.0,132.0,425.0
6182,06037206031,206031,06,037,Los Angeles County,California,2311,935,40.459,232,10.039,604,26.136,350,15.145,292.0,137.0,127.0,236.0
6183,06037137302,137302,06,037,Los Angeles County,California,4486,3440,76.683,69,1.538,286,6.375,451,10.053,297.0,70.0,84.0,197.0
6187,06037402301,402301,06,037,Los Angeles County,California,6168,567,9.193,355,5.756,253,4.102,4950,80.253,330.0,221.0,116.0,490.0
6193,06037310703,310703,06,037,Los Angeles County,California,5327,3702,69.495,90,1.69,470,8.823,934,17.533,440.0,100.0,176.0,295.0
6195,06037535200,535200,06,037,Los Angeles County,California,5996,51,0.851,1490,24.85,0,0.0,4443,74.099,49.0,372.0,132.0,558.0
6196,06037571900,571900,06,037,Los Angeles County,California,5522,2717,49.203,890,16.117,531,9.616,922,16.697,341.0,224.0,217.0,274.0
6198,06037577603,577603,06,037,Los Angeles County,California,8347,6444,77.201,201,2.408,432,5.176,1087,13.023,536.0,135.0,134.0,315.0
6208,06037104124,104124,06,037,Los Angeles County,California,3624,927,25.579,872,24.062,60,1.656,1725,47.599,284.0,370.0,73.0,498.0
6211,06037400602,400602,06,037,Los Angeles County,California,4286,908,21.185,224,5.226,229,5.343,2837,66.192,190.0,155.0,163.0,419.0
6212,06037431700,431700,06,037,Los Angeles County,California,5947,1554,26.131,29,0.488,3927,66.033,355,5.969,231.0,35.0,403.0,176.0
6213,06037239801,239801,06,037,Los Angeles County,California,3471,3,0.086,511,14.722,4,0.115,2950,84.99,6.0,231.0,6.0,617.0
6214,06037191420,191420,06,037,Los Angeles County,California,3632,182,5.011,53,1.459,431,11.867,2874,79.13,110.0,75.0,221.0,415.0
6215,06037265602,265602,06,037,Los Angeles County,California,2824,2200,77.904,17,0.602,450,15.935,157,5.559,270.0,28.0,215.0,132.0
6216,06037189201,189201,06,037,Los Angeles County,California,3115,2138,68.636,118,3.788,304,9.759,513,16.469,353.0,108.0,102.0,148.0
6218,06037530004,530004,06,037,Los Angeles County,California,3580,622,17.374,239,6.676,462,12.905,2218,61.955,251.0,256.0,171.0,385.0
6220,06037137501,137501,06,037,Los Angeles County,California,3523,2466,69.997,230,6.529,224,6.358,505,14.334,338.0,194.0,105.0,239.0
6221,06037238400,238400,06,037,Los Angeles County,California,4459,38,0.852,3825,85.782,11,0.247,481,10.787,59.0,403.0,19.0,146.0
6225,06037310202,310202,06,037,Los Angeles County,California,4938,3632,73.552,120,2.43,438,8.87,691,13.994,466.0,105.0,217.0,254.0
6226,06037700801,700801,06,037,Los Angeles County,California,5336,4407,82.59,133,2.493,366,6.859,312,5.847,419.0,92.0,287.0,199.0
6227,06037141102,141102,06,037,Los Angeles County,California,2770,1968,71.047,272,9.819,312,11.264,153,5.523,304.0,169.0,159.0,61.0
6229,06037239330,239330,06,037,Los Angeles County,California,3049,0,0.0,534,17.514,0,0.0,2515,82.486,132.0,264.0,132.0,465.0
6238,06037500600,500600,06,037,Los Angeles County,California,5645,360,6.377,32,0.567,0,0.0,5198,92.081,209.0,46.0,132.0,727.0
6243,06037433802,433802,06,037,Los Angeles County,California,2802,71,2.534,0,0.0,364,12.991,2310,82.441,83.0,132.0,230.0,360.0
6246,06037910202,910202,06,037,Los Angeles County,California,4959,3190,64.327,274,5.525,163,3.287,1308,26.376,490.0,192.0,104.0,513.0
6251,06037432202,432202,06,037,Los Angeles County,California,4205,262,6.231,66,1.57,2399,57.051,1478,35.149,100.0,99.0,261.0,288.0
6252,06037238100,238100,06,037,Los Angeles County,California,4956,29,0.585,3715,74.96,8,0.161,1013,20.44,47.0,436.0,13.0,294.0
6255,06037104810,104810,06,037,Los Angeles County,California,4618,95,2.057,34,0.736,121,2.62,4360,94.413,80.0,40.0,111.0,532.0
6256,06037217200,217200,06,037,Los Angeles County,California,3787,546,14.418,1425,37.629,297,7.843,1351,35.675,221.0,225.0,164.0,483.0
6262,06037124102,124102,06,037,Los Angeles County,California,3796,1338,35.248,42,1.106,223,5.875,2082,54.847,314.0,57.0,145.0,464.0
6263,06037261101,261101,06,037,Los Angeles County,California,3233,2914,90.133,0,0.0,83,2.567,184,5.691,354.0,132.0,74.0,136.0
6264,06037930301,930301,06,037,Los Angeles County,California,784,484,61.735,32,4.082,0,0.0,258,32.908,186.0,53.0,132.0,134.0
6266,06037297120,297120,06,037,Los Angeles County,California,3307,630,19.05,149,4.506,138,4.173,2324,70.275,212.0,96.0,95.0,343.0
6269,06037461600,461600,06,037,Los Angeles County,California,5628,510,9.062,1260,22.388,348,6.183,3354,59.595,179.0,364.0,225.0,569.0
6271,06037530204,530204,06,037,Los Angeles County,California,3918,221,5.641,53,1.353,153,3.905,3450,88.055,105.0,65.0,156.0,574.0
6276,06037190700,190700,06,037,Los Angeles County,California,2870,1309,45.61,107,3.728,309,10.767,981,34.181,153.0,71.0,208.0,271.0
6281,06037403407,403407,06,037,Los Angeles County,California,2090,238,11.388,46,2.201,1552,74.258,219,10.478,126.0,57.0,206.0,117.0
6283,06037111202,111202,06,037,Los Angeles County,California,5070,2621,51.696,144,2.84,732,14.438,1392,27.456,290.0,83.0,183.0,398.0
6288,06037406500,406500,06,037,Los Angeles County,California,6737,935,13.879,452,6.709,828,12.29,4477,66.454,138.0,275.0,252.0,679.0
6290,06037261200,261200,06,037,Los Angeles County,California,4031,3457,85.76,0,0.0,234,5.805,150,3.721,274.0,132.0,112.0,114.0
6291,06037502901,502901,06,037,Los Angeles County,California,5215,1012,19.406,0,0.0,445,8.533,3691,70.777,229.0,132.0,360.0,445.0
6292,06037575401,575401,06,037,Los Angeles County,California,5257,216,4.109,480,9.131,322,6.125,4095,77.896,123.0,231.0,175.0,614.0
6293,06037600400,600400,06,037,Los Angeles County,California,4511,59,1.308,3928,87.076,0,0.0,446,9.887,38.0,384.0,132.0,168.0
6295,06037460301,460301,06,037,Los Angeles County,California,5196,1702,32.756,2001,38.51,231,4.446,1046,20.131,242.0,310.0,118.0,247.0
6297,06037980015,980015,06,037,Los Angeles County,California,647,26,4.019,0,0.0,0,0.0,541,83.617,2.0,132.0,132.0,431.0
6299,06037203800,203800,06,037,Los Angeles County,California,4588,46,1.003,0,0.0,21,0.458,4509,98.278,44.0,132.0,38.0,607.0
6300,06037401701,401701,06,037,Los Angeles County,California,3977,2795,70.279,210,5.28,167,4.199,697,17.526,308.0,135.0,97.0,167.0
6301,06037553503,553503,06,037,Los Angeles County,California,2814,289,10.27,495,17.591,0,0.0,2030,72.139,209.0,234.0,132.0,322.0
6303,06037119342,119342,06,037,Los Angeles County,California,3152,47,1.491,88,2.792,296,9.391,2721,86.326,39.0,99.0,179.0,424.0
6306,06037208610,208610,06,037,Los Angeles County,California,4297,209,4.864,93,2.164,1687,39.26,2246,52.269,102.0,69.0,239.0,383.0
6307,06037404702,404702,06,037,Los Angeles County,California,6183,209,3.38,148,2.394,919,14.863,4870,78.764,103.0,230.0,183.0,511.0
6311,06037301205,301205,06,037,Los Angeles County,California,2349,1850,78.757,35,1.49,145,6.173,187,7.961,317.0,44.0,140.0,152.0
6316,06037242600,242600,06,037,Los Angeles County,California,3615,22,0.609,1569,43.402,0,0.0,1948,53.887,36.0,322.0,132.0,543.0
6318,06037134720,134720,06,037,Los Angeles County,California,4810,1584,32.931,274,5.696,686,14.262,2134,44.366,309.0,176.0,235.0,485.0
6324,06037576401,576401,06,037,Los Angeles County,California,4623,159,3.439,398,8.609,946,20.463,3048,65.931,130.0,126.0,304.0,547.0
6326,06037264302,264302,06,037,Los Angeles County,California,5950,4796,80.605,15,0.252,622,10.454,328,5.513,503.0,24.0,381.0,196.0
6344,06037195803,195803,06,037,Los Angeles County,California,2745,936,34.098,148,5.392,457,16.648,1086,39.563,258.0,189.0,129.0,310.0
6345,06037302003,302003,06,037,Los Angeles County,California,3514,2562,72.908,47,1.338,556,15.822,306,8.708,342.0,45.0,252.0,254.0
6347,06037552100,552100,06,037,Los Angeles County,California,6173,540,8.748,552,8.942,1056,17.107,3951,64.005,200.0,245.0,193.0,539.0
6348,06037401500,401500,06,037,Los Angeles County,California,4837,2213,45.751,47,0.972,282,5.83,2115,43.725,347.0,49.0,226.0,269.0
6349,06037530301,530301,06,037,Los Angeles County,California,2276,21,0.923,0,0.0,55,2.417,2200,96.661,25.0,132.0,66.0,544.0
6351,06037269906,269906,06,037,Los Angeles County,California,2840,901,31.725,294,10.352,754,26.549,752,26.479,216.0,156.0,177.0,167.0
6352,06037533602,533602,06,037,Los Angeles County,California,5305,160,3.016,0,0.0,0,0.0,5143,96.946,121.0,132.0,132.0,533.0
6360,06037237101,237101,06,037,Los Angeles County,California,3910,77,1.969,1270,32.481,0,0.0,2487,63.606,95.0,315.0,132.0,535.0
6361,06037576601,576601,06,037,Los Angeles County,California,4555,2265,49.726,489,10.735,376,8.255,1259,27.64,282.0,191.0,167.0,348.0
6370,06037404600,404600,06,037,Los Angeles County,California,1443,79,5.475,14,0.97,17,1.178,1333,92.377,70.0,17.0,17.0,129.0
6371,06037300701,300701,06,037,Los Angeles County,California,5817,4648,79.904,14,0.241,556,9.558,464,7.977,406.0,23.0,236.0,207.0
6380,06037115404,115404,06,037,Los Angeles County,California,2885,818,28.354,259,8.977,333,11.542,1437,49.809,140.0,175.0,283.0,397.0
6382,06037187300,187300,06,037,Los Angeles County,California,3653,1725,47.221,139,3.805,635,17.383,918,25.13,246.0,90.0,135.0,208.0
6383,06037603001,603001,06,037,Los Angeles County,California,6856,238,3.471,1519,22.156,1421,20.726,3305,48.206,122.0,347.0,304.0,590.0
6384,06037651402,651402,06,037,Los Angeles County,California,5792,3117,53.816,101,1.744,1998,34.496,347,5.991,495.0,110.0,437.0,157.0
6387,06037920018,920018,06,037,Los Angeles County,California,2181,1335,61.21,133,6.098,269,12.334,417,19.12,180.0,138.0,157.0,150.0
6390,06037123520,123520,06,037,Los Angeles County,California,2534,662,26.125,26,1.026,124,4.893,1722,67.956,182.0,41.0,105.0,352.0
6391,06037234501,234501,06,037,Los Angeles County,California,2582,38,1.472,1279,49.535,42,1.627,980,37.955,36.0,243.0,45.0,209.0
6392,06037570901,570901,06,037,Los Angeles County,California,5652,2864,50.672,356,6.299,506,8.953,1624,28.733,296.0,238.0,257.0,427.0
6395,06037481401,481401,06,037,Los Angeles County,California,5970,410,6.868,0,0.0,4458,74.673,872,14.606,110.0,132.0,480.0,305.0
6397,06037553200,553200,06,037,Los Angeles County,California,7057,1832,25.96,422,5.98,599,8.488,4055,57.461,356.0,135.0,198.0,394.0
6403,06037910208,910208,06,037,Los Angeles County,California,6590,2544,38.604,788,11.958,527,7.997,2583,39.196,570.0,430.0,153.0,617.0
6409,06037402200,402200,06,037,Los Angeles County,California,6928,1780,25.693,1198,17.292,435,6.279,3253,46.954,260.0,400.0,159.0,391.0
6413,06037211922,211922,06,037,Los Angeles County,California,3928,154,3.921,127,3.233,1580,40.224,2055,52.317,71.0,96.0,373.0,463.0
6414,06037554204,554204,06,037,Los Angeles County,California,4223,603,14.279,1269,30.05,227,5.375,1954,46.27,234.0,557.0,258.0,493.0
6415,06037204300,204300,06,037,Los Angeles County,California,4845,106,2.188,16,0.33,134,2.766,4589,94.716,60.0,25.0,81.0,486.0
6429,06037297400,297400,06,037,Los Angeles County,California,3689,2733,74.085,14,0.38,428,11.602,386,10.464,288.0,23.0,255.0,149.0
6431,06037301900,301900,06,037,Los Angeles County,California,7733,5190,67.115,183,2.366,1127,14.574,1172,15.156,590.0,194.0,328.0,342.0
6437,06037900607,900607,06,037,Los Angeles County,California,4556,1353,29.697,1110,24.363,197,4.324,1778,39.025,327.0,612.0,187.0,370.0
