geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,metropolitan statistical area/micropolitan statistical area
25460,"Harrison, AR Micro Area",45136.0,,-555555555.0,*****,25460
25500,"Harrisonburg, VA Metro Area",132835.0,,-555555555.0,*****,25500
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1209367.0,,-555555555.0,*****,25540
25580,"Hastings, NE Micro Area",31583.0,,-555555555.0,*****,25580
25620,"Hattiesburg, MS Metro Area",148768.0,,-555555555.0,*****,25620
25700,"Hays, KS Micro Area",28878.0,,-555555555.0,*****,25700
25720,"Heber, UT Micro Area",30523.0,,-555555555.0,*****,25720
25740,"Helena, MT Micro Area",78855.0,,-555555555.0,*****,25740
25760,"Helena-West Helena, AR Micro Area",19034.0,,-555555555.0,*****,25760
25780,"Henderson, NC Micro Area",44482.0,,-555555555.0,*****,25780
25820,"Hereford, TX Micro Area",18899.0,,-555555555.0,*****,25820
25840,"Hermiston-Pendleton, OR Micro Area",88113.0,,-555555555.0,*****,25840
25860,"Hickory-Lenoir-Morganton, NC Metro Area",365339.0,,-555555555.0,*****,25860
25880,"Hillsdale, MI Micro Area",45830.0,,-555555555.0,*****,25880
25900,"Hilo, HI Micro Area",197658.0,,-555555555.0,*****,25900
25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",210558.0,,-555555555.0,*****,25940
25980,"Hinesville, GA Metro Area",80264.0,,-555555555.0,*****,25980
26020,"Hobbs, NM Micro Area",70126.0,,-555555555.0,*****,26020
26090,"Holland, MI Micro Area",115250.0,,-555555555.0,*****,26090
26140,"Homosassa Springs, FL Metro Area",143087.0,,-555555555.0,*****,26140
26220,"Hood River, OR Micro Area",23131.0,,-555555555.0,*****,26220
26260,"Hope, AR Micro Area",30458.0,,-555555555.0,*****,26260
26300,"Hot Springs, AR Metro Area",98296.0,,-555555555.0,*****,26300
26340,"Houghton, MI Micro Area",38490.0,,-555555555.0,*****,26340
26380,"Houma-Thibodaux, LA Metro Area",210801.0,,-555555555.0,*****,26380
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6779104.0,,-555555555.0,*****,26420
26460,"Hudson, NY Micro Area",60919.0,,-555555555.0,*****,26460
26500,"Huntingdon, PA Micro Area",45421.0,,-555555555.0,*****,26500
26540,"Huntington, IN Micro Area",36378.0,,-555555555.0,*****,26540
26580,"Huntington-Ashland, WV-KY-OH Metro Area",358234.0,,-555555555.0,*****,26580
26620,"Huntsville, AL Metro Area",450612.0,,-555555555.0,*****,26620
26660,"Huntsville, TX Micro Area",86108.0,,-555555555.0,*****,26660
26700,"Huron, SD Micro Area",18374.0,,-555555555.0,*****,26700
26740,"Hutchinson, KS Micro Area",63101.0,,-555555555.0,*****,26740
26780,"Hutchinson, MN Micro Area",35825.0,,-555555555.0,*****,26780
26820,"Idaho Falls, ID Metro Area",142968.0,,-555555555.0,*****,26820
26860,"Indiana, PA Micro Area",85755.0,,-555555555.0,*****,26860
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2007497.0,,-555555555.0,*****,26900
26940,"Indianola, MS Micro Area",26532.0,,-555555555.0,*****,26940
26960,"Ionia, MI Micro Area",64176.0,,-555555555.0,*****,26960
26980,"Iowa City, IA Metro Area",169144.0,,-555555555.0,*****,26980
27020,"Iron Mountain, MI-WI Micro Area",29907.0,,-555555555.0,*****,27020
27060,"Ithaca, NY Metro Area",102962.0,,-555555555.0,*****,27060
27100,"Jackson, MI Metro Area",158913.0,,-555555555.0,*****,27100
27140,"Jackson, MS Metro Area",580280.0,,-555555555.0,*****,27140
27160,"Jackson, OH Micro Area",32524.0,,-555555555.0,*****,27160
27180,"Jackson, TN Metro Area",129331.0,,-555555555.0,*****,27180
27220,"Jackson, WY-ID Micro Area",34139.0,,-555555555.0,*****,27220
27260,"Jacksonville, FL Metro Area",1475386.0,,-555555555.0,*****,27260
27300,"Jacksonville, IL Micro Area",39473.0,,-555555555.0,*****,27300
27340,"Jacksonville, NC Metro Area",193912.0,,-555555555.0,*****,27340
27380,"Jacksonville, TX Micro Area",51903.0,,-555555555.0,*****,27380
27420,"Jamestown, ND Micro Area",21064.0,,-555555555.0,*****,27420
27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",129656.0,,-555555555.0,*****,27460
27500,"Janesville-Beloit, WI Metro Area",161769.0,,-555555555.0,*****,27500
27540,"Jasper, IN Micro Area",54829.0,,-555555555.0,*****,27540
27580,"Jayuya, PR Micro Area",14906.0,,-555555555.0,*****,27580
27600,"Jefferson, GA Micro Area",65755.0,,-555555555.0,*****,27600
27620,"Jefferson City, MO Metro Area",151157.0,,-555555555.0,*****,27620
27660,"Jennings, LA Micro Area",31467.0,,-555555555.0,*****,27660
27700,"Jesup, GA Micro Area",29767.0,,-555555555.0,*****,27700
27740,"Johnson City, TN Metro Area",201226.0,,-555555555.0,*****,27740
27780,"Johnstown, PA Metro Area",134550.0,,-555555555.0,*****,27780
27860,"Jonesboro, AR Metro Area",129755.0,,-555555555.0,*****,27860
27900,"Joplin, MO Metro Area",177440.0,,-555555555.0,*****,27900
27920,"Junction City, KS Micro Area",34895.0,,-555555555.0,*****,27920
27940,"Juneau, AK Micro Area",32330.0,,-555555555.0,*****,27940
27980,"Kahului-Wailuku-Lahaina, HI Metro Area",165356.0,,-555555555.0,*****,27980
28020,"Kalamazoo-Portage, MI Metro Area",336845.0,,-555555555.0,*****,28020
28060,"Kalispell, MT Micro Area",98082.0,,-555555555.0,*****,28060
28100,"Kankakee, IL Metro Area",111061.0,,-555555555.0,*****,28100
28140,"Kansas City, MO-KS Metro Area",2106632.0,,-555555555.0,*****,28140
28180,"Kapaa, HI Micro Area",71377.0,,-555555555.0,*****,28180
28260,"Kearney, NE Micro Area",55582.0,,-555555555.0,*****,28260
28300,"Keene, NH Micro Area",76263.0,,-555555555.0,*****,28300
28340,"Kendallville, IN Micro Area",47451.0,,-555555555.0,*****,28340
28380,"Kennett, MO Micro Area",30428.0,,-555555555.0,*****,28380
28420,"Kennewick-Richland, WA Metro Area",284828.0,,-555555555.0,*****,28420
28500,"Kerrville, TX Micro Area",51365.0,,-555555555.0,*****,28500
28540,"Ketchikan, AK Micro Area",13804.0,,-555555555.0,*****,28540
28580,"Key West, FL Micro Area",76325.0,,-555555555.0,*****,28580
28620,"Kill Devil Hills, NC Micro Area",39860.0,,-555555555.0,*****,28620
28660,"Killeen-Temple, TX Metro Area",438265.0,,-555555555.0,*****,28660
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",306394.0,,-555555555.0,*****,28700
28740,"Kingston, NY Metro Area",179303.0,,-555555555.0,*****,28740
28820,"Kinston, NC Micro Area",57227.0,,-555555555.0,*****,28820
28860,"Kirksville, MO Micro Area",29827.0,,-555555555.0,*****,28860
28900,"Klamath Falls, OR Micro Area",66310.0,,-555555555.0,*****,28900
28940,"Knoxville, TN Metro Area",868499.0,,-555555555.0,*****,28940
29020,"Kokomo, IN Metro Area",82387.0,,-555555555.0,*****,29020
29060,"Laconia, NH Micro Area",60640.0,,-555555555.0,*****,29060
29100,"La Crosse-Onalaska, WI-MN Metro Area",136513.0,,-555555555.0,*****,29100
29180,"Lafayette, LA Metro Area",488969.0,,-555555555.0,*****,29180
29200,"Lafayette-West Lafayette, IN Metro Area",217955.0,,-555555555.0,*****,29200
29260,"La Grande, OR Micro Area",26028.0,,-555555555.0,*****,29260
29300,"LaGrange, GA Micro Area",69774.0,,-555555555.0,*****,29300
29340,"Lake Charles, LA Metro Area",207050.0,,-555555555.0,*****,29340
29380,"Lake City, FL Micro Area",69105.0,,-555555555.0,*****,29380
29420,"Lake Havasu City-Kingman, AZ Metro Area",206064.0,,-555555555.0,*****,29420
29460,"Lakeland-Winter Haven, FL Metro Area",668671.0,,-555555555.0,*****,29460
29500,"Lamesa, TX Micro Area",12964.0,,-555555555.0,*****,29500
29540,"Lancaster, PA Metro Area",538347.0,,-555555555.0,*****,29540
29620,"Lansing-East Lansing, MI Metro Area",476615.0,,-555555555.0,*****,29620
29660,"Laramie, WY Micro Area",38102.0,,-555555555.0,*****,29660
29700,"Laredo, TX Metro Area",272053.0,,-555555555.0,*****,29700
29740,"Las Cruces, NM Metro Area",215338.0,,-555555555.0,*****,29740
29780,"Las Vegas, NM Micro Area",28034.0,,-555555555.0,*****,29780
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2141574.0,,-555555555.0,*****,29820
29860,"Laurel, MS Micro Area",84983.0,,-555555555.0,*****,29860
29900,"Laurinburg, NC Micro Area",35262.0,,-555555555.0,*****,29900
29940,"Lawrence, KS Metro Area",119319.0,,-555555555.0,*****,29940
29980,"Lawrenceburg, TN Micro Area",42937.0,,-555555555.0,*****,29980
30020,"Lawton, OK Metro Area",128490.0,,-555555555.0,*****,30020
30060,"Lebanon, MO Micro Area",35507.0,,-555555555.0,*****,30060
30140,"Lebanon, PA Metro Area",138674.0,,-555555555.0,*****,30140
30220,"Levelland, TX Micro Area",23162.0,,-555555555.0,*****,30220
30260,"Lewisburg, PA Micro Area",45114.0,,-555555555.0,*****,30260
30280,"Lewisburg, TN Micro Area",32269.0,,-555555555.0,*****,30280
30300,"Lewiston, ID-WA Metro Area",62492.0,,-555555555.0,*****,30300
30340,"Lewiston-Auburn, ME Metro Area",107444.0,,-555555555.0,*****,30340
30380,"Lewistown, PA Micro Area",46362.0,,-555555555.0,*****,30380
30420,"Lexington, NE Micro Area",25819.0,,-555555555.0,*****,30420
30460,"Lexington-Fayette, KY Metro Area",506786.0,,-555555555.0,*****,30460
30580,"Liberal, KS Micro Area",22692.0,,-555555555.0,*****,30580
30620,"Lima, OH Metro Area",103642.0,,-555555555.0,*****,30620
30660,"Lincoln, IL Micro Area",29207.0,,-555555555.0,*****,30660
30700,"Lincoln, NE Metro Area",327221.0,,-555555555.0,*****,30700
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",734502.0,,-555555555.0,*****,30780
30820,"Lock Haven, PA Micro Area",39074.0,,-555555555.0,*****,30820
30860,"Logan, UT-ID Metro Area",135615.0,,-555555555.0,*****,30860
30880,"Logan, WV Micro Area",33801.0,,-555555555.0,*****,30880
30900,"Logansport, IN Micro Area",38084.0,,-555555555.0,*****,30900
30940,"London, KY Micro Area",127736.0,,-555555555.0,*****,30940
30980,"Longview, TX Metro Area",217858.0,,-555555555.0,*****,30980
31020,"Longview, WA Metro Area",105112.0,,-555555555.0,*****,31020
31060,"Los Alamos, NM Micro Area",18356.0,,-555555555.0,*****,31060
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13262234.0,,-555555555.0,*****,31080
31140,"Louisville/Jefferson County, KY-IN Metro Area",1285270.0,,-555555555.0,*****,31140
31180,"Lubbock, TX Metro Area",313123.0,,-555555555.0,*****,31180
31220,"Ludington, MI Micro Area",28884.0,,-555555555.0,*****,31220
31260,"Lufkin, TX Micro Area",87607.0,,-555555555.0,*****,31260
31300,"Lumberton, NC Micro Area",133442.0,,-555555555.0,*****,31300
31340,"Lynchburg, VA Metro Area",260668.0,,-555555555.0,*****,31340
31380,"Macomb, IL Micro Area",30875.0,,-555555555.0,*****,31380
31420,"Macon-Bibb County, GA Metro Area",229676.0,,-555555555.0,*****,31420
31460,"Madera, CA Metro Area",155013.0,,-555555555.0,*****,31460
31500,"Madison, IN Micro Area",32237.0,,-555555555.0,*****,31500
31540,"Madison, WI Metro Area",647281.0,,-555555555.0,*****,31540
31580,"Madisonville, KY Micro Area",45664.0,,-555555555.0,*****,31580
31620,"Magnolia, AR Micro Area",23892.0,,-555555555.0,*****,31620
31660,"Malone, NY Micro Area",50692.0,,-555555555.0,*****,31660
31680,"Malvern, AR Micro Area",33520.0,,-555555555.0,*****,31680
31700,"Manchester-Nashua, NH Metro Area",411087.0,,-555555555.0,*****,31700
31740,"Manhattan, KS Metro Area",98841.0,,-555555555.0,*****,31740
31820,"Manitowoc, WI Micro Area",79407.0,,-555555555.0,*****,31820
31860,"Mankato-North Mankato, MN Metro Area",100105.0,,-555555555.0,*****,31860
31900,"Mansfield, OH Metro Area",121324.0,,-555555555.0,*****,31900
31930,"Marietta, OH Micro Area",60671.0,,-555555555.0,*****,31930
31940,"Marinette, WI-MI Micro Area",63771.0,,-555555555.0,*****,31940
31980,"Marion, IN Micro Area",66944.0,,-555555555.0,*****,31980
32000,"Marion, NC Micro Area",45109.0,,-555555555.0,*****,32000
32020,"Marion, OH Micro Area",65344.0,,-555555555.0,*****,32020
32100,"Marquette, MI Micro Area",66939.0,,-555555555.0,*****,32100
32140,"Marshall, MN Micro Area",25839.0,,-555555555.0,*****,32140
32180,"Marshall, MO Micro Area",23102.0,,-555555555.0,*****,32180
32220,"Marshall, TX Micro Area",66645.0,,-555555555.0,*****,32220
32260,"Marshalltown, IA Micro Area",40271.0,,-555555555.0,*****,32260
32280,"Martin, TN Micro Area",33626.0,,-555555555.0,*****,32280
32300,"Martinsville, VA Micro Area",64689.0,,-555555555.0,*****,32300
32340,"Maryville, MO Micro Area",22547.0,,-555555555.0,*****,32340
32380,"Mason City, IA Micro Area",50473.0,,-555555555.0,*****,32380
32420,"Mayag�ez, PR Metro Area",93435.0,,-555555555.0,*****,32420
32460,"Mayfield, KY Micro Area",37294.0,,-555555555.0,*****,32460
32500,"Maysville, KY Micro Area",17153.0,,-555555555.0,*****,32500
32540,"McAlester, OK Micro Area",44382.0,,-555555555.0,*****,32540
32580,"McAllen-Edinburg-Mission, TX Metro Area",849389.0,,-555555555.0,*****,32580
32620,"McComb, MS Micro Area",52205.0,,-555555555.0,*****,32620
32660,"McMinnville, TN Micro Area",40454.0,,-555555555.0,*****,32660
32700,"McPherson, KS Micro Area",28630.0,,-555555555.0,*****,32700
32740,"Meadville, PA Micro Area",86164.0,,-555555555.0,*****,32740
32780,"Medford, OR Metro Area",214267.0,,-555555555.0,*****,32780
32820,"Memphis, TN-MS-AR Metro Area",1345991.0,,-555555555.0,*****,32820
32860,"Menomonie, WI Micro Area",44498.0,,-555555555.0,*****,32860
32900,"Merced, CA Metro Area",269075.0,,-555555555.0,*****,32900
32940,"Meridian, MS Micro Area",103358.0,,-555555555.0,*****,32940
32980,"Merrill, WI Micro Area",27848.0,,-555555555.0,*****,32980
33020,"Mexico, MO Micro Area",25735.0,,-555555555.0,*****,33020
33060,"Miami, OK Micro Area",31566.0,,-555555555.0,*****,33060
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",6070944.0,,-555555555.0,*****,33100
33140,"Michigan City-La Porte, IN Metro Area",110552.0,,-555555555.0,*****,33140
33180,"Middlesborough, KY Micro Area",27188.0,,-555555555.0,*****,33180
33220,"Midland, MI Metro Area",83389.0,,-555555555.0,*****,33220
33260,"Midland, TX Metro Area",169808.0,,-555555555.0,*****,33260
33300,"Milledgeville, GA Micro Area",53821.0,,-555555555.0,*****,33300
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1575907.0,,-555555555.0,*****,33340
33420,"Mineral Wells, TX Micro Area",28317.0,,-555555555.0,*****,33420
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3557528.0,,-555555555.0,*****,33460
33500,"Minot, ND Micro Area",77456.0,,-555555555.0,*****,33500
33540,"Missoula, MT Metro Area",115983.0,,-555555555.0,*****,33540
33580,"Mitchell, SD Micro Area",23298.0,,-555555555.0,*****,33580
33620,"Moberly, MO Micro Area",24945.0,,-555555555.0,*****,33620
33660,"Mobile, AL Metro Area",414659.0,,-555555555.0,*****,33660
33700,"Modesto, CA Metro Area",539301.0,,-555555555.0,*****,33700
33740,"Monroe, LA Metro Area",178550.0,,-555555555.0,*****,33740
33780,"Monroe, MI Metro Area",149699.0,,-555555555.0,*****,33780
33860,"Montgomery, AL Metro Area",373589.0,,-555555555.0,*****,33860
33940,"Montrose, CO Micro Area",41268.0,,-555555555.0,*****,33940
33980,"Morehead City, NC Micro Area",68920.0,,-555555555.0,*****,33980
34020,"Morgan City, LA Micro Area",51734.0,,-555555555.0,*****,34020
34060,"Morgantown, WV Metro Area",139089.0,,-555555555.0,*****,34060
34100,"Morristown, TN Metro Area",116987.0,,-555555555.0,*****,34100
34140,"Moscow, ID Micro Area",39239.0,,-555555555.0,*****,34140
34180,"Moses Lake, WA Micro Area",94860.0,,-555555555.0,*****,34180
34220,"Moultrie, GA Micro Area",45606.0,,-555555555.0,*****,34220
34260,"Mountain Home, AR Micro Area",41219.0,,-555555555.0,*****,34260
34300,"Mountain Home, ID Micro Area",26433.0,,-555555555.0,*****,34300
34340,"Mount Airy, NC Micro Area",72099.0,,-555555555.0,*****,34340
34380,"Mount Pleasant, MI Micro Area",70775.0,,-555555555.0,*****,34380
34420,"Mount Pleasant, TX Micro Area",32730.0,,-555555555.0,*****,34420
34460,"Mount Sterling, KY Micro Area",46432.0,,-555555555.0,*****,34460
34500,"Mount Vernon, IL Micro Area",38169.0,,-555555555.0,*****,34500
34540,"Mount Vernon, OH Micro Area",61215.0,,-555555555.0,*****,34540
34580,"Mount Vernon-Anacortes, WA Metro Area",123907.0,,-555555555.0,*****,34580
34620,"Muncie, IN Metro Area",115616.0,,-555555555.0,*****,34620
34660,"Murray, KY Micro Area",38776.0,,-555555555.0,*****,34660
34700,"Muscatine, IA Micro Area",42950.0,,-555555555.0,*****,34700
34740,"Muskegon, MI Metro Area",173043.0,,-555555555.0,*****,34740
34780,"Muskogee, OK Micro Area",69084.0,,-555555555.0,*****,34780
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",447775.0,,-555555555.0,*****,34820
34860,"Nacogdoches, TX Micro Area",65558.0,,-555555555.0,*****,34860
34900,"Napa, CA Metro Area",140530.0,,-555555555.0,*****,34900
34940,"Naples-Immokalee-Marco Island, FL Metro Area",363922.0,,-555555555.0,*****,34940
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1864138.0,,-555555555.0,*****,34980
35020,"Natchez, MS-LA Micro Area",51568.0,,-555555555.0,*****,35020
35060,"Natchitoches, LA Micro Area",38963.0,,-555555555.0,*****,35060
35100,"New Bern, NC Metro Area",125519.0,,-555555555.0,*****,35100
35140,"Newberry, SC Micro Area",38068.0,,-555555555.0,*****,35140
35220,"New Castle, IN Micro Area",48483.0,,-555555555.0,*****,35220
35260,"New Castle, PA Micro Area",87382.0,,-555555555.0,*****,35260
35300,"New Haven-Milford, CT Metro Area",859339.0,,-555555555.0,*****,35300
35380,"New Orleans-Metairie, LA Metro Area",1263635.0,,-555555555.0,*****,35380
35420,"New Philadelphia-Dover, OH Micro Area",92526.0,,-555555555.0,*****,35420
35440,"Newport, OR Micro Area",47881.0,,-555555555.0,*****,35440
35460,"Newport, TN Micro Area",35336.0,,-555555555.0,*****,35460
35500,"Newton, IA Micro Area",36891.0,,-555555555.0,*****,35500
35580,"New Ulm, MN Micro Area",25211.0,,-555555555.0,*****,35580
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19990592.0,,-555555555.0,*****,35620
35660,"Niles-Benton Harbor, MI Metro Area",154807.0,,-555555555.0,*****,35660
35700,"Nogales, AZ Micro Area",46584.0,,-555555555.0,*****,35700
35740,"Norfolk, NE Micro Area",48313.0,,-555555555.0,*****,35740
35840,"North Port-Sarasota-Bradenton, FL Metro Area",785997.0,,-555555555.0,*****,35840
35860,"North Vernon, IN Micro Area",27727.0,,-555555555.0,*****,35860
35900,"North Wilkesboro, NC Micro Area",68460.0,,-555555555.0,*****,35900
35940,"Norwalk, OH Micro Area",58457.0,,-555555555.0,*****,35940
35980,"Norwich-New London, CT Metro Area",268881.0,,-555555555.0,*****,35980
36020,"Oak Harbor, WA Micro Area",81636.0,,-555555555.0,*****,36020
36100,"Ocala, FL Metro Area",348371.0,,-555555555.0,*****,36100
36140,"Ocean City, NJ Metro Area",93705.0,,-555555555.0,*****,36140
36220,"Odessa, TX Metro Area",158342.0,,-555555555.0,*****,36220
36260,"Ogden-Clearfield, UT Metro Area",652744.0,,-555555555.0,*****,36260
36300,"Ogdensburg-Massena, NY Micro Area",109558.0,,-555555555.0,*****,36300
36340,"Oil City, PA Micro Area",52376.0,,-555555555.0,*****,36340
36380,"Okeechobee, FL Micro Area",40572.0,,-555555555.0,*****,36380
36420,"Oklahoma City, OK Metro Area",1369759.0,,-555555555.0,*****,36420
36460,"Olean, NY Micro Area",77686.0,,-555555555.0,*****,36460
36500,"Olympia-Tumwater, WA Metro Area",274684.0,,-555555555.0,*****,36500
36540,"Omaha-Council Bluffs, NE-IA Metro Area",922891.0,,-555555555.0,*****,36540
36580,"Oneonta, NY Micro Area",60244.0,,-555555555.0,*****,36580
36620,"Ontario, OR-ID Micro Area",53472.0,,-555555555.0,*****,36620
36660,"Opelousas, LA Micro Area",83449.0,,-555555555.0,*****,36660
36700,"Orangeburg, SC Micro Area",88454.0,,-555555555.0,*****,36700
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2450261.0,,-555555555.0,*****,36740
36780,"Oshkosh-Neenah, WI Metro Area",169926.0,,-555555555.0,*****,36780
36820,"Oskaloosa, IA Micro Area",22208.0,,-555555555.0,*****,36820
36830,"Othello, WA Micro Area",19452.0,,-555555555.0,*****,36830
36840,"Ottawa, KS Micro Area",25563.0,,-555555555.0,*****,36840
36860,"Ottawa-Peru, IL Micro Area",149528.0,,-555555555.0,*****,36860
36900,"Ottumwa, IA Micro Area",44200.0,,-555555555.0,*****,36900
36940,"Owatonna, MN Micro Area",36676.0,,-555555555.0,*****,36940
36980,"Owensboro, KY Metro Area",117987.0,,-555555555.0,*****,36980
37020,"Owosso, MI Micro Area",68493.0,,-555555555.0,*****,37020
37060,"Oxford, MS Micro Area",53459.0,,-555555555.0,*****,37060
37080,"Oxford, NC Micro Area",58874.0,,-555555555.0,*****,37080
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",848112.0,,-555555555.0,*****,37100
37120,"Ozark, AL Micro Area",49255.0,,-555555555.0,*****,37120
37140,"Paducah, KY-IL Micro Area",97067.0,,-555555555.0,*****,37140
37220,"Pahrump, NV Micro Area",43705.0,,-555555555.0,*****,37220
37260,"Palatka, FL Micro Area",72766.0,,-555555555.0,*****,37260
37300,"Palestine, TX Micro Area",57863.0,,-555555555.0,*****,37300
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",576808.0,,-555555555.0,*****,37340
37420,"Pampa, TX Micro Area",22685.0,,-555555555.0,*****,37420
37460,"Panama City, FL Metro Area",198537.0,,-555555555.0,*****,37460
37500,"Paragould, AR Micro Area",44623.0,,-555555555.0,*****,37500
37540,"Paris, TN Micro Area",32279.0,,-555555555.0,*****,37540
37580,"Paris, TX Micro Area",49532.0,,-555555555.0,*****,37580
37620,"Parkersburg-Vienna, WV Metro Area",91353.0,,-555555555.0,*****,37620
37660,"Parsons, KS Micro Area",20367.0,,-555555555.0,*****,37660
37740,"Payson, AZ Micro Area",53400.0,,-555555555.0,*****,37740
37780,"Pecos, TX Micro Area",15125.0,,-555555555.0,*****,37780
37800,"Pella, IA Micro Area",33207.0,,-555555555.0,*****,37800
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",481964.0,,-555555555.0,*****,37860
37900,"Peoria, IL Metro Area",374426.0,,-555555555.0,*****,37900
37940,"Peru, IN Micro Area",35901.0,,-555555555.0,*****,37940
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6069448.0,,-555555555.0,*****,37980
38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4673634.0,,-555555555.0,*****,38060
38100,"Picayune, MS Micro Area",55149.0,,-555555555.0,*****,38100
38220,"Pine Bluff, AR Metro Area",92345.0,,-555555555.0,*****,38220
38240,"Pinehurst-Southern Pines, NC Micro Area",95629.0,,-555555555.0,*****,38240
38260,"Pittsburg, KS Micro Area",39108.0,,-555555555.0,*****,38260
38300,"Pittsburgh, PA Metro Area",2339941.0,,-555555555.0,*****,38300
38340,"Pittsfield, MA Metro Area",127328.0,,-555555555.0,*****,38340
38380,"Plainview, TX Micro Area",34113.0,,-555555555.0,*****,38380
38420,"Platteville, WI Micro Area",51828.0,,-555555555.0,*****,38420
38460,"Plattsburgh, NY Micro Area",80794.0,,-555555555.0,*****,38460
38500,"Plymouth, IN Micro Area",46595.0,,-555555555.0,*****,38500
38540,"Pocatello, ID Metro Area",85065.0,,-555555555.0,*****,38540
38580,"Point Pleasant, WV-OH Micro Area",57134.0,,-555555555.0,*****,38580
38620,"Ponca City, OK Micro Area",44880.0,,-555555555.0,*****,38620
38660,"Ponce, PR Metro Area",307093.0,,-555555555.0,*****,38660
38700,"Pontiac, IL Micro Area",36324.0,,-555555555.0,*****,38700
38740,"Poplar Bluff, MO Micro Area",42733.0,,-555555555.0,*****,38740
38780,"Portales, NM Micro Area",19117.0,,-555555555.0,*****,38780
38820,"Port Angeles, WA Micro Area",74487.0,,-555555555.0,*****,38820
38840,"Port Clinton, OH Micro Area",40709.0,,-555555555.0,*****,38840
38860,"Portland-South Portland, ME Metro Area",529323.0,,-555555555.0,*****,38860
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2417931.0,,-555555555.0,*****,38900
38920,"Port Lavaca, TX Micro Area",21807.0,,-555555555.0,*****,38920
38940,"Port St. Lucie, FL Metro Area",463172.0,,-555555555.0,*****,38940
39020,"Portsmouth, OH Micro Area",76377.0,,-555555555.0,*****,39020
39060,"Pottsville, PA Micro Area",143555.0,,-555555555.0,*****,39060
39140,"Prescott, AZ Metro Area",224645.0,,-555555555.0,*****,39140
39220,"Price, UT Micro Area",20356.0,,-555555555.0,*****,39220
39260,"Prineville, OR Micro Area",22337.0,,-555555555.0,*****,39260
39300,"Providence-Warwick, RI-MA Metro Area",1615516.0,,-555555555.0,*****,39300
39340,"Provo-Orem, UT Metro Area",601388.0,,-555555555.0,*****,39340
39380,"Pueblo, CO Metro Area",164685.0,,-555555555.0,*****,39380
39420,"Pullman, WA Micro Area",48593.0,,-555555555.0,*****,39420
39460,"Punta Gorda, FL Metro Area",176954.0,,-555555555.0,*****,39460
39500,"Quincy, IL-MO Micro Area",76454.0,,-555555555.0,*****,39500
39540,"Racine, WI Metro Area",195398.0,,-555555555.0,*****,39540
39580,"Raleigh, NC Metro Area",1302632.0,,-555555555.0,*****,39580
39660,"Rapid City, SD Metro Area",145291.0,,-555555555.0,*****,39660
39700,"Raymondville, TX Micro Area",21754.0,,-555555555.0,*****,39700
39740,"Reading, PA Metro Area",416642.0,,-555555555.0,*****,39740
39780,"Red Bluff, CA Micro Area",63373.0,,-555555555.0,*****,39780
39820,"Redding, CA Metro Area",179085.0,,-555555555.0,*****,39820
39860,"Red Wing, MN Micro Area",46217.0,,-555555555.0,*****,39860
39900,"Reno, NV Metro Area",454427.0,,-555555555.0,*****,39900
39940,"Rexburg, ID Micro Area",51670.0,,-555555555.0,*****,39940
39980,"Richmond, IN Micro Area",66613.0,,-555555555.0,*****,39980
40060,"Richmond, VA Metro Area",1281530.0,,-555555555.0,*****,40060
40080,"Richmond-Berea, KY Micro Area",106527.0,,-555555555.0,*****,40080
40100,"Rio Grande City, TX Micro Area",63894.0,,-555555555.0,*****,40100
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4518699.0,,-555555555.0,*****,40140
40180,"Riverton, WY Micro Area",40076.0,,-555555555.0,*****,40180
40220,"Roanoke, VA Metro Area",313291.0,,-555555555.0,*****,40220
40260,"Roanoke Rapids, NC Micro Area",71923.0,,-555555555.0,*****,40260
40300,"Rochelle, IL Micro Area",51328.0,,-555555555.0,*****,40300
40340,"Rochester, MN Metro Area",216035.0,,-555555555.0,*****,40340
40380,"Rochester, NY Metro Area",1074667.0,,-555555555.0,*****,40380
40420,"Rockford, IL Metro Area",339780.0,,-555555555.0,*****,40420
40460,"Rockingham, NC Micro Area",45189.0,,-555555555.0,*****,40460
