geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,school district (elementary)
0636240,"Seiad Elementary School District, California",292.0,,66.0,,06,36240
0610380,"Cutten Elementary School District, California",5295.0,,721.0,,06,10380
0621420,"Lennox Elementary School District, California",26456.0,,1118.0,,06,21420
0607410,"Capay Joint Union Elementary School District, California",899.0,,130.0,,06,07410
0621960,"Little Shasta Elementary School District, California",289.0,,56.0,,06,21960
0630720,"Placer Hills Union Elementary School District, California",14150.0,,757.0,,06,30720
0633690,"Round Valley Joint Elementary School District, California",1285.0,,177.0,,06,33690
0638700,"Taft City School District, California",19147.0,,871.0,,06,38700
0600006,"Ross Valley Elementary School District, California",23670.0,,407.0,,06,00006
0615390,"Gold Oak Union Elementary School District, California",9231.0,,833.0,,06,15390
0628170,"Ocean View Elementary School District (Ventura County), California",18505.0,,1020.0,,06,28170
0608700,"Cinnabar Elementary School District, California",3088.0,,380.0,,06,08700
0618030,"Huntington Beach City Elementary School District, California",84609.0,,1265.0,,06,18030
0614520,"Freshwater Elementary School District, California",2544.0,,311.0,,06,14520
0604200,"Bayshore Elementary School District, California",5573.0,,490.0,,06,04200
0610440,"Cypress Elementary School District, California",44886.0,,934.0,,06,10440
0602310,"Alum Rock Union Elementary School District, California",117825.0,,2343.0,,06,02310
0624900,"Millbrae Elementary School District, California",25041.0,,565.0,,06,24900
0626220,"Mountain View Elementary School District (San Bernardino County), California",22029.0,,822.0,,06,26220
0631740,"Rancho Santa Fe Elementary School District, California",5622.0,,685.0,,06,31740
0632040,"Redding Elementary School District, California",36034.0,,1105.0,,06,32040
0614220,"Fountain Valley Elementary School District, California",54675.0,,1230.0,,06,14220
0610710,"Dehesa Elementary School District, California",1941.0,,303.0,,06,10710
0626970,"New Hope Elementary School District, California",1422.0,,238.0,,06,26970
0629430,"Pacific Union Elementary School District (Humboldt County), California",4970.0,,730.0,,06,29430
0604890,"Big Lagoon Union Elementary School District, California",397.0,,78.0,,06,04890
0635040,"San Pasqual Union Elementary School District, California",3422.0,,491.0,,06,35040
0636420,"Shaffer Union Elementary School District, California",10159.0,,521.0,,06,36420
0612150,"El Nido Elementary School District, California",1578.0,,240.0,,06,12150
0609270,"Cold Spring Elementary School District, California",3467.0,,422.0,,06,09270
0601427,"Penn Valley Union Elementary School District, California",12108.0,,821.0,,06,01427
0627930,"Oak View Union Elementary School District, California",2808.0,,445.0,,06,27930
0607170,"Camino Union Elementary School District, California",4376.0,,570.0,,06,07170
0641220,"Vista del Mar Union Elementary School District, California",351.0,,89.0,,06,41220
0612600,"Elverta Joint Elementary School District, California",3248.0,,504.0,,06,12600
0612360,"Elk Hills Elementary School District, California",230.0,,77.0,,06,12360
0620850,"Lamont Elementary School District, California",16472.0,,893.0,,06,20850
0628530,"Orange Center Elementary School District, California",1654.0,,375.0,,06,28530
0638670,"Sylvan Union Elementary School District, California",76712.0,,1849.0,,06,38670
0605730,"Bradley Union Elementary School District, California",596.0,,102.0,,06,05730
0637320,"Soulsbyville Elementary School District, California",5406.0,,711.0,,06,37320
0611550,"Ducor Union Elementary School District, California",1039.0,,211.0,,06,11550
0629220,"Oxnard Elementary School District, California",126026.0,,2241.0,,06,29220
0601710,"Adelanto Elementary School District, California",55471.0,,2496.0,,06,01710
0634770,"San Lucas Union Elementary School District, California",546.0,,223.0,,06,34770
0622350,"Loma Prieta Joint Union Elementary School District, California",3854.0,,348.0,,06,22350
0622920,"Los Olivos Elementary School District, California",1322.0,,222.0,,06,22920
0624720,"Mesa Union Elementary School District, California",3887.0,,545.0,,06,24720
0632640,"Rincon Valley Union Elementary School District, California",40452.0,,1094.0,,06,32640
0621240,"Le Grand Union Elementary School District, California",2008.0,,208.0,,06,21240
0624390,"Meadows Union Elementary School District, California",2882.0,,533.0,,06,24390
0642960,"Winton School District, California",11722.0,,1033.0,,06,42960
0636660,"Shiloh Elementary School District, California",807.0,,193.0,,06,36660
0601420,"Fortuna Elementary School District, California",14141.0,,640.0,,06,01420
0623730,"Maple Creek Elementary School District, California",12.0,,11.0,,06,23730
0626340,"Mount Baldy Joint Elementary School District, California",290.0,,82.0,,06,26340
0614700,"Fruitvale Elementary School District, California",19772.0,,956.0,,06,14700
0633510,"Roseland School District, California",10883.0,,848.0,,06,33510
0610890,"Delano Union Elementary School District, California",54175.0,,671.0,,06,10890
0622380,"Las Lomitas Elementary School District, California",12606.0,,619.0,,06,22380
0606570,"Burton Elementary School District, California",18585.0,,1265.0,,06,06570
0619140,"Julian Union Elementary School District, California",2701.0,,445.0,,06,19140
0627120,"Newcastle Elementary School District, California",2677.0,,256.0,,06,27120
0603720,"Ballard Elementary School District, California",1321.0,,280.0,,06,03720
0611220,"Dixie Elementary School District, California",22127.0,,878.0,,06,11220
0638250,"Summerville Elementary School District, California",4111.0,,713.0,,06,38250
0604530,"Belmont-Redwood Shores Elementary School District, California",43428.0,,527.0,,06,04530
0604800,"Berryessa Union Elementary School District, California",85205.0,,1850.0,,06,04800
0637710,"Spreckels Union Elementary School District, California",5568.0,,609.0,,06,37710
0635970,"Saugus Union Elementary School District, California",107817.0,,1555.0,,06,35970
0611760,"Earlimart Elementary School District, California",10382.0,,789.0,,06,11760
0610980,"Delphic Elementary School District, California",151.0,,78.0,,06,10980
0607950,"Central Elementary School District, California",40459.0,,1796.0,,06,07950
0619740,"Kings River Union Elementary School District, California",3263.0,,405.0,,06,19740
0625740,"Moraga Elementary School District, California",17538.0,,90.0,,06,25740
0602610,"Anaheim Elementary School District, California",204522.0,,2441.0,,06,02610
0627450,"Norris Elementary School District, California",27890.0,,1504.0,,06,27450
0617490,"Hope Elementary School District (Santa Barbara County), California",15650.0,,967.0,,06,17490
0622890,"Los Nietos Elementary School District, California",15014.0,,958.0,,06,22890
0639060,"Terra Bella Union Elementary School District, California",5670.0,,641.0,,06,39060
0642900,"Winship Robbins Elementary School District, California",654.0,,122.0,,06,42900
0605190,"Bitterwater-Tully Union Elementary School District, California",165.0,,85.0,,06,05190
0604080,"Bass Lake Joint Union Elementary School District, California",12290.0,,932.0,,06,04080
0642180,"Westmorland Union Elementary School District, California",2937.0,,366.0,,06,42180
0639750,"Trinity Center Elementary School District, California",312.0,,90.0,,06,39750
0601950,"Alisal Union Elementary School District, California",58350.0,,1192.0,,06,01950
0616260,"Guadalupe Union Elementary School District, California",7350.0,,27.0,,06,16260
0632310,"Rescue Union Elementary School District, California",35516.0,,1118.0,,06,32310
0618120,"Hydesville Elementary School District, California",1124.0,,187.0,,06,18120
0627510,"North Cow Creek Elementary School District, California",1703.0,,233.0,,06,27510
0606510,"Burnt Ranch Elementary School District, California",712.0,,162.0,,06,06510
0609780,"Corning Union Elementary School District, California",14628.0,,986.0,,06,09780
0642150,"Westminster School District, California",84151.0,,1424.0,,06,42150
0618870,"Jefferson Elementary School District (San Mateo County), California",93028.0,,1173.0,,06,18870
0635590,"Santa Cruz City Elementary School District, California",66522.0,,485.0,,06,35590
0614340,"Franklin Elementary School District, California",2541.0,,309.0,,06,14340
0637950,"Stanislaus Union Elementary School District, California",31477.0,,1306.0,,06,37950
0643200,"Wright Elementary School District, California",19191.0,,1232.0,,06,43200
0625130,"Modesto City Elementary School District, California",116607.0,,2223.0,,06,25130
0613140,"Evergreen Elementary School District, California",105147.0,,1666.0,,06,13140
0640230,"Twin Hills Union Elementary School District, California",6588.0,,699.0,,06,40230
0636030,"Savanna Elementary School District, California",28963.0,,1645.0,,06,36030
0636990,"Solana Beach Elementary School District, California",39709.0,,1507.0,,06,36990
0619200,"Junction Elementary School District (Shasta County), California",3492.0,,487.0,,06,19200
0638460,"Sunnyvale Elementary School District, California",92008.0,,1400.0,,06,38460
0631290,"Pollock Pines Elementary School District, California",8064.0,,776.0,,06,31290
0632250,"Reeds Creek Elementary School District, California",1326.0,,217.0,,06,32250
0617580,"Horicon Elementary School District, California",1453.0,,223.0,,06,17580
0611850,"East Whittier City Elementary School District, California",75757.0,,1784.0,,06,11850
0607740,"Castaic Union School District, California",29602.0,,661.0,,06,07740
0605910,"Brentwood Union Elementary School District, California",63817.0,,837.0,,06,05910
0606420,"Buena Vista Elementary School District, California",333.0,,112.0,,06,06420
0608880,"Clear Creek Elementary School District, California",1813.0,,296.0,,06,08880
0632710,"Rio Bravo-Greeley Union Elementary School District, California",4331.0,,751.0,,06,32710
0617620,"Hornbrook Elementary School District, California",682.0,,101.0,,06,17620
0601890,"Alexander Valley Union School District, California",897.0,,165.0,,06,01890
0613740,"Fieldbrook Elementary School District, California",973.0,,152.0,,06,13740
0615870,"Graves Elementary School District, California",195.0,,117.0,,06,15870
0634920,"San Mateo-Foster City Elementary School District, California",139648.0,,390.0,,06,34920
0606960,"Caliente Union Elementary School District, California",798.0,,136.0,,06,06960
0615780,"Grass Valley Elementary School District, California",25559.0,,931.0,,06,15780
0606090,"Brittan Elementary School District, California",3558.0,,353.0,,06,06090
0608070,"Centralia Elementary School District, California",56205.0,,1892.0,,06,08070
0625770,"Moreland School District, California",49283.0,,1278.0,,06,25770
0622320,"Loleta Union Elementary School District, California",1233.0,,277.0,,06,22320
0630090,"Peninsula Union Elementary School District, California",447.0,,143.0,,06,30090
0637680,"Spencer Valley Elementary School District, California",467.0,,141.0,,06,37680
0640710,"Vallecitos Elementary School District, California",2206.0,,273.0,,06,40710
0630810,"Plainsburg Union Elementary School District, California",379.0,,97.0,,06,30810
0614790,"Galt Joint Union Elementary School District, California",31510.0,,899.0,,06,14790
0637230,"Sonora Elementary School District, California",9289.0,,767.0,,06,37230
0627870,"Oak Run Elementary School District, California",465.0,,134.0,,06,27870
0603420,"Atwater Elementary School District, California",34349.0,,768.0,,06,03420
0621540,"Liberty Elementary School District (Sonoma County), California",2341.0,,289.0,,06,21540
0623010,"Lowell Joint Elementary School District, California",35060.0,,1339.0,,06,23010
0616570,"Happy Valley Union Elementary School District, California",5481.0,,773.0,,06,16570
0640680,"Vallecito Union Elementary School District, California",8307.0,,767.0,,06,40680
0622560,"Loomis Union Elementary School District, California",23261.0,,1167.0,,06,22560
0600012,"Twin Ridges Elementary School District, California",2204.0,,411.0,,06,00012
0630780,"Placerville Union Elementary School District, California",15246.0,,635.0,,06,30780
0602370,"Alvina Elementary School District, California",582.0,,185.0,,06,02370
0623700,"Manzanita Elementary School District, California",1325.0,,315.0,,06,23700
0628680,"Orchard Elementary School District, California",19930.0,,1004.0,,06,28680
0630510,"Pioneer Union Elementary School District (Kings County), California",10681.0,,954.0,,06,30510
0623040,"Lucerne Elementary School District, California",3316.0,,549.0,,06,23040
0624000,"Mark West Union Elementary School District, California",13940.0,,960.0,,06,24000
0602250,"Alta-Dutch Flat Union Elementary School District, California",1555.0,,202.0,,06,02250
0611490,"Dry Creek Joint Elementary School District, California",55991.0,,1567.0,,06,11490
0622950,"Lost Hills Union Elementary School District, California",2081.0,,274.0,,06,22950
0636360,"Sequoia Union Elementary School District, California",1731.0,,284.0,,06,36360
0636960,"Snelling-Merced Falls Union Elementary School District, California",565.0,,152.0,,06,36960
0641460,"Washington Colony Elementary School District, California",2817.0,,340.0,,06,41460
0633600,"Roseville City Elementary School District, California",95785.0,,1166.0,,06,33600
0630180,"Perris Elementary School District, California",49237.0,,2040.0,,06,30180
0642330,"Wheatland Elementary School District, California",7496.0,,400.0,,06,42330
0618510,"Island Union Elementary School District, California",1573.0,,260.0,,06,18510
0621360,"Lemoore Union Elementary School District, California",28044.0,,456.0,,06,21360
0606390,"Panama-Buena Vista School District, California",128902.0,,2764.0,,06,06390
0613500,"Fallbrook Union Elementary School District, California",64507.0,,2272.0,,06,13500
0606720,"Buttonwillow Union Elementary School District, California",1879.0,,356.0,,06,06720
0632130,"Redwood City Elementary School District, California",102099.0,,1118.0,,06,32130
0636330,"Semitropic Elementary School District, California",198.0,,62.0,,06,36330
0614490,"French Gulch-Whiskeytown Elementary School District, California",510.0,,88.0,,06,14490
0615510,"Goleta Union Elementary School District, California",81113.0,,1304.0,,06,15510
0624690,"Meridian Elementary School District, California",702.0,,132.0,,06,24690
0630450,"Piner-Olivet Union Elementary School District, California",16414.0,,861.0,,06,30450
0616620,"Harmony Union School District, California",4624.0,,591.0,,06,16620
0621570,"Liberty Elementary School District (Tulare County), California",2435.0,,537.0,,06,21570
0630520,"Pioneer Union Elementary School District (Butte County), California",1279.0,,233.0,,06,30520
0642210,"Westside Elementary School District, California",1332.0,,236.0,,06,42210
0635880,"Santee School District, California",60254.0,,561.0,,06,35880
0620430,"Laguna Joint Elementary School District, California",431.0,,90.0,,06,20430
0621180,"Latrobe Elementary School District, California",3609.0,,442.0,,06,21180
0629400,"Pacific Union Elementary School District (Fresno County), California",3543.0,,504.0,,06,29400
0629100,"Oroville City Elementary School District, California",26287.0,,886.0,,06,29100
0605640,"Bonny Doon Union Elementary School District, California",3222.0,,358.0,,06,05640
0620610,"Lake Elementary School District, California",503.0,,141.0,,06,20610
0614910,"Garfield Elementary School District, California",365.0,,83.0,,06,14910
0633660,"Ross Elementary School District, California",2635.0,,235.0,,06,33660
0640380,"Union Hill Elementary School District, California",2658.0,,450.0,,06,40380
0617160,"Hickman Community Charter School District, California",1199.0,,189.0,,06,17160
0614130,"Fort Ross Elementary School District, California",654.0,,107.0,,06,14130
0638220,"Sulphur Springs Union Elementary School District, California",64480.0,,1241.0,,06,38220
0621480,"Lewiston Elementary School District, California",1807.0,,274.0,,06,21480
0628080,"Oakley Union Elementary School District, California",37326.0,,1110.0,,06,28080
0619590,"Kernville Union Elementary School District, California",10506.0,,1065.0,,06,19590
0636210,"Seeley Union Elementary School District, California",3070.0,,552.0,,06,36210
0642750,"Wilmar Union Elementary School District, California",3539.0,,424.0,,06,42750
0629160,"Outside Creek Elementary School District, California",948.0,,480.0,,06,29160
0635910,"Saratoga Union Elementary School District, California",20773.0,,770.0,,06,35910
0608610,"Chula Vista Elementary School District, California",307475.0,,2030.0,,06,08610
0620460,"Pacifica School District, California",38453.0,,245.0,,06,20460
0643170,"Woodville Elementary School District, California",2898.0,,383.0,,06,43170
0624600,"Merced City Elementary School District, California",89361.0,,1619.0,,06,24600
0604260,"Beardsley Elementary School District, California",16997.0,,1195.0,,06,04260
0629770,"Panoche Elementary School District, California",181.0,,74.0,,06,29770
0603780,"Bangor Union Elementary School District, California",954.0,,210.0,,06,03780
0616050,"Greenfield Union School District, California",53442.0,,2218.0,,06,16050
0626070,"Mountain Elementary School District, California",1287.0,,186.0,,06,26070
0628140,"Ocean View Elementary School District (Orange County), California",99104.0,,1433.0,,06,28140
0621450,"Richland Union School District, California",21121.0,,543.0,,06,21450
0623550,"Manchester Union Elementary School District, California",814.0,,210.0,,06,23550
0637770,"Springville Union Elementary School District, California",3316.0,,456.0,,06,37770
0612690,"Empire Union Elementary School District, California",25853.0,,1219.0,,06,12690
0620910,"Larkspur Elementary School District, California",13849.0,,558.0,,06,20910
0624180,"McCabe Union Elementary School District, California",6690.0,,876.0,,06,24180
0613860,"Flournoy Union Elementary School District, California",307.0,,98.0,,06,13860
0618810,"Jefferson Elementary School District (San Benito County), California",212.0,,58.0,,06,18810
0614040,"Forks of Salmon Elementary School District, California",166.0,,55.0,,06,14040
0608520,"Chowchilla Elementary School District, California",21826.0,,386.0,,06,08520
0639870,"Tulare City Elementary School District, California",63729.0,,604.0,,06,39870
0640200,"Twain Harte School District, California",5451.0,,777.0,,06,40200
0606000,"Bridgeville Elementary School District, California",490.0,,100.0,,06,06000
0603180,"Armona Union Elementary School District, California",6725.0,,819.0,,06,03180
0604860,"Big Creek Elementary School District, California",323.0,,90.0,,06,04860
0618270,"Indian Springs Elementary School District, California",162.0,,59.0,,06,18270
0604560,"Belridge Elementary School District, California",91.0,,46.0,,06,04560
0615090,"Gerber Union Elementary School District, California",3659.0,,513.0,,06,15090
0639300,"Tipton Elementary School District, California",4108.0,,450.0,,06,39300
0641980,"Weed Union Elementary School District, California",3860.0,,368.0,,06,41980
0618690,"Jamestown Elementary School District, California",7255.0,,646.0,,06,18690
0642630,"Willow Grove Union Elementary School District, California",254.0,,72.0,,06,42630
0619920,"Klamath River Union Elementary School District, California",475.0,,85.0,,06,19920
0621660,"Lincoln Elementary School District, California",275.0,,85.0,,06,21660
0607980,"Central Union Elementary School District, California",10381.0,,721.0,,06,07980
0606270,"Buckeye Union Elementary School District, California",39181.0,,1246.0,,06,06270
0613170,"Evergreen Union Elementary School District, California",9122.0,,772.0,,06,13170
0606540,"Burrel Union Elementary School District, California",409.0,,122.0,,06,06540
0636810,"Silver Fork Elementary School District, California",147.0,,60.0,,06,36810
0605520,"Bolinas-Stinson Union Elementary School District, California",1849.0,,275.0,,06,05520
0623970,"Mark Twain Union Elementary School District, California",9526.0,,616.0,,06,23970
0624930,"Millville Elementary School District, California",1445.0,,217.0,,06,24930
0604380,"Bellevue Union School District, California",26678.0,,1512.0,,06,04380
0612090,"El Monte City School District, California",85271.0,,2013.0,,06,12090
0625110,"Mission Union Elementary School District, California",331.0,,94.0,,06,25110
0624870,"Mill Valley Elementary School District, California",32317.0,,690.0,,06,24870
0625380,"Montague Elementary School District, California",2097.0,,235.0,,06,25380
0614730,"Fullerton Elementary School District, California",121100.0,,1219.0,,06,14730
0618840,"Jefferson Elementary School District (San Joaquin County), California",14416.0,,931.0,,06,18840
0641610,"Washington Union Elementary School District, California",6201.0,,492.0,,06,41610
0616110,"Grenada Elementary School District, California",1357.0,,233.0,,06,16110
0617190,"Hillsborough City Elementary School District, California",11439.0,,23.0,,06,17190
0641040,"Victor Elementary School District, California",100230.0,,2758.0,,06,41040
0613080,"Eureka Union Elementary School District, California",29005.0,,895.0,,06,13080
0627480,"North County Joint Union Elementary School District, California",3325.0,,389.0,,06,27480
0630230,"Petaluma City Elementary School District, California",32623.0,,1102.0,,06,30230
0626400,"Mount Pleasant Elementary School District, California",23676.0,,1042.0,,06,26400
0612960,"Etiwanda Elementary School District, California",98090.0,,2280.0,,06,12960
0903360,"Pomfret School District, Connecticut",4173.0,,15.0,,09,03360
0900030,"Andover School District, Connecticut",3223.0,,122.0,,09,00030
0900090,"Ashford School District, Connecticut",4234.0,,20.0,,09,00090
0900150,"Barkhamsted School District, Connecticut",3671.0,,22.0,,09,00150
0900240,"Bethany School District, Connecticut",5504.0,,17.0,,09,00240
0900390,"Bozrah School District, Connecticut",2567.0,,17.0,,09,00390
0900570,"Brooklyn School District, Connecticut",8243.0,,28.0,,09,00570
0900630,"Canaan School District, Connecticut",1196.0,,127.0,,09,00630
0900660,"Canterbury School District, Connecticut",5074.0,,22.0,,09,00660
0900720,"Chaplin School District, Connecticut",2329.0,,151.0,,09,00720
0900780,"Chester School District, Connecticut",4268.0,,27.0,,09,00780
0900870,"Colebrook School District, Connecticut",1518.0,,155.0,,09,00870
0900900,"Columbia School District, Connecticut",5421.0,,21.0,,09,00900
0900930,"Cornwall School District, Connecticut",1302.0,,127.0,,09,00930
0901080,"Deep River School District, Connecticut",4493.0,,29.0,,09,01080
0901380,"Eastford School District, Connecticut",1721.0,,118.0,,09,01380
0901410,"Easton School District, Connecticut",7558.0,,31.0,,09,01410
0901500,"Essex School District, Connecticut",6599.0,,36.0,,09,01500
0901590,"Franklin School District, Connecticut",1842.0,,93.0,,09,01590
0901890,"Hampton School District, Connecticut",1861.0,,103.0,,09,01890
0902010,"Hebron School District, Connecticut",9522.0,,19.0,,09,02010
0902040,"Kent School District, Connecticut",2824.0,,18.0,,09,02040
0902190,"Lisbon School District, Connecticut",4272.0,,21.0,,09,02190
0902340,"Mansfield School District, Connecticut",25977.0,,54.0,,09,02340
0902370,"Marlborough School District, Connecticut",6394.0,,21.0,,09,02370
0902760,"New Hartford School District, Connecticut",6755.0,,40.0,,09,02760
0902940,"Norfolk School District, Connecticut",1503.0,,140.0,,09,02940
0903000,"North Canaan School District, Connecticut",3302.0,,21.0,,09,03000
0903210,"Orange School District, Connecticut",13937.0,,37.0,,09,03210
0903930,"Salisbury School District, Connecticut",3631.0,,22.0,,09,03930
0903420,"Preston School District, Connecticut",4666.0,,21.0,,09,03420
0903510,"Redding School District, Connecticut",9209.0,,20.0,,09,03510
0903900,"Salem School District, Connecticut",4126.0,,22.0,,09,03900
0904260,"Sprague School District, Connecticut",2929.0,,33.0,,09,04260
0903960,"Scotland School District, Connecticut",1653.0,,164.0,,09,03960
0904020,"Sharon School District, Connecticut",2721.0,,27.0,,09,04020
0904080,"Sherman School District, Connecticut",3641.0,,21.0,,09,04080
0904350,"Sterling School District, Connecticut",3762.0,,34.0,,09,04350
0904650,"Union School District, Connecticut",873.0,,124.0,,09,04650
0904710,"Voluntown School District, Connecticut",2559.0,,23.0,,09,04710
0905100,"Willington School District, Connecticut",5912.0,,22.0,,09,05100
0905310,"Woodbridge School District, Connecticut",8868.0,,31.0,,09,05310
0905370,"Woodstock School District, Connecticut",7813.0,,37.0,,09,05370
0999999,"Remainder of Connecticut, Connecticut",3365817.0,,272.0,,09,99999
0901950,"Hartland School District, Connecticut",2041.0,,150.0,,09,01950
1300002,"Fort Benning Schools, Georgia",18036.0,,606.0,,13,00002
1399999,"Remainder of Georgia, Georgia",10279448.0,,606.0,,13,99999
1722050,"Laraway Community Consolidated School District 70C, Illinois",3129.0,,357.0,,17,22050
1722080,"LaSalle Elementary School District 122, Illinois",8727.0,,81.0,,17,22080
1722800,"Libertyville School District 70, Illinois",18762.0,,428.0,,17,22800
1722860,"Lick Creek Community Consolidated School District 16, Illinois",1468.0,,249.0,,17,22860
1722920,"Limestone Walters Community Consolidated School District 316, Illinois",1908.0,,250.0,,17,22920
1722980,"Lincoln Elementary School District 27, Illinois",12234.0,,405.0,,17,22980
1723090,"Lincolnshire-Prairieview School District 103, Illinois",13321.0,,668.0,,17,23090
1723100,"Lincolnwood School District 74, Illinois",12539.0,,49.0,,17,23100
1723160,"Lisbon Community Consolidated School District 90, Illinois",1081.0,,174.0,,17,23160
1723460,"Lombard School District 44, Illinois",35814.0,,915.0,,17,23460
1723700,"Ludlow Community Consolidated School District 142, Illinois",893.0,,153.0,,17,23700
1723730,"Will County School District 92, Illinois",15692.0,,778.0,,17,23730
1723850,"Lyons School District 103, Illinois",22277.0,,578.0,,17,23850
1724000,"Maercker School District 60, Illinois",17635.0,,744.0,,17,24000
1724120,"Malden Community Consolidated School District 84, Illinois",650.0,,118.0,,17,24120
1724270,"Manhattan School District 114, Illinois",9859.0,,107.0,,17,24270
1724330,"Mannheim School District 83, Illinois",20638.0,,1128.0,,17,24330
1724420,"Northbrook/Glenview School District 30, Illinois",11271.0,,483.0,,17,24420
1724720,"Prairie-Hills Elementary School District 144, Illinois",21190.0,,764.0,,17,24720
1724780,"Marquardt School District 15, Illinois",25891.0,,1023.0,,17,24780
1725020,"Matteson Elementary School District 162, Illinois",25115.0,,985.0,,17,25020
1725110,"Maywood-Melrose Park-Broadview School District 89, Illinois",44483.0,,702.0,,17,25110
1725190,"Mazon-Verona-Kinsman Elementary School District 2C, Illinois",2770.0,,226.0,,17,25190
1725260,"McClellan Community Consolidated School District 12, Illinois",876.0,,156.0,,17,25260
1725290,"McHenry Community Consolidated School District 15, Illinois",42954.0,,910.0,,17,25290
1725500,"Medinah School District 11, Illinois",7291.0,,560.0,,17,25500
1725620,"Mendota Community Consolidated School District 289, Illinois",10405.0,,442.0,,17,25620
1725740,"Metamora Community Consolidated School District 1, Illinois",6909.0,,282.0,,17,25740
1725920,"Midlothian School District 143, Illinois",15809.0,,597.0,,17,25920
1726100,"Millburn Community Consolidated School District 24, Illinois",7885.0,,528.0,,17,26100
1726190,"Millstadt Consolidated Community School District 160, Illinois",8697.0,,481.0,,17,26190
1726250,"Miller Township Community Consolidated School District, Illinois",2379.0,,300.0,,17,26250
1726310,"Minooka Community Consolidated School District 201, Illinois",24678.0,,482.0,,17,26310
1726370,"Mokena School District 159, Illinois",17873.0,,526.0,,17,26370
1726820,"Golf Elementary School District 67, Illinois",6933.0,,543.0,,17,26820
1726490,"Monroe School District 70, Illinois",3102.0,,343.0,,17,26490
1726590,"Montmorency Community Consolidated School District 145, Illinois",2697.0,,106.0,,17,26590
1726610,"Morris School District 54, Illinois",11752.0,,378.0,,17,26610
1726850,"Morton Grove School District 70, Illinois",9753.0,,549.0,,17,26850
1727210,"Mount Prospect School District 57, Illinois",20538.0,,751.0,,17,27210
1727340,"Mount Vernon School District 80, Illinois",13537.0,,360.0,,17,27340
1727540,"Mundelein Elementary School District 75, Illinois",14389.0,,760.0,,17,27540
1727720,"Nashville Consolidated Community School District 49, Illinois",6097.0,,260.0,,17,27720
1727930,"Nettle Creek Community Consolidated School District 24C, Illinois",1052.0,,186.0,,17,27930
1728110,"New Hope Community Consolidated School District 6, Illinois",1520.0,,192.0,,17,28110
1728140,"New Lenox School District 122, Illinois",40620.0,,423.0,,17,28140
1728160,"New Simpson Hill Consolidated District 32, Illinois",2113.0,,244.0,,17,28160
1728270,"Newark Community Consolidated School District 66, Illinois",2834.0,,219.0,,17,28270
1728500,"Niles Elementary School District 71, Illinois",7673.0,,325.0,,17,28500
1728650,"Norridge School District 80, Illinois",12660.0,,645.0,,17,28650
1728890,"North Palos School District 117, Illinois",28161.0,,557.0,,17,28890
1728920,"North Pekin-Marquette Heights School District 102, Illinois",4895.0,,377.0,,17,28920
1728980,"Northbrook School District 28, Illinois",14348.0,,541.0,,17,28980
1729040,"Norwood Elementary School District 63, Illinois",3386.0,,369.0,,17,29040
1729100,"Oak Grove School District 68 (Peoria County), Illinois",4164.0,,347.0,,17,29100
1729130,"Oak Grove School District 68 (Lake County), Illinois",7163.0,,341.0,,17,29130
1729190,"Oak Lawn-Hometown School District 123, Illinois",35697.0,,823.0,,17,29190
1729250,"Oak Park Elementary School District 97, Illinois",52225.0,,42.0,,17,29250
1729310,"Oakdale Community Consolidated School District 1, Illinois",636.0,,138.0,,17,29310
1729520,"Odell Community Consolidated School District 435, Illinois",1296.0,,182.0,,17,29520
1729670,"Oglesby Elementary School District 125, Illinois",4569.0,,145.0,,17,29670
1729700,"Ohio Community Consolidated School District 17, Illinois",793.0,,114.0,,17,29700
1729760,"O'Fallon Community Consolidated School District 90, Illinois",29978.0,,430.0,,17,29760
1730220,"Orland School District 135, Illinois",56515.0,,830.0,,17,30220
1730300,"Ottawa Elementary School District 141, Illinois",19292.0,,309.0,,17,30300
1730420,"Palatine Community Consolidated School District 15, Illinois",119285.0,,659.0,,17,30420
1730510,"Community Consolidated School District 180, Illinois",5823.0,,794.0,,17,30510
1730570,"Palos Heights School District 128, Illinois",10654.0,,509.0,,17,30570
1730600,"Palos Community Consolidated School District 118, Illinois",23475.0,,582.0,,17,30600
1730810,"Park Forest School District 163, Illinois",15665.0,,504.0,,17,30810
1730840,"Park Ridge Consolidated Community School District 64, Illinois",40318.0,,737.0,,17,30840
1730900,"General George Patton School District 133, Illinois",1674.0,,201.0,,17,30900
1731080,"Pekin Public School District108, Illinois",33017.0,,762.0,,17,31080
1731140,"Pembroke Consolidated Community School District 259, Illinois",1718.0,,319.0,,17,31140
1731200,"Pennoyer School District 79, Illinois",5577.0,,410.0,,17,31200
1731380,"Peru Elementary School District 124, Illinois",10040.0,,98.0,,17,31380
1731560,"Community Consolidated School District 204, Illinois",3815.0,,330.0,,17,31560
1731860,"Pleasant Hill School District 69, Illinois",2061.0,,304.0,,17,31860
1731950,"Pleasant Valley School District 62, Illinois",4018.0,,542.0,,17,31950
1732040,"Pleasantdale School District 107, Illinois",7512.0,,505.0,,17,32040
1732090,"Potomac Community Unit School District 10, Illinois",1232.0,,191.0,,17,32090
1732490,"Prairie du Rocher Community Consolidated School District 134, Illinois",873.0,,121.0,,17,32490
1732160,"Pontiac Community Consolidated School District 429, Illinois",13355.0,,191.0,,17,32160
1732190,"Pontiac-William Holliday School District 105, Illinois",8723.0,,499.0,,17,32190
