record_id,date_reported,date_occurred,time_occurred,division,division_name,reporting_district,part_type,crime_code,crime_code_description,modus_operandi_code,victim_age,victim_sex,victim_descent,premises_code,premises_description,weapon_code,weapon_description,status_code,status_code_description,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,address,cross_street,latitude,longitude,division,year,quarter,day,month,weekday,monthname,descent_description,hour,minute
170409334,2017-04-29,2017-04-29,0340,,Hollenbeck,448,1,110,Criminal homicide,1100 0430 0906,32,male,H,102,Sidewalk,106.0,Unknown firearm,IC,invest_cont,110,nan,,,LANCASTER,MURCHINSON,34.0591,-118.1965,4.0,2017,2,29,4,5,April,hispanic,03,40
170414830,2017-08-31,2017-08-31,1700,,Hollenbeck,423,1,110,Criminal homicide,0416 1402 1218,38,male,H,121,Yard (residential/business),310.0,Concrete block/brick,IC,invest_cont,110,998,,,1800    HANCOCK                      ST,,34.0649,-118.2089,4.0,2017,3,31,8,3,August,hispanic,17,00
180416540,2018-10-27,2018-10-27,0200,,Hollenbeck,412,1,110,Criminal homicide,0906 1100 0302 1309 0371 0430 1402 1218,27,male,H,152,Underpass/bridge*,102.0,Hand gun,AA,adult_arrest,110,998,,,400 W  AVENUE 26,,34.0819,-118.2203,4.0,2018,4,27,10,5,October,hispanic,02,00
180417024,2018-11-07,2018-11-07,0554,,Hollenbeck,445,1,110,Criminal homicide,1402 0430 1100,58,male,H,110,Freeway,106.0,Unknown firearm,IC,invest_cont,110,998,,,SOTO                         ST,SAN BERNARDI                 FY,34.0553,-118.2079,4.0,2018,4,7,11,2,November,hispanic,05,54
180409760,2018-05-13,2018-05-13,1720,,Hollenbeck,409,1,110,Criminal homicide,1100 0906 1402 0430 0305 1218 0213,46,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,998,,,5300 E  HUNTINGTON                   DR,,34.0909,-118.1652,4.0,2018,2,13,5,6,May,hispanic,17,20
180413071,2018-08-01,2018-08-01,0445,,Hollenbeck,408,1,110,Criminal homicide,1402 1100 0906 0302 0342 0430,52,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,998,,,5000    HUNTINGTON DR,,34.0887,-118.1785,4.0,2018,3,1,8,2,August,hispanic,04,45
180407659,2018-03-23,2018-03-23,1425,,Hollenbeck,422,1,110,Criminal homicide,1100 0906 0302 1309 0430 0309 1407 1402,19,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,998,,,3000    MANITOU                      AV,,34.0719,-118.2103,4.0,2018,1,23,3,4,March,hispanic,14,25
180404926,2018-01-21,2018-01-21,0200,,Hollenbeck,403,1,110,Criminal homicide,1218 0342 0302 1100 0371 0906 0430 1402 1407,31,male,H,710,Other premise,102.0,Hand gun,AA,adult_arrest,110,998,,,VIA MARISOL,AVENUE 52,34.1002,-118.1967,4.0,2018,1,21,1,6,January,hispanic,02,00
180408473,2018-04-13,2018-04-13,1630,,Hollenbeck,449,1,110,Criminal homicide,1100 0430 1407 0906,42,male,H,502,"Multi-unit dwelling (apartment, duplex, etc)",102.0,Hand gun,IC,invest_cont,110,998,,,1000    DUNDAS                       ST,,34.0497,-118.1961,4.0,2018,2,13,4,4,April,hispanic,16,30
180401309,2018-09-08,2018-09-08,0730,,Hollenbeck,415,1,110,Criminal homicide,0411 1402 1218,59,male,H,102,Sidewalk,207.0,Other knife,AA,adult_arrest,110,998,,,2500    SICHEL                       ST,,34.0755,-118.2131,4.0,2018,3,8,9,5,September,hispanic,07,30
180414186,2018-08-29,2018-08-29,0456,,Hollenbeck,478,1,110,Criminal homicide,1100 0430 1402 0906,37,female,H,101,Street,106.0,Unknown firearm,IC,invest_cont,110,998,,,900    EUCLID                       AV,,34.0302,-118.2076,4.0,2018,3,29,8,2,August,hispanic,04,56
180413347,2018-08-08,2018-08-08,1210,,Hollenbeck,454,1,110,Criminal homicide,1407 1402 0302 1100 0430 0906,18,male,H,103,Alley,102.0,Hand gun,JA,juv_arrest,110,998,,,1800 E  1ST                          ST,,34.0472,-118.2198,4.0,2018,3,8,8,2,August,hispanic,12,10
180405435,2018-02-01,2018-02-01,2134,,Hollenbeck,467,1,110,Criminal homicide,1309 0302 1100 0906 0342 0326 0430 1402,57,male,H,109,Park/playground,102.0,Hand gun,IC,invest_cont,110,998,,,E  4TH                          ST,S  SAVANNAH                     AV,34.0373,-118.2053,4.0,2018,1,1,2,3,February,hispanic,21,34
180417994,2018-12-04,2018-12-04,1202,,Hollenbeck,429,1,110,Criminal homicide,1100 0906 1300 0430 0326 1402 1407 1419,37,male,H,102,Sidewalk,106.0,Unknown firearm,AA,adult_arrest,110,998,,,5500    NORWICH                      AV,,34.0837,-118.1624,4.0,2018,4,4,12,1,December,hispanic,12,02
180410763,2018-06-05,2018-06-05,2310,,Hollenbeck,478,1,110,Criminal homicide,1402 1100 0430 0906 1259 1419 1407,17,male,H,104,Driveway,109.0,Semi-automatic pistol,AA,adult_arrest,110,998,,,3400    SABINA                       ST,,34.0292,-118.1982,4.0,2018,2,5,6,1,June,hispanic,23,10
190412687,2019-07-27,2019-07-27,0035,,Hollenbeck,412,1,110,Criminal homicide,1822 0906,0,male,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,nan,,,ARTESIAN                     PL,AVENUE 33,34.0838,-118.2166,4.0,2019,3,27,7,5,July,hispanic,00,35
190404367,2019-01-08,2019-01-08,1840,,Hollenbeck,464,1,110,Criminal homicide,1407 1822 1402 1100 0430 0906,31,male,H,101,Street,107.0,Other firearm,IC,invest_cont,110,998,,,1ST                          ST,SOTO                         ST,34.0437,-118.2098,4.0,2019,1,8,1,1,January,hispanic,18,40
190409953,2019-05-17,2019-05-17,1230,,Hollenbeck,497,1,110,Criminal homicide,0906 1407 1402 1822 1309 0302 1100 0430 0334,59,male,H,101,Street,107.0,Other firearm,IC,invest_cont,110,998,,,1400 S  CONCORD                      ST,,34.018,-118.2089,4.0,2019,2,17,5,4,May,hispanic,12,30
190405233,2019-04-02,2019-01-24,1330,,Hollenbeck,448,1,110,Criminal homicide,1402 1822 0400 0906,60,male,H,102,Sidewalk,400.0,"Strong-arm (hands, fist, feet or bodily force)",IC,invest_cont,110,998,,,2400    LANCASTER                    AV,,34.0592,-118.2,4.0,2019,1,24,1,3,January,hispanic,13,30
190417761,2019-12-08,2019-12-08,1130,,Hollenbeck,418,1,110,Criminal homicide,1402 0913 0411,76,female,O,501,Single family dwelling,200.0,Knife with blade 6inches or less,AA,adult_arrest,110,998,,,3900    VAN HORNE                    AV,,34.0948,-118.1751,4.0,2019,4,8,12,6,December,other,11,30
190411847,2019-06-21,2019-06-21,2005,,Hollenbeck,439,1,110,Criminal homicide,1402 0342 1309 1300 0416 1822,39,male,H,101,Street,500.0,Unknown weapon/other weapon,IC,invest_cont,110,998,,,BOHLIG                       RD,BEATIE                       PL,34.0708,-118.1716,4.0,2019,2,21,6,4,June,hispanic,20,05
190417683,2019-12-07,2019-12-07,0525,,Hollenbeck,489,1,110,Criminal homicide,0913 0411,26,male,H,502,"Multi-unit dwelling (apartment, duplex, etc)",500.0,Unknown weapon/other weapon,AA,adult_arrest,110,nan,,,2700    WYNWOOD                      LN,,34.0264,-118.2179,4.0,2019,4,7,12,5,December,hispanic,05,25
190417657,2019-12-05,2019-12-05,1325,,Hollenbeck,441,1,110,Criminal homicide,1100 0430 1402 1407 0913,17,male,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,998,,,400 N  MISSION                      RD,,34.0533,-118.2264,4.0,2019,4,5,12,3,December,hispanic,13,25
190406291,2019-02-24,2019-02-24,1552,,Hollenbeck,499,1,110,Criminal homicide,1402 0411 0906 1218 0913,52,male,H,509,Mobile home/trailers/construction trailers/rv's/motorhome,223.0,Unknown type cutting instrument,AO,adult_other,110,998,,,BESWICK,PRADO,34.0201,-118.1935,4.0,2019,1,24,2,6,February,hispanic,15,52
190412148,2019-07-13,2019-07-13,1525,,Hollenbeck,411,1,110,Criminal homicide,1402 1100 0906 1309 0302 0430 0202 1822 1313 1218,21,female,H,102,Sidewalk,102.0,Hand gun,AA,adult_arrest,110,998,,,100 N  AVENUE 18,,34.0732,-118.2234,4.0,2019,3,13,7,5,July,hispanic,15,25
190417047,2019-11-17,2019-11-17,2200,,Hollenbeck,453,1,110,Criminal homicide,1402 1407 1100 0342 0334 0430 0302 1822 0906,39,male,H,102,Sidewalk,102.0,Hand gun,AA,adult_arrest,110,998,,,1800 E  1ST                          ST,,34.0517,-118.2178,4.0,2019,4,17,11,6,November,hispanic,22,00
190416695,2019-11-08,2019-11-08,2354,,Hollenbeck,459,1,110,Criminal homicide,1100 0430 1259 1251 1822 1419 1407 1402 0906,17,male,H,102,Sidewalk,102.0,Hand gun,AA,adult_arrest,110,998,,,3000    WABASH                       AV,,34.0498,-118.1964,4.0,2019,4,8,11,4,November,hispanic,23,54
190407327,2019-03-20,2019-03-20,0105,,Hollenbeck,456,1,110,Criminal homicide,1100 1407 1402 1822 0906 0430,27,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,998,,,700 N  FICKETT                      ST,,34.0495,-118.2036,4.0,2019,1,20,3,2,March,hispanic,01,05
190415945,2019-10-21,2019-10-21,0100,,Hollenbeck,461,1,110,Criminal homicide,0913 1100 0906 0430 1407 1419 1817,29,male,H,152,Underpass/bridge*,106.0,Unknown firearm,IC,invest_cont,110,998,,,100 S  MYERS                        ST,,34.0476,-118.2288,4.0,2019,4,21,10,0,October,hispanic,01,00
190410880,2019-06-10,2019-06-10,0528,,Hollenbeck,497,1,110,Criminal homicide,1402 1419 1407 1270 1822 1100 0430 0906,48,male,H,509,Mobile home/trailers/construction trailers/rv's/motorhome,102.0,Hand gun,AA,adult_arrest,110,998,,,2900 E  WASHINGTON                   BL,,34.0167,-118.2176,4.0,2019,2,10,6,0,June,hispanic,05,28
190401391,2019-11-10,2019-11-10,1420,,Hollenbeck,457,1,110,Criminal homicide,1822 0416 1402 1202,62,male,H,501,Single family dwelling,500.0,Unknown weapon/other weapon,AA,adult_arrest,110,998,,,2500    FOLSOM                       ST,,34.0472,-118.2034,4.0,2019,4,10,11,6,November,hispanic,14,20
190411400,2019-06-23,2019-06-23,0400,,Hollenbeck,467,1,110,Criminal homicide,1402 1100 0302 0430 0906 1822,37,male,H,102,Sidewalk,106.0,Unknown firearm,IC,invest_cont,110,998,,,100 S  MATHEWS                      ST,,34.0424,-118.2092,4.0,2019,2,23,6,6,June,hispanic,04,00
190407016,2019-03-13,2019-03-13,1150,,Hollenbeck,464,1,110,Criminal homicide,1100 0334 0430 0906 1402 1822,14,male,H,102,Sidewalk,102.0,Hand gun,AA,adult_arrest,110,998,,,300 N  SAINT LOUIS                  ST,,34.0467,-118.2126,4.0,2019,1,13,3,2,March,hispanic,11,50
190415138,2019-09-29,2019-09-28,2337,,Hollenbeck,407,1,110,Criminal homicide,1300 1309 1310 1402 1415 0400 0406 0407 0411 0913,32,female,H,101,Street,201.0,Knife with blade over 6 inches in length,AA,adult_arrest,110,230,648.0,,4500    BROWNE                       AV,,34.0866,-118.1907,4.0,2019,3,28,9,5,September,hispanic,23,37
190401346,2019-10-26,2019-10-26,1225,,Hollenbeck,445,1,110,Criminal homicide,1218 1402 0416 0334 0411 0408 2004 1822,72,male,H,108,Parking lot,310.0,Concrete block/brick,AA,adult_arrest,110,998,,,2000    MARENGO                      ST,,34.0571,-118.2084,4.0,2019,4,26,10,5,October,hispanic,12,25
190409402,2019-05-03,2019-05-03,2235,,Hollenbeck,471,1,110,Criminal homicide,1100 0430 1402 1407 1822,22,male,H,102,Sidewalk,103.0,Rifle,IC,invest_cont,110,998,,,500 S  CLARENCE                     ST,,34.0409,-118.2234,4.0,2019,2,3,5,4,May,hispanic,22,35
200406210,2020-02-26,2019-11-29,2055,,Hollenbeck,479,1,110,Criminal homicide,0416 0429 0913,61,male,H,101,Street,400.0,"Strong-arm (hands, fist, feet or bodily force)",AA,adult_arrest,110,nan,,,800 S  INDIANA                      ST,,34.0248,-118.1956,4.0,2019,4,29,11,4,November,hispanic,20,55
190407949,2019-04-01,2019-04-01,1457,,Hollenbeck,424,1,110,Criminal homicide,0906 0411 0334 1218 1402 1822,64,male,H,109,Park/playground,200.0,Knife with blade 6inches or less,IC,invest_cont,110,998,,,3500    VALLEY                       BL,,34.07,-118.1998,4.0,2019,2,1,4,0,April,hispanic,14,57
