county,mail_returned,mail_rejected,rejected_pct,state,fips
HART,2612.0,0.0,0.0,Georgia,13
HEARD,989.0,0.0,0.0,Georgia,13
IRWIN,618.0,0.0,0.0,Georgia,13
JASPER,1486.0,0.0,0.0,Georgia,13
WILKES,1229.0,0.0,0.0,Georgia,13
WILKINSON,866.0,0.0,0.0,Georgia,13
Baraga,0.0,0.0,0.0,Michigan,26
CAMBRIA,0.0,0.0,0.0,Pennsylvania,42
CLARION,0.0,0.0,0.0,Pennsylvania,42
CLINTON,0.0,0.0,0.0,Pennsylvania,42
COLUMBIA,0.0,0.0,0.0,Pennsylvania,42
CRAWFORD,0.0,0.0,0.0,Pennsylvania,42
DAUPHIN,0.0,0.0,0.0,Pennsylvania,42
FOREST,0.0,0.0,0.0,Pennsylvania,42
GREENE,0.0,0.0,0.0,Pennsylvania,42
JEFFERSON,0.0,0.0,0.0,Pennsylvania,42
LAWRENCE,0.0,0.0,0.0,Pennsylvania,42
LEBANON,0.0,0.0,0.0,Pennsylvania,42
LEHIGH,0.0,0.0,0.0,Pennsylvania,42
LUZERNE,0.0,0.0,0.0,Pennsylvania,42
MONTGOMERY,0.0,0.0,0.0,Pennsylvania,42
MONTOUR,0.0,0.0,0.0,Pennsylvania,42
NORTHUMBERLAND,0.0,0.0,0.0,Pennsylvania,42
PERRY,0.0,0.0,0.0,Pennsylvania,42
POTTER,0.0,0.0,0.0,Pennsylvania,42
SNYDER,0.0,0.0,0.0,Pennsylvania,42
SOMERSET,0.0,0.0,0.0,Pennsylvania,42
SULLIVAN,0.0,0.0,0.0,Pennsylvania,42
SUSQUEHANNA,0.0,0.0,0.0,Pennsylvania,42
VENANGO,0.0,0.0,0.0,Pennsylvania,42
WARREN,0.0,0.0,0.0,Pennsylvania,42
WAYNE,0.0,0.0,0.0,Pennsylvania,42
WESTMORELAND,0.0,0.0,0.0,Pennsylvania,42
CAMERON,0.0,0.0,0.0,Pennsylvania,42
BUCKS,0.0,0.0,0.0,Pennsylvania,42
Keweenaw,0.0,0.0,0.0,Michigan,26
BLAIR,0.0,0.0,0.0,Pennsylvania,42
Ontonagon,0.0,0.0,0.0,Michigan,26
Audubon County,0.0,0.0,0.0,Iowa,19
Butler County,0.0,0.0,0.0,Iowa,19
Carroll County,0.0,0.0,0.0,Iowa,19
Cerro Gordo County,0.0,0.0,0.0,Iowa,19
ATKINSON,297.0,0.0,0.0,Georgia,13
Davis County,0.0,0.0,0.0,Iowa,19
Des Moines County,0.0,0.0,0.0,Iowa,19
Dickinson County,0.0,0.0,0.0,Iowa,19
Emmet County,0.0,0.0,0.0,Iowa,19
Greene County,0.0,0.0,0.0,Iowa,19
Guthrie County,0.0,0.0,0.0,Iowa,19
Henry County,0.0,0.0,0.0,Iowa,19
Howard County,0.0,0.0,0.0,Iowa,19
Mills County,0.0,0.0,0.0,Iowa,19
Monona County,0.0,0.0,0.0,Iowa,19
Page County,0.0,0.0,0.0,Iowa,19
Polk County,0.0,0.0,0.0,Iowa,19
Ringgold County,0.0,0.0,0.0,Iowa,19
Tama County,0.0,0.0,0.0,Iowa,19
Taylor County,0.0,0.0,0.0,Iowa,19
Union County,0.0,0.0,0.0,Iowa,19
Van Buren County,0.0,0.0,0.0,Iowa,19
Wright County,0.0,0.0,0.0,Iowa,19
ADAMS,0.0,0.0,0.0,Pennsylvania,42
Clay County,0.0,0.0,0.0,Iowa,19
