title,video_id,channel,viewCount,likeCount,commentCount,pub_date,pub_time,hours_since_pub,days_since_pub,views_per_day,likes_per_day,comments_per_day
Kendrick Lamar - Mirror (Official Audio),OqR71_BYS-c,Kendrick Lamar,5468069,130302,5166,2022-05-13,00:01:51,17428.0,726.0,7532.0,179.0,7.0
Drake - Calling My Name (Official Audio),fhumS5MsRyE,Drake,5091884,68372,2579,2022-06-17,12:00:18,16576.0,691.0,7369.0,99.0,4.0
Kendrick Lamar - God Is Gangsta,4wZytWFm7x0,Kendrick Lamar,22366982,346559,21750,2016-01-13,03:00:00,72912.0,3038.0,7362.0,114.0,7.0
Drake - Currents,1puG2H1QOBA,Drake,5053881,63137,3920,2022-06-17,12:00:14,16576.0,691.0,7314.0,91.0,6.0
Kendrick Lamar - Rich Spirit + N95 (Live From Saturday Night Live),SZcupt0Yqaw,Kendrick Lamar,4154814,171615,5400,2022-10-02,03:20:53,14016.0,584.0,7114.0,294.0,9.0
Drake - BBL Love (Audio),lb9kOFlgEuE,Drake,1529373,19548,655,2023-10-06,14:00:31,5150.0,215.0,7113.0,91.0,3.0
Drake - 7am On Bridle Path (Audio),L6W1_fUurpA,Drake,6758996,80773,4182,2021-09-03,12:10:11,23463.0,978.0,6911.0,83.0,4.0
Drake - We Made It ft. Soulja Boy,jhenogvNrno,Drake,25292935,211391,13452,2013-12-28,06:06:56,90812.0,3784.0,6684.0,56.0,4.0
Kendrick Lamar - Mother I Sober ft. Beth Gibbons of Portishead (Official Audio),Vo89NfFYKKI,Kendrick Lamar,4729599,115366,8386,2022-05-13,00:01:51,17428.0,726.0,6515.0,159.0,12.0
Drake - IMY2 (Audio) ft. Kid Cudi,3aYA2dK2L-U,Drake,6330962,80755,3078,2021-09-03,12:09:21,23463.0,978.0,6473.0,83.0,3.0
“We Cry Together” - A Short Film (Uncensored),eAR2V7PZiIQ,Kendrick Lamar,3973979,284954,12647,2022-09-01,13:01:05,14751.0,615.0,6462.0,463.0,21.0
Drake - Wick Man (Audio),1pBmvVgEQsw,Drake,1105454,24790,2091,2023-11-17,00:00:01,4155.0,173.0,6390.0,143.0,12.0
Drake - Free Spirit (ft. Rick Ross),vhlNG5qJy8I,Drake,28438850,120781,8293,2011-09-11,12:48:42,110943.0,4623.0,6152.0,26.0,2.0
Kendrick Lamar - DNA./HUMBLE.,bhCfQ8BGow8,Kendrick Lamar,14967842,316314,7891,2017-09-01,11:33:50,58576.0,2441.0,6132.0,130.0,3.0
Drake - The Motion (ft. Sampha),BZy1f0Tl7OM,Drake,23652876,152695,6538,2013-06-22,10:41:17,95345.0,3973.0,5953.0,38.0,2.0
Drake - Tie That Binds,ewBhnGCDMXo,Drake,4086557,54408,2852,2022-06-17,12:02:13,16575.0,691.0,5914.0,79.0,4.0
Drake - Intro,n8c_g2nyNmw,Drake,4004567,29601,911,2022-06-17,12:00:10,16576.0,691.0,5795.0,43.0,1.0
"Drake - You Only Live Twice (Audio) ft. Lil Wayne, Rick Ross",x6Nr6EX3AwY,Drake,5189493,83817,4340,2021-09-03,12:09:44,23463.0,978.0,5306.0,86.0,4.0
Aaliyah feat. Drake - Enough Said,4HNgVmHSuVM,Drake,22685789,159941,14020,2012-08-05,17:22:22,103042.0,4293.0,5284.0,37.0,3.0
Drake - What’s Next (Official Lyric Video),3jo8E95fDqA,Drake,6090088,131197,5840,2021-03-12,00:00:01,27675.0,1153.0,5282.0,114.0,5.0
Drake - Deep Pockets (Audio),LDMTjY-QgD0,Drake,7655202,99486,5687,2020-05-01,00:00:08,35236.0,1468.0,5215.0,68.0,4.0
Drake - Another Late Night (Audio) ft. Lil Yachty,TgloKfZH7VM,Drake,1116878,21855,724,2023-10-06,14:00:12,5150.0,215.0,5195.0,102.0,3.0
Kendrick Lamar - Crown (Official Audio),eL1L287YbkQ,Kendrick Lamar,3735486,67927,2956,2022-05-13,00:01:51,17428.0,726.0,5145.0,94.0,4.0
Kendrick Lamar - For Free?,_ZTYgq4EoRo,Kendrick Lamar,16056649,291537,11075,2015-07-31,17:00:01,76883.0,3203.0,5013.0,91.0,3.0
Drake - Falling Back (Official Audio),fCtmgdpjpcw,Drake,3300833,35057,2162,2022-06-17,12:00:59,16576.0,691.0,4777.0,51.0,3.0
Drake - The Remorse (Audio),2_TPmfd02xc,Drake,4549910,52184,1923,2021-09-03,12:10:29,23463.0,978.0,4652.0,53.0,2.0
Drake - Liability,34OkVPaFe4o,Drake,3099967,39918,1784,2022-06-17,12:01:23,16576.0,691.0,4486.0,58.0,3.0
Drake - Falling Back (Album Cut),rJi7GobzRgY,Drake,3006203,54302,3346,2022-06-22,16:33:54,16451.0,685.0,4389.0,79.0,5.0
Kendrick Lamar - Auntie Diaries (Official Audio),-vrhf1P9zwc,Kendrick Lamar,3180148,72436,7577,2022-05-13,00:01:51,17428.0,726.0,4380.0,100.0,10.0
Kendrick Lamar -  Rich (Interlude) (Official Audio),ll6S032PHNs,Kendrick Lamar,3090465,40753,1642,2022-05-13,00:01:51,17428.0,726.0,4257.0,56.0,2.0
Drake - Landed (Audio),mx7oBDVL7Y4,Drake,6043212,92360,4897,2020-05-01,00:05:50,35235.0,1468.0,4117.0,63.0,3.0
Drake - Overdrive,p53kGYHvDn0,Drake,2826392,32688,1095,2022-06-17,12:01:02,16576.0,691.0,4090.0,47.0,2.0
"Drake - The Motto (Edited) ft. Lil Wayne, Tyga",0V2VVEH6AX4,Drake,18091980,70887,8330,2012-02-13,14:26:38,107220.0,4468.0,4049.0,16.0,2.0
Drake - Screw The World (Audio),p3jOMu7FLbE,Drake,858510,9469,549,2023-10-06,14:00:19,5150.0,215.0,3993.0,44.0,3.0
Drake - Losses (Audio),V7iHOPpKRJc,Drake,5814026,77698,3048,2020-05-01,00:15:47,35235.0,1468.0,3961.0,53.0,2.0
Kendrick Lamar - Savior (Interlude) (Official Audio),ROUFkWceDRM,Kendrick Lamar,2802562,49943,1966,2022-05-13,00:01:51,17428.0,726.0,3860.0,69.0,3.0
Drake - Days In The East,G1opQY1dJ34,Drake,13855801,111277,3085,2014-04-03,04:41:48,88511.0,3688.0,3757.0,30.0,1.0
Kendrick Lamar - i (Audio),jltN3fLFmTQ,Kendrick Lamar,13195420,117890,7370,2014-09-23,21:00:02,84343.0,3514.0,3755.0,34.0,2.0
Drake - Toosie Slide (Official Edited Audio),miJOKqUUhkU,Drake,5528356,104275,1795,2020-04-03,01:39:03,35906.0,1496.0,3695.0,70.0,1.0
Drake - Freak In You,-uCBZqVNpB4,Drake,8952985,93066,1793,2017-06-24,01:05:35,60242.0,2510.0,3567.0,37.0,1.0
Drake - Worst Behavior,U5pzmGX8Ztg,Drake,13009206,109505,2951,2014-04-23,03:00:01,88033.0,3668.0,3547.0,30.0,1.0
Drake - I Guess It’s Fuck Me (Audio),sA5oJZ20CnU,Drake,1943919,40761,1263,2022-11-04,20:44:27,13207.0,550.0,3534.0,74.0,2.0
Drake - When To Say When (Audio),qTNFIQyWe8M,Drake,5130348,73192,2502,2020-05-01,00:00:22,35236.0,1468.0,3495.0,50.0,2.0
Migos - Versace feat. Drake (Audio),gg4bmd1canU,Drake,10161517,106643,3054,2016-05-18,19:40:15,69872.0,2911.0,3491.0,37.0,1.0
Drake - Right Hand,WijyreyFnwI,Drake,8661412,133760,1757,2017-06-01,14:30:00,60781.0,2533.0,3419.0,53.0,1.0
Drake - Fucking Fans (Audio),EK8aKKeUmmU,Drake,3034834,52371,2210,2021-09-03,12:09:45,23463.0,978.0,3103.0,54.0,2.0
Drake - My Side,ZYlrOCaUYhs,Drake,8745088,83367,2393,2016-07-19,18:15:22,68385.0,2849.0,3070.0,29.0,1.0
Kendrick Lamar - Father Time ft. Sampha (Live on SNL),_IuAIp46xC4,Kendrick Lamar,1679543,74286,2061,2022-10-02,03:14:47,14016.0,584.0,2876.0,127.0,4.0
Certified Lover Boy January 2021,_MYd4tcB4Gw,Drake,3702093,165968,0,2020-10-24,19:21:12,30992.0,1291.0,2868.0,129.0,0.0
Drake - 4PM In Calabasas (Official Audio),FRsqV0CZ86A,Drake,8230662,77752,2488,2016-06-09,19:21:57,69344.0,2889.0,2849.0,27.0,1.0
Drake - Down Hill,oezuRcSv4i8,Drake,1954669,22659,1121,2022-06-17,12:00:54,16576.0,691.0,2829.0,33.0,2.0
Drake - I Get Lonely Too,LEphhve_ILQ,Drake,7518485,75540,1826,2016-09-11,18:15:16,67089.0,2795.0,2690.0,27.0,1.0
Drake - Paris Morton Music,pviZE1pK5ao,Drake,6417246,97517,3289,2017-06-22,14:30:01,60277.0,2512.0,2555.0,39.0,1.0
Scary Hours 3 Trailer,6hwXc2qEMEw,Drake,425661,26284,1768,2023-11-16,21:03:59,4157.0,173.0,2460.0,152.0,10.0
Drake - Dreams Money Can Buy,0Y1iiXSKEn0,Drake,7066987,91476,3592,2016-06-23,21:35:26,69006.0,2875.0,2458.0,32.0,1.0
"Kendrick Lamar - These Walls (Live on Ellen) ft. Bilal, Anna Wise, Thundercat",BTvV9JyNaS8,Kendrick Lamar,7804441,115119,4830,2015-05-28,19:00:01,78417.0,3267.0,2389.0,35.0,1.0
Drake - Hype (Live On SNL),Zypyi3Dss9s,Drake,6885153,59146,3479,2016-05-15,14:00:02,69950.0,2915.0,2362.0,20.0,1.0
Dave - Wanna Know ft. Drake (Audio),XbZ0OXmXw38,Drake,5838538,75740,1847,2016-12-04,16:36:14,65074.0,2711.0,2154.0,28.0,1.0
Kendrick Lamar - Cut You Off,ZJzr2Dsputk,Kendrick Lamar,9812277,120819,5049,2011-03-11,15:14:26,115355.0,4806.0,2042.0,25.0,1.0
21 Savage - 3AM on Glenwood (Audio),emmE8yDllOw,Drake,1001882,17015,642,2022-11-04,20:44:00,13207.0,550.0,1822.0,31.0,1.0
Drake - War (Audio),VcxPv4I-xZg,Drake,2634545,42864,1619,2020-05-01,00:13:19,35235.0,1468.0,1795.0,29.0,1.0
"Drake ""Slime You Out"" ft. SZA (Visualizer)",A19WW5J2Ves,Drake,386438,13433,1133,2023-09-21,15:06:36,5508.0,230.0,1680.0,58.0,5.0
Drake - Best I Ever Had (Live at Axe Lounge),beiNVkti6M4,Drake,7264591,19272,1638,2010-02-19,22:02:39,124588.0,5191.0,1399.0,4.0,0.0
Drake - Little Bit,UpHm2fB7ByY,Drake,3505708,55735,1270,2017-05-26,14:00:03,60926.0,2539.0,1381.0,22.0,1.0
Drake - Girls Love Beyonce ft. James Fauntleroy (Official Audio),N4fExd4bTN4,Drake,4018664,43524,660,2016-05-06,20:06:59,70159.0,2923.0,1375.0,15.0,0.0
Drake - Ignant Shit ft. Lil Wayne (Audio),r3fLQjpM7vg,Drake,3789813,41953,1852,2016-09-01,14:08:22,67333.0,2806.0,1351.0,15.0,1.0
Kendrick Lamar - She Needs Me,LuIUqIkDMY8,Kendrick Lamar,5268775,63616,2605,2011-03-21,16:57:38,115115.0,4796.0,1099.0,13.0,1.0
Drake & Nicki Minaj at Hot 93.7 Hot Jam 9 (Drake Responds to Lil Kim),XVrHVP9ya3c,Drake,5537566,12077,2946,2010-06-05,18:48:52,122049.0,5085.0,1089.0,2.0,1.0
Kendrick Lamar - Swimming Pools (Drank) (Live on SNL),BiCHlQf8I2Y,Kendrick Lamar,3812218,33479,1866,2013-01-27,20:00:17,98839.0,4118.0,926.0,8.0,0.0
Kendrick Lamar - i (Live on SNL),sop2V_MREEI,Kendrick Lamar,3118210,53712,4556,2014-11-16,15:00:22,83052.0,3460.0,901.0,16.0,1.0
Drake - November 18th,90OinCTy1xE,Drake,2132975,32044,1027,2017-05-06,14:30:00,61405.0,2559.0,834.0,13.0,0.0
Kendrick Lamar - A.D.H.D. (VEVO Presents),uIoNDmY3Umc,Kendrick Lamar,3471927,23097,1018,2012-10-23,14:28:51,101149.0,4215.0,824.0,5.0,0.0
Kendrick Lamar - Michael Jordan,OxiPLWaVNYc,Kendrick Lamar,3786728,33731,2721,2011-03-11,15:18:04,115355.0,4806.0,788.0,7.0,1.0
Kendrick Lamar - i (Lyric Video),donS3zZZTu8,Kendrick Lamar,2756967,29823,1304,2014-10-10,19:00:02,83937.0,3497.0,788.0,9.0,0.0
Kendrick Lamar - Poetic Justice (Live on SNL),in8dar_4Vc8,Kendrick Lamar,3165637,33533,1870,2013-01-27,20:00:17,98839.0,4118.0,769.0,8.0,0.0
Drake - Headlines (Edited),k3HCDwDSzO0,Drake,3014535,21522,1190,2011-10-22,03:00:00,109969.0,4582.0,658.0,5.0,0.0
OVO YORKDALE FLAGSHIP,6VHz9Edo_Vk,Drake,1578579,31112,1128,2017-08-03,18:47:47,59265.0,2469.0,639.0,13.0,0.0
Drake - Jodeci (Freestyle) feat. J. Cole,N0eezhF3RIs,Drake,2412367,29133,1631,2013-06-22,10:40:38,95345.0,3973.0,607.0,7.0,0.0
"Wizkid - Ojuelegba feat. Drake, Skepta (Remix)",0xMKf5BiodM,Drake,1709639,30706,1191,2016-07-05,21:06:56,68718.0,2863.0,597.0,11.0,0.0
Drake - Congratulations,JY0q8XFiuwE,Drake,1494886,22776,1017,2017-05-01,15:30:00,61524.0,2564.0,583.0,9.0,0.0
DARK LANE DEMO TAPES - OUT NOW,qu17_Y4TSBg,Drake,821773,28774,0,2020-05-01,00:22:47,35235.0,1468.0,560.0,20.0,0.0
Drake - Heat of the Moment,akwlMVMNIYw,Drake,1306363,23335,747,2017-10-10,13:30:01,57638.0,2402.0,544.0,10.0,0.0
Kendrick Lamar - Ignorance Is Bliss ft. Kendrick Lamar,xiU8xDMOXfo,Kendrick Lamar,2460602,25303,1368,2011-03-21,17:36:02,115114.0,4796.0,513.0,5.0,0.0
Drake - VEVO News Interview,LPG3pBOcrMs,Drake,2231932,13037,1983,2011-11-15,10:29:35,109384.0,4558.0,490.0,3.0,0.0
Drake - Intro/Money To Blow (Live at Axe Lounge),IvzbM10fL-w,Drake,2493684,4955,680,2010-02-19,19:54:44,124591.0,5191.0,480.0,1.0,0.0
"""We Caa Done""",mWs7BekO_Ck,Drake,231183,11649,487,2023-01-10,17:21:44,11601.0,483.0,479.0,24.0,1.0
Drake - Say Something (Live at Axe Lounge),6FA-ewgO63A,Drake,2417836,7105,669,2010-02-19,21:06:31,124589.0,5191.0,466.0,1.0,0.0
Drake - Brand New,REwTxzinZG8,Drake,1269072,19424,392,2016-08-05,22:26:06,67973.0,2832.0,448.0,7.0,0.0
Drake - I'm Goin In (Live at Axe Lounge),xSlZ3LizWv8,Drake,2303432,4758,514,2010-02-19,21:25:10,124589.0,5191.0,444.0,1.0,0.0
Drake - Every Girl (Live At Axe Lounge),KA2KiBj3Xfc,Drake,2274206,3184,526,2010-02-19,21:51:41,124589.0,5191.0,438.0,1.0,0.0
Drake - Forever (Live at Axe Lounge),o-x90Er0fI4,Drake,2239574,6735,644,2010-02-19,20:01:03,124591.0,5191.0,431.0,1.0,0.0
Drake - 5AM In Toronto (Audio),bZ8ntWZQUyg,Drake,1209818,12831,566,2016-08-11,22:45:17,67829.0,2826.0,428.0,5.0,0.0
Drake - Lust For Life,srCCRam7CpU,Drake,1152734,9196,315,2016-08-04,21:22:12,67998.0,2833.0,407.0,3.0,0.0
Drake - Bedrock (Live at Axe Lounge),aOwq6Ccim_U,Drake,2099979,3833,502,2010-02-19,20:40:48,124590.0,5191.0,405.0,1.0,0.0
Kendrick Lamar - Hol' Up (VEVO Presents),mLkpk9YxlXM,Kendrick Lamar,1599325,13953,697,2012-10-19,11:41:07,101248.0,4219.0,379.0,3.0,0.0
"Kendrick Lamar - The Recipe (Live at Coachella, 2012) ft. Dr. Dre",QM0S5aTnKf0,Kendrick Lamar,1625541,13355,1031,2012-07-05,20:48:32,103783.0,4324.0,376.0,3.0,0.0
Drake - VEVO News Interview: Favorite Weezy Verse,lJlAYOeGaV4,Drake,1444393,15452,1097,2011-11-09,12:25:04,109526.0,4564.0,316.0,3.0,0.0
Drake - Unstoppable feat. Lil Wayne,PY00RSknE2c,Drake,791440,11607,374,2017-06-12,14:30:01,60517.0,2522.0,314.0,5.0,0.0
Drake - A Night Off ft. Lloyd,729sviCMLqE,Drake,845646,13681,237,2016-07-22,20:32:01,68311.0,2846.0,297.0,5.0,0.0
Drake Revives TOP BOY,B5QDIzFxg7M,Drake,435965,24544,854,2019-09-09,11:48:41,40864.0,1703.0,256.0,14.0,1.0
Drake - Throw It In The Bag (Live at Axe Lounge),xA4LgBXi0KA,Drake,1325057,2921,312,2010-02-19,20:17:29,124590.0,5191.0,255.0,1.0,0.0
"Virginia Black, Please Take Me Back",gWkHI1BazdA,Drake,519618,10391,313,2017-11-14,19:38:05,56791.0,2366.0,220.0,4.0,0.0
Drake - VEVO News Interview: Old School vs. New School,Vn_MGZq_MME,Drake,951394,4097,1248,2011-11-08,15:21:05,109547.0,4564.0,208.0,1.0,0.0
Drake - VEVO News Interview: Working with Stevie Wonder,oRltJAffP8g,Drake,907020,2852,491,2011-11-08,15:26:47,109547.0,4564.0,199.0,1.0,0.0
Drake - 2009 Red Carpet Interview (American Music Awards),osDDTB9EF-I,Drake,696029,2993,303,2010-11-16,11:33:53,118119.0,4922.0,141.0,1.0,0.0
Kendrick Lamar - VEVO News Interview (Hot97 SJXX),vV3UogDxojg,Kendrick Lamar,536875,2442,294,2013-06-04,17:46:23,95770.0,3990.0,135.0,1.0,0.0
OVO LA FLAGSHIP,QLAvIn2qYPM,Drake,350954,9367,353,2016-07-11,21:10:18,68574.0,2857.0,123.0,3.0,0.0
Kendrick Lamar - The Recipe (Live At Coachella) ft. Dr. Dre,zcjCsvA_3oI,Kendrick Lamar,490688,7123,280,2012-07-18,15:17:53,103476.0,4312.0,114.0,2.0,0.0
Kendrick Lamar - Growing Up in Compton (VEVO LIFT),qsP_rhrS6E4,Kendrick Lamar,489924,2515,207,2012-08-09,11:40:07,102952.0,4290.0,114.0,1.0,0.0
"Top Wow Moments, Music I Listen To, and What I Want To Be Remembered For (247HH Exclusive)",XGx8Ev2P704,Kendrick Lamar,362210,4697,239,2014-06-27,15:00:04,86461.0,3603.0,101.0,1.0,0.0
MORE LIFE - 3/18/2017,AwqyNGByUS0,Drake,256730,3998,298,2017-03-18,14:00:00,62582.0,2608.0,98.0,2.0,0.0
"Chicago, Compton, Street Violence Glorification, and Interscope Deal (247HH Exclusive)",iPLErPKE8yQ,Kendrick Lamar,341983,3971,198,2014-06-27,15:00:04,86461.0,3603.0,95.0,1.0,0.0
Kendrick Lamar - Kendrick Visits Detroit (VEVO LIFT),tET1E9E7PUA,Kendrick Lamar,361148,1572,216,2012-09-14,03:00:19,102097.0,4254.0,85.0,0.0,0.0
Kendrick Lamar - Fans Crying When They Met Me (247HH Wild Tour Stories),umpY3jH2Ucc,Kendrick Lamar,315441,4817,224,2013-11-20,15:00:02,91716.0,3821.0,83.0,1.0,0.0
Kendrick Lamar - HiiiPoWeR (Live),W8bq7q7cLpE,Kendrick Lamar,351291,1478,137,2012-10-12,00:00:10,101428.0,4226.0,83.0,0.0,0.0
Kendrick Lamar - A.D.H.D. (Fader Fort by FIAT 2011),WmALE4csU1w,Kendrick Lamar,376247,3176,221,2011-10-27,01:36:38,109850.0,4577.0,82.0,1.0,0.0
OVOFEST 2017,VWoBJDDobaI,Drake,177774,4086,176,2017-09-06,15:00:01,58453.0,2436.0,73.0,2.0,0.0
Cash Money / Young Money: New Years Eve 2010,DiLbUU116l4,Drake,362382,1884,233,2010-01-14,20:08:02,125454.0,5227.0,69.0,0.0,0.0
VIEWS - 04.29.16,4ul0ltkgYs8,Drake,189336,3200,149,2016-04-28,20:37:50,70351.0,2931.0,65.0,1.0,0.0
Kendrick Lamar - Stylized (VEVO LIFT),ejPSSXzsF3c,Kendrick Lamar,274037,1754,178,2012-09-14,11:40:06,102088.0,4254.0,64.0,0.0,0.0
Houston Flood Relief Fund,alAbdpcQwiw,Drake,150702,5208,341,2017-09-03,21:36:30,58518.0,2438.0,62.0,2.0,0.0
No Make-Up (Her Vice) (Live),fWfOWxZxhAw,Kendrick Lamar,200348,1449,206,2012-09-24,18:32:47,101841.0,4243.0,47.0,0.0,0.0
Kendrick Lamar - Kendrick on Mixtapes (VEVO LIFT),kY8X8Qr1aPo,Kendrick Lamar,202287,1364,130,2012-09-07,11:40:06,102256.0,4261.0,47.0,0.0,0.0
"Current West Coast Spotlight, East Coast/West Coast beef, and Why He Had To Go Back and...",Kkoh_KUK3g4,Kendrick Lamar,146723,1724,106,2014-06-27,15:00:03,86461.0,3603.0,41.0,0.0,0.0
Kendrick Lamar - Kendrick on Family Life (VEVO LIFT),bni3OescL3g,Kendrick Lamar,170968,1433,84,2012-08-28,03:00:10,102505.0,4271.0,40.0,0.0,0.0
Kendrick Lamar - Fan Interview (VEVO LIFT),jrriQXV1qhQ,Kendrick Lamar,169745,2148,259,2012-10-22,12:26:37,101175.0,4216.0,40.0,1.0,0.0
OVO FLAGSHIP NY,zgIao5gbeRU,Drake,109056,1480,81,2016-12-13,17:22:18,64857.0,2702.0,40.0,1.0,0.0
OVO x Roots - Made In Canada,Ltgk2SS2zqE,Drake,84746,2341,84,2017-06-22,06:01:47,60286.0,2512.0,34.0,1.0,0.0
Kendrick Lamar - Influences (VEVO LIFT),JI_bL15rUhQ,Kendrick Lamar,132750,1141,65,2012-08-17,11:38:24,102760.0,4282.0,31.0,0.0,0.0
Kendrick Lamar - Get To Know Kendrick Lamar (VEVO LIFT),mwHU1UEhwa0,Kendrick Lamar,116842,868,88,2012-08-07,16:31:24,102995.0,4291.0,27.0,0.0,0.0
OVO x Clarks Originals 'Made in England',pPpqEt04Nm8,Drake,68420,1325,132,2017-06-06,01:56:24,60674.0,2528.0,27.0,1.0,0.0
Kendrick Lamar - Career Path (VEVO LIFT),eX1tG6uEco8,Kendrick Lamar,110340,1217,63,2012-09-21,11:40:05,101920.0,4247.0,26.0,0.0,0.0
Kendrick Lamar - LIFT Teaser (VEVO LIFT),i9zhk_27ja4,Kendrick Lamar,104890,548,70,2012-07-30,11:09:07,103192.0,4300.0,24.0,0.0,0.0
Kendrick Lamar - Backstage with Fuse (Bonnaroo 2012),5efTJ4r9gwU,Kendrick Lamar,102486,639,77,2012-06-11,18:24:21,104361.0,4348.0,24.0,0.0,0.0
DrakeVEVO Live Stream,sQYykuBil1s,Drake,0,37,1,2017-11-25,18:45:21,56528.0,2355.0,0.0,0.0,0.0
Drake Live Stream,NbzxTI41Alc,Drake,0,64,0,2016-12-16,20:17:09,64782.0,2699.0,0.0,0.0,0.0
KendrickLamarVEVO Live Stream,2kFjX7zcLfk,Kendrick Lamar,0,3,0,2017-11-26,10:20:41,56512.0,2355.0,0.0,0.0,0.0
