fips,place_clean,state_name,place_type,2012,2016,2020
4818300000,Gregg,Texas,County,29.0,32.0,18.0
4818500000,Grimes,Texas,County,16.0,15.0,10.0
4818700000,Guadalupe,Texas,County,40.0,42.0,35.0
4818900000,Hale,Texas,County,19.0,19.0,15.0
4819100000,Hall,Texas,County,5.0,,4.0
4819300000,Hamilton,Texas,County,12.0,10.0,9.0
4819500000,Hansford,Texas,County,10.0,,8.0
4819700000,Hardeman,Texas,County,6.0,6.0,4.0
4819900000,Hardin,Texas,County,23.0,19.0,19.0
4820100000,Harris,Texas,County,813.0,786.0,797.0
4820300000,Harrison,Texas,County,33.0,36.0,26.0
4820500000,Hartley,Texas,County,5.0,4.0,3.0
4820700000,Haskell,Texas,County,,11.0,10.0
4820900000,Hays,Texas,County,48.0,36.0,36.0
4821100000,Hemphill,Texas,County,,9.0,8.0
4821300000,Henderson,Texas,County,29.0,29.0,24.0
4821500000,Hidalgo,Texas,County,104.0,109.0,75.0
4821700000,Hill,Texas,County,23.0,23.0,22.0
4821900000,Hockley,Texas,County,18.0,14.0,14.0
4822100000,Hood,Texas,County,,11.0,10.0
4822300000,Hopkins,Texas,County,22.0,,12.0
4822500000,Houston,Texas,County,22.0,23.0,21.0
4822700000,Howard,Texas,County,7.0,7.0,7.0
4822900000,Hudspeth,Texas,County,8.0,,5.0
4823100000,Hunt,Texas,County,35.0,34.0,34.0
4823300000,Hutchinson,Texas,County,11.0,11.0,8.0
4823500000,Irion,Texas,County,3.0,2.0,2.0
4823700000,Jack,Texas,County,7.0,7.0,4.0
4823900000,Jackson,Texas,County,10.0,10.0,10.0
4824100000,Jasper,Texas,County,25.0,21.0,20.0
4824300000,Jeff Davis,Texas,County,6.0,6.0,5.0
4824500000,Jefferson,Texas,County,69.0,51.0,40.0
4824700000,Jim Hogg,Texas,County,5.0,6.0,4.0
4824900000,Jim Wells,Texas,County,25.0,26.0,21.0
4825100000,Johnson,Texas,County,37.0,37.0,34.0
4825300000,Jones,Texas,County,13.0,14.0,7.0
4825500000,Karnes,Texas,County,,15.0,14.0
4825700000,Kaufman,Texas,County,34.0,35.0,26.0
4825900000,Kendall,Texas,County,20.0,13.0,11.0
4826100000,Kenedy,Texas,County,7.0,7.0,6.0
4826300000,Kent,Texas,County,7.0,7.0,5.0
4826500000,Kerr,Texas,County,22.0,22.0,20.0
4826700000,Kimble,Texas,County,5.0,4.0,4.0
4826900000,King,Texas,County,5.0,5.0,4.0
4827100000,Kinney,Texas,County,,,4.0
4827300000,Kleberg,Texas,County,13.0,18.0,17.0
4827500000,Knox,Texas,County,7.0,,4.0
4827700000,Lamar,Texas,County,34.0,32.0,27.0
4827900000,Lamb,Texas,County,10.0,7.0,6.0
4828100000,Lampasas,Texas,County,6.0,6.0,5.0
4828300000,La Salle,Texas,County,6.0,8.0,4.0
4828500000,Lavaca,Texas,County,20.0,20.0,19.0
4828700000,Lee,Texas,County,16.0,11.0,8.0
4828900000,Leon,Texas,County,15.0,15.0,14.0
4829100000,Liberty,Texas,County,34.0,,20.0
4829300000,Limestone,Texas,County,23.0,23.0,21.0
4829500000,Lipscomb,Texas,County,,8.0,4.0
4829700000,Live Oak,Texas,County,15.0,,14.0
4829900000,Llano,Texas,County,12.0,12.0,9.0
4830100000,Loving,Texas,County,5.0,5.0,4.0
4830300000,Lubbock,Texas,County,63.0,66.0,42.0
4830500000,Lynn,Texas,County,11.0,11.0,5.0
4830700000,Mcculloch,Texas,County,8.0,10.0,9.0
4830900000,Mclennan,Texas,County,64.0,33.0,34.0
4831100000,Mcmullen,Texas,County,5.0,5.0,3.0
4831300000,Madison,Texas,County,6.0,8.0,5.0
4831500000,Marion,Texas,County,11.0,11.0,7.0
4831700000,Martin,Texas,County,4.0,3.0,2.0
4831900000,Mason,Texas,County,5.0,4.0,4.0
4832100000,Matagorda,Texas,County,20.0,20.0,13.0
4832300000,Maverick,Texas,County,15.0,15.0,14.0
4832500000,Medina,Texas,County,16.0,,7.0
4832700000,Menard,Texas,County,4.0,4.0,3.0
4832900000,Midland,Texas,County,25.0,25.0,22.0
4833100000,Milam,Texas,County,15.0,12.0,8.0
4833300000,Mills,Texas,County,8.0,7.0,7.0
4833500000,Mitchell,Texas,County,7.0,7.0,688.0
4833700000,Montague,Texas,County,19.0,,10.0
4833900000,Montgomery,Texas,County,93.0,98.0,99.0
4834100000,Moore,Texas,County,,8.0,7.0
4834300000,Morris,Texas,County,9.0,,7.0
4834500000,Motley,Texas,County,7.0,,3.0
4834700000,Nacogdoches,Texas,County,18.0,18.0,21.0
4834900000,Navarro,Texas,County,31.0,21.0,20.0
4835100000,Newton,Texas,County,24.0,23.0,13.0
4835300000,Nolan,Texas,County,10.0,10.0,9.0
4835500000,Nueces,Texas,County,143.0,,81.0
4835700000,Ochiltree,Texas,County,5.0,,5.0
4835900000,Oldham,Texas,County,8.0,5.0,4.0
4836100000,Orange,Texas,County,38.0,38.0,34.0
4836300000,Palo Pinto,Texas,County,19.0,15.0,12.0
4836500000,Panola,Texas,County,21.0,20.0,19.0
4836700000,Parker,Texas,County,50.0,50.0,37.0
4836900000,Parmer,Texas,County,,9.0,7.0
4837100000,Pecos,Texas,County,12.0,11.0,9.0
4837300000,Polk,Texas,County,24.0,21.0,21.0
4837500000,Potter,Texas,County,29.0,22.0,16.0
4837700000,Presidio,Texas,County,4.0,2.0,6.0
4837900000,Rains,Texas,County,9.0,9.0,8.0
4838100000,Randall,Texas,County,26.0,14.0,13.0
4838300000,Reagan,Texas,County,5.0,5.0,3.0
4838500000,Real,Texas,County,54.0,11.0,5.0
4838700000,Red River,Texas,County,,20.0,19.0
4838900000,Reeves,Texas,County,,12.0,11.0
4839100000,Refugio,Texas,County,11.0,11.0,6.0
4839300000,Roberts,Texas,County,3.0,3.0,2.0
4839500000,Robertson,Texas,County,18.0,15.0,13.0
4839700000,Rockwall,Texas,County,21.0,21.0,16.0
4839900000,Runnels,Texas,County,8.0,9.0,8.0
4840100000,Rusk,Texas,County,25.0,18.0,12.0
4840300000,Sabine,Texas,County,10.0,10.0,8.0
4840500000,San Augustine,Texas,County,13.0,13.0,11.0
4840700000,San Jacinto,Texas,County,16.0,14.0,7.0
4840900000,San Patricio,Texas,County,23.0,16.0,10.0
4841100000,San Saba,Texas,County,5.0,,3.0
4841300000,Schleicher,Texas,County,5.0,5.0,2.0
4841500000,Scurry,Texas,County,12.0,12.0,6.0
4841700000,Shackelford,Texas,County,5.0,5.0,4.0
4841900000,Shelby,Texas,County,15.0,15.0,15.0
4842100000,Sherman,Texas,County,,5.0,4.0
4842300000,Smith,Texas,County,53.0,39.0,34.0
4842500000,Somervell,Texas,County,6.0,5.0,4.0
4842700000,Starr,Texas,County,,11.0,10.0
4842900000,Stephens,Texas,County,7.0,5.0,5.0
4843100000,Sterling,Texas,County,5.0,4.0,4.0
4843300000,Stonewall,Texas,County,5.0,5.0,2.0
4843500000,Sutton,Texas,County,5.0,,4.0
4843700000,Swisher,Texas,County,6.0,5.0,4.0
4843900000,Tarrant,Texas,County,,413.0,329.0
4844100000,Taylor,Texas,County,40.0,27.0,22.0
4844300000,Terrell,Texas,County,3.0,5.0,1.0
4844500000,Terry,Texas,County,8.0,8.0,7.0
4844700000,Throckmorton,Texas,County,6.0,4.0,4.0
4844900000,Titus,Texas,County,24.0,,19.0
4845100000,Tom Green,Texas,County,31.0,22.0,21.0
4845300000,Travis,Texas,County,238.0,232.0,178.0
4845500000,Trinity,Texas,County,23.0,21.0,20.0
4845700000,Tyler,Texas,County,18.0,18.0,18.0
4845900000,Upshur,Texas,County,17.0,17.0,16.0
4846100000,Upton,Texas,County,5.0,5.0,3.0
4846300000,Uvalde,Texas,County,15.0,17.0,14.0
4846500000,Val Verde,Texas,County,18.0,17.0,9.0
4846700000,Van Zandt,Texas,County,19.0,19.0,19.0
4846900000,Victoria,Texas,County,41.0,38.0,35.0
4847100000,Walker,Texas,County,18.0,18.0,11.0
4847300000,Waller,Texas,County,23.0,28.0,20.0
4847500000,Ward,Texas,County,6.0,9.0,6.0
4847700000,Washington,Texas,County,16.0,16.0,15.0
4847900000,Webb,Texas,County,100.0,79.0,69.0
4848100000,Wharton,Texas,County,14.0,10.0,8.0
4848300000,Wheeler,Texas,County,12.0,,10.0
4848500000,Wichita,Texas,County,40.0,30.0,25.0
4848700000,Wilbarger,Texas,County,7.0,,4.0
4848900000,Willacy,Texas,County,12.0,11.0,18.0
4849100000,Williamson,Texas,County,113.0,94.0,57.0
4849300000,Wilson,Texas,County,18.0,18.0,16.0
4849500000,Winkler,Texas,County,6.0,6.0,6.0
4849700000,Wise,Texas,County,24.0,25.0,25.0
4849900000,Wood,Texas,County,12.0,16.0,11.0
4850100000,Yoakum,Texas,County,4.0,4.0,2.0
4850300000,Young,Texas,County,11.0,7.0,5.0
4850500000,Zapata,Texas,County,8.0,,7.0
4850700000,Zavala,Texas,County,9.0,4.0,6.0
