fips,place,state,total_reg_voters,mail_ballots_sent,poll_place_elect_day,poll_place_early,total_votes_cast,year
2706300000,JACKSON COUNTY,MN,6503.0,3244.0,10.0,1.0,5843.0,2020
2706500000,KANABEC COUNTY,MN,10678.0,2196.0,20.0,1.0,9270.0,2020
2706700000,KANDIYOHI COUNTY,MN,26818.0,7941.0,31.0,1.0,23510.0,2020
2706900000,KITTSON COUNTY,MN,2949.0,2321.0,3.0,1.0,2652.0,2020
2707100000,KOOCHICHING COUNTY,MN,7894.0,3497.0,7.0,1.0,6907.0,2020
2707300000,LAC QUI PARLE COUNTY,MN,4631.0,2753.0,6.0,1.0,4064.0,2020
2707500000,LAKE COUNTY,MN,7941.0,2915.0,11.0,1.0,7233.0,2020
2707700000,LAKE OF THE WOODS COUNTY,MN,2717.0,2225.0,2.0,1.0,2413.0,2020
2707900000,LE SUEUR COUNTY,MN,18932.0,8924.0,14.0,1.0,16900.0,2020
2708100000,LINCOLN COUNTY,MN,3682.0,619.0,8.0,1.0,3138.0,2020
2708300000,LYON COUNTY,MN,15094.0,7556.0,8.0,1.0,12948.0,2020
2708500000,MCLEOD COUNTY,MN,23505.0,10858.0,10.0,2.0,21018.0,2020
2708700000,MAHNOMEN COUNTY,MN,3028.0,2122.0,3.0,1.0,2324.0,2020
2708900000,MARSHALL COUNTY,MN,5810.0,5307.0,2.0,1.0,5147.0,2020
2709100000,MARTIN COUNTY,MN,12498.0,4854.0,15.0,2.0,11053.0,2020
2709300000,MEEKER COUNTY,MN,15073.0,5165.0,14.0,1.0,13576.0,2020
2709500000,MILLE LACS COUNTY,MN,16433.0,3942.0,21.0,1.0,14665.0,2020
2709700000,MORRISON COUNTY,MN,22112.0,9357.0,21.0,1.0,19633.0,2020
2709900000,MOWER COUNTY,MN,22695.0,10709.0,13.0,1.0,19519.0,2020
2710100000,MURRAY COUNTY,MN,5547.0,2978.0,11.0,1.0,4924.0,2020
2710300000,NICOLLET COUNTY,MN,21693.0,10302.0,11.0,1.0,19212.0,2020
2710500000,NOBLES COUNTY,MN,10522.0,5284.0,11.0,1.0,8797.0,2020
2710700000,NORMAN COUNTY,MN,3976.0,3345.0,2.0,1.0,3458.0,2020
2710900000,OLMSTED COUNTY,MN,104972.0,45803.0,60.0,1.0,91866.0,2020
2711100000,OTTER TAIL COUNTY,MN,40982.0,9686.0,74.0,1.0,36558.0,2020
2711300000,PENNINGTON COUNTY,MN,8327.0,2676.0,12.0,1.0,7321.0,2020
2711500000,PINE COUNTY,MN,18116.0,6225.0,27.0,1.0,16059.0,2020
2711700000,PIPESTONE COUNTY,MN,5717.0,3153.0,3.0,1.0,4708.0,2020
2711900000,POLK COUNTY,MN,18428.0,11323.0,16.0,2.0,15701.0,2020
2712100000,POPE COUNTY,MN,7774.0,3426.0,12.0,1.0,7041.0,2020
2712300000,RAMSEY COUNTY,MN,344337.0,160265.0,148.0,6.0,297395.0,2020
2712500000,RED LAKE COUNTY,MN,2484.0,1651.0,3.0,1.0,2218.0,2020
2712700000,REDWOOD COUNTY,MN,9606.0,1711.0,16.0,1.0,8332.0,2020
2712900000,RENVILLE COUNTY,MN,9258.0,2391.0,29.0,1.0,8173.0,2020
2713100000,RICE COUNTY,MN,41465.0,13109.0,27.0,3.0,35825.0,2020
2713300000,ROCK COUNTY,MN,5876.0,3109.0,3.0,1.0,5048.0,2020
2713500000,ROSEAU COUNTY,MN,9635.0,7176.0,5.0,1.0,8461.0,2020
2713700000,ST. LOUIS COUNTY,MN,137562.0,50838.0,127.0,20.0,119972.0,2020
2713900000,SCOTT COUNTY,MN,98717.0,31677.0,44.0,5.0,88284.0,2020
2714100000,SHERBURNE COUNTY,MN,63322.0,15794.0,30.0,2.0,55752.0,2020
2714300000,SIBLEY COUNTY,MN,9566.0,5667.0,8.0,1.0,8498.0,2020
2714500000,STEARNS COUNTY,MN,98045.0,35703.0,59.0,13.0,85291.0,2020
2714700000,STEELE COUNTY,MN,23859.0,5204.0,25.0,1.0,21252.0,2020
2714900000,STEVENS COUNTY,MN,5759.0,3891.0,4.0,1.0,5124.0,2020
2715100000,SWIFT COUNTY,MN,5916.0,3482.0,4.0,1.0,5291.0,2020
2715300000,TODD COUNTY,MN,14973.0,2582.0,36.0,1.0,13318.0,2020
2715500000,TRAVERSE COUNTY,MN,2114.0,1429.0,3.0,1.0,1879.0,2020
2715700000,WABASHA COUNTY,MN,14883.0,4007.0,21.0,1.0,13191.0,2020
2715900000,WADENA COUNTY,MN,8829.0,2092.0,13.0,1.0,7715.0,2020
2716100000,WASECA COUNTY,MN,11779.0,3210.0,16.0,1.0,10439.0,2020
2716300000,WASHINGTON COUNTY,MN,184883.0,74363.0,75.0,6.0,167453.0,2020
2716500000,WATONWAN COUNTY,MN,5950.0,3476.0,4.0,1.0,5233.0,2020
2716700000,WILKIN COUNTY,MN,3997.0,2301.0,6.0,1.0,3456.0,2020
2716900000,WINONA COUNTY,MN,31241.0,9850.0,36.0,2.0,27308.0,2020
2717100000,WRIGHT COUNTY,MN,91949.0,23643.0,40.0,10.0,82714.0,2020
2717300000,YELLOW MEDICINE COUNTY,MN,6261.0,2907.0,8.0,1.0,5479.0,2020
2800100000,ADAMS COUNTY,MS,21374.0,3478.0,19.0,-88.0,14073.0,2020
2800300000,ALCORN COUNTY,MS,28303.0,2217.0,17.0,-88.0,16135.0,2020
2800500000,AMITE COUNTY,MS,10694.0,1249.0,21.0,-88.0,7327.0,2020
2800700000,ATTALA COUNTY,MS,12731.0,1879.0,20.0,-88.0,8920.0,2020
2800900000,BENTON COUNTY,MS,6190.0,998.0,5.0,-88.0,4363.0,2020
2801100000,BOLIVAR COUNTY,MS,24319.0,2125.0,28.0,-88.0,13330.0,2020
2801300000,CALHOUN COUNTY,MS,9745.0,1172.0,10.0,-88.0,6685.0,2020
2801500000,CARROLL COUNTY,MS,7683.0,1207.0,14.0,-88.0,5732.0,2020
2801700000,CHICKASAW COUNTY,MS,12538.0,1599.0,15.0,-88.0,8258.0,2020
2801900000,CHOCTAW COUNTY,MS,5831.0,618.0,17.0,-88.0,4274.0,2020
2802100000,CLAIBORNE COUNTY,MS,7087.0,1607.0,13.0,-88.0,4502.0,2020
2802300000,CLARKE COUNTY,MS,12221.0,1290.0,23.0,-88.0,8334.0,2020
2802500000,CLAY COUNTY,MS,14750.0,2198.0,14.0,-88.0,10355.0,2020
2802700000,COAHOMA COUNTY,MS,18471.0,1711.0,18.0,-88.0,8772.0,2020
2802900000,COPIAH COUNTY,MS,20503.0,2328.0,19.0,-88.0,13230.0,2020
2803100000,COVINGTON COUNTY,MS,15077.0,1654.0,15.0,-88.0,9482.0,2020
2803300000,DESOTO COUNTY,MS,125646.0,14554.0,41.0,-88.0,77022.0,2020
2803500000,FORREST COUNTY,MS,52398.0,5075.0,34.0,-88.0,31377.0,2020
2803700000,FRANKLIN COUNTY,MS,6241.0,767.0,14.0,-88.0,4437.0,2020
2803900000,GEORGE COUNTY,MS,16514.0,1295.0,22.0,-88.0,11117.0,2020
2804100000,GREENE COUNTY,MS,8286.0,1292.0,13.0,-88.0,5812.0,2020
2804300000,GRENADA COUNTY,MS,17263.0,3053.0,13.0,-88.0,11033.0,2020
2804500000,HANCOCK COUNTY,MS,35554.0,3515.0,25.0,-88.0,21047.0,2020
2804700000,HARRISON COUNTY,MS,144146.0,16894.0,54.0,-88.0,76821.0,2020
2804900000,HINDS COUNTY,MS,190914.0,18978.0,108.0,-88.0,99510.0,2020
2805100000,HOLMES COUNTY,MS,13763.0,1550.0,17.0,-88.0,8083.0,2020
2805300000,HUMPHREYS COUNTY,MS,6860.0,1106.0,13.0,-88.0,4353.0,2020
2805500000,ISSAQUENA COUNTY,MS,990.0,131.0,5.0,-88.0,681.0,2020
2805700000,ITAWAMBA COUNTY,MS,16593.0,1022.0,28.0,-88.0,10845.0,2020
2805900000,JACKSON COUNTY,MS,97577.0,9049.0,32.0,-88.0,55222.0,2020
2806100000,JASPER COUNTY,MS,12169.0,1908.0,17.0,-88.0,8951.0,2020
2806300000,JEFFERSON COUNTY,MS,5779.0,1544.0,18.0,-88.0,3975.0,2020
2806500000,JEFFERSON DAVIS COUNTY,MS,9117.0,1088.0,12.0,-88.0,6331.0,2020
2806700000,JONES COUNTY,MS,45307.0,4232.0,37.0,-88.0,30206.0,2020
2806900000,KEMPER COUNTY,MS,7953.0,928.0,14.0,-88.0,4811.0,2020
2807100000,LAFAYETTE COUNTY,MS,37035.0,6388.0,18.0,-88.0,23669.0,2020
2807300000,LAMAR COUNTY,MS,40893.0,4415.0,23.0,-88.0,29036.0,2020
2807500000,LAUDERDALE COUNTY,MS,48376.0,5028.0,40.0,-88.0,31562.0,2020
2807700000,LAWRENCE COUNTY,MS,9081.0,1054.0,24.0,-88.0,6664.0,2020
2807900000,LEAKE COUNTY,MS,15120.0,1802.0,19.0,-88.0,9324.0,2020
2808100000,LEE COUNTY,MS,56379.0,5409.0,36.0,-88.0,37956.0,2020
2808300000,LEFLORE COUNTY,MS,25995.0,2890.0,18.0,-88.0,10853.0,2020
2808500000,LINCOLN COUNTY,MS,23186.0,2596.0,30.0,-88.0,16824.0,2020
2808700000,LOWNDES COUNTY,MS,44212.0,5021.0,20.0,-88.0,27581.0,2020
2808900000,MADISON COUNTY,MS,87731.0,10593.0,43.0,-88.0,56994.0,2020
2809100000,MARION COUNTY,MS,17758.0,2281.0,22.0,-88.0,12236.0,2020
2809300000,MARSHALL COUNTY,MS,25449.0,2590.0,24.0,-88.0,15898.0,2020
2809500000,MONROE COUNTY,MS,25561.0,2923.0,26.0,-88.0,17463.0,2020
2809700000,MONTGOMERY COUNTY,MS,7060.0,1344.0,15.0,-88.0,5217.0,2020
2809900000,NESHOBA COUNTY,MS,18163.0,1533.0,27.0,-88.0,11402.0,2020
2810100000,NEWTON COUNTY,MS,14944.0,1421.0,16.0,-88.0,10311.0,2020
2810300000,NOXUBEE COUNTY,MS,7916.0,1459.0,8.0,-88.0,5379.0,2020
2810500000,OKTIBBEHA COUNTY,MS,32935.0,3365.0,20.0,-88.0,20046.0,2020
2810700000,PANOLA COUNTY,MS,25782.0,2998.0,21.0,-88.0,15486.0,2020
2810900000,PEARL RIVER COUNTY,MS,39232.0,4823.0,26.0,-88.0,24498.0,2020
2811100000,PERRY COUNTY,MS,8897.0,879.0,15.0,-88.0,5987.0,2020
2811300000,PIKE COUNTY,MS,27023.0,3973.0,25.0,-88.0,17486.0,2020
2811500000,PONTOTOC COUNTY,MS,21894.0,2008.0,28.0,-88.0,14296.0,2020
2811700000,PRENTISS COUNTY,MS,15953.0,1151.0,15.0,-88.0,10897.0,2020
2811900000,QUITMAN COUNTY,MS,5086.0,742.0,10.0,-88.0,3287.0,2020
2812100000,RANKIN COUNTY,MS,103187.0,16961.0,48.0,-88.0,70240.0,2020
2812300000,SCOTT COUNTY,MS,19686.0,1404.0,23.0,-88.0,10955.0,2020
2812500000,SHARKEY COUNTY,MS,3428.0,477.0,10.0,-88.0,2183.0,2020
2812700000,SIMPSON COUNTY,MS,18596.0,1973.0,23.0,-88.0,12230.0,2020
2812900000,SMITH COUNTY,MS,11744.0,1096.0,18.0,-88.0,8325.0,2020
2813100000,STONE COUNTY,MS,11804.0,1388.0,15.0,-88.0,8013.0,2020
2813300000,SUNFLOWER COUNTY,MS,16777.0,1925.0,17.0,-88.0,18362.0,2020
2813500000,TALLAHATCHIE COUNTY,MS,10039.0,1152.0,21.0,-88.0,6086.0,2020
2813700000,TATE COUNTY,MS,19265.0,1837.0,20.0,-88.0,13224.0,2020
2813900000,TIPPAH COUNTY,MS,15048.0,1373.0,24.0,-88.0,10257.0,2020
2814100000,TISHOMINGO COUNTY,MS,13505.0,1217.0,14.0,-88.0,9248.0,2020
2814300000,TUNICA COUNTY,MS,10163.0,449.0,12.0,-88.0,3628.0,2020
2814500000,UNION COUNTY,MS,18141.0,1801.0,20.0,-88.0,12911.0,2020
2814700000,WALTHALL COUNTY,MS,11291.0,1518.0,20.0,-88.0,7319.0,2020
2814900000,WARREN COUNTY,MS,30657.0,4224.0,23.0,-88.0,21250.0,2020
2815100000,WASHINGTON COUNTY,MS,35280.0,7367.0,19.0,-88.0,18093.0,2020
2815300000,WAYNE COUNTY,MS,14449.0,1468.0,22.0,-88.0,10197.0,2020
2815500000,WEBSTER COUNTY,MS,7567.0,608.0,17.0,-88.0,5446.0,2020
2815700000,WILKINSON COUNTY,MS,7129.0,611.0,9.0,-88.0,4201.0,2020
2815900000,WINSTON COUNTY,MS,12790.0,2199.0,12.0,-88.0,9193.0,2020
2816100000,YALOBUSHA COUNTY,MS,10879.0,1303.0,12.0,-88.0,6592.0,2020
2816300000,YAZOO COUNTY,MS,19476.0,1507.0,23.0,-88.0,10444.0,2020
2900100000,ADAIR COUNTY,MO,14908.0,4214.0,9.0,-99.0,10401.0,2020
2900300000,ANDREW COUNTY,MO,12974.0,1568.0,12.0,-99.0,11382.0,2020
2900500000,ATCHISON COUNTY,MO,3889.0,398.0,6.0,-99.0,3244.0,2020
2900700000,AUDRAIN COUNTY,MO,15409.0,1735.0,15.0,-99.0,10776.0,2020
2900900000,BARRY COUNTY,MO,22180.0,3394.0,17.0,-99.0,19083.0,2020
2901100000,BARTON COUNTY,MO,8796.0,1068.0,9.0,-99.0,7173.0,2020
2901300000,BATES COUNTY,MO,11741.0,1504.0,10.0,-99.0,8491.0,2020
2901500000,BENTON COUNTY,MO,14758.0,3008.0,7.0,-99.0,13525.0,2020
2901700000,BOLLINGER COUNTY,MO,8371.0,941.0,8.0,-99.0,6019.0,2020
2901900000,BOONE COUNTY,MO,131637.0,28547.0,76.0,-99.0,89927.0,2020
2902100000,BUCHANAN COUNTY,MO,53297.0,8578.0,24.0,-99.0,45455.0,2020
2902300000,BUTLER COUNTY,MO,28687.0,2740.0,23.0,-99.0,20900.0,2020
2902500000,CALDWELL COUNTY,MO,6542.0,597.0,10.0,-99.0,5306.0,2020
2902700000,CALLAWAY COUNTY,MO,29788.0,4465.0,19.0,-99.0,21020.0,2020
2902900000,CAMDEN COUNTY,MO,33448.0,6751.0,19.0,-99.0,24998.0,2020
2903100000,CAPE GIRARDEAU COUNTY,MO,55327.0,14170.0,31.0,-99.0,54739.0,2020
2903300000,CARROLL COUNTY,MO,6122.0,667.0,13.0,-99.0,4558.0,2020
2903500000,CARTER COUNTY,MO,4717.0,535.0,5.0,-99.0,3981.0,2020
2903700000,CASS COUNTY,MO,80408.0,16495.0,27.0,-99.0,74125.0,2020
2903900000,CEDAR COUNTY,MO,9390.0,1401.0,10.0,-99.0,8507.0,2020
2904100000,CHARITON COUNTY,MO,5383.0,556.0,11.0,-99.0,4120.0,2020
2904300000,CHRISTIAN COUNTY,MO,64043.0,11958.0,26.0,-99.0,58958.0,2020
2904500000,CLARK COUNTY,MO,4970.0,769.0,6.0,-99.0,4165.0,2020
2904700000,CLAY COUNTY,MO,176936.0,43716.0,62.0,-99.0,126089.0,2020
2904900000,CLINTON COUNTY,MO,15550.0,2589.0,7.0,-99.0,13489.0,2020
2905100000,COLE COUNTY,MO,54218.0,9802.0,28.0,-99.0,49743.0,2020
2905300000,COOPER COUNTY,MO,11705.0,1413.0,11.0,-99.0,8736.0,2020
2905500000,CRAWFORD COUNTY,MO,16549.0,2105.0,8.0,-99.0,12972.0,2020
2905700000,DADE COUNTY,MO,5765.0,920.0,6.0,-99.0,5031.0,2020
2905900000,DALLAS COUNTY,MO,11547.0,1524.0,13.0,-99.0,9638.0,2020
2906100000,DAVIESS COUNTY,MO,5400.0,773.0,6.0,-99.0,4148.0,2020
2906300000,DEKALB COUNTY,MO,6789.0,675.0,8.0,-99.0,5543.0,2020
2906500000,DENT COUNTY,MO,10095.0,1587.0,9.0,-99.0,8808.0,2020
2906700000,DOUGLAS COUNTY,MO,9630.0,1162.0,13.0,-99.0,7064.0,2020
2906900000,DUNKLIN COUNTY,MO,17668.0,1557.0,22.0,-99.0,12018.0,2020
2907100000,FRANKLIN COUNTY,MO,74201.0,10443.0,41.0,-99.0,54107.0,2020
2907300000,GASCONADE COUNTY,MO,10793.0,877.0,16.0,-99.0,8000.0,2020
2907500000,GENTRY COUNTY,MO,4685.0,564.0,4.0,-99.0,3819.0,2020
2907700000,GREENE COUNTY,MO,204335.0,36352.0,81.0,-99.0,140137.0,2020
2907900000,GRUNDY COUNTY,MO,6198.0,994.0,10.0,-99.0,4466.0,2020
2908100000,HARRISON COUNTY,MO,5292.0,887.0,7.0,-99.0,4725.0,2020
2908300000,HENRY COUNTY,MO,15920.0,3026.0,10.0,-99.0,10833.0,2020
2908500000,HICKORY COUNTY,MO,7052.0,1233.0,7.0,-99.0,5054.0,2020
2908700000,HOLT COUNTY,MO,3233.0,323.0,5.0,-99.0,2687.0,2020
2908900000,HOWARD COUNTY,MO,6984.0,828.0,8.0,-99.0,5948.0,2020
2909100000,HOWELL COUNTY,MO,27475.0,2947.0,21.0,-99.0,21706.0,2020
2909300000,IRON COUNTY,MO,6887.0,814.0,10.0,-99.0,5414.0,2020
2909500000,JACKSON COUNTY,MO,270185.0,61659.0,147.0,-99.0,196835.0,2020
2909700000,JASPER COUNTY,MO,82248.0,11712.0,44.0,-99.0,52640.0,2020
2909900000,JEFFERSON COUNTY,MO,159219.0,32971.0,54.0,-99.0,149865.0,2020
2910100000,JOHNSON COUNTY,MO,33100.0,6242.0,10.0,-99.0,19801.0,2020
2910300000,KNOX COUNTY,MO,2543.0,386.0,7.0,-99.0,2251.0,2020
2910500000,LACLEDE COUNTY,MO,24093.0,2829.0,14.0,-99.0,12852.0,2020
2910700000,LAFAYETTE COUNTY,MO,23496.0,3031.0,14.0,-99.0,17183.0,2020
2910900000,LAWRENCE COUNTY,MO,25112.0,2920.0,19.0,-99.0,17993.0,2020
2911100000,LEWIS COUNTY,MO,6631.0,785.0,6.0,-99.0,4645.0,2020
2911300000,LINCOLN COUNTY,MO,40390.0,8298.0,20.0,-99.0,30127.0,2020
2911500000,LINN COUNTY,MO,8208.0,891.0,13.0,-99.0,6623.0,2020
2911700000,LIVINGSTON COUNTY,MO,9484.0,1364.0,13.0,-99.0,6806.0,2020
2911900000,MCDONALD COUNTY,MO,14381.0,1744.0,13.0,-99.0,10845.0,2020
2912100000,MACON COUNTY,MO,10886.0,1520.0,14.0,-99.0,9383.0,2020
2912300000,MADISON COUNTY,MO,8391.0,1828.0,3.0,-99.0,7543.0,2020
2912500000,MARIES COUNTY,MO,6204.0,708.0,8.0,-99.0,5521.0,2020
2912700000,MARION COUNTY,MO,20143.0,3540.0,17.0,-99.0,16971.0,2020
2912900000,MERCER COUNTY,MO,2352.0,304.0,5.0,-99.0,2088.0,2020
2913100000,MILLER COUNTY,MO,17917.0,2562.0,13.0,-99.0,14962.0,2020
2913300000,MISSISSIPPI COUNTY,MO,8237.0,828.0,7.0,-99.0,5603.0,2020
2913500000,MONITEAU COUNTY,MO,9696.0,937.0,11.0,-99.0,8140.0,2020
2913700000,MONROE COUNTY,MO,6094.0,829.0,9.0,-99.0,5339.0,2020
2913900000,MONTGOMERY COUNTY,MO,8147.0,794.0,8.0,-99.0,6581.0,2020
2914100000,MORGAN COUNTY,MO,13011.0,2069.0,10.0,-99.0,9629.0,2020
2914300000,NEW MADRID COUNTY,MO,11623.0,1042.0,17.0,-99.0,7315.0,2020
2914500000,NEWTON COUNTY,MO,41756.0,6682.0,23.0,-99.0,34977.0,2020
2914700000,NODAWAY COUNTY,MO,12941.0,2182.0,20.0,-99.0,12127.0,2020
2914900000,OREGON COUNTY,MO,7241.0,924.0,8.0,-99.0,5670.0,2020
2915100000,OSAGE COUNTY,MO,9827.0,1154.0,11.0,-99.0,7555.0,2020
2915300000,OZARK COUNTY,MO,7357.0,990.0,10.0,-99.0,5842.0,2020
2915500000,PEMISCOT COUNTY,MO,10117.0,1406.0,13.0,-99.0,7183.0,2020
2915700000,PERRY COUNTY,MO,13032.0,1662.0,15.0,-99.0,9410.0,2020
2915900000,PETTIS COUNTY,MO,26974.0,7025.0,14.0,-99.0,19060.0,2020
2916100000,PHELPS COUNTY,MO,29512.0,3915.0,19.0,-99.0,19895.0,2020
2916300000,PIKE COUNTY,MO,10980.0,1115.0,13.0,-99.0,8845.0,2020
2916500000,PLATTE COUNTY,MO,77031.0,18440.0,28.0,-99.0,75996.0,2020
2916700000,POLK COUNTY,MO,20713.0,2928.0,14.0,-99.0,18078.0,2020
2916900000,PULASKI COUNTY,MO,25400.0,3885.0,8.0,-99.0,14549.0,2020
2917100000,PUTNAM COUNTY,MO,3453.0,470.0,9.0,-99.0,2673.0,2020
2917300000,RALLS COUNTY,MO,7677.0,1158.0,8.0,-99.0,6836.0,2020
2917500000,RANDOLPH COUNTY,MO,15759.0,2092.0,15.0,-99.0,10805.0,2020
2917700000,RAY COUNTY,MO,16772.0,2818.0,11.0,-99.0,11697.0,2020
2917900000,REYNOLDS COUNTY,MO,4723.0,512.0,14.0,-99.0,3829.0,2020
2918100000,RIPLEY COUNTY,MO,8895.0,1360.0,6.0,-99.0,5765.0,2020
2918300000,ST. CHARLES COUNTY,MO,291649.0,70475.0,104.0,-99.0,222595.0,2020
2918500000,ST. CLAIR COUNTY,MO,6845.0,743.0,10.0,-99.0,5732.0,2020
2918600000,STE. GENEVIEVE COUNTY,MO,13241.0,1966.0,12.0,-99.0,9573.0,2020
2918700000,ST. FRANCOIS COUNTY,MO,41508.0,12518.0,21.0,-99.0,40451.0,2020
2918900000,ST. LOUIS COUNTY,MO,761058.0,243677.0,230.0,-99.0,541449.0,2020
2919500000,SALINE COUNTY,MO,14061.0,2017.0,11.0,-99.0,11602.0,2020
2919700000,SCHUYLER COUNTY,MO,2802.0,598.0,5.0,-99.0,2514.0,2020
2919900000,SCOTLAND COUNTY,MO,2779.0,469.0,5.0,-99.0,1995.0,2020
2920100000,SCOTT COUNTY,MO,25775.0,2844.0,21.0,-99.0,20642.0,2020
2920300000,SHANNON COUNTY,MO,5605.0,671.0,7.0,-99.0,3949.0,2020
2920500000,SHELBY COUNTY,MO,4451.0,669.0,7.0,-99.0,4055.0,2020
2920700000,STODDARD COUNTY,MO,19841.0,3841.0,10.0,-99.0,13505.0,2020
2920900000,STONE COUNTY,MO,25132.0,3726.0,17.0,-99.0,22218.0,2020
2921100000,SULLIVAN COUNTY,MO,3859.0,622.0,4.0,-99.0,2951.0,2020
2921300000,TANEY COUNTY,MO,39588.0,6092.0,21.0,-99.0,26446.0,2020
2921500000,TEXAS COUNTY,MO,16286.0,2058.0,11.0,-99.0,13420.0,2020
2921700000,VERNON COUNTY,MO,13166.0,2055.0,16.0,-99.0,11220.0,2020
2921900000,WARREN COUNTY,MO,24943.0,3589.0,23.0,-99.0,21996.0,2020
2922100000,WASHINGTON COUNTY,MO,15048.0,2326.0,13.0,-99.0,10017.0,2020
2922300000,WAYNE COUNTY,MO,8968.0,891.0,10.0,-99.0,6824.0,2020
2922500000,WEBSTER COUNTY,MO,25383.0,3197.0,13.0,-99.0,18888.0,2020
2922700000,WORTH COUNTY,MO,1537.0,186.0,7.0,-99.0,1292.0,2020
2922900000,WRIGHT COUNTY,MO,12628.0,1110.0,10.0,-99.0,8730.0,2020
2938000000,KANSAS CITY CITY,MO,227563.0,63764.0,77.0,-99.0,117413.0,2020
2951000000,ST. LOUIS CITY,MO,220774.0,49874.0,100.0,-99.0,112620.0,2020
3000100000,BEAVERHEAD COUNTY,MT,7061.0,6661.0,-88.0,-99.0,5740.0,2020
3000300000,BIG HORN COUNTY,MT,7445.0,6938.0,-88.0,2.0,4860.0,2020
3000500000,BLAINE COUNTY,MT,4155.0,3888.0,-88.0,-99.0,3171.0,2020
3000700000,BROADWATER COUNTY,MT,4982.0,3411.0,2.0,1.0,4092.0,2020
3000900000,CARBON COUNTY,MT,8183.0,5739.0,8.0,1.0,7148.0,2020
3001100000,CARTER COUNTY,MT,962.0,961.0,-88.0,-99.0,870.0,2020
3001300000,CASCADE COUNTY,MT,50314.0,46970.0,-88.0,-99.0,40542.0,2020
3001500000,CHOUTEAU COUNTY,MT,3686.0,2520.0,1.0,2.0,3034.0,2020
3001700000,CUSTER COUNTY,MT,7142.0,6832.0,-88.0,-99.0,5941.0,2020
3001900000,DANIELS COUNTY,MT,1200.0,1123.0,-88.0,-99.0,1029.0,2020
3002100000,DAWSON COUNTY,MT,5882.0,5516.0,-88.0,-99.0,4888.0,2020
3002300000,DEER LODGE COUNTY,MT,5857.0,5660.0,-88.0,-99.0,4965.0,2020
3002500000,FALLON COUNTY,MT,1840.0,1721.0,-88.0,-99.0,1597.0,2020
3002700000,FERGUS COUNTY,MT,7802.0,5967.0,1.0,-99.0,6621.0,2020
3002900000,FLATHEAD COUNTY,MT,75786.0,71976.0,-88.0,-99.0,60617.0,2020
3003100000,GALLATIN COUNTY,MT,88148.0,85948.0,-88.0,-99.0,72009.0,2020
3003300000,GARFIELD COUNTY,MT,930.0,932.0,-88.0,-99.0,822.0,2020
3003500000,GLACIER COUNTY,MT,8310.0,7828.0,2.0,4.0,5779.0,2020
3003700000,GOLDEN VALLEY COUNTY,MT,578.0,570.0,-88.0,-99.0,508.0,2020
3003900000,GRANITE COUNTY,MT,2441.0,2379.0,-88.0,-99.0,2127.0,2020
3004100000,HILL COUNTY,MT,9190.0,8632.0,-88.0,2.0,7319.0,2020
3004300000,JEFFERSON COUNTY,MT,9401.0,9135.0,-88.0,-99.0,8239.0,2020
3004500000,JUDITH BASIN COUNTY,MT,1499.0,1491.0,-88.0,-99.0,1359.0,2020
3004700000,LAKE COUNTY,MT,20673.0,19504.0,-88.0,-99.0,16820.0,2020
3004900000,LEWIS AND CLARK COUNTY,MT,50238.0,49316.0,-88.0,-99.0,42859.0,2020
3005100000,LIBERTY COUNTY,MT,1220.0,1196.0,-88.0,-99.0,1100.0,2020
3005300000,LINCOLN COUNTY,MT,14373.0,13692.0,-88.0,2.0,11859.0,2020
3005500000,MCCONE COUNTY,MT,1238.0,1254.0,-88.0,-99.0,1135.0,2020
3005700000,MADISON COUNTY,MT,7076.0,6769.0,-88.0,-99.0,6172.0,2020
3005900000,MEAGHER COUNTY,MT,1311.0,1277.0,-88.0,-99.0,1124.0,2020
3006100000,MINERAL COUNTY,MT,3350.0,2192.0,1.0,-99.0,2624.0,2020
3006300000,MISSOULA COUNTY,MT,90511.0,85259.0,-88.0,4.0,72634.0,2020
3006500000,MUSSELSHELL COUNTY,MT,3571.0,3296.0,-88.0,-99.0,2904.0,2020
3006700000,PARK COUNTY,MT,13828.0,13719.0,-88.0,-99.0,11717.0,2020
3006900000,PETROLEUM COUNTY,MT,390.0,289.0,1.0,-99.0,349.0,2020
3007100000,PHILLIPS COUNTY,MT,2861.0,2745.0,-88.0,-99.0,2414.0,2020
3007300000,PONDERA COUNTY,MT,3815.0,3568.0,-88.0,2.0,3029.0,2020
3007500000,POWDER RIVER COUNTY,MT,1325.0,746.0,1.0,-99.0,1134.0,2020
3007700000,POWELL COUNTY,MT,3871.0,2395.0,1.0,-99.0,3222.0,2020
3007900000,PRAIRIE COUNTY,MT,873.0,813.0,-88.0,-99.0,737.0,2020
3008100000,RAVALLI COUNTY,MT,33569.0,32513.0,-88.0,-99.0,28835.0,2020
3008300000,RICHLAND COUNTY,MT,7668.0,7022.0,-88.0,-99.0,5874.0,2020
3008500000,ROOSEVELT COUNTY,MT,6020.0,5438.0,-88.0,-99.0,4084.0,2020
3008700000,ROSEBUD COUNTY,MT,5032.0,4589.0,-88.0,-99.0,3809.0,2020
3008900000,SANDERS COUNTY,MT,9170.0,8817.0,-88.0,-99.0,7704.0,2020
3009100000,SHERIDAN COUNTY,MT,2507.0,2328.0,-88.0,-99.0,2074.0,2020
3009300000,SILVER BOW COUNTY,MT,23251.0,21812.0,-88.0,-99.0,19026.0,2020
