fips,place,state,total_reg_voters,mail_ballots_sent,poll_place_elect_day,poll_place_early,total_votes_cast,year,place_type,place_clean
2009300000,KEARNY COUNTY,KS,2240.0,215.0,,,1474.0,2020,County,Kearny
2009500000,KINGMAN COUNTY,KS,5160.0,1233.0,,,3959.0,2020,County,Kingman
2009700000,KIOWA COUNTY,KS,1430.0,151.0,,,1176.0,2020,County,Kiowa
2009900000,LABETTE COUNTY,KS,13966.0,2500.0,,,8628.0,2020,County,Labette
2010100000,LANE COUNTY,KS,1133.0,146.0,,,907.0,2020,County,Lane
2010300000,LEAVENWORTH COUNTY,KS,50227.0,15687.0,,,36776.0,2020,County,Leavenworth
2010500000,LINCOLN COUNTY,KS,2182.0,541.0,,,1591.0,2020,County,Lincoln
2010700000,LINN COUNTY,KS,7226.0,717.0,,,5067.0,2020,County,Linn
2010900000,LOGAN COUNTY,KS,1871.0,556.0,,,1468.0,2020,County,Logan
2011100000,LYON COUNTY,KS,20249.0,3967.0,,,14114.0,2020,County,Lyon
2011300000,MCPHERSON COUNTY,KS,18083.0,0.0,,,16032.0,2020,County,Mcpherson
2011500000,MARION COUNTY,KS,7930.0,1902.0,,,6170.0,2020,County,Marion
2011700000,MARSHALL COUNTY,KS,6855.0,1242.0,,,5165.0,2020,County,Marshall
2011900000,MEADE COUNTY,KS,3397.0,0.0,,,1847.0,2020,County,Meade
2012100000,MIAMI COUNTY,KS,24697.0,4884.0,,,18066.0,2020,County,Miami
2012300000,MITCHELL COUNTY,KS,4215.0,818.0,,,2522.0,2020,County,Mitchell
2012500000,MONTGOMERY COUNTY,KS,20252.0,0.0,,,13522.0,2020,County,Montgomery
2012700000,MORRIS COUNTY,KS,3921.0,1349.0,,,2931.0,2020,County,Morris
2012900000,MORTON COUNTY,KS,2028.0,289.0,,,1219.0,2020,County,Morton
2013100000,NEMAHA COUNTY,KS,7374.0,1075.0,,,5730.0,2020,County,Nemaha
2013300000,NEOSHO COUNTY,KS,11109.0,1500.0,,,6921.0,2020,County,Neosho
2013500000,NESS COUNTY,KS,1922.0,379.0,,,1526.0,2020,County,Ness
2013700000,NORTON COUNTY,KS,3420.0,478.0,,,2432.0,2020,County,Norton
2013900000,OSAGE COUNTY,KS,11848.0,1710.0,,,8248.0,2020,County,Osage
2014100000,OSBORNE COUNTY,KS,2764.0,0.0,,,1956.0,2020,County,Osborne
2014300000,OTTAWA COUNTY,KS,4322.0,783.0,,,3248.0,2020,County,Ottawa
2014500000,PAWNEE COUNTY,KS,3858.0,883.0,,,1460.0,2020,County,Pawnee
2014700000,PHILLIPS COUNTY,KS,3863.0,403.0,,,2802.0,2020,County,Phillips
2014900000,POTTAWATOMIE COUNTY,KS,16871.0,4325.0,,,13224.0,2020,County,Pottawatomie
2015100000,PRATT COUNTY,KS,5291.0,1228.0,,,4185.0,2020,County,Pratt
2015300000,RAWLINS COUNTY,KS,2023.0,268.0,,,1518.0,2020,County,Rawlins
2015500000,RENO COUNTY,KS,41250.0,10998.0,,,28188.0,2020,County,Reno
2015700000,REPUBLIC COUNTY,KS,3440.0,780.0,,,2671.0,2020,County,Republic
2015900000,RICE COUNTY,KS,6364.0,1340.0,,,4916.0,2020,County,Rice
2016100000,RILEY COUNTY,KS,37744.0,11514.0,,,25491.0,2020,County,Riley
2016300000,ROOKS COUNTY,KS,3696.0,397.0,,,2685.0,2020,County,Rooks
2016500000,RUSH COUNTY,KS,2251.0,0.0,,,1671.0,2020,County,Rush
2016700000,RUSSELL COUNTY,KS,4597.0,1076.0,,,3495.0,2020,County,Russell
2016900000,SALINE COUNTY,KS,37946.0,0.0,,,24770.0,2020,County,Saline
2017100000,SCOTT COUNTY,KS,3497.0,0.0,,,846.0,2020,County,Scott
2017300000,SEDGWICK COUNTY,KS,316973.0,114336.0,,,225771.0,2020,County,Sedgwick
2017500000,SEWARD COUNTY,KS,10679.0,1310.0,,,5333.0,2020,County,Seward
2017700000,SHAWNEE COUNTY,KS,115904.0,32803.0,,,86450.0,2020,County,Shawnee
2017900000,SHERIDAN COUNTY,KS,1916.0,0.0,,,1453.0,2020,County,Sheridan
2018100000,SHERMAN COUNTY,KS,3882.0,564.0,,,2744.0,2020,County,Sherman
2018300000,SMITH COUNTY,KS,2782.0,0.0,,,2125.0,2020,County,Smith
2018500000,STAFFORD COUNTY,KS,2525.0,972.0,,,2066.0,2020,County,Stafford
2018700000,STANTON COUNTY,KS,1108.0,201.0,,,765.0,2020,County,Stanton
2018900000,STEVENS COUNTY,KS,3195.0,269.0,,,2061.0,2020,County,Stevens
2019100000,SUMNER COUNTY,KS,17533.0,2281.0,,,10956.0,2020,County,Sumner
2019300000,THOMAS COUNTY,KS,5238.0,2034.0,,,3727.0,2020,County,Thomas
2019500000,TREGO COUNTY,KS,2138.0,770.0,,,1640.0,2020,County,Trego
2019700000,WABAUNSEE COUNTY,KS,5223.0,0.0,,,3940.0,2020,County,Wabaunsee
2019900000,WALLACE COUNTY,KS,1118.0,161.0,,,829.0,2020,County,Wallace
2020100000,WASHINGTON COUNTY,KS,3581.0,0.0,,,2989.0,2020,County,Washington
2020300000,WICHITA COUNTY,KS,1407.0,181.0,,,984.0,2020,County,Wichita
2020500000,WILSON COUNTY,KS,5298.0,1419.0,,,3988.0,2020,County,Wilson
2020700000,WOODSON COUNTY,KS,2193.0,261.0,,,1565.0,2020,County,Woodson
2020900000,WYANDOTTE COUNTY,KS,90434.0,27567.0,,,57276.0,2020,County,Wyandotte
2100100000,ADAIR COUNTY,KY,14031.0,1370.0,4.0,1.0,8914.0,2020,County,Adair
2100300000,ALLEN COUNTY,KY,15779.0,1571.0,7.0,1.0,9423.0,2020,County,Allen
2100500000,ANDERSON COUNTY,KY,18879.0,2631.0,2.0,1.0,13323.0,2020,County,Anderson
2100700000,BALLARD COUNTY,KY,6627.0,874.0,2.0,1.0,4244.0,2020,County,Ballard
2100900000,BARREN COUNTY,KY,32753.0,4587.0,3.0,1.0,20205.0,2020,County,Barren
2101100000,BATH COUNTY,KY,9727.0,1710.0,1.0,1.0,5690.0,2020,County,Bath
2101300000,BELL COUNTY,KY,21276.0,2076.0,3.0,2.0,10125.0,2020,County,Bell
2101500000,BOONE COUNTY,KY,112540.0,16141.0,10.0,1.0,67217.0,2020,County,Boone
2101700000,BOURBON COUNTY,KY,15117.0,3351.0,3.0,1.0,9725.0,2020,County,Bourbon
2101900000,BOYD COUNTY,KY,41063.0,6158.0,8.0,1.0,22007.0,2020,County,Boyd
2102100000,BOYLE COUNTY,KY,23279.0,4634.0,4.0,2.0,14601.0,2020,County,Boyle
2102300000,BRACKEN COUNTY,KY,6802.0,1001.0,2.0,2.0,4252.0,2020,County,Bracken
2102500000,BREATHITT COUNTY,KY,11503.0,1598.0,9.0,1.0,5323.0,2020,County,Breathitt
2102700000,BRECKINRIDGE COUNTY,KY,16162.0,1899.0,7.0,1.0,10266.0,2020,County,Breckinridge
2102900000,BULLITT COUNTY,KY,63342.0,10089.0,3.0,1.0,42180.0,2020,County,Bullitt
2103100000,BUTLER COUNTY,KY,9748.0,1084.0,6.0,1.0,6155.0,2020,County,Butler
2103300000,CALDWELL COUNTY,KY,10324.0,1203.0,5.0,1.0,6449.0,2020,County,Caldwell
2103500000,CALLOWAY COUNTY,KY,31878.0,4400.0,4.0,1.0,17564.0,2020,County,Calloway
2103700000,CAMPBELL COUNTY,KY,80270.0,12606.0,44.0,1.0,49119.0,2020,County,Campbell
2103900000,CARLISLE COUNTY,KY,4140.0,332.0,2.0,1.0,2658.0,2020,County,Carlisle
2104100000,CARROLL COUNTY,KY,8251.0,957.0,1.0,1.0,4156.0,2020,County,Carroll
2104300000,CARTER COUNTY,KY,20412.0,2454.0,4.0,2.0,11698.0,2020,County,Carter
2104500000,CASEY COUNTY,KY,11428.0,926.0,1.0,1.0,7204.0,2020,County,Casey
2104700000,CHRISTIAN COUNTY,KY,56018.0,5009.0,7.0,2.0,23961.0,2020,County,Christian
2104900000,CLARK COUNTY,KY,30401.0,5912.0,4.0,1.0,18299.0,2020,County,Clark
2105100000,CLAY COUNTY,KY,14727.0,1201.0,21.0,1.0,7707.0,2020,County,Clay
2105300000,CLINTON COUNTY,KY,7795.0,1030.0,3.0,1.0,4968.0,2020,County,Clinton
2105500000,CRITTENDEN COUNTY,KY,6760.0,581.0,2.0,1.0,4277.0,2020,County,Crittenden
2105700000,CUMBERLAND COUNTY,KY,5428.0,501.0,2.0,1.0,3324.0,2020,County,Cumberland
2105900000,DAVIESS COUNTY,KY,78258.0,13650.0,7.0,2.0,49655.0,2020,County,Daviess
2106100000,EDMONSON COUNTY,KY,9801.0,1210.0,9.0,1.0,6167.0,2020,County,Edmonson
2106300000,ELLIOTT COUNTY,KY,5368.0,664.0,8.0,1.0,2985.0,2020,County,Elliott
2106500000,ESTILL COUNTY,KY,10761.0,1574.0,4.0,1.0,6565.0,2020,County,Estill
2106700000,FAYETTE COUNTY,KY,250698.0,94476.0,8.0,8.0,154247.0,2020,County,Fayette
2106900000,FLEMING COUNTY,KY,11218.0,1732.0,9.0,2.0,7105.0,2020,County,Fleming
2107100000,FLOYD COUNTY,KY,29849.0,4268.0,18.0,4.0,16613.0,2020,County,Floyd
2107300000,FRANKLIN COUNTY,KY,40314.0,11384.0,7.0,1.0,26359.0,2020,County,Franklin
2107500000,FULTON COUNTY,KY,5613.0,409.0,3.0,5.0,2439.0,2020,County,Fulton
2107700000,GALLATIN COUNTY,KY,6715.0,552.0,2.0,1.0,3889.0,2020,County,Gallatin
2107900000,GARRARD COUNTY,KY,13774.0,2135.0,3.0,1.0,8736.0,2020,County,Garrard
2108100000,GRANT COUNTY,KY,19124.0,2092.0,4.0,4.0,11153.0,2020,County,Grant
2108300000,GRAVES COUNTY,KY,26731.0,3043.0,3.0,1.0,17113.0,2020,County,Graves
2108500000,GRAYSON COUNTY,KY,18880.0,2611.0,17.0,1.0,12045.0,2020,County,Grayson
2108700000,GREEN COUNTY,KY,8896.0,1002.0,4.0,1.0,5830.0,2020,County,Green
2108900000,GREENUP COUNTY,KY,30778.0,4168.0,8.0,3.0,18349.0,2020,County,Greenup
2109100000,HANCOCK COUNTY,KY,7069.0,926.0,3.0,1.0,4617.0,2020,County,Hancock
2109300000,HARDIN COUNTY,KY,90815.0,14605.0,4.0,1.0,49005.0,2020,County,Hardin
2109500000,HARLAN COUNTY,KY,20640.0,2044.0,5.0,1.0,11025.0,2020,County,Harlan
2109700000,HARRISON COUNTY,KY,14313.0,2644.0,2.0,1.0,8892.0,2020,County,Harrison
2109900000,HART COUNTY,KY,14356.0,1422.0,3.0,1.0,8427.0,2020,County,Hart
2110100000,HENDERSON COUNTY,KY,36667.0,5352.0,5.0,2.0,20793.0,2020,County,Henderson
2110300000,HENRY COUNTY,KY,12557.0,1849.0,6.0,1.0,8152.0,2020,County,Henry
2110500000,HICKMAN COUNTY,KY,3745.0,260.0,3.0,1.0,2210.0,2020,County,Hickman
2110700000,HOPKINS COUNTY,KY,35732.0,3517.0,7.0,1.0,21591.0,2020,County,Hopkins
2110900000,JACKSON COUNTY,KY,10248.0,1279.0,6.0,1.0,6183.0,2020,County,Jackson
2111100000,JEFFERSON COUNTY,KY,632848.0,175161.0,20.0,4.0,388564.0,2020,County,Jefferson
2111300000,JESSAMINE COUNTY,KY,43369.0,9397.0,6.0,1.0,26544.0,2020,County,Jessamine
2111500000,JOHNSON COUNTY,KY,18517.0,2428.0,6.0,1.0,10068.0,2020,County,Johnson
2111700000,KENTON COUNTY,KY,142157.0,24137.0,21.0,2.0,82720.0,2020,County,Kenton
2111900000,KNOTT COUNTY,KY,11240.0,1565.0,6.0,1.0,6322.0,2020,County,Knott
2112100000,KNOX COUNTY,KY,24997.0,2739.0,10.0,1.0,13333.0,2020,County,Knox
2112300000,LARUE COUNTY,KY,11261.0,1202.0,4.0,1.0,7347.0,2020,County,Larue
2112500000,LAUREL COUNTY,KY,49401.0,6248.0,12.0,1.0,28400.0,2020,County,Laurel
2112700000,LAWRENCE COUNTY,KY,12945.0,1228.0,8.0,1.0,7031.0,2020,County,Lawrence
2112900000,LEE COUNTY,KY,5264.0,665.0,4.0,1.0,2807.0,2020,County,Lee
2113100000,LESLIE COUNTY,KY,8359.0,854.0,8.0,1.0,4878.0,2020,County,Leslie
2113300000,LETCHER COUNTY,KY,16673.0,2161.0,7.0,2.0,9237.0,2020,County,Letcher
2113500000,LEWIS COUNTY,KY,10491.0,1189.0,4.0,1.0,5913.0,2020,County,Lewis
2113700000,LINCOLN COUNTY,KY,18759.0,2617.0,4.0,1.0,10957.0,2020,County,Lincoln
2113900000,LIVINGSTON COUNTY,KY,7829.0,800.0,2.0,1.0,5014.0,2020,County,Livingston
2114100000,LOGAN COUNTY,KY,19431.0,2248.0,3.0,1.0,12394.0,2020,County,Logan
2114300000,LYON COUNTY,KY,6691.0,763.0,3.0,1.0,4256.0,2020,County,Lyon
2114500000,MCCRACKEN COUNTY,KY,57912.0,9395.0,12.0,1.0,33746.0,2020,County,Mccracken
2114700000,MCCREARY COUNTY,KY,11323.0,1028.0,2.0,1.0,6473.0,2020,County,Mccreary
2114900000,MCLEAN COUNTY,KY,7097.0,726.0,9.0,1.0,4805.0,2020,County,Mclean
2115100000,MADISON COUNTY,KY,73297.0,15757.0,7.0,2.0,44376.0,2020,County,Madison
2115300000,MAGOFFIN COUNTY,KY,9878.0,1660.0,5.0,1.0,5556.0,2020,County,Magoffin
2115500000,MARION COUNTY,KY,13845.0,1684.0,5.0,10.0,8986.0,2020,County,Marion
2115700000,MARSHALL COUNTY,KY,26576.0,3265.0,7.0,7.0,17690.0,2020,County,Marshall
2115900000,MARTIN COUNTY,KY,8305.0,636.0,4.0,5.0,3996.0,2020,County,Martin
2116100000,MASON COUNTY,KY,13713.0,1888.0,2.0,1.0,8014.0,2020,County,Mason
2116300000,MEADE COUNTY,KY,23635.0,3154.0,3.0,1.0,14175.0,2020,County,Meade
2116500000,MENIFEE COUNTY,KY,5728.0,928.0,6.0,1.0,3139.0,2020,County,Menifee
2116700000,MERCER COUNTY,KY,18744.0,2892.0,5.0,1.0,11787.0,2020,County,Mercer
2116900000,METCALFE COUNTY,KY,8030.0,839.0,2.0,1.0,5060.0,2020,County,Metcalfe
2117100000,MONROE COUNTY,KY,8724.0,793.0,1.0,1.0,5366.0,2020,County,Monroe
2117300000,MONTGOMERY COUNTY,KY,21204.0,2908.0,2.0,2.0,12944.0,2020,County,Montgomery
2117500000,MORGAN COUNTY,KY,9348.0,1340.0,3.0,1.0,5639.0,2020,County,Morgan
2117700000,MUHLENBERG COUNTY,KY,23322.0,3055.0,9.0,1.0,14347.0,2020,County,Muhlenberg
2117900000,NELSON COUNTY,KY,35480.0,6211.0,4.0,1.0,23409.0,2020,County,Nelson
2118100000,NICHOLAS COUNTY,KY,5600.0,1197.0,1.0,1.0,3420.0,2020,County,Nicholas
2118300000,OHIO COUNTY,KY,18333.0,1807.0,3.0,3.0,11173.0,2020,County,Ohio
2118500000,OLDHAM COUNTY,KY,56248.0,12117.0,4.0,3.0,38194.0,2020,County,Oldham
2118700000,OWEN COUNTY,KY,8465.0,844.0,4.0,1.0,5499.0,2020,County,Owen
2118900000,OWSLEY COUNTY,KY,3550.0,368.0,1.0,1.0,1901.0,2020,County,Owsley
2119100000,PENDLETON COUNTY,KY,10785.0,1265.0,3.0,1.0,6947.0,2020,County,Pendleton
2119300000,PERRY COUNTY,KY,20565.0,2839.0,13.0,1.0,10754.0,2020,County,Perry
2119500000,PIKE COUNTY,KY,49482.0,4841.0,9.0,1.0,25586.0,2020,County,Pike
2119700000,POWELL COUNTY,KY,10256.0,1455.0,3.0,1.0,5548.0,2020,County,Powell
2119900000,PULASKI COUNTY,KY,50029.0,6351.0,10.0,2.0,31764.0,2020,County,Pulaski
2120100000,ROBERTSON COUNTY,KY,1792.0,229.0,2.0,2.0,1151.0,2020,County,Robertson
2120300000,ROCKCASTLE COUNTY,KY,12835.0,1787.0,4.0,1.0,7808.0,2020,County,Rockcastle
2120500000,ROWAN COUNTY,KY,16264.0,3270.0,3.0,1.0,10127.0,2020,County,Rowan
2120700000,RUSSELL COUNTY,KY,14469.0,1866.0,3.0,3.0,9012.0,2020,County,Russell
2120900000,SCOTT COUNTY,KY,44760.0,8634.0,8.0,8.0,29145.0,2020,County,Scott
2121100000,SHELBY COUNTY,KY,35450.0,6362.0,3.0,3.0,23645.0,2020,County,Shelby
2121300000,SIMPSON COUNTY,KY,14963.0,1519.0,3.0,1.0,8738.0,2020,County,Simpson
2121500000,SPENCER COUNTY,KY,16298.0,2009.0,3.0,0.0,11485.0,2020,County,Spencer
2121700000,TAYLOR COUNTY,KY,19310.0,1989.0,8.0,1.0,12565.0,2020,County,Taylor
2121900000,TODD COUNTY,KY,9050.0,545.0,9.0,1.0,5384.0,2020,County,Todd
2122100000,TRIGG COUNTY,KY,12600.0,1158.0,4.0,1.0,7406.0,2020,County,Trigg
2122300000,TRIMBLE COUNTY,KY,7622.0,688.0,2.0,2.0,4324.0,2020,County,Trimble
2122500000,UNION COUNTY,KY,10660.0,946.0,3.0,3.0,6575.0,2020,County,Union
2122700000,WARREN COUNTY,KY,89576.0,17521.0,6.0,1.0,55720.0,2020,County,Warren
2122900000,WASHINGTON COUNTY,KY,9250.0,1443.0,2.0,1.0,6253.0,2020,County,Washington
2123100000,WAYNE COUNTY,KY,15381.0,2327.0,9.0,1.0,9090.0,2020,County,Wayne
2123300000,WEBSTER COUNTY,KY,9794.0,909.0,4.0,5.0,6020.0,2020,County,Webster
2123500000,WHITLEY COUNTY,KY,28337.0,2872.0,2.0,2.0,15435.0,2020,County,Whitley
2123700000,WOLFE COUNTY,KY,5677.0,678.0,3.0,1.0,3023.0,2020,County,Wolfe
2123900000,WOODFORD COUNTY,KY,22254.0,6321.0,2.0,1.0,15280.0,2020,County,Woodford
2200100000,ACADIA PARISH,LA,40278.0,2096.0,39.0,1.0,28711.0,2020,County,Acadia Parish
2200300000,ALLEN PARISH,LA,13992.0,642.0,21.0,1.0,9915.0,2020,County,Allen Parish
2200500000,ASCENSION PARISH,LA,82899.0,4085.0,37.0,3.0,62879.0,2020,County,Ascension Parish
2200700000,ASSUMPTION PARISH,LA,15257.0,840.0,15.0,1.0,11400.0,2020,County,Assumption Parish
2200900000,AVOYELLES PARISH,LA,24722.0,1371.0,25.0,1.0,17601.0,2020,County,Avoyelles Parish
2201100000,BEAUREGARD PARISH,LA,23419.0,1393.0,24.0,1.0,16439.0,2020,County,Beauregard Parish
2201300000,BIENVILLE PARISH,LA,9277.0,883.0,18.0,1.0,7187.0,2020,County,Bienville Parish
2201500000,BOSSIER PARISH,LA,76854.0,6773.0,48.0,2.0,55015.0,2020,County,Bossier Parish
2201700000,CADDO PARISH,LA,164423.0,16470.0,81.0,1.0,106410.0,2020,County,Caddo Parish
2201900000,CALCASIEU PARISH,LA,130647.0,8405.0,29.0,4.0,83246.0,2020,County,Calcasieu Parish
2202100000,CALDWELL PARISH,LA,6530.0,439.0,12.0,1.0,4804.0,2020,County,Caldwell Parish
2202300000,CAMERON PARISH,LA,5398.0,473.0,6.0,3.0,4068.0,2020,County,Cameron Parish
2202500000,CATAHOULA PARISH,LA,6769.0,506.0,15.0,1.0,4921.0,2020,County,Catahoula Parish
2202700000,CLAIBORNE PARISH,LA,9210.0,690.0,8.0,1.0,6654.0,2020,County,Claiborne Parish
2202900000,CONCORDIA PARISH,LA,13163.0,675.0,17.0,1.0,8960.0,2020,County,Concordia Parish
2203100000,DE SOTO PARISH,LA,20181.0,1498.0,25.0,2.0,14923.0,2020,County,De Soto Parish
2203300000,EAST BATON ROUGE PARISH,LA,299658.0,24308.0,143.0,5.0,210188.0,2020,County,East Baton Rouge Parish
2203500000,EAST CARROLL PARISH,LA,5115.0,360.0,13.0,1.0,3139.0,2020,County,East Carroll Parish
2203700000,EAST FELICIANA PARISH,LA,14322.0,1036.0,12.0,1.0,10629.0,2020,County,East Feliciana Parish
2203900000,EVANGELINE PARISH,LA,22062.0,909.0,29.0,1.0,15638.0,2020,County,Evangeline Parish
2204100000,FRANKLIN PARISH,LA,13966.0,807.0,18.0,1.0,9792.0,2020,County,Franklin Parish
2204300000,GRANT PARISH,LA,13321.0,902.0,14.0,1.0,9463.0,2020,County,Grant Parish
2204500000,IBERIA PARISH,LA,47811.0,3061.0,35.0,1.0,33053.0,2020,County,Iberia Parish
2204700000,IBERVILLE PARISH,LA,21796.0,1606.0,23.0,1.0,16939.0,2020,County,Iberville Parish
2204900000,JACKSON PARISH,LA,9975.0,767.0,14.0,1.0,7722.0,2020,County,Jackson Parish
2205100000,JEFFERSON PARISH,LA,282452.0,21080.0,144.0,4.0,195745.0,2020,County,Jefferson Parish
2205300000,JEFFERSON DAVIS PARISH,LA,21327.0,1262.0,13.0,1.0,14937.0,2020,County,Jefferson Davis Parish
2205500000,LAFAYETTE PARISH,LA,161517.0,11535.0,55.0,3.0,115650.0,2020,County,Lafayette Parish
2205700000,LAFOURCHE PARISH,LA,61093.0,2620.0,46.0,3.0,45736.0,2020,County,Lafourche Parish
2205900000,LASALLE PARISH,LA,9119.0,551.0,22.0,1.0,7124.0,2020,County,Lasalle Parish
2206100000,LINCOLN PARISH,LA,27947.0,2067.0,24.0,1.0,19437.0,2020,County,Lincoln Parish
2206300000,LIVINGSTON PARISH,LA,87398.0,4231.0,36.0,2.0,65580.0,2020,County,Livingston Parish
2206500000,MADISON PARISH,LA,7631.0,649.0,15.0,1.0,4737.0,2020,County,Madison Parish
2206700000,MOREHOUSE PARISH,LA,18381.0,1504.0,15.0,1.0,11707.0,2020,County,Morehouse Parish
2206900000,NATCHITOCHES PARISH,LA,25211.0,1865.0,42.0,1.0,16792.0,2020,County,Natchitoches Parish
2207100000,ORLEANS PARISH,LA,273816.0,21734.0,123.0,4.0,179886.0,2020,County,Orleans Parish
2207300000,OUACHITA PARISH,LA,106669.0,7536.0,49.0,2.0,69770.0,2020,County,Ouachita Parish
2207500000,PLAQUEMINES PARISH,LA,15200.0,541.0,9.0,3.0,11098.0,2020,County,Plaquemines Parish
2207700000,POINTE COUPEE PARISH,LA,16046.0,1318.0,19.0,1.0,12519.0,2020,County,Pointe Coupee Parish
2207900000,RAPIDES PARISH,LA,85603.0,6517.0,68.0,2.0,59562.0,2020,County,Rapides Parish
2208100000,RED RIVER PARISH,LA,5942.0,549.0,13.0,1.0,4193.0,2020,County,Red River Parish
2208300000,RICHLAND PARISH,LA,14386.0,910.0,16.0,1.0,10040.0,2020,County,Richland Parish
2208500000,SABINE PARISH,LA,15107.0,906.0,28.0,1.0,10666.0,2020,County,Sabine Parish
2208700000,ST. BERNARD PARISH,LA,27081.0,907.0,10.0,1.0,17781.0,2020,County,St. Bernard Parish
2208900000,ST. CHARLES PARISH,LA,36782.0,2157.0,24.0,2.0,28698.0,2020,County,St. Charles Parish
2209100000,ST. HELENA PARISH,LA,8668.0,727.0,9.0,1.0,6269.0,2020,County,St. Helena Parish
2209300000,ST. JAMES PARISH,LA,15741.0,1020.0,12.0,3.0,12747.0,2020,County,St. James Parish
2209500000,ST. JOHN THE BAPTIST PARISH,LA,30706.0,1804.0,15.0,2.0,21625.0,2020,County,St. John The Baptist Parish
2209700000,ST. LANDRY PARISH,LA,60367.0,3606.0,53.0,2.0,41709.0,2020,County,St. Landry Parish
2209900000,ST. MARTIN PARISH,LA,37787.0,2312.0,27.0,3.0,27342.0,2020,County,St. Martin Parish
2210100000,ST. MARY PARISH,LA,33413.0,1720.0,45.0,2.0,23428.0,2020,County,St. Mary Parish
2210300000,ST. TAMMANY PARISH,LA,186881.0,15867.0,65.0,3.0,141042.0,2020,County,St. Tammany Parish
2210500000,TANGIPAHOA PARISH,LA,83711.0,5531.0,40.0,2.0,58270.0,2020,County,Tangipahoa Parish
2210700000,TENSAS PARISH,LA,3544.0,600.0,8.0,1.0,2619.0,2020,County,Tensas Parish
2210900000,TERREBONNE PARISH,LA,65591.0,3363.0,50.0,1.0,46636.0,2020,County,Terrebonne Parish
2211100000,UNION PARISH,LA,15920.0,813.0,21.0,1.0,11328.0,2020,County,Union Parish
2211300000,VERMILION PARISH,LA,38635.0,2179.0,28.0,1.0,27528.0,2020,County,Vermilion Parish
2211500000,VERNON PARISH,LA,26283.0,1186.0,30.0,1.0,17377.0,2020,County,Vernon Parish
2211700000,WASHINGTON PARISH,LA,28716.0,1656.0,27.0,2.0,19707.0,2020,County,Washington Parish
2211900000,WEBSTER PARISH,LA,25152.0,1918.0,17.0,2.0,18396.0,2020,County,Webster Parish
2212100000,WEST BATON ROUGE PARISH,LA,17863.0,1005.0,15.0,1.0,14236.0,2020,County,West Baton Rouge Parish
2212300000,WEST CARROLL PARISH,LA,7330.0,426.0,9.0,1.0,5113.0,2020,County,West Carroll Parish
2212500000,WEST FELICIANA PARISH,LA,8011.0,367.0,12.0,1.0,6337.0,2020,County,West Feliciana Parish
2212700000,WINN PARISH,LA,8932.0,523.0,16.0,1.0,6291.0,2020,County,Winn Parish
0000000023,MAINE - UOCAVA,ME,,,-88.0,-88.0,,2020,Other,Maine - Uocava
2300102060,AUBURN,ME,17065.0,5960.0,5.0,5.0,12430.0,2020,Other,Auburn
2300119105,DURHAM,ME,3687.0,1379.0,1.0,1.0,2822.0,2020,Other,Durham
2300129255,GREENE,ME,3520.0,862.0,1.0,1.0,2665.0,2020,Other,Greene
2300138565,LEEDS,ME,1876.0,387.0,1.0,1.0,1370.0,2020,Other,Leeds
2300138740,LEWISTON,ME,29162.0,8294.0,5.0,5.0,17629.0,2020,Other,Lewiston
2300140035,LISBON,ME,7227.0,2116.0,1.0,1.0,5298.0,2020,Other,Lisbon
2300140665,LIVERMORE,ME,1961.0,589.0,1.0,1.0,1403.0,2020,Other,Livermore
2300140770,LIVERMORE FALLS,ME,2047.0,501.0,1.0,1.0,1405.0,2020,Other,Livermore Falls
2300144585,MECHANIC FALLS,ME,2316.0,515.0,1.0,1.0,1716.0,2020,Other,Mechanic Falls
2300146160,MINOT,ME,2162.0,817.0,1.0,1.0,1789.0,2020,Other,Minot
2300160020,POLAND,ME,4536.0,1627.0,1.0,1.0,3536.0,2020,Other,Poland
2300164570,SABATTUS,ME,4151.0,1263.0,1.0,1.0,2913.0,2020,Other,Sabattus
2300177800,TURNER,ME,4674.0,1247.0,1.0,1.0,3463.0,2020,Other,Turner
2300179585,WALES,ME,1246.0,266.0,1.0,1.0,922.0,2020,Other,Wales
2300300800,ALLAGASH,ME,261.0,47.0,1.0,1.0,170.0,2020,Other,Allagash
2300301220,AMITY,ME,170.0,32.0,1.0,1.0,127.0,2020,Other,Amity
2300301710,ASHLAND,ME,889.0,152.0,1.0,1.0,620.0,2020,Other,Ashland
2300305385,BLAINE,ME,581.0,58.0,1.0,1.0,447.0,2020,Other,Blaine
2300307065,BRIDGEWATER,ME,381.0,67.0,1.0,1.0,299.0,2020,Other,Bridgewater
2300310565,CARIBOU,ME,5857.0,1658.0,1.0,1.0,4067.0,2020,Other,Caribou
2300311300,CASTLE HILL,ME,340.0,48.0,1.0,1.0,252.0,2020,Other,Castle Hill
2300311335,CASWELL,ME,212.0,32.0,1.0,1.0,136.0,2020,Other,Caswell
2300312000,CHAPMAN,ME,353.0,69.0,1.0,1.0,281.0,2020,Other,Chapman
2300313900,CONNOR TWP,ME,319.0,69.0,0.0,0.0,0.0,2020,Other,Connor Twp
2300315395,CRYSTAL,ME,207.0,28.0,1.0,1.0,165.0,2020,Other,Crystal
2300315990,CYR PLT,ME,71.0,6.0,1.0,1.0,57.0,2020,Other,Cyr Plt
2300319210,DYER BROOK,ME,212.0,35.0,1.0,1.0,154.0,2020,Other,Dyer Brook
2300319420,EAGLE LAKE,ME,727.0,189.0,1.0,1.0,475.0,2020,Other,Eagle Lake
