data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8974560,466,MLI6436,6436,"22 March 2022",2022,2,"Violence against civilians",Attack,"Wagner Group","Military Forces of Mali (2021-)",8,78,"Western Africa",Mali,Mopti,Koro,Diankabou,Diankabou,14.586,-3.0805,1,Kisal,"New media","Around 22 March 2022 (between 20 - 24 March), Wagner and Malian forces killed one male member of the Fulani community in the village of Diankabou-Peulh [Diankabou] (Koro, Mopti).",1,1649088163,MLI
8974561,466,MLI6439,6439,"22 March 2022",2022,2,"Violence against civilians",Attack,"Wagner Group","Military Forces of Mali (2021-)",8,78,"Western Africa",Mali,Mopti,Koro,Madougou,Madougou-Peulh,14.3938,-3.0823,1,Kisal,"New media","Around 22 March 2022 (between 20 - 24 March), Wagner and Malian forces killed two male members of the Fulani community in the village of Madougou-Peulh (Koro, Mopti).",2,1649088163,MLI
8974562,466,MLI6440,6440,"22 March 2022",2022,2,"Violence against civilians",Attack,"Wagner Group","Military Forces of Mali (2021-)",8,78,"Western Africa",Mali,Mopti,Koro,Yoro,Yoro,14.2793,-2.1354,1,Kisal,"New media","Around 22 March 2022 (between 20 - 24 March), Wagner and Malian forces killed two male members of the Fulani community in the village of Yoro (Koro, Mopti).",2,1649088163,MLI
8974563,466,MLI6437,6437,"22 March 2022",2022,2,"Violence against civilians",Attack,"Wagner Group","Military Forces of Mali (2021-)",8,78,"Western Africa",Mali,Mopti,Koro,Diankabou,Tansamba,14.7279,-2.9868,1,Kisal,"New media","Around 22 March 2022 (between 20 - 24 March), Wagner and Malian forces killed two male members of the Fulani community in the village of Tansamba [Diankabou] (Koro, Mopti).",2,1649088163,MLI
8917552,140,CEN48911,48911,"20 March 2022",2022,2,"Strategic developments","Change to group/activity","Wagner Group",,8,80,"Middle Africa","Central African Republic",Ouham,Bouca,"Bouca Bobo",Bouca,6.5026,18.2793,1,"Corbeau News",National,"Movement of forces: Around 20 March 2022 (as reported), Wagner elements withdrew from Bouca city (Bouca Bobo, Bouca) and left the city to the Central African military.",0,1648493877,CAF
8917558,140,CEN48910,48910,"17 March 2022",2022,1,"Strategic developments","Change to group/activity","Wagner Group",,8,80,"Middle Africa","Central African Republic",Ombella-M'Poko,Bossembele,Bossembele,Bossembele,5.2662,17.6466,1,"Corbeau News",National,"Movement of forces: On 17 March 2022, Wagner elements withdrew from their largest base in Central African Republic in Bossembele (Bossembele, Bossembele).",0,1648493877,CAF
8917553,140,CEN48904,48904,"15 March 2022",2022,2,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Vakaga,Birao,Ouandja,Boromata,10.0813,21.9434,1,"Corbeau News",National,"Around 15 March 2022, Wagner group fighters engaged in firefight with unidentified rebel groups in Boromata, Ouandja subdivision (Birao, Vakaga), as well as Gonda and Gordil localities (coded separately), resulting in about 10 civilians killed and livestock looted. (Fatality split across 3 events).",3,1648493877,CAF
8917556,140,CEN48903,48903,"15 March 2022",2022,2,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Basse-Kotto,Alindao,Guiligui,Gonda,4.9802,21.4121,1,"Corbeau News",National,"Around 15 March 2022, Wagner group fighters engaged in firefight with unidentified rebel groups in Gonda, Guiligui subdivision (Alindao, Basse-Kotto), as well as Boromata and Gordil localities (coded separately), resulting in about 10 civilians killed and livestock looted. Fatalities split across 3 events.",4,1648493877,CAF
8917557,140,CEN48909,48909,"15 March 2022",2022,2,"Strategic developments","Change to group/activity","Wagner Group",,8,80,"Middle Africa","Central African Republic",Bamingui-Bangoran,Ndele,"Dar El Kouti",Ndele,8.412,20.648,1,"Corbeau News",National,"Movement of forces: Around 15 March 2022, tens of Wagner group fighters withdrew from Ndele town, Dar El Kouti subdivision (Ndele, Bamingui-Bangoran).",0,1648493877,CAF
8917559,140,CEN48905,48905,"15 March 2022",2022,2,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Vakaga,Birao,Ouandja,Gordil,9.6101,21.687,1,"Corbeau News",National,"Around 15 March 2022, Wagner group fighters engaged in firefight with unidentified rebel groups in Gordil, Ouandja subdivision (Birao, Vakaga), as well as Gonda and Boromata localities (coded separately), resulting in about 10 civilians killed and livestock looted. (Fatality split across 3 events).",3,1648493877,CAF
8910067,140,CEN48896,48896,"12 March 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham,Markounda,"Nana Markounda",Markounda,7.6173,16.9669,1,"Corbeau News",National,"On 12 March 2022, Wagner militants opened fire and killed at least 17 traders in Markounda (Nana Markounda, Markounda).",17,1647888806,CAF
8910064,140,CEN48897,48897,"11 March 2022",2022,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Basse-Kotto,Alindao,Guiligui,Gonda,4.9802,21.4121,1,"Corbeau News",National,"On 11 March 2022, Wagner militants clashed with FPRC elements during their raid into Gonda (Guiligui, Alindao), causing the injury of six FPRC elements and two Wagner elements, as well as the killing of two civilians.",2,1647888806,CAF
8910066,140,CEN48899,48899,"11 March 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Vakaga,Birao,Ouandja,Tiringoulou,9.5479,21.8555,1,"Corbeau News",National,"On 11 March 2022, Wagner militants opened fire at residents during their raid into Tiringoulou (Ouandja, Birao), causing the killing of at least 12 civilians, including a former general of FPRC and his family.",12,1647888806,CAF
8910068,140,CEN48898,48898,"11 March 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Vakaga,Birao,Ouandja,Gordil,9.6101,21.687,1,"Corbeau News",National,"On 11 March 2022, Wagner militants searched houses and opened fire at residents during their raid into Gordil (Ouandja, Birao), causing the killing of at least 20 civilians and the injury of hundreds.",20,1647888806,CAF
8917550,140,CEN48902,48902,"08 March 2022",2022,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Mbomou,Bakouma,Bakouma,"Zacko 4",6.0353,22.8561,1,"Corbeau News",National,"On 8 March 2022, Wagner group fighters engaged in fire fight with suspected CPC rebels before withdrawing from Zacko 4 (Bakouma, Bakouma). Casualties unknown.",0,1648493877,CAF
8899697,140,CEN48891,48891,"04 March 2022",2022,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Mbomou,Bakouma,Bakouma,"Zacko 4",6.0353,22.8561,1,"Corbeau News",National,"On 4 March 2022, clashes erupted between Wagner group and FPRC elements in Zacko 4 (Bakouma, Bakouma) as Wagner elements stormed the city, causing the killing of at least seven elements, five from FRPC and two from Wagner Group, and the injury of 5 elements, two from Wagner group and three from FRPC. Later, FRPC elements withdrew from the village.",7,1647284180,CAF
8861614,140,CEN48881,48881,"23 February 2022",2022,1,"Violence against civilians",Attack,"Wagner Group","Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Ouaka,Bambari,Bambari,Bambari,5.7648,20.6542,1,aBangui,National,"On 23 February 2022, Wagner group fighters assaulted a Central African humanitarian worker in Bambari (Bambari, Bambari) as they stormed and searched the base of a French humanitarian organisation for allegations of existing war arms. Central African soldiers helped the militants arrest three humanitarian workers, including two French workers, later released them.",0,1646077432,CAF
8861673,140,CEN48882,48882,"21 February 2022",2022,1,"Strategic developments","Change to group/activity","Wagner Group",,8,80,"Middle Africa","Central African Republic",Ombella-M'Poko,Bimbo,Bimbo,"Bangui Airport",4.3966,18.5205,1,"Corbeau News",National,"Movement of forces: On 21 February 2022, hundreds of Wagner group's new paramilitaries were seen at Bangui Airport (Bimbo, Bimbo). They are considered as reinforcement to the Wagner group in the country.",0,1646077432,CAF
8849672,140,CEN48878,48878,"16 February 2022",2022,1,Battles,"Armed clash","Wagner Group",,8,18,"Middle Africa","Central African Republic",Ouaka,Bambari,Bambari,Bambari,5.7648,20.6542,1,"Corbeau News",National,"On 16 February 2022, Wagner militants assaulted FACA soldiers in Bambari (Bambari, Bambari).",0,1645470968,CAF
8849671,140,CEN48875,48875,"14 February 2022",2022,1,"Strategic developments","Looting/property destruction","Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"Corbeau News",National,"Looting: On 14 February 2022, Wagner militants stopped a convoy of sudanese traders in Bria (Samba-Boungou, Bria) and applied taxes on trucks that were coming to buy coffee from the country. It is claimed that Wagner group has imposed taxes on coffee exportation outside the country.",0,1645470968,CAF
8861675,140,CEN48873,48873,"12 February 2022",2022,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Haute-Kotto,Ouadda,Ouadda,Ouadda,8.0734,22.3963,1,"Corbeau News",National,"On 12 February 2022, Wagner militants killed the UFDR founder and leader in Ouadda (Ouadda, Ouadda).One source mentioned that he was killed along with his family and around twenty of his men, but this information could not be verified.",1,1646077432,CAF
8829487,140,CEN48871,48871,"11 February 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Bouar,Herman-Brousse,Bouar,5.9312,15.593,1,"Corbeau News",National,"On 11 February 2022, Wagner militants assaulted an assistant commissioner in Bouar city (Herman-Brousse, Bouar) after a misunderstanding between the militants and the commissioner.",0,1644869102,CAF
8829486,140,CEN48870,48870,"09 February 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"Corbeau News",National,"On 9 February 2022, Wagner group attacked and killed 4 civilians at a health center in Bria village (Bria, Haute-Kotto). Wagner mercenaries tied the hands of four injured residents and threw their bodies in the water. Fatalities coded as 4.",4,1644869102,CAF
8829490,140,CEN48868,48868,"09 February 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,"Mouka 1",7.2876,21.8944,1,"Corbeau News",National,"On 9 February 2022, Wagner militants opened fire at residents in Mouka 1 (Samba-Boungou, Bria), set fire to hundreds of houses, and seized the property of several residents. Four residents were injured and sent to a health center in Bria.",0,1644869102,CAF
8829491,140,CEN48869,48869,"09 February 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Yangoudroundja,7.3632,21.5993,1,"Corbeau News",National,"On 9 February 2022, Wagner militants opened fire at residents in Yangoudroundja (Samba-Boungou, Bria) and set fire to two hundred houses. Around 60 residents were killed, including a woman and her new-born baby burned in their house. Fatalities coded as 60.",60,1644869102,CAF
8829489,140,CEN48864,48864,"06 February 2022",2022,1,Battles,"Armed clash","Wagner Group",,8,18,"Middle Africa","Central African Republic",Nana-Mambere,Baboua,Baboua,Baboua,5.798,14.8285,2,"Corbeau News",National,"On 6 February 2022, clashes erupted between Central African army soldiers and Wagner group militants 20 km away from Baboua area (Baboua, Baboua). Clashes began when Wagner militants assaulted a non-commissioned officer in the Central African army. Three central African soldiers were injured, and one was detained.",0,1644869102,CAF
8817049,140,CEN48863,48863,"30 January 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"Corbeau News",National,"On 30 January 2022, members of the Wagner group kidnapped, tortured and severely injured two Central African soldiers in Bria town Samba-Boungou subdivision (Bria, Haute-Kotto).",0,1644252032,CAF
8817050,140,CEN48862,48862,"27 January 2022",2022,2,"Violence against civilians","Abduction/forced disappearance","Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"Corbeau News",National,"Around 27 January 2022 (week of), members of the Wagner group kidnapped around 10 women in Bria town Samba-Boungou subdivision (Bria, Haute-Kotto) to force them to work in their base.",0,1644252032,CAF
8801355,140,CEN48857,48857,"25 January 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham,Batangafo,Bakassa,"Gpt Sabo",7.8856,17.7814,1,"Corbeau News",National,"On 25 January 2022, members of the Wagner group attacked civilians at the Gpt Sabo village, Bakassa subdivision (Batangafo, Ouham) for the second day in a row, killing at least 11 people and injuring several others. They also burnt houses down. Vendors and miners were among the victims. (fatality split across 2 events)",5,1643646041,CAF
8801347,140,CEN48850,48850,"24 January 2022",2022,2,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Nana-Mambere,Bouar,Niem-Yelewa,Yelewa,6.4207,15.2682,1,"Corbeau News",National,"Around 24 January 2022 (as reported), RRR militiamen fighting under the CPC coalition ambushed fighters of the Wagner group in Yelewa village, Niem-Yelewa subdivision (Bouar, Nana-Mambere). Casualties unknown.",0,1643646041,CAF
8801348,140,CEN48855,48855,"24 January 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham,Batangafo,Bakassa,"Gpt Sabo",7.8856,17.7814,1,"Corbeau News",National,"On 24 January 2022, members of the Wagner group attacked civilians at the Gpt Sabo village, Bakassa subdivision (Batangafo, Ouham) killing at least 11 people and injuring several others across two days of attacks. They also burnt houses down. Vendors and miners were among the victims. (fatality split across 2 events)",6,1643646041,CAF
8801352,140,CEN48853,48853,"24 January 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Baboua,Baboua,Beloko,5.9397,14.6088,1,"Corbeau News",National,"On 24 January 2022, members of the Wagner group tortured an off-duty Central African military officer in a military base in Beloko town (Baboua, Nana-Mambere) for attempting to bring one woman into the base.",0,1643646041,CAF
8801354,140,CEN48854,48854,"24 January 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Bouar,Herman-Brousse,Bouar,5.9312,15.593,1,"Corbeau News",National,"On 24 January 2022, the Wagner group tortured three former RRR militiamen who attempted to leave the disarmament camp in Bouar town, Herman-Brousse subdivision (Bouar, Nana-Mambere). One of them died of his wounds.",1,1643646041,CAF
8793096,140,CEN48842,48842,"18 January 2022",2022,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Ouaka,Bambari,Bambari,Bambari,5.7648,20.6542,2,"Corbeau News",National,"On 18 January 2022, fighters of the Wagner group attacked a position of the UPC militia fighting under the umbrella of the CPC coalition in Nguipa village, around Bambari town (Bambari, Ouaka). Several fighters were killed on both sides, and several others injured. Houses were also burnt. Fatalities coded as 10.",10,1643040847,CAF
8793097,140,CEN48846,48846,"18 January 2022",2022,1,"Strategic developments","Looting/property destruction","Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouaka,Bambari,Ngougbia,Bokolobo,5.4188,20.948,2,"Corbeau News",National,"Property destruction: On 18 January 2022, fighters of the Wagner group looted and burnt shops and houses in Ngrette village, 20 kilometers away from Bokolobo town, Ngougbia subdivision (Bambari, Ouaka).",0,1643040847,CAF
8892083,140,CEN48885,48885,"17 January 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,2,"Corbeau News",National,"On 17 January 2022, Wagner elements launched an attack targeting residents of Aigabado and Yanga villages (coded to Bria, Samba-Boungou, Bria), causing the killing of at least 30 - 70 residents. The event took place over two days, 17 and 16 January 2022. Fatalities coded as 15. Fatalities split between 2 events.",15,1646678243,CAF
8892088,140,CEN48845,48845,"16 January 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,2,"Corbeau News",National,"On 16 January 2022, Wagner elements launched an attack targeting residents of Aigabado and Yanga villages (coded to Bria, Samba-Boungou, Bria), causing the killing of at least 30 - 70 residents. The event took place over two days, 17 and 16 January 2022. Fatalities coded as 15 and split between 2 events.",15,1646678243,CAF
9487843,140,CEN48840,48840,"16 January 2022",2022,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,2,"Centrafrique Presse Info; RFI; Corbeau News",National-International,"On 16 January 2022, fighters of the Wagner group and the military forces clashed with UPC militiamen from the CPC during an attack in the Aigbado village, near Bria (Samba-Boungou, Bria, Haute-Kotto), resulting in at least 65 fatalities, including 2 Wagner group fighters (fatality split across two events). About 10 houses were also burnt.",33,1663607342,CAF
8917435,466,MLI6085,6085,"12 January 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Wagner Group","Military Forces of Mali (2021-)",8,28,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Nomono,14.1176,-3.8281,2,"Menastream; Undisclosed Source; Whatsapp","Local partner-Other","On 12 January 2022, at least one Russian military operator or Wagner private military contractor was killed while alongside Malian forces attempted to dismantle an IED planted by JNIM near the bridge of Nomono (Bandiagara, Mopti). JNIM claimed responsibility in unofficial videos and a weekly audio review.",1,1648493877,MLI
8793099,140,CEN48833,48833,"06 January 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouaka,Bambari,Danga-Gboudou,Ndassima,6.1389,20.7779,1,"Corbeau News",National,"On 6 January 2022, a Wagner group helicopter dropped two bombs on a Russian-managed mining site in Ndassima village, Danga-Gboudou subdivision (Bambari, Ouaka). About 10 people were killed, including military and civilians, and 10 others injured. Properties were also destroyed.",10,1643040847,CAF
8705626,140,CEN48830,48830,"05 January 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Mambere-Kadei,Berberati,Basse-Batouri,Barka-Pande,4.1913,15.9404,2,"Corbeau News",National,"On 5 January 2022, members of the Wagner group launched an attack on civilians at the Pande mining site, assumedly around Barka-Pande (Berberati, Mambere-Kadei), killing 17 people, including workers, and a gold trader.",17,1641863885,CAF
8705608,140,CEN48827,48827,"04 January 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"Corbeau News",National,"On 4 January 2022, fighters of the Wagner group killed four people as they surrounded several neighborhoods of Bria town, Samba-Boungou (Bria, Haute-Kotto), arresting several individuals. The group were killed for attempting to flee.",4,1641863885,CAF
8706427,140,CEN48828,48828,"04 January 2022",2022,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"Radio Ndeke Luka",National,"On 4 January 2022, members of the Wagner group shot and killed two young workers in a local garage in Bria town, Samba-Boungou subdivision (Bria, Haute-Kotto), for an unspecified reason.",2,1641863887,CAF
8705623,140,CEN48824,48824,"31 December 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Bouar,Niem-Yelewa,Sabewa,6.6709,14.9882,1,"Corbeau News",National,"On 31 December 2021, an IED planted by the Wagner group detonated on civilians on a motorcycle in Sabewa village, Niem-Yelewa subdivision (Bouar, Nana-Mambere) and severely injured the driver.",0,1641863885,CAF
8705601,140,CEN48813,48813,"29 December 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham,Bouca,"Bouca Bobo",Bouca,6.5026,18.2793,1,"Corbeau News",National,"On 29 December 2021, fighters of the Wagner Group opened fire on the car of a military officer who was not on duty in Bouca village, Bouca Bobo subdivision (Bouca, Ouham), and killed him.",1,1641863885,CAF
8705613,140,CEN48811,48811,"28 December 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Mambere-Kadei,Berberati,Haute-Batouri,Nandobo,4.6642,15.7985,2,"Corbeau News",National,"On 28 December 2021, members of the Wagner group tortured 2 pastoralists after detaining them in Haute-Batouri town, assumedly around Nandobo, Haute-Batouri subdivision (Berberati, Mambere-Kadei). One of the pastoralists died.",1,1641863885,CAF
8705605,140,CEN48807,48807,"27 December 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Abba,Abba,Abba,5.3251,15.1799,2,"Corbeau News",National,"On 27 December 2021, members of the Wagner group tortured 3 individuals to death after kidnapping 5 people in Sagaini village, Abba subdivision (Abba, Nana-Mambere). The two other were severely injured.",3,1641863885,CAF
8705606,140,CEN48802,48802,"22 December 2021",2021,2,"Violence against civilians","Sexual violence","Wagner Group",,8,78,"Middle Africa","Central African Republic",Bamingui-Bangoran,Ndele,"Dar El Kouti",Ndele,8.412,20.648,1,"Corbeau News",National,"Around 22 December 2021, a group of three fighters of the Wagner Group went to a gendarmerie post, shot (presumably into the air) to scare the gendarmes, and gang-raped one female gendarmerie officer (coded as civilians) in Ndele town, Dar El Kouti subdivision (Ndele, Bamingui-Bangoran). [women targeted: Government officials]",0,1641863885,CAF
8705622,140,CEN48800,48800,"21 December 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"Corbeau News",National,"On 21 December 2021, fighters of the Wagner Group kidnapped 9 businessmen in Bria town, Samba-Boungou subdivision (Bria, Haute-Kotto) for an unspecified reason. 7 of the victims were released after their families paid a ransom.",0,1641863885,CAF
8705628,140,CEN48794,48794,"14 December 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Baboua,Baboua,Nguia-Bouar,5.2157,14.694,2,"Corbeau News",National,"On 14 December 2021, Russian mercenaries from Wagner Group looted a Cameroonian trader and shot him dead 20km from Nguia-Bouar (Baboua, Nana-Mambere). There was one fatality.",1,1641863885,CAF
8705612,140,CEN48788,48788,"10 December 2021",2021,1,"Strategic developments","Looting/property destruction","Wagner Group","Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"Corbeau News",National,"Looting: On 10 December 2021, Russian mercenaries from Wagner Group, supported by FACA forces, looted shops and private properties in Bria (Samba-Boungou, Haute-Kotto). This looting occurred after security forces and mercenaries questioned the local population, suspecting them of supporting rebel groups.",0,1641863885,CAF
8705618,140,CEN48790,48790,"10 December 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Ouham,Kabo,Sido,"Moyenne Sido",8.2151,18.7114,2,"Corbeau News",National,"On 10 December 2021, Russian mercenaries from Wagner Group clashed with CPC rebels in Bidja, a few kilometers from the Chadian border and from Moyenne Sido (Sido, Kabo). There were no fatalities nor injuries.",0,1641863885,CAF
8687014,140,CEN48776,48776,"08 December 2021",2021,1,"Violence against civilians",Attack,"Wagner Group","Former Anti-Balaka; Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Ouaka,Bambari,"Haute Baidou","Groupement Boyo",5.7238,21.4881,1,"Corbeau News",National,"On 8 December 2021, Russian mercenaries from Wagner Group, supported by former armed Anti-Balaka militiamen who had surrendered to security forces, and FACA forces, attacked civilians in Groupement Boyo (Haute Baidou, Bambari). The act was perpetrated in retaliation of an attack by UPC rebels against military and Wagner positions a few hours earlier (coded separately). Wagner, former Anti-Balaka and FACA forces began shooting against civilians in the village, killing between 11 and 39 people.",11,1639431632,CAF
8687018,140,CEN48773,48773,"06 December 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouaka,Kouango,Kouango,Kouango,4.9928,19.9736,1,"Corbeau News",National,"On 6 December 2021, Russian mercenaries from Wagner Group shot dead four Muslim traders, suspected of supporting the UPC rebels, in Kouango (Ouaka). There were 4 fatalities.",4,1639431632,CAF
8673731,140,CEN48770,48770,"30 November 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Nana-Mambere,Abba,Abba,Abba,5.3251,15.1799,2,"Corbeau News",National,"On 30 November 2021, the 3R rebels from CPC ambushed a Wagner Group convoy, clashing with Russian mercenaries, near Lamy-Pont mining site, near Abba (Nana-Mambere). Two mercenaries were killed during the clash.",2,1638831648,CAF
8673732,140,CEN48760,48760,"26 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Abba,Abba,Abba,5.3251,15.1799,2,"Corbeau News",National,"On 26 November 2021, Russian mercenaries from Wagner Group abducted a Mauritanian businessman, beating, injuring and tying him to a tree, in Lamy-Pont mining site near Abba (Nana-Mambere). There were no fatalities.",0,1638831648,CAF
8673738,140,CEN48761,48761,"26 November 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Wagner Group","Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Nana-Mambere,Bouar,Niem-Yelewa,Yelewa,6.4207,15.2682,1,"Corbeau News",National,"On 26 November 2021, Russian mercenaries from Wagner Group, supported by FACA forces, abducted eight pastoralists, suspected of supporting RRR rebels, in Yelewa (Niem-Yelewa, Bouar). Among the victims, 3 were Fulani pastoralists and 5 were Catholic Christians. Their houses were also looted. There were no fatalities.",0,1638831648,CAF
8663236,140,CEN48730,48730,"25 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group","Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Mambere-Kadei,Gamboula,Basse-Boumne,Godawa,4.5022,14.8787,1,"Corbeau News",National,"On 25 November 2021, Russian mercenaries from Wagner Group and FACA forces attacked pastoralists in Godawa village (Basse-Boumne, Gamboula). During the attack, only 13 people were present in the village. One woman managed to flee, and 12 civilians were killed.",12,1638225129,CAF
8673739,140,CEN48758,48758,"25 November 2021",2021,2,"Violence against civilians","Abduction/forced disappearance","Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Abba,Abba,Abba,5.3251,15.1799,2,"Corbeau News",National,"Around 25 November 2021 (week of), Russian mercenaries from Wagner Group abducted around 10 miners, who worked for a Chinese mining company, in Lamy-Pont mining site near Abba (Nana-Mambere). The victims were then released after a few days and after the Chinese company paid a ransom of 60 millions francs. There were no fatalities nor injuries.",0,1638831648,CAF
8673740,140,CEN48759,48759,"25 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,"Aigbando 1",6.8876,21.7672,1,"Corbeau News",National,"On 25 November 2021, Russian mercenaries from Wagner Group attacked pastoralists in Aigbando 1 village (Samba-Boungou, Bria). Local authorities claimed this attack occurred during a military operation against the CPC rebels. Russian mercenaries began shooting against the population for unclear reasons, setting fire to several houses and businesses and taking away goods. There were between 50 and 100 fatalities, and around 10 people were abducted.",50,1638831648,CAF
8673734,140,CEN48757,48757,"24 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Ngoundja,6.8567,22.3327,1,"Corbeau News",National,"On 24 November 2021, Russian mercenaries from Wagner Group attacked miners in Ngoundja village (Samba-Boungou, Bria) to remove them from mining activities that were not under the Russian mercenaries' control. Wagner armed men destroyed several properties, severely injured 36 people and killed around 10 miners.",10,1638831648,CAF
