Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Submission ID,Funding Acount ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Current Dollar Amount,Constant Dollar Amount
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854264,"U.S. Department of Defense, Institutional Capacity Building Programs: WIF - ISG - UKR - Ukraine - National Command and Control Project # 2 - ISG - 332b - WIF - FY20Q2",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-02-07,2,Obligations,2020,6000,6000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854265,"U.S. Department of Defense, Institutional Capacity Building Programs: WIF - ISG - UKR - Ukraine - Strategic Defense Review # 7 - ISG - 332b - WIF - FY20Q2","Institutional Capacity Building (ICB). Defense Policy and Strategic Planning Directorate, Ministry of Defense",,,2020-01-31,2,Obligations,2020,6000,6000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854266,"U.S. Department of Defense, Institutional Capacity Building Programs: WIF - ISG - UKR - Ukraine - Strategic Defense Review #6 - ISG - 332b - WIF - FY20Q2","Institutional Capacity Building (ICB). Defense Policy and Strategic Planning Directorate, Ministry of Defense",,,2020-01-22,2,Obligations,2020,5000,5000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853966,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - GCMC Defense Review Seminar",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-11-26,2,Obligations,2020,5000,5000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854364,"U.S. Department of Defense, Institutional Capacity Building Programs: WIF PN - JCC - UKR - JCC Cyber Endeavor SEM IV - JCC - 312 - WIF PN - FY20Q2",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-03-13,2,Obligations,2020,4956,4956
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854352,"U.S. Department of Defense, Institutional Capacity Building Programs: WIF - United States Army Europe (USAREUR) - UKR - Saber Junction 20 MPC - United States Army Europe (USAREUR) - 321 - WIF - FY20Q2",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-02-01,2,Obligations,2020,4600,4600
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,110,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852886,Counter Terrorism and Irregular Warfare Fellowship Program (CTIWFP),Formerly known as the Combating Terrorism Fellowship Program (CTFP). The purpose of the Combating Terrorism and Irregular Warfare Fellowship Program (CTIWFP) is to: (1) Educate and train mid- and senior-level partner defense and security officials; (2) Build and strengthen a global network of Combating Terrorism (CbT) and Irregular Warfare (IW) experts and practitioners at the operational and strategic levels; (3) Build and reinforce the CbT and IW capabilities of partner nations through operational and strategic level education; (4) Contribute to efforts to counter ideological support to terrorism; (5) Provide a flexible and proactive program to respond to emerging CbT and IW requirements.,,,2020-01-24,2,Obligations,2020,4258,4258
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853968,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - Navy Strategy Workshop",Institutional Capacity Building (ICB). Ukrainian Navy,,,2019-12-15,2,Obligations,2020,4000,4000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854228,"U.S. Department of Defense, Institutional Capacity Building Programs: Search Results Web Result with Site Links  Defense Technology Security Administration - US-Ukraine Cooperative Technology Security Dialogue",Institutional Capacity Building (ICB). Ministry of Defense-Technical Cooperation and Export Control Division,,,2019-11-08,2,Obligations,2020,3894,3894
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853807,"U.S. Department of Defense, Institutional Capacity Building Programs: Defense Governance Management Team (DGMT) - DIB Coordinator Office Supplies",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-09-30,2,Obligations,2020,3500,3500
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853809,"U.S. Department of Defense, Institutional Capacity Building Programs: Defense Governance Management Team (DGMT) - Translator/Interpreter Office Supplies",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-09-30,2,Obligations,2020,3500,3500
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853894,"U.S. Department of Defense, Institutional Capacity Building Programs: Enhanced Capabilities for Subcritical Experiments (ECSE) - Defense Senior Enlisted Leader Council",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-12-14,2,Obligations,2020,3375,3375
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854250,"U.S. Department of Defense, Institutional Capacity Building Programs: United States Army Europe (USAREUR) - RAPID TRIDENT 20 CDC",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-11-21,2,Obligations,2020,3001,3001
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854267,"U.S. Department of Defense, Institutional Capacity Building Programs: WIF - ISG - UKR - Ukraine - Strategic Defense Review #8 - ISG - 332b - WIF - FY20Q2","Institutional Capacity Building (ICB). Defense Policy and Strategic Planning Directorate, Ministry of Defense",,,2020-02-13,2,Obligations,2020,3000,3000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854268,"U.S. Department of Defense, Institutional Capacity Building Programs: WIF - ISG - UKR - Ukraine - Strategic Defense Review #9 - ISG - 332b - WIF - FY20Q2","Institutional Capacity Building (ICB). Defense Policy and Strategic Planning Directorate, Ministry of Defense",,,2020-02-21,2,Obligations,2020,3000,3000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854246,"U.S. Department of Defense, Institutional Capacity Building Programs: United States Army Europe (USAREUR) - COMBINED RESOLVE XIII FPC",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-11-15,2,Obligations,2020,2502,2502
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,110,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852886,Counter Terrorism and Irregular Warfare Fellowship Program (CTIWFP),Formerly known as the Combating Terrorism Fellowship Program (CTFP). The purpose of the Combating Terrorism and Irregular Warfare Fellowship Program (CTIWFP) is to: (1) Educate and train mid- and senior-level partner defense and security officials; (2) Build and strengthen a global network of Combating Terrorism (CbT) and Irregular Warfare (IW) experts and practitioners at the operational and strategic levels; (3) Build and reinforce the CbT and IW capabilities of partner nations through operational and strategic level education; (4) Contribute to efforts to counter ideological support to terrorism; (5) Provide a flexible and proactive program to respond to emerging CbT and IW requirements.,,,2020-01-24,2,Obligations,2020,2129,2129
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854314,"U.S. Department of Defense, Institutional Capacity Building Programs: WIF - U.S. European Command (USEUCOM) ECJ5 Directorate - UKR - PfP Program Review - U.S. European Command (USEUCOM) ECJ5 Directorate - 164 - WIF - FY20Q2",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-03-13,2,Obligations,2020,1658,1658
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854371,"U.S. Department of Defense, Institutional Capacity Building Programs: WIF PN - United States Army Europe (USAREUR) - UKR - RAPID TRIDENT 20 IPC - United States Army Europe (USAREUR) - 321 - WIF PN - FY20Q2",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-01-24,2,Obligations,2020,1459,1459
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854194,"U.S. Department of Defense, Institutional Capacity Building Programs: Partnership for Peace Consortium - DEEP UKR Odesa Naval Institute Review",Institutional Capacity Building (ICB). Odesa Naval Academy,,,2019-12-13,2,Obligations,2020,1176,1176
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854243,"U.S. Department of Defense, Institutional Capacity Building Programs: U.S. European Command (USEUCOM) ECJ5 Directorate - PfP CoordinatorOffice Supplies",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-12-31,2,Obligations,2020,1009,1009
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,109,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852669,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-12-31,2,Obligations,2020,-5592,-5592
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,135,OSD,Office of the Secretary of Defense,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,28,21x2091,"Department of the Army, Afghanistan Security Forces Fund",8,Department of the Army,ARMY,2,Military,3,Project-Type,30658,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2019,3637000000,3682665047
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1082,Foreign Military Financing Program,2,Department of State,STATE,2,Military,3,Project-Type,197043,"DOD - Foreign Military Financing (FMF) Program, Payment Waived","The amount of credit extended to a foreign government or international organization in any fiscal year for the procurement of defense articles, defense services, and design and construction services.",,,,2,Obligations,2019,3300000000,3341433779
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1082,Foreign Military Financing Program,2,Department of State,STATE,2,Military,3,Project-Type,197043,"DOD - Foreign Military Financing (FMF) Program, Payment Waived","The amount of credit extended to a foreign government or international organization in any fiscal year for the procurement of defense articles, defense services, and design and construction services.",,,,2,Obligations,2019,1300000000,1316322398
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,118,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853323,Ukraine Security Assistance Initiative (USAI) - UNSPECIFIED ACTIVITIES,"The Ukraine Security Assistance Initiative (USAI) provides security assistance and intelligence support, including training, equipment, and logistics support, supplies and services, to military and other security forces of the Government of Ukraine to enhance the capabilities of the government's military and other security forces.",,,2019-09-30,2,Obligations,2019,210412327,213054199
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1082,Foreign Military Financing Program,2,Department of State,STATE,2,Military,3,Project-Type,197043,"DOD - Foreign Military Financing (FMF) Program, Payment Waived","The amount of credit extended to a foreign government or international organization in any fiscal year for the procurement of defense articles, defense services, and design and construction services.",,,,2,Obligations,2019,70354112,71237457
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,15,CN,Office of Counternarcotics,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,160,Other Social Infrastructure and Services,16063,Narcotics control,,,4,Counter-Narcotics,16,97x0105,"Department of Defense, Drug Interdiction and Counter-Drug Activities",7,Department of Defense,DOD,2,Military,4,Technical Assistance,19992,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2019,6237000,6315310
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,115,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853215,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-06-30,2,Obligations,2019,5853240,5926731
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,115,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853214,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-03-31,2,Obligations,2019,5677573,5748859
792,TUR,Turkey,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1082,Foreign Military Financing Program,2,Department of State,STATE,2,Military,3,Project-Type,197043,"DOD - Foreign Military Financing (FMF) Program, Payment Waived","The amount of credit extended to a foreign government or international organization in any fiscal year for the procurement of defense articles, defense services, and design and construction services.",,,,2,Obligations,2019,4899135,4960647
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,115,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853216,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-09-30,2,Obligations,2019,4429851,4485471
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,109,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852793,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-09-30,2,Obligations,2019,4344781,4399333
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,18,DTRA,Defense Threat Reduction Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",1520010,Disarmament of Weapons of Mass Destruction (WMD),,,2,Combating Weapons of Mass Destruction (WMD),17,97x0134,"Department of Defense, Cooperative Threat Reduction Account",7,Department of Defense,DOD,2,Military,3,Project-Type,20103,Cooperative Threat Reduction Program: Global Nuclear Security [non-ODA],"The Global Nuclear Security (GNS) program supports the security of the global community through cooperative engagement to secure nuclear weapons, nuclear material, and high-threat radiological material in storage and transit.",,,2019-09-30,2,Obligations,2019,4013000,4063386
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1081,International Military Education and Training,2,Department of State,STATE,2,Military,4,Technical Assistance,197042,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2019,2939242,2976146
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,8,ARMY,Department of the Army,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,19,97xDEDA,Excess Defense Articles,7,Department of Defense,DOD,2,Military,3,Project-Type,21829,"DoD Excess Defense Articles, Grant Authority","DoD Excess Defense Articles, Grant Authority. CAIMAN PLUS, Quantity Delivered: 46.",,,,2,Obligations,2019,2475000,2506075
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,18,DTRA,Defense Threat Reduction Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",1520010,Disarmament of Weapons of Mass Destruction (WMD),,,2,Combating Weapons of Mass Destruction (WMD),17,97x0134,"Department of Defense, Cooperative Threat Reduction Account",7,Department of Defense,DOD,2,Military,3,Project-Type,20108,Cooperative Threat Reduction Program: Proliferation Prevention [non-ODA],"The Proliferation Prevention Program builds partner countries' capacity to interdict illicit trafficking of WMD and related components and technologies. The program develops self-sustaining, multi-agency capabilities to prevent the proliferation of WMD materials, components, and technologies across country borders. The program develops our partners' capacities in non-proliferation and counter-proliferation, border security and interdiction, disposition, and other areas related to chemical, biological, radiological, and nuclear identification, security, and consequence incident response. The program complements the assistance provided by other USG and international partners that enhance counter-smuggling capacities, enhance border security, and increase maritime domain awareness and interoperability.",,,2019-09-30,2,Obligations,2019,2000000,2025111
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,109,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852874,Global Train and Equip Program - Ukraine - Imagery Phase 1,To conduct or support programs providing training and equipment to national security forces of foreign countries for the purpose of building capacity of partner nations. The Defense Security Cooperation Agency (DSCA) provides program management. Country teams work through DoD geographic Combatant Commands (COCOMs).,,,2019-09-30,2,Obligations,2019,1989817,2014801
