incident_id,incident_date,state,city_or_county,address,no_killed,no_injured,total,year,ap_state,postal_state,full_address
2026713,2021-06-06,Utah,Salt Lake City,1359 N General Dr,1,4,5,2021,Utah,UT,"1359 N General Dr, Salt Lake City, UT"
2026123,2021-06-06,Florida,Miami (Kendall),10549 SW 109th Ct,3,6,9,2021,Fla.,FL,"10549 SW 109th Ct, Miami (Kendall), FL"
2025260,2021-06-05,Indiana,Indianapolis,7500 N Shadeland Ave,2,2,4,2021,Ind.,IN,"7500 N Shadeland Ave, Indianapolis, IN"
2025891,2021-06-04,Michigan,Muskegon,1675 E. Sherman Blvd,1,3,4,2021,Mich.,MI,"1675 E. Sherman Blvd, Muskegon, MI"
2022129,2021-05-31,Ohio,Cleveland (Garfield Heights),13000 block of Alvin Ave,1,5,6,2021,Ohio,OH,"13000 Alvin Ave, Cleveland (Garfield Heights), OH"
2019622,2021-05-30,Florida,Hialeah,7630 NW 186th St,3,20,23,2021,Fla.,FL,"7630 NW 186th St, Hialeah, FL"
2019751,2021-05-30,Alabama,Aliceville,7th Street NE,1,4,5,2021,Ala.,AL,"7th Street NE, Aliceville, AL"
2019155,2021-05-29,Texas,San Antonio,3300 block of Fallen Leaf Ln,2,2,4,2021,Texas,TX,"3300 Fallen Leaf Ln, San Antonio, TX"
2019384,2021-05-29,Missouri,Saint Louis,10466 W Florissant Ave,1,3,4,2021,Mo.,MO,"10466 W Florissant Ave, Saint Louis, MO"
2018931,2021-05-28,Florida,Miami,2022 NW 1st Ct,1,6,7,2021,Fla.,FL,"2022 NW 1st Ct, Miami, FL"
2015849,2021-05-26,Illinois,Chicago,7200 block of S Princeton Ave,1,3,4,2021,Ill.,IL,"7200 S Princeton Ave, Chicago, IL"
2015730,2021-05-26,California,San Jose,101 W Younger Ave,10,0,10,2021,Calif.,CA,"101 W Younger Ave, San Jose, CA"
2014343,2021-05-24,Michigan,Inkster,27000 block of Rosewood St,2,2,4,2021,Mich.,MI,"27000 Rosewood St, Inkster, MI"
2014381,2021-05-24,Ohio,West Jefferson,127 Jackson St,4,0,4,2021,Ohio,OH,"127 Jackson St, West Jefferson, OH"
2011569,2021-05-22,Minnesota,Minneapolis,322 N 1st Ave,2,7,9,2021,Minn.,MN,"322 N 1st Ave, Minneapolis, MN"
2012633,2021-05-22,New Jersey,Bridgeton,1029 E Commerce St,3,11,14,2021,N.J.,NJ,"1029 E Commerce St, Bridgeton, NJ"
2011610,2021-05-22,Indiana,Fort Wayne,2177 Eden St,1,4,5,2021,Ind.,IN,"2177 Eden St, Fort Wayne, IN"
2013043,2021-05-22,Ohio,Columbus,233 S Civic Center Dr,1,5,6,2021,Ohio,OH,"233 S Civic Center Dr, Columbus, OH"
2012765,2021-05-22,South Carolina,North Charleston,Piggly Wiggly Dr and W Jimtown Dr,1,14,15,2021,S.C.,SC,"Piggly Wiggly Dr and W Jimtown Dr, North Charleston, SC"
2011482,2021-05-21,New Jersey,Jersey City,16 Brinkerhoff St,2,4,6,2021,N.J.,NJ,"16 Brinkerhoff St, Jersey City, NJ"
2011077,2021-05-21,New York,Albany,1st St and Quail St,1,5,6,2021,N.Y.,NY,"1st St and Quail St, Albany, NY"
2010083,2021-05-20,Indiana,Evansville,800 block of Shadewood Ave,1,3,4,2021,Ind.,IN,"800 Shadewood Ave, Evansville, IN"
2007722,2021-05-18,California,Oakland,I-580 and Seminary Ave,2,5,7,2021,Calif.,CA,"I-580 and Seminary Ave, Oakland, CA"
2008415,2021-05-18,California,Hemet,1200 block of Valencia Ave,1,4,5,2021,Calif.,CA,"1200 Valencia Ave, Hemet, CA"
2006204,2021-05-16,Georgia,Stone Mountain,4766 Redan Rd,1,5,6,2021,Ga.,GA,"4766 Redan Rd, Stone Mountain, GA"
2005813,2021-05-16,Alabama,Birmingham,1010 18th St S,1,4,5,2021,Ala.,AL,"1010 18th St S, Birmingham, AL"
2005991,2021-05-16,Ohio,Cincinnati,7751 Reading Rd,1,3,4,2021,Ohio,OH,"7751 Reading Rd, Cincinnati, OH"
2005238,2021-05-15,District of Columbia,Washington,3900 block of Minnesota Ave NE,1,3,4,2021,,DC,"3900 Minnesota Ave NE, Washington, DC"
2005196,2021-05-15,New York,Bronx,1625 Webster Ave,1,4,5,2021,N.Y.,NY,"1625 Webster Ave, Bronx, NY"
2004666,2021-05-15,Illinois,Chicago,7800 block of S Loomis St,2,3,5,2021,Ill.,IL,"7800 S Loomis St, Chicago, IL"
2003167,2021-05-13,District of Columbia,Washington,200 block of 37th Pl SE,1,3,4,2021,,DC,"200 37th Pl SE, Washington, DC"
2003383,2021-05-13,Georgia,Augusta,201 E Telfair St,2,2,4,2021,Ga.,GA,"201 E Telfair St, Augusta, GA"
2002286,2021-05-12,Georgia,Buford,2910 Buford Dr NE,2,2,4,2021,Ga.,GA,"2910 Buford Dr NE, Buford, GA"
2002269,2021-05-12,Pennsylvania,Philadelphia,5500 block of Kingsessing Ave,1,3,4,2021,Pa.,PA,"5500 Kingsessing Ave, Philadelphia, PA"
1999909,2021-05-09,California,Los Angeles,6112 W Afton Pl,1,3,4,2021,Calif.,CA,"6112 W Afton Pl, Los Angeles, CA"
1999417,2021-05-09,Pennsylvania,Philadelphia,100 block of E Albanus St,2,3,5,2021,Pa.,PA,"100 E Albanus St, Philadelphia, PA"
1999193,2021-05-09,Arizona,Phoenix,122 N 2nd St,1,7,8,2021,Ariz.,AZ,"122 N 2nd St, Phoenix, AZ"
1999125,2021-05-09,Colorado,Colorado Springs,2828 Preakness Way,7,0,7,2021,Colo.,CO,"2828 Preakness Way, Colorado Springs, CO"
1999307,2021-05-08,California,Compton,15100 block of S Lime Ave,2,2,4,2021,Calif.,CA,"15100 S Lime Ave, Compton, CA"
1998476,2021-05-08,Maryland,Gwynn Oak (Woodlawn),7300 block of Maury Rd,4,1,5,2021,Mass.,MD,"7300 Maury Rd, Gwynn Oak (Woodlawn), MD"
1998067,2021-05-07,Missouri,Saint Louis (Kinloch),5541 Mable Ave,2,4,6,2021,Mo.,MO,"5541 Mable Ave, Saint Louis (Kinloch), MO"
1993551,2021-05-03,Michigan,Saginaw,1315 Randolph St,1,4,5,2021,Mich.,MI,"1315 Randolph St, Saginaw, MI"
1993221,2021-05-02,Maryland,Baltimore,1500 block of Washington Blvd,1,3,4,2021,Mass.,MD,"1500 Washington Blvd, Baltimore, MD"
1993664,2021-05-02,Pennsylvania,Philadelphia,5200 block of Burton St,1,3,4,2021,Pa.,PA,"5200 Burton St, Philadelphia, PA"
1992410,2021-05-01,New York,New Rochelle,Horton Ave and Brook St,1,4,5,2021,N.Y.,NY,"Horton Ave and Brook St, New Rochelle, NY"
1992469,2021-05-01,Florida,Clewiston,1117 Harlem Academy Ave,1,3,4,2021,Fla.,FL,"1117 Harlem Academy Ave, Clewiston, FL"
1992534,2021-05-01,Louisiana,New Orleans,St Bernard Ave and N Claiborne Ave,2,4,6,2021,La.,LA,"St Bernard Ave and N Claiborne Ave, New Orleans, LA"
1990821,2021-04-29,Georgia,Atlanta,2300 block of Polar Rock Terrace SW,1,5,6,2021,Ga.,GA,"2300 Polar Rock Terrace SW, Atlanta, GA"
1989840,2021-04-28,North Carolina,Boone,553 Hardaman Cir,5,0,5,2021,N.C.,NC,"553 Hardaman Cir, Boone, NC"
1988688,2021-04-27,Virginia,Richmond,4000 Midlothian Turnpike,2,3,5,2021,Va.,VA,"4000 Midlothian Turnpike, Richmond, VA"
1989023,2021-04-27,Alabama,Fairfield,200 block of Glen Crest Dr,1,4,5,2021,Ala.,AL,"200 Glen Crest Dr, Fairfield, AL"
1986770,2021-04-25,Missouri,Kansas City,E 18th St and Vine St,1,4,5,2021,Mo.,MO,"E 18th St and Vine St, Kansas City, MO"
1986593,2021-04-25,Arkansas,Little Rock,1900 E 6th St,1,3,4,2021,Ark.,AR,"1900 E 6th St, Little Rock, AR"
1984807,2021-04-22,California,San Diego,500 block of J St,1,4,5,2021,Calif.,CA,"500 J St, San Diego, CA"
1981805,2021-04-19,Texas,Houston,700 E Whitney St,2,4,6,2021,Texas,TX,"700 E Whitney St, Houston, TX"
1982020,2021-04-18,Alabama,Montgomery,2300 block of Day St,1,4,5,2021,Ala.,AL,"2300 Day St, Montgomery, AL"
1981521,2021-04-18,Michigan,Detroit,Ward Ave and W McNichols Rd,1,5,6,2021,Mich.,MI,"Ward Ave and W McNichols Rd, Detroit, MI"
1980689,2021-04-18,Wisconsin,Kenosha,1548 Sheridan Rd,3,3,6,2021,Wis.,WI,"1548 Sheridan Rd, Kenosha, WI"
1980492,2021-04-17,Ohio,Columbus,5001 Chatterton Rd,1,5,6,2021,Ohio,OH,"5001 Chatterton Rd, Columbus, OH"
1978635,2021-04-15,Indiana,Indianapolis,8951 Mirabel Rd,9,7,16,2021,Ind.,IN,"8951 Mirabel Rd, Indianapolis, IN"
1979869,2021-04-15,Louisiana,Lake Charles,4101 5th Ave,1,3,4,2021,La.,LA,"4101 5th Ave, Lake Charles, LA"
1974943,2021-04-11,Kansas,Wichita,200 block of N Battin St,1,3,4,2021,Kan.,KS,"200 N Battin St, Wichita, KS"
1974088,2021-04-10,Tennessee,Memphis,385 Western Park Dr,1,3,4,2021,Tenn.,TN,"385 Western Park Dr, Memphis, TN"
1973692,2021-04-10,Missouri,Koshkonong,US-63 and MO-F,1,3,4,2021,Mo.,MO,"US-63 and MO-F, Koshkonong, MO"
1973844,2021-04-09,Texas,Fort Worth,2000 block of SW Loop 820,1,5,6,2021,Texas,TX,"2000 SW Loop 820, Fort Worth, TX"
1972187,2021-04-08,Texas,Bryan,350 Stone City Dr,1,5,6,2021,Texas,TX,"350 Stone City Dr, Bryan, TX"
1971410,2021-04-07,South Carolina,Rock Hill,4456 Marshall Rd,7,0,7,2021,S.C.,SC,"4456 Marshall Rd, Rock Hill, SC"
1970937,2021-04-07,Wisconsin,Milwaukee,2627 W Capitol Dr,2,3,5,2021,Wis.,WI,"2627 W Capitol Dr, Milwaukee, WI"
1970245,2021-04-06,Michigan,Detroit,6100 block of Lodewyck St,1,3,4,2021,Mich.,MI,"6100 Lodewyck St, Detroit, MI"
1968887,2021-04-04,Alabama,Birmingham,3969 14th Ave N,1,5,6,2021,Ala.,AL,"3969 14th Ave N, Birmingham, AL"
1969221,2021-04-03,Texas,Allen,1517 Pine Bluff Dr,6,0,6,2021,Texas,TX,"1517 Pine Bluff Dr, Allen, TX"
1967914,2021-04-03,North Carolina,Wilmington,718 Kidder St,3,4,7,2021,N.C.,NC,"718 Kidder St, Wilmington, NC"
1966181,2021-03-31,California,Orange,202 West Lincoln Ave,4,2,6,2021,Calif.,CA,"202 West Lincoln Ave, Orange, CA"
1965890,2021-03-31,District of Columbia,Washington,1300 block of Congress St SE,2,3,5,2021,,DC,"1300 Congress St SE, Washington, DC"
1963598,2021-03-28,Maryland,Essex,1601 Middleborough Rd,5,1,6,2021,Mass.,MD,"1601 Middleborough Rd, Essex, MD"
1962686,2021-03-27,Illinois,River Grove,Belmont Ave,1,3,4,2021,Ill.,IL,"Belmont Ave, River Grove, IL"
1961753,2021-03-26,Illinois,Chicago,2515 W 79th St,1,7,8,2021,Ill.,IL,"2515 W 79th St, Chicago, IL"
1962890,2021-03-26,Tennessee,Memphis,500 block of Arrington Ave,3,2,5,2021,Tenn.,TN,"500 Arrington Ave, Memphis, TN"
1960283,2021-03-23,Alabama,Aliceville,1st Ave SW and 15th St,2,2,4,2021,Ala.,AL,"1st Ave SW and 15th St, Aliceville, AL"
1958652,2021-03-22,Colorado,Boulder,3600 Table Mesa Dr,10,1,11,2021,Colo.,CO,"3600 Table Mesa Dr, Boulder, CO"
1959549,2021-03-22,Michigan,Detroit,13300 block of Davidson St,1,3,4,2021,Mich.,MI,"13300 Davidson St, Detroit, MI"
1957226,2021-03-20,Texas,Dallas,10333 Technology Blvd,1,7,8,2021,Texas,TX,"10333 Technology Blvd, Dallas, TX"
1957252,2021-03-20,Pennsylvania,Philadelphia,4234 Germantown Ave,1,5,6,2021,Pa.,PA,"4234 Germantown Ave, Philadelphia, PA"
1954379,2021-03-16,Georgia,Acworth,6468 Hwy 92,8,1,9,2021,Ga.,GA,"6468 Hwy 92, Acworth, GA"
1954950,2021-03-16,Arizona,Phoenix,6215 W Elm St,4,1,5,2021,Ariz.,AZ,"6215 W Elm St, Phoenix, AZ"
1953309,2021-03-15,Indiana,Indianapolis,2300 block of N Harding St,1,4,5,2021,Ind.,IN,"2300 N Harding St, Indianapolis, IN"
1952281,2021-03-14,Illinois,Chicago,6798 block of S South Chicago Ave,2,13,15,2021,Ill.,IL,"6798 S South Chicago Ave, Chicago, IL"
1951738,2021-03-13,Virginia,Richmond,5100 block of Richmond Henrico Tpke,2,4,6,2021,Va.,VA,"5100 Richmond Henrico Tpke, Richmond, VA"
1951681,2021-03-13,Florida,Orlando,200 block of Ring Rd,1,3,4,2021,Fla.,FL,"200 Ring Rd, Orlando, FL"
1952161,2021-03-13,Indiana,Indianapolis,300 block of N Randolph St,4,1,5,2021,Ind.,IN,"300 N Randolph St, Indianapolis, IN"
1951476,2021-03-12,North Carolina,Greensboro,100 block of Huffman St,1,3,4,2021,N.C.,NC,"100 Huffman St, Greensboro, NC"
1950346,2021-03-11,New Mexico,Ohkay Owingeh,89 Co Rd 56,1,3,4,2021,N.M.,NM,"89 Co Rd 56, Ohkay Owingeh, NM"
1950471,2021-03-11,Pennsylvania,Philadelphia,1400 block of N 76th St,2,2,4,2021,Pa.,PA,"1400 N 76th St, Philadelphia, PA"
1949977,2021-03-10,Texas,Houston,6300 Ranchester Dr,3,1,4,2021,Texas,TX,"6300 Ranchester Dr, Houston, TX"
1948233,2021-03-08,Florida,Clearwater,US-19 ALT and Drew St,1,3,4,2021,Fla.,FL,"US-19 ALT and Drew St, Clearwater, FL"
1945999,2021-03-06,North Carolina,Fayetteville,200 block of Shads Ford Blvd,1,4,5,2021,N.C.,NC,"200 Shads Ford Blvd, Fayetteville, NC"
1947241,2021-03-06,California,Yuba City,Countryside Dr and Littlejohn Dr,2,3,5,2021,Calif.,CA,"Countryside Dr and Littlejohn Dr, Yuba City, CA"
1946991,2021-03-05,California,Compton,600 block of N Long Beach Blvd,1,4,5,2021,Calif.,CA,"600 N Long Beach Blvd, Compton, CA"
1943986,2021-03-03,Pennsylvania,Erie,2105 Buffalo Rd,2,3,5,2021,Pa.,PA,"2105 Buffalo Rd, Erie, PA"
1941382,2021-02-28,Ohio,Cincinnati,3600 block of Idlewild Ave,3,3,6,2021,Ohio,OH,"3600 Idlewild Ave, Cincinnati, OH"
1940190,2021-02-27,Mississippi,Pattison,Pattison-Tillman Rd,2,3,5,2021,Miss.,MS,"Pattison-Tillman Rd, Pattison, MS"
1940069,2021-02-26,Texas,Houston,8708 Beechnut St,1,5,6,2021,Texas,TX,"8708 Beechnut St, Houston, TX"
1939958,2021-02-26,California,San Diego,841 S 45th St,1,3,4,2021,Calif.,CA,"841 S 45th St, San Diego, CA"
1934704,2021-02-21,Missouri,Kennett,1615 1st St,1,4,5,2021,Mo.,MO,"1615 1st St, Kennett, MO"
1934225,2021-02-20,Pennsylvania,Norristown (East Norriton),2912 Swede Rd,1,4,5,2021,Pa.,PA,"2912 Swede Rd, Norristown (East Norriton), PA"
1934077,2021-02-20,Louisiana,Metairie,6719 Airline Dr,3,2,5,2021,La.,LA,"6719 Airline Dr, Metairie, LA"
1933975,2021-02-20,Colorado,Grand Junction,1000 block of Teller Ave,1,3,4,2021,Colo.,CO,"1000 Teller Ave, Grand Junction, CO"
1934181,2021-02-20,Illinois,Springfield,1100 block of S Grand Ave W,1,4,5,2021,Ill.,IL,"1100 S Grand Ave W, Springfield, IL"
1932479,2021-02-18,Louisiana,Baton Rouge,2047 N Foster Dr,1,3,4,2021,La.,LA,"2047 N Foster Dr, Baton Rouge, LA"
1930463,2021-02-16,Florida,Saint Petersburg,2968 Emerson Ave S,3,1,4,2021,Fla.,FL,"2968 Emerson Ave S, Saint Petersburg, FL"
1928205,2021-02-13,North Carolina,Cary,101 Reed St,1,3,4,2021,N.C.,NC,"101 Reed St, Cary, NC"
1926742,2021-02-11,Georgia,Columbus,2001 South Lumpkin Rd,1,4,5,2021,Ga.,GA,"2001 South Lumpkin Rd, Columbus, GA"
1924338,2021-02-09,Minnesota,Buffalo,755 Crossroads Campus Dr,1,4,5,2021,Minn.,MN,"755 Crossroads Campus Dr, Buffalo, MN"
1921939,2021-02-06,Tennessee,Murfreesboro,Ewing Blvd and West St,1,4,5,2021,Tenn.,TN,"Ewing Blvd and West St, Murfreesboro, TN"
1921768,2021-02-06,Illinois,Bloomingdale,250 W Schick Rd,1,5,6,2021,Ill.,IL,"250 W Schick Rd, Bloomingdale, IL"
1922354,2021-02-06,Washington,Tacoma,3634 E McKinley Ave,1,3,4,2021,Wash.,WA,"3634 E McKinley Ave, Tacoma, WA"
1921641,2021-02-05,Pennsylvania,Mohnton,360 E Wyomissing Ave,1,3,4,2021,Pa.,PA,"360 E Wyomissing Ave, Mohnton, PA"
1924951,2021-02-05,Mississippi,Benoit,1017 Lake Bolivar Rd,3,1,4,2021,Miss.,MS,"1017 Lake Bolivar Rd, Benoit, MS"
1920771,2021-02-04,North Carolina,High Point,2912 W English Rd,2,3,5,2021,N.C.,NC,"2912 W English Rd, High Point, NC"
1919399,2021-02-03,Tennessee,Memphis,800 block of Olympic St,1,3,4,2021,Tenn.,TN,"800 Olympic St, Memphis, TN"
1919696,2021-02-03,Colorado,Oak Creek,200 block of Wild Hogg Dr,3,2,5,2021,Colo.,CO,"200 Wild Hogg Dr, Oak Creek, CO"
1917918,2021-02-02,Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,3,3,6,2021,Fla.,FL,"10100 Reflections Blvd W, Fort Lauderdale (Sunrise), FL"
1917909,2021-02-02,Oklahoma,Muskogee,903 Indiana St,6,1,7,2021,Okla.,OK,"903 Indiana St, Muskogee, OK"
1917661,2021-02-01,New York,Rochester,400 block of Lyell Avenue,1,3,4,2021,N.Y.,NY,"400 Lyell Avenue, Rochester, NY"
1916374,2021-01-30,New York,Albany,200 block of Central Ave,1,4,5,2021,N.Y.,NY,"200 Central Ave, Albany, NY"
1914798,2021-01-29,Pennsylvania,Mc Kees Rocks (Mckees Rocks),824 Island Ave,2,3,5,2021,Pa.,PA,"824 Island Ave, Mc Kees Rocks (Mckees Rocks), PA"
1914942,2021-01-28,Michigan,Flint,1900 block of Tebo St,1,4,5,2021,Mich.,MI,"1900 Tebo St, Flint, MI"
1911026,2021-01-25,District of Columbia,Washington,1406 Good Hope Rd SE,1,4,5,2021,,DC,"1406 Good Hope Rd SE, Washington, DC"
1910136,2021-01-24,Indiana,Indianapolis,3540 Adams St,5,1,6,2021,Ind.,IN,"3540 Adams St, Indianapolis, IN"
1908542,2021-01-21,California,Oakland,107th Ave and Apricot St,1,3,4,2021,Calif.,CA,"107th Ave and Apricot St, Oakland, CA"
1904036,2021-01-17,Arizona,Phoenix,2236 E University Dr,1,6,7,2021,Ariz.,AZ,"2236 E University Dr, Phoenix, AZ"
1898261,2021-01-09,Illinois,Evanston,100 Asbury Ave,6,2,8,2021,Ill.,IL,"100 Asbury Ave, Evanston, IL"
1897878,2021-01-09,Texas,Houston,5828 Martin Luther King Blvd,1,3,4,2021,Texas,TX,"5828 Martin Luther King Blvd, Houston, TX"
1896384,2021-01-06,Texas,Livingston,201 Maple Ln,2,2,4,2021,Texas,TX,"201 Maple Ln, Livingston, TX"
1896252,2021-01-06,Virginia,Manassas,10010 Ellis Rd,3,3,6,2021,Va.,VA,"10010 Ellis Rd, Manassas, VA"
1893601,2021-01-03,Louisiana,Shreveport,6900 block of Jewella Ave,2,3,5,2021,La.,LA,"6900 Jewella Ave, Shreveport, LA"
1893877,2021-01-03,California,Santa Barbara,1200 block of Liberty St,2,2,4,2021,Calif.,CA,"1200 Liberty St, Santa Barbara, CA"
1893327,2021-01-03,Texas,Houston,2900 Travis St,1,4,5,2021,Texas,TX,"2900 Travis St, Houston, TX"
1892704,2021-01-01,Texas,Amarillo,2650 Dumas Dr,1,3,4,2021,Texas,TX,"2650 Dumas Dr, Amarillo, TX"
1892114,2021-01-01,Iowa,Sioux City,2637 S Walker St,1,4,5,2021,Iowa,IA,"2637 S Walker St, Sioux City, IA"
1891461,2020-12-31,Indiana,Indianapolis,8215 Center Run Road,1,3,4,2020,Ind.,IN,"8215 Center Run Road, Indianapolis, IN"
1886913,2020-12-26,Florida,Tampa,N 20th St and E 7th Ave,2,2,4,2020,Fla.,FL,"N 20th St and E 7th Ave, Tampa, FL"
1887059,2020-12-26,Massachusetts,Lynn,Washington St and Quincy Ter,1,5,6,2020,Maine,MA,"Washington St and Quincy Ter, Lynn, MA"
1886849,2020-12-26,Florida,Miami,NW 61st St and NW 13th Ave,1,3,4,2020,Fla.,FL,"NW 61st St and NW 13th Ave, Miami, FL"
1886974,2020-12-26,Illinois,Rockford,4007 E State St,3,3,6,2020,Ill.,IL,"4007 E State St, Rockford, IL"
1886372,2020-12-25,Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,1,4,5,2020,Fla.,FL,"Martin Luther King Jr Blvd and N Seacrest Blvd, Boynton Beach, FL"
1886721,2020-12-25,Arkansas,Atkins,5180 Pine Ridge Rd,5,0,5,2020,Ark.,AR,"5180 Pine Ridge Rd, Atkins, AR"
1886141,2020-12-24,Florida,Lakeland,1500 block of Amos Ave,1,4,5,2020,Fla.,FL,"1500 Amos Ave, Lakeland, FL"
1885251,2020-12-22,Mississippi,Meridian,Jeffrey Acres Rd,5,0,5,2020,Miss.,MS,"Jeffrey Acres Rd, Meridian, MS"
1882214,2020-12-20,Connecticut,Bridgeport,456 Connecticut Ave,2,2,4,2020,Conn.,CT,"456 Connecticut Ave, Bridgeport, CT"
1876727,2020-12-13,West Virginia,Elkview,1384 Cemetery Hill Dr,4,0,4,2020,W.Va.,WV,"1384 Cemetery Hill Dr, Elkview, WV"
1876552,2020-12-12,Maryland,Hyattsville (Landover),8600 block of Old Ardmore Rd,2,2,4,2020,Mass.,MD,"8600 Old Ardmore Rd, Hyattsville (Landover), MD"
1876231,2020-12-12,New York,Copiague,2336 Great Neck Rd,2,2,4,2020,N.Y.,NY,"2336 Great Neck Rd, Copiague, NY"
1877043,2020-12-12,California,San Bernardino,900 block of N Sierra Way,1,3,4,2020,Calif.,CA,"900 N Sierra Way, San Bernardino, CA"
1908063,2020-12-08,West Virginia,Williamsburg,611 Flynns Creek Rd,6,0,6,2020,W.Va.,WV,"611 Flynns Creek Rd, Williamsburg, WV"
1873798,2020-12-08,Louisiana,Lacombe,28399 Palmer Dr,2,3,5,2020,La.,LA,"28399 Palmer Dr, Lacombe, LA"
1871627,2020-12-05,California,Hayward,25000 block of Eldridge Ave,1,3,4,2020,Calif.,CA,"25000 Eldridge Ave, Hayward, CA"
1867006,2020-12-01,Pennsylvania,Morrisville,1 Makefield Rd,1,3,4,2020,Pa.,PA,"1 Makefield Rd, Morrisville, PA"
1866100,2020-11-30,Alaska,Palmer,335 N Valley Way,4,0,4,2020,Alaska,AK,"335 N Valley Way, Palmer, AK"
1865110,2020-11-29,Tennessee,Memphis,3492 W Metropolitan Cir,2,3,5,2020,Tenn.,TN,"3492 W Metropolitan Cir, Memphis, TN"
1863726,2020-11-28,South Carolina,Aiken,1695 Richland Ave E,1,10,11,2020,S.C.,SC,"1695 Richland Ave E, Aiken, SC"
1862947,2020-11-27,Georgia,Macon,425 Cherry St,1,5,6,2020,Ga.,GA,"425 Cherry St, Macon, GA"
1862603,2020-11-26,Nevada,Henderson,870 E Lake Mead Pkwy,1,5,6,2020,Nev.,NV,"870 E Lake Mead Pkwy, Henderson, NV"
1859186,2020-11-22,Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3,4,2020,La.,LA,"9232 Chef Menteur Hwy, New Orleans, LA"
1858455,2020-11-22,Illinois,Chicago,700 block of E 101st St,1,3,4,2020,Ill.,IL,"700 E 101st St, Chicago, IL"
1859390,2020-11-22,New York,Brooklyn,15 Albany Ave,1,6,7,2020,N.Y.,NY,"15 Albany Ave, Brooklyn, NY"
1858965,2020-11-21,Nebraska,Bellevue,1307 Cornhusker Rd,2,2,4,2020,Neb.,NE,"1307 Cornhusker Rd, Bellevue, NE"
1857947,2020-11-21,Arizona,Phoenix,35th Ave and Earll Dr,1,4,5,2020,Ariz.,AZ,"35th Ave and Earll Dr, Phoenix, AZ"
1856417,2020-11-19,Florida,Haines City,422 N 15th St,1,3,4,2020,Fla.,FL,"422 N 15th St, Haines City, FL"
1855276,2020-11-18,Texas,Houston,11614 Manor Park Dr,3,2,5,2020,Texas,TX,"11614 Manor Park Dr, Houston, TX"
1853089,2020-11-15,Georgia,Jonesboro,500 Block of Museum Cir,2,2,4,2020,Ga.,GA,"500 Block of Museum Cir, Jonesboro, GA"
1852363,2020-11-14,California,Riverside,La Sierra Avenue and Tin Mine Road,2,3,5,2020,Calif.,CA,"La Sierra Avenue and Tin Mine Road, Riverside, CA"
1852604,2020-11-14,South Carolina,Sumter,1008 Marilyn Ave,3,1,4,2020,S.C.,SC,"1008 Marilyn Ave, Sumter, SC"
1850981,2020-11-12,Florida,Tampa,1200 block of E Palifox St,2,4,6,2020,Fla.,FL,"1200 E Palifox St, Tampa, FL"
1849308,2020-11-10,Florida,Tampa,N 50th St and Sligh Ave,1,7,8,2020,Fla.,FL,"N 50th St and Sligh Ave, Tampa, FL"
1845690,2020-11-07,South Carolina,Rock Hill,241 Albright Rd,1,3,4,2020,S.C.,SC,"241 Albright Rd, Rock Hill, SC"
1845477,2020-11-06,Louisiana,New Orleans,8622 Belfast St,2,2,4,2020,La.,LA,"8622 Belfast St, New Orleans, LA"
1844573,2020-11-05,Ohio,Toledo,2125 Parkwood Ave,3,2,5,2020,Ohio,OH,"2125 Parkwood Ave, Toledo, OH"
1842362,2020-11-03,Nevada,Henderson,1445 Stonelake Cove Ave,4,1,5,2020,Nev.,NV,"1445 Stonelake Cove Ave, Henderson, NV"
1840364,2020-11-01,Oklahoma,Oklahoma City,10601 S Western Ave,1,3,4,2020,Okla.,OK,"10601 S Western Ave, Oklahoma City, OK"
1840310,2020-11-01,New Jersey,Atlantic City,2721 Arctic Ave,1,4,5,2020,N.J.,NJ,"2721 Arctic Ave, Atlantic City, NJ"
1841432,2020-11-01,North Carolina,Winston Salem (Winston-salem),3900 block of Glen Hi Rd,1,3,4,2020,N.C.,NC,"3900 Glen Hi Rd, Winston Salem (Winston-salem), NC"
1840600,2020-11-01,Arizona,Tucson,2500 block of E Aerospace Pkwy,2,2,4,2020,Ariz.,AZ,"2500 E Aerospace Pkwy, Tucson, AZ"
1839112,2020-10-30,Maryland,Waldorf,2177 Crain Hwy,1,3,4,2020,Mass.,MD,"2177 Crain Hwy, Waldorf, MD"
1839065,2020-10-30,Illinois,Chicago,11613 S Vincennes Ave,1,3,4,2020,Ill.,IL,"11613 S Vincennes Ave, Chicago, IL"
1837429,2020-10-28,New Jersey,Newark,381 S 6th St,1,3,4,2020,N.J.,NJ,"381 S 6th St, Newark, NJ"
1835030,2020-10-25,Texas,San Antonio,2800 block of W Hutchins Pl,1,3,4,2020,Texas,TX,"2800 W Hutchins Pl, San Antonio, TX"
1834280,2020-10-25,North Carolina,Raleigh,1731 Trawick Rd,1,3,4,2020,N.C.,NC,"1731 Trawick Rd, Raleigh, NC"
1834216,2020-10-25,Texas,Fort Worth,1900 block of Carver Ave,2,3,5,2020,Texas,TX,"1900 Carver Ave, Fort Worth, TX"
1834617,2020-10-24,Mississippi,Greenwood,W Martin Luther King Dr,2,8,10,2020,Miss.,MS,"W Martin Luther King Dr, Greenwood, MS"
