incident_id,incident_date,state,city_or_county,address,no_killed,no_injured,total,year,ap_state,postal_state,full_address
1324279,2019-02-11,Texas,Livingston,3628 FM 3126,5,0,5,2019,Texas,TX,"3628 FM 3126, Livingston, TX"
1320286,2019-02-03,California,Palm Springs,E Sunny Dunes Rd and El Placer Rd,4,0,4,2019,Calif.,CA,"E Sunny Dunes Rd and El Placer Rd, Palm Springs, CA"
1312284,2019-01-26,Louisiana,Gonzales,42350 Church Point Rd,5,0,5,2019,La.,LA,"42350 Church Point Rd, Gonzales, LA"
1310397,2019-01-24,Georgia,Rockmart,319 Williamson St,4,1,5,2019,Ga.,GA,"319 Williamson St, Rockmart, GA"
1310775,2019-01-24,Pennsylvania,State College,1450 S Atherton St,4,1,5,2019,Pa.,PA,"1450 S Atherton St, State College, PA"
1309114,2019-01-23,Florida,Sebring,1901 US 27 S,5,0,5,2019,Fla.,FL,"1901 US 27 S, Sebring, FL"
1305538,2019-01-19,Florida,Jacksonville,11445 Brian Lakes Drive,3,2,5,2019,Fla.,FL,"11445 Brian Lakes Drive, Jacksonville, FL"
1305294,2019-01-19,Texas,Houston,7041 Sherman St,3,2,5,2019,Texas,TX,"7041 Sherman St, Houston, TX"
1303486,2019-01-17,Kentucky,Owensboro,940 Audubon Ave,3,1,4,2019,Ky.,KY,"940 Audubon Ave, Owensboro, KY"
1303303,2019-01-16,California,Palmdale,Ranch Center Dr and 40th St W,3,1,4,2019,Calif.,CA,"Ranch Center Dr and 40th St W, Palmdale, CA"
1292684,2019-01-04,Virginia,Hurt,3197 Shula Dr,3,2,5,2019,Va.,VA,"3197 Shula Dr, Hurt, VA"
1293054,2019-01-04,California,Torrance,22501 Hawthorne Blvd,3,4,7,2019,Calif.,CA,"22501 Hawthorne Blvd, Torrance, CA"
1289686,2018-12-31,Ohio,Cleveland,4462 Denison Ave,3,2,5,2018,Ohio,OH,"4462 Denison Ave, Cleveland, OH"
1287286,2018-12-28,Missouri,Saint Charles,150 Whetstone Dr,4,1,5,2018,Mo.,MO,"150 Whetstone Dr, Saint Charles, MO"
1261351,2018-11-22,Indiana,Fort Wayne,6100 block of Downingtown Dr,3,2,5,2018,Ind.,IN,"6100 Downingtown Dr, Fort Wayne, IN"
1258804,2018-11-19,Pennsylvania,Philadelphia,5100 block of Malcolm St,4,0,4,2018,Pa.,PA,"5100 Malcolm St, Philadelphia, PA"
1257508,2018-11-16,Arkansas,Little Rock,4405 W 14th St,3,1,4,2018,Ark.,AR,"4405 W 14th St, Little Rock, AR"
1256435,2018-11-14,Louisiana,Baton Rouge,4896 Gus Young Ave,3,1,4,2018,La.,LA,"4896 Gus Young Ave, Baton Rouge, LA"
1254225,2018-11-13,New Mexico,Gallup,CR 1 and Defiance Draw Rd,4,1,5,2018,N.M.,NM,"CR 1 and Defiance Draw Rd, Gallup, NM"
1254084,2018-11-12,North Carolina,Dunn,4640 Woods Crossroads Rd,3,1,4,2018,N.C.,NC,"4640 Woods Crossroads Rd, Dunn, NC"
1253361,2018-11-11,Arizona,Globe,598 N Broad St,3,1,4,2018,Ariz.,AZ,"598 N Broad St, Globe, AZ"
1249561,2018-11-07,California,Thousand Oaks,99 Rolling Oaks Dr,13,2,15,2018,Calif.,CA,"99 Rolling Oaks Dr, Thousand Oaks, CA"
1246489,2018-11-02,Florida,Tallahassee,1950 Thomasville Rd,3,4,7,2018,Fla.,FL,"1950 Thomasville Rd, Tallahassee, FL"
1245274,2018-11-01,Missouri,Springfield,906 E Locust St,3,2,5,2018,Mo.,MO,"906 E Locust St, Springfield, MO"
1241819,2018-10-27,Pennsylvania,Pittsburgh,5898 Wilkins Ave,11,7,18,2018,Pa.,PA,"5898 Wilkins Ave, Pittsburgh, PA"
1233663,2018-10-15,Tennessee,Columbia,1075 Carters Creek Pike,5,0,5,2018,Tenn.,TN,"1075 Carters Creek Pike, Columbia, TN"
1233563,2018-10-14,Nevada,Las Vegas,2815 W Lake Mead Blvd,3,1,4,2018,Nev.,NV,"2815 W Lake Mead Blvd, Las Vegas, NV"
1232288,2018-10-13,Texas,Taft,511 Wilburn St,4,1,5,2018,Texas,TX,"511 Wilburn St, Taft, TX"
1217150,2018-09-24,Tennessee,Memphis,1528 Ragan St,3,2,5,2018,Tenn.,TN,"1528 Ragan St, Memphis, TN"
1213926,2018-09-20,Maryland,Aberdeen,1501 Perryman Rd,4,3,7,2018,Mass.,MD,"1501 Perryman Rd, Aberdeen, MD"
1211659,2018-09-17,Maryland,Silver Spring,123 Amberleigh Dr,4,1,5,2018,Mass.,MD,"123 Amberleigh Dr, Silver Spring, MD"
1209006,2018-09-12,California,Bakersfield,660 Manwell Blvd,6,0,6,2018,Calif.,CA,"660 Manwell Blvd, Bakersfield, CA"
1204538,2018-09-06,Ohio,Cincinnati,511 Walnut St,4,2,6,2018,Ohio,OH,"511 Walnut St, Cincinnati, OH"
1196028,2018-08-26,Florida,Jacksonville,2 Independent Dr,3,9,12,2018,Fla.,FL,"2 Independent Dr, Jacksonville, FL"
1185520,2018-08-12,California,Clearlake,4786 Yarrington Ct,4,1,5,2018,Calif.,CA,"4786 Yarrington Ct, Clearlake, CA"
1174190,2018-07-28,Louisiana,New Orleans,3400 S Claiborne Ave,3,7,10,2018,La.,LA,"3400 S Claiborne Ave, New Orleans, LA"
1173476,2018-07-27,Texas,Robstown,603 East Ave J,5,0,5,2018,Texas,TX,"603 East Ave J, Robstown, TX"
1160253,2018-07-09,Delaware,Wilmington,2709 Ferris Rd,5,0,5,2018,Del.,DE,"2709 Ferris Rd, Wilmington, DE"
1158826,2018-07-07,Alabama,Wetumpka,135 Granite Way,3,2,5,2018,Ala.,AL,"135 Granite Way, Wetumpka, AL"
1156528,2018-07-05,California,Los Angeles,1600 block of W. 2nd Street,3,3,6,2018,Calif.,CA,"1600 W. 2nd Street, Los Angeles, CA"
1151584,2018-06-28,Maryland,Annapolis,888 Bestgate Rd,5,0,5,2018,Mass.,MD,"888 Bestgate Rd, Annapolis, MD"
1144852,2018-06-18,Illinois,Bloomington,311 Riley Dr,3,1,4,2018,Ill.,IL,"311 Riley Dr, Bloomington, IL"
1138324,2018-06-11,Florida,Orlando,4932 Eaglesmere Dr,6,0,6,2018,Fla.,FL,"4932 Eaglesmere Dr, Orlando, FL"
1134378,2018-06-05,Florida,Jacksonville,Town Center Pkwy,3,1,4,2018,Fla.,FL,"Town Center Pkwy, Jacksonville, FL"
1129432,2018-05-31,South Carolina,Timmonsville,544 Chaney Grove Rd,3,2,5,2018,S.C.,SC,"544 Chaney Grove Rd, Timmonsville, SC"
1118785,2018-05-18,Texas,Santa Fe,16000 Hwy 6,10,13,23,2018,Texas,TX,"16000 Hwy 6, Santa Fe, TX"
1116705,2018-05-16,Texas,Ponder,610 Lone Star Park Ln,5,1,6,2018,Texas,TX,"610 Lone Star Park Ln, Ponder, TX"
1115051,2018-05-13,California,Stockton,2436 Belleview St,3,2,5,2018,Calif.,CA,"2436 Belleview St, Stockton, CA"
1100852,2018-04-25,Missouri,Saint Louis,1151 Northdale Dr,3,1,4,2018,Mo.,MO,"1151 Northdale Dr, Saint Louis, MO"
1096826,2018-04-22,Tennessee,Antioch,3571 Murfreesboro Pike,4,3,7,2018,Tenn.,TN,"3571 Murfreesboro Pike, Antioch, TN"
1095043,2018-04-18,North Carolina,Asheville,73 Hansel Ave,4,3,7,2018,N.C.,NC,"73 Hansel Ave, Asheville, NC"
1066594,2018-03-09,North Carolina,Wadesboro,1300 E Caswell St,3,1,4,2018,N.C.,NC,"1300 E Caswell St, Wadesboro, NC"
1057518,2018-02-26,Michigan,Detroit,22700 Fenkell Ave,5,0,5,2018,Mich.,MI,"22700 Fenkell Ave, Detroit, MI"
1049217,2018-02-14,Florida,Pompano Beach (Parkland),5901 Pine Island Rd,17,17,34,2018,Fla.,FL,"5901 Pine Island Rd, Pompano Beach (Parkland), FL"
1047761,2018-02-11,Michigan,Detroit,19432 Lamont St,4,3,7,2018,Mich.,MI,"19432 Lamont St, Detroit, MI"
1046961,2018-02-10,Kentucky,Paintsville,413 Mill St,5,0,5,2018,Ky.,KY,"413 Mill St, Paintsville, KY"
1044234,2018-02-07,Florida,Lake Worth (Lantana),I-95 and W Lantana Rd,3,3,6,2018,Fla.,FL,"I-95 and W Lantana Rd, Lake Worth (Lantana), FL"
1038429,2018-01-28,Pennsylvania,Reading,123 S 3rd St,4,0,4,2018,Pa.,PA,"123 S 3rd St, Reading, PA"
1037529,2018-01-28,Pennsylvania,Melcroft,1301 Indian Creek Valley Rd,5,0,5,2018,Pa.,PA,"1301 Indian Creek Valley Rd, Melcroft, PA"
1025673,2018-01-12,Tennessee,Nashville,2614 Jenkins Ct,3,2,5,2018,Tenn.,TN,"2614 Jenkins Ct, Nashville, TN"
1018118,2017-12-31,New Jersey,Long Branch,635 Wall St,4,0,4,2017,N.J.,NJ,"635 Wall St, Long Branch, NJ"
987611,2017-11-14,California,Corning,17357 Stagecoach Rd,6,12,18,2017,Calif.,CA,"17357 Stagecoach Rd, Corning, CA"
980577,2017-11-05,Texas,Sutherland Springs,216 4th St,27,20,47,2017,Texas,TX,"216 4th St, Sutherland Springs, TX"
962359,2017-10-18,Maryland,Edgewood,2111 Emmorton Park Rd,3,3,6,2017,Mass.,MD,"2111 Emmorton Park Rd, Edgewood, MD"
957562,2017-10-11,Ohio,Pedro,15497 SR 93,4,0,4,2017,Ohio,OH,"15497 SR 93, Pedro, OH"
952720,2017-10-05,Arizona,Casa Grande,400 block of W 13th Street,4,0,4,2017,Ariz.,AZ,"400 W 13th Street, Casa Grande, AZ"
945990,2017-10-01,Kansas,Lawrence,1000 block of Massachusetts St,3,2,5,2017,Kan.,KS,"1000 Massachusetts St, Lawrence, KS"
946496,2017-10-01,Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441,500,2017,Nev.,NV,"3950 Las Vegas Blvd S, Las Vegas, NV"
933957,2017-09-15,Illinois,Chicago,4700 block of S Fairfield Ave,4,0,4,2017,Ill.,IL,"4700 S Fairfield Ave, Chicago, IL"
930569,2017-09-10,Texas,Plano,1712 West Spring Creek Parkway,9,1,10,2017,Texas,TX,"1712 West Spring Creek Parkway, Plano, TX"
920513,2017-08-24,Missouri,Saint Louis,10400 block of Balmoral Dr,4,0,4,2017,Mo.,MO,"10400 Balmoral Dr, Saint Louis, MO"
917820,2017-08-21,North Carolina,Whitakers,980 Fishing Creek Rd,4,0,4,2017,N.C.,NC,"980 Fishing Creek Rd, Whitakers, NC"
906509,2017-08-04,Montana,Lodge Grass,200 block of North Helen Street,3,2,5,2017,Mont.,MT,"200 North Helen Street, Lodge Grass, MT"
883058,2017-07-05,Maine,Madison,300 block of Russell Rd,4,1,5,2017,Md.,ME,"300 Russell Rd, Madison, ME"
870095,2017-06-18,Missouri,Saint Louis,1900 block of N 14th St,3,2,5,2017,Mo.,MO,"1900 N 14th St, Saint Louis, MO"
868363,2017-06-15,New Mexico,La Madera,491 NM-111,5,0,5,2017,N.M.,NM,"491 NM-111, La Madera, NM"
866933,2017-06-14,California,San Francisco,720 San Bruno,4,2,6,2017,Calif.,CA,"720 San Bruno, San Francisco, CA"
861307,2017-06-06,Utah,Sandy,2232 Alta Canyon Drive,3,2,5,2017,Utah,UT,"2232 Alta Canyon Drive, Sandy, UT"
859875,2017-06-05,Florida,Orlando,2427 Forsyth Rd,6,0,6,2017,Fla.,FL,"2427 Forsyth Rd, Orlando, FL"
858719,2017-06-03,Louisiana,New Orleans,3717 Tulane Ave,3,2,5,2017,La.,LA,"3717 Tulane Ave, New Orleans, LA"
857443,2017-06-01,Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1,4,2017,Mo.,MO,"Beacon Ave and Lillian Ave, Saint Louis, MO"
853756,2017-05-27,Mississippi,Bogue Chitto,2871 Lee Dr,8,1,9,2017,Miss.,MS,"2871 Lee Dr, Bogue Chitto, MS"
845364,2017-05-16,South Carolina,Ruffin,21785 Lowcountry Hwy,3,1,4,2017,S.C.,SC,"21785 Lowcountry Hwy, Ruffin, SC"
839846,2017-05-09,Kansas,Kansas City,1900 block of S. Boeke,3,1,4,2017,Kan.,KS,"1900 S. Boeke, Kansas City, KS"
832528,2017-04-30,Kansas,Topeka,4104 SW 28th,4,1,5,2017,Kan.,KS,"4104 SW 28th, Topeka, KS"
813821,2017-04-07,Texas,Houston,3829 Mount Pleasant St,5,0,5,2017,Texas,TX,"3829 Mount Pleasant St, Houston, TX"
813877,2017-04-07,North Carolina,Hickory,1423 29th Ave Dr NE,3,1,4,2017,N.C.,NC,"1423 29th Ave Dr NE, Hickory, NC"
813943,2017-04-07,Minnesota,Saint Paul,1600 block of English St,4,1,5,2017,Minn.,MN,"1600 English St, Saint Paul, MN"
810756,2017-04-03,Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1,4,2017,Pa.,PA,"1100 W Stiles St, Philadelphia, PA"
807618,2017-03-30,Illinois,Chicago,2704 E 75th St,4,0,4,2017,Ill.,IL,"2704 E 75th St, Chicago, IL"
800363,2017-03-22,Wisconsin,Rothschild,1133 E Grand Ave,5,0,5,2017,Wis.,WI,"1133 E Grand Ave, Rothschild, WI"
797125,2017-03-18,Michigan,Detroit,16000 block of Rutherford,3,2,5,2017,Mich.,MI,"16000 Rutherford, Detroit, MI"
794468,2017-03-15,Louisiana,Metairie,2508 Pasadena Ave,3,1,4,2017,La.,LA,"2508 Pasadena Ave, Metairie, LA"
791274,2017-03-10,Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,4,2017,La.,LA,"4200 Touro St, New Orleans (Gentilly), LA"
779582,2017-02-21,Mississippi,Toomsuba,Butts Road,4,0,4,2017,Miss.,MS,"Butts Road, Toomsuba, MS"
775531,2017-02-15,Illinois,Chicago,3949 South Albany Avenue,3,2,5,2017,Ill.,IL,"3949 South Albany Avenue, Chicago, IL"
771826,2017-02-09,Mississippi,Jackson,3150 Robinson Road,4,0,4,2017,Miss.,MS,"3150 Robinson Road, Jackson, MS"
768243,2017-02-06,Mississippi,Yazoo City,11th Street,4,0,4,2017,Miss.,MS,"11th Street, Yazoo City, MS"
1025158,2017-01-27,Washington,Bremerton,Tenino Dr W,4,0,4,2017,Wash.,WA,"Tenino Dr W, Bremerton, WA"
757158,2017-01-22,Texas,Manvel,200 block of Oak Shore Dr,3,2,5,2017,Texas,TX,"200 Oak Shore Dr, Manvel, TX"
757001,2017-01-22,Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1,4,2017,Ga.,GA,"2841 Greenbriar Pkwy SW, Atlanta, GA"
752249,2017-01-15,Colorado,Capulin,County Road Y,3,1,4,2017,Colo.,CO,"County Road Y, Capulin, CO"
749361,2017-01-12,Missouri,Kansas City,8607 E 61st Terrace,3,2,5,2017,Mo.,MO,"8607 E 61st Terrace, Kansas City, MO"
743995,2017-01-06,Florida,Fort Lauderdale,100 Terminal Dr,5,6,11,2017,Fla.,FL,"100 Terminal Dr, Fort Lauderdale, FL"
742542,2017-01-04,California,Fontana,14520 Village Dr,3,1,4,2017,Calif.,CA,"14520 Village Dr, Fontana, CA"
734157,2016-12-25,Illinois,Chicago,8600 block of S Maryland Ave,3,4,7,2016,Ill.,IL,"8600 S Maryland Ave, Chicago, IL"
733176,2016-12-24,North Carolina,Wilson,2241 Banks Lane East,4,0,4,2016,N.C.,NC,"2241 Banks Lane East, Wilson, NC"
727759,2016-12-17,Illinois,Chicago (Roseland),100 block of W 105th St,5,0,5,2016,Ill.,IL,"100 W 105th St, Chicago (Roseland), IL"
725323,2016-12-09,Texas,Channelview,15300 block of Market,4,0,4,2016,Texas,TX,"15300 Market, Channelview, TX"
719128,2016-12-05,New Mexico,Albuquerque,1532 Stagecoach Lane,4,1,5,2016,N.M.,NM,"1532 Stagecoach Lane, Albuquerque, NM"
699605,2016-11-13,Florida,Jacksonville,5105 Cleveland Rd,3,2,5,2016,Fla.,FL,"5105 Cleveland Rd, Jacksonville, FL"
700232,2016-11-13,California,San Diego,3800 block of Marlborough Avenue,3,2,5,2016,Calif.,CA,"3800 Marlborough Avenue, San Diego, CA"
689020,2016-10-30,Maryland,Capitol Heights,6862 Walker Mill Rd,3,3,6,2016,Mass.,MD,"6862 Walker Mill Rd, Capitol Heights, MD"
686312,2016-10-27,Georgia,Jackson,600 block of Moccasin Gap Road,4,0,4,2016,Ga.,GA,"600 Moccasin Gap Road, Jackson, GA"
676663,2016-10-15,California,Los Angeles,2918 Rimpau Blvd,4,11,15,2016,Calif.,CA,"2918 Rimpau Blvd, Los Angeles, CA"
669777,2016-10-04,Louisiana,New Orleans,3727 Ulloa Street,3,2,5,2016,La.,LA,"3727 Ulloa Street, New Orleans, LA"
668279,2016-10-01,Illinois,Pembroke Township,17250E Road,4,0,4,2016,Ill.,IL,"17250E Road, Pembroke Township, IL"
661703,2016-09-23,Washington,Burlington,201 Cascade Mall Dr,5,0,5,2016,Wash.,WA,"201 Cascade Mall Dr, Burlington, WA"
654087,2016-09-13,Indiana,Fort Wayne,1723 E Wayne St,3,2,5,2016,Ind.,IN,"1723 E Wayne St, Fort Wayne, IN"
652642,2016-09-11,Indiana,Fort Wayne,3006 Holton Avenue,3,1,4,2016,Ind.,IN,"3006 Holton Avenue, Fort Wayne, IN"
651957,2016-09-08,Texas,Del Valle,8330 Linden Rd,4,0,4,2016,Texas,TX,"8330 Linden Rd, Del Valle, TX"
634819,2016-08-20,Alabama,Citronelle,Jim Platt Road,5,0,5,2016,Ala.,AL,"Jim Platt Road, Citronelle, AL"
623195,2016-08-06,Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,5,0,5,2016,Pa.,PA,"51 Winding Brook Drive, Reading (Sinking Spring), PA"
617789,2016-07-31,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1,4,2016,Fla.,FL,"Southwest 203rd Terrace and 115th Avenue, Miami, FL"
616948,2016-07-30,Washington,Mukilteo,10009 Chennault Beach,3,1,4,2016,Wash.,WA,"10009 Chennault Beach, Mukilteo, WA"
610379,2016-07-23,Texas,Bastrop,202 Childers Drive,4,1,5,2016,Texas,TX,"202 Childers Drive, Bastrop, TX"
604762,2016-07-17,Louisiana,Baton Rouge,9611 Airline Hwy,5,2,7,2016,La.,LA,"9611 Airline Hwy, Baton Rouge, LA"
604207,2016-07-15,Washington,Woodland,4006 NW 417th Street,3,1,4,2016,Wash.,WA,"4006 NW 417th Street, Woodland, WA"
603475,2016-07-14,Texas,Crosby,400 block of Pecan Avenue,3,1,4,2016,Texas,TX,"400 Pecan Avenue, Crosby, TX"
600398,2016-07-11,Michigan,Saint Joseph,811 Port St,3,2,5,2016,Mich.,MI,"811 Port St, Saint Joseph, MI"
597756,2016-07-07,Texas,Dallas,800 Main St,5,9,14,2016,Texas,TX,"800 Main St, Dallas, TX"
595069,2016-07-04,Texas,Houston,1312 Robin,3,2,5,2016,Texas,TX,"1312 Robin, Houston, TX"
592207,2016-06-29,Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,5,0,5,2016,Nev.,NV,"6100 West Lake Mead Boulevard, Las Vegas, NV"
589488,2016-06-27,Oregon,Woodburn,13436 Killiam Loop NE,3,1,4,2016,Ore.,OR,"13436 Killiam Loop NE, Woodburn, OR"
587769,2016-06-24,Maryland,District Heights,3100 block of Orleans Ave,3,2,5,2016,Mass.,MD,"3100 Orleans Ave, District Heights, MD"
585821,2016-06-22,Washington,Olympia,500 block of Dutterow Road SE,3,1,4,2016,Wash.,WA,"500 Dutterow Road SE, Olympia, WA"
577157,2016-06-12,Florida,Orlando,1912 S Orange Ave,50,53,103,2016,Fla.,FL,"1912 S Orange Ave, Orlando, FL"
577073,2016-06-11,California,Panorama City,8500 block of Cedros Avenue,3,2,5,2016,Calif.,CA,"8500 Cedros Avenue, Panorama City, CA"
577574,2016-06-11,New Mexico,Roswell,2300 block of Davis Ave,5,0,5,2016,N.M.,NM,"2300 Davis Ave, Roswell, NM"
572696,2016-06-05,Florida,Cape Coral,2600 block of Skyline Boulevard S,3,3,6,2016,Fla.,FL,"2600 Skyline Boulevard S, Cape Coral, FL"
571859,2016-06-04,Colorado,Denver,3600 block of Hudson Street,3,1,4,2016,Colo.,CO,"3600 Hudson Street, Denver, CO"
560782,2016-05-17,South Carolina,Ravenel,5360 Savannah Highway,3,1,4,2016,S.C.,SC,"5360 Savannah Highway, Ravenel, SC"
565244,2016-05-15,Georgia,Moultrie,Rossman Dairy Road,5,0,5,2016,Ga.,GA,"Rossman Dairy Road, Moultrie, GA"
554133,2016-05-06,Maryland,Bethesda,7101 Democracy Blvd,3,3,6,2016,Mass.,MD,"7101 Democracy Blvd, Bethesda, MD"
549071,2016-04-27,Mississippi,Kilmichael,Pecan Drive,3,1,4,2016,Miss.,MS,"Pecan Drive, Kilmichael, MS"
546244,2016-04-23,Alabama,Auburn,1200 block of Lee Road 83,3,1,4,2016,Ala.,AL,"1200 Lee Road 83, Auburn, AL"
546022,2016-04-22,Georgia,Appling,3162 Johnson Drive,6,0,6,2016,Ga.,GA,"3162 Johnson Drive, Appling, GA"
545525,2016-04-22,Ohio,Piketon,4077 Union Hill Rd,8,0,8,2016,Ohio,OH,"4077 Union Hill Rd, Piketon, OH"
541996,2016-04-17,Pennsylvania,Philadelphia,600 block of Westmoreland Street,3,1,4,2016,Pa.,PA,"600 Westmoreland Street, Philadelphia, PA"
519541,2016-03-09,Pennsylvania,Pittsburgh (Wilkinsburg),1304 Franklin Ave,6,2,8,2016,Pa.,PA,"1304 Franklin Ave, Pittsburgh (Wilkinsburg), PA"
518436,2016-03-07,Kansas,Kansas City,3000 block of South 36th Street,5,0,5,2016,Kan.,KS,"3000 South 36th Street, Kansas City, KS"
512073,2016-02-26,Washington,Belfair,300 block of Horseshoe Rd,5,0,5,2016,Wash.,WA,"300 Horseshoe Rd, Belfair, WA"
511436,2016-02-25,Kansas,Hesston,200 S Ridge Rd,4,14,18,2016,Kan.,KS,"200 S Ridge Rd, Hesston, KS"
509897,2016-02-23,Arizona,Glendale,4812 West Sunnyside Ave,5,0,5,2016,Ariz.,AZ,"4812 West Sunnyside Ave, Glendale, AZ"
508640,2016-02-20,Michigan,Kalamazoo,5581 Cracker Barrel Blvd,6,2,8,2016,Mich.,MI,"5581 Cracker Barrel Blvd, Kalamazoo, MI"
590221,2016-02-19,Missouri,Edgerton,4100 block of Buena Vista Road,4,0,4,2016,Mo.,MO,"4100 Buena Vista Road, Edgerton, MO"
495940,2016-01-30,Arizona,Glendale,67th and Missouri Avenue,3,5,8,2016,Ariz.,AZ,"67th and Missouri Avenue, Glendale, AZ"
494378,2016-01-27,Virginia,Chesapeake,1401 N. George Washington Hwy,6,0,6,2016,Va.,VA,"1401 N. George Washington Hwy, Chesapeake, VA"
479613,2016-01-06,Florida,Lakeland,2312 East Magnolia Street,3,1,4,2016,Fla.,FL,"2312 East Magnolia Street, Lakeland, FL"
456893,2015-12-02,California,San Bernardino,1365 South Waterman Ave,16,19,35,2015,Calif.,CA,"1365 South Waterman Ave, San Bernardino, CA"
454059,2015-11-27,Colorado,Colorado Springs,3480 Centennial Blvd,3,9,12,2015,Colo.,CO,"3480 Centennial Blvd, Colorado Springs, CO"
452007,2015-11-23,Ohio,Columbus,90 block of S Terrace Ave,4,1,5,2015,Ohio,OH,"90 S Terrace Ave, Columbus, OH"
448653,2015-11-16,Alabama,Cedar Bluff,1460 County Rd 664,3,1,4,2015,Ala.,AL,"1460 County Rd 664, Cedar Bluff, AL"
448419,2015-11-15,Texas,Tennessee Colony,800 block of An County Rd 2217,5,0,5,2015,Texas,TX,"800 An County Rd 2217, Tennessee Colony, TX"
446996,2015-11-13,Florida,Jacksonville,1300 block of South Shirley Oaks Drive,4,1,5,2015,Fla.,FL,"1300 South Shirley Oaks Drive, Jacksonville, FL"
440743,2015-11-02,South Carolina,Pendleton,2217 Refuge Road,4,0,4,2015,S.C.,SC,"2217 Refuge Road, Pendleton, SC"
423223,2015-10-01,Oregon,Roseburg,1140 Umpqua College Rd,10,9,19,2015,Ore.,OR,"1140 Umpqua College Rd, Roseburg, OR"
422064,2015-09-28,Illinois,Chicago,300 block of West 42nd Street,3,2,5,2015,Ill.,IL,"300 West 42nd Street, Chicago, IL"
418318,2015-09-17,South Dakota,Geddes,36705 379th Street,6,0,6,2015,S.D.,SD,"36705 379th Street, Geddes, SD"
412040,2015-09-07,Minnesota,Excelsior,Channel Drive,5,0,5,2015,Minn.,MN,"Channel Drive, Excelsior, MN"
404238,2015-08-29,Tennessee,Bristol,618 Henson Road,3,2,5,2015,Tenn.,TN,"618 Henson Road, Bristol, TN"
399564,2015-08-22,New Mexico,Roswell,302 East Reed Street,3,1,4,2015,N.M.,NM,"302 East Reed Street, Roswell, NM"
398361,2015-08-19,New York,Rochester,500 Genesee St,3,4,7,2015,N.Y.,NY,"500 Genesee St, Rochester, NY"
390526,2015-08-08,Texas,Houston,2211 Falling Oaks,8,0,8,2015,Texas,TX,"2211 Falling Oaks, Houston, TX"
390050,2015-08-07,Vermont,Barre,3182 Airport Rd,4,0,4,2015,Vt.,VT,"3182 Airport Rd, Barre, VT"
380162,2015-07-23,Louisiana,Lafayette,3141 Johnson Street,3,9,12,2015,La.,LA,"3141 Johnson Street, Lafayette, LA"
379166,2015-07-22,Georgia,Suwanee,5500 block of Old Atlanta Road,5,0,5,2015,Ga.,GA,"5500 Old Atlanta Road, Suwanee, GA"
375022,2015-07-16,Tennessee,Chattanooga,4051 Amnicola Hwy,6,2,8,2015,Tenn.,TN,"4051 Amnicola Hwy, Chattanooga, TN"
374630,2015-07-15,South Carolina,Holly Hill,7050 Old State Road,4,1,5,2015,S.C.,SC,"7050 Old State Road, Holly Hill, SC"
370474,2015-07-07,Maryland,Baltimore,900 block of West Fayette Street,3,1,4,2015,Mass.,MD,"900 West Fayette Street, Baltimore, MD"
359830,2015-06-17,South Carolina,Charleston,110 Calhoun Street,9,0,9,2015,S.C.,SC,"110 Calhoun Street, Charleston, SC"
357164,2015-06-13,Ohio,Columbus,1623 E. Hudson Street,4,1,5,2015,Ohio,OH,"1623 E. Hudson Street, Columbus, OH"
353854,2015-06-07,Montana,Deer Lodge,Boulder Creek Road,5,0,5,2015,Mont.,MT,"Boulder Creek Road, Deer Lodge, MT"
351936,2015-06-03,New York,Wyandanch,Davidson Street,3,1,4,2015,N.Y.,NY,"Davidson Street, Wyandanch, NY"
350182,2015-05-31,Georgia,Conyers,4669 Bell Road SE,3,2,5,2015,Ga.,GA,"4669 Bell Road SE, Conyers, GA"
350163,2015-05-31,Ohio,Cleveland,16209 block of Laverne Avenue,3,1,4,2015,Ohio,OH,"16209 Laverne Avenue, Cleveland, OH"
341622,2015-05-17,Texas,Waco,4671 S Jack Kultgen Fwy,9,18,27,2015,Texas,TX,"4671 S Jack Kultgen Fwy, Waco, TX"
339229,2015-05-12,Arizona,Tucson,800 block of West Calle Medina Road,5,0,5,2015,Ariz.,AZ,"800 West Calle Medina Road, Tucson, AZ"
333750,2015-05-03,Wisconsin,Menasha,Friendship Trail,4,1,5,2015,Wis.,WI,"Friendship Trail, Menasha, WI"
324424,2015-04-16,Arizona,Phoenix,4300 block of East Anderson Drive,5,0,5,2015,Ariz.,AZ,"4300 East Anderson Drive, Phoenix, AZ"
312119,2015-03-24,Indiana,Indianapolis,3100 block of North Harding Street,4,0,4,2015,Ind.,IN,"3100 North Harding Street, Indianapolis, IN"
308687,2015-03-17,California,Stockton,748 N Madison St,3,4,7,2015,Calif.,CA,"748 N Madison St, Stockton, CA"
300860,2015-03-04,California,San Bernardino,190 block of W Club Center Dr,3,4,7,2015,Calif.,CA,"190 W Club Center Dr, San Bernardino, CA"
298122,2015-02-26,Missouri,Tyrone,18279 Highway H,8,1,9,2015,Mo.,MO,"18279 Highway H, Tyrone, MO"
