dish,phonetic,korean,post_url,thumbnail_url,image_url
Sweet potato rice,Goguma-bap,고구마밥,https://www.maangchi.com/recipe/gogumabap,https://www.maangchi.com/wp-content/uploads/2012/10/sweetpoato-rice-bowl-150x150.jpg,
Braised saury,Kkongchi-jorim,꽁치조림,https://www.maangchi.com/recipe/kkongchi-jorim,https://www.maangchi.com/wp-content/uploads/2012/09/kkongchijorim-pot1-150x150.jpg,
Spicy bellflower root side dish,Doraji-muchim,도라지무침,https://www.maangchi.com/recipe/doraji-muchim,https://www.maangchi.com/wp-content/uploads/2012/08/spicy-bellflower-roots-150x150.jpg,
Cold eggplant side dish,Gaji-naengguk,가지냉국,https://www.maangchi.com/recipe/gajinaengguk,https://www.maangchi.com/wp-content/uploads/2012/08/bowl1-150x150.jpg,
Easy braised beef short ribs,Makgalbi-jjim,막갈비찜,https://www.maangchi.com/recipe/makgalbi-jjim,https://www.maangchi.com/wp-content/uploads/2012/06/galbijjim-150x150.jpg,
Seasoned acorn jelly,Dotorimuk-muchim,도토리묵무침,https://www.maangchi.com/recipe/dotorimuk-muchim,https://www.maangchi.com/wp-content/uploads/2012/06/bowl-150x150.jpg,
Radish water kimchi,Dongchimi,동치미,https://www.maangchi.com/recipe/dongchimi,https://www.maangchi.com/wp-content/uploads/2012/05/dongchimisticks-150x150.jpg,
Squid soup,Ojingeo-guk,오징어국,https://www.maangchi.com/recipe/ojingeo-guk,https://www.maangchi.com/wp-content/uploads/2012/03/squidsoupbowl-150x150.jpg,
Ponytail kimchi,Chonggak-kimchi,총각김치,https://www.maangchi.com/recipe/chonggak-kimchi,https://www.maangchi.com/wp-content/uploads/2012/02/chonggak-kimchi-150x150.jpg,
Spicy radish and beef soup,Maeun muguk,매운 무국,https://www.maangchi.com/recipe/maeun-muguk,https://www.maangchi.com/wp-content/uploads/2012/01/closeup-150x150.jpg,
Traditional-style spicy braised chicken,Dakbokkeumtang,닭볶음탕,https://www.maangchi.com/recipe/traditional-dakbokkeumtang,https://www.maangchi.com/wp-content/uploads/2011/12/chicken21-150x150.jpg,
Steamed egg in an earthenware bowl,Ttukbaegi gyeranjjim,뚝배기 계란찜,https://www.maangchi.com/recipe/ttukbaegi-gyeranjjim,https://www.maangchi.com/wp-content/uploads/2011/11/steamed-eggs-1-150x150.jpg,
Mapa tofu,Mapadubu,마파두부,https://www.maangchi.com/recipe/mapadubu,https://www.maangchi.com/wp-content/uploads/2011/09/closeup12-150x150.jpg,
Braised mackerel with radish,Godeungeo-mujorim,고등어무조림,https://www.maangchi.com/recipe/godeungeo-jorim,https://www.maangchi.com/wp-content/uploads/2011/08/plate21-150x150.jpg,
Cubed radish kimchi,Kkakdugi,깍두기,https://www.maangchi.com/recipe/kkakdugi,https://www.maangchi.com/wp-content/uploads/2011/08/1plate-150x150.jpg,
Steamed shishito peppers,Kkwarigochu-jjim,꽈리고추찜,https://www.maangchi.com/recipe/kkwarigochu-jjim,https://www.maangchi.com/wp-content/uploads/2011/07/kkwarigochu-150x150.jpg,
Seasoned seaweed,Doljaban-muchim,돌자반무침,https://www.maangchi.com/recipe/doljaban-muchim,https://www.maangchi.com/wp-content/uploads/2011/07/a-plate-of-gimjaban-150x150.jpg,
Pollock pancake,Dongtaejeon,동태전,https://www.maangchi.com/recipe/dongtaejeon,https://www.maangchi.com/wp-content/uploads/2011/06/pollock_pancake-150x150.jpg,
Tuna pancake,Chamchijeon,참치전,https://www.maangchi.com/recipe/tuna-pancakes,https://www.maangchi.com/wp-content/uploads/2011/05/plate2-150x150.jpg,
Mung bean sprout and cucumber side dish,Sukju-oi-namul,숙주오이나물,https://www.maangchi.com/recipe/sukju-oi-namul,https://www.maangchi.com/wp-content/uploads/2011/05/plate-150x150.jpg,
Mugwort soup,Ssukguk,쑥국,https://www.maangchi.com/recipe/ssukguk,https://www.maangchi.com/wp-content/uploads/2011/04/ssukguk-150x150.jpg,
Spicy raw fish soup,Mulhoe,물회,https://www.maangchi.com/recipe/mulhoe,https://www.maangchi.com/wp-content/uploads/2011/03/chopsticks-150x150.jpg,
Emergency kimchi,Yangbaechu-kimchi,양배추김치,https://www.maangchi.com/recipe/yangbaechu-kimchi,https://www.maangchi.com/wp-content/uploads/2011/03/emergency-kimchi2-150x150.jpg,
Green chili pepper pancake,Gochujeon,고추전,https://www.maangchi.com/recipe/gochujeon,https://www.maangchi.com/wp-content/uploads/2011/02/gochujeoncircle-150x150.jpg,
Aster scaber side dish,Chwinamul,취나물,https://www.maangchi.com/recipe/chwinamul,https://www.maangchi.com/wp-content/uploads/2011/01/plate-150x150.jpg,
Soybean paste based dipping sauce for raw fish,Doenjang-banga,된장방아,https://www.maangchi.com/recipe/doenjang-banga,https://www.maangchi.com/wp-content/uploads/2010/12/rawfish-with-sauce-150x150.jpg,
Ox-bone soup,Seolleongtang,설렁탕,https://www.maangchi.com/recipe/seolleongtang,https://www.maangchi.com/wp-content/uploads/2010/11/bone-soup1-150x150.jpg,
Fermented squid side dish,Ojingeojeot,오징어젓,https://www.maangchi.com/recipe/ojingeojeot,https://www.maangchi.com/wp-content/uploads/2010/11/ojingeojeot-tube-150x150.jpg,
Collard greens side dish,Collard greens banchan,콜라드그린 반찬,https://www.maangchi.com/recipe/collard-greens-side-dish,https://www.maangchi.com/wp-content/uploads/2010/09/2-in-a-plate-150x150.jpg,
Radish salad,Musaengchae,무생채,https://www.maangchi.com/recipe/musaengchae,https://www.maangchi.com/wp-content/uploads/2010/09/plate-1-150x150.jpg,
Spicy stir-fried pork,Dwaejigogi-bokkeum,돼지고기볶음,https://www.maangchi.com/recipe/dwaejigogi-bokkeum,https://www.maangchi.com/wp-content/uploads/2010/09/spicy-stir-fried-pork-youtube-150x150.jpg,
Grilled mackerel,Godeungeo-gui,고등어구이,https://www.maangchi.com/recipe/godeungeo-gui,https://www.maangchi.com/wp-content/uploads/2010/07/grilledM1-150x150.jpg,
Grandma-style kimchi pancake,Kimchijeon,김치전,https://www.maangchi.com/recipe/grandma-kimchijeon,https://www.maangchi.com/wp-content/uploads/2015/05/kimchi-pancake-150x150.jpg,
Dried pollock soup,Bugeoguk,북어국,https://www.maangchi.com/recipe/bugeoguk,https://www.maangchi.com/wp-content/uploads/2010/06/bugeokguk-youtube-150x150.jpg,
Sautéed sea plant,Miyeokjulgi-bokkeum,미역줄기볶음,https://www.maangchi.com/recipe/miyeok-julgi-bokkeum,https://www.maangchi.com/wp-content/uploads/2010/05/plate21-150x150.jpg,
Seasoned dried shredded squid,Ojingeochae-muchim,오징어채무침,https://www.maangchi.com/recipe/ojingeochae-muchim,https://www.maangchi.com/wp-content/uploads/2010/04/ojingeochaemuchim-youtube-150x150.jpg,
Soybean sprout side dish,Kongnamul-muchim,콩나물무침,https://www.maangchi.com/recipe/kongnamul-muchim,https://www.maangchi.com/wp-content/uploads/2010/04/kongnamulmuchim_plate-150x150.jpg,
Seasoned raw beef,Yukhoe,육회,https://www.maangchi.com/recipe/yukhoe,https://www.maangchi.com/wp-content/uploads/2010/04/seasoned-rawbeef-150x150.jpg,
Ground soybean stew,Kongbiji-jjigae,콩비지찌개,https://www.maangchi.com/recipe/kongbiji-jjigae,https://www.maangchi.com/wp-content/uploads/2010/02/kongbijijjigae-youtube-150x150.jpg,
Mung bean jelly side dishes,Cheongpomuk-muchim,청포묵무침,https://www.maangchi.com/recipe/cheongpomuk-muchim,https://www.maangchi.com/wp-content/uploads/2010/01/bigplate-150x150.jpg,
Soybean paste soup with cabbage,Baechu-doenjangguk,배추된장국,https://www.maangchi.com/recipe/baechu-doenjang-guk,https://www.maangchi.com/wp-content/uploads/2024/02/cabbage-doenjangguk-150x150.jpg,
Pan fried tofu with spicy sauce,Dububuchim-yangnyeomjang,두부부침양념장,https://www.maangchi.com/recipe/dububuchim-yangnyeomjang,https://www.maangchi.com/wp-content/uploads/2009/09/dububuchim-150x150.jpg,
Cucumber pickles,Oijangajji,오이장아찌,https://www.maangchi.com/recipe/oijangajji,https://www.maangchi.com/wp-content/uploads/2009/08/oijangajjimuchim2-150x150.jpg,
Perilla leaf kimchi,Kkaenip-kimchi,깻잎김치,https://www.maangchi.com/recipe/kkaennip-kimchi,https://www.maangchi.com/wp-content/uploads/2009/08/kimchi-in-container-150x150.jpg,
Perilla leaf pickles,Kkaennip-jangajji,깻잎장아찌,https://www.maangchi.com/recipe/kkaennip-jangajji,https://www.maangchi.com/wp-content/uploads/2009/08/pickle-150x150.jpg,
Braised beef with eggs & peppers in soy sauce ,Jangjorim,장조림,https://www.maangchi.com/recipe/jangjorim-with-eggs,https://www.maangchi.com/wp-content/uploads/2013/04/jangjorim-150x150.jpg,
Broccoli pickles,Brokoli pikeul,"브로콜리 피클, 브로콜리 장아찌",https://www.maangchi.com/recipe/broccoli-pickles,https://www.maangchi.com/wp-content/uploads/2009/05/jar-150x150.jpg,
Spicy stir-fried fish cakes,Eomuk-bokkeum,어묵볶음,https://www.maangchi.com/recipe/uhmook-bokkeum,https://www.maangchi.com/wp-content/uploads/2009/04/eomukbokkeum_plate-150x150.jpg,
Non spicy soybean sprout soup,An-maeun kongnamulguk,안매운 콩나물국,https://www.maangchi.com/recipe/an-maeun-kongnamulguk,https://www.maangchi.com/wp-content/uploads/2009/03/kongnamulgook-notspicy-150x150.jpg,
Soybean sprout soup,Kongnamulguk,콩나물국,https://www.maangchi.com/recipe/kongnamulguk,https://www.maangchi.com/wp-content/uploads/2009/03/kongnamulguk-tube-150x150.jpg,
Cooked radish side dish,Muwoonamul,"무우나물, 무나물",https://www.maangchi.com/recipe/muwoonamul,https://www.maangchi.com/wp-content/uploads/2009/01/muwoonamul-150x150.jpg,
Spicy mixed-up seafood noodle soup,Jjamppong,짬뽕,https://www.maangchi.com/recipe/jjamppong,https://www.maangchi.com/wp-content/uploads/2008/11/jjamppong-youtube-150x150.jpg,
Eggplant sidedish,Gaji-namul,가지나물,https://www.maangchi.com/recipe/gaji-namul,https://www.maangchi.com/wp-content/uploads/2008/10/gajinamul1-150x150.jpg,
Spicy fish stew,Maeuntang,매운탕,https://www.maangchi.com/recipe/maeuntang,https://www.maangchi.com/wp-content/uploads/2008/09/maeuntang-1-150x150.jpg,
Braised beef short ribs,Galbi-jjim,갈비찜,https://www.maangchi.com/recipe/galbi-jjim,https://www.maangchi.com/wp-content/uploads/2008/09/galbijjim-scaled-150x150.jpg,
Cold cucumber soup side dish,Oi-naengguk,오이냉국,https://www.maangchi.com/recipe/oi-naengguk,https://www.maangchi.com/wp-content/uploads/2008/08/oi-naengguk-150x150.jpg,
Steamed egg side dish,Gyeranjjim,계란찜,https://www.maangchi.com/recipe/gyeranjjim,https://www.maangchi.com/wp-content/uploads/2008/07/gyeranjjim-150x150.jpg,
Rolled omelette,Gyeran-mari,계란말이,https://www.maangchi.com/recipe/gyeran-mari,https://www.maangchi.com/wp-content/uploads/2008/07/gyeranmari-1-150x150.jpg,
Stir-fried dried anchovies and peanuts ,Myeolchi-ttangkong-bokkeum,멸치땅콩볶음,https://www.maangchi.com/recipe/myeolchi-bokkeum,https://www.maangchi.com/wp-content/uploads/2008/06/myeolchi-bokkeum-150x150.jpg,
Young summer radish water kimchi,Yeolmu mulkimchi,열무 물김치,https://www.maangchi.com/recipe/yeolmu-mulkimchi,https://www.maangchi.com/wp-content/uploads/2008/05/yeolmukimchi-bowl-728922-150x150.jpg,
Stir-fried shredded potato ,Gamjachae-bokkeum,감자채볶음,https://www.maangchi.com/recipe/gamjachae-bokkeum,https://www.maangchi.com/wp-content/uploads/2008/04/potatosidedish-150x150.jpg,
Potato & soy sauce side dish,Gamja-bokkeum,감자조림,https://www.maangchi.com/recipe/gamja-bokkeum,https://www.maangchi.com/wp-content/uploads/2008/04/gamjaweb-150x150.jpg,
Easy bulgogi,Mak-bulgogi,막불고기,https://www.maangchi.com/recipe/easy-bulgogi,https://www.maangchi.com/wp-content/uploads/2008/03/easybulgogi-150x150.jpg,
Spicy soft tofu stew with seafood,Haemul sundubu-jjigae,해물 순두부찌개,https://www.maangchi.com/recipe/haemul-sundubu-jjigae,https://www.maangchi.com/wp-content/uploads/2008/02/sundubujjigae-seafood-150x150.jpg,
Braised soybeans,Kongjorim,콩조림,https://www.maangchi.com/recipe/kongjorim,https://www.maangchi.com/wp-content/uploads/2008/02/kongjorimweb-150x150.jpg,
Chive pancake,Buchujeon,부추전,https://www.maangchi.com/recipe/buchujeon,https://www.maangchi.com/wp-content/uploads/2008/02/buchujeon-1-150x150.jpg,
Spicy stuffed cucumber kimchi,Oisobagi kimchi,오이소박이 김치,https://www.maangchi.com/recipe/oisobagi-kimchi,https://www.maangchi.com/wp-content/uploads/2008/01/oisobagi6-150x150.jpg,
Sweet & sour seaweed salad,Miyeok-muchim,미역무침,https://www.maangchi.com/recipe/miyeok-muchim,https://www.maangchi.com/wp-content/uploads/2007/12/miyeok-naengchae-150x150.jpg,
Seaweed soup with beef,Soegogi miyeokguk,쇠고기 미역국,https://www.maangchi.com/recipe/miyeokguk,https://www.maangchi.com/wp-content/uploads/2007/12/miyeokguk-soup-150x150.jpg,
Kimchi stew,Kimchi-jjigae,김치찌개,https://www.maangchi.com/recipe/kimchi-jjigae,https://www.maangchi.com/wp-content/uploads/2007/11/kimchijjigae1-150x150.jpg,
Spicy beef and vegetable soup,Yukgaejang,육개장,https://www.maangchi.com/recipe/yukgaejang,https://www.maangchi.com/wp-content/uploads/2007/11/yukgaejang-1-150x150.jpg,
Spinach side dish,Sigeumchi-namul,시금치나물,https://www.maangchi.com/recipe/sigumchi-namul,https://www.maangchi.com/wp-content/uploads/2007/09/spinach-side-dish-1-150x150.jpg,
Vegetable pancake,Yachaejeon,야채전,https://www.maangchi.com/recipe/yachaejeon,https://www.maangchi.com/wp-content/uploads/2007/08/yachaejeon-1-150x150.jpg,
Sweet potato starch noodles stir fried with vegetables,Japchae,잡채,https://www.maangchi.com/recipe/japchae,https://www.maangchi.com/wp-content/uploads/2007/07/japchae_plate-150x150.jpg,
Napa cabbage kimchi and radish kimchi,"Baechu-kimchi, kkakdugi","배추김치, 깍두기",https://www.maangchi.com/recipe/napa-cabbage-kimchi,https://www.maangchi.com/wp-content/uploads/2013/03/baechukimchi-150x150.jpg,
Breaded cod fillets,Daegujeon,대구전,https://www.maangchi.com/recipe/daegu-jeon,https://www.maangchi.com/wp-content/uploads/2007/07/codjeonweb-150x150.jpg,
Mixed green salad,Gutjuli,겉절이,https://www.maangchi.com/recipe/gutjuli,,
Fermented soybean paste stew mixed with fresh salad,Doenjang-jjigae geotjeori bibimbap,된장찌개 겉절이 비빔밥,https://www.maangchi.com/recipe/doenjang-jjigae-geotjeori-bibimbap,https://www.maangchi.com/wp-content/uploads/2007/07/doenjangjjigaepot-150x150.jpg,
Spicy stir fried squid,Ojingeo-bokkeum,오징어볶음,https://www.maangchi.com/recipe/ojingeo-bokkeum,https://www.maangchi.com/wp-content/uploads/2007/04/ojingeo-bokkeum-150x150.jpg,
