hospital,hospital_subtype,ccn,week,county,fips,total_beds,total_staffed_adult_icu_beds,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
College Hospital Costa Mesa,Short Term,050543,2021-02-12,Orange,059,139.0,0.0,0.0,0.0,,4.0,122.0,0.03,Southern California
Memorialcare Orange Coast Medical Center,Short Term,050678,2021-02-12,Orange,059,237.0,36.0,12.0,5.0,0.86,40.0,143.0,0.28,Southern California
Orange County Global Medical Center,Short Term,050746,2021-02-12,Orange,059,280.0,39.0,7.0,7.0,0.82,22.0,156.0,0.14,Southern California
Garden Grove Hospital & Medical Center,Short Term,050230,2021-02-12,Orange,059,65.0,12.0,12.0,0.0,1.0,30.0,45.0,0.67,Southern California
Fountain Valley Regional Hospital & Medical Center,Short Term,050570,2021-02-12,Orange,059,198.0,39.0,18.0,3.0,0.92,61.0,190.0,0.32,Southern California
Placentia Linda Hospital,Short Term,050589,2021-02-12,Orange,059,37.0,12.0,1.0,8.0,0.33,10.0,34.0,0.29,Southern California
Kaiser Foundation Hospital - Orange County - Anahe,Short Term,050609,2021-02-12,Orange,059,453.0,49.0,26.0,7.0,0.86,80.0,283.0,0.28,Southern California
Anaheim Global Medical Center,Short Term,050744,2021-02-12,Orange,059,189.0,22.0,6.0,13.0,0.41,14.0,106.0,0.13,Southern California
Chapman Global Medical Center,Short Term,050745,2021-02-12,Orange,059,114.0,12.0,4.0,6.0,0.5,5.0,56.0,0.09,Southern California
Los Alamitos Medical Center,Short Term,050551,2021-02-12,Orange,059,148.0,17.0,8.0,0.0,1.0,38.0,140.0,0.27,Southern California
Hoag Memorial Hospital Presbyterian,Short Term,050224,2021-02-12,Orange,059,415.0,54.0,23.0,11.0,0.8,57.0,381.0,0.15,Southern California
Providence St. Jude Medical Center,Short Term,050168,2021-02-12,Orange,059,304.0,49.0,13.0,2.0,0.96,76.0,239.0,0.32,Southern California
Sutter Auburn Faith Hospital,Short Term,050498,2021-02-12,Placer,061,64.0,8.0,1.0,6.0,0.25,3.0,33.0,0.09,Greater Sacramento
Kaiser Foundation Hospital - Roseville,Short Term,050772,2021-02-12,Placer,061,327.0,22.0,11.0,0.0,1.0,50.0,313.0,0.16,Greater Sacramento
Sutter Roseville Medical Center,Short Term,050309,2021-02-12,Placer,061,391.0,56.0,8.0,7.0,0.88,31.0,315.0,0.1,Greater Sacramento
Eastern Plumas Hospital - Portola Campus,Critical Access Hospitals,051300,2021-02-12,Plumas,063,9.0,0.0,0.0,0.0,,1.0,2.0,0.5,Greater Sacramento
Seneca District Hospital,Critical Access Hospitals,051327,2021-02-12,Plumas,063,10.0,0.0,0.0,0.0,,0.0,1.0,0.0,Greater Sacramento
Plumas District Hospital,Critical Access Hospitals,051326,2021-02-12,Plumas,063,16.0,0.0,0.0,0.0,,0.0,10.0,0.0,Greater Sacramento
Corona Regional Medical Center,Short Term,050329,2021-02-12,Riverside,065,178.0,28.0,21.0,3.0,0.89,44.0,112.0,0.39,Southern California
Riverside Community Hospital,Short Term,050022,2021-02-12,Riverside,065,564.0,80.0,27.0,0.0,1.0,106.0,347.0,0.31,Southern California
Menifee Global Medical Center,Short Term,050684,2021-02-12,Riverside,065,84.0,10.0,4.0,2.0,0.8,8.0,52.0,0.15,Southern California
"Doctors Hospital of Riverside, Llc",Short Term,050102,2021-02-12,Riverside,065,200.0,11.0,8.0,0.0,1.0,29.0,97.0,0.3,Southern California
"Kaiser Foundation Hospital, Riverside",Short Term,050686,2021-02-12,Riverside,065,232.0,34.0,27.0,0.0,1.0,63.0,147.0,0.43,Southern California
Kaiser Foundation Hospital-Moreno Valley,Short Term,050765,2021-02-12,Riverside,065,113.0,23.0,15.0,2.0,0.91,36.0,78.0,0.46,Southern California
San Gorgonio Memorial Hospital,Short Term,050054,2021-02-12,Riverside,065,107.0,16.0,8.0,3.0,0.81,11.0,31.0,0.35,Southern California
Southwest Healthcare System,Short Term,050701,2021-02-12,Riverside,065,203.0,26.0,8.0,1.0,0.96,34.0,191.0,0.18,Southern California
Loma Linda University Medical Center-Murrieta,Short Term,050770,2021-02-12,Riverside,065,146.0,19.0,6.0,2.0,0.89,34.0,131.0,0.26,Southern California
Temecula Valley Hospital,Short Term,050775,2021-02-12,Riverside,065,134.0,27.0,14.0,0.0,1.0,27.0,120.0,0.22,Southern California
Kindred Hospital Riverside,Long Term,052052,2021-02-12,Riverside,065,40.0,8.0,0.0,0.0,1.0,0.0,39.0,0.0,Southern California
Eisenhower Medical Center,Short Term,050573,2021-02-12,Riverside,065,241.0,29.0,8.0,4.0,0.86,35.0,195.0,0.18,Southern California
Riverside University Health System-Medical Center,Short Term,050292,2021-02-12,Riverside,065,305.0,44.0,13.0,5.0,0.89,78.0,275.0,0.28,Southern California
John F Kennedy Memorial Hospital,Short Term,050534,2021-02-12,Riverside,065,72.0,24.0,5.0,16.0,0.33,19.0,64.0,0.3,Southern California
Hemet Global Medical Center,Short Term,050390,2021-02-12,Riverside,065,218.0,26.0,7.0,7.0,0.73,33.0,113.0,0.29,Southern California
Palo Verde Hospital,Short Term,050423,2021-02-12,Riverside,065,29.0,0.0,0.0,0.0,,0.0,3.0,0.0,Southern California
Desert Regional Medical Center,Short Term,050243,2021-02-12,Riverside,065,276.0,42.0,11.0,1.0,0.98,53.0,259.0,0.2,Southern California
Methodist Hospital of Sacramento,Short Term,050590,2021-02-12,Sacramento,067,206.0,20.0,4.0,11.0,0.45,19.0,99.0,0.19,Greater Sacramento
"Sutter Medical Center, Sacramento",Short Term,050108,2021-02-12,Sacramento,067,547.0,60.0,7.0,15.0,0.75,24.0,336.0,0.07,Greater Sacramento
Mercy Hospital of Folsom,Short Term,050414,2021-02-12,Sacramento,067,91.0,8.0,2.0,3.0,0.62,6.0,69.0,0.09,Greater Sacramento
Mercy General Hospital,Short Term,050017,2021-02-12,Sacramento,067,236.0,26.0,1.0,3.0,0.88,10.0,196.0,0.05,Greater Sacramento
Mercy San Juan Medical Center,Short Term,050516,2021-02-12,Sacramento,067,287.0,47.0,6.0,3.0,0.94,31.0,242.0,0.13,Greater Sacramento
Vibra Hospital of Sacramento,Long Term,052033,2021-02-12,Sacramento,067,58.0,6.0,0.0,0.0,1.0,0.0,54.0,0.0,Greater Sacramento
Kaiser Foundation Hospital - Sacramento,Short Term,050425,2021-02-12,Sacramento,067,175.0,28.0,9.0,3.0,0.89,36.0,159.0,0.23,Greater Sacramento
University of California Davis Medical Center,Short Term,050599,2021-02-12,Sacramento,067,596.0,84.0,9.0,6.0,0.93,39.0,570.0,0.07,Greater Sacramento
Kaiser Foundation Hosp So Sacramento,Short Term,050674,2021-02-12,Sacramento,067,240.0,33.0,24.0,0.0,1.0,72.0,228.0,0.32,Greater Sacramento
Shriners Hospitals For Children Northern Calif,Childrens Hospitals,053311,2021-02-12,Sacramento,067,31.0,0.0,0.0,0.0,,0.0,21.0,0.0,Greater Sacramento
Hazel Hawkins Memorial Hospital,Critical Access Hospitals,051337,2021-02-12,San Benito,069,28.0,7.0,4.0,1.0,0.86,12.0,25.0,0.48,San Joaquin Valley
Montclair Hospital Medical Center,Short Term,050758,2021-02-12,San Bernardino,071,41.0,11.0,5.0,2.0,0.82,10.0,29.0,0.34,Southern California
Bear Valley Community Hospital,Critical Access Hospitals,051335,2021-02-12,San Bernardino,071,21.0,0.0,0.0,0.0,,1.0,3.0,0.33,Southern California
Community Hospital of San Bernardino,Short Term,050089,2021-02-12,San Bernardino,071,267.0,23.0,14.0,2.0,0.91,29.0,147.0,0.2,Southern California
Loma Linda University Children'S Hospital,Short Term,050778,2021-02-12,San Bernardino,071,281.0,0.0,0.0,0.0,,15.0,196.0,0.08,Southern California
St Bernardine Medical Center,Short Term,050129,2021-02-12,San Bernardino,071,295.0,58.0,13.0,25.0,0.57,60.0,214.0,0.28,Southern California
Hi-Desert Medical Center,Short Term,050279,2021-02-12,San Bernardino,071,133.0,4.0,1.0,1.0,0.75,2.0,129.0,0.02,Southern California
Kaiser Foundation Hospital Fontana,Short Term,050140,2021-02-12,San Bernardino,071,596.0,95.0,39.0,32.0,0.66,159.0,430.0,0.37,Southern California
Barstow Community Hospital,Short Term,050298,2021-02-12,San Bernardino,071,28.0,10.0,2.0,6.0,0.4,6.0,27.0,0.22,Southern California
Mountains Community Hospital,Critical Access Hospitals,051312,2021-02-12,San Bernardino,071,18.0,0.0,0.0,0.0,,0.0,2.0,0.0,Southern California
Kindred Hospital Rancho,Long Term,052049,2021-02-12,San Bernardino,071,55.0,8.0,0.0,0.0,1.0,0.0,54.0,0.0,Southern California
Colorado River Medical Center,Critical Access Hospitals,051323,2021-02-12,San Bernardino,071,25.0,0.0,0.0,0.0,,0.0,3.0,0.0,Southern California
Arrowhead Regional Medical Center,Short Term,050245,2021-02-12,San Bernardino,071,351.0,48.0,8.0,8.0,0.83,35.0,272.0,0.13,Southern California
Chino Valley Medical Center,Short Term,050586,2021-02-12,San Bernardino,071,67.0,14.0,8.0,1.0,0.93,30.0,54.0,0.56,Southern California
Kindred Hospital Ontario,Long Term,052037,2021-02-12,San Bernardino,071,91.0,11.0,0.0,3.0,0.73,0.0,82.0,0.0,Southern California
San Antonio Regional Hospital,Short Term,050099,2021-02-12,San Bernardino,071,295.0,54.0,14.0,1.0,0.98,92.0,280.0,0.33,Southern California
Redlands Community Hospital,Short Term,050272,2021-02-12,San Bernardino,071,147.0,15.0,5.0,1.0,0.93,21.0,127.0,0.17,Southern California
St Mary Medical Center,Short Term,050300,2021-02-12,San Bernardino,071,266.0,29.0,4.0,1.0,0.97,48.0,201.0,0.24,Southern California
Loma Linda University Medical Center,Short Term,050327,2021-02-12,San Bernardino,071,381.0,96.0,18.0,21.0,0.78,44.0,314.0,0.14,Southern California
Victor Valley Global Medical Center,Short Term,050517,2021-02-12,San Bernardino,071,101.0,10.0,4.0,1.0,0.9,15.0,64.0,0.23,Southern California
Desert Valley Hospital,Short Term,050709,2021-02-12,San Bernardino,071,163.0,24.0,11.0,0.0,1.0,35.0,111.0,0.32,Southern California
Sharp Coronado Hospital And Healthcr Ctr,Short Term,050234,2021-02-12,San Diego,073,56.0,7.0,4.0,0.0,1.0,11.0,35.0,0.31,Southern California
Uc San Diego Health Hillcrest - Hillcrest Med Ctr,Short Term,050025,2021-02-12,San Diego,073,837.0,102.0,27.0,11.0,0.89,75.0,556.0,0.13,Southern California
Palomar Health Downtown Campus,Short Term,050115,2021-02-12,San Diego,073,411.0,55.0,31.0,0.0,1.0,82.0,307.0,0.27,Southern California
Kindred Hospital - San Diego,Long Term,052036,2021-02-12,San Diego,073,70.0,8.0,0.0,2.0,0.75,0.0,57.0,0.0,Southern California
Scripps Memorial Hospital - Encinitas,Short Term,050503,2021-02-12,San Diego,073,274.0,23.0,9.0,1.0,0.96,33.0,167.0,0.2,Southern California
Alvarado Hospital Medical Center,Short Term,050757,2021-02-12,San Diego,073,158.0,19.0,5.0,5.0,0.74,19.0,80.0,0.24,Southern California
Select Specialty Hospital - San Diego,Long Term,052044,2021-02-12,San Diego,073,110.0,0.0,0.0,0.0,,8.0,84.0,0.1,Southern California
Sharp Memorial Hospital,Short Term,050100,2021-02-12,San Diego,073,730.0,58.0,22.0,9.0,0.84,80.0,448.0,0.18,Southern California
Tri-City Medical Center,Short Term,050128,2021-02-12,San Diego,073,278.0,25.0,10.0,9.0,0.64,39.0,162.0,0.24,Southern California
Scripps Memorial Hospital LA Jolla,Short Term,050324,2021-02-12,San Diego,073,522.0,77.0,24.0,15.0,0.81,55.0,300.0,0.18,Southern California
Scripps Green Hospital,Short Term,050424,2021-02-12,San Diego,073,173.0,24.0,7.0,11.0,0.54,20.0,92.0,0.22,Southern California
Kaiser Foundation Hospital - Zion,Short Term,050515,2021-02-12,San Diego,073,527.0,42.0,19.0,9.0,0.79,79.0,333.0,0.24,Southern California
Palomar Medical Center Poway,Short Term,050636,2021-02-12,San Diego,073,68.0,12.0,2.0,4.0,0.67,11.0,41.0,0.27,Southern California
Rady Children'S Hospital - San Diego,Childrens Hospitals,053303,2021-02-12,San Diego,073,457.0,0.0,0.0,0.0,,14.0,286.0,0.05,Southern California
Scripps Mercy Hospital,Short Term,050077,2021-02-12,San Diego,073,766.0,66.0,31.0,10.0,0.85,110.0,387.0,0.28,Southern California
Sharp Chula Vista Medical Center,Short Term,050222,2021-02-12,San Diego,073,282.0,49.0,33.0,2.0,0.96,96.0,250.0,0.38,Southern California
Grossmont Hospital,Short Term,050026,2021-02-12,San Diego,073,521.0,75.0,30.0,8.0,0.89,83.0,417.0,0.2,Southern California
Paradise Valley Hospital,Short Term,050024,2021-02-12,San Diego,073,291.0,15.0,10.0,4.0,0.73,21.0,134.0,0.16,Southern California
California Pacific Medical Ctr-Davies Campus Hosp,Short Term,050008,2021-02-12,San Francisco,075,95.0,8.0,0.0,4.0,0.5,1.0,70.0,0.01,Bay Area
Saint Francis Memorial Hospital,Short Term,050152,2021-02-12,San Francisco,075,180.0,20.0,2.0,12.0,0.4,6.0,70.0,0.09,Bay Area
Chinese Hospital,Short Term,050407,2021-02-12,San Francisco,075,92.0,6.0,1.0,3.0,0.5,3.0,38.0,0.08,Bay Area
Kaiser Foundation Hospital - San Francisco,Short Term,050076,2021-02-12,San Francisco,075,183.0,23.0,4.0,2.0,0.91,22.0,166.0,0.13,Bay Area
St Mary'S Medical Center,Short Term,050457,2021-02-12,San Francisco,075,178.0,16.0,6.0,8.0,0.5,10.0,77.0,0.13,Bay Area
Ucsf Medical Center,Short Term,050454,2021-02-12,San Francisco,075,829.0,102.0,18.0,18.0,0.82,45.0,665.0,0.07,Bay Area
Zuckerberg San Francisco General Hosp & Trauma Ctr,Short Term,050228,2021-02-12,San Francisco,075,214.0,38.0,4.0,4.0,0.89,14.0,200.0,0.07,Bay Area
California Pacific Medical Center - Mission Bernal,Short Term,050055,2021-02-12,San Francisco,075,98.0,10.0,0.0,7.0,0.3,11.0,56.0,0.2,Bay Area
Laguna Honda Hospital & Rehabilitation Center,Short Term,050668,2021-02-12,San Francisco,075,11.0,0.0,0.0,0.0,,0.0,4.0,0.0,Bay Area
California Pacific Medical Center- Van Ness Campus,Short Term,050047,2021-02-12,San Francisco,075,302.0,36.0,2.0,12.0,0.67,7.0,178.0,0.04,Bay Area
Doctors Hospital of Manteca,Short Term,050118,2021-02-12,San Joaquin,077,48.0,8.0,3.0,1.0,0.88,6.0,45.0,0.13,San Joaquin Valley
San Joaquin General Hospital,Short Term,050167,2021-02-12,San Joaquin,077,215.0,26.0,13.0,0.0,1.0,37.0,166.0,0.22,San Joaquin Valley
Sutter Tracy Community Hospital,Short Term,050313,2021-02-12,San Joaquin,077,80.0,8.0,2.0,2.0,0.75,9.0,40.0,0.22,San Joaquin Valley
Kaiser Foundation Hospital Manteca,Short Term,050748,2021-02-12,San Joaquin,077,176.0,29.0,18.0,1.0,0.97,50.0,168.0,0.3,San Joaquin Valley
St Joseph'S Medical Center of Stockton,Short Term,050084,2021-02-12,San Joaquin,077,415.0,39.0,28.0,0.0,1.0,63.0,313.0,0.2,San Joaquin Valley
Dameron Hospital,Short Term,050122,2021-02-12,San Joaquin,077,96.0,13.0,5.0,2.0,0.85,15.0,61.0,0.25,San Joaquin Valley
Adventist Health Lodi Memorial,Short Term,050336,2021-02-12,San Joaquin,077,112.0,10.0,2.0,2.0,0.8,15.0,93.0,0.16,San Joaquin Valley
Twin Cities Community Hospital,Short Term,050633,2021-02-12,San Luis Obispo,079,54.0,10.0,3.0,7.0,0.3,13.0,46.0,0.28,Southern California
"Marian Regional Medical Center, Arroyo Grande",Short Term,050016,2021-02-12,San Luis Obispo,079,84.0,0.0,0.0,0.0,,1.0,21.0,0.05,Southern California
Sierra Vista Regional Medical Center,Short Term,050506,2021-02-12,San Luis Obispo,079,74.0,17.0,1.0,12.0,0.29,7.0,68.0,0.1,Southern California
French Hospital Medical Center,Short Term,050232,2021-02-12,San Luis Obispo,079,80.0,10.0,2.0,1.0,0.9,7.0,57.0,0.12,Southern California
Kaiser Foundation Hospital - South San Francisco,Short Term,050070,2021-02-12,San Mateo,081,102.0,11.0,8.0,1.0,0.91,33.0,93.0,0.35,Bay Area
Seton Medical Center,Short Term,050289,2021-02-12,San Mateo,081,100.0,14.0,6.0,4.0,0.71,22.0,63.0,0.35,Bay Area
Kaiser Foundation Hospital - Redwood City,Short Term,050541,2021-02-12,San Mateo,081,94.0,17.0,5.0,2.0,0.88,12.0,85.0,0.14,Bay Area
Sequoia Hospital,Short Term,050197,2021-02-12,San Mateo,081,119.0,17.0,2.0,12.0,0.29,5.0,44.0,0.11,Bay Area
San Mateo Medical Center,Short Term,050113,2021-02-12,San Mateo,081,51.0,6.0,2.0,1.0,0.83,9.0,37.0,0.24,Bay Area
Mills-Peninsula Medical Center,Short Term,050007,2021-02-12,San Mateo,081,259.0,24.0,1.0,10.0,0.58,11.0,136.0,0.08,Bay Area
Lompoc Valley Medical Center,Short Term,050110,2021-02-12,Santa Barbara,083,60.0,6.0,4.0,1.0,0.83,11.0,36.0,0.31,Southern California
Santa Barbara Cottage Hospital,Short Term,050396,2021-02-12,Santa Barbara,083,309.0,50.0,9.0,20.0,0.6,60.0,222.0,0.27,Southern California
Santa Ynez Valley Cottage Hospital,Critical Access Hospitals,051331,2021-02-12,Santa Barbara,083,11.0,0.0,0.0,0.0,,0.0,1.0,0.0,Southern California
Marian Regional Medical Center,Short Term,050107,2021-02-12,Santa Barbara,083,283.0,20.0,11.0,5.0,0.75,44.0,141.0,0.31,Southern California
Goleta Valley Cottage Hospital,Short Term,050357,2021-02-12,Santa Barbara,083,20.0,0.0,0.0,0.0,,0.0,10.0,0.0,Southern California
El Camino Hospital,Short Term,050308,2021-02-12,Santa Clara,085,449.0,32.0,7.0,12.0,0.62,27.0,203.0,0.13,Bay Area
Lucile Salter Packard Children'S Hsp At Stanford,Childrens Hospitals,053305,2021-02-12,Santa Clara,085,341.0,0.0,0.0,0.0,,6.0,270.0,0.02,Bay Area
Kaiser Foundation Hospital-San Jose,Short Term,050604,2021-02-12,Santa Clara,085,143.0,18.0,7.0,2.0,0.89,42.0,130.0,0.32,Bay Area
Kaiser Foundation Hospital-Santa Clara,Short Term,050071,2021-02-12,Santa Clara,085,292.0,30.0,11.0,0.0,1.0,43.0,265.0,0.16,Bay Area
Regional Medical Center of San Jose,Short Term,050125,2021-02-12,Santa Clara,085,291.0,43.0,22.0,0.0,1.0,50.0,164.0,0.3,Bay Area
Good Samaritan Hospital,Short Term,050380,2021-02-12,Santa Clara,085,444.0,37.0,6.0,9.0,0.76,19.0,242.0,0.08,Bay Area
Stanford Health Care,Short Term,050441,2021-02-12,Santa Clara,085,632.0,99.0,20.0,11.0,0.89,56.0,534.0,0.1,Bay Area
Santa Clara Valley Medical Center,Short Term,050038,2021-02-12,Santa Clara,085,696.0,88.0,17.0,29.0,0.67,59.0,453.0,0.13,Bay Area
Sutter Maternity & Surgery Center of Santa Cruz,Short Term,050714,2021-02-12,Santa Cruz,087,28.0,0.0,0.0,0.0,,0.0,12.0,0.0,Bay Area
Dominican Hospital,Short Term,050242,2021-02-12,Santa Cruz,087,248.0,16.0,3.0,2.0,0.88,20.0,144.0,0.14,Bay Area
Watsonville Community Hospital,Short Term,050194,2021-02-12,Santa Cruz,087,96.0,6.0,4.0,0.0,1.0,7.0,35.0,0.2,Bay Area
Vibra Hospital of Northern California,Long Term,052047,2021-02-12,Shasta,089,43.0,0.0,0.0,0.0,,0.0,36.0,0.0,Northern California
Shasta Regional Medical Center,Short Term,050764,2021-02-12,Shasta,089,126.0,22.0,0.0,16.0,0.27,0.0,80.0,0.0,Northern California
Mercy Medical Center Redding,Short Term,050280,2021-02-12,Shasta,089,366.0,33.0,2.0,5.0,0.85,13.0,193.0,0.07,Northern California
Patients' Hospital of Redding,Short Term,050697,2021-02-12,Shasta,089,10.0,0.0,0.0,0.0,,0.0,2.0,0.0,Northern California
Mayers Memorial Hospital,Critical Access Hospitals,051305,2021-02-12,Shasta,089,22.0,0.0,0.0,0.0,,1.0,5.0,0.2,Northern California
Fairchild Medical Center,Critical Access Hospitals,051316,2021-02-12,Siskiyou,093,25.0,4.0,1.0,0.0,1.0,2.0,14.0,0.14,Northern California
Mercy Medical Center Mt Shasta,Critical Access Hospitals,051319,2021-02-12,Siskiyou,093,31.0,4.0,0.0,2.0,0.5,0.0,5.0,0.0,Northern California
Kaiser Foundation Hospital And Rehab Center,Short Term,050073,2021-02-12,Solano,095,189.0,19.0,9.0,2.0,0.89,46.0,172.0,0.27,Bay Area
Sutter Solano Medical Center,Short Term,050101,2021-02-12,Solano,095,98.0,12.0,4.0,1.0,0.92,9.0,59.0,0.15,Bay Area
Northbay Medical Center,Short Term,050367,2021-02-12,Solano,095,207.0,29.0,6.0,9.0,0.69,20.0,158.0,0.13,Bay Area
Kaiser Foundation Hospital - Vacaville,Short Term,050767,2021-02-12,Solano,095,108.0,10.0,4.0,1.0,0.9,26.0,98.0,0.27,Bay Area
Kaiser Foundation Hospital-Santa Rosa,Short Term,050690,2021-02-12,Sonoma,097,121.0,9.0,6.0,1.0,0.89,14.0,111.0,0.13,Bay Area
Sonoma Valley Hospital,Short Term,050090,2021-02-12,Sonoma,097,24.0,6.0,1.0,5.0,0.17,2.0,9.0,0.22,Bay Area
Providence Santa Rosa Memorial Hospital,Short Term,050174,2021-02-12,Sonoma,097,262.0,26.0,4.0,6.0,0.77,21.0,219.0,0.1,Bay Area
Petaluma Valley Hospital,Short Term,050136,2021-02-12,Sonoma,097,56.0,5.0,1.0,1.0,0.8,3.0,29.0,0.1,Bay Area
Sutter Santa Rosa Regional Hospital,Short Term,050291,2021-02-12,Sonoma,097,94.0,12.0,5.0,0.0,1.0,8.0,77.0,0.1,Bay Area
Sonoma Specialty Hospital,Long Term,052057,2021-02-12,Sonoma,097,62.0,5.0,0.0,5.0,0.0,0.0,46.0,0.0,Bay Area
Healdsburg District Hospital,Critical Access Hospitals,051321,2021-02-12,Sonoma,097,28.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,Bay Area
Doctors Medical Center,Short Term,050464,2021-02-12,Stanislaus,099,392.0,44.0,11.0,3.0,0.93,67.0,345.0,0.19,San Joaquin Valley
Stanislaus Surgical Hospital,Short Term,050726,2021-02-12,Stanislaus,099,23.0,0.0,0.0,0.0,,0.0,2.0,0.0,San Joaquin Valley
Central Valley Specialty Hospital,Long Term,052055,2021-02-12,Stanislaus,099,120.0,0.0,0.0,0.0,,0.0,81.0,0.0,San Joaquin Valley
Memorial Medical Center,Short Term,050557,2021-02-12,Stanislaus,099,329.0,41.0,9.0,8.0,0.8,46.0,230.0,0.2,San Joaquin Valley
Emanuel Medical Center,Short Term,050179,2021-02-12,Stanislaus,099,118.0,12.0,3.0,3.0,0.75,29.0,106.0,0.27,San Joaquin Valley
Oak Valley Hospital District,Short Term,050067,2021-02-12,Stanislaus,099,21.0,5.0,1.0,3.0,0.4,5.0,10.0,0.5,San Joaquin Valley
St Elizabeth Community Hospital,Short Term,050042,2021-02-12,Tehama,103,106.0,8.0,1.0,1.0,0.88,5.0,37.0,0.14,Northern California
Trinity Hospital,Critical Access Hospitals,051315,2021-02-12,Trinity,105,25.0,0.0,0.0,0.0,,0.0,4.0,0.0,Northern California
Adventist Health Tulare,Short Term,050784,2021-02-12,Tulare,107,21.0,4.0,0.0,2.0,0.5,2.0,13.0,0.15,San Joaquin Valley
Kaweah Delta Medical Center,Short Term,050057,2021-02-12,Tulare,107,518.0,41.0,7.0,13.0,0.68,76.0,314.0,0.24,San Joaquin Valley
Sierra View Medical Center,Short Term,050261,2021-02-12,Tulare,107,146.0,10.0,6.0,1.0,0.9,28.0,75.0,0.37,San Joaquin Valley
Adventist Health Sonora,Short Term,050335,2021-02-12,Tuolumne,109,84.0,6.0,0.0,2.0,0.67,3.0,45.0,0.07,San Joaquin Valley
Santa Paula Hospital,Short Term,,2021-02-12,Ventura,111,45.0,6.0,3.0,0.0,1.0,8.0,17.0,0.47,Southern California
St Johns Regional Medical Center,Short Term,050082,2021-02-12,Ventura,111,160.0,28.0,17.0,2.0,0.93,51.0,139.0,0.37,Southern California
Los Robles Hospital & Medical Center,Short Term,050549,2021-02-12,Ventura,111,368.0,32.0,7.0,0.0,1.0,42.0,244.0,0.17,Southern California
Ventura County Medical Center,Short Term,050159,2021-02-12,Ventura,111,201.0,16.0,3.0,9.0,0.44,30.0,92.0,0.33,Southern California
Adventist Health Simi Valley,Short Term,050236,2021-02-12,Ventura,111,144.0,24.0,8.0,10.0,0.58,33.0,109.0,0.3,Southern California
Ojai Valley Community Hospital,Critical Access Hospitals,051334,2021-02-12,Ventura,111,19.0,4.0,0.0,0.0,1.0,0.0,14.0,0.0,Southern California
Community Memorial Hospital San Buenaventura,Short Term,050394,2021-02-12,Ventura,111,189.0,20.0,8.0,4.0,0.8,48.0,137.0,0.35,Southern California
St Johns Pleasant Valley Hospital,Short Term,050616,2021-02-12,Ventura,111,72.0,6.0,4.0,0.0,1.0,12.0,41.0,0.29,Southern California
Sutter Davis Hospital,Short Term,050537,2021-02-12,Yolo,113,56.0,6.0,2.0,1.0,0.83,3.0,33.0,0.09,Greater Sacramento
Woodland Memorial Hospital,Short Term,050127,2021-02-12,Yolo,113,73.0,10.0,4.0,1.0,0.9,8.0,69.0,0.12,Greater Sacramento
Adventist Health And Rideout,Short Term,050133,2021-02-12,Yuba,115,278.0,28.0,9.0,1.0,0.96,30.0,210.0,0.14,Greater Sacramento
St Rose Hospital,Short Term,050002,2021-02-05,Alameda,001,95.0,14.0,6.0,4.0,0.71,21.0,54.0,0.39,Bay Area
Alta Bates Summit Medical Center - Alta Bates Camp,Short Term,050305,2021-02-05,Alameda,001,403.0,30.0,8.0,13.0,0.57,24.0,138.0,0.17,Bay Area
Ucsf Benioff Children'S Hospital Oakland,Childrens Hospitals,053301,2021-02-05,Alameda,001,149.0,0.0,0.0,0.0,,4.0,85.0,0.05,Bay Area
Kaiser Foundation Hospital - Fremont,Short Term,050512,2021-02-05,Alameda,001,88.0,10.0,7.0,0.0,1.0,30.0,80.0,0.38,Bay Area
Kaiser Foundation Hospital - San Leandro,Short Term,050777,2021-02-05,Alameda,001,171.0,17.0,9.0,2.0,0.88,37.0,156.0,0.24,Bay Area
Washington Hospital,Short Term,050195,2021-02-05,Alameda,001,218.0,28.0,12.0,6.0,0.79,46.0,173.0,0.27,Bay Area
Alameda Hospital,Short Term,050211,2021-02-05,Alameda,001,90.0,8.0,2.0,4.0,0.5,9.0,38.0,0.24,Bay Area
Stanford Health Care - Valleycare,Short Term,050283,2021-02-05,Alameda,001,257.0,22.0,6.0,4.0,0.82,11.0,93.0,0.12,Bay Area
Alta Bates Summit Medical Center,Short Term,050043,2021-02-05,Alameda,001,296.0,36.0,6.0,15.0,0.58,15.0,192.0,0.08,Bay Area
Kaiser Foundation Hospital - Oakland/Richmond,Short Term,050075,2021-02-05,Alameda,001,259.0,33.0,20.0,0.0,1.0,55.0,235.0,0.23,Bay Area
Highland Hospital,Short Term,050320,2021-02-05,Alameda,001,432.0,33.0,9.0,6.0,0.82,31.0,166.0,0.19,Bay Area
Eden Medical Center,Short Term,050488,2021-02-05,Alameda,001,150.0,24.0,5.0,2.0,0.92,20.0,112.0,0.18,Bay Area
Kindred Hospital - San Francisco Bay Area,Long Term,052034,2021-02-05,Alameda,001,99.0,10.0,0.0,0.0,1.0,0.0,97.0,0.0,Bay Area
Sutter Amador Hospital,Short Term,050014,2021-02-05,Amador,005,52.0,6.0,2.0,2.0,0.67,6.0,30.0,0.2,Greater Sacramento
Oroville Hospital,Short Term,050030,2021-02-05,Butte,007,172.0,10.0,1.0,3.0,0.7,7.0,116.0,0.06,Greater Sacramento
