title,day,start,end,format,zip_code,address,virtual,details,tags,type,url
Participation,Friday,5:00PM,,Person,91744,"15911 Main St  La Puente, CA 91744",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4848
Hope For All Coed ,Saturday,12:30PM,1:30PM,Person,90404,"1458 26th St  Santa Monica, CA 90404",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4855
Big Book Study #2,Wednesday,6:30PM,8:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4865
What'S Happening,Saturday,12:30PM,2:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4890
Thursday Night Recovery,Thursday,7:30PM,8:30PM,Person,90211,"8400 Gregory Way  Beverly Hills, CA 90211",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=4913
Twelve And Twelve Study,Friday,6:30PM,8:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4920
Good Friday,Friday,12:30PM,2:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5033
Saturday Eye Opener,Saturday,11:00AM,,Person,91020,"2700 Montrose Ave  Montrose, CA 91020",,This meeting is in a church in Room 24.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5071
Sunset Beginners,Saturday,6:15PM,7:30PM,Person,90405,"633 Kensington Rd  Santa Monica, CA 90405",,This meeting is in a community center.,Speaker,Newcomer,https://lacoaa.org/meeting-details.php?id=5078
Happy Hour,Tuesday,4:30PM,5:30PM,Hybrid,90039,"3367 Glendale Blvd  Los Angeles, CA 90039",ID: 815 5765 7438PH: 134624877991669900683312532158782PW: 388371,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5093
Monday Solutions Men'S Stag,Monday,12:00PM,1:00PM,Person,90404,"1458 26th St  Santa Monica, CA 90404",,,Speaker,Men,https://lacoaa.org/meeting-details.php?id=5126
Toluca Lake Speakers,Sunday,7:00PM,8:30PM,Hybrid,91505,"747 N Whitnall Highway  Burbank, CA 91505",ID: 89307826412PH: 1(669) 900-9128PW: 287916,This meeting is in a church. This is the regular Sunday Night Toluca Lake Speakers Group meeting (formerly Whipple meeting),Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5142
Living Sober B B Study,Wednesday,6:00PM,7:30PM,Person,90670,"6725 Friends Ave  Whittier, CA 90670",,This meeting is in the Wesley Building.,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5149
A Candle In The Wind Men'S Stag,Friday,12:00PM,1:00PM,Person,90404,"1458 26th St  Santa Monica, CA 90404",,,Open,Men,https://lacoaa.org/meeting-details.php?id=5154
Wednesday Noon Men'S Stag,Wednesday,12:00PM,1:00PM,Person,90404,"1458 26th St  Santa Monica, CA 90404",,,No Formats Set,Men,https://lacoaa.org/meeting-details.php?id=5167
Best Of Old Time Aa,Friday,7:00PM,8:00PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in a Center,Open; Speaker,Newcomer,https://lacoaa.org/meeting-details.php?id=5168
Steps For Life,Sunday,7:00PM,8:00PM,Person,90230,"4464 Sepulveda Blvd  Culver City, CA 90230",,This meeting is in a church.,Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5173
Miracle On Ohio (Pg),Sunday,9:00AM,10:00AM,Hybrid,90025,"11166 Ohio Ave  Los Angeles, CA 90025",ID: 395 354 599PH: (669) 900-6833PW: 019482,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5182
Saturday Daylight,Saturday,12:00PM,,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5254
Sunday Morning,Sunday,9:30AM,11:00AM,Hybrid,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",ID: 799 772 3355PH: PW: 092724,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5257
Spiritual Search,Tuesday,12:00PM,,Person,90265,"3401 Serra Rd  Malibu, CA 90265",,This meeting is in a church.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5267
Back To Basics,Monday,7:00AM,8:30AM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5270
Men'S Stag,Monday,6:00PM,,Person,91303,"21520 Sherman Way  Canoga Park, CA 91303",,,Closed,Men,https://lacoaa.org/meeting-details.php?id=5280
Daily Reflections,Friday,6:00PM,,Person,91303,"21520  Sherman Way  Canoga Park, CA 91303",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5281
Man To Man,Thursday,6:30PM,8:00PM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Discussion; Open,Men,https://lacoaa.org/meeting-details.php?id=5283
12&12 Step Study,Friday,7:00AM,8:30AM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5286
Three Topic Discussion,Tuesday,6:00PM,7:30PM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5290
Thus We Grow: By The Book,Thursday,7:00AM,8:30PM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5291
Attitude Adjustment,Saturday,7:00AM,8:30AM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5305
Acceptance Is The Answer,Wednesday,7:00PM,8:00PM,Person,90046,"7929 Melrose Ave  Los Angeles, CA 90046",,This meeting is in a Center,Discussion; Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=5312
Participation,Monday,7:00PM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5319
Participation,Tuesday,7:00AM,8:30AM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5329
Welcome Home,Sunday,7:00AM,8:30AM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5332
Topic Discussion,Monday,6:15AM,,Person,90631,"631 N Euclid St  La Habra, CA 90631",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=5352
Topic Discussion,Wednesday,6:15AM,,Person,90631,"631 N Euclid St  La Habra, CA 90631",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=5353
Topic Discussion,Thursday,6:15AM,,Person,90631,"631 N Euclid St  La Habra, CA 90631",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=5354
Topic Discussion,Friday,6:15AM,,Person,90631,"631 N Euclid St  La Habra, CA 90631",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=5355
Topic Discussion,Tuesday,6:15AM,,Person,90631,"631 N Euclid St  La Habra, CA 90631",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5356
12&12 Meeting,Thursday,7:00AM,,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5387
If Dogs Run Free Why Can'T We,Saturday,9:00AM,10:00AM,Person,90046,"8260 Mulholland Dr  Los Angeles, CA 90046",,,Big Book; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5397
Chapter 12 Men'S Stag,Monday,7:30PM,9:00PM,Person,91604,"4032 Whitsett Ave  Studio City, CA 91604",,,Discussion; Open,Men,https://lacoaa.org/meeting-details.php?id=5400
Early Bird Attitude Adjustment,Tuesday,7:00AM,8:30AM,Person,90723,"8021 Rosecrans Ave  Paramount, CA 90723",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5408
Early Bird Attitude Adjustment,Wednesday,7:00AM,8:30AM,Person,90723,"8021 Rosecrans Ave  Paramount, CA 90723",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5409
Early Bird Attitude Adjustment,Thursday,7:00AM,8:30AM,Person,90723,"8021 Rosecrans Ave  Paramount, CA 90723",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5412
Early Bird Attitude Adjustment,Friday,7:00AM,8:30PM,Person,90723,"8021 Rosecrans Ave  Paramount, CA 90723",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5413
Sunday Log Cabin 8Am,Sunday,8:00AM,9:00AM,Person,90069,"621 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is at a Hall,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5427
Good Day Moorpark Speaker,Monday,12:00PM,1:00PM,Hybrid,91604,"12355 Moorpark St  Studio City, CA 91604",ID: 667 418 3726PH: 1(669) 900-6833PW: s0berfam,This meeting is at a Church,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5430
Growing Up All Over Again Men'S Stag,Monday,7:30PM,,Person,90403,"725 California Ave  Santa Monica, CA 90403",,,Closed,Men,https://lacoaa.org/meeting-details.php?id=5444
Laurel Canyon Grapevine,Saturday,8:30AM,9:30AM,Person,90036,"575 S Fairfax Ave  Los Angeles, CA 90036",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5486
Good Morning Malibu,Monday,7:00AM,8:00AM,Person,90265,"24250 Pacific Coast Hwy  Malibu, CA 90265",,This meeting meets Monday - Friday outside at Malibu Bluffs Park behind the park building.,Daily Reflections; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5488
Good Morning Malibu,Friday,7:00AM,8:00AM,Person,90265,"24250 Pacific Coast Hwy  Malibu, CA 90265",,This meeting meets Monday - Friday outside at Malibu Bluffs Park behind the park building.,Daily Reflections; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5489
Sunrise,Tuesday,6:00AM,,Person,91214,"4011 Dunsmore Ave  Glendale, CA 91214",,This meeting is in an Alano club.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5497
Freedom Of Sobriety,Saturday,7:00AM,,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5539
We Agnostics,Monday,5:30PM,,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=5570
Open Discussion,Monday,9:00AM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5587
The Wobblies Men,Monday,8:00PM,9:30PM,Person,91604,"4418 Coldwater Canyon Ave  Studio City, CA 91604",,This meeting is in a church function room. Parking in on Moorpark just east of Coldwater,Open,Men,https://lacoaa.org/meeting-details.php?id=5601
Participation,Sunday,7:00AM,,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5606
Big Book/12 & 12,Monday,7:30PM,8:30PM,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,This meeting is at a Church,12 Steps & 12 Traditions; Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=5647
3 Topic Meeting,Tuesday,7:00AM,,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5654
Good Ol' Fashioned Aa,Friday,7:30PM,8:30PM,Hybrid,90049,"12000 San Vicente Blvd  Los Angeles, CA 90049",ID: 682185813PH: 166990068335539696210PW: 79u4bm,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5660
Good Morning Malibu,Wednesday,7:00AM,8:00AM,Person,90265,"24250 Pacific Coast Hwy  Malibu, CA 90265",,This meeting meets Monday - Friday outside at Malibu Bluffs Park behind the park building.,Daily Reflections; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5664
End Of The Line Men'S,Monday,12:00PM,1:00PM,Person,91316,"17200 Ventura Blvd  Encino, CA 91316",,,Open,Men,https://lacoaa.org/meeting-details.php?id=5667
11Th Step,Sunday,6:00PM,,Person,91321,"24307 Railroad Ave  Santa Clarita, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5690
As Bill Sees It,Monday,5:30PM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5705
Pacoima Beginners Participation,Sunday,11:00AM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5718
Pacoima Participation,Sunday,5:30PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5719
Pacoima Participation,Monday,5:30PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5733
Pacoima Book Study,Monday,7:30PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5734
End Of The Line Men'S Stag,Tuesday,12:00PM,1:00PM,Person,91316,"17200 Ventura Blvd  Encino, CA 91316",,,Open,Men,https://lacoaa.org/meeting-details.php?id=5787
Relationships,Tuesday,9:00AM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5791
Big Book Study,Tuesday,5:30PM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5792
Came To Believe Discussion,Tuesday,7:00PM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5793
Pacoima,Tuesday,5:30PM,7:30PM,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5800
Pacoima Speaker,Tuesday,7:30PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5801
End Of The Line Men'S,Wednesday,12:00PM,1:00PM,Person,91316,"17200 Ventura Blvd  Encino, CA 91316",,,Open,Men,https://lacoaa.org/meeting-details.php?id=5831
Open Discussion,Wednesday,9:00AM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5834
Young People'S Participation,Wednesday,5:30PM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,Young People,https://lacoaa.org/meeting-details.php?id=5835
Great Way To Start The Day,Wednesday,6:45AM,7:45AM,Person,90292,"13650 Mindanao Way  Marina Del Rey, CA 90292",,This meeting is in a community center.,Big Book; Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5857
Sunday Morning Trudgers,Sunday,10:00AM,11:00AM,Person,90272,"941 Temescal Canyon Road  Pacific Palisades, CA 90272",,This meeting is at the Palisades Theatre.,Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5862
End Of The Line Men'S,Thursday,12:00PM,1:00PM,Person,91316,"17200 Ventura Blvd  Encino, CA 91316",,,Open,Men,https://lacoaa.org/meeting-details.php?id=5908
Daily Reflections,Thursday,9:00AM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5913
10Th Step - Into Action,Thursday,5:30PM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5914
Pacoima Participation,Thursday,5:30PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5924
Pacoima Men'S Stag,Thursday,7:30PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Closed,Men,https://lacoaa.org/meeting-details.php?id=5925
Sunrise,Sunday,6:00AM,,Person,91214,"4011 Dunsmore Ave  Glendale, CA 91214",,This meeting is in an Alano club.,As Bill Sees It; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5974
Big Book Study,Friday,9:00AM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5975
Rafters Happy Hour Discussion,Friday,5:30PM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5976
Pacoima Q & A,Friday,5:30PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5982
Men'S Stag,Saturday,8:00AM,,Person,91321,"24307 Railroad Ave  Santa Clarita, CA 91321",,This meeting is in an Alano club.,Closed,Men,https://lacoaa.org/meeting-details.php?id=6014
Old Timers Participation,Saturday,5:30PM,,Person,91321,"24307 Railroad Ave  Santa Clarita, CA 91321",,This meeting is in an Alano club.,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=6017
How It Works Discussion,Saturday,6:00PM,,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6019
Pacoima Participation,Saturday,5:30PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6024
Discussion,Sunday,12:00PM,,Person,90254,"702 11th Pl  Hermosa Beach, CA 90254",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6045
Men'S Stag,Friday,11:00AM,12:00PM,Person,90254,"702 11th Pl  Hermosa Beach, CA 90254",,,Open,Men,https://lacoaa.org/meeting-details.php?id=6053
Participation,Monday,8:00PM,,Person,90250,"12130 Birch Ave  Hawthorne, CA 90250",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6054
El Segundo Step Study,Tuesday,6:30PM,7:30PM,Person,90245,"339 Sheldon St  El Segundo, CA 90245",,,Closed; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=6075
Happy Hour,Wednesday,5:20PM,,Person,90221,"424 E Compton Blvd  Compton, CA 90221",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6131
New York New York,Wednesday,7:30PM,8:30PM,Person,90038,"6720 Melrose Ave  Los Angeles, CA 90038",,This meeting is in a church.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6133
T N T Group,Saturday,8:00AM,,Person,90601,"6725 Friends Ave  Whittier, CA 90601",,This meeting is in a Church,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6139
No Losers,Wednesday,7:30PM,,Hybrid,90027,"4607 Prospect Ave  Los Angeles, CA 90027",ID: 509983319PH: (720) 707-2699PW: 696969,This meeting is at a Church,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6159
Eye Opener Group,Tuesday,7:00AM,,Person,91204,"123 W Windsor Rd  Glendale, CA 91204",,This meeting is in an Alano club.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6164
Pass It On Men'S Stag,Wednesday,7:30PM,8:45PM,Hybrid,91604,"4418 Coldwater Canyon Ave  Studio City, CA 91604",ID: 860 2610 8670PH: 1(669) 900-9128PW: No Password,"This meeting is in a church meeting room. Parking is in back, accessed from nearby Moorpark. We are gay-friendly.",Discussion; Open; Speaker,Men,https://lacoaa.org/meeting-details.php?id=6208
Back To Basics,Monday,5:00PM,,Person,90221,"401 N Bullis Rd  Compton, CA 90221",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6212
Cover To Cover Big Book Study,Thursday,7:30AM,8:30AM,Person,90046,"7501 Hollywood Blvd  Los Angeles, CA 90046",,,Big Book; Discussion; Open; Speaker,LGBTQNewcomerYoung People,https://lacoaa.org/meeting-details.php?id=6227
12&12 Tues Spkr Participation,Tuesday,7:30AM,8:30AM,Person,90046,"7501 Hollywood Blvd  Los Angeles, CA 90046",,,Big Book; Discussion; Open; Speaker,LGBTQNewcomer,https://lacoaa.org/meeting-details.php?id=6229
What It'S Like Now Speaker Participation,Monday,7:30AM,8:30AM,Person,90046,"7501 Hollywood Blvd  Los Angeles, CA 90046",,,Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=6231
Friday Night Big Book Cross Talk,Friday,6:00PM,7:00PM,Person,91007,"24-2 S Baldwin Ave Baldwin / Gate 7 Arcadia, CA 91007",,,Big Book; Cross Talk Permitted; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6234
Round Table,Thursday,5:00PM,,Person,90221,"401 N Bullis Rd  Compton, CA 90221",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6241
Thank God I'M Sober Speaker & Participation,Friday,7:30AM,8:30AM,Person,90046,"7501 Hollywood Blvd  Los Angeles, CA 90046",,,Discussion; Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=6297
Keep It Simple,Thursday,12:00PM,1:00PM,Person,90241,"10544 Downey Ave  Downey, CA 90241",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6300
Decade Day Speaker Participation,Wednesday,7:30AM,8:30AM,Person,90046,"7501 Hollywood Blvd  Los Angeles, CA 90046",,,Discussion; Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=6305
Keep It Simple,Tuesday,12:00PM,1:00PM,Person,90241,"10544 Downey Ave  Downey, CA 90241",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6309
Pasadena Sunrise Aa,Sunday,6:15AM,7:15AM,Person,91101,"585 E Colorado Blvd  Pasadena, CA 91101",,,Daily Reflections; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=6312
Pasadena Sunrise Aa,Monday,6:15AM,7:15AM,Person,91101,"585 E Colorado Blvd  Pasadena, CA 91101",,,Daily Reflections; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=6313
Pasadena Sunrise Aa,Tuesday,6:15AM,7:15AM,Person,91101,"585 E Colorado Blvd  Pasadena, CA 91101",,,Daily Reflections; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=6314
Pasadena Sunrise Aa,Wednesday,6:15AM,7:15AM,Person,91101,"585 E Colorado Blvd  Pasadena, CA 91101",,,Daily Reflections; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=6315
Pasadena Sunrise Aa,Thursday,6:15AM,7:15AM,Person,91101,"585 E Colorado Blvd  Pasadena, CA 91101",,,Daily Reflections; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=6316
Pasadena Sunrise Aa,Friday,6:15AM,7:15AM,Person,91101,"585 E Colorado Blvd  Pasadena, CA 91101",,,Daily Reflections; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=6317
Pasadena Sunrise Aa,Saturday,6:15AM,7:15AM,Person,91101,"585 E Colorado Blvd  Pasadena, CA 91101",,,Daily Reflections; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=6318
 Tropical ,Wednesday,8:30AM,9:30AM,Person,90026,"1226 N. Alvarado St  Los Angeles, CA 90026",,,Discussion; Open; Speaker; Tag Participation,Newcomer,https://lacoaa.org/meeting-details.php?id=6331
From The Heart,Saturday,6:00PM,,Person,90069,"621 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is at a Hall,Closed; Discussion; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=6339
Keep It Simple,Monday,12:00PM,1:00PM,Person,90241,"10544 Downey Ave  Downey, CA 90241",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6340
Keep It Simple,Friday,12:00PM,1:00PM,Person,90241,"10544 Downey Ave  Downey, CA 90241",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6342
Hawthorne Speaker Discussion,Monday,7:00PM,8:00PM,Person,90250,"4679 W El Segundo Blvd  Hawthorne, CA 90250",,This meeting is in a church.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=6344
Club Med,Sunday,5:00PM,,Person,90069,"626 N Robertson Blvd   West Hollywood, CA 90069",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=6380
Steps Of Sobriety,Wednesday,6:30PM,7:30PM,Person,90038,"6720 Melrose Ave  Los Angeles, CA 90038",,This meeting is in a church.,Big Book; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=6416
Shakers Participation,Sunday,7:00AM,8:30AM,Person,91204,"315 Vine St  Glendale, CA 91204",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6417
Westside Friday Am Men'S Stag,Friday,6:45AM,7:45AM,Person,90066,"11313 Washington Blvd  Los Angeles, CA 90066",,This meeting is in a Center.,Open,Men,https://lacoaa.org/meeting-details.php?id=6447
Survivors Tune Up,Sunday,11:00AM,,Person,90039,"3367 Glendale Blvd  Los Angeles, CA 90039",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6448
Saturday Morning Mixed,Saturday,11:00AM,,Person,91214,"4011 Dunsmore Ave  Glendale, CA 91214",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6455
Early Risers,Sunday,7:00AM,,Person,91744,"15911 Main St  La Puente, CA 91744",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6482
Early Risers,Monday,6:15AM,,Person,91744,"15911 Main St  La Puente, CA 91744",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6483
Early Risers,Tuesday,6:15AM,,Person,91744,"15911 Main St  La Puente, CA 91744",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6486
Early Risers,Wednesday,6:15AM,,Person,91744,"15911 Main St  La Puente, CA 91744",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6488
Early Risers,Thursday,6:15AM,,Person,91744,"15911 Main St  La Puente, CA 91744",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6490
Early Risers,Friday,6:15AM,,Person,91744,"15911 Main St  La Puente, CA 91744",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6492
Early Risers,Saturday,7:00AM,,Person,91744,"15911 Main St  La Puente, CA 91744",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6493
Cover To Cover Big Book Study,Wednesday,8:00PM,9:15PM,Person,90404,"1401 Olympic Blvd  Santa Monica, CA 90404",,,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=6508
