OSHPD ID,OSHPD Provider Name,Designated NICU as Defined by DHCS,DPH,NDPH,OSHPD Rural Hospital,DHCS Designated Remote Rural,"SFY 
2019-20 Cost-to-Charge Ratio %",FFY 2019 Wage Index Value,FFY 2019 Wage Index Value (Adjusted for CA Neutrality Factor),"SFY 
2019-20 Unadjusted Statewide Base Rate","SFY 
2019-20 Wage Adjusted Statewide Base Rate","SFY 
2019-20 Rehab Rate",SFY 2019-20 Admin 2 190 Rate,SFY 2019-20 Admin 2 199 Rate
106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,No,No,No,No,No,0.26158,1.69,1.6445,6584,9482,0,1074.41,990.88
106190458,KINDRED HOSPITAL - SAN GABRIEL VALLEY,No,No,No,No,No,0.20447,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106301167,KINDRED HOSPITAL - SANTA ANA,No,No,No,No,No,0.20447,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106190196,KINDRED HOSPITAL - SOUTH BAY,No,No,No,No,No,0.24387,1.2827,1.2482,6584,7700,0,1074.41,990.88
106301380,KINDRED HOSPITAL - WESTMINSTER,No,No,No,No,No,0.20077,1.25,1.2164,6584,7557,0,1074.41,990.88
106301234,LA PALMA INTERCOMMUNITY HOSPITAL,No,No,No,No,No,0.20043,1.2603,1.2264,6584,7602,0,1074.41,990.88
106191227,LAC/HARBOR-UCLA MEDICAL CENTER,Yes,Yes,No,No,No,0.29727,1.2827,1.2482,6584,7700,0,0,0
106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,No,Yes,No,No,No,0.28605,1.2827,1.2482,6584,7700,0,0,0
106191228,LAC+USC MEDICAL CENTER,Yes,Yes,No,No,No,0.31879,1.2827,1.2482,6584,7700,0,0,0
106380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,No,Yes,No,No,No,0.33137,1.7282,1.6817,6584,9650,0,0,0
106190240,LAKEWOOD REGIONAL MEDICAL CENTER,No,No,No,No,No,0.15232,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106390922,LODI MEMORIAL HOSPITAL - WEST,No,No,No,No,No,0.14736,1.4493,1.4103,6584,8429,1321,1074.41,990.88
106361245,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,Yes,No,No,No,No,0.17119,1.2603,1.2264,6584,7602,1456,1074.41,990.88
106364502,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,Yes,No,No,No,No,0.19921,1.2603,1.2264,6584,7602,2126,1074.41,990.88
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,Yes,No,No,No,No,0.17119,1.2603,1.2264,6584,7602,1456,1074.41,990.88
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,No,No,No,No,No,0.23858,1.25,1.2164,6584,7557,0,1074.41,990.88
106364268,LOMA LINDA UNIVERSITY SURGICAL HOSPITAL,Yes,No,No,No,No,0.17119,1.2603,1.2264,6584,7602,1456,1074.41,990.88
106420491,LOMPOC VALLEY MEDICAL CENTER,No,No,Yes,Yes,Yes,0.65701,1.3666,1.3298,14615,17907,0,1074.41,990.88
106190525,LONG BEACH MEMORIAL MEDICAL CENTER,No,No,No,No,No,0.2023,1.2827,1.2482,6584,7700,1609,1074.41,990.88
106301248,LOS ALAMITOS MEDICAL CENTER,No,No,No,No,No,0.15966,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190198,LOS ANGELES COMMUNITY HOSPITAL,No,No,No,No,No,0.33933,1.2827,1.2482,6584,7700,0,1074.41,872.64
106191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,No,Yes,No,No,No,0.31222,1.2827,1.2482,6584,7700,0,0,0
106560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,No,No,No,No,No,0.13249,1.4349,1.3963,6584,8366,0,1074.41,990.88
106434040,LUCILE PACKARD CHILDREN'S HOSPITAL STANFORD,Yes,No,No,No,No,0.20304,1.7827,1.7347,6584,9888,0,1074.41,990.88
106121002,MAD RIVER COMMUNITY HOSPITAL,No,No,No,No,No,0.45981,1.25,1.2164,6584,7557,0,1074.41,990.88
106201281,MADERA COMMUNITY HOSPITAL,No,No,No,No,No,0.44117,1.25,1.2164,6584,7557,0,1074.41,990.88
106260011,MAMMOTH HOSPITAL,No,No,Yes,Yes,Yes,0.72184,1.25,1.2164,14615,16775,0,1074.41,990.88
106420493,MARIAN REGIONAL MEDICAL CENTER,No,No,No,No,No,0.26117,1.3666,1.3298,6584,8067,0,1074.41,990.88
106400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",No,No,No,No,No,0.26117,1.2805,1.2461,6584,7691,1205,1074.41,990.88
106211006,MARIN GENERAL HOSPITAL,No,No,Yes,No,No,0.2207,1.7538,1.7066,6584,9761,0,1074.41,990.88
106190500,MARINA DEL REY HOSPITAL,No,No,No,No,No,0.2729,1.2827,1.2482,6584,7700,0,1074.41,990.88
106050932,MARK TWAIN MEDICAL CENTER,No,No,No,Yes,Yes,0.31606,1.25,1.2164,14615,16775,0,1074.41,990.88
106090933,MARSHALL  MEDICAL CENTER,No,No,No,Yes,Yes,0.2184,1.5862,1.5435,14615,20040,0,1074.41,990.88
106191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",No,No,No,No,No,0.16073,1.2827,1.2482,6584,7700,0,1074.41,990.88
106450936,MAYERS MEMORIAL HOSPITAL,No,No,Yes,Yes,Yes,0.60722,1.395,1.3575,14615,18184,0,1074.41,990.88
106240924,MEMORIAL HOSPITAL LOS BANOS,No,No,No,Yes,Yes,0.37558,1.25,1.2164,14615,16775,0,1074.41,990.88
106190521,MEMORIAL HOSPITAL OF GARDENA,No,No,No,No,No,0.17188,1.2827,1.2482,6584,7700,0,1074.41,959.44
106500939,MEMORIAL MEDICAL CENTER - MODESTO,No,No,No,No,No,0.22065,1.2891,1.2544,6584,7728,0,1074.41,990.88
106231013,MENDOCINO COAST DISTRICT HOSPITAL,No,No,Yes,Yes,Yes,0.51239,1.25,1.2164,14615,16775,0,1074.41,990.88
106334018,MENIFEE VALLEY MEDICAL CENTER,No,No,No,No,No,0.20036,1.25,1.2164,6584,7557,0,1074.41,990.88
106414018,MENLO PARK SURGICAL HOSPITAL,No,No,No,No,No,0.44966,1.7301,1.6836,6584,9658,0,1074.41,990.88
106340947,MERCY GENERAL HOSPITAL,No,No,No,No,No,0.2219,1.5862,1.5435,6584,9028,1415,1074.41,990.88
106150761,MERCY HOSPITAL - BAKERSFIELD,No,No,No,No,No,0.24102,1.25,1.2164,6584,7557,0,1074.41,990.88
106344029,MERCY HOSPITAL OF FOLSOM,No,No,No,No,No,0.26338,1.5862,1.5435,6584,9028,0,1074.41,990.88
106240942,MERCY MEDICAL CENTER - MERCED,No,No,No,No,No,0.21094,1.3285,1.2928,6584,7901,0,1074.41,990.88
106450949,MERCY MEDICAL CENTER - REDDING,No,No,No,No,No,0.23404,1.395,1.3575,6584,8192,0,1074.41,990.88
106470871,MERCY MEDICAL CENTER MT. SHASTA,No,No,No,Yes,Yes,0.50466,1.25,1.2164,14615,16775,0,1074.41,990.88
106340950,MERCY SAN JUAN HOSPITAL,No,No,No,No,No,0.20384,1.5862,1.5435,6584,9028,0,1074.41,990.88
106154108,MERCY SOUTHWEST HOSPITAL,No,No,No,No,No,0.24102,1.25,1.2164,6584,7557,0,1074.41,990.88
106340951,METHODIST HOSPITAL OF SACRAMENTO,No,No,No,No,No,0.23227,1.5862,1.5435,6584,9028,0,1074.41,990.88
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,No,No,No,No,No,0.10782,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106410852,MILLS-PENINSULA MEDICAL CENTER,No,No,No,No,No,0.31346,1.7301,1.6836,6584,9658,0,1074.41,990.88
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,No,No,No,No,No,0.38306,1.2827,1.2482,6584,7700,0,1074.41,990.88
106301337,MISSION HOSPITAL LAGUNA BEACH,No,No,No,No,No,0.27868,1.2603,1.2264,6584,7602,1192,1074.41,990.88
106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,No,No,No,No,No,0.27868,1.2603,1.2264,6584,7602,1192,1074.41,990.88
106250956,MODOC MEDICAL CENTER,No,No,Yes,Yes,Yes,0.3713,1.25,1.2164,14615,16775,0,1074.41,990.88
106190541,MONROVIA MEMORIAL HOSPITAL,No,No,No,No,No,0.12293,1.2827,1.2482,6584,7700,0,1074.41,990.88
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,No,No,No,No,No,0.20424,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190547,MONTEREY PARK HOSPITAL,No,No,No,No,No,0.11221,1.2827,1.2482,6584,7700,0,1074.41,990.88
106361266,MOUNTAINS COMMUNITY HOSPITAL,No,No,Yes,Yes,Yes,0.57321,1.25,1.2164,14615,16775,0,1074.41,990.88
106274043,NATIVIDAD MEDICAL CENTER,No,Yes,No,No,No,0.24377,1.7986,1.7502,6584,9958,0,0,0
106481357,NORTH BAY MEDICAL CENTER,No,No,No,No,No,0.15316,1.703,1.6572,6584,9539,0,1074.41,990.88
106484001,NORTH BAY VACAVALLEY HOSPITAL,No,No,No,No,No,0.15316,1.703,1.6572,6584,9539,0,1074.41,990.88
106141273,NORTHERN INYO HOSPITAL,No,No,Yes,Yes,Yes,0.73966,1.25,1.2164,14615,16775,0,1074.41,990.88
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,No,No,No,No,No,0.18117,1.4349,1.3963,6584,8366,1787,1074.41,990.88
106190570,NORWALK COMMUNITY HOSPITAL,No,No,No,No,No,0.33933,1.2827,1.2482,6584,7700,0,1074.41,872.64
106214034,NOVATO COMMUNITY HOSPITAL,No,No,No,No,No,0.35595,1.7538,1.7066,6584,9761,0,1074.41,990.88
106500967,OAK VALLEY HOSPITAL DISTRICT,No,No,Yes,Yes,No,0.33838,1.2891,1.2544,6584,7728,0,1074.41,990.88
106430837,O'CONNOR HOSPITAL,No,No,No,No,No,0.24074,1.7827,1.7347,6584,9888,0,1074.41,990.88
106560501,OJAI VALLEY COMMUNITY HOSPITAL,No,No,No,Yes,Yes,0.45021,1.4349,1.3963,14615,18571,0,1074.41,990.88
106190534,OLYMPIA MEDICAL CENTER,No,No,No,No,No,0.10112,1.2827,1.2482,6584,7700,0,1074.41,990.88
106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,No,No,No,No,No,0.23819,1.2603,1.2264,6584,7602,0,1074.41,990.88
106301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,No,No,No,No,No,0.23422,1.2603,1.2264,6584,7602,0,1074.41,990.88
106040802,ORCHARD HOSPITAL,No,No,No,Yes,Yes,0.37199,1.25,1.2164,14615,16775,0,1074.41,990.88
106040937,OROVILLE HOSPITAL,No,No,No,No,No,0.25835,1.25,1.2164,6584,7557,0,1074.41,990.88
106190696,PACIFICA HOSPITAL OF THE VALLEY,No,No,No,No,No,0.60621,1.2827,1.2482,6584,7700,0,1074.41,990.88
106196405,PALMDALE REGIONAL MEDICAL CENTER,No,No,No,No,No,0.2053,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106331288,PALO VERDE HOSPITAL,No,No,Yes,Yes,Yes,0.52338,1.25,1.2164,14615,16775,0,1074.41,990.88
106370755,PALOMAR HEALTH DOWNTOWN CAMPUS,No,No,Yes,No,No,0.231,1.25,1.2164,6584,7557,1185,1074.41,990.88
106374382,PALOMAR MEDICAL CENTER,No,No,Yes,No,No,0.231,1.25,1.2164,6584,7557,1185,1074.41,990.88
106370759,PARADISE VALLEY HOSPITAL,No,No,No,No,No,0.22582,1.25,1.2164,6584,7557,1185,1074.41,990.88
106331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,No,No,No,No,No,0.26639,1.25,1.2164,6584,7557,0,1074.41,990.88
106454013,PATIENTS' HOSPITAL OF REDDING,No,No,No,No,No,0.19607,1.395,1.3575,6584,8192,0,1074.41,990.88
106491001,PETALUMA VALLEY HOSPITAL,No,No,No,No,No,0.23134,1.6738,1.6288,6584,9412,0,1074.41,990.88
106190243,PIH HOSPITAL - DOWNEY,No,No,No,No,No,0.1649,1.2827,1.2482,6584,7700,0,1074.41,990.88
106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,No,No,Yes,Yes,No,0.36443,1.25,1.2164,6584,7557,0,1074.41,990.88
106301297,PLACENTIA LINDA HOSPITAL,No,No,No,No,No,0.15321,1.2603,1.2264,6584,7602,0,1074.41,990.88
106320986,PLUMAS DISTRICT HOSPITAL,No,No,Yes,Yes,Yes,0.47869,1.25,1.2164,14615,16775,0,1074.41,990.88
106370977,POMERADO HOSPITAL,No,No,Yes,No,No,0.23101,1.25,1.2164,6584,7557,0,1074.41,974.82
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Yes,No,No,No,No,0.13778,1.2827,1.2482,6584,7700,0,1074.41,990.88
106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,No,No,No,No,No,0.12341,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106380939,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,No,Yes,No,No,No,0.33659,1.7282,1.6817,6584,9650,0,0,0
106190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,No,No,No,No,No,0.273,1.2827,1.2482,6584,7700,0,1074.41,990.88
106190599,PROMISE HOSPITAL OF EAST LOS ANGELES-SUBURBAN CAMPUS,No,No,No,No,No,0.273,1.2827,1.2482,6584,7700,0,1074.41,990.88
106370787,PROMISE HOSPITAL OF SAN DIEGO,No,No,No,No,No,0.2652,1.25,1.2164,6584,7557,0,1074.41,990.88
106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,No,No,No,No,No,0.16332,1.4349,1.3963,6584,8366,1311,1074.41,990.88
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,No,No,No,No,No,0.09536,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,No,No,No,No,No,0.19666,1.2827,1.2482,6584,7700,0,1074.41,990.88
106190756,PROVIDENCE SAINT JOHN'S HEALTH CENTER,No,No,No,No,No,0.27639,1.4349,1.3963,6584,8366,0,1074.41,990.88
106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,No,No,No,No,No,0.27451,1.4349,1.3963,6584,8366,1311,1074.41,990.88
106190517,PROVIDENCE TARZANA MEDICAL CENTER,Yes,No,No,No,No,0.22197,1.2827,1.2482,6584,7700,0,1074.41,990.88
106281047,QUEEN OF THE VALLEY MEDICAL CENTER,No,No,No,No,No,0.23386,1.7282,1.6817,6584,9650,1513,1074.41,990.88
106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Yes,No,No,No,No,0.27807,1.25,1.2164,6584,7557,2113,1074.41,990.88
106361308,REDLANDS COMMUNITY HOSPITAL,No,No,No,No,No,0.18465,1.2603,1.2264,6584,7602,0,1074.41,990.88
106121051,REDWOOD MEMORIAL HOSPITAL,No,No,No,Yes,Yes,0.29122,1.25,1.2164,14615,16775,0,1074.41,990.88
106430705,REGIONAL MEDICAL OF SAN JOSE,No,No,No,No,No,0.14578,1.7827,1.7347,6584,9888,0,1074.41,990.88
106510882,FREMONT MEDICAL CENTER,No,No,No,No,No,0.27616,1.25,1.2164,6584,7557,0,1074.41,990.88
106150782,RIDGECREST REGIONAL HOSPITAL,No,No,No,Yes,Yes,0.37185,1.25,1.2164,14615,16775,0,1074.41,990.88
106331312,RIVERSIDE COMMUNITY HOSPITAL,No,No,No,No,No,0.1206,1.25,1.2164,6584,7557,0,1074.41,990.88
106334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,No,Yes,No,No,No,0.34462,1.25,1.2164,6584,7557,0,0,0
106190796,RONALD REAGAN UCLA MEDICAL CENTER,Yes,Yes,No,No,No,0.40051,1.4349,1.3963,6584,8366,0,0,0
106301317,SADDLEBACK MEMORIAL MEDICAL CENTER,No,No,No,No,No,0.22257,1.2603,1.2264,6584,7602,1192,1074.41,990.88
106301325,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,No,No,No,No,No,0.22257,1.2603,1.2264,6584,7602,1192,1074.41,990.88
106270875,SALINAS VALLEY MEMORIAL HOSPITAL,No,No,Yes,No,No,0.28815,1.9025,1.8513,6584,10412,0,1074.41,990.88
106361318,SAN ANTONIO REGIONAL HOSPITAL,No,No,No,No,No,0.17956,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190673,SAN DIMAS COMMUNITY HOSPITAL,No,No,No,No,No,0.25633,1.2827,1.2482,6584,7700,0,1074.41,990.88
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,No,No,No,No,No,0.20069,1.2827,1.2482,6584,7700,0,1074.41,985.59
106331326,SAN GORGONIO MEMORIAL HOSPITAL,No,No,Yes,Yes,Yes,0.4226,1.25,1.2164,14615,16775,0,1074.41,990.88
106391010,SAN JOAQUIN GENERAL HOSPITAL,No,Yes,No,No,No,0.20798,1.4493,1.4103,6584,8429,0,0,0
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,No,No,No,No,No,0.51396,1.25,1.2164,1,1,1372,1074.41,990.88
106013619,SAN LEANDRO HOSPITAL,No,Yes,No,No,No,0.28908,1.6923,1.6468,6584,9493,0,0,0
106410782,SAN MATEO MEDICAL CENTER,No,Yes,No,No,No,0.67486,1.7301,1.6836,6584,9658,0,0,0
106074017,SAN RAMON REGIONAL MEDICAL CENTER,No,No,No,No,No,0.16437,1.69,1.6445,6584,9482,1486,1074.41,990.88
106074011,SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,No,No,No,No,No,0.16437,1.69,1.6445,6584,9482,1486,1074.41,990.88
106420514,SANTA BARBARA COTTAGE HOSPITAL,Yes,No,No,No,No,0.32378,1.3666,1.3298,6584,8067,2202,1074.41,990.88
106430883,SANTA CLARA VALLEY MEDICAL CENTER,Yes,Yes,No,No,No,0.29538,1.7827,1.7347,6584,9888,0,0,0
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,No,Yes,No,No,No,0.44082,1.4349,1.3963,6584,8366,0,0,0
106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,No,No,No,No,No,0.19926,1.7282,1.6817,6584,9650,1513,1074.41,990.88
106490907,SANTA ROSA MEMORIAL HOSPITAL-SOTOYOME,No,No,No,No,No,0.19926,1.7282,1.6817,6584,9650,1513,1074.41,990.88
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,No,No,No,Yes,Yes,0.59351,1.3666,1.3298,14615,17907,0,1074.41,990.88
106371256,SCRIPPS GREEN HOSPITAL,No,No,No,No,No,0.29464,1.25,1.2164,6584,7557,0,1074.41,990.88
106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,No,No,No,No,No,0.19541,1.25,1.2164,6584,7557,1397,1074.41,990.88
106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,No,No,No,No,No,0.1824,1.25,1.2164,6584,7557,0,1074.41,990.88
106370744,SCRIPPS MERCY HOSPITAL,No,No,No,No,No,0.18293,1.25,1.2164,6584,7557,0,1074.41,990.88
106370658,SCRIPPS MERCY HOSPITAL - CHULA VISTA,No,No,No,No,No,0.18293,1.25,1.2164,6584,7557,0,1074.41,990.88
106321016,SENECA DISTRICT HOSPITAL,No,No,Yes,Yes,Yes,0.43503,1.25,1.2164,14615,16775,0,1074.41,990.88
106410891,SEQUOIA HOSPITAL,No,No,No,No,No,0.22837,1.7827,1.7347,6584,9888,0,1074.41,990.88
106410828,SETON COASTSIDE,No,No,No,No,No,0.16318,1.7301,1.6836,6584,9658,0,1074.41,990.88
106410817,SETON MEDICAL CENTER,No,No,No,No,No,0.16318,1.7301,1.6836,6584,9658,0,1074.41,990.88
106370875,SHARP CHULA VISTA MEDICAL CENTER,No,No,No,No,No,0.19132,1.25,1.2164,6584,7557,0,1074.41,990.88
106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,No,No,No,No,No,0.23354,1.25,1.2164,6584,7557,0,1074.41,835.79
106370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,No,No,No,No,No,0.18892,1.25,1.2164,6584,7557,1395,1074.41,990.88
106370694,SHARP MEMORIAL HOSPITAL,No,No,No,No,No,0.18892,1.25,1.2164,6584,7557,1395,1074.41,990.88
106450940,SHASTA REGIONAL MEDICAL CENTER,No,No,No,No,No,0.1632,1.395,1.3575,6584,8192,0,1074.41,990.88
106190708,SHERMAN OAKS HOSPITAL,No,No,No,No,No,0.13197,1.2827,1.2482,6584,7700,0,1074.41,990.88
106190712,SHRINERS HOSPITAL FOR CHILDREN,No,No,No,No,No,1,1.2827,1.2482,6584,7700,0,1074.41,990.88
106344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,No,No,No,No,No,0.51581,1.5862,1.5435,6584,9028,2524,1074.41,990.88
106291023,SIERRA NEVADA MEMORIAL HOSPITAL,No,No,No,Yes,Yes,0.31286,1.5862,1.5435,14615,20040,0,1074.41,990.88
106540798,SIERRA VIEW MEDICAL CENTER,No,No,Yes,No,No,0.2964,1.25,1.2164,6584,7557,0,1074.41,829.57
106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,No,No,No,No,No,0.17648,1.3555,1.319,6584,8019,0,1074.41,990.88
106190661,SILVER LAKE MEDICAL CENTER - DOWNTOWN CAMPUS,No,No,No,No,No,0.28582,1.2827,1.2482,6584,7700,0,1074.41,990.88
106491076,SONOMA VALLEY HOSPITAL,No,No,Yes,No,No,0.33371,1.6738,1.6288,6584,9412,0,1074.41,990.88
106491338,SONOMA WEST MEDICAL CENTER,No,No,Yes,Yes,No,0.501,1.628,1.5842,6584,9211,0,1074.41,990.88
106301258,SOUTH COAST GLOBAL MEDICAL CENTER,No,No,No,No,No,0.25437,1.2603,1.2264,6584,7602,0,1074.41,912.9
106190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,No,No,No,No,No,0.21548,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,No,No,No,No,No,0.21548,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106141338,SOUTHERN INYO HOSPITAL,No,No,Yes,Yes,Yes,1,1.25,1.2164,14615,16775,0,1074.41,990.88
106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,No,No,No,No,No,0.31776,1.25,1.2164,6584,7557,0,1074.41,990.88
106334001,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,No,No,No,No,No,0.31776,1.25,1.2164,6584,7557,0,1074.41,990.88
106100899,ST. AGNES MEDICAL CENTER,No,No,No,No,No,0.24239,1.25,1.2164,6584,7557,0,1074.41,990.88
106361339,ST. BERNARDINE MEDICAL CENTER,No,No,No,No,No,0.24228,1.2603,1.2264,6584,7602,0,1074.41,990.88
106521041,ST. ELIZABETH COMMUNITY HOSPITAL,No,No,No,Yes,Yes,0.24211,1.3647,1.328,14615,17889,0,1074.41,990.88
106190754,ST. FRANCIS MEDICAL CENTER,No,No,No,No,No,0.29293,1.2827,1.2482,6584,7700,0,1074.41,990.88
106380960,ST. FRANCIS MEMORIAL HOSPITAL,No,No,No,No,No,0.22515,1.7282,1.6817,6584,9650,1513,1074.41,990.88
106560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,No,No,No,No,No,0.23137,1.4349,1.3963,6584,8366,0,1074.41,990.88
106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,No,No,No,No,No,0.24443,1.4349,1.3963,6584,8366,1892,1074.41,990.88
106121080,ST. JOSEPH HOSPITAL - EUREKA,No,No,No,No,No,0.2221,1.3647,1.328,6584,8059,1476,1074.41,990.88
106301340,ST. JOSEPH HOSPITAL - ORANGE,No,No,No,No,No,0.24712,1.2603,1.2264,6584,7602,0,1074.41,990.88
106391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,No,No,No,No,No,0.17528,1.6738,1.6288,6584,9412,0,1074.41,990.88
106301342,ST. JUDE MEDICAL CENTER,No,No,No,No,No,0.25298,1.2603,1.2264,6584,7602,1192,1074.41,990.88
106434138,ST. LOUISE REGIONAL HOSPITAL,No,No,No,No,No,0.22738,1.7827,1.7347,6584,9888,0,1074.41,990.88
106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,No,No,No,Yes,No,0.26242,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190053,ST. MARY MEDICAL CENTER - LONG BEACH,No,No,No,No,No,0.30178,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",No,No,No,No,No,0.20979,1.7282,1.6817,6584,9650,1513,1074.41,990.88
106010967,ST. ROSE HOSPITAL,No,No,No,No,No,0.21743,1.6923,1.6468,6584,9493,0,1074.41,990.88
106190762,ST. VINCENT MEDICAL CENTER,No,No,No,No,No,0.2293,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106430905,STANFORD HEALTH CARE,No,No,No,No,No,0.15314,1.7827,1.7347,6584,9888,1550,1074.41,990.88
106014050,STANFORD HEALTH CARE - VALLEYCARE,No,No,No,No,No,0.23937,1.6923,1.6468,6584,9493,0,1074.41,990.88
106504038,STANISLAUS SURGICAL HOSPITAL,No,No,No,No,No,0.9,1.2891,1.2544,6584,7728,0,1074.41,990.88
106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,No,No,Yes,Yes,Yes,1,1.25,1.2164,14615,16775,0,1074.41,990.88
106034002,SUTTER AMADOR HOSPITAL,No,No,No,Yes,Yes,0.37754,1.5862,1.5435,14615,20040,0,1074.41,990.88
106310791,SUTTER AUBURN FAITH HOSPITAL,No,No,No,No,No,0.26304,1.5862,1.5435,6584,9028,0,1074.41,990.88
106084001,SUTTER COAST HOSPITAL,No,No,No,Yes,Yes,0.3383,1.25,1.2164,14615,16775,0,1074.41,990.88
106574010,SUTTER DAVIS HOSPITAL,No,No,No,No,No,0.3291,1.5862,1.5435,6584,9028,0,1074.41,990.88
106070934,SUTTER DELTA MEDICAL CENTER,No,No,No,No,No,0.29511,1.69,1.6445,6584,9482,0,1074.41,990.88
106171395,SUTTER LAKESIDE HOSPITAL,No,No,No,Yes,Yes,0.44811,1.25,1.2164,14615,16775,0,1074.41,990.88
106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,No,No,No,No,No,0.5069,1.9025,1.8513,6584,10412,0,1074.41,990.88
106341051,"SUTTER MEDICAL CENTER, SACRAMENTO",Yes,No,No,No,No,0.2513,1.5862,1.5435,6584,9028,0,1074.41,990.88
106341052,SUTTER MEMORIAL HOSPITAL,Yes,No,No,No,No,0.2513,1.5862,1.5435,6584,9028,0,1074.41,990.88
106311000,SUTTER ROSEVILLE MEDICAL CENTER,No,No,No,No,No,0.26181,1.5862,1.5435,6584,9028,1415,1074.41,990.88
106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,No,No,No,No,No,0.41649,1.6738,1.6288,6584,9412,0,1074.41,990.88
106481094,SUTTER SOLANO MEDICAL CENTER,No,No,No,No,No,0.3075,1.703,1.6572,6584,9539,0,1074.41,990.88
106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,No,No,No,No,No,0.40091,1.25,1.2164,6584,7557,0,1074.41,990.88
106391056,SUTTER TRACY COMMUNITY HOSPITAL,No,No,No,No,No,0.28098,1.4493,1.4103,6584,8429,0,1074.41,990.88
