date,year,month,weekday,win_loss,home_away,opp,runs_scored,runs_allowed,ab,h,1b,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,tb,gidp,hbp,sh,sf,ibb
2020-09-12,2020,9,Saturday,L,home,HOU,5,7,34,10,5,2,1,2,5,0,1,1,13,0.294,0.306,0.588,0.894,20,1,0,0,1,0
2020-09-10,2020,9,Thursday,L,away,ARI,2,5,34,9,6,1,0,2,2,0,1,7,7,0.265,0.39,0.471,0.861,16,1,0,0,0,1
2020-09-09,2020,9,Wednesday,W,away,ARI,6,4,40,9,7,0,0,2,6,0,0,5,11,0.225,0.311,0.375,0.686,15,0,0,0,0,1
2020-09-08,2020,9,Tuesday,W,away,ARI,10,9,41,10,7,1,0,2,9,2,0,12,9,0.244,0.426,0.415,0.841,17,1,1,0,0,1
2020-09-06,2020,9,Sunday,L,home,COL,6,7,32,9,4,1,0,4,6,0,1,6,6,0.281,0.395,0.688,1.082,22,1,0,0,0,0
2020-09-05,2020,9,Saturday,L,home,COL,2,5,32,6,3,3,0,0,2,0,0,3,8,0.188,0.257,0.281,0.538,9,1,0,0,0,0
2020-09-04,2020,9,Friday,W,home,COL,10,6,37,15,10,0,0,5,10,2,0,1,5,0.405,0.41,0.811,1.221,30,2,0,0,1,0
2020-09-03,2020,9,Thursday,W,home,ARI,5,1,35,10,8,1,0,1,4,0,0,2,7,0.286,0.324,0.4,0.724,14,0,0,0,0,0
2020-09-02,2020,9,Wednesday,W,home,ARI,3,2,31,4,2,1,0,1,2,0,0,2,8,0.129,0.182,0.258,0.44,8,1,0,1,0,0
2020-09-01,2020,9,Tuesday,W,home,ARI,6,3,31,8,4,4,0,0,6,0,0,8,7,0.258,0.39,0.387,0.777,12,1,0,0,2,1
2020-08-30,2020,8,Sunday,W,away,TEX,7,2,36,11,7,1,0,3,7,1,1,6,14,0.306,0.409,0.583,0.992,21,0,1,0,1,0
2020-08-29,2020,8,Saturday,W,away,TEX,7,4,34,8,3,3,0,2,6,3,0,7,11,0.235,0.357,0.5,0.857,17,0,0,0,1,0
2020-08-28,2020,8,Friday,L,away,TEX,2,6,34,7,5,2,0,0,2,1,0,3,11,0.206,0.27,0.265,0.535,9,0,0,0,0,0
2020-08-27,2020,8,Thursday,W,away,SFG,2,0,23,3,0,2,0,1,2,0,0,3,8,0.13,0.259,0.348,0.607,8,1,1,0,0,0
2020-08-27,2020,8,Thursday,W,away,SFG,7,0,30,11,8,2,0,1,7,0,0,3,7,0.367,0.457,0.533,0.99,16,1,2,0,0,0
2020-08-25,2020,8,Tuesday,L,away,SFG,8,10,45,12,7,3,0,2,6,0,0,5,13,0.267,0.34,0.467,0.807,21,1,0,0,0,1
2020-08-23,2020,8,Sunday,W,home,COL,11,3,33,12,5,0,0,7,11,3,0,5,2,0.364,0.45,1.0,1.45,33,1,1,0,1,0
2020-08-22,2020,8,Saturday,W,home,COL,4,3,25,5,2,1,0,2,2,0,0,6,9,0.2,0.375,0.48,0.855,12,3,1,0,0,0
2020-08-21,2020,8,Friday,W,home,COL,5,1,31,10,5,5,0,0,5,0,0,3,1,0.323,0.389,0.484,0.873,15,2,1,0,1,0
2020-08-20,2020,8,Thursday,W,away,SEA,6,1,34,7,4,2,0,1,4,1,0,5,7,0.206,0.308,0.353,0.661,12,0,0,0,0,0
2020-08-19,2020,8,Wednesday,L,away,SEA,4,6,35,7,3,1,0,3,4,0,0,3,11,0.2,0.263,0.486,0.749,17,0,0,0,0,0
2020-08-18,2020,8,Tuesday,W,home,SEA,2,1,29,6,5,1,0,0,2,1,0,2,11,0.207,0.258,0.241,0.499,7,1,0,0,0,0
2020-08-17,2020,8,Monday,W,home,SEA,11,9,34,13,10,0,0,3,10,0,0,6,7,0.382,0.488,0.647,1.135,22,2,1,0,0,0
2020-08-16,2020,8,Sunday,W,away,LAA,8,3,36,10,5,1,0,4,8,1,1,1,11,0.278,0.297,0.639,0.936,23,0,0,0,0,0
2020-08-15,2020,8,Saturday,W,away,LAA,6,5,39,11,9,1,0,1,6,3,0,5,9,0.282,0.356,0.385,0.74,15,1,0,0,1,1
2020-08-14,2020,8,Friday,W,away,LAA,7,4,36,9,6,1,0,2,7,1,0,2,9,0.25,0.289,0.444,0.734,16,1,0,0,0,0
2020-08-13,2020,8,Thursday,W,home,SDP,11,2,36,13,4,3,0,6,11,0,1,4,6,0.361,0.439,0.944,1.383,34,0,1,0,0,0
2020-08-12,2020,8,Wednesday,W,home,SDP,6,0,30,8,6,1,0,1,6,0,0,2,6,0.267,0.313,0.4,0.713,12,2,0,1,0,0
2020-08-11,2020,8,Tuesday,L,home,SDP,2,6,34,9,6,3,0,0,2,0,0,2,7,0.265,0.324,0.353,0.677,12,2,1,0,0,0
2020-08-10,2020,8,Monday,L,home,SDP,1,2,30,4,4,0,0,0,1,0,0,3,6,0.133,0.235,0.133,0.369,4,0,1,0,0,0
2020-08-09,2020,8,Sunday,W,home,SFG,6,2,30,7,4,1,0,2,6,0,0,1,8,0.233,0.258,0.467,0.725,14,1,0,0,0,0
2020-08-08,2020,8,Saturday,L,home,SFG,4,5,29,2,0,0,1,1,4,0,0,4,4,0.069,0.182,0.241,0.423,7,0,0,0,0,0
2020-08-07,2020,8,Friday,W,home,SFG,7,2,33,9,4,1,0,4,7,0,0,4,7,0.273,0.385,0.667,1.051,22,0,2,0,0,0
2020-08-05,2020,8,Wednesday,W,away,SDP,7,6,34,8,3,2,1,2,7,0,0,2,7,0.235,0.278,0.529,0.807,18,1,0,0,0,0
2020-08-04,2020,8,Tuesday,W,away,SDP,5,2,34,6,4,1,0,1,4,0,0,4,5,0.176,0.317,0.294,0.611,10,0,3,0,0,0
2020-08-03,2020,8,Monday,L,away,SDP,4,5,32,6,2,2,0,2,4,0,0,2,10,0.188,0.235,0.438,0.673,14,1,0,0,0,0
2020-08-02,2020,8,Sunday,W,away,ARI,3,0,36,9,6,1,0,2,3,0,0,0,9,0.25,0.25,0.444,0.694,16,0,0,0,0,0
2020-08-01,2020,8,Saturday,W,away,ARI,11,2,39,11,4,2,1,4,11,0,0,4,9,0.282,0.349,0.692,1.041,27,0,0,0,0,0
2020-07-31,2020,7,Friday,L,away,ARI,3,5,35,9,5,2,0,2,3,2,0,2,15,0.257,0.316,0.486,0.802,17,0,1,1,0,0
2020-07-30,2020,7,Thursday,W,away,ARI,6,3,32,7,3,1,0,3,6,0,0,8,7,0.219,0.366,0.531,0.897,17,1,0,0,1,0
2020-07-29,2020,7,Wednesday,W,away,HOU,4,2,44,5,1,2,0,2,4,0,0,3,13,0.114,0.17,0.295,0.466,13,0,0,0,0,1
2020-07-28,2020,7,Tuesday,W,away,HOU,5,2,37,10,9,1,0,0,4,0,0,6,5,0.27,0.372,0.297,0.669,11,1,0,0,0,0
2020-07-26,2020,7,Sunday,L,home,SFG,1,3,34,7,6,1,0,0,1,1,0,3,8,0.206,0.289,0.235,0.525,8,0,1,0,0,0
2020-07-25,2020,7,Saturday,L,home,SFG,4,5,33,9,6,2,0,1,4,0,0,2,6,0.273,0.368,0.424,0.793,14,0,3,0,0,0
2020-07-24,2020,7,Friday,W,home,SFG,9,1,37,13,8,3,0,2,8,1,1,8,3,0.351,0.457,0.595,1.051,22,0,0,0,1,0
2020-07-23,2020,7,Thursday,W,home,SFG,8,1,37,12,7,4,0,1,8,0,0,5,6,0.324,0.419,0.514,0.932,19,1,1,0,0,0
2019-09-29,2019,9,Sunday,W,away,SFG,9,0,37,12,10,1,0,1,9,0,0,9,8,0.324,0.479,0.432,0.912,16,2,2,0,0,0
2019-09-28,2019,9,Saturday,W,away,SFG,2,0,32,7,4,2,0,1,2,0,0,1,9,0.219,0.242,0.375,0.617,12,1,0,0,0,0
2019-09-27,2019,9,Friday,W,away,SFG,9,2,35,9,3,2,1,3,9,1,0,3,10,0.257,0.333,0.629,0.962,22,2,1,0,0,1
2019-09-26,2019,9,Thursday,W,away,SDP,1,0,30,5,4,1,0,0,1,0,0,2,11,0.167,0.219,0.2,0.419,6,2,0,1,0,0
2019-09-25,2019,9,Wednesday,W,away,SDP,6,4,34,10,4,2,0,4,6,1,1,2,13,0.294,0.342,0.706,1.048,24,1,1,0,1,0
2019-09-24,2019,9,Tuesday,W,away,SDP,6,3,33,7,3,2,0,2,6,0,0,5,8,0.212,0.333,0.455,0.788,15,1,1,0,0,0
2019-09-22,2019,9,Sunday,W,home,COL,7,4,34,11,6,1,0,4,7,0,0,5,7,0.324,0.41,0.706,1.116,24,1,0,0,0,0
2019-09-21,2019,9,Saturday,L,home,COL,2,4,33,6,4,1,1,0,2,0,0,1,12,0.182,0.206,0.273,0.479,9,0,0,0,0,0
2019-09-20,2019,9,Friday,W,home,COL,12,5,33,13,8,3,0,2,12,3,0,4,7,0.394,0.488,0.667,1.154,22,1,3,2,1,0
2019-09-18,2019,9,Wednesday,L,home,TBR,7,8,44,12,9,2,0,1,6,1,0,2,13,0.273,0.298,0.386,0.684,17,1,0,0,1,1
2019-09-17,2019,9,Tuesday,W,home,TBR,7,5,31,6,2,4,0,0,7,1,0,3,8,0.194,0.286,0.323,0.608,10,0,1,0,0,0
2019-09-15,2019,9,Sunday,W,away,NYM,3,2,36,9,5,4,0,0,3,0,0,2,13,0.25,0.289,0.361,0.651,13,0,0,0,0,1
2019-09-14,2019,9,Saturday,L,away,NYM,0,3,30,3,3,0,0,0,0,0,0,0,12,0.1,0.129,0.1,0.229,3,0,1,0,0,0
2019-09-13,2019,9,Friday,W,away,NYM,9,2,38,11,8,1,0,2,9,1,0,3,6,0.289,0.341,0.474,0.815,18,0,0,0,0,0
2019-09-12,2019,9,Thursday,W,away,BAL,4,2,34,6,4,2,0,0,2,4,0,2,8,0.176,0.243,0.235,0.479,8,1,1,0,0,0
2019-09-11,2019,9,Wednesday,L,away,BAL,3,7,32,6,4,1,0,1,3,0,0,2,8,0.188,0.235,0.313,0.548,10,1,0,0,0,0
2019-09-10,2019,9,Tuesday,W,away,BAL,7,3,38,13,7,3,0,3,7,0,0,4,8,0.342,0.432,0.658,1.09,25,2,2,0,0,0
2019-09-08,2019,9,Sunday,W,home,SFG,5,0,28,5,2,1,0,2,5,0,0,3,7,0.179,0.258,0.429,0.687,12,0,0,2,0,0
2019-09-07,2019,9,Saturday,L,home,SFG,0,1,29,4,4,0,0,0,0,0,0,4,7,0.138,0.265,0.138,0.403,4,2,1,0,0,0
2019-09-06,2019,9,Friday,L,home,SFG,4,5,33,6,2,1,0,3,4,0,0,2,8,0.182,0.229,0.485,0.713,16,0,0,0,0,0
2019-09-04,2019,9,Wednesday,W,home,COL,7,3,31,8,6,0,0,2,7,0,0,2,8,0.258,0.303,0.452,0.755,14,0,0,1,0,0
2019-09-03,2019,9,Tuesday,W,home,COL,5,3,29,6,3,0,0,3,5,0,0,3,4,0.207,0.281,0.517,0.798,15,1,0,0,0,0
2019-09-02,2019,9,Monday,W,home,COL,16,9,40,17,6,4,0,7,16,2,0,6,6,0.425,0.511,1.05,1.561,42,1,1,1,0,2
2019-09-01,2019,9,Sunday,W,away,ARI,4,3,41,9,3,2,0,4,4,0,0,0,10,0.22,0.22,0.561,0.78,23,1,0,0,0,0
2019-08-31,2019,8,Saturday,L,away,ARI,5,6,32,10,4,4,0,2,4,0,0,4,7,0.313,0.378,0.625,1.003,20,3,0,0,1,0
2019-08-30,2019,8,Friday,L,away,ARI,4,5,37,10,6,3,1,0,4,0,0,1,11,0.27,0.308,0.405,0.713,15,0,1,0,0,0
2019-08-29,2019,8,Thursday,L,away,ARI,5,11,32,7,3,3,0,1,5,0,0,6,7,0.219,0.325,0.406,0.731,13,0,0,0,2,2
2019-08-28,2019,8,Wednesday,W,away,SDP,6,4,38,9,7,2,0,0,5,1,0,8,11,0.237,0.383,0.289,0.672,11,1,1,0,0,1
2019-08-27,2019,8,Tuesday,W,away,SDP,9,0,39,14,10,2,0,2,9,1,0,3,4,0.359,0.405,0.564,0.969,22,2,0,0,0,0
2019-08-26,2019,8,Monday,L,away,SDP,3,4,34,7,3,2,0,2,3,0,0,4,13,0.206,0.308,0.441,0.749,15,0,1,0,0,1
2019-08-25,2019,8,Sunday,L,home,NYY,1,5,31,5,1,3,0,1,1,0,1,3,12,0.161,0.257,0.355,0.612,11,0,1,0,0,0
2019-08-24,2019,8,Saturday,W,home,NYY,2,1,30,6,5,0,0,1,2,2,0,2,12,0.2,0.25,0.3,0.55,9,0,0,0,0,0
2019-08-23,2019,8,Friday,L,home,NYY,2,10,32,6,3,3,0,0,2,0,0,1,15,0.188,0.212,0.281,0.493,9,0,0,1,0,0
2019-08-22,2019,8,Thursday,W,home,TOR,3,2,29,4,2,2,0,0,3,0,0,3,6,0.138,0.242,0.207,0.449,6,0,1,0,0,0
2019-08-21,2019,8,Wednesday,W,home,TOR,2,1,31,6,2,1,1,2,2,1,0,7,10,0.194,0.342,0.484,0.826,15,1,0,0,0,1
2019-08-20,2019,8,Tuesday,W,home,TOR,16,3,37,15,5,5,0,5,16,0,0,10,8,0.405,0.532,0.946,1.478,35,0,0,0,0,1
2019-08-18,2019,8,Sunday,L,away,ATL,3,5,34,9,7,1,0,1,3,0,0,3,10,0.265,0.324,0.382,0.707,13,1,0,0,0,1
2019-08-17,2019,8,Saturday,L,away,ATL,3,4,36,9,6,1,0,2,3,1,0,4,11,0.25,0.325,0.444,0.769,16,0,0,0,0,0
2019-08-16,2019,8,Friday,W,away,ATL,8,3,35,11,4,3,0,4,8,0,0,4,8,0.314,0.385,0.743,1.127,26,3,0,0,0,0
2019-08-15,2019,8,Thursday,L,away,MIA,7,13,34,7,3,0,0,4,7,1,0,7,6,0.206,0.372,0.559,0.931,19,0,2,0,0,0
2019-08-14,2019,8,Wednesday,W,away,MIA,9,1,37,12,6,2,0,4,9,0,0,4,9,0.324,0.405,0.703,1.107,26,0,1,1,0,0
2019-08-13,2019,8,Tuesday,W,away,MIA,15,1,43,15,2,6,1,6,14,0,0,5,7,0.349,0.417,0.953,1.37,41,0,0,0,0,0
2019-08-11,2019,8,Sunday,W,home,ARI,9,3,34,14,6,4,0,4,8,0,0,3,4,0.412,0.462,0.882,1.344,30,2,1,1,1,1
2019-08-10,2019,8,Saturday,W,home,ARI,4,0,29,6,4,1,0,1,4,0,0,5,6,0.207,0.324,0.345,0.668,10,0,0,2,0,1
2019-08-09,2019,8,Friday,L,home,ARI,2,3,33,2,0,2,0,0,2,0,0,4,10,0.061,0.158,0.121,0.279,4,0,0,1,1,1
2019-08-07,2019,8,Wednesday,W,home,STL,2,1,33,7,5,2,0,0,2,0,0,1,13,0.212,0.257,0.273,0.53,9,0,1,0,0,0
2019-08-06,2019,8,Tuesday,W,home,STL,3,1,31,7,5,2,0,0,3,0,0,2,8,0.226,0.273,0.29,0.563,9,0,0,0,0,0
2019-08-05,2019,8,Monday,W,home,STL,8,0,34,12,7,3,0,2,8,1,0,6,5,0.353,0.45,0.618,1.068,21,0,0,1,0,0
2019-08-04,2019,8,Sunday,W,home,SDP,11,10,36,11,3,5,0,3,11,0,0,3,10,0.306,0.375,0.694,1.069,25,1,1,0,0,0
2019-08-03,2019,8,Saturday,W,home,SDP,4,1,30,7,4,2,0,1,4,0,0,2,5,0.233,0.281,0.4,0.681,12,0,0,1,0,0
2019-08-02,2019,8,Friday,L,home,SDP,2,5,31,4,3,0,0,1,2,0,0,0,8,0.129,0.129,0.226,0.355,7,0,0,0,0,0
2019-08-01,2019,8,Thursday,W,home,SDP,8,2,32,11,5,4,0,2,8,0,0,4,8,0.344,0.417,0.656,1.073,21,1,0,1,0,0
2019-07-31,2019,7,Wednesday,W,away,COL,5,1,35,8,5,1,0,2,5,0,0,4,16,0.229,0.308,0.429,0.736,15,1,0,0,0,0
2019-07-30,2019,7,Tuesday,W,away,COL,9,4,35,9,3,2,0,4,8,0,1,5,9,0.257,0.35,0.657,1.007,23,0,0,0,0,0
2019-07-29,2019,7,Monday,L,away,COL,1,9,30,4,2,2,0,0,1,0,0,3,6,0.133,0.212,0.2,0.412,6,1,0,0,0,0
2019-07-28,2019,7,Sunday,L,away,WSN,4,11,30,4,1,2,0,1,4,0,0,3,9,0.133,0.257,0.3,0.557,9,0,2,0,0,0
2019-07-27,2019,7,Saturday,W,away,WSN,9,3,35,10,5,4,0,1,9,0,0,4,12,0.286,0.35,0.486,0.836,17,0,0,1,1,1
2019-07-26,2019,7,Friday,W,away,WSN,4,2,32,5,4,0,0,1,4,0,0,3,7,0.156,0.229,0.25,0.479,8,0,0,0,0,0
2019-07-24,2019,7,Wednesday,L,home,LAA,2,3,30,5,4,0,0,1,2,0,0,5,5,0.167,0.286,0.267,0.552,8,2,0,0,0,0
2019-07-23,2019,7,Tuesday,L,home,LAA,4,5,33,9,8,1,0,0,4,0,0,7,10,0.273,0.381,0.303,0.684,10,0,0,0,2,0
2019-07-21,2019,7,Sunday,W,home,MIA,9,0,34,9,5,1,0,3,9,1,0,3,9,0.265,0.324,0.559,0.883,19,0,0,0,0,0
2019-07-20,2019,7,Saturday,W,home,MIA,10,6,34,12,6,3,0,3,10,0,0,7,6,0.353,0.463,0.706,1.169,24,1,0,0,0,0
2019-07-19,2019,7,Friday,W,home,MIA,2,1,31,6,5,1,0,0,1,1,0,4,6,0.194,0.286,0.226,0.512,7,0,0,0,0,0
2019-07-18,2019,7,Thursday,L,away,PHI,6,7,36,10,4,2,0,4,6,0,0,3,9,0.278,0.333,0.667,1.0,24,1,0,0,0,1
2019-07-17,2019,7,Wednesday,W,away,PHI,7,2,33,7,5,0,0,2,7,1,0,10,13,0.212,0.413,0.394,0.807,13,0,2,0,1,0
2019-07-16,2019,7,Tuesday,L,away,PHI,8,9,34,7,2,0,0,5,8,0,0,2,12,0.206,0.27,0.647,0.917,22,1,1,0,0,0
2019-07-15,2019,7,Monday,W,away,PHI,16,2,44,19,10,5,0,4,15,2,0,5,7,0.432,0.49,0.818,1.308,36,0,1,2,1,0
2019-07-14,2019,7,Sunday,W,away,BOS,7,4,45,9,6,2,0,1,7,0,0,7,15,0.2,0.333,0.311,0.644,14,0,2,0,0,1
2019-07-13,2019,7,Saturday,W,away,BOS,11,2,39,14,6,3,1,4,10,0,0,4,12,0.359,0.435,0.795,1.23,31,1,2,0,1,0
2019-07-12,2019,7,Friday,L,away,BOS,1,8,32,5,4,0,0,1,1,0,0,2,12,0.156,0.206,0.25,0.456,8,0,0,0,0,0
2019-07-07,2019,7,Sunday,L,home,SDP,3,5,33,7,4,1,0,2,3,1,0,0,7,0.212,0.212,0.424,0.636,14,1,0,0,0,0
2019-07-06,2019,7,Saturday,L,home,SDP,1,3,33,6,4,2,0,0,0,0,0,1,8,0.182,0.229,0.242,0.471,8,0,1,0,0,0
2019-07-05,2019,7,Friday,L,home,SDP,2,3,34,6,5,1,0,0,2,0,0,1,9,0.176,0.222,0.206,0.428,7,2,1,1,0,0
2019-07-04,2019,7,Thursday,W,home,SDP,5,1,28,6,3,1,0,2,5,0,0,2,11,0.214,0.294,0.464,0.758,13,0,2,0,2,0
2019-07-03,2019,7,Wednesday,W,home,ARI,5,4,37,10,7,1,0,2,5,0,0,3,9,0.27,0.325,0.459,0.784,17,1,0,0,0,0
2019-07-02,2019,7,Tuesday,W,home,ARI,5,4,32,7,3,2,1,1,5,0,0,8,5,0.219,0.375,0.438,0.813,14,0,0,0,0,0
2019-06-30,2019,6,Sunday,W,away,COL,10,5,40,14,10,4,0,0,10,0,0,5,8,0.35,0.435,0.45,0.885,18,1,1,1,0,0
2019-06-29,2019,6,Saturday,L,away,COL,3,5,34,8,6,1,1,0,3,0,0,2,13,0.235,0.297,0.324,0.621,11,1,1,1,0,0
2019-06-28,2019,6,Friday,L,away,COL,9,13,38,9,4,3,0,2,7,0,0,7,5,0.237,0.356,0.474,0.829,18,1,0,0,0,1
2019-06-27,2019,6,Thursday,W,away,COL,12,8,44,17,8,3,0,6,12,0,0,2,6,0.386,0.413,0.864,1.277,38,0,0,0,0,0
2019-06-26,2019,6,Wednesday,L,away,ARI,2,8,30,5,2,2,0,1,2,0,0,4,7,0.167,0.257,0.333,0.59,10,2,0,0,1,0
2019-06-25,2019,6,Tuesday,W,away,ARI,3,2,30,5,1,2,0,2,3,3,0,4,10,0.167,0.286,0.433,0.719,13,0,1,1,0,1
2019-06-24,2019,6,Monday,L,away,ARI,5,8,37,10,8,2,0,0,5,0,0,3,11,0.27,0.357,0.324,0.681,12,1,2,0,0,2
2019-06-23,2019,6,Sunday,W,home,COL,6,3,34,7,3,2,0,2,6,0,0,3,6,0.206,0.27,0.441,0.711,15,0,0,0,0,1
2019-06-22,2019,6,Saturday,W,home,COL,5,4,42,14,8,4,0,2,5,0,0,3,9,0.333,0.378,0.571,0.949,24,1,0,2,0,0
2019-06-21,2019,6,Friday,W,home,COL,4,2,31,6,3,1,0,2,4,0,0,1,9,0.194,0.212,0.419,0.631,13,0,0,0,1,0
2019-06-20,2019,6,Thursday,W,home,SFG,9,8,38,16,9,4,0,3,9,2,0,2,8,0.421,0.476,0.763,1.239,29,1,2,1,0,0
2019-06-19,2019,6,Wednesday,W,home,SFG,9,2,35,13,7,2,0,4,9,0,0,1,7,0.371,0.378,0.771,1.15,27,0,0,0,1,0
2019-06-18,2019,6,Tuesday,W,home,SFG,9,0,36,14,9,3,0,2,9,0,0,5,4,0.389,0.463,0.639,1.102,23,0,0,2,0,1
2019-06-17,2019,6,Monday,L,home,SFG,2,3,32,5,3,1,0,1,2,0,0,5,9,0.156,0.27,0.281,0.552,9,0,0,0,0,0
2019-06-16,2019,6,Sunday,W,home,CHC,3,2,31,7,4,2,0,1,3,0,0,5,6,0.226,0.333,0.387,0.72,12,0,0,0,0,1
2019-06-15,2019,6,Saturday,L,home,CHC,1,2,31,5,4,0,0,1,1,1,0,2,12,0.161,0.212,0.258,0.47,8,0,0,0,0,0
2019-06-14,2019,6,Friday,W,home,CHC,5,3,31,7,3,2,0,2,5,0,0,6,6,0.226,0.351,0.484,0.835,15,0,0,0,0,0
2019-06-13,2019,6,Thursday,W,home,CHC,7,3,32,11,6,1,0,4,7,0,0,3,9,0.344,0.4,0.75,1.15,24,2,0,1,0,0
2019-06-11,2019,6,Tuesday,L,away,LAA,3,5,39,12,9,0,0,3,3,0,0,5,10,0.308,0.4,0.538,0.938,21,0,1,0,0,0
2019-06-10,2019,6,Monday,L,away,LAA,3,5,34,8,5,3,0,0,3,0,0,1,7,0.235,0.297,0.324,0.621,11,1,2,0,0,0
2019-06-09,2019,6,Sunday,W,away,SFG,1,0,30,6,5,0,0,1,1,0,1,2,7,0.2,0.25,0.3,0.55,9,2,0,0,0,0
2019-06-08,2019,6,Saturday,W,away,SFG,7,2,39,11,5,6,0,0,7,0,0,6,10,0.282,0.383,0.436,0.819,17,0,1,0,1,3
2019-06-07,2019,6,Friday,L,away,SFG,1,2,32,6,5,0,0,1,1,0,0,2,11,0.188,0.235,0.281,0.517,9,0,0,0,0,0
2019-06-05,2019,6,Wednesday,L,away,ARI,2,3,39,7,5,1,0,1,2,0,0,3,9,0.179,0.238,0.282,0.52,11,1,0,0,0,0
2019-06-04,2019,6,Tuesday,W,away,ARI,9,0,38,12,4,6,1,1,8,0,0,4,9,0.316,0.381,0.605,0.986,23,0,0,1,0,2
2019-06-03,2019,6,Monday,W,away,ARI,3,1,33,7,5,1,0,1,3,1,0,1,12,0.212,0.235,0.333,0.569,11,0,0,0,0,0
2019-06-02,2019,6,Sunday,W,home,PHI,8,0,32,10,5,3,0,2,7,1,0,4,9,0.313,0.378,0.594,0.972,19,1,0,1,1,0
2019-06-01,2019,6,Saturday,W,home,PHI,4,3,30,8,6,0,0,2,4,0,1,4,7,0.267,0.343,0.467,0.81,14,1,0,0,1,1
2019-05-31,2019,5,Friday,W,home,PHI,6,3,35,12,8,0,0,4,6,0,1,1,7,0.343,0.361,0.686,1.047,24,0,0,0,0,0
2019-05-30,2019,5,Thursday,W,home,NYM,2,0,31,9,6,2,1,0,2,1,0,3,7,0.29,0.353,0.419,0.772,13,2,0,0,0,0
2019-05-29,2019,5,Wednesday,W,home,NYM,9,8,38,15,4,8,0,3,9,1,0,4,5,0.395,0.442,0.842,1.284,32,0,0,0,1,1
2019-05-28,2019,5,Tuesday,L,home,NYM,3,7,34,8,5,2,0,1,3,0,0,5,9,0.235,0.333,0.382,0.716,13,1,0,0,0,0
2019-05-27,2019,5,Monday,W,home,NYM,9,5,40,17,13,1,0,3,9,0,0,2,3,0.425,0.455,0.675,1.13,27,0,1,0,1,1
2019-05-26,2019,5,Sunday,W,away,PIT,11,7,36,12,9,1,0,2,11,0,0,8,4,0.333,0.479,0.528,1.007,19,1,3,2,1,0
2019-05-25,2019,5,Saturday,W,away,PIT,7,2,37,13,5,8,0,0,7,0,0,4,3,0.351,0.405,0.568,0.972,21,0,0,1,1,0
2019-05-24,2019,5,Friday,W,away,PIT,10,2,39,13,6,4,1,2,10,1,0,5,6,0.333,0.409,0.641,1.05,25,2,0,0,0,0
2019-05-22,2019,5,Wednesday,L,away,TBR,1,8,31,5,4,0,0,1,1,0,0,3,6,0.161,0.257,0.258,0.515,8,0,1,0,0,0
2019-05-21,2019,5,Tuesday,W,away,TBR,7,3,38,12,9,3,0,0,6,2,0,5,8,0.316,0.386,0.395,0.781,15,0,0,0,1,1
2019-05-19,2019,5,Sunday,W,away,CIN,8,3,34,6,2,2,0,2,7,0,0,9,13,0.176,0.349,0.412,0.761,14,0,0,0,0,1
2019-05-18,2019,5,Saturday,L,away,CIN,0,4,33,6,6,0,0,0,0,0,0,2,9,0.182,0.25,0.182,0.432,6,0,1,0,0,0
2019-05-17,2019,5,Friday,W,away,CIN,6,0,36,10,4,2,0,4,6,0,0,2,8,0.278,0.316,0.667,0.982,24,2,0,0,0,1
2019-05-15,2019,5,Wednesday,W,home,SDP,2,0,32,8,6,2,0,0,2,1,0,2,6,0.25,0.333,0.313,0.646,10,0,2,1,0,0
2019-05-14,2019,5,Tuesday,W,home,SDP,6,3,32,8,4,2,0,2,6,0,0,1,5,0.25,0.294,0.5,0.794,16,0,1,1,0,0
2019-05-12,2019,5,Sunday,W,home,WSN,6,0,28,7,5,1,0,1,6,1,0,4,8,0.25,0.353,0.393,0.746,11,0,1,2,1,1
2019-05-11,2019,5,Saturday,L,home,WSN,2,5,31,5,3,1,0,1,2,0,0,2,8,0.161,0.257,0.29,0.547,9,1,2,0,0,0
2019-05-10,2019,5,Friday,W,home,WSN,5,0,33,9,4,1,1,3,5,2,0,4,6,0.273,0.351,0.636,0.988,21,0,0,0,0,1
2019-05-09,2019,5,Thursday,L,home,WSN,0,6,31,6,6,0,0,0,0,0,0,4,9,0.194,0.306,0.194,0.499,6,2,1,0,0,0
2019-05-08,2019,5,Wednesday,W,home,ATL,9,4,33,9,5,1,0,3,8,1,0,7,5,0.273,0.4,0.576,0.976,19,0,0,0,0,2
2019-05-07,2019,5,Tuesday,W,home,ATL,9,0,33,11,7,1,0,3,9,0,0,3,5,0.333,0.395,0.636,1.031,21,0,1,1,1,0
2019-05-06,2019,5,Monday,W,home,ATL,5,3,32,9,7,2,0,0,4,1,0,5,9,0.281,0.368,0.344,0.712,11,0,0,0,1,0
2019-05-05,2019,5,Sunday,L,away,SDP,5,8,33,8,3,3,0,2,5,0,0,4,3,0.242,0.342,0.515,0.857,17,1,1,1,0,0
2019-05-04,2019,5,Saturday,W,away,SDP,7,6,38,11,8,2,0,1,7,0,0,5,10,0.289,0.386,0.421,0.807,16,0,1,0,0,0
2019-05-03,2019,5,Friday,W,away,SDP,4,3,35,9,5,2,0,2,4,0,0,2,13,0.257,0.289,0.486,0.775,17,0,0,0,1,0
2019-05-01,2019,5,Wednesday,L,away,SFG,1,2,34,6,5,1,0,0,1,3,0,2,12,0.176,0.222,0.206,0.428,7,1,0,0,0,0
