Name,CandidateCommittee,Office,Party,Income,Expense,CashBalance,IEFor,IEAgainst,...10,id
"Grantham, Travis (100016)",Grantham for Arizona 2022,State Representative - District 12,Republican,25274.96,21659.97,42194.63,0,0,NA,100016
"Grantham, Travis (100016)",Grantham for Arizona 2022,State Representative - District 14,Republican,0,0,42194.63,0,0,NA,100016
"Gray, Keith (100332)",Keith  Gray  for office,Other,Other,0,0,0,0,0,NA,100332
"Gray, Rick (201800396)",Vote Rick Gray Senate,State Senator - District No. 21,Republican,48757.05,72187.74,51042.5,5311.96,0,NA,201800396
"Gress, Matthew (100882)",Arizonans for Matt Gress,State Representative - District 4,Republican,4437.59,173.88,4263.71,0,0,NA,100882
"Griffin, Gail (100029)",GAIL GRIFFIN for State Representative - District 14,State Representative - District 14,Republican,61420.42,36176.14,33032.33,635.37,0,NA,100029
"Grove, Dawn (100735)",Dawn Grove for Arizona,Attorney General,Republican,431602.28,74349.44,357252.84,0,0,NA,100735
"Grove, Dawn (100736)",Dawn Grove for Arizona,Attorney General,Republican,0,0,0,0,0,NA,100736
"Guglielmo, Cathy (100115)",Cathy for AZ,LLC (Clean Elections),State Senator - District No. 26,Other,0,374.85,0,0,0,100115
"Gummere, Mabelle (100128)",Mabelle Gummere for State Representative - District 10 (Clean Elections),State Representative - District 10,Republican,47737.38,48346.02,126.36,0,6.31,NA,100128
"Gutierrez, Nancy (100900)",Nancy Gutierrez for State Representative - District 9,State Representative - District 9,Democratic,6073,861,5212,0,0,NA,100900
"Gutierrez, Veronica Lynn(100775)",Veronica Gutierrez for State Senator - District No. 29,State Senator - District No. 29,Republican,0,0,0,0,0,NA,100775
"Guzman, Dianna T.(100745)",Dianna Guzman for State Representative - District 29,State Representative - District 29,Republican,0,0,0,0,0,NA,100745
"Guzman, Dianna T.(100746)",Dianna Guzman for State Representative - District 29,State Representative - District 29,Republican,0,0,0,0,0,NA,100746
"Guzman, Dianna T.(100748)",Dianna Guzman for State Representative - District 29,State Representative - District 29,Republican,0,0,0,0,0,NA,100748
"Hacohen, Gil (101017)",Gil For Arizona,State Representative - District 30,NA,0,0,0,0,0,NA,101017
"Hamadeh, Abraham (100811)",Abraham Hamadeh for Attorney General,Attorney General,Republican,206952.23,36648.73,170303.5,0,0,NA,100811
"Hamilton, Stephanie Stahl(100492)",Stephanie Stahl Hamilton for State House,State Representative - District 10,Democratic,100,3768.64,-3668.64,0,0,NA,100492
"Hamilton, Stephanie Stahl(100923)",Stephanie Stahl Hamilton for State Representative,State Representative - District 10,Democratic,0,0,0,0,0,NA,100923
"Hampton, Edward (202000035)",Edward Hampton,State Senator - District No. 6,Republican,0,0,0,0,0,NA,202000035
"Hampton, Edward James(100146)",edward hampton for State Senator - District No. 28,State Senator - District No. 28,Republican,0,0,0,0,0,NA,100146
"Hamstreet, Jarret (202000075)",Jarret Hamstreet for Arizona,State Representative - District 15,Republican,38598.45,86524.15,-5084.31,49960.56,0,NA,202000075
"Handsel, Chris (100988)",Chris For AZ,State Representative - District 19,Republican,0,0,0,0,0,NA,100988
"Hardin, Ron (100544)",Ron Hardin for State Representative - District 17,State Representative - District 17,Republican,16900,9235.23,3884.77,0,0,NA,100544
"Harding, Douglas Louis(101024)",Harding for House,State Representative - District 20,NA,0,0,0,0,0,NA,101024
"Harlan, Allen C(200810137)",ACHarlan Campaign Committee,Other,Republican,0,0,313.67,0,0,NA,200810137
"Harnal, Junelle Cavero(100873)",Junelle Cavero Harnal for State Representative - District 27,State Representative - District 27,Democratic,10635,0,9885,0,0,NA,100873
"Harris, Liz (100229)",Vote Liz Harris,State Representative - District 17,Republican,96982.44,69273.27,4830.87,20655.25,165285.45,NA,100229
"Hawker, Don (100322)",hawker 2020,State Representative - District 18,Republican,5314.47,4701,0,36.7,6.31,NA,100322
"Heap, Justin (100839)",Heap for House,State Representative - District 25,Republican,15500,187.96,15312.04,0,0,NA,100839
"Hendrix, Laurin (100171)",Hendrix in the House,State Representative - District 12,Republican,0,0,0,0,0,NA,100171
"Hendrix, Laurin (101013)",Vote Hendrix,State Representative - District 14,Republican,25000,0,25000,0,0,NA,101013
"Hernandez, Alma C(201800416)",Alma for Arizona,State Representative - District 3,Democratic,109735.97,117440.95,26804.86,189785.28,8000,NA,201800416
"Hernandez, Anna Maria(100962)",Anna Hernandez Senator 24,State Senator - District No. 24,Democratic,0,0,0,0,0,NA,100962
"Hernandez, Consuelo (100940)",Consuelo Hernandez for State Representative - District 21,State Representative - District 21,Democratic,0,0,0,0,0,NA,100940
"Hernandez, Daniel (201600418)",Daniel for Arizona,State Representative - District 2,Democratic,95868.69,127997.05,-1044.9,147821.84,0,NA,201600418
"Hernandez, Lydia (100946)",Lydia Hernandez for State Representative - District 29,State Representative - District 24,Democratic,0,0,0,0,0,NA,100946
"Hernandez, Melody Savannah(100118)",Melody Hernandez for State Representative - District 26 (Clean Elections),State Representative - District 26,Democratic,44435.73,43416.35,0,10408.61,0,NA,100118
"Hernandez, Michael (100014)",Big Mike For Arizona,State Representative - District 16,Republican,0,0,0,0,0,NA,100014
"Hess, Barry (201800431)",HESS FOR GOVERNOR,Governor,Libertarian,0,0,1092.6,0,0,NA,201800431
"Hicks, Michael (100285)",Michael Hicks for State Representative - District 10,State Representative - District 10,Republican,7964.62,7602.65,0,0,6.31,NA,100285
"Hill, Jonathon Ryan(100699)",Jonathon Hill for Arizona,Corporation Commissioner,Democratic,2286.74,96.84,1838.16,0,0,NA,100699
"Hobbs, Katie (201800057)",Elect Katie Hobbs,Governor,Democratic,2356406.66,1261754.01,1461376.6,0,0,NA,201800057
"Hobbs, Katie (201800057)",Elect Katie Hobbs,Secretary of State,Democratic,697279.76,443805.89,1461376.6,0,0,NA,201800057
"Hoffman, Jake (100048)",Friends of Jake Hoffman,State Representative - District 12,Republican,37440.49,23474.88,144742.23,0,0,NA,100048
"Hoffman, Kathy (100547)",Elect Kathy Hoffman for Superintendent (Clean Elections),Superintendent of Public Instruction,Democratic,34935,17999.77,16935.23,0,0,NA,100547
"Holbrook, Stephanie (100692)",Stephanie Holbrook for State Senator - District No. 22,State Senator - District No. 22,Democratic,0,0,0,0,0,NA,100692
"Holbrook, Stephanie (100695)",Holbrook for State Senate (Clean Elections),State Senator - District No. 22,Democratic,750,750,0,0,0,NA,100695
"Holbrook, Stephanie (100889)",Stephanie Holbrook for State Representative,State Representative - District 22,Democratic,414.54,198,214.77,0,0,NA,100889
"Holbrook, Stephanie Blair(100688)",Stephanie Holbrook for State Representative - District 22,State Representative - District 22,Democratic,0,0,0,0,0,NA,100688
"Holzapfel, Roxana (100991)",Roxana for Arizona,State Senator - District No. 8,Republican,0,0,0,0,0,NA,100991
"Honne, Mary Kathleen(100096)",Honne For Arizona (Clean Elections),State Representative - District 22,Democratic,56363,56873.16,0,0,0,NA,100096
"Horne, Thomas Chalres(100587)",Thomas Horne for Superintendent of Public Instruction,Superintendent of Public Instruction,Republican,649332.64,24382.09,624596.43,0,0,NA,100587
"Howard, Chip (201800402)",Chip Howard for Arizona Governor Campaign Committee (Clean Elections),Governor,Other,0,0,1412.26,0,0,NA,201800402
"Howard, Todd J(100841)",Todd Howard for State Senator - District No. 8,State Senator - District No. 4,Republican,189.7,0,587.4,0,0,NA,100841
"Howard, Todd J(100841)",Todd Howard for State Senator - District No. 8,State Senator - District No. 8,Republican,0,0,587.4,0,0,NA,100841
"Howard, Todd J(100841)",Todd Howard for State Senator - District No. 8,State Senator - District No. 23,Republican,428.7,31,587.4,0,0,NA,100841
"Hug, Suzanne (202000046)",HugMesa,State Representative - District 25,Democratic,33554.28,45536.55,0,2414.49,0,NA,202000046
"Hunter, Helen (100330)",Helen Hunter for State Representative - District 10,State Representative - District 10,Democratic,0,0,309.18,0,0,NA,100330
"Hunter, Helen (100330)",Helen Hunter for State Representative - District 10,State Representative - District 16,Democratic,6563.27,5939.09,309.18,0,0,NA,100330
"Hutchinson, Kyle (100935)",Kyle Hutchinson for State Representative - District 18,State Representative - District 12,Democratic,0,0,0,0,0,NA,100935
"Hutchinson, Michael (100740)",Elect Hutchinson,State Representative - District 21,Republican,0,0,0,0,0,NA,100740
"Hutchinson, Michael Daniel(100737)",Elect Hutchinson,State Representative - District 21,Republican,800,0,800,0,0,NA,100737
"Hylton, Jacob (100929)",Jake Hylton for AZ LD 11,State Representative - District 27,Democratic,0,0,0,0,0,NA,100929
"Jackson, Jana (100116)",Jana Jackson AZ (Clean Elections),State Representative - District 28,Republican,60011.7,58400.53,2065.17,0,6.31,NA,100116
"Jackson, Jana (100225)",Jana Jackson for State Representative - District 28,State Representative - District 28,Republican,0,0,0,0,0,NA,100225
"Jaramillo, Hector (100964)",Hector Jaramillo for Arizona,State Representative - District 24,Democratic,0,0,0,0,0,NA,100964
"Jermaine, Jennifer (201800162)",Jermaine for House,State Representative - District 18,Democratic,92650.59,78641.08,0,16788.16,0,NA,201800162
"John, Joel Dee(100073)",Joel John for House LD4,State Representative - District 4,Republican,87367,84005.84,16936.1,75202.1,6.31,NA,100073
"Johnson, Willie Joseph(100209)",Elect Willie Johnson (Clean Elections),State Representative - District 11,Republican,0,0,0,0,0,NA,100209
"Jones, Al (101001)",Al Jones Committee to Elect for Arizona State Senator,State Senator - District No. 5,Democratic,0,0,0,0,0,NA,101001
"Jones, Diana Gail(100051)",Diana Jones for State Rep LD19 (Clean Elections),State Representative - District 19,Republican,105,129.89,0,0,0,NA,100051
"Jones, Rachel (100733)",Rachel Jones for State Representative - District 10,State Representative - District 10,Republican,0,0,0,0,0,NA,100733
"Jones, Rachel (100917)",Jones for Arizona,State Representative - District 10,Republican,4285.48,48.94,85,0,0,NA,100917
"Jones, Rachel Hope(100696)",Rachel Jones for State Representative - District 10,State Representative - District 10,Republican,0,0,0,0,0,NA,100696
"Jones, Rachel Hope(100708)",Rachel Jones for State Representative - District 10 (Clean Elections),State Representative - District 10,Republican,0,0,0,0,0,NA,100708
"Jones, Rachel Hope(100709)",Rachel Jones for State Representative - District 10,State Representative - District 10,Republican,0,0,0,0,0,NA,100709
"Jones, Rachel Hope(100710)",Rachel Jones for State Representative - District 10,State Representative - District 10,Republican,0,0,0,0,0,NA,100710
"Jones, Rachel Hope(100711)",Rachel Jones for State Representative - District 10,State Representative - District 10,Republican,0,0,0,0,0,NA,100711
"Jones, Ralph Dorsey(100055)",Ralph Jones for State Senate LD19 (Clean Elections),State Senator - District No. 19,Republican,15,139.89,0,0,0,NA,100055
"Kaiser, Steve (100153)",Steve Kaiser for Arizona,State Representative - District 15,Republican,71658.25,62122.24,12475.79,3000,6.31,NA,100153
"Karp, Bob (100155)",Committee to Elect Bob Karp (Clean Elections),State Senator - District No. 14,Democratic,47053,47638.19,0,0,0,NA,100155
"Kavanagh, John (100600)",John Kavanagh for State Senator - District No. 23,State Senator - District No. 23,Republican,15321.26,1639.46,13681.8,0,0,NA,100600
"Kavanagh, John (100601)",John Kavanagh for State Senator - District No. 23,State Senator - District No. 23,Republican,0,0,0,0,0,NA,100601
"Kavanagh, John (201800018)",Kavanagh for State Representative,State Representative - District 23,Republican,40909.45,88915.73,0,5819.23,70632.56,NA,201800018
"Kelly, Jamie (100979)",Jamie Kelly for State Senator - District No. 27,State Senator - District No. 27,Republican,0,0,0,0,0,NA,100979
"Kennedy, Sandra D.(100213)",Kennedy for Corporation Commissioner 2022 (Clean Elections),Corporation Commissioner,Democratic,4163.51,568.32,3595.19,0,0,NA,100213
"Kern, Anthony (100588)",ANTHONY KERN for State Senator - District No. 20,State Senator - District No. 20,Republican,44857.58,25608.2,19249.38,0,0,NA,100588
"Kern, Anthony T(202000056)",Vote Kern 2020,State Representative - District 20,Republican,142961.29,166571.36,5935.23,191700.98,546764.63,NA,202000056
"Kerr, Sine (201800175)",Vote Kerr,State Senator - District No. 13,Republican,32450,19241.71,63236.51,37919.32,0,NA,201800175
"Kielsky, Michael (201800501)",Arizona for Michael Kielsky,Attorney General,Libertarian,0,0,628.45,0,0,NA,201800501
"Knecht, Kathy (100034)",Kathy Knecht for State Representative - District 21,State Representative - District 21,Democratic,331845.94,321466.13,-2048.31,436416.93,148483.14,NA,100034
"Kolodin, Alexander (100259)",Alex for AZ,State Senator - District No. 23,Republican,148899.38,148904.02,-4.64,0,0,NA,100259
"Kolodin, Alexander (100625)",Alex For Arizona,State Representative - District 23,Republican,49366.85,12377.93,36734.39,0,0,NA,100625
"Konarski, Frank John(100651)",Humble Frank for Arizona Governor,Governor,Republican,625.77,528.99,96.78,0,0,NA,100651
"Kubert, Kenneth Allen(100192)",Campaign to Elect Ken Kubert (Clean Elections),State Representative - District 17,Republican,0,0,0,0,0,NA,100192
"Kuby, Lauren (100653)",Lauren Kuby for Corporation Commission (Clean Elections),Corporation Commissioner,Democratic,38300,17712.61,20592.39,0,0,NA,100653
"Kurdoglu, Ajlan (100250)",AJ for State Senate,State Senator - District No. 17,Democratic,491071.68,419706.49,69721.55,347865.1,411660.41,NA,100250
"Kurdoglu, Ajlan (100902)",AJ For Arizona,State Representative - District 17,Democratic,0,0,0,0,0,NA,100902
"Kurland, Eric (202000048)",Kurland 23,State Representative - District 23,Democratic,213981.49,240356.87,12921.75,86860.5,1833.34,NA,202000048
"Kwasman, Adam (100237)",Kwasman for State Senate,State Senator - District No. 23,Republican,58089.07,58089.07,0,0,0,NA,100237
"Lake, Kari (100605)",Kari Lake for Arizona,Governor,Republican,1462114.88,1079274.72,374955.73,0,152849.99,NA,100605
"Lamar, Christian (100572)",Christian Lamar for State Representative - District 20,State Representative - District 20,Republican,24802.02,10698.54,14103.48,0,0,NA,100572
"Lane, Edward ""Beau"" (100637)",Beau Lane for Arizona,Secretary of State,Republican,716225.63,143266.32,570383.68,0,0,NA,100637
"Laos, Justin Wood(202000068)",Laos (Clean Elections),State Representative - District 24,Republican,0,0,0,0,0,NA,202000068
"Lawrence, Jay (201600096)",Jay Lawrence 16,State Representative - District 23,Republican,0,0,0,0,8082,NA,201600096
"Lawrence, Jay A(201800040)",Jay Lawrence for the House 20,State Representative - District 23,Republican,21767.97,30612.4,0,1667,122.83,NA,201800040
"Leach, Venden ""Vince"" W(201800061)",Vince Leach for Senate,State Senator - District No. 11,Republican,146851.1,123857.78,104114.52,163259.09,180381.03,NA,201800061
"Leach, Venden ""Vince"" W(201800061)",Vince Leach for Senate,State Senator - District No. 17,Republican,0,0,104114.52,0,0,NA,201800061
"Leach, Venden (100500)",Vince Leach for State Senator - District No. 11,State Senator - District No. 11,Republican,0,0,0,0,0,NA,100500
"Leasy, Wesley (100743)",Friends for Wes,State Representative - District 27,Democratic,1616,1383.68,232.32,0,0,NA,100743
"Lettieri, Robert (100857)",Bob For Treasurer,State Treasurer,Republican,5383.5,2642.87,2740.63,0,0,NA,100857
"Levault, Michael E(100684)",Vote Mike LeVault,State Senator - District No. 21,Republican,0,0,0,0,0,NA,100684
"Levine, Ashley Nicole Rubio(100690)",Ashley Levine for State Representative - District 28,State Representative - District 28,Democratic,0,0,0,0,0,NA,100690
"Lewis, Deanna (100868)",Dr. Deanna Lewis for LD9,State Representative - District 9,Democratic,1613.55,896.24,627.31,0,0,NA,100868
"Lieberman, Aaron (100636)",Aaron for Arizona,Governor,Democratic,1161943.09,375731.58,767211.51,0,0,NA,100636
"Lieberman, Aaron (201800550)",Elect Aaron Lieberman,State Representative - District 28,Democratic,172307.09,232995.49,78003.8,22175.88,0,NA,201800550
"Liguori, Sarah (100802)",Sarah Liguori for State Representative - District 28,State Representative - District 28,Democratic,0,0,0,0,0,NA,100802
"Liguori, Sarah (100803)",Sarah Liguori for State Representative - District 28,State Representative - District 28,Democratic,0,0,0,0,0,NA,100803
"Liguori, Sarah (100812)",Sarah Liguori for State Representative - District 28,State Representative - District 28,Democratic,15478,325.99,15152.01,0,0,NA,100812
"Lindberg, Travis J(100671)",Travis Lindberg for Congress,Other,Other,115,115,0,0,0,NA,100671
"Little, Doug (100764)",Doug Little for Arizona,Corporation Commissioner,Republican,0,0,0,0,0,NA,100764
"Little, Doug (100768)",Doug Little for Arizona,Corporation Commissioner,Republican,0,0,0,0,0,NA,100768
"Livingston, David (100522)",Livingston for Treasurer,State Treasurer,Republican,0,0,0,0,0,NA,100522
"Livingston, David Alan(201600197)",Vote Livingston LD22 Senate 2020,State Senator - District No. 22,Republican,41485.79,45074.75,64613.8,1403.66,0,NA,201600197
"Loftus, Charles A(201800221)",Loftus 2018,State Representative - District 20,Republican,0,0,1118.22,0,0,NA,201800221
"Longdon, Jennifer (100784)",Jennifer Longdon for State Representative - District 24,State Representative - District 24,Democratic,0,0,600,0,0,NA,100784
"Longdon, Jennifer (201800207)",Jen Longdon for House,State Representative - District 5,Democratic,0,0,24687.94,0,0,NA,201800207
"Longdon, Jennifer (201800207)",Jen Longdon for House,State Representative - District 24,Democratic,90472.5,74108.77,24687.94,86.53,0,NA,201800207
"Lopez, Marco (100554)",Marco Lopez for Governor,Governor,Democratic,1068896.79,815640.59,253256.2,0,0,NA,100554
"Loughride, William (100967)",William Loughride for State Representative - District 26,State Representative - District 26,Republican,0,0,0,0,0,NA,100967
"Loughrige, Bill ""Wjl""(100140)","William ""WJL"" Loughrige for AZ",State Representative - District 26,Republican,4861.64,21179.31,0,0,6.31,NA,100140
"Lucking, Charles Walter(100878)",CHARLES LUCKING for State Representative - District 28,State Representative - District 28,Democratic,5000,0,5000,0,0,NA,100878
"Lugo Jr, Jesus Arnulfo(100871)",Jesus Lugo Jr for State Representative - District 4,State Representative - District 4,Democratic,248,248,0,0,0,NA,100871
"Lyons, Brendan Timothy(100199)",Lyons 4 AZ,State Representative - District 9,Republican,171681,154755.97,7215.03,0,6.31,NA,100199
"Maes, Don (100580)",Don Maes for State House,State Representative - District 13,Republican,2000,200,27960.04,0,0,NA,100580
"Maes, Don (100580)",Don Maes for State House,State Representative - District 17,Republican,31616.14,5294.58,27960.04,0,0,NA,100580
"Maestas-Condos, Ronnie (100266)",REMC for YOU,State Representative - District 14,Democratic,4761.04,4761.04,0,0,0,NA,100266
"Mahdi, Ayad (100549)",ayad mahdi for State Senator - District No. 12,State Senator - District No. 12,Democratic,0,0,0,0,0,NA,100549
"Mahdi, M. (100124)",M. Mahdi for State Representative - District 12,State Representative - District 12,Democratic,0,0,0,0,0,NA,100124
"Manoil, Mark (201800350)",Mark Manoil for Arizona (Clean Elections),State Treasurer,Democratic,0,0,0,0,0,NA,201800350
"Manolis, Jan (100067)",Jan Manolis for State Senator - District No. 1 (Clean Elections),State Senator - District No. 1,Democratic,53.68,1028.37,0,0,0,NA,100067
"Mansor, Kadeen Alan(100242)",Kadeen Mansor for State Representative - District 1,State Representative - District 1,Republican,0,0,0,0,0,NA,100242
"Marquez Peterson, Lea (100046)",Vote for Lea M·rquez Peterson (Clean Elections),Corporation Commissioner,Republican,302736.95,311767.06,0,50000,177306.22,NA,100046
"M·rquez, Aaron (100987)",M·rquez for Arizona,State Representative - District 5,Democratic,0,0,0,0,0,NA,100987
"Marsh, Christine Porter(201800199)",Chris4Arizona,State Senator - District No. 28,Democratic,562077.37,605289.33,51253.97,228027.68,328563.24,NA,201800199
"Marsh, Paul D(100847)",Marsh for Mine Inspector,State Mine Inspector,Republican,0,0,0,0,0,NA,100847
"Marshall, David (100556)",Committee to Elect David Marshall,State Representative - District 6,Republican,32962.57,20714.84,12247.73,0,0,NA,100556
"Martinez, Teresa (100846)",Martinez for Arizona,State Representative - District 11,Republican,7100,60.8,7039.2,0,0,NA,100846
"Masche, Bryan (100638)",Bryan Masche for Governor,Governor,Republican,885,3771.87,165.03,0,0,NA,100638
"Mathis, Christopher Haley(100581)",Mathis for Arizona,State Representative - District 9,Democratic,1000,0,1000,0,0,NA,100581
"Mayes, Kris (100626)",Kris Mayes for Arizona,Other,Democratic,0,1500,274667.58,0,0,NA,100626
"Mayes, Kris (100626)",Kris Mayes for Arizona,Attorney General,Democratic,363831.03,74728.45,274667.58,0,0,NA,100626
"Mccain, Barry (100119)",Barry McCain for State Representative - District 11,State Representative - District 11,Democratic,110,110,0,0,0,NA,100119
"Mccoy, Donna S(100865)",Donna McCoy for State Representative - District 5,State Representative - District 5,Republican,200,977.86,200,0,0,NA,100865
"Mcdonald, Marilyn R(100226)",Marilyn McDonald for State Representative - District 21 (Clean Elections),State Representative - District 21,Republican,0,0,0,0,0,NA,100226
"Mcewen, Deborah Ann(100173)",McEwen4AZ (Clean Elections),State Representative - District 2,Republican,47382.57,47574.94,2.12,0,6.31,NA,100173
"Mcgarr, Cory (100908)",McGarr for Arizona House,State Representative - District 11,Republican,46830,24503.19,22326.81,0,0,NA,100908
"Mcguire, Barbara (100254)",Barbara McGuire for State Senator - District No. 8 (Clean Elections),State Senator - District No. 8,Democratic,45768,45768,0,75341.09,53883.65,NA,100254
"Mckenney, Matthew (100957)",Matthew McKenney for Senate,State Senator - District No. 12,Democratic,0,0,0,0,0,NA,100957
"Mcknight, Joseph (100781)",Vote McKnight,State Representative - District 16,Republican,850,646.21,203.79,0,0,NA,100781
"Mcknight, Joseph (100782)",Vote for McKnight,State Representative - District 16,Republican,0,0,0,0,0,NA,100782
"Mcmillan, Alysia Yvonne(100365)",Alysia McMillan - Our Campaign  (Clean Elections),State Representative - District 29,Republican,10,0,10,0,0,NA,100365
"Mcmillan, Peter A(100548)",Peter McMillan for State Representative - District 18,State Representative - District 18,Libertarian,25,2897.22,25,0,0,NA,100548
"Mcneill, Jason (100565)",Jason McNeill for State Representative - District 15,State Representative - District 15,Republican,0,0,0,0,0,NA,100565
"Mcwhirter, Robert J(100674)",Bob McWhirter for Attorney General,Attorney General,Democratic,75823,28045.02,50121.61,0,0,NA,100674
"Mendez, Juan (100682)",Juan Mendez for State Senator - District No. 26 (Clean Elections),State Senator - District No. 26,Democratic,2323.72,992.05,1331.67,0,0,NA,100682
"Mendez, Juan Jose(201600354)",Mendez for Senate (Clean Elections),State Senator - District No. 26,Democratic,40511.09,45225.07,30,10801.63,0,NA,201600354
"Mendoza, Joanna (100068)",JoAnna Mendoza for Arizona,State Senator - District No. 11,Democratic,198344.42,211109.66,0,230809.05,80829.85,NA,100068
"Mendoza, Mary Ann (100813)",Mendoza For Arizona,State Representative - District 25,Republican,2450,2138.88,311.12,0,0,NA,100813
"Mesnard, J.D. (201600193)",Vote Mesnard,State Senator - District No. 17,Republican,257544.94,294435.02,52295.93,729523.08,1344901.97,NA,201600193
"Meza, Robert (100672)",Committee to Elect Robert Meza,State Representative - District 30,Democratic,35677.19,35677.19,0,0,0,NA,100672
"Meza, Robert (202000019)",Committee to Elect Robert Meza,State Representative - District 30,Democratic,43906.52,46975.06,0,0,6.31,NA,202000019
"Michaels, Donna (100454)",Donna Michaels for Supervisor Campaign Committee,Other,Democratic,0,0,0,0,0,NA,100454
"Michaels, Ray (100329)",Ray Michaels for State Senator - District No. 24,State Senator - District No. 24,Republican,1198.91,849,0,0,0,NA,100329
"Miller, Randy (202000071)",Randy Miller for Arizona,State Representative - District 21,Republican,4012.87,5412.94,0,0,0,NA,202000071
"Miranda, Catherine (100145)",Catherine Miranda for House,State Representative - District 27,Democratic,20963,24658,0,14644.85,19584.76,NA,100145
"Miranda, Catherine (100998)",Catherine Miranda for State Senate,State Senator - District No. 11,Democratic,0,0,0,0,0,NA,100998
"Mitchell, Darin (100742)",Darin For Arizona,State Representative - District 3,Republican,0,0,7246.81,0,0,NA,100742
"Mitchell, Darin (100742)",Darin For Arizona,State Representative - District 23,Republican,10775,3528.19,7246.81,0,0,NA,100742
"Mitchell, Darin (100754)",Darin For Arizona,State Representative - District 23,Republican,0,0,0,0,0,NA,100754
"Montenegro, Steve (100208)",Montenegro for House,State Representative - District 13,Republican,96590.56,95873.02,0,5000,87545.08,NA,100208
"Montenegro, Steve (100932)",Montenegro for House,State Representative - District 29,Republican,0,0,0,0,0,NA,100932
"Morales, Patrick (100044)",Vote Morales 2020,State Representative - District 26,Democratic,17872,17870.7,0,0,0,NA,100044
"Morgaine, J'Aime Loup(100519)",Morgaine for LD5 Senate,State Senator - District No. 5,Democratic,2362.09,2264.12,97.97,0,0,NA,100519
"Morgan, Callie Marie(100667)",Callie Morgan for Governor,Governor,Republican,0,0,0,0,0,NA,100667
"Morgan, Callie Marie(100670)",Callie Morgan for Governor,Governor,Republican,0,0,0,0,0,NA,100670
"Moriarty, Forest John(202000043)",Forest Moriarty for House,State Representative - District 16,Republican,20335,27220.2,0,0,0,NA,202000043
"Morris, Michael Ezra(100934)",Michael Morris for AZ State Legislature,State Senator - District No. 13,Democratic,7452.87,7559.08,45.92,0,0,NA,100934
"Morrison, Ceasar L.(100925)",Ceasar Morrison for State Representative - District 1,State Representative - District 1,Democratic,0,0,0,0,0,NA,100925
"Moschetti, Kimberly Isabelle(100221)",Kimberly Moschetti for State Representative - District 14 (Clean Elections),State Representative - District 14,Democratic,46858,46676.59,0,0,0,NA,100221
"Mundell, Bill (202000045)",Mundell 2020 (Clean Elections),Corporation Commissioner,Democratic,291224.61,303440.81,0,3976976.57,0,NA,202000045
"Murray, Amanda Rae(100342)",Amanda Murray for State Senator - District No. 5,State Senator - District No. 5,Democratic,0,0,0,0,0,NA,100342
"Myers, Nick (100138)",Nick Myers for Corporation Commission (Clean Elections),Corporation Commissioner,Republican,11138.38,12815.92,0,0,0,NA,100138
"Myers, Nick (100484)",Nick Myers for Corporation Commissioner (Clean Elections),Corporation Commissioner,Republican,10819.7,2572.49,9688.21,0,0,NA,100484
"Nagamalla, Jayaker Joseph(100989)",JayJoeForAz,State Senator - District No. 19,Republican,0,0,0,0,0,NA,100989
"Navarrete, Otoniel (201800203)",Navarrete for Senate,State Senator - District No. 30,Democratic,37343,42012.72,0.17,86.53,0,NA,201800203
"Neely, Scott David(100675)",Neely for Arizona,Governor,Republican,37472.69,20222.96,17249.73,0,0,NA,100675
"Newman, Paul (202000032)",Committtee to Elect Paul Newman (Clean Elections),Corporation Commissioner,Democratic,0,0,0,0,0,NA,202000032
"Nez-Manuel, Debbie (202000063)",Debbie Nez-Manuel for AZ,State Representative - District 26,Democratic,41867.01,28208.39,18445.93,217194.38,8000,NA,202000063
"Nguyen, Hop (100771)",Hop Nguyen for State Representative - District 22,State Representative - District 22,Republican,0,0,0,0,0,NA,100771
"Nguyen, Hop H(100212)",Hop Nguyen for Arizona,State Senator - District No. 22,Republican,2912.24,2728.59,543.03,0,0,NA,100212
"Nguyen, Hop H(100212)",Hop Nguyen for Arizona,State Representative - District 22,Republican,700,589.09,543.03,0,0,NA,100212
"Nguyen, Hop H(100212)",Hop Nguyen for Arizona,State Representative - District 29,Republican,100,8.7,543.03,0,0,NA,100212
"Nguyen, Quang (100104)",Quang Nguyen for State Representative - District 1,State Representative - District 1,Republican,38770,34835.77,13159.45,9169.47,0,NA,100104
"Nickerson, Mike (101005)",Mike Nickerson for AZ (Clean Elections),State Senator - District No. 11,Democratic,1085,0,1085,0,0,NA,101005
"Nitschke, Kyle (100981)",Nitschke for AZ State Senate,State Senator - District No. 7,Democratic,3935,0,3935,0,0,NA,100981
"Noon, Steven (100627)",Noon For Arizona Governor 2022,Governor,Democratic,35,0,35,0,0,NA,100627
"Nutt, Becky Ann(201800055)",VOTE BECKY LD14-HOUSE,State Representative - District 14,Republican,22942.13,33763.72,38308.88,333,0,NA,201800055
"O'Connor, Jim (100304)",Write-In Jim O'Connor  (Clean Elections),Corporation Commissioner,Republican,186464.89,186464.89,0,16000,238762.35,NA,100304
"Ortega, David D(100278)",Elect Dave Ortega Mayor,Other,Other,0,0,0,0,0,NA,100278
"Orth, Anna (100774)",Elect Anna Orth Committee 2022 (Clean Elections),State Representative - District 11,Republican,1637.61,440.63,1196.98,0,0,NA,100774
"Ortiz, Analise Tomai(100884)",Analise Ortiz for Arizona,State Representative - District 24,Democratic,0,0,0,0,0,NA,100884
