NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,metropolitan statistical area/micropolitan statistical area
"Huntsville, AL Metro Area",450612.0,,-555555555.0,*****,26620
"Huntsville, TX Micro Area",86108.0,,-555555555.0,*****,26660
"Huron, SD Micro Area",18374.0,,-555555555.0,*****,26700
"Hutchinson, KS Micro Area",63101.0,,-555555555.0,*****,26740
"Hutchinson, MN Micro Area",35825.0,,-555555555.0,*****,26780
"Idaho Falls, ID Metro Area",142968.0,,-555555555.0,*****,26820
"Indiana, PA Micro Area",85755.0,,-555555555.0,*****,26860
"Indianapolis-Carmel-Anderson, IN Metro Area",2007497.0,,-555555555.0,*****,26900
"Indianola, MS Micro Area",26532.0,,-555555555.0,*****,26940
"Ionia, MI Micro Area",64176.0,,-555555555.0,*****,26960
"Iowa City, IA Metro Area",169144.0,,-555555555.0,*****,26980
"Iron Mountain, MI-WI Micro Area",29907.0,,-555555555.0,*****,27020
"Ithaca, NY Metro Area",102962.0,,-555555555.0,*****,27060
"Jackson, MI Metro Area",158913.0,,-555555555.0,*****,27100
"Jackson, MS Metro Area",580280.0,,-555555555.0,*****,27140
"Jackson, OH Micro Area",32524.0,,-555555555.0,*****,27160
"Jackson, TN Metro Area",129331.0,,-555555555.0,*****,27180
"Jackson, WY-ID Micro Area",34139.0,,-555555555.0,*****,27220
"Jacksonville, FL Metro Area",1475386.0,,-555555555.0,*****,27260
"Jacksonville, IL Micro Area",39473.0,,-555555555.0,*****,27300
"Jacksonville, NC Metro Area",193912.0,,-555555555.0,*****,27340
"Jacksonville, TX Micro Area",51903.0,,-555555555.0,*****,27380
"Jamestown, ND Micro Area",21064.0,,-555555555.0,*****,27420
"Jamestown-Dunkirk-Fredonia, NY Micro Area",129656.0,,-555555555.0,*****,27460
"Janesville-Beloit, WI Metro Area",161769.0,,-555555555.0,*****,27500
"Jasper, IN Micro Area",54829.0,,-555555555.0,*****,27540
"Jayuya, PR Micro Area",14906.0,,-555555555.0,*****,27580
"Jefferson, GA Micro Area",65755.0,,-555555555.0,*****,27600
"Jefferson City, MO Metro Area",151157.0,,-555555555.0,*****,27620
"Jennings, LA Micro Area",31467.0,,-555555555.0,*****,27660
"Jesup, GA Micro Area",29767.0,,-555555555.0,*****,27700
"Johnson City, TN Metro Area",201226.0,,-555555555.0,*****,27740
"Johnstown, PA Metro Area",134550.0,,-555555555.0,*****,27780
"Jonesboro, AR Metro Area",129755.0,,-555555555.0,*****,27860
"Joplin, MO Metro Area",177440.0,,-555555555.0,*****,27900
"Junction City, KS Micro Area",34895.0,,-555555555.0,*****,27920
"Juneau, AK Micro Area",32330.0,,-555555555.0,*****,27940
"Kahului-Wailuku-Lahaina, HI Metro Area",165356.0,,-555555555.0,*****,27980
"Kalamazoo-Portage, MI Metro Area",336845.0,,-555555555.0,*****,28020
"Kalispell, MT Micro Area",98082.0,,-555555555.0,*****,28060
"Kankakee, IL Metro Area",111061.0,,-555555555.0,*****,28100
"Kansas City, MO-KS Metro Area",2106632.0,,-555555555.0,*****,28140
"Kapaa, HI Micro Area",71377.0,,-555555555.0,*****,28180
"Kearney, NE Micro Area",55582.0,,-555555555.0,*****,28260
"Keene, NH Micro Area",76263.0,,-555555555.0,*****,28300
"Kendallville, IN Micro Area",47451.0,,-555555555.0,*****,28340
"Kennett, MO Micro Area",30428.0,,-555555555.0,*****,28380
"Kennewick-Richland, WA Metro Area",284828.0,,-555555555.0,*****,28420
"Kerrville, TX Micro Area",51365.0,,-555555555.0,*****,28500
"Ketchikan, AK Micro Area",13804.0,,-555555555.0,*****,28540
"Key West, FL Micro Area",76325.0,,-555555555.0,*****,28580
"Kill Devil Hills, NC Micro Area",39860.0,,-555555555.0,*****,28620
"Killeen-Temple, TX Metro Area",438265.0,,-555555555.0,*****,28660
"Kingsport-Bristol-Bristol, TN-VA Metro Area",306394.0,,-555555555.0,*****,28700
"Kingston, NY Metro Area",179303.0,,-555555555.0,*****,28740
"Kinston, NC Micro Area",57227.0,,-555555555.0,*****,28820
"Kirksville, MO Micro Area",29827.0,,-555555555.0,*****,28860
"Klamath Falls, OR Micro Area",66310.0,,-555555555.0,*****,28900
"Knoxville, TN Metro Area",868499.0,,-555555555.0,*****,28940
"Kokomo, IN Metro Area",82387.0,,-555555555.0,*****,29020
"Laconia, NH Micro Area",60640.0,,-555555555.0,*****,29060
"La Crosse-Onalaska, WI-MN Metro Area",136513.0,,-555555555.0,*****,29100
"Lafayette, LA Metro Area",488969.0,,-555555555.0,*****,29180
"Lafayette-West Lafayette, IN Metro Area",217955.0,,-555555555.0,*****,29200
"La Grande, OR Micro Area",26028.0,,-555555555.0,*****,29260
"LaGrange, GA Micro Area",69774.0,,-555555555.0,*****,29300
"Lake Charles, LA Metro Area",207050.0,,-555555555.0,*****,29340
"Lake City, FL Micro Area",69105.0,,-555555555.0,*****,29380
"Lake Havasu City-Kingman, AZ Metro Area",206064.0,,-555555555.0,*****,29420
"Lakeland-Winter Haven, FL Metro Area",668671.0,,-555555555.0,*****,29460
"Lamesa, TX Micro Area",12964.0,,-555555555.0,*****,29500
"Lancaster, PA Metro Area",538347.0,,-555555555.0,*****,29540
"Lansing-East Lansing, MI Metro Area",476615.0,,-555555555.0,*****,29620
"Laramie, WY Micro Area",38102.0,,-555555555.0,*****,29660
"Laredo, TX Metro Area",272053.0,,-555555555.0,*****,29700
"Las Cruces, NM Metro Area",215338.0,,-555555555.0,*****,29740
"Las Vegas, NM Micro Area",28034.0,,-555555555.0,*****,29780
"Las Vegas-Henderson-Paradise, NV Metro Area",2141574.0,,-555555555.0,*****,29820
"Laurel, MS Micro Area",84983.0,,-555555555.0,*****,29860
"Laurinburg, NC Micro Area",35262.0,,-555555555.0,*****,29900
"Lawrence, KS Metro Area",119319.0,,-555555555.0,*****,29940
"Lawrenceburg, TN Micro Area",42937.0,,-555555555.0,*****,29980
"Lawton, OK Metro Area",128490.0,,-555555555.0,*****,30020
"Lebanon, MO Micro Area",35507.0,,-555555555.0,*****,30060
"Lebanon, PA Metro Area",138674.0,,-555555555.0,*****,30140
"Levelland, TX Micro Area",23162.0,,-555555555.0,*****,30220
"Lewisburg, PA Micro Area",45114.0,,-555555555.0,*****,30260
"Lewisburg, TN Micro Area",32269.0,,-555555555.0,*****,30280
"Lewiston, ID-WA Metro Area",62492.0,,-555555555.0,*****,30300
"Lewiston-Auburn, ME Metro Area",107444.0,,-555555555.0,*****,30340
"Lewistown, PA Micro Area",46362.0,,-555555555.0,*****,30380
"Lexington, NE Micro Area",25819.0,,-555555555.0,*****,30420
"Lexington-Fayette, KY Metro Area",506786.0,,-555555555.0,*****,30460
"Liberal, KS Micro Area",22692.0,,-555555555.0,*****,30580
"Lima, OH Metro Area",103642.0,,-555555555.0,*****,30620
"Lincoln, IL Micro Area",29207.0,,-555555555.0,*****,30660
"Lincoln, NE Metro Area",327221.0,,-555555555.0,*****,30700
"Little Rock-North Little Rock-Conway, AR Metro Area",734502.0,,-555555555.0,*****,30780
"Lock Haven, PA Micro Area",39074.0,,-555555555.0,*****,30820
"Logan, UT-ID Metro Area",135615.0,,-555555555.0,*****,30860
"Logan, WV Micro Area",33801.0,,-555555555.0,*****,30880
"Logansport, IN Micro Area",38084.0,,-555555555.0,*****,30900
"London, KY Micro Area",127736.0,,-555555555.0,*****,30940
"Longview, TX Metro Area",217858.0,,-555555555.0,*****,30980
"Longview, WA Metro Area",105112.0,,-555555555.0,*****,31020
"Los Alamos, NM Micro Area",18356.0,,-555555555.0,*****,31060
"Los Angeles-Long Beach-Anaheim, CA Metro Area",13262234.0,,-555555555.0,*****,31080
"Louisville/Jefferson County, KY-IN Metro Area",1285270.0,,-555555555.0,*****,31140
"Lubbock, TX Metro Area",313123.0,,-555555555.0,*****,31180
"Ludington, MI Micro Area",28884.0,,-555555555.0,*****,31220
"Lufkin, TX Micro Area",87607.0,,-555555555.0,*****,31260
"Lumberton, NC Micro Area",133442.0,,-555555555.0,*****,31300
"Lynchburg, VA Metro Area",260668.0,,-555555555.0,*****,31340
"Macomb, IL Micro Area",30875.0,,-555555555.0,*****,31380
"Macon-Bibb County, GA Metro Area",229676.0,,-555555555.0,*****,31420
"Madera, CA Metro Area",155013.0,,-555555555.0,*****,31460
"Madison, IN Micro Area",32237.0,,-555555555.0,*****,31500
"Madison, WI Metro Area",647281.0,,-555555555.0,*****,31540
"Madisonville, KY Micro Area",45664.0,,-555555555.0,*****,31580
"Magnolia, AR Micro Area",23892.0,,-555555555.0,*****,31620
"Malone, NY Micro Area",50692.0,,-555555555.0,*****,31660
"Malvern, AR Micro Area",33520.0,,-555555555.0,*****,31680
"Manchester-Nashua, NH Metro Area",411087.0,,-555555555.0,*****,31700
"Manhattan, KS Metro Area",98841.0,,-555555555.0,*****,31740
"Manitowoc, WI Micro Area",79407.0,,-555555555.0,*****,31820
"Mankato-North Mankato, MN Metro Area",100105.0,,-555555555.0,*****,31860
"Mansfield, OH Metro Area",121324.0,,-555555555.0,*****,31900
"Marietta, OH Micro Area",60671.0,,-555555555.0,*****,31930
"Marinette, WI-MI Micro Area",63771.0,,-555555555.0,*****,31940
"Marion, IN Micro Area",66944.0,,-555555555.0,*****,31980
"Marion, NC Micro Area",45109.0,,-555555555.0,*****,32000
"Marion, OH Micro Area",65344.0,,-555555555.0,*****,32020
"Marquette, MI Micro Area",66939.0,,-555555555.0,*****,32100
"Marshall, MN Micro Area",25839.0,,-555555555.0,*****,32140
"Marshall, MO Micro Area",23102.0,,-555555555.0,*****,32180
"Marshall, TX Micro Area",66645.0,,-555555555.0,*****,32220
"Marshalltown, IA Micro Area",40271.0,,-555555555.0,*****,32260
"Martin, TN Micro Area",33626.0,,-555555555.0,*****,32280
"Martinsville, VA Micro Area",64689.0,,-555555555.0,*****,32300
"Maryville, MO Micro Area",22547.0,,-555555555.0,*****,32340
"Mason City, IA Micro Area",50473.0,,-555555555.0,*****,32380
"Mayag�ez, PR Metro Area",93435.0,,-555555555.0,*****,32420
"Mayfield, KY Micro Area",37294.0,,-555555555.0,*****,32460
"Maysville, KY Micro Area",17153.0,,-555555555.0,*****,32500
"McAlester, OK Micro Area",44382.0,,-555555555.0,*****,32540
"McAllen-Edinburg-Mission, TX Metro Area",849389.0,,-555555555.0,*****,32580
"McComb, MS Micro Area",52205.0,,-555555555.0,*****,32620
"McMinnville, TN Micro Area",40454.0,,-555555555.0,*****,32660
"McPherson, KS Micro Area",28630.0,,-555555555.0,*****,32700
"Meadville, PA Micro Area",86164.0,,-555555555.0,*****,32740
"Medford, OR Metro Area",214267.0,,-555555555.0,*****,32780
"Memphis, TN-MS-AR Metro Area",1345991.0,,-555555555.0,*****,32820
"Menomonie, WI Micro Area",44498.0,,-555555555.0,*****,32860
"Merced, CA Metro Area",269075.0,,-555555555.0,*****,32900
"Meridian, MS Micro Area",103358.0,,-555555555.0,*****,32940
"Merrill, WI Micro Area",27848.0,,-555555555.0,*****,32980
"Mexico, MO Micro Area",25735.0,,-555555555.0,*****,33020
"Miami, OK Micro Area",31566.0,,-555555555.0,*****,33060
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",6070944.0,,-555555555.0,*****,33100
"Michigan City-La Porte, IN Metro Area",110552.0,,-555555555.0,*****,33140
"Middlesborough, KY Micro Area",27188.0,,-555555555.0,*****,33180
"Midland, MI Metro Area",83389.0,,-555555555.0,*****,33220
"Midland, TX Metro Area",169808.0,,-555555555.0,*****,33260
"Milledgeville, GA Micro Area",53821.0,,-555555555.0,*****,33300
"Milwaukee-Waukesha-West Allis, WI Metro Area",1575907.0,,-555555555.0,*****,33340
"Mineral Wells, TX Micro Area",28317.0,,-555555555.0,*****,33420
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3557528.0,,-555555555.0,*****,33460
"Minot, ND Micro Area",77456.0,,-555555555.0,*****,33500
"Missoula, MT Metro Area",115983.0,,-555555555.0,*****,33540
"Mitchell, SD Micro Area",23298.0,,-555555555.0,*****,33580
"Moberly, MO Micro Area",24945.0,,-555555555.0,*****,33620
"Mobile, AL Metro Area",414659.0,,-555555555.0,*****,33660
"Modesto, CA Metro Area",539301.0,,-555555555.0,*****,33700
"Monroe, LA Metro Area",178550.0,,-555555555.0,*****,33740
"Monroe, MI Metro Area",149699.0,,-555555555.0,*****,33780
"Montgomery, AL Metro Area",373589.0,,-555555555.0,*****,33860
"Montrose, CO Micro Area",41268.0,,-555555555.0,*****,33940
"Morehead City, NC Micro Area",68920.0,,-555555555.0,*****,33980
"Morgan City, LA Micro Area",51734.0,,-555555555.0,*****,34020
"Morgantown, WV Metro Area",139089.0,,-555555555.0,*****,34060
"Morristown, TN Metro Area",116987.0,,-555555555.0,*****,34100
"Moscow, ID Micro Area",39239.0,,-555555555.0,*****,34140
"Moses Lake, WA Micro Area",94860.0,,-555555555.0,*****,34180
"Moultrie, GA Micro Area",45606.0,,-555555555.0,*****,34220
"Mountain Home, AR Micro Area",41219.0,,-555555555.0,*****,34260
"Mountain Home, ID Micro Area",26433.0,,-555555555.0,*****,34300
"Mount Airy, NC Micro Area",72099.0,,-555555555.0,*****,34340
"Mount Pleasant, MI Micro Area",70775.0,,-555555555.0,*****,34380
"Mount Pleasant, TX Micro Area",32730.0,,-555555555.0,*****,34420
"Mount Sterling, KY Micro Area",46432.0,,-555555555.0,*****,34460
"Mount Vernon, IL Micro Area",38169.0,,-555555555.0,*****,34500
"Mount Vernon, OH Micro Area",61215.0,,-555555555.0,*****,34540
"Mount Vernon-Anacortes, WA Metro Area",123907.0,,-555555555.0,*****,34580
"Muncie, IN Metro Area",115616.0,,-555555555.0,*****,34620
"Murray, KY Micro Area",38776.0,,-555555555.0,*****,34660
"Muscatine, IA Micro Area",42950.0,,-555555555.0,*****,34700
"Muskegon, MI Metro Area",173043.0,,-555555555.0,*****,34740
"Muskogee, OK Micro Area",69084.0,,-555555555.0,*****,34780
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",447775.0,,-555555555.0,*****,34820
"Nacogdoches, TX Micro Area",65558.0,,-555555555.0,*****,34860
"Napa, CA Metro Area",140530.0,,-555555555.0,*****,34900
"Naples-Immokalee-Marco Island, FL Metro Area",363922.0,,-555555555.0,*****,34940
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1864138.0,,-555555555.0,*****,34980
"Natchez, MS-LA Micro Area",51568.0,,-555555555.0,*****,35020
"Natchitoches, LA Micro Area",38963.0,,-555555555.0,*****,35060
"New Bern, NC Metro Area",125519.0,,-555555555.0,*****,35100
"Newberry, SC Micro Area",38068.0,,-555555555.0,*****,35140
"New Castle, IN Micro Area",48483.0,,-555555555.0,*****,35220
"New Castle, PA Micro Area",87382.0,,-555555555.0,*****,35260
"New Haven-Milford, CT Metro Area",859339.0,,-555555555.0,*****,35300
"New Orleans-Metairie, LA Metro Area",1263635.0,,-555555555.0,*****,35380
"New Philadelphia-Dover, OH Micro Area",92526.0,,-555555555.0,*****,35420
"Newport, OR Micro Area",47881.0,,-555555555.0,*****,35440
"Newport, TN Micro Area",35336.0,,-555555555.0,*****,35460
"Newton, IA Micro Area",36891.0,,-555555555.0,*****,35500
"New Ulm, MN Micro Area",25211.0,,-555555555.0,*****,35580
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19990592.0,,-555555555.0,*****,35620
"Niles-Benton Harbor, MI Metro Area",154807.0,,-555555555.0,*****,35660
"Nogales, AZ Micro Area",46584.0,,-555555555.0,*****,35700
"Norfolk, NE Micro Area",48313.0,,-555555555.0,*****,35740
"North Port-Sarasota-Bradenton, FL Metro Area",785997.0,,-555555555.0,*****,35840
"North Vernon, IN Micro Area",27727.0,,-555555555.0,*****,35860
"North Wilkesboro, NC Micro Area",68460.0,,-555555555.0,*****,35900
"Norwalk, OH Micro Area",58457.0,,-555555555.0,*****,35940
"Norwich-New London, CT Metro Area",268881.0,,-555555555.0,*****,35980
"Oak Harbor, WA Micro Area",81636.0,,-555555555.0,*****,36020
"Ocala, FL Metro Area",348371.0,,-555555555.0,*****,36100
"Ocean City, NJ Metro Area",93705.0,,-555555555.0,*****,36140
"Odessa, TX Metro Area",158342.0,,-555555555.0,*****,36220
"Ogden-Clearfield, UT Metro Area",652744.0,,-555555555.0,*****,36260
"Ogdensburg-Massena, NY Micro Area",109558.0,,-555555555.0,*****,36300
"Oil City, PA Micro Area",52376.0,,-555555555.0,*****,36340
"Okeechobee, FL Micro Area",40572.0,,-555555555.0,*****,36380
"Oklahoma City, OK Metro Area",1369759.0,,-555555555.0,*****,36420
"Olean, NY Micro Area",77686.0,,-555555555.0,*****,36460
"Olympia-Tumwater, WA Metro Area",274684.0,,-555555555.0,*****,36500
"Omaha-Council Bluffs, NE-IA Metro Area",922891.0,,-555555555.0,*****,36540
"Oneonta, NY Micro Area",60244.0,,-555555555.0,*****,36580
"Ontario, OR-ID Micro Area",53472.0,,-555555555.0,*****,36620
"Opelousas, LA Micro Area",83449.0,,-555555555.0,*****,36660
"Orangeburg, SC Micro Area",88454.0,,-555555555.0,*****,36700
"Orlando-Kissimmee-Sanford, FL Metro Area",2450261.0,,-555555555.0,*****,36740
"Oshkosh-Neenah, WI Metro Area",169926.0,,-555555555.0,*****,36780
"Oskaloosa, IA Micro Area",22208.0,,-555555555.0,*****,36820
"Othello, WA Micro Area",19452.0,,-555555555.0,*****,36830
"Ottawa, KS Micro Area",25563.0,,-555555555.0,*****,36840
"Ottawa-Peru, IL Micro Area",149528.0,,-555555555.0,*****,36860
"Ottumwa, IA Micro Area",44200.0,,-555555555.0,*****,36900
"Owatonna, MN Micro Area",36676.0,,-555555555.0,*****,36940
"Owensboro, KY Metro Area",117987.0,,-555555555.0,*****,36980
"Owosso, MI Micro Area",68493.0,,-555555555.0,*****,37020
"Oxford, MS Micro Area",53459.0,,-555555555.0,*****,37060
"Oxford, NC Micro Area",58874.0,,-555555555.0,*****,37080
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",848112.0,,-555555555.0,*****,37100
"Ozark, AL Micro Area",49255.0,,-555555555.0,*****,37120
"Paducah, KY-IL Micro Area",97067.0,,-555555555.0,*****,37140
"Pahrump, NV Micro Area",43705.0,,-555555555.0,*****,37220
"Palatka, FL Micro Area",72766.0,,-555555555.0,*****,37260
"Palestine, TX Micro Area",57863.0,,-555555555.0,*****,37300
"Palm Bay-Melbourne-Titusville, FL Metro Area",576808.0,,-555555555.0,*****,37340
"Pampa, TX Micro Area",22685.0,,-555555555.0,*****,37420
"Panama City, FL Metro Area",198537.0,,-555555555.0,*****,37460
"Paragould, AR Micro Area",44623.0,,-555555555.0,*****,37500
"Paris, TN Micro Area",32279.0,,-555555555.0,*****,37540
"Paris, TX Micro Area",49532.0,,-555555555.0,*****,37580
"Parkersburg-Vienna, WV Metro Area",91353.0,,-555555555.0,*****,37620
"Parsons, KS Micro Area",20367.0,,-555555555.0,*****,37660
"Payson, AZ Micro Area",53400.0,,-555555555.0,*****,37740
"Pecos, TX Micro Area",15125.0,,-555555555.0,*****,37780
"Pella, IA Micro Area",33207.0,,-555555555.0,*****,37800
"Pensacola-Ferry Pass-Brent, FL Metro Area",481964.0,,-555555555.0,*****,37860
"Peoria, IL Metro Area",374426.0,,-555555555.0,*****,37900
"Peru, IN Micro Area",35901.0,,-555555555.0,*****,37940
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6069448.0,,-555555555.0,*****,37980
"Phoenix-Mesa-Scottsdale, AZ Metro Area",4673634.0,,-555555555.0,*****,38060
"Picayune, MS Micro Area",55149.0,,-555555555.0,*****,38100
"Pine Bluff, AR Metro Area",92345.0,,-555555555.0,*****,38220
"Pinehurst-Southern Pines, NC Micro Area",95629.0,,-555555555.0,*****,38240
"Pittsburg, KS Micro Area",39108.0,,-555555555.0,*****,38260
"Pittsburgh, PA Metro Area",2339941.0,,-555555555.0,*****,38300
"Pittsfield, MA Metro Area",127328.0,,-555555555.0,*****,38340
"Plainview, TX Micro Area",34113.0,,-555555555.0,*****,38380
"Platteville, WI Micro Area",51828.0,,-555555555.0,*****,38420
"Plattsburgh, NY Micro Area",80794.0,,-555555555.0,*****,38460
"Plymouth, IN Micro Area",46595.0,,-555555555.0,*****,38500
"Pocatello, ID Metro Area",85065.0,,-555555555.0,*****,38540
"Point Pleasant, WV-OH Micro Area",57134.0,,-555555555.0,*****,38580
"Ponca City, OK Micro Area",44880.0,,-555555555.0,*****,38620
"Ponce, PR Metro Area",307093.0,,-555555555.0,*****,38660
"Pontiac, IL Micro Area",36324.0,,-555555555.0,*****,38700
"Poplar Bluff, MO Micro Area",42733.0,,-555555555.0,*****,38740
"Portales, NM Micro Area",19117.0,,-555555555.0,*****,38780
"Port Angeles, WA Micro Area",74487.0,,-555555555.0,*****,38820
"Port Clinton, OH Micro Area",40709.0,,-555555555.0,*****,38840
"Portland-South Portland, ME Metro Area",529323.0,,-555555555.0,*****,38860
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2417931.0,,-555555555.0,*****,38900
"Port Lavaca, TX Micro Area",21807.0,,-555555555.0,*****,38920
"Port St. Lucie, FL Metro Area",463172.0,,-555555555.0,*****,38940
"Portsmouth, OH Micro Area",76377.0,,-555555555.0,*****,39020
"Pottsville, PA Micro Area",143555.0,,-555555555.0,*****,39060
"Prescott, AZ Metro Area",224645.0,,-555555555.0,*****,39140
"Price, UT Micro Area",20356.0,,-555555555.0,*****,39220
"Prineville, OR Micro Area",22337.0,,-555555555.0,*****,39260
"Providence-Warwick, RI-MA Metro Area",1615516.0,,-555555555.0,*****,39300
"Provo-Orem, UT Metro Area",601388.0,,-555555555.0,*****,39340
"Pueblo, CO Metro Area",164685.0,,-555555555.0,*****,39380
"Pullman, WA Micro Area",48593.0,,-555555555.0,*****,39420
"Punta Gorda, FL Metro Area",176954.0,,-555555555.0,*****,39460
"Quincy, IL-MO Micro Area",76454.0,,-555555555.0,*****,39500
"Racine, WI Metro Area",195398.0,,-555555555.0,*****,39540
"Raleigh, NC Metro Area",1302632.0,,-555555555.0,*****,39580
"Rapid City, SD Metro Area",145291.0,,-555555555.0,*****,39660
"Raymondville, TX Micro Area",21754.0,,-555555555.0,*****,39700
"Reading, PA Metro Area",416642.0,,-555555555.0,*****,39740
"Red Bluff, CA Micro Area",63373.0,,-555555555.0,*****,39780
"Redding, CA Metro Area",179085.0,,-555555555.0,*****,39820
"Red Wing, MN Micro Area",46217.0,,-555555555.0,*****,39860
"Reno, NV Metro Area",454427.0,,-555555555.0,*****,39900
"Rexburg, ID Micro Area",51670.0,,-555555555.0,*****,39940
"Richmond, IN Micro Area",66613.0,,-555555555.0,*****,39980
"Richmond, VA Metro Area",1281530.0,,-555555555.0,*****,40060
"Richmond-Berea, KY Micro Area",106527.0,,-555555555.0,*****,40080
"Rio Grande City, TX Micro Area",63894.0,,-555555555.0,*****,40100
"Riverside-San Bernardino-Ontario, CA Metro Area",4518699.0,,-555555555.0,*****,40140
"Riverton, WY Micro Area",40076.0,,-555555555.0,*****,40180
"Roanoke, VA Metro Area",313291.0,,-555555555.0,*****,40220
"Roanoke Rapids, NC Micro Area",71923.0,,-555555555.0,*****,40260
"Rochelle, IL Micro Area",51328.0,,-555555555.0,*****,40300
"Rochester, MN Metro Area",216035.0,,-555555555.0,*****,40340
"Rochester, NY Metro Area",1074667.0,,-555555555.0,*****,40380
"Rockford, IL Metro Area",339780.0,,-555555555.0,*****,40420
"Rockingham, NC Micro Area",45189.0,,-555555555.0,*****,40460
"Rock Springs, WY Micro Area",44117.0,,-555555555.0,*****,40540
"Rocky Mount, NC Metro Area",147335.0,,-555555555.0,*****,40580
"Rolla, MO Micro Area",44789.0,,-555555555.0,*****,40620
"Rome, GA Metro Area",96824.0,,-555555555.0,*****,40660
"Roseburg, OR Micro Area",108323.0,,-555555555.0,*****,40700
"Roswell, NM Micro Area",65459.0,,-555555555.0,*****,40740
"Ruidoso, NM Micro Area",19482.0,,-555555555.0,*****,40760
"Russellville, AR Micro Area",85217.0,,-555555555.0,*****,40780
"Ruston, LA Micro Area",47356.0,,-555555555.0,*****,40820
"Rutland, VT Micro Area",59273.0,,-555555555.0,*****,40860
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2291738.0,,-555555555.0,*****,40900
"Safford, AZ Micro Area",37879.0,,-555555555.0,*****,40940
"Saginaw, MI Metro Area",192778.0,,-555555555.0,*****,40980
"St. Cloud, MN Metro Area",196598.0,,-555555555.0,*****,41060
"St. George, UT Metro Area",160537.0,,-555555555.0,*****,41100
"St. Joseph, MO-KS Metro Area",126779.0,,-555555555.0,*****,41140
"St. Louis, MO-IL Metro Area",2805551.0,,-555555555.0,*****,41180
"St. Marys, GA Micro Area",52714.0,,-555555555.0,*****,41220
"St. Marys, PA Micro Area",30608.0,,-555555555.0,*****,41260
"Salem, OH Micro Area",104003.0,,-555555555.0,*****,41400
"Salem, OR Metro Area",416980.0,,-555555555.0,*****,41420
"Salina, KS Micro Area",60879.0,,-555555555.0,*****,41460
"Salinas, CA Metro Area",433212.0,,-555555555.0,*****,41500
"Salisbury, MD-DE Metro Area",399013.0,,-555555555.0,*****,41540
"Salt Lake City, UT Metro Area",1185990.0,,-555555555.0,*****,41620
"San Antonio-New Braunfels, TX Metro Area",2426204.0,,-555555555.0,*****,41700
"San Diego-Carlsbad, CA Metro Area",3302833.0,,-555555555.0,*****,41740
"Sandpoint, ID Micro Area",42711.0,,-555555555.0,*****,41760
"Sandusky, OH Micro Area",75136.0,,-555555555.0,*****,41780
"Sanford, NC Micro Area",60125.0,,-555555555.0,*****,41820
"San Francisco-Oakland-Hayward, CA Metro Area",4673221.0,,-555555555.0,*****,41860
"San Germ�n, PR Metro Area",127488.0,,-555555555.0,*****,41900
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1981616.0,,-555555555.0,*****,41940
"San Juan-Carolina-Caguas, PR Metro Area",2142392.0,,-555555555.0,*****,41980
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",281455.0,,-555555555.0,*****,42020
"Santa Cruz-Watsonville, CA Metro Area",273765.0,,-555555555.0,*****,42100
"Santa Fe, NM Metro Area",148917.0,,-555555555.0,*****,42140
"Santa Isabel, PR Micro Area",22066.0,,-555555555.0,*****,42180
"Santa Maria-Santa Barbara, CA Metro Area",443738.0,,-555555555.0,*****,42200
"Santa Rosa, CA Metro Area",501317.0,,-555555555.0,*****,42220
"Sault Ste. Marie, MI Micro Area",37834.0,,-555555555.0,*****,42300
"Savannah, GA Metro Area",381623.0,,-555555555.0,*****,42340
"Sayre, PA Micro Area",61304.0,,-555555555.0,*****,42380
"Scottsbluff, NE Micro Area",38217.0,,-555555555.0,*****,42420
"Scottsboro, AL Micro Area",52094.0,,-555555555.0,*****,42460
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",556926.0,,-555555555.0,*****,42540
"Searcy, AR Micro Area",78804.0,,-555555555.0,*****,42620
"Seattle-Tacoma-Bellevue, WA Metro Area",3809717.0,,-555555555.0,*****,42660
"Sebastian-Vero Beach, FL Metro Area",150984.0,,-555555555.0,*****,42680
"Sebring, FL Metro Area",102101.0,,-555555555.0,*****,42700
"Sedalia, MO Micro Area",42371.0,,-555555555.0,*****,42740
"Selinsgrove, PA Micro Area",40466.0,,-555555555.0,*****,42780
"Selma, AL Micro Area",40029.0,,-555555555.0,*****,42820
"Seneca, SC Micro Area",76696.0,,-555555555.0,*****,42860
"Seneca Falls, NY Micro Area",34612.0,,-555555555.0,*****,42900
"Sevierville, TN Micro Area",96287.0,,-555555555.0,*****,42940
"Seymour, IN Micro Area",43938.0,,-555555555.0,*****,42980
"Shawano, WI Micro Area",45588.0,,-555555555.0,*****,43020
"Shawnee, OK Micro Area",72000.0,,-555555555.0,*****,43060
