updated_date,updated_time,story_headline,story_copy,image_caption,image_url,more_news,story_url
2022-03-31,8:27 AM PT,Ukraine delegation asks for more aid from U.S.,"Ukraine delegation asks for more aid from U.S.Sen. Rob Portman, R-Ohio, center, and Sen. Dick Durbin, D-Ill., right, hold a meeting with members of the Ukrainian Parliament, at the Capitol in Washington, Wednesday, March 30, 2022. From left are: Ukrainian Parliament members Yevheniya Kravchuk and Lesia Zaburanna, Ukrainian Amb. Oksana Markarova, Sen. Rob Portman, R-Ohio, Sen. Dick Durbin, D-Ill., Ukrainian Parliament members Maria Ionova, Ivanna Klympush-Tsintsadze, and Anastasia Radina. (AP Photo/J. Scott Applewhite)OAN NewsroomUPDATED 8:27 AM PT – Thursday, March 31, 2022Members of Ukraine’s Parliament visited the U.S. Capitol to advocate for more aid to be sent to the Eastern European nation. The all female delegation spoke to reporters on Wednesday at the Ukrainian Embassy, where they laid out a list of what they need in terms of military equipment. Their list includes proper air defense systems and fighter jets.“We need to kick Russian soldiers off our land and for that, we need all, all possible weapons,” stressed Anastasia Radina, member of Ukrainian Parliament. “We have been discussing the major issue of providing Ukraine with proper air defense systems. We should include jets and we hope that this issue will be dealt with in a in a timely manner because for Ukraine promises or discussions or any other kinds of, frankly inaction, are not helpful anymore.”They went on to justify their list by saying that it’s the only way for the conflict in their country to end while referencing the city of Mariupol, which has been besieged by the Russian military.“This is the background on which we assess Russia’s promises and this is why we are saying that the only option to actually receive peace in Ukraine would be for Ukraine to be able to clear our land of Russian troops,” Radina explained. “And for that, we need all kinds of weapons, including fighter jets.”As a member of the Ukraine Caucus, I was honored to welcome members of Ukraine's parliament to the Capitol. Their stories are a stark reminder of both the ongoing devastation and critical need for support.As the sign says, ""Ukraine is the scrimmage line for liberty and Europe."" pic.twitter.com/w4meAVqNfQ— Rep. Susan Wild (@RepSusanWild) March 30, 2022The delegation then requested for more sanctions to be placed on Russia while also asking for new financial instruments to help Ukraine recover from the war economically.“We need more sanctions because in mid-term perspective, it’s a great instrument in this battle,” stated Lesia Zaburanna, member of Ukraine Parliament. “And of course, we need new financial instruments, which will help our economy to a life after our victory and be absolutely sure that this, our nation with our president with all our people and with your support, Ukraine in future will be a symbol of victory for all the world.”Their visit comes as President Joe Biden agreed on Wednesday to send an additional $500 million in aid to the war torn country..@POTUS informed President Zelenskyy that the U.S. intends to provide Ukraine with $500M in direct budgetary aid and reviewed additional sanctions and humanitarian assistance announced last week. President Zelenskyy gave an update on Ukraine’s negotiations with Russia.— The White House (@WhiteHouse) March 30, 2022","Sen. Rob Portman, R-Ohio, center, and Sen. Dick Durbin, D-Ill., right, hold a meeting with members of the Ukrainian Parliament, at the Capitol in Washington, Wednesday, March 30, 2022. From left are: Ukrainian Parliament members Yevheniya Kravchuk and Lesia Zaburanna, Ukrainian Amb. Oksana Markarova, Sen. Rob Portman, R-Ohio, Sen. Dick Durbin, D-Ill., Ukrainian Parliament members Maria Ionova, Ivanna Klympush-Tsintsadze, and Anastasia Radina. (AP Photo/J. Scott Applewhite)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/03/AP22089529000094.jpg, Rep. Gaetz Enters Contents Of Hunter Biden’s Laptop Into Congressional RecordTOPICS:AIDair defense systemsAnastasia RadinaEastern Europefighter jetsJoe BidenLesia ZaburannaMariupolmilitarynewsOANOANNParliamentpoliticsRussiaU.S. CapitolUkraineUkrainian EmbassyUkrainian ParliamentWar TWEETPIN ,https://www.oann.com/ukraine-delegation-asks-for-more-aid-from-u-s/
2022-03-31,6:43 AM PT,GOP senators pick apart Biden’s budget proposal,"GOP senators pick apart Biden’s budget proposalSen. Lindsey Graham, R-S.C., the ranking member of the Senate Budget Committee, looks over his papers before hearing from Office of Management and Budget Director Shalanda Young about President Joe Biden’s request for fiscal year 2023, at the Capitol in Washington, Wednesday, March 30, 2022. (AP Photo/J. Scott Applewhite)OAN NewsroomUPDATED 6:43 AM PT – Thursday, March 31, 2022Senate Republicans are questioning the high price tag for the Biden administration’s spending initiative. One America’s Tom McGrath has more.","Sen. Lindsey Graham, R-S.C., the ranking member of the Senate Budget Committee, looks over his papers before hearing from Office of Management and Budget Director Shalanda Young about President Joe Biden’s request for fiscal year 2023, at the Capitol in Washington, Wednesday, March 30, 2022. (AP Photo/J. Scott Applewhite)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/03/AP22089558119637.jpg, Rep. Issa Prepares For Probe Of ‘Collusion’ Surrounding Hunter Biden LaptopTOPICS:BUDGETECONOMYfinanceinflationJoe BidenJohn HinesnewsOANOANNpoliticsspendingTom McGrath TWEETPIN ,https://www.oann.com/gop-senators-pick-apart-bidens-budget-proposal/
2022-03-31,7:46 AM PT,Okla. Gov. Stitt signs bill banning transgender competitors from playing on women’s sports teams,"Okla. Gov. Stitt signs bill banning transgender competitors from playing on women’s sports teamsOklahoma Gov. Kevin Stitt signs a bill in Oklahoma City on Wednesday, March 30, 2022, that prevents transgender girls and women from competing on female sports teams. Stitt signed the bill flanked by more than a dozen young female athletes, including his eighth-grade daughter Piper. (AP Photo/Sean Murphy)OAN NewsroomUPDATED 7:46 AM PT – Thursday, March 31, 2022Oklahoma enacted a new bill, banning transgender competitors from playing on women’s sports teams. On Wednesday, Governor Kevin Stitt (R) officially signed into law the Save Women’s Sports Act.The Republican took to Twitter to state that Oklahoma stands with female athletes and will protect women’s sports. The governor thanked the group of female athletes who joined him during the legislation’s signing.In Oklahoma, we stand with female athletes and will protect women's sports.Thank you to all of the female athletes who joined me as I signed the Save Women's Sports Act into law today. pic.twitter.com/WfNqVr4Uy8— Governor Kevin Stitt (@GovStitt) March 30, 2022This comes amid controversy over collegiate swimmer Lia Thomas competing as the first-ever transgender athlete to win an NCAA division title.FILE – Pennsylvania’s Lia Thomas waits for results after swimming the women’s 200 freestyle final at the NCAA swimming and diving championships, Friday, March 18, 2022, at Georgia Tech in Atlanta. Republican governors of two states this week vetoed legislation to ban transgender players from girls’ sports, but their decisions to buck the party’s conservative wing could prove short-lived against a fired-up GOP base. (AP Photo/John Bazemore, File)o“Boys should compete against boys and let’s be clear, that’s all this bill says,” stated the Oklahoma governor. “It says athletic teams designated for females, woman, or girls shall not be open to students of the male sex. What we are trying to accomplish here is very, very simple. We are protecting women’s sports.”Stitt said this bill is “just common sense.” The governor added, he wants to ensure “a level playing field” for girls who want to excel in their respective sport.﻿","Oklahoma Gov. Kevin Stitt signs a bill in Oklahoma City on Wednesday, March 30, 2022, that prevents transgender girls and women from competing on female sports teams. Stitt signed the bill flanked by more than a dozen young female athletes, including his eighth-grade daughter Piper. (AP Photo/Sean Murphy)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/03/AP22089608252088.jpg, Rep. Gaetz Enters Contents Of Hunter Biden’s Laptop Into Congressional RecordTOPICS:athletesathleticsfemalefemale athletesKevin StittLia ThomasNCAAnewsOANOANNOklahomaSave Women's Sports ActSportstransgenderWomen's Sports TWEETPIN ,https://www.oann.com/okla-gov-stitt-signs-bill-banning-transgender-competitors-from-playing-on-womens-sports-teams/
2022-03-31,9:19 AM PT,Mo. announces end of COVID-19 pandemic phase,"Mo. announces end of COVID-19 pandemic phaseMissouri Gov. Mike Parson announces that the state is switching to an endemic phase of handling COVID-19 during news conference on Wednesday, March 30, 2022, at the state Capitol in Jefferson City, Missouri. Parson declared that “the COVID-19 crisis is over” in Missouri. (AP Photo/David A. Lieb)OAN NewsroomUPDATED 9:19 AM PT – Thursday, March 31, 2022Missouri is ending its COVID-19 emergency designation and will transition to an endemic phase of the pandemic. During a press conference on Wednesday, state Governor Mike Parson (R) said that Missouri will begin treating the virus as an endemic starting on Friday.Parson asserted Missouri has learned a lot over the past two years, but noted the virus shows no sign of completely going away. He explained that this means there’s no need to continue living life in “crisis mode.”Moving on: Today, we announced an end to the COVID-19 crisis in Missouri and that the state will be shifting to an endemic phase of the pandemic on Friday, April 1, 2022. https://t.co/PkYD5HU242 pic.twitter.com/CYarTlPdln— Governor Mike Parson (@GovParsonMO) March 30, 2022”Endemic does not mean the end, it refers to the constant presence of the disease within a population or geographic area just as Influenza, HIV, Tuberculosis and Strep Throat are endemic in our country,” explained Paula Nickelson, Acting Director of the Missouri Department of Health and Senior Services. “Entering an endemic phase does not mean there will not be future periods of increased cases and medical surges.”Nickelson stressed the new approach will allow local and state officials to closely monitor the virus and hotspots without imposing overbearing restrictions on residents.","Missouri Gov. Mike Parson announces that the state is switching to an endemic phase of handling COVID-19 during news conference on Wednesday, March 30, 2022, at the state Capitol in Jefferson City, Missouri. Parson declared that “the COVID-19 crisis is over” in Missouri. (AP Photo/David A. Lieb)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/03/AP22089804267630.jpg," Josh Mandel, J.D. Vance Sound Off At Ohio GOP Senate DebateTOPICS:COVIDCOVID-19ECONOMYemergency designationendemicHealthMike ParsonMissourinewsOANOANNpandemicPaula Nickelsonpolitics TWEETPIN ",https://www.oann.com/mo-announces-end-of-covid-19-pandemic-phase/
2022-03-31,6:55 AM PT,Sen. Blackburn discusses concerns about Judge Jackson after questioning,"Sen. Blackburn discusses concerns about Judge Jackson after questioningOAN NewsroomUPDATED 6:55 AM PT – Thursday, March 31, 2022In an exclusive interview, Sen. Marsha Blackburn (R-Tenn.) said Judge Ketanji Brown Jackson’s answers to her line of questioning may show how far Democrats are willing to go to push a progressive agenda. One America’s John Hines has more from Washington.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png, Peter Schweizer On Hunter Biden Laptop DevelopmentsTOPICS:courtGOPJoe BidenJohn HinesJusticeketanji brown jacksonMarsha BlackburnnewspoliticsSupreme Court TWEETPIN ,https://www.oann.com/sen-blackburn-discusses-concerns-about-judge-jackson-after-questioning/
2022-03-31,6:50 AM PT,"Josh Mandel, J.D. Vance sound off at Ohio GOP Senate debate","Josh Mandel, J.D. Vance sound off at Ohio GOP Senate debateOAN NewsroomUPDATED 6:50 AM PT – Thursday, March 31, 2022Ohio Senate candidates Josh Mandel and J.D. Vance are trying to distinguish themselves on the debate stage. One America’s Jasmin Hovey has more.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png," N.Y. Officials Favor Criminals, Once AgainTOPICS:electionGOPj.d. vanceJasmin HoveyJosh MandelmidtermsnewsOhiopoliticssenateVOTING TWEETPIN ",https://www.oann.com/josh-mandel-j-d-vance-sound-off-at-ohio-gop-senate-debate/
2022-03-30,2:13 PM PT,Rep. Gaetz enters contents of Hunter Biden’s laptop into congressional record,"Rep. Gaetz enters contents of Hunter Biden’s laptop into congressional recordRep.  Matt Gaetz (R-Fla.) arrives for a House Armed Services Subcommittee hearing with members of the Fort Hood Independent Review Committee on Capitol Hill on December 9, 2020 in Washington, DC. (Photo by Samuel Corum/Getty Images)OAN NewsroomUPDATED 2:13 PM PT – Wednesday, March 30, 2022Rep. Matt Gaetz (R-Fla.) submitted the contents of Hunter Biden’s laptop hard drive and the receipt from the computer repair shop where it was dropped off into the congressional record.During a House Judiciary Committee hearing on Tuesday, the conservative firebrand cross examined FBI’s Cyber Division Assistant Director Bryan Vorndran. The FBI seized the laptop in December of 2019, however, Vorndran claimed he didn’t know where the laptop currently is. Gaetz pressed the issue and demanded answers.“How are Americans suppose to trust that you can protect us from the next Colonial Pipeline if it seems that you can’t locate a laptop that was given to you three years ago?” asked the Florida lawmaker. “So where is it, the laptop?”Further into the hearing, the Republican slammed the assistant director over how little he knew about how compromised the Biden family could potentially be. Vorndran said he was only there to answer questions about the bureau’s cyber program.“I would think that the President’s son who does international business referencing the now-President with the Chinese, with Ukrainians…I mean have you assessed whether or not the Hunter Biden laptop gives Russia the ability to harm our country?” Gaetz asked.The assistant director didn’t share who the committee could question about the laptops location or its content on Biden’s international business dealings. Although there was some resistance from Democrats on the committee, Gaetz was able to go on record with the evidence.“After consultation with majority staff, I seek unanimous consent to enter into the record of this committee content from files from and copies from the Hunter Biden laptop,” he stated.On top of this, congressman Darrell Issa (R-Calif.) told One America News that he’s laying the groundwork for a probe into the media’s efforts to suppress the laptop story. If the GOP succeeds in taking control of the lower chamber after the midterms, the door to potentially subpoena Hunter Biden could open.","Rep.  Matt Gaetz (R-Fla.) arrives for a House Armed Services Subcommittee hearing with members of the Fort Hood Independent Review Committee on Capitol Hill on December 9, 2020 in Washington, DC. (Photo by Samuel Corum/Getty Images)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2021/04/GettyImages-1230035169.jpg, Rep. Issa Prepares For Probe Of ‘Collusion’ Surrounding Hunter Biden LaptopTOPICS:Biden familyBryan VorndranColonial PipelineCongressional Recordcybercyber programCybersecurityDarrell IssademocratsFBIHouse Judiciary CommitteeHunter BidenIntelJoe BidenMatt GaetzmidtermsnewsOANOANNOne America NewspoliticsRussiaUkraineWar TWEETPIN ,https://www.oann.com/rep-gaetz-enters-contents-of-hunter-bidens-laptop-into-congressional-record/
2022-03-30,11:00 AM PT,Peter Schweizer on Hunter Biden laptop developments,"Peter Schweizer on Hunter Biden laptop developmentsOAN NewsroomUPDATED 11:00 AM PT – Wednesday, March 30, 2022With the mainstream media finally paying attention to the Hunter Biden laptop story, they are now catching up to what Peter Schweizer has been saying for over a year. One America’s Stefan Kleinhenz sat down with the Government Accountability Institute president and author of “Red Handed” to discuss the latest developments.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png, Sen. Lankford: Biden Repeal Of Title 42 Could Spur New Flood Of MigrantsTOPICS:Government Accountability InstituteHunter BidenJoe BidennewsOANOANNPeter SchweizerpoliticsRed HandedStefan Kleinhenz TWEETPIN ,https://www.oann.com/peter-schweizer-on-hunter-biden-laptop-developments/
2022-03-30,6:51 AM PT,GOP lawmakers say Biden budget shows misplaced priorities,"GOP lawmakers say Biden budget shows misplaced prioritiesOAN NewsroomUPDATED 6:51 AM PT – Wednesday, March 30, 2022GOP lawmakers on Capitol Hill are speaking out against the Biden budget. They say it shows misplaced priorities, including tax increases and more spending, which they say could lead to higher inflation. One America’s John Hines has more from Capitol Hill.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png," Rep. Cawthorn: Washington, D.C. Is A Pit Of VipersTOPICS:BUDGETGOGOPJoe BidennewsOANOANNpoliticsspending TWEETPIN ",https://www.oann.com/gop-lawmakers-say-biden-budget-shows-misplaced-priorities/
2022-03-30,7:33 AM PT,"Biden, Harris meet with Prime Minister of Singapore to discuss threats from China, North Korea","Biden, Harris meet with Prime Minister of Singapore to discuss threats from China, North KoreaSingapore’s Prime Minister Lee Hsien Loong, with Vice President Kamala Harris, right, speaks at the Eisenhower Executive Office Building on the White House complex, in Washington, Tuesday, March 29, 2022. (AP Photo/Manuel Balce Ceneta)OAN NewsroomUPDATED 7:33 AM PT – Wednesday, March 30, 2022The Biden administration is grooming Singapore to be a top ally in the Indo-Pacific region. On Tuesday, President Joe Biden met with Singapore Prime Minister Lee Hsien Loong to bolster bilateral relations.The two leaders discussed several security concerns in the region, including aggression from the Chinese Communist Party in the South China Sea, North Korea’s increase in missile tests and ramifications of the 2020 military coup in Myanmar. Biden also noted the U.S. and Singapore are working together to ensure the region stays free, deepen economic ties and fight COVID-19 as part of a broad agenda they both share.“I’m really proud of the partnership between Singapore and the United States,” he stated. “It’s as close and as strong as it’s ever been. And together, we’re working to uphold a rules based order, international order, supporting the founding principles of the United Nations and advance a future for the Indo-Pacific that is both free and open.”Prime Minister Lee added, the U.S. and Singapore have blossomed their more than 80-year partnership into one with massive influence in shaping and stabilizing the region. He stressed threats from China and spillover from the Russian war with Ukraine have cemented the need for international unity and multilateral cooperation. Lee further warned, if the Ukraine crisis continues then Indo-Pacific countries could see devastating economic and political consequences.“There are potential flash points and contentious issues in our region too, which if not managed well could escalate to open conflict,” stated the official. “Countries with interests in the region need to pursue all efforts to settle disagreements through peaceful means, so that we can avoid reaching a point of no return.”Watch live as Prime Minister Lee Hsien Loong of Singapore and I make a joint press statement. https://t.co/RSTR1xAB9q— President Biden (@POTUS) March 29, 2022Additionally, Vice President Kamala Harris met with Lee to discuss the modern concerns facing both the U.S. and Singapore. They touted several joint programs tackling how to bolster cybersecurity technology and others to explore the vastness of the universe.“Singapore has signed the Artemis Accords, which aim to promote the peaceful, sustainable and beneficial use of space,” Lee stated. “We are the first Southeast Asian country to sign on…so I’m very glad that the Vice President and I were able to meet again to discuss ways to take our partnership to even greater heights.”Last month, the Biden administration unveiled its strategy in bolstering ties between the U.S. and Indo-Pacific countries. The booklet vowed to strengthen the region’s military and economic infrastructure, so countries can maintain their sovereignty and loosen China’s grip on the region. Since then, top Biden diplomats and defense officials have traveled to several countries Indo-Pacific countries. The Pentagon even welcomed a delegation of Singapore defense officials recently.Additionally, Biden was originally set to host several leaders from participating ASEAN countries this week, but that meeting has been postponed. However, Biden maintains further entangling relations with East Asian and Indo-Pacific countries will secure America’s influence in the greater Asian continent for decades.","Singapore’s Prime Minister Lee Hsien Loong, with Vice President Kamala Harris, right, speaks at the Eisenhower Executive Office Building on the White House complex, in Washington, Tuesday, March 29, 2022. (AP Photo/Manuel Balce Ceneta)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/03/AP22088737950024.jpg, Secy. Of State Blinken: Iran Will Never Acquire A Nuclear WeaponTOPICS:ASEANAsiaBiden AdministrationChinaCCPChinese Communist PartyCOVID-19Joe BidenKamala HarrisLee Hsien LoongnewsNorth KoreaOANOANNouth China SeapoliticsRussiasingaporeUkraineWarWhite House TWEETPIN ,https://www.oann.com/biden-harris-meet-with-prime-minister-of-singapore-to-discuss-threats-from-china-north-korea/
2022-03-30,7:33 AM PT,"Joe Biden to end Title 42, enabling migrants to pour into the southern border","Joe Biden to end Title 42, enabling migrants to pour into the southern borderOAN NewsroomUPDATED 7:33 AM PT – Wednesday, March 30, 2022President Joe Biden is considering ending the CDC’s order known as Title 42. One America’s John Hines has more.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png, Biden’s ‘Tax The Rich’ Plan Sugarcoats Massive Tax Hikes On AllTOPICS:Border CrisisBorder SecurityCDCimmigrationJoe BidennewsOANOANNpoliticsSouthern borderTitle 42 TWEETPIN ,https://www.oann.com/joe-biden-to-end-title-42-enabling-migrants-to-pour-into-the-southern-border/
2022-03-30,6:59 AM PT,RNC: Biden contradicts own staff about Judge Jackson hearing,"RNC: Biden contradicts own staff about Judge Jackson hearingPresident Joe Biden walks over to speak with Sen. Cory Booker, D-N.J., after signing the Emmett Till Antilynching Act in the Rose Garden of the White House, Tuesday, March 29, 2022, in Washington. (AP Photo/Patrick Semansky)OAN NewsroomUPDATED 6:59 AM PT – Wednesday, March 30, 2022White House staff and President Joe Biden appeared to contradict one another over Judge Ketanji Brown Jackson’s confirmation hearings.During a press conference on Monday, Biden was asked whether he watched the hearings to which he said he did not. His response came despite the White House saying earlier that Biden was following confirmation hearings very closely.JOE BIDEN: ""I didn't get a chance to see any of"" Ketanji Brown Jackson's confirmation hearingRANDOM BIDEN STAFFER: ""The president watched portions of Judge Jackson's hearing yesterday and today…He was also moved by the grace and dignity she has shown"" pic.twitter.com/j6BoZj31Sk— RNC Research (@RNCResearch) March 28, 2022The Republican National Committee is questioning this while suggesting either Biden or his staffers are lying. The White House has yet to comment on the matter.","President Joe Biden walks over to speak with Sen. Cory Booker, D-N.J., after signing the Emmett Till Antilynching Act in the Rose Garden of the White House, Tuesday, March 29, 2022, in Washington. (AP Photo/Patrick Semansky)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/03/AP22088770029248.jpg," Rep. Cawthorn: Washington, D.C. Is A Pit Of VipersTOPICS:crimeJoe BidenjudgeJusticeketanji brown jacksonnewsOANOANNpoliticsRepublican National CommitteeRNCSupreme CourtWhite House TWEETPIN ",https://www.oann.com/rnc-biden-contradicts-own-staff-about-judge-jackson-hearing/
2022-03-30,8:57 AM PT,Calif. Democrats derail GOP gas tax holiday bill,"Calif. Democrats derail GOP gas tax holiday billOAN NewsroomUPDATED 8:57 AM PT – Wednesday, March 30, 2022GOP lawmakers in California are met with resistance in Sacramento regarding a gas tax holiday bill. One America’s Cynthia Kaui has more.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png, Secy. Of State Blinken: Iran Will Never Acquire A Nuclear WeaponTOPICS:CaliforniaCynthia KauidemocratsgasGas PricesGOPinflationnewsOANOANNOILpoliticsSACRAMENTOtax TWEETPIN ,https://www.oann.com/calif-democrats-derail-gop-gas-tax-holiday-bill/
2022-03-29,12:10 PM PT,GOP lawmakers decry Biden’s $5.8T budget proposal,"GOP lawmakers decry Biden’s $5.8T budget proposalSenate Minority Leader Mitch McConnell of Ky., attends a news conference, Tuesday, Feb., 1, 2022, after a weekly Republican policy luncheon on Capitol Hill in Washington. (AP Photo/Jacquelyn Martin)OAN NewsroomUPDATED 12:10 PM PT – Tuesday, March 29, 2022GOP lawmakers are decrying yet another massive spending proposal from the Biden administration. On the Senate floor Monday, Senate Minority Leader Mitch McConnell (R-Ky.) warned Joe Biden’s nearly $6 trillion budget proposal for fiscal year 2023 is just another far left wish list.McConnell stressed he called on the President to pivot his economic agenda toward the center to create policies that would benefit the average American. However, he claimed Biden has not listened to his advice and is looking to bolster Democrat-friendly federal agencies and punish American energy producers. Additionally, the Kentucky Republican lamented that Biden’s increase of the defense budget by only 4 percent will leave the U.S. military “treading water.”“They want to pour money into absurdities like the UN green climate fund, borrow from China to fund a global bureaucracy that will hand free money back to China,” he explained. “There’s plenty of money for things like anti-gun regulations, free lawyers for illegal immigrants and something called environmental justice. This whole far-left feast leaves out the reckless taxing and spending spree that Democrats failed to pass last year are are now trying to revive.”﻿Other GOP lawmakers further sounded the alarm on what Biden’s budget would do to the already dire economic and supply crises. Missouri Representative and Ranking Member of the House Budget Committee, Jason Smith stressed Biden’s proposal would add $15 trillion to the national deficit. Smith went on to point out Americans are already suffering from a $3,500 inflation tax and Biden would add $8 million to the federal spending limit. He asserted this will only hurt American families and job creators.Additionally, several Republicans, including Arizona Representative Andy Biggs and Alabama Senator Tommy Tuberville, condemned Biden for not addressing pressing issues like border security and cracking down on fentanyl distribution in the U.S.“We don’t need a bureaucrat talking point or a bureaucrat wasting our time,” Tuberville stated. “We need a plan and we need a plan now to stop these drugs. Since President Biden has been in office, he has failed to take charge in every situation. Sadly, the drug overdose epidemic is no different.”Meanwhile, Kentucky Senator Rand Paul said the current inflation crisis is indicative of several Democrat economic strategies, including deficit spending and promising free programs to Americans while making retired and poor Americans front the bill. However, Paul remained optimistic that America’s financial institutions are strong enough to prevent hyperinflation and reverse the economy from heading to disaster.If not, economists have warned inflation will only get worse. They also warned that if the Federal Reserve doesn’t act quickly, the U.S. is likely headed for a recession.","Senate Minority Leader Mitch McConnell of Ky., attends a news conference, Tuesday, Feb., 1, 2022, after a weekly Republican policy luncheon on Capitol Hill in Washington. (AP Photo/Jacquelyn Martin)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/02/AP22032764870845.jpg, Rep. Greene: GOP Won’t Be Weak Like Those Of Decades PastTOPICS:Andy BiggsBiden Administrationborder securitBUDGETclimateDEFENSEECONOMYenergyFederal ReserveFentanylGOPgreen polciiesinflationJason SmithJoe BidenMitch McConnellOANOANNRand PaulSPENIDNGTommy Tuberville TWEETPIN ,https://www.oann.com/gop-lawmakers-decry-bidens-5-8t-budget-proposal/
2022-03-29,9:46 AM PT,Secy. of State Blinken: Iran will never acquire a nuclear weapon,"Secy. of State Blinken: Iran will never acquire a nuclear weaponU.S. Secretary of State Antony Blinken speaks during a news conference with Morocco’s Foreign Minister Nasser Bourita, at the Foreign Ministry in Rabat, Morocco, Tuesday, March 29, 2022. (AP Photo/Jacquelyn Martin, Pool)OAN NewsroomUPDATED 9:46 AM PT – Tuesday, March 29, 2022The U.S. State Department is revamping its calls to stomp Iran’s nuclear ambitions. On Sunday, Secretary of State Antony Blinken met with top diplomats from Israel, the UAE, Egypt, Bahrain and Morocco in Jerusalem to discuss the threat posed by Iran’s growing power.Experts pointed out, this meeting between Israel and several Gulf Arab States suggests monumental strides to achieve peace in the Middle East. Additionally, they stressed this builds off of President Donald Trump’s 2020 Abraham Accords, which aimed to normalize relations between Israel and the rest of the region.Despite this, Blinken argued the best way to combat Iran’s aggression and development of its nuclear program is to return to the controversial Obama-era nuclear deal.“An Iran with a nuclear weapon or the capacity to produce one on short notice would become even more aggressive and would believe it could act with a false sense of impunity,” asserted the Secretary of State. “The United States believes that a return to full implementation of the Joint Comprehensive Plan of Action is the best way to put Iran’s nuclear program back in the box that it was in, but has escaped from since the United States withdrew from that agreement.”Since taking office, reviving the 2015 agreement had been a top priority for the Biden administration. However, this week the State Department lamented the deal is now in the hands of the Ayatollah regime after months of stalled talks and negotiating with Iran through third party diplomats.Biden had already made concessions to Iran by waiving sanctions on its civilian nuclear program and possibly taking the Iran Revolutionary Guards Corps off of the U.S. terrorist list. The delisting of the IRGC has been a major criticism from regional partners, especially from the Israeli Prime Minister Naftali Bennett and his predecessor Benjamin Netanyahu. They warned the IRGC has been aiding terrorist activities in Lebanon and Saudi Arabia.“Their proxy, the Houthis, just this weekend carried out a horrific attack on Saudi Arabia,” Bennett explained. “I hope the United States will hear the concerned voices from the region, Israel’s and others on this very important issue.”Israel’s Prime Minister Naftali Bennett gives a news conference with U.S. Secretary of State Antony Blinken, after their meeting at the Prime Minister’s Office, Sunday, March 27, 2022, in Jerusalem. (AP Photo/Jacquelyn Martin, Pool)Meanwhile at a forum in Doha, Qatar, Special U.S. Envoy to Iran, Rob Malley stressed the nuclear deal does not cover the IRGC designation. Malley added, President Joe Biden has no intention of taking the group off the terror list.“I can tell you that the IRGC will remain sanctioned under U.S. law,” he stated. “And our perception and our views, our policy towards the IRGC, will not have changed.”In the meantime, Blinken vowed to continue to push for a nuclear deal with Iran while claiming it would hinder the rouge state’s nuclear ambitions. The Secretary of State added, he and Israeli diplomats will work together to combat Iran’s attacks in the region. Israeli Foreign Minister Yair Lapid accepted the continuance of a U.S.-Israel partnership, but reiterated his country does not support the deal with Iran.“Israel will do anything we believe is needed to stop the Iranian nuclear program, anything,” he stated. “From our point of view, the Iranian threat is not theoretical. The Iranians want to destroy Israel. They will not succeed; we will not let them.”The U.S. State Department has lamented it’s not clear if a deal with Iran will be reached anytime soon.","U.S. Secretary of State Antony Blinken speaks during a news conference with Morocco’s Foreign Minister Nasser Bourita, at the Foreign Ministry in Rabat, Morocco, Tuesday, March 29, 2022. (AP Photo/Jacquelyn Martin, Pool)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/03/AP22088532013531.jpg, Biden Offers To Sell Natural Gas To Europe To Undercut Russian EnergyTOPICS:Abraham AccordsBahrainBenjamin NetanyahuBiden AdministrationDohaDonald TrumpEgyptGulf Arab StatesHouthisIranIran Nuclear DealIran Revolutionary Guards CorpsIRGCIsraelJCPAJerusalemJoe BidenJoint Comprehensive Plan Of ActionLebanonMiddle EastmoroccoNaftali BennettnewsnucelarOANOANNObama-erapoliticsQatarRob MalleySanctionsSaudi ArabiasecurityState DepartmentU.S. terrorist listUAE TWEETPIN ,https://www.oann.com/secy-of-state-blinken-iran-will-never-acquire-a-nuclear-weapon/
