ID,Incident Date,City,State,School name,Latitude,Longitude,School Type,Intent,Outcome,Number Killed,Number Wounded,Narrative,Source 1,URL 1,Source 2,URL 2,Source 3,URL 3,Created,Last Modified
259,4/7/17,St. Paul,MN,University of St. Thomas,44.9330076,-93.1629063,College or University,Unintentional discharge,Injury,0,1,"A student unintentionally discharged a handgun inside of their dorm room, firing the bullet through the wall and hitting a student in the next room in the chest. The injured student was taken to a local hospital in critical condition for surgery, but was expected to survive. St. Paul Police announced they were investigating the incident. The University prohibits all weapons on school property.",Minneapolis Star-Tribune,http://strib.mn/2oXHFYX,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
260,4/10/17,San Bernardino,CA,North Park Elementary School,34.1083449,-117.2897652,Elementary School,Attack on others,Death,2,1,"A man, 53, shot and killed his estranged wife in her classroom. The shooter walked into his wife's classroom and, without speaking, pulled out a concealed .357-caliber handgun and fired ten shots at her, hitting her multiple times in the head and chest. An eight-year-old student and a nine-year-old student were standing behind the victim at the time, and were both also shot. The shooter then shot and killled himself. Both the shooter and the victim were pronounced dead at the scene — the two students were airlifted to an area hospital in critical condition, where the eight-year-old boy was pronounced dead, and the injured student was treated for serious but non-life threatening injuries.",CNN,http://cnn.it/2okqGgR,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
261,4/15/17,Tulsa,OK,Booker T. Washington High School,36.1539816,-95.992775,High School,Attack on others,Injury,0,1,"Following an argument at an alumni basketball game, a 53-year-old man shot and injured a man, 52, in the school parking lot, before fleeing the scene. The victim was taken to a local hospital in stable condition. The shooter was later charged with shooting with intent to kill.",Tulsa World News,https://bit.ly/2ON7Qfb,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
262,4/25/17,Orem,UT,Utah Valley University,40.2968979,-111.6946475,College or University,Unintentional discharge,No one shot,0,0,"While eating lunch in a campus cafeteria, an unidentified student reached into his backpack and unintentionally discharged a handgun he was carrying inside the backpack, hitting a table and a light fixture. No injuries were reported. The student, who was licensed to carry a concealed handgun on campus, was questioned and released without being charged. Campus police announced they were investigating the incident.",Salt Lake Tribune,http://bit.ly/2qj103T,,,,,2021-02-24T19:31:59.000Z,2022-02-01T16:49:05.000Z
263,5/2/17,Irving,TX,North Lake College,32.8140177,-96.9488945,College or University,Attack on others,Death,1,0,"A former student, 21, shot and killed a 20-year-old woman in a study hall before moving to another building and fatally shooting himself. Both the shooter and the victim were pronounced dead at the scene. According to the victim's mother, the shooter had repeatedly stalked the victim prior to the shooting.",KXAS,http://bit.ly/2qsCLnp,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
264,5/15/17,Moss Bluff,LA,Moss Bluff Elementary School,30.3027042,-93.1907097,Elementary School,Unintentional discharge,Injury,0,1,"A first grader brought a handgun to his classroom in his backpack and it fell out of his backpack. A seven-year-old classmate picked up the gun and unintentionally discharged it, hitting another student. The injured student was taken to a local hospital for surgery. The first grader's father and older brother — the source of the weapon — were later indicted for negligent injuring. ",KLFY,https://bit.ly/2EnYWmM,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
265,5/23/17,Kirbyville,TX,Kirbyville High School,30.6604815,-93.8926809,High School,Self-harm - no intent to hurt others,Death,1,0,"After submitting his resignation, the Kirbyville High School Principal, 45, walked out to the school parking lot, got into the front seat of his car, and shot himself in the head. He was pronounced dead at the scene by emergency responders.",The Eagle,https://bit.ly/2JD6Zeu,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
266,5/24/17,Greensboro,AL,Greensboro High School,32.7045753,-87.5958396,High School,Attack on others,No one shot,0,0,"Following an argument, an unidentified 15-year-old student approached another student in the school bus loading zone, drew a .22-caliber handgun, and fired one shot at the student, missing him. A substitute teacher disarmed the student, who was taken into custody. No injuries were reported.",WVTM,http://bit.ly/2r2bIQ3,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
267,6/5/17,Fort Wayne,IN,Ravenscroft Beauty College,41.079273,-85.1393513,College or University,Attack on others,Injury,0,2,"During an evening class, a 24-year-old man entered Ravenscroft Beauty College and shot two women, 29 and 20, before shooting and killing himself. The shooter was reportedly upset after the 29-year-old woman refused to date him. The 29-year-old woman was taken to an area hospital with critical injuries. The 20-year-old woman, who the 29-year-old woman shielded with her body during the shooting, was treated at a local hospital for non-life threatening injuries. The shooter was pronounced dead at the scene. He was previously convicted of felony burglary and spent four years in prison, and was likely prohibited from buying or possessing guns at the time of the shooting.",WPTA,http://bit.ly/2sAdRkd,,,,,2021-02-24T19:31:59.000Z,2022-02-07T14:25:27.000Z
268,6/16/17,Chicago,IL,Warren Elementary School,41.8781136,-87.6297982,Elementary School,Attack on others,Injury,0,2,"A teen, 18, and two unidentified boys, ages 16 and 17, opened fire on an elementary school picnic after they had been arguing with some other individuals who ran into the picnic. A girl, 13, and an unidentified 7-year-old were both shot. All three individuals face several charges from the shooting.",Chicago Tribune,https://bit.ly/2MqfI4A,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
269,6/22/17,Florence,SC,Wilson High School,34.1954331,-79.7625625,High School,Unintentional discharge,Injury,0,1,"Two 17-year-old students were sitting in a car before school examining a handgun when one of the boys unintentionally discharged it, hitting himself in the foot. He was taken to a local hospital and treated for non-life threatening injuries. He was arrested and charged with carrying a weapon on school property, possession of a stolen handgun and providing false information to law enforcement.",WMBF,http://bit.ly/2tc162f,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
270,7/13/17,Las Vegas,NV,University of Nevada - Las Vegas,36.1699412,-115.1398296,College or University,Attack on others,No one shot,0,0,"A suspected serial carjacker fired several shots at a fleeing woman and her 11-year-old daughter on the University of Nevada - Las Vegas campus. According to police statements, the unidentified woman and her daughter attempted to drive away from the suspect, passing through the campus security complex and the center of campus, as he fired seven to nine shots at the fleeing car. No injuries were reported, and the campus was placed on lockdown. The suspect was arrested hours later without further incident.",LVRJ,http://bit.ly/2uqPdXg,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
271,7/19/17,Milwaukee,WI,Hickman Academy Preparatory School,43.0389025,-87.9064736,Elementary School,Attack on others,Injury,0,1,"Following an argument during a pickup basketball game at the Hickman Academy gym, an unidentified man retreived a handgun from his gym bag and shot a 32-year-old man multiple times in the chest and arms. The injured man was taken to a local hospital and treated for serious but non-life threatening injuries. The shooter fled the scene. Milwaukee Police announced they were investigating the incident.",WITI,http://bit.ly/2tKdjYa,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
272,7/21/17,Spanish Fork,UT,Spanish Fork High School,40.114955,-111.654923,High School,Attack on others,Injury,0,1,"During a fight in the Spanish Fork High School parking lot, a 19-year-old man shot and injured an 18-year-old man before fleeing the scene. The younger man was taken to a local hospital and treated for non-life threatening injuries. ",KSTU,http://bit.ly/2v0V8mb,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
273,7/23/17,Fayetteville,AR,University of Arkansas,36.082156,-94.1718542,College or University,Attack on others,Injury,0,2,"During an argument in a parking lot on the University of Arkansas campus, an unidentified man pulled out a handgun and fired multiple shots into another car, hitting a 25-year-old man, a lineman for the Tennessee Titans, and a 22-year-old man. Both men were treated at a local hospital for non-life threatening injuries. Fayetteville Police announced they were investigating the incident.",Northwest Arkansas Democrat Gazette,http://bit.ly/2eIEfpx,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
274,8/17/17,Lithia Springs,GA,Lithia Springs Comprehensive High School,33.7939953,-84.6604899,High School,Self-harm - no intent to hurt others,Injury,0,1,"A teacher, 43, shot himself in the head while alone in his office. He was able to call another teacher for help, and was airlifted to an area hospital in critical condition.",Atlanta Journal Constitution,https://on-ajc.com/2M6D42h,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
275,9/1/17,College Station,TX,Texas A&M University,30.627977,-96.3344068,College or University,Unintentional discharge,No one shot,0,0,"An unidentified student, who is a member of the Corps of Cadets, unintentionally discharged a handgun in his Corps dorm room, firing a bullet through a wall and hitting a bedframe in the next room. No injuries were reported. University and local police announced no charges were expected to be filed.",The Eagle,http://bit.ly/2ytyb9O,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
276,9/5/17,Nashville,TN,Tennessee State University,36.1626638,-86.7816016,College or University,Attack on others,Injury,0,1,"A former student, 19, was shot and injured while sitting in his car in a parking lot outside of a dorm. He was taken to a local hospital in critical condition. Tennessee State announced that the victim was not a student at the school, and Nashville Police announced they were investigating the incident.",WRCB,http://bit.ly/2wCwo3e,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
277,9/8/17,Columbus,OH,Columbus Scioto 6-12,39.9611755,-82.9987942,K-12,Other,No one shot,0,0,"A teen, 18, walked into his high school hallway and fired multiple shots into the floor, ceiling, and wall, yelling that he was looking for someone. A teacher was able to talk the student into putting the gun down, and he was taken into custody without further incident. No injuries were reported.",Columbus Dispatch,http://bit.ly/2wQvUYh,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
278,9/8/17,North Little Rock,AR,North Little Rock High School,34.769536,-92.2670941,High School,Attack on others,Injury,0,1,"Following a football game during which several fights reportedly broke out in the stands, an unidentified person fired multiple shots in the school parking lot during another fight. Two ricocheted bullets hit one juvenile, who was taken to a local hospital and treated for non-life threatening injuries. The crowd dispersed before a suspect could be identified. North Little Rock Police announced they were investigating the incident.",KARK,http://bit.ly/2jfKBhP,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
279,9/12/17,St. Paul,MN,St. Catherine University,44.9537029,-93.0899578,College or University,Unintentional discharge,Injury,0,1,"A campus security guard, 25, unintentionally shot himself in the shoulder. He then called police and reported that a Black man had shot him, leading to a large manhunt on campus that involved K-9s and searches of campus buildings. Police later learned that the security guard had shot himself, and he pleaded guilty to falsely reporting a crime to the police.",Star Tribune,http://strib.mn/2qpHVih,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
280,9/13/17,Rockford,WA,Freeman High School,47.4521207,-117.1307471,High School,Attack on others,Death,1,3,"Shortly after school opened for the day, a 15-year-old sophomore pulled an AR-15 rifle and a handgun from a duffel bag and began walking through the school hallway, firing multiple shots and hitting three female students who were fleeing. Another sophomore then approached the shooter and attempted to stop him from shooting -- the shooter shot him once in the head. The shooter's rifle then jammed, and before he could pull out his handgun, a custodian tackled the shooter and held him until police arrived. The three girls were taken to an area hospital in stable condition, and the other sophomore was pronounced dead at the scene. The shooter was taken into police custody.",The Spokesman-Review,http://bit.ly/2xyPkl9,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
281,9/16/17,Atlanta,GA,Georgia Institute of Technology,33.7489954,-84.3879824,College or University,Legal Intervention,Death,1,0,"Campus police responded to the Georgia Institute of Technology after receiving reports of a possibly armed person on campus. The person, a 21-year-old student at the university, was shot and killed by a responding officer.",The Washington Post,https://www.washingtonpost.com/news/grade-point/wp/2017/09/17/knife-wielding-campus-pride-leader-killed-by-police-at-georgia-tech/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
282,9/17/17,Akron,OH,University of Akron,41.0814447,-81.5190053,College or University,Attack on others,Injury,0,1,"During an argument in a campus parking lot shortly after midnight, an unidentified man left his car, walked up to another car, and fired one shot through the window, hitting an unidentified man sitting in the car. The injured man was taken to a local hospital and treated for non-life threatening injuries. The shooter fled the scene. Akron Police announced they were investigating the incident.",Akron Beacon Journal,http://bit.ly/2hdDCph,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
283,9/20/17,Mattoon,IL,Mattoon High School,39.4830897,-88.3728255,High School,Attack on others,Injury,0,1,"During lunchtime, an unidentified high school student opened fire in the cafeteria of Mattoon High School, injuring one other student. A nearby teacher disarmed the student, and the shooter was taken into custody. The injured student was taken to a local hospital in stable condition.",Chicago Tribune,http://trib.in/2xSJmvC,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
284,9/29/17,Lee's Summit,MO,Lee's Summit North High School,38.9108408,-94.3821724,High School,Self-harm - no intent to hurt others,Death,1,0,"During the school day, a 17-year-old student shot herself in a hallway of the high school in an apparent suicide.  She was transported to a nearby hospital where she died of her injuries.",Kansas City Star,http://bit.ly/2ydOYRx,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
285,9/30/17,Commodore,PA,Purchase Line Elementary School,40.7131207,-78.9433646,Elementary School,Attack on others,Injury,0,1,"Late at night, a woman and her boyfriend were driving and having an argument.  They pulled over into the school parking lot where the woman shot her boyfriend in the leg, injuring him.",TribLive,http://triblive.com/local/regional/12794212-74/woman-shoots-boyfriend-in-indiana-county-school-parking-lot,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
286,10/3/17,Oxford,MI,Oxford High School,42.8247524,-83.2646624,High School,Other,No one shot,0,0,"A teen, 18, allegedly punched a school administrator after he was accused of assaulting his ex-girlfriend. When police responded to the school, the teen attempted to grab one of the officer's firearms, causing it to discharge inside the school. No one was shot. ",Detroit Free Press,https://www.freep.com/story/news/local/michigan/oakland/2017/10/05/oxford-high-school-gun-teen/733354001/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
287,10/7/17,Las Cruces,NM,Picacho Middle School,32.3199396,-106.7636538,Middle School,Other,No one shot,0,0,"Around 4 AM, three young men were loitering outside Picacho Middle School when one fired two shots from a handgun damaging four of the school's windows.",Las Cruces Police,https://www.facebook.com/watch/?v=1520409094712228,Las Cruces Sun News,https://www.lcsun-news.com/story/news/crime/2017/10/31/las-cruces-police-seek-suspects-who-shot-picacho-middle-school/819265001/,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
288,10/9/17,Lubbock,TX,Texas Tech University,33.5778631,-101.8551665,College or University,Attack on others,Death,1,0,"After being arrested by campus police for possession of drug paraphernalia, a 19-year-old freshman opened fire on a Texas Tech police officer. The officer was hit in the head and died from his injuries. The shooter, who carried out the shooting in the police station, then fled the scene, causing the campus to go into lockdown for just over an hour. The Lubbock County Sheriff's Office captured the shooterand charged him with capital murder.",CNN,http://cnn.it/2zTopgS,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
289,10/11/17,Easton,MA,Stonehill College,42.0245442,-71.1286594,College or University,Unintentional discharge,Injury,0,1,"A man, 57, unintentionally discharged a gun in the college's plumber's shop, injuring another staff member in the leg. The shooter was subsequently fired by the college for bringing a weapon onto campus and faced criminal charges.",Boston Globe,http://bit.ly/2BtH1pr,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
290,10/14/17,Petersburg,VA,Virginia State University,37.2279279,-77.4019267,College or University,Attack on others,Injury,0,1,"After a concert during homecoming weekend, a man was shot in the pelvis, sending the campus into lock down. Calling the shooting an ""isolated incident,"" police lifted the lockdown at 1:30am, though no suspect was apprehended. The man's injuries were not life threatening.",WTVR-TV,http://bit.ly/2iMqKar,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
291,10/19/17,Petersburg,VA,Virginia State University,37.2279279,-77.4019267,College or University,Attack on others,Injury,0,1,"During an attempted robbery, a man, 20, shot another man in the abdomen. A crowd of some 200 people was dispersed by police after the shooting as the campus went into lockdown for more than four hours. The shooter was eventually arrested and sentenced to 24 years in prison. The victim's injuries were not life-threatening, though he suffered damage to his colon and kidney. ",CBS News,https://bit.ly/2njTR3T,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
292,10/25/17,Grambling,LA,Grambling State University,32.5276503,-92.7140402,College or University,Attack on others,Death,2,0,"After an argument in a dorm room, a man, 19, opened fire in the courtyard outside on another man, 23. When the victim's friend tried to help, the shooter shot him too. Both men died from their injuries. Wayne later turned himself into law enforcement and was charged with first-degree murder.",News Star,https://tnsne.ws/2y7bWu6,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
293,10/31/17,Salt Lake City,UT,University of Utah,40.7607793,-111.8910474,College or University,Attack on others,Death,1,0,"Around 8:15pm, a woman appeared on the University of Utah campus, reporting her husband had assaulted her while camping in the adjacent Red Butte Canyon. While she was being treated for an injury, her husband then shot a 23-year-old student in a car-jacking. The student died from his injuries. At least eight agencies, including the FBI, sent hundreds of officers to search the campus for the shooter, though he is believed to have escaped into the foothils above Red Butte Canyon.",The Salt Lake Tribune,http://bit.ly/2zkkQV2,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
294,11/3/17,Lansing,MI,Pattengill Academy,42.732535,-84.5555347,Middle School,Unintentional discharge,Injury,0,1,"A 15-year-old girl was sitting in the backseat of a car in the parking lot at Pattengill Academy when she was unintentionally shot by a man, who was also in the vehicle. The girl sustained non-life threatening injuries. Police locked down the school for an hour, moving all the students into the gymnasium. The man, 21, was subsequently charged with carrying a concealed weapon and careless discharge of a weapon.",WLNS,http://bit.ly/2yayFRE,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
295,11/7/17,Fort Worth,TX,Texas Christian University,32.7554883,-97.3307658,College or University,Attack on others,No one shot,0,0,"Two shuttle bus drivers, contracted by Texas Christian University, got into an argument on campus. When the argument escalated, one of the drivers attempted to shoot the other, missed, and then knocked over the man over using his vehicle. Police put the university on temporary lockdown. The shooter was arrested and charged with aggravated assault.",Star-Telegram,http://bit.ly/2zDSQvM,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
296,11/9/17,Atlanta,GA,Banneker High School,33.7489954,-84.3879824,High School,Unintentional discharge,Injury,0,2,"A student brought a low-caliber handgun to school in a book bag. It was discharged unintentionally in a classroom, inflicting non-life threatening injuries on two students. Police announced that they were investigating the incident. Three students will face charges: one for possession of a weapon and possessing a weapon on campus; the other two for reckless conduct with a weapon.",CBS 46,http://bit.ly/2hYVamx,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
297,11/10/17,Milledgeville,GA,Lakeview Academy,33.0801429,-83.2320991,Elementary School,Unintentional discharge,No one shot,0,0,"Arriving late to class, an eight-year-old student began going through his book bag at the rear of the room when a handgun in the bag unintentionally discharged. No injuries were reported. The student was arrested and police announced he will face four charges, including carrying a weapon in a school safety zone. The handgun -- a Smith & Wesson nine-millimeter -- was previously reported stolen after a burglary in October.",13 WMAZ,http://www.13wmaz.com/news/local/gun-discharged-in-milledgeville-school/490824040,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
298,11/10/17,Texarkana,TX,Texarkana College,33.425125,-94.0476882,College or University,Unintentional discharge,Injury,0,1,"A student was sitting in his car, showing his gun to another student when the gun fired, hitting him in the leg. He sustained non-life threatening injuries. Texarkana College allows students to conceal carry; the college president announced that the shooting would not change this policy.",KSLA,http://bit.ly/2APlG9H,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
299,11/11/17,Albany,GA,Albany State University,31.5785074,-84.155741,College or University,Attack on others,Injury,0,2,"A man pulled out a gun and opened fire on another man and his friends. A female, who was changing her shoes, was hit in the foot. The other man, who was originally shot at, was grazed by a bullet on his back. Police later found additional bullet holes in the driver and passenger side doors of the female's car. Nobody was able to identify the shooter, though campus police are still investigating.",The Altanta Journal-Constitution,http://on-ajc.com/2yBLtkf,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
300,11/14/17,Minneola,FL,Lake Minneola High School,28.5744441,-81.7461873,High School,Self-harm - no intent to hurt others,Death,1,0,"A 17-year-old student, fatally shot himself in the courtyard near the bus loop at Lake Minneola High School. ",WFTV 9,http://at.wftv.com/2jr64oL,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
301,11/14/17,Corning,CA,Rancho Tehama Elementary School,39.9276572,-122.1791556,Elementary School,Attack on others,Injury,0,1,"As part of a shooting rampage which resulted in multiple casualties, the shooter attempted to enter Rancho Tehama Elementary School. However, before he arrived staff heard gunshots and initiated a lockdown. When the shooter found he could not enter, he shot dozens of rounds at the buildings instead. A six-year-old student sustained non-life threatening injuries in the chest and foot. Nobody else was hurt at the school.",Los Angeles Times,http://lat.ms/2zadZxz,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
302,11/17/17,Jackson,TN,North Side High School,35.6145169,-88.8139469,High School,Unknown,No one shot,0,0,"Officers were called to North Side High School after shots were fired in a parking lot following the North Side-Liberty Tech High School basketball game. The school was placed in a brief lockdown, but there were no injuries and no arrests.",WBBJ Eyewitness News,http://bit.ly/2j9544H,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
303,11/23/17,Denver,CO,Manual High School,39.7392358,-104.990251,High School,Attack on others,Injury,0,3,"Two or three people walked up to a car in the parking lot of Manual High School and opened fire on the passengers inside. An adult woman was hit in the leg, a juvenile male was hit in the arm, and a second juvenile male sustained multiple gunshot wounds. All three were taken to the hospital for treatment. Police are investigating the incident to identify suspects. A motive has not yet been determined.  ",ABC Denver,http://bit.ly/2A9spOl,,,,,2021-02-24T19:31:59.000Z,2022-02-06T22:00:23.000Z
304,11/28/17,San Jose,CA,Booksin Elementary School,37.3382082,-121.8863286,Elementary School,Other,No one shot,0,0,"A man, 21, opened fire on Booksin Elementary School at 4 am with a shotgun, damaging a wall and a security camera near the school's library. He was later arrested and booked for possessing a firearm in a school zone, shooting a firearm in a school zone, discharging a firearm at an uninhabited building, and vandalism.",NBC Bay Area,http://bit.ly/2i2gua8,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
305,11/29/17,Lima,OH,Bath High School,40.742551,-84.1052256,High School,Unintentional discharge,No one shot,0,0,"A male referee was attending a basketball officials meeting inside the school's cafeteria when a handgun, concealed inside his coat pocket, unintentionally fired, striking the floor. The referee was a valid CCW permit holder, but police charged him with illegal possession of a firearm in a school safety zone.",limaohio.com,https://bit.ly/2DXCy3g,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
306,11/30/17,Virginia Beach,VA,Salem High School,36.8529263,-75.977985,High School,Self-harm - no intent to hurt others,Death,1,0,"During an event involving students and more than 200 parents, a male student shot and killed himself inside a school bathroom. The school was put into temporary lockdown as police responded to what was initially described as a ""medical emergency.""",The Virginian-Pilot,http://bit.ly/2zWX5Ty,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
307,12/7/17,Aztec,NM,Aztec High School,36.8222261,-107.9928455,High School,Attack on others,Death,2,0,"A man, 21, disguised himself as a student to gain entry to Aztec High School. He was discovered hiding in a second-floor bathroom, when he opened fire on a student, killing him. He then shot another student in the hallway, before fatally shooting himself. Police found a thumb drive on his body that contained files detailing his plans to attack the school. ",CNN,https://cnn.it/2v4sdyy,,,,,2021-02-24T19:31:59.000Z,2022-02-05T23:25:31.000Z
308,12/11/17,High Point,NC,High Point Central High School,35.9556923,-80.0053176,High School,Attack on others,No one shot,0,0,"A single shot was fired at High Point Central High School. No one was injured, and police are looking for the suspect. ",Fox 8,http://bit.ly/2nOXf9Q,,,,,2021-02-24T19:31:59.000Z,2022-02-06T21:59:27.000Z
309,12/11/17,East Stroudsburg,PA,East Stroudsburg University,41.0030522,-75.1817547,College or University,Attack on others,Death,1,0,"A pizza delivery man, 58, was making a delivery on the school campus when three people attacked him. The individuals ordered the pizza with the intent of robbing the delivery man During the robbery, One of the students opened fire, hitting the delivery man in the face. He later died from his injuries. Police filed homicide charges against the three assailants. ",16 WNEP,http://bit.ly/2yndQ4U,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
310,12/12/17,Pasadena,TX,Sam Rayburn High School,29.6910625,-95.2091006,High School,Unintentional discharge,Injury,0,2,"Two men, 20 and 21, were making a delivery on the school grounds, when someone unintentionally fired a gun in their car. A single bullet struck one man's hand and then the other man's abdomen. Both of the men were taken for treatment at a nearby hospital.",ABC 13,http://abc13.co/2AWaAAp,,,,,2021-02-24T19:31:59.000Z,2021-10-15T18:35:04.000Z
311,12/13/17,Monaca,PA,Penn State Beaver,40.6872885,-80.2714505,College or University,Attack on others,Death,1,0,"A cook in the campus cafeteria, 49, was taking a shift break in her parked car, waiting for her ex-husband to arrive. Her ex-husband, 52, approached the woman's car, had a brief conversation with her, then pulled out a semi-automatic handgun and shot her, before shooting himself. Both died in what police described as a domestic violence shooting. Two students and a custodian witnessed the shooting.",TribLive,http://bit.ly/2ClcryR,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
312,12/14/17,Dallas,TX,Elisha M. Pease Elementary School,32.7766642,-96.7969879,Elementary School,Unintentional discharge,No one shot,0,0,"A student brought a loaded gun to class in a backpack. During class, it unintentionally discharged in the backpack; nobody was injured. Police are investigating to determine if charges should be filed or Child Protective Services involved.",NBC DFW,http://bit.ly/2CP41jv,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
313,12/19/17,Beecher,IL,Beecher High School,41.34059,-87.6214286,High School,Attack on others,Injury,0,1,"A group of young women were fighting in the parking lot of Beecher High School following a boys' basketball game. The fight escalated, and shots were fired. A teenage male was hit and injured with what police believe was a stray bullet. They continue to investigate the incident.",Detroit News,http://detne.ws/2z6YmlM,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
314,12/27/17,Lancaster,CA,Lincoln Elementary School,34.6867846,-118.1541632,Elementary School,Attack on others,Injury,0,1,"A couple pulled into the parking lot of Lincoln Elementary School to continue an argument. As they fought, a man in a black jacket approached the car, interjected, and fired twice at the man, hitting him in the forearm. The shooter then fled. The man was taken to a hospital and treated for non-life threatening injuries. ",Los Angeles Daily News,http://bit.ly/2ldduKo,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
315,12/31/17,Marysville,WA,Pinewood Elementary School,48.0517637,-122.1770818,Elementary School,Other,No one shot,0,0,"Two men, 18 and 19, entered Pinewood Elementary school on New Year's Eve, and fired their guns more than 60 times, causing tens of thousands of dollars in damage to classrooms and the library. No one was injured. Police believe the shooters timed the vandalism to coincide with New Years fireworks so neighbors would not get suspicious.",K5 News,http://kng5.tv/2CTUmZk,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
316,1/4/18,Seattle,WA,New Start High School,47.6062095,-122.3320708,High School,Unknown,No one shot,0,0,"Shots were fired by an unidentified shooter into the main administrative office of New Start High School. At least one bullet went through a window into a filing cabinet. The school went into immediate lockdown, though nobody was injured.",Kiro 7,http://kiro.tv/2CVNsCW,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
317,1/9/18,Hereford,AZ,Coronado Elementary School,31.4384325,-110.0978554,Elementary School,Self-harm - no intent to hurt others,Death,1,0,"Using a gun from home, a 14-year-old seventh grader shot himself in the head inside the bathroom at Coronado Elementary School. The shooting was initially reported as an active shooter, bringing local authorities to campus after it was locked down. Police later announced that no charges are pending against the family member who owned the gun.",AZ Central,http://bit.ly/2FqR00S,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
318,1/10/18,San Bernardino,CA,"California State University, San Bernardino",34.1083449,-117.2897652,College or University,Unknown,No one shot,0,0,"Gunshots, which most likely originated off-campus, hit a window of the visual arts building at California State University, San Bernardino. Classes were immediately canceled as the university went into lockdown, though a police search failed to turn up any shooter on campus.",CBS News,https://cbsn.ws/2F7lJPA,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
