id,lat,long,phone,instagram,addressnumber,streetname,streetnameposttype,placename,statename,zipcode
20425917,45.517766,-122.678091,503 222 6988,,700,5th,Ave.,Portland,OR,97204
37754094,43.680073,-70.289446,,,948,Forest,Ave,Portland,ME,04103
34178087,38.552833,-76.597251,,,742,Frederick,Boulevard,Frederick,MD,20678
20425776,40.349675,-74.660312,609-688-0108,,80,Nassau,Street,Princeton,NJ,08542
30645787,33.22283,-96.797997,,,1151,Preston,Road,Prosper,TX,75078
20425777,41.827501,-71.399962,401-861-1888,,110,waterman,Street,Providence,RI,02906
45047388,38.310671,-104.62747,,,1565,"160,",,Pueblo,CO,81008
38401491,40.290765,-74.681731,,,3320,US-1,,Lawrenceville,NJ,08648
20425778,40.760769,-73.829834,718-395-8297,,7,38th,Ave,Flushing,NY,11354
20425914,42.267824,-71.016399,617 481 0785,,1,Beale,St.,Quincy,MA,02170
20425779,36.293321,-115.242358,702 522 9555,,7345,Rainbow,Blvd,Vegas,NV,89139
29156889,35.911372,-78.785073,,,10251,Creek,Lane,Raleigh,NC,27617
20425780,34.107496,-117.52718,909 922 8888 ,,12732,Foothill,Blvd,Cucamonga,CA,91739
31482857,34.063121,-117.181107,,,107,Colton,Avenue,Redland,CA,92374
49488490,47.444621,-122.197531,,,17629,108th,Ave,Renton,WA,98055
20425809,38.93687,-77.363159,703 391 1591,,,,,Reston,VA,20191
20425781,32.977148,-96.716106,972-907-1578,,2067,Central,Expy,Richardson,TX,75080
20425782,37.551142,-77.452796, 804 254 1746,,946,Grace,St,Richmond,VA,23220
44639204,35.607474,-117.671272,,,901,Lake,Boulevard,Ridgecrest,CA,93555
50122393,35.22057,-106.697374,,,1912,Wellspring,Avenue,Rancho,NM,87124
42106218,37.740292,-121.136712,,,1201,Main,Street,Ripon,CA,95366
40636548,40.923766,-74.034165,,,472,Kinderkamack,Rd,Edge,NJ,07661
20425874,27.894817,-82.318081,,,5914,Providence,Rd,View,FL,33578
20425905,33.953604,-117.393631,951-254-9609,,3678,Central,Avenue,Riverside,CA,92506
20425857,43.095383,-77.632851,585 623 8788,,2829,Henrietta,Rd,Rochester,NY,14623
20425906,44.033445,-92.462983,507 206 6466,,1006,Broadway,Ave,Rochester,MN,55906
20425960,42.681797,-83.151051,248 413 5158,,1256,Walton,Blvd,Hills,MI,48309
43841413,42.269139,-88.99975,,,6915,State,St,Rockford,IL,61108
48704491,36.334091,-94.159129,,,2882,Walnut,St,Rogers,AR,72758
27172055,42.053952,-87.998097,,,1643,Algonquin,Road,Meadows,IL,60008
20425822,38.913929,-94.672708,913 283 9207,,7504,119th,St,Park,KS,66213
26121153,27.941106,-82.505817,,,401,Mabry,Hwy,Tampa,FL,33609
44855029,42.767355,-71.225897,,,99,Park,Blvd,Salem,NH,03079
20425826,40.75898,-111.874472,801 364 4558,,464,600,,City,UT,84102
20425838,29.588777,-98.630586,210 239 5333,,7211,Glen,Drive,Antonio,TX,78255
20425784,32.830082,-117.153213,858-384-6497,,4869,Convoy,St,Diego,CA,92111
20425942,32.978659,-117.083792,858-524-6443 ,,11491,Mountain,Rd,Diego,CA,92128
20425885,37.31895,-121.973616,408 477 2688,,457,Saratoga,Ave,Jose,CA,95129
20425915,33.134512,-117.180835,760 798 0882,,14,Creekside,Drive,Marcos,CA,92078
20425813,32.838273,-116.990087,619-312-0880,,9535,Gorge,Rd,Santee,CA,92071
20425876,27.390513,-82.507823,,,8404,Ridge,Rd,Sarasota,FL,34243
20425956,32.079825,-81.094352,912 388 2882,,206,Broughton,St,Savannah,GA,31401
20425925,37.646555,-77.582287,804 303 4250,,10827,Broad,St,Henrico,VA,23233
44114682,42.516088,-96.41731,,,324,"25th,",,City,IA,51104
40678513,33.874643,-84.016609,470-246-5806,,1905,Scenic,Highway,Snellville,GA,30078
28834367,38.936228,-77.519925,,,24630,Landing,Drive,Sterling,VA,20166
20425830,42.220092,-71.022662,781 848 1988,,250,Granite,Street,Braintree,MA,02184
41802166,41.809935,-72.557568,,,87,Evergreen,Way,Windsor,CT,06074
38699113,32.940149,-97.119118,682-477-4224,,2175,Southlake,Boulevard,Southlake,TX,76092
20425786,38.773146,-77.184637,703 663 8661,,,,,Springfield,VA,22150
20571986,27.72154,-82.679367,727 800 9998,,5085,34th,St,Petersburg,FL,33771
20425929,38.655979,-90.305424,314 256 1395,,6600,Delmar,Blvd,Louis,MO,63130
20425787,44.973903,-93.224832,612-379-8886,,923,Washington,Ave.,Minneapolis,MN,55414
26587910,38.471044,-77.412119,,,1475,Market,Place,Stafford,VA,22556
20425832,39.015881,-77.377455, 703 444 4686,,46950,Community,Plaza,Sterling,VA,20164
20425858,42.54944,-83.086487,586 999 5928,,2105,Mile,Rd,Heights,MI,48310
20425952,37.990588,-121.31256,209 475 8872,,4663,Pacific,Ave,Stockton,CA,95207
20425807,33.098235,-96.805914,972 624 6606,,2601,Preston,Road,Frisco,TX,75034
20425837,40.922518,-73.127433,631 751 1843,,1009,Country,Road,Brook,NY,11790
20425930,29.584977,-95.648091,281 240 0177,,13509,University,Blvd,Land,TX,77479
32191323,40.71742,-74.35636,,,88,Summit,Avenue,Summit,NJ,07901
46812552,40.636189,-74.012626,,,6104,7th,Ave,Brooklyn,NY,11220
20425899,34.005021,-84.085896,678 373 1693,,1291,Peachtree,Rd,Suwanee,GA,30024
20425789,42.342594,-71.084173,617-936-3608,,334,Massachusetts,Ave,Boston,MA,02115
41248499,40.809892,-73.500623,,,408,Jericho,Turnpike,Syosset,NY,11791
29966813,33.521772,-117.158581,,,26487,Ynez,Road,Temecula,CA,92591
41382519,29.395478,-94.94885,,,3510,Palmer,Hwy,City,TX,77590
20425908,33.889544,-84.469903,(404) 913-3079,,925,Battery,Ave,Atlanta,GA,30339
20425948,30.206915,-95.464359,936 242 1552,,3091,Park,Dr,Woodlands,TX,77384
33540570,39.91876,-104.98512,,,13571,Grant,Street,Denver,CO,80241
28398003,41.691884,-83.643941,419 472 2622 ,,4038,Talmadge,Road,Toledo,OH,43623
20425793,39.400729,-76.602062,443 991 5840,,508,York,Rd,Towson,MD,21204
46354661,37.724688,-121.435409,,,785,Tracy,Blvd,Tracy,CA,95376
20425944,36.076833,-95.922334,918 561 6057,,5956,Yale,Ave,Tulsa,OK,74135
23709539,37.521236,-120.874117,209 427 2212,,2220,Vista,Ave,Turlock,CA,95382
40046571,39.727152,-75.033206,,,3501,"42,",,Turnersville,NY,08012-1752
40845898,32.277537,-95.307169,,,6611,Broadway,Ave,Tyler,TX,75703
20425794,38.919723,-77.225986,571 918 9788,,1961,Bridge,Rd,Mclean,VA,22102
20425889,38.91984,-77.225157,571 492 9688,,1961,Bridge,Rd,Mclean,VA,22102
20425814,40.7039,-74.26242,908 851 4830,,1047,Stuyvesant,Ave,Union,NJ,07083
48969693,40.782234,-74.020988,,,4900,Bergenline,Ave,City,NJ,07087
20425854,29.559913,-98.325599,210 592 8539,,3126,Booker,Road,City,TX,78148
45652863,40.106583,-88.221327,,,700,Gregory,Street,Urbana,IL,61801
47357798,40.738591,-73.792757,,,61-07,Utopia,Pkwy,Meadows,NY,11365
44500542,33.230252,-117.024698,,,28520,Grade,Rd,Center,CA,92082
38389283,45.657545,-122.590207,,,8109,Mall,Drive,Vancouver,WA,98662
49509273,45.719262,-122.661201,,,910,TENNEY,Rd,Vancouver,WA,98684
47117793,40.307737,-111.73572,,,661,450,,Vineyard,UT,84059
20425828,36.795155,-76.119435,757 777 9889,,1949,Lynnhaven,Parkway,Beach,VA,23456
47074365,39.851616,-74.982158,,,700,Haddonfield-Berlin,Rd,Township,NJ,08043
44448896,31.551433,-97.125038,,,721,4th,St,Waco,TX,76706
20425909,42.371853,-71.236736,781 373 1471,,246,Moody,St,Waltham,MA,02453
43263433,32.553743,-83.664594,,,810,96,,Robins,GA,31088
20425938,40.843019,-73.939227,,,4053,Broadway,,York,NY,10032
31056711,28.18736,-82.34864,,,2000,Piazza,Ave,Chapel,FL,33543
33539839,39.960281,-75.60531,,,2,Gay,Street,Chester,PA,19380
33579783,37.66364,-77.65315,,,11577,Broad,Street,Henrico,VA,23233
37228993,40.586917,-111.931377,,,1391,West,,Jordan,UT,84088
20425797,40.422684,-86.907253,765-838-3513,,135,Chauncey,Ave,Lafayette,IN,47906
40543453,26.707423,-80.112453,,,4587,Okeechobee,Boulevard,Beach,FL,33417
20425847,47.457697,-122.261129,206 743 8471,,1067,Southcenter,Mall,Tukwila,WA,98188
20425798,33.74576,-117.960122,657-212-5693,,9709,Bolsa,Ave,Westminster,CA,92683
32740406,41.81271,-87.9496,,,814,Ogden,Ave,Westmont,IL,60559
48192993,39.052088,-77.049825,,,12009,Georgia,Ave,Wheaton,MD,20902
34954769,41.031197,-73.766577,,,184,Martine,Ave,Plains,NY,10601
45568777,34.693677,-86.569436,,,4800,Whitesburg,Drive,Huntsville,AL,35802
20425887,37.664238,-97.246114,316 239 7469,,1625,Rock,Rd,Wichita,KS,67207
20425946,37.278395,-76.741317,757 585 7188,,4902,Courthouse,St,Williamsburg,VA,23188
20425953,40.891276,-74.261957,973 256 0187,,1400,Willowbrook,Mall,Wayne,NJ,07470
39991232,39.159878,-78.163312,,,1850,Blossom,Dr,Winchester,VA,22601
23264517,38.674623,-77.333641,,,4160,Merchant,Plaza,Woodbridge,VA,22192
31543506,39.94022,-76.692231,717-668-8337,,2035,Springwood,Rd,York,PA,17403
37398310,39.945676,-86.237664,,,10895,N.Michigan,Road,Zionsville,IN,46077
