shopid,shopname,street_address,city,state,zipcode,latitude,longitude,type
2012,SMITH'S #394 WKS  ,9750 S Maryland Pkwy,Las Vegas,NV,89183,36.012027740478516,-115.13471221923828,grocery
2013,SMITH'S #396 WKS  ,9350 W Flamingo Rd,Las Vegas,NV,89147,36.11613845825195,-115.29530334472656,grocery
2081,MEIJER #165  ,611 Us-30,Merrillville,IN,46410,41.47078323364258,-87.34558868408203,grocery
3961,WALMART #4356  ,7200 Arroyo Crossing Pkwy,Las Vegas,NV,89113,36.06501770019531,-115.24898529052734,grocery
4046,WALMART #5070  ,5200 S Fort Apache Rd,Las Vegas,NV,89148,36.09398651123047,-115.29389953613281,grocery
1993,SMITH'S #349 WKS  ,10100 W Tropicana Ave,Las Vegas,NV,89147,36.1015739440918,-115.31318664550781,grocery
1979,SMITH'S #311 WKS  ,8050 S Rainbow Blvd,Las Vegas,NV,89139,36.04252624511719,-115.2418212890625,grocery
1980,SMITH'S #315 WKS  ,8525 W Warm Springs Rd,Las Vegas,NV,89113,36.05413818359375,-115.27739715576172,grocery
2001,SMITH'S #364 WKS  ,10600 Southrn Highlands P,Las Vegas,NV,89141,35.996726989746094,-115.2060546875,grocery
3598,WALMART #2483  ,6973 Blue Diamond Rd,Las Vegas,NV,89178,36.020267486572266,-115.2454605102539,grocery
3609,WALMART #2544  ,6087 Us Hhy 6,Portage,IN,46368,41.575828552246094,-87.18451690673828,grocery
2126,MEIJER #266  ,6050 Us Hwy 6,Portage,IN,46368,41.552825927734375,-87.1810073852539,grocery
2138,MEIJER #297  ,115 Porters Vale Blvd,Valparaiso,IN,46383,41.471038818359375,-87.01636505126953,grocery
2050,MEIJER #071  ,1800 Holton Rd,North Muskegon,MI,49445,43.28339767456055,-86.22029876708984,grocery
2075,MEIJER #149  ,5150 Franklin St,Michigan City,IN,46360,41.67517852783203,-86.88982391357422,grocery
3392,WALMART #1487  ,5780 Franklin St,Michigan City,IN,46360,41.667083740234375,-86.88799285888672,grocery
2111,MEIJER #232  ,5300 Harvey St,Muskegon,MI,49444,43.156612396240234,-86.2019271850586,grocery
1987,SMITH'S #341 WKS  ,601 S Hwy 160,Pahrump,NV,89048,36.2115364074707,-115.98648071289062,grocery
2120,MEIJER #251  ,5019 Red Arrow Hwy,Stevensville,MI,49127,42.02595138549805,-86.51615905761719,grocery
4011,WALMART #4601  ,3331 Rinconada Blvd,Las Cruces,NM,88011,32.36027145385742,-106.74598693847656,grocery
4195,WALMART #5782 ,150 N Sonoma Ranch Blvd,Las Cruces,NM,88011,32.32805252075195,-106.72205352783203,grocery
1418,KROGER #586   ,1592 S Loop 288,Denton,TX,76205,33.195228576660156,-97.09573364257812,grocery
4282,WALMART SUPERCENTER #467,1515 S Loop 288,Denton,TX,76205,33.19115447998047,-97.09370422363281,grocery
2956,TARGET   #2145,1801 S Loop 288,DENTON,TX,76205,33.18935012817383,-97.09896850585938,grocery
3530,WALMART #2062  ,1400 Mall Dr,Benton Harbor,MI,49022,42.07730484008789,-86.42536926269531,grocery
2042,MEIJER #041  ,1920 Pipestone Road,Benton Harbor,MI,49022,42.08202362060547,-86.42198944091797,grocery
3184,WALMART #0806  ,571 Walton Blvd,Las Cruces,NM,88001,32.31474304199219,-106.74993896484375,grocery
2104,MEIJER #217  ,3320 W Shore Dr,Holland,MI,49424,42.828895568847656,-86.09050750732422,grocery
2043,MEIJER #047  ,746 E 16Th St,Holland,MI,49423,42.78116989135742,-86.07544708251953,grocery
1387,KROGER #570   ,5021 Teasley Ln,Denton,TX,76210,33.145790100097656,-97.10247039794922,grocery
4073,WALMART #5155  ,1550 S Valley Dr,Las Cruces,NM,88005,32.288414001464844,-106.78546905517578,grocery
1423,KROGER #589   ,4650 West University Drive,PROSPER,TX,75078,33.22053146362305,-96.87691497802734,grocery
1392,KROGER #573   ,1250 N Preston Rd,PROSPER,TX,75078,33.24980545043945,-96.78286743164062,grocery
4235,WALMART #6300  ,500 Richland Blvd,Prosper,TX,75078,33.220680236816406,-96.79704284667969,grocery
3779,WALMART #3286  ,1035 Hickory Creek Blvd,Hickory Creek,TX,75065,33.127872467041016,-97.04627990722656,grocery
1409,KROGER #580   ,2671 Little Elm Pkwy,Little Elm,TX,75068,33.170467376708984,-96.89148712158203,grocery
1999,SMITH'S #357 WKS  ,1255 Baring Blvd,Sparks,NV,89434,39.55470657348633,-119.72218322753906,grocery
3879,WALMART #3729  ,5065 Pyramid Way,Sparks,NV,89436,39.584354400634766,-119.74636840820312,grocery
4117,WALMART #5311  ,1721 N Custer Rd,McKinney,TX,75071,33.216644287109375,-96.7355728149414,grocery
2950,TARGET #2338  ,4885 Eldorado Pkwy,Frisco,TX,75033,33.173072814941406,-96.84454345703125,grocery
3659,WALMART #2766  ,15355 N Northsight Blvd,Scottsdale,AZ,85260,33.62398147583008,-111.8936767578125,grocery
1390,KROGER #572   ,3400 Fm 407 E,Bartonville,TX,76226,33.07509231567383,-97.12987518310547,grocery
4078,WALMART #5190  ,2501 W Happy Valley Rd,Phoenix,AZ,85085,33.708839416503906,-112.11297607421875,grocery
1380,KROGER #565   ,1801 N. Lake Forest Dr.,MCKINNEY,TX,75071,33.216304779052734,-96.68136596679688,grocery
3595,WALMART #2463  ,355 Stonebrook Pkwy,Frisco,TX,75034,33.14270782470703,-96.8900375366211,grocery
1359,KROGER #547   ,3205 Main St,FRISCO,TX,75034,33.150962829589844,-96.86189270019531,grocery
3943,WALMART #4240  ,3060 Justin Rd,Highland Village,TX,75077,33.07684326171875,-97.07817840576172,grocery
3429,WALMART #1598  ,4617 E Bell Rd,Phoenix,AZ,85032,33.63880920410156,-111.9818115234375,grocery
2955,TARGET   #1517,5959 Long Prairie Rd,FLOWER MOUND,TX,75028,33.067543029785156,-97.08390808105469,grocery
1273,KROGER #488   ,1707 W University Dr,MCKINNEY,TX,75069,33.2155876159668,-96.63287353515625,grocery
1374,KROGER #561   ,12221 Custer Rd,Frisco,TX,75035,33.17716598510742,-96.73531341552734,grocery
4209,WALMART #5866  ,8555 Preston Rd,Frisco,TX,75034,33.14718246459961,-96.80781555175781,grocery
1373,KROGER #560   ,7500 Preston Rd,FRISCO,TX,75034,33.14052963256836,-96.80268096923828,grocery
906,FRY'S MARKETPLACE #698,1311 E Bell Rd,Phoenix,AZ,85022,33.63884735107422,-112.05367279052734,grocery
3942,WALMART #4239  ,250 Vista Knoll Pkwy,Reno,NV,89506,39.615394592285156,-119.85310363769531,grocery
1989,SMITH'S #344 WKS  ,175 Lemmon Dr,Reno,NV,89506,39.613704681396484,-119.85223388671875,grocery
1383,KROGER #567   ,2901 Lake Forest Dr,McKinney,TX,75070,33.174556732177734,-96.6818618774414,grocery
1230,KROGER #456   ,2709 Cross Timbers Rd,Flower Mound,TX,75028,33.03514099121094,-97.0719985961914,grocery
896,FRY'S MARKETPLACE #657,25401 N Lake Pleasant Pkw,Peoria,AZ,85383,33.71444320678711,-112.267822265625,grocery
4281,WALMART SUPERCENTER #217,801 W Main St,Lewisville,TX,75067,33.047203063964844,-97.01403045654297,grocery
3603,WALMART #2512  ,1825 W Bell Rd,Phoenix,AZ,85023,33.637699127197266,-112.09791564941406,grocery
894,FRY'S MARKETPLACE #617,2727 W Bell Rd,Phoenix,AZ,85053,33.63858413696289,-112.1199951171875,grocery
2009,SMITH'S #378 WKS  ,750 S Meadows Pkwy,Reno,NV,89521,39.43732452392578,-119.75679779052734,grocery
2928,TARGET #1763  ,3201 Preston Rd,Frisco,TX,75034,33.10458755493164,-96.81251525878906,grocery
2945,TARGET #2142  ,8900 State Hwy 121,McKinney,TX,75070,33.12958908081055,-96.7307357788086,grocery
3523,WALMART #202  ,16066 State Highway 121,Frisco,TX,75035,33.127647399902344,-96.7360610961914,grocery
2122,MEIJER #254  ,4005 32Nd Ave,Hudsonville,MI,49426,42.840492248535156,-85.8618392944336,grocery
3550,WALMART #2189  ,4855 Keitzke Ln,Reno,NV,89509,39.48063659667969,-119.79888916015625,grocery
3774,WALMART #3277  ,155 Damonte Ranck Pkwy,Reno,NV,89521,39.42283248901367,-119.75670623779297,grocery
3086,WALMART #0426  ,4691 State Hwy 121,The Colony,TX,75056,33.0671272277832,-96.89217376708984,grocery
1433,KROGER #598   ,9700 Coit Rd,Plano,TX,75025,33.10968780517578,-96.76643371582031,grocery
3698,WALMART #2883  ,8801 Ohio Dr,Plano,TX,75024,33.097312927246094,-96.79961395263672,grocery
1434,KROGER #599   ,4620 State Hwy 121,Lewisville,TX,75056,33.06279373168945,-96.88920593261719,grocery
1417,KROGER #585   ,1101 Flower Mound Rd,Flower Mound,TX,75028,33.009910583496094,-97.04666137695312,grocery
2913,SUPERTARGET #2520  ,4760 State Highway 121,Lewisville,TX,75056,33.063804626464844,-96.88444519042969,grocery
3908,WALMART #3896  ,21655 N Lake Pleasant Pkw,Peoria,AZ,85382,33.68050003051758,-112.27692413330078,grocery
3770,WALMART #3254  ,5260 W 7Th St,Reno,NV,89523,39.53559875488281,-119.86771392822266,grocery
3408,WALMART #1532  ,5845 W Bell Rd,Glendale,AZ,85308,33.636837005615234,-112.1849594116211,grocery
3660,WALMART #2767  ,4505 E Mckellips Rd,Mesa,AZ,85215,33.449790954589844,-111.73375701904297,grocery
1351,KROGER #542   ,3300 Texas Sage Trail,Fort Worth,TX,76177,32.91156768798828,-97.30934143066406,grocery
2103,MEIJER #216  ,315 Wilson Ave Nw,Grand Rapids,MI,49534,42.969993591308594,-85.77913665771484,grocery
1399,KROGER #576   ,4750 W Bailey Boswell Rd,Fort Worth,TX,76179,32.88222885131836,-97.39508819580078,grocery
895,FRY'S MARKETPLACE #625,6611 W Bell Rd,Glendale,AZ,85308,33.637210845947266,-112.2005386352539,grocery
2912,SUPERTARGET #2516  ,150 E Stacy Rd,Allen,TX,75002,33.123390197753906,-96.66141510009766,grocery
1305,KROGER #516   ,976 Keller Pkwy,Keller,TX,76248,32.932334899902344,-97.23027801513672,grocery
3767,WALMART #3241  ,18551 N 83Rd Ave,Glendale,AZ,85308,33.65071487426758,-112.23461151123047,grocery
4120,WALMART #5316  ,1401 N Saginaw Blvd,Saginaw,TX,76179,32.8822021484375,-97.38609313964844,grocery
2037,MEIJER #026  ,550 Baldwin St,Jenison,MI,49428,42.90453338623047,-85.7947998046875,grocery
2921,TARGET #1395  ,725 Herbron Pkwy,Lewisville,TX,75057,33.012516021728516,-96.97126770019531,grocery
3897,WALMART #3833  ,1606 S Signal Butte Rd,Mesa,AZ,85209,33.38495635986328,-111.5990219116211,grocery
1384,KROGER #568   ,1320 W Mcdermott Dr,Allen,TX,75013,33.10255432128906,-96.70046997070312,grocery
4050,WALMART #5092  ,190 E Round Grove Rd,Lewisville,TX,75067,33.0004997253418,-96.99107360839844,grocery
1362,KROGER #548   ,1210 N Greenville Ave,Allen,TX,75002,33.115901947021484,-96.64974975585938,grocery
1237,KROGER #460   ,4038 Old Denton Rd,CARROLLTON,TX,75007,33.01963806152344,-96.9133071899414,grocery
1318,KROGER #522   ,7100 Independence Pkwy,Plano,TX,75025,33.073097229003906,-96.74998474121094,grocery
3722,WALMART #2980  ,8520 N Beach St,Fort Worth,TX,76244,32.89498519897461,-97.28665161132812,grocery
1334,KROGER #532   ,5241 N Tarrant Pkwy,Fort Worth,TX,76244,32.896018981933594,-97.27086639404297,grocery
903,FRY'S MARKETPLACE #686,2724 S Signal Butte Rd,Mesa,AZ,85209,33.36575698852539,-111.60135650634766,grocery
1300,KROGER #512   ,2110 E Southlake Blvd,Southlake,TX,76092,32.94291687011719,-97.12173461914062,grocery
1329,KROGER #530   ,1653 Basswood Blvd,Fort Worth,TX,76131,32.87193298339844,-97.34015655517578,grocery
4241,WALMART #6477  ,9600 N Metro Pkwy West,Phoenix,AZ,85051,33.57243728637695,-112.12163543701172,grocery
1342,KROGER #537   ,2061 Rufe Snow Rd,Keller,TX,76248,32.897029876708984,-97.23683166503906,grocery
2909,SUPERTARGET #1764  ,2200 Dallas Pkwy,Plano,TX,75093,33.03084945678711,-96.82701873779297,grocery
2929,TARGET #1765  ,8000 Denton Hwy,Watauga,TX,76148,32.88924789428711,-97.25655364990234,grocery
3442,WALMART #1646  ,6131 E Southern Ave,Mesa,AZ,85206,33.3922004699707,-111.69905853271484,grocery
2926,TARGET #1514  ,8532 Davis Blvd,North Richland Hills,TX,76182,32.907745361328125,-97.18817138671875,grocery
3773,WALMART #3274  ,9101 N Tarrant Pkwy,North Richland Hills,TX,76182,32.90623474121094,-97.18966674804688,grocery
3536,WALMART #2086  ,1700 Dallas Pkwy,Plano,TX,75093,33.02452087402344,-96.82793426513672,grocery
1339,KROGER #535   ,9150 N Tarrant Pkwy,North Richland Hills,TX,76182,32.90252685546875,-97.18887329101562,grocery
1355,KROGER #544   ,1212 E Bethany Dr,ALLEN,TX,75002,33.08266067504883,-96.64450073242188,grocery
2092,MEIJER #186  ,2636 Us Hwy 52 W,West Lafayette,IN,47906,40.46996307373047,-86.95677947998047,grocery
1220,KROGER #448   ,950 E Sandy Lake Rd,Coppell,TX,75019,32.97075653076172,-96.96096801757812,grocery
4283,WALMART SUPERCENTER #5672,2662 W Lucas Rd,Lucas,TX,75002,33.087669372558594,-96.619384765625,grocery
1340,KROGER #536   ,6650 N Beach St,Fort Worth,TX,76137,32.86296081542969,-97.28916931152344,grocery
2034,MEIJER #020  ,2425 Alpine Ave Nw,Grand Rapids,MI,49544,43.00795364379883,-85.69166564941406,grocery
4279,WALMART SUPERCENTER #1117,6001 Central Expy,Plano,TX,75023,33.056175231933594,-96.69815063476562,grocery
1412,KROGER #581   ,2925 Custer Rd,Plano,TX,75075,33.038814544677734,-96.73522186279297,grocery
4278,WALMART #972  ,6360 Lake Worth Blvd,Lake Worth,TX,76135,32.81242752075195,-97.4261703491211,grocery
893,FRY'S MARKETPLACE #615,1455 N Higley Rd,Gilbert,AZ,85234,33.37666320800781,-111.71977233886719,grocery
3665,WALMART #2777  ,13770 W Bell Rd,Surprise,AZ,85374,33.64238739013672,-112.35768127441406,grocery
4146,WALMART #5428  ,1710 S Greenfield Rd,Mesa,AZ,85206,33.384159088134766,-111.73990631103516,grocery
1420,KROGER #587   ,3939 Frankford Rd,Dallas,TX,75287,32.998111724853516,-96.84614562988281,grocery
3540,WALMART #2113  ,1607 W Bethany Home Rd,Phoenix,AZ,85015,33.52237319946289,-112.09332275390625,grocery
3409,WALMART #1533  ,7975 W Peoria Ave,Peoria,AZ,85345,33.57903289794922,-112.23088836669922,grocery
2156,MEIJER #650  ,405 Seward Ave Nw,Grand Rapids,MI,49504,42.97085189819336,-85.6832504272461,grocery
3604,WALMART #2515  ,3721 E Thomas Rd,Phoenix,AZ,85018,33.47921371459961,-112.00167846679688,grocery
4060,WALMART #5124  ,5605 W Northern Ave,Glendale,AZ,85301,33.55171203613281,-112.17955017089844,grocery
4124,WALMART #5330  ,6145 N 35Th Ave,Phoenix,AZ,85017,33.52632141113281,-112.13238525390625,grocery
3960,WALMART #4336  ,12900 W Thunderbird Rd,El Mirage,AZ,85335,33.60987091064453,-112.3366470336914,grocery
1592,KROGER #824   ,1032 Sagamore Pkwy W,West Lafayette,IN,47906,40.45528030395508,-86.91748809814453,grocery
3185,WALMART #0807  ,6401 Ne Loop 820,North Richland Hills,TX,76180,32.84269332885742,-97.24642181396484,grocery
3661,WALMART #2768  ,1955 S Stapley Dr,Mesa,AZ,85204,33.380367279052734,-111.80360412597656,grocery
3886,WALMART #3773  ,9500 Clifford St,Fort Worth,TX,76108,32.76548767089844,-97.48438262939453,grocery
1488,KROGER #689   ,17194 Preston Rd,Dallas,TX,75248,32.985084533691406,-96.80254364013672,grocery
2108,MEIJER #226  ,2799 10 Mile Rd Ne,Rockford,MI,49341,43.119956970214844,-85.60227966308594,grocery
891,FRY'S MARKETPLACE #056,9043 W Olive Ave,Peoria,AZ,85345,33.56462478637695,-112.2536849975586,grocery
1414,KROGER #582   ,9135 Boulevard 26,NORTH RICHLAND HILLS,TX,76180,32.854732513427734,-97.19038391113281,grocery
899,FRY'S MARKETPLACE #674,13982 W Waddell Rd,Surprise,AZ,85379,33.6108512878418,-112.3611068725586,grocery
2954,TARGET   #1368,1401 W Glade Rd,Euless,TX,76039,32.880523681640625,-97.10501098632812,grocery
3634,WALMART #2649  ,1635 Market Place Blvd,Irving,TX,75063,32.920597076416016,-96.96768188476562,grocery
2041,MEIJER #036  ,5500 Clyde Park Ave Sw,Wyoming,MI,49509,42.863704681396484,-85.68077087402344,grocery
2910,SUPERTARGET #1775  ,16731 Coit Rd,Dallas,TX,75248,32.98268127441406,-96.7701644897461,grocery
2058,MEIJER #121  ,5020 Grape Rd,Mishawaka,IN,46545,41.706581115722656,-86.18562316894531,grocery
3892,WALMART #3799  ,240 W Baseline Rd,Mesa,AZ,85210,33.37898254394531,-111.837158203125,grocery
3640,WALMART #2678  ,316 Indian Ridge Blvd,Mishawaka,IN,46545,41.71500015258789,-86.18128967285156,grocery
3928,WALMART #4165  ,2245 Jacksboro Hwy,Fort Worth,TX,76114,32.78276062011719,-97.38162994384766,grocery
3811,WALMART #3408  ,3200 Market St,Carson City,NV,89706,39.18762969970703,-119.75757598876953,grocery
1624,KROGER #870   ,3770 Belt Line Rd,ADDISON,TX,75001,32.95103073120117,-96.85267639160156,grocery
901,FRY'S MARKETPLACE #680,15215 N Cotton Ln,Surprise,AZ,85388,33.62257766723633,-112.42459869384766,grocery
4280,WALMART SUPERCENTER #1178,4101 Highway 121,Bedford,TX,76021,32.86418914794922,-97.10608673095703,grocery
1377,KROGER #563   ,4017 14Th St,Plano,TX,75074,33.015419006347656,-96.65563201904297,grocery
1575,KROGER #807   ,7201 Boulevard 26,NORTH RICHLAND HILLS,TX,76180,32.82489776611328,-97.22779083251953,grocery
1316,KROGER #521   ,2109 Harwood Rd,Bedford,TX,76021,32.853389739990234,-97.1333999633789,grocery
2930,TARGET #1766  ,1400 Precinct Line Rd,Hurst,TX,76053,32.8366813659668,-97.18331146240234,grocery
1402,KROGER #577   ,7505 N Macarthur Blvd,IRVING,TX,75063,32.90902328491211,-96.9609603881836,grocery
3217,WALMART #0940  ,6770 Westworth Blvd,Westworth Village,TX,76114,32.755008697509766,-97.43382263183594,grocery
4147,WALMART #5429  ,14111 N Prasada Gtwy Ave,Surprise,AZ,85388,33.612064361572266,-112.4208984375,grocery
1998,SMITH'S #356 WKS  ,599 E William Street,Carson City,NV,89701,39.16928482055664,-119.76268768310547,grocery
897,FRY'S MARKETPLACE #658,4075 E Williams Field Rd,Gilbert,AZ,85295,33.304779052734375,-111.70242309570312,grocery
4077,WALMART #5189  ,5250 W Indian School Rd,Phoenix,AZ,85031,33.49632263183594,-112.17264556884766,grocery
1590,KROGER #822   ,65 Beck Ln,Lafayette,IN,47909,40.38612747192383,-86.90254974365234,grocery
2145,MEIJER #311  ,1540 28Th St Se,Grand Rapids,MI,49508,42.91084671020508,-85.62918853759766,grocery
1605,KROGER #843   ,2200 Greenbush St,Lafayette,IN,47904,40.4336051940918,-86.87020874023438,grocery
1224,KROGER #451   ,1060 N Main St,Euless,TX,76039,32.851131439208984,-97.0806884765625,grocery
2078,MEIJER #158  ,1997 E Beltline Ave,Grand Rapids,MI,49525,42.996612548828125,-85.5943832397461,grocery
1201,KROGER #439   ,9114 Camp Bowie West Blvd,Fort Worth,TX,76116,32.72587203979492,-97.47726440429688,grocery
1306,KROGER #517   ,160 N Coit Rd,Richardson,TX,75080,32.952911376953125,-96.7676010131836,grocery
1607,KROGER #844   ,708 E Pipeline Rd,HURST,TX,76053,32.82253646850586,-97.15904998779297,grocery
2942,TARGET #2042  ,201 Carroll St,Fort Worth,TX,76107,32.7579345703125,-97.35453033447266,grocery
4076,WALMART #5186  ,2501 S Market St,Gilbert,AZ,85295,33.30507278442383,-111.74118041992188,grocery
2062,MEIJER #128  ,3610 S Bremen Hwy,Mishawaka,IN,46544,41.62784957885742,-86.17671966552734,grocery
4118,WALMART #5312  ,3851 Airport Fwy,Fort Worth,TX,76111,32.774658203125,-97.29232788085938,grocery
1404,KROGER #578   ,2608 W Fm 544,Wylie,TX,75098,33.00904846191406,-96.57537841796875,grocery
1368,KROGER #557   ,6850 N Shiloh Rd,Garland,TX,75044,32.977298736572266,-96.66429138183594,grocery
3976,WALMART #4451  ,21055 E Rittenhouse Rd,Queen Creek,AZ,85142,33.25136947631836,-111.62954711914062,grocery
3828,WALMART #3465  ,5010 N 95Th Ave,Glendale,AZ,85305,33.510223388671875,-112.26663208007812,grocery
3399,WALMART #1512  ,800 W Warner Rd,Chandler,AZ,85225,33.33740234375,-111.85456085205078,grocery
4085,WALMART #5210  ,2050 N Highway 78,Wylie,TX,75098,33.02494812011719,-96.5116195678711,grocery
2095,MEIJER #199  ,1801 Marketplace Dr Se,Caledonia,MI,49316,42.84623718261719,-85.61964416503906,grocery
902,FRY'S MARKETPLACE #682,155 W Combs Rd,San Tan Valley,AZ,85140,33.218048095703125,-111.56578063964844,grocery
1145,KROGER #402   ,3612 N Belt Line Rd,IRVING,TX,75062,32.8551025390625,-96.99085235595703,grocery
4284,WALMART SUPERCENTER #5673,8015 Woodbridge Pkwy,Sachse,TX,75048,32.99190139770508,-96.5739974975586,grocery
3443,WALMART #1648  ,3770 Us Highway 395 S,Carson City,NV,89705,39.11164093017578,-119.77837371826172,grocery
1323,KROGER #526   ,536 Centennial Blvd,RICHARDSON,TX,75081,32.93680953979492,-96.7206039428711,grocery
4245,WALMART #6587 ,10840 Mlk Jr Blvd,El Paso,TX,79934,31.925838470458984,-106.44066619873047,grocery
1596,KROGER #827   ,2513 Maple Point Dr,Lafayette,IN,47905,40.390113830566406,-86.8446273803711,grocery
3412,WALMART #1549  ,2020 N 75Th Ave,Phoenix,AZ,85035,33.47035217285156,-112.22288513183594,grocery
2924,TARGET #1430  ,601 South Plano Road,Richardson,TX,75081,32.93996810913086,-96.69672393798828,grocery
3200,WALMART #0880  ,4100 W Airport Fwy,Irving,TX,75062,32.83481979370117,-97.00639343261719,grocery
1239,KROGER #461   ,5190 Highway 78,SACHSE,TX,75048,32.96885299682617,-96.60374450683594,grocery
905,FRY'S MARKETPLACE #693,25105 S Ellsworth Rd,Queen Creek,AZ,85142,33.223106384277344,-111.63394165039062,grocery
2070,MEIJER #137  ,4901 State Road 26 E,Lafayette,IN,47905,40.417476654052734,-86.8117446899414,grocery
3799,WALMART #3360  ,2750 E Germann Rd,Chandler,AZ,85286,33.28152084350586,-111.79336547851562,grocery
3990,WALMART #4509  ,8840 Benbrook Blvd,Benbrook,TX,76126,32.6781005859375,-97.46826171875,grocery
1421,KROGER #588   ,9140 Forest Ln,DALLAS,TX,75243,32.908111572265625,-96.74504852294922,grocery
1182,KROGER #429   ,2201 W Grauwyler Rd,IRVING,TX,75061,32.82944869995117,-96.97469329833984,grocery
1312,KROGER #520   ,3120 S University Dr,Fort Worth,TX,76109,32.70452880859375,-97.36105346679688,grocery
3384,WALMART #1455  ,8401 Anderson Blvd,Fort Worth,TX,76120,32.76457595825195,-97.16926574707031,grocery
3639,WALMART #2671  ,1175 S Arizona Ave,Chandler,AZ,85286,33.28926467895508,-111.83869171142578,grocery
3102,WALMART #0500  ,4530 Woodrow Bean,El Paso,TX,79924,31.896221160888672,-106.4382553100586,grocery
4242,WALMART #6480  ,3460 W Chandler Blvd,Chandler,AZ,85226,33.30735778808594,-111.90158081054688,grocery
2931,TARGET #1770  ,5700 Overton Ridge Blvd,Fort Worth,TX,76132,32.679203033447266,-97.4128646850586,grocery
898,FRY'S MARKETPLACE #670,6470 S Higley Rd,Gilbert,AZ,85298,33.23255157470703,-111.72301483154297,grocery
3968,WALMART #4399  ,30830 Old Us 20,Elkhart,IN,46514,41.68669128417969,-86.05826568603516,grocery
892,FRY'S MARKETPLACE #084,542 E Hunt Hwy,San Tan Valley,AZ,85143,33.16070556640625,-111.56016540527344,grocery
3885,WALMART #3771  ,6150 S 35Th Ave,Phoenix,AZ,85041,33.39067077636719,-112.13623809814453,grocery
1284,KROGER #495   ,515 S Macarthur Blvd,IRVING,TX,75060,32.809505462646484,-96.96099090576172,grocery
3128,WALMART #0590  ,6300 Oakmont Blvd,Fort Worth,TX,76132,32.66457748413086,-97.40579223632812,grocery
4125,WALMART #5331  ,7575 W Lower Buckeye Rd,Phoenix,AZ,85043,33.420875549316406,-112.22327423095703,grocery
1648,KROGER #911   ,2140 Fort Harrison Rd,Terre Haute,IN,47804,39.50776290893555,-87.38392639160156,grocery
4225,WALMART #5962 ,4716 Hondo Pass Dr,El Paso,TX,79904,31.86918067932129,-106.4323501586914,grocery
3611,WALMART #2554  ,13055 W Rncho Snta Fe Bvd,Avondale,AZ,85392,33.4595947265625,-112.33795166015625,grocery
4142,WALMART #5416  ,915 E Randol Mill Rd,Arlington,TX,76011,32.75093460083008,-97.0954360961914,grocery
1486,KROGER #688   ,301 S Bowen Rd,ARLINGTON,TX,76013,32.73322296142578,-97.14859771728516,grocery
2911,SUPERTARGET #1784  ,6419 Skillman St,Dallas,TX,75231,32.86574935913086,-96.74571990966797,grocery
4182,WALMART #5717  ,7831 Paseo Del Norte Blvd,El Paso,TX,79912,31.885168075561523,-106.57794952392578,grocery
1698,KROGER #981   ,2650 E Wabash,Terre Haute,IN,47803,39.47288513183594,-87.3773193359375,grocery
1014,KROGER #224   ,3510 Altamesa Blvd,Fort Worth,TX,76133,32.65159225463867,-97.36652374267578,grocery
1298,KROGER #511   ,10677 E Northwest Hwy,Dallas,TX,75238,32.86555862426758,-96.70159912109375,grocery
1394,KROGER #574   ,1950 N Goliad St,Rockwall,TX,75087,32.94965362548828,-96.46063995361328,grocery
1308,KROGER #518   ,5665 E Mockingbird Ln,Dallas,TX,75206,32.83811950683594,-96.77100372314453,grocery
4131,WALMART #5369  ,1100 N Estrella Pkwy,Goodyear,AZ,85338,33.45899963378906,-112.39540100097656,grocery
3963,WALMART #4366 ,951 N Resler Dr,El Paso,TX,79912,31.861034393310547,-106.55931854248047,grocery
1295,KROGER #509   ,4901 Maple Ave,Dallas,TX,75235,32.81391525268555,-96.82925415039062,grocery
1704,KROGER #987   ,4714 S Us Highway 41,Terre Haute,IN,47802,39.4087028503418,-87.40859985351562,grocery
3915,WALMART #4105 ,101 E Redd Rd,El Paso,TX,79932,31.86258316040039,-106.5875244140625,grocery
1326,KROGER #528   ,4142 Cedar Springs Rd,Dallas,TX,75219,32.8133430480957,-96.81217193603516,grocery
3337,WALMART #1310  ,5555 S Us Highway 41,Terre Haute,IN,47802,39.399696350097656,-87.40589904785156,grocery
1493,KROGER #695   ,5701 W Pleasant Ridge Rd,Arlington,TX,76016,32.68285369873047,-97.1934814453125,grocery
4230,WALMART #5987  ,494 W Interstate 30,Royse City,TX,75189,32.965274810791016,-96.34308624267578,grocery
4223,WALMART #5947  ,5631 Dyer St,El Paso,TX,79904,31.829132080078125,-106.44710540771484,grocery
3884,WALMART #3763  ,12236 Montana Ave,El Paso,TX,79938,31.806753158569336,-106.26205444335938,grocery
1328,KROGER #529   ,4241 Capital Ave,Dallas,TX,75204,32.80656051635742,-96.78890991210938,grocery
3778,WALMART #3284  ,4800 Us Hwy 287,Arlington,TX,76017,32.668418884277344,-97.21060943603516,grocery
3242,WALMART #1015  ,7555 N Mesa St,El Paso,TX,79912,31.836828231811523,-106.56590270996094,grocery
4072,WALMART #5147  ,1521 N Cockrell Hill Rd,Dallas,TX,75211,32.76262664794922,-96.89727020263672,grocery
2920,TARGET #1339  ,1600 W Arbrook Blvd,Arlington,TX,76015,32.68378829956055,-97.13665771484375,grocery
1162,KROGER #413   ,2580 E Arkansas Ln,Arlington,TX,76014,32.70452117919922,-97.06499481201172,grocery
3057,WALMART #0259  ,782 E Interstate 30,Rockwall,TX,75087,32.90153503417969,-96.46151733398438,grocery
