2022-10-28 09:51:39,882 INFO using config /Users/stiles/Library/Application Support/twarc/config
2022-10-28 09:51:39,882 INFO creating HTTP session headers for app auth.
2022-10-28 09:51:39,883 INFO getting ('https://api.twitter.com/2/users/by',) {'params': {'tweet.fields': 'attachments,author_id,context_annotations,conversation_id,created_at,entities,geo,id,in_reply_to_user_id,lang,public_metrics,text,possibly_sensitive,referenced_tweets,reply_settings,source,withheld', 'user.fields': 'created_at,description,entities,id,location,name,pinned_tweet_id,profile_image_url,protected,public_metrics,url,username,verified,withheld', 'usernames': 'elonmusk'}}
2022-10-28 09:51:40,191 WARNING Unable to expand dictionary without includes: {'data': [{'name': 'Elon Musk', 'created_at': '2009-06-02T20:12:29.000Z', 'id': '44196397', 'description': 'Chief Twit', 'location': 'Twitter HQ', 'verified': True, 'username': 'elonmusk', 'public_metrics': {'followers_count': 110920792, 'following_count': 122, 'tweet_count': 19878, 'listed_count': 99511}, 'protected': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1580062742693699584/RJ5EI7PS_normal.jpg'}], '__twarc': {'url': 'https://api.twitter.com/2/users/by?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&usernames=elonmusk', 'version': '2.9.5', 'retrieved_at': '2022-10-28T16:51:40+00:00'}}
2022-10-28 09:51:40,232 INFO getting ('https://api.twitter.com/2/tweets/search/all',) {'params': {'expansions': 'author_id,in_reply_to_user_id,referenced_tweets.id,referenced_tweets.id.author_id,entities.mentions.username,attachments.poll_ids,attachments.media_keys,geo.place_id', 'tweet.fields': 'attachments,author_id,context_annotations,conversation_id,created_at,entities,geo,id,in_reply_to_user_id,lang,public_metrics,text,possibly_sensitive,referenced_tweets,reply_settings,source,withheld', 'user.fields': 'created_at,description,entities,id,location,name,pinned_tweet_id,profile_image_url,protected,public_metrics,url,username,verified,withheld', 'media.fields': 'alt_text,duration_ms,height,media_key,preview_image_url,type,url,width,public_metrics', 'poll.fields': 'duration_minutes,end_datetime,id,options,voting_status', 'place.fields': 'contained_within,country,country_code,full_name,geo,id,name,place_type', 'start_time': None, 'end_time': None, 'query': 'from:elonmusk', 'max_results': 100, 'since_id': 1585981766229143552}}
2022-10-28 09:51:41,355 INFO Retrieved an empty page of results.
2022-10-28 09:51:41,356 INFO No more results for search from:elonmusk.
2022-11-11 07:48:45,899 INFO using config /Users/mstiles/Library/Application Support/twarc/config
2022-11-11 07:48:45,899 INFO creating config file: /Users/mstiles/Library/Application Support/twarc/config
2022-11-11 07:48:45,899 INFO creating config directory: /Users/mstiles/Library/Application Support/twarc
2022-11-11 07:51:10,722 INFO using config /Users/mstiles/Library/Application Support/twarc/config
2022-11-11 07:51:10,722 INFO creating HTTP session headers for app auth.
2022-11-11 07:51:10,742 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day'}}
2022-11-11 07:52:38,133 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpur345c3pcrghb5g2hmcn1'}}
2022-11-11 07:52:39,291 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpur3456mu9zu78yf584v3x'}}
2022-11-11 07:52:40,444 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvgp9ezijckr9y9nx1tp'}}
2022-11-11 07:52:41,601 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvgp3y4bvkwo1v69n3i5'}}
2022-11-11 07:52:42,749 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvgoyh993ymluu905lz1'}}
2022-11-11 07:52:43,922 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvfnfs15py7imfusdv25'}}
2022-11-11 07:52:45,060 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvfnab62ybxgfexiwdj1'}}
2022-11-11 07:52:46,207 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvfn4ub06pne8e09evzx'}}
2022-11-11 07:52:47,365 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvfmtyvwigd8gmzxq3r1'}}
2022-11-11 07:52:48,512 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvfmoi0puop58jwjg5fh'}}
2022-11-11 07:52:49,667 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvfmj15n32f31iz9ynwd'}}
2022-11-11 07:52:50,845 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvfmdjjqubhxjjt0dif1'}}
2022-11-11 07:52:52,001 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqvfm82oo2p7vcivqw0vx'}}
2022-11-11 07:52:53,158 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqns6autwm7ldo206o7lp'}}
2022-11-11 07:52:54,318 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqns65dypyfxafywse9a5'}}
2022-11-11 07:52:55,464 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqns5zx3n6tn88xziwrr1'}}
2022-11-11 07:52:56,617 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqnr4h7vjst850jlb50u5'}}
2022-11-11 07:52:57,762 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqnr4br0h16y2tio1njb1'}}
2022-11-11 07:52:58,909 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqnr46a5e9ko0mhqs61rx'}}
2022-11-11 07:53:00,060 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqnr40ta7lszxeendw3gd'}}
2022-11-11 07:53:01,197 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqnr3vcf4u6pv7dq4elx9'}}
2022-11-11 07:53:02,343 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqnr3pvjy6f1rzamq4nlp'}}
2022-11-11 07:53:03,496 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqnr3keovesrps9pgn62l'}}
2022-11-11 07:53:04,642 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqnr3extgyqbki29ssa65'}}
2022-11-11 07:53:05,787 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqnr39gye741ib1cjasn1'}}
2022-11-11 07:53:06,931 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg3nc93mqmf0mkgz2zct'}}
2022-11-11 07:53:08,096 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg3n6s8g2uqxehdkt119'}}
2022-11-11 07:53:09,251 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg3n1bddb8gv7ggbbji5'}}
2022-11-11 07:53:10,431 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg2lileo8e6qq85d127x'}}
2022-11-11 07:53:11,575 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg2ld4jlgrwoj783jkot'}}
2022-11-11 07:53:12,724 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg2l7noip5mmc6au235p'}}
2022-11-11 07:53:13,870 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg2l26tc1dyj437fs4u5'}}
2022-11-11 07:53:15,020 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg2kwpy99rogx2a6anb1'}}
2022-11-11 07:53:16,199 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg2kr932m00doz6s0ozh'}}
2022-11-11 07:53:17,342 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg2kls7zudqbhy9ij7gd'}}
2022-11-11 07:53:18,483 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg2kgbcleba67qtuobjx'}}
2022-11-11 07:53:19,627 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuqg2kauhimp040pwl6u0t'}}
2022-11-11 07:53:20,768 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8f4dmmr67dmc910z0ql'}}
2022-11-11 07:53:21,910 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8f485rkifpj45xmp2f1'}}
2022-11-11 07:53:23,047 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8f42owhqtfgx50d7kvx'}}
2022-11-11 07:53:24,205 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8e2jzoect0doqm5ftz1'}}
2022-11-11 07:53:25,363 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8e2eitbl6qbhpovycfx'}}
2022-11-11 07:53:26,502 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8e291y8tkg9aormguwt'}}
2022-11-11 07:53:27,645 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8e23l325ss62lo86wl9'}}
2022-11-11 07:53:28,786 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8e1y47ze6i3vkqypf25'}}
2022-11-11 07:53:29,935 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8e1sncsqeu0nhnkfgql'}}
2022-11-11 07:53:31,069 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8e1n6hpysjyggqaxz7h'}}
2022-11-11 07:53:32,211 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8e1hovptw8rxfdwkcxp'}}
2022-11-11 07:53:33,354 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq8e1c80n29ypqegn2vel'}}
2022-11-11 07:53:34,503 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0qlf05vlsc81xl2v24d'}}
2022-11-11 07:53:35,635 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0ql9jaoy0o4tuhol3st'}}
2022-11-11 07:53:36,776 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0ql42fm6ee2mtkf3m9p'}}
2022-11-11 07:53:37,927 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0pjld7isdyzef67bvct'}}
2022-11-11 07:53:39,069 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0pjfwcg0rox7e8xudtp'}}
2022-11-11 07:53:40,213 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0pjafhd95ev0dbocwal'}}
2022-11-11 07:53:41,351 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0pj4ym6ldqrsa8a2xz1'}}
2022-11-11 07:53:42,493 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0pizhr3trgpl9b0lgfx'}}
2022-11-11 07:53:43,624 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0piu0vx5zsmd67mbi4d'}}
2022-11-11 07:53:44,772 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0piok0uedik65acu0l9'}}
2022-11-11 07:53:45,901 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0pij35juggfx00trlh9'}}
2022-11-11 07:53:47,038 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuq0pidmah2u6dpz3ka3y5'}}
2022-11-11 07:53:48,171 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt22gefpmcjw1i802anx'}}
2022-11-11 07:53:49,303 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt225j0ly39q9r7odif1'}}
2022-11-11 07:53:50,445 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt10mtsik2un1ctglri5'}}
2022-11-11 07:53:51,588 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt10hcxfsgkkubw749z1'}}
2022-11-11 07:53:52,722 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt10bw2d0uainayxmsfx'}}
2022-11-11 07:53:53,867 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt106egko8re6dysu3r1'}}
2022-11-11 07:53:54,997 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt100xlhwmhbzd1jcm7x'}}
2022-11-11 07:53:56,139 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt0zvgqb8ut8r9y52nwd'}}
2022-11-11 07:53:57,287 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt0zpzv8h8j6k90vl6d9'}}
2022-11-11 07:53:58,439 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt0zkizu1631a1l7qagt'}}
2022-11-11 07:53:59,574 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupt0zf24r9jsz30ny8sxp'}}
2022-11-11 07:54:00,705 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupldjhu9zt26hejse0znh'}}
2022-11-11 07:54:01,844 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupldjcdet5aie6gozr1bx'}}
2022-11-11 07:54:02,977 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpupldj6wjqdo8bzfrq9jst'}}
2022-11-11 07:54:04,118 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuplcho7bmznt8r1dihsvx'}}
2022-11-11 07:54:05,256 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuplchiqgk81j6k0g90bct'}}
2022-11-11 07:54:06,390 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuplchd9lhgf94czizittp'}}
