"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1997489,"May 7, 2021",Florida,Pensacola,"4101 W Navy Blvd",1,0,N/A
1998108,"May 7, 2021",Florida,Clewiston,"940 W Sugarland Hwy",1,1,N/A
1996148,"May 4, 2021",Pennsylvania,"East Stroudsburg","2000 block of Vista Cir",1,0,N/A
1994636,"May 4, 2021",Florida,Suwannee,"23556 SE 349 Hwy",3,0,N/A
1993617,"May 3, 2021",Louisiana,"Baton Rouge","2000 block of Richland St",4,0,N/A
1988688,"April 27, 2021",Virginia,Richmond,"4000 Midlothian Turnpike",2,3,N/A
1987864,"April 25, 2021",Florida,Springfield,"500 Block of N Everitt Ave",2,0,N/A
1987006,"April 25, 2021",Florida,"Fort Myers","3513 Fowler St",1,1,N/A
1987107,"April 25, 2021",Washington,"Federal Way","27900 block of Pacific Hwy S",1,0,N/A
1985586,"April 24, 2021",Ohio,"Cleveland (Brooklyn)","5110 Tiedeman Rd",1,1,N/A
1986025,"April 24, 2021",Florida,"North Miami Beach","NE 158th St and N Miami Ave",1,1,N/A
1987484,"April 23, 2021","North Carolina",Lenoir,"Pope Ln",1,2,N/A
1985026,"April 23, 2021",Oklahoma,Tulsa,"1051 E 61st St",2,0,N/A
1984492,"April 21, 2021","North Carolina",Hickory,"Tate Blvd SE and 19th St SE",1,1,N/A
1983449,"April 20, 2021",Kentucky,Louisville,"1200 block of Algonquin Parkway",1,0,N/A
1982584,"April 20, 2021",Georgia,Lawrenceville,"225 Bethesda Church Rd",2,0,N/A
1981206,"April 18, 2021",Illinois,Chicago,"3200 W Roosevelt Rd",1,1,N/A
1982211,"April 18, 2021",Arkansas,"Rogers (Little Flock)","N Woods Ln",1,0,N/A
1981295,"April 18, 2021",Texas,"Fort Worth","1645 Lake Shore Dr",1,0,N/A
1980967,"April 18, 2021",Arkansas,"Van Buren","2011 Williams St",3,0,N/A
1982581,"April 17, 2021",Georgia,Lawrenceville,"225 Bethesda Church Rd",2,0,N/A
1978424,"April 14, 2021",Florida,"Palm Beach Gardens (Riviera Beach)","AC Evans St",1,1,N/A
1983219,"April 14, 2021",Arizona,Mesa,"E Brown Rd and N Ellsworth Rd",2,1,N/A
1977528,"April 13, 2021","North Carolina",Gastonia,"1200 block of Ware Ave",1,0,N/A
1977312,"April 13, 2021",Michigan,Lansing,"6342 Old River Trl",3,0,N/A
1975927,"April 12, 2021",Tennessee,Nashville,"25th Ave N and Dowlan St",1,3,N/A
1974999,"April 11, 2021",Texas,Dallas,"2827 S Buckner Blvd",1,0,N/A
1975019,"April 11, 2021","New York",Syracuse,"300 block of Grant Ave",1,2,N/A
1973985,"April 10, 2021",Connecticut,Hartford,"182 Nelson St",1,0,N/A
1972954,"April 9, 2021",Texas,Houston,"3130 Crestdale Dr",1,0,N/A
1972569,"April 8, 2021",Oklahoma,"Oklahoma City","NE 29th St and N Martin Luther King Ave",1,0,N/A
1971410,"April 7, 2021","South Carolina","Rock Hill","4456 Marshall Rd",7,0,N/A
1971171,"April 7, 2021",Louisiana,Baker,"4400 block of Breckenridge Dr",1,0,N/A
1972434,"April 7, 2021",Kentucky,Hopkinsville,"Prosperity Ln",1,0,N/A
1968810,"April 3, 2021",Tennessee,Memphis,"1000 block of W Lexington Cir",1,0,N/A
1967953,"April 3, 2021",Kentucky,Louisville,"4000 block of Parthenia Ave",1,0,N/A
1967420,"April 1, 2021","West Virginia",Moorefield,"506 Winchester Ave",3,0,N/A
1966181,"March 31, 2021",California,Orange,"202 West Lincoln Ave",4,2,N/A
1966989,"March 31, 2021","North Carolina",Greenville,"1100 block of Van Dyke St",1,0,N/A
1962699,"March 26, 2021",Pennsylvania,Monroeville,"120 Cambridge Square Dr",1,0,N/A
1962820,"March 26, 2021",Ohio,Columbiana,"300 block of Quincy Ave",1,0,N/A
1962395,"March 26, 2021",Pennsylvania,Philadelphia,"1500 block of Mckinley St",1,1,N/A
1959738,"March 22, 2021",Missouri,"Elk Creek","Nagle Dr",1,0,N/A
1959609,"March 22, 2021",Louisiana,Houma,"9100 block of Main St",1,0,N/A
1958476,"March 21, 2021",Minnesota,Moorhead,"400 block of Sunrise Cir",1,0,N/A
1957701,"March 20, 2021",Louisiana,Shreveport,"4911 Monkhouse Dr",1,1,N/A
1956693,"March 19, 2021",Texas,Pasadena,"3635 Shaver St",1,0,N/A
1954467,"March 16, 2021",Virginia,Richmond,"3700 block of Angela Dr",1,0,N/A
1952161,"March 13, 2021",Indiana,Indianapolis,"300 block of N Randolph St",4,1,N/A
1952125,"March 13, 2021",Arkansas,"Little Rock","2000 Boyle Park Rd",1,1,N/A
1947503,"March 7, 2021",Missouri,"Saint Louis","1001 Hickory Pl",1,0,N/A
1946173,"March 6, 2021",Ohio,Nelsonville,"Walnut St",1,0,N/A
1947131,"March 6, 2021","New Mexico","Los Lunas","W Brazaro and Carmel Rd",1,0,N/A
1945218,"March 4, 2021",Missouri,Florissant,"4855 Lockwig Trl",4,0,N/A
1945763,"March 1, 2021",Missouri,Warsaw,US-65,3,0,N/A
1942559,"March 1, 2021",Illinois,Chicago,"100 block of W 127th St",1,1,N/A
1942812,"March 1, 2021",Georgia,Bishop,"1200 Block of Riverwalk Rd",1,1,N/A
1940665,"February 27, 2021",Washington,Othello,"300 block of Hamlet St",1,0,N/A
1943056,"February 26, 2021",Texas,"El Paso","1925 Detroit Ave",1,0,N/A
1938338,"February 23, 2021",Michigan,"Luce (county)",N/A,1,0,N/A
1936985,"February 23, 2021",Tennessee,"Grand Junction","Pearl Rd",1,0,N/A
1937741,"February 23, 2021",Texas,Mission,"La Homa Rd and Valencia Ave",1,0,N/A
1936994,"February 22, 2021",Washington,Lakewood,"8600 block of Steilacoom Blvd SW",1,0,N/A
1932457,"February 17, 2021",Arizona,"Sierra Vista","1201 Colombo Ave",3,0,N/A
1931897,"February 17, 2021",Tennessee,Clarksville,"3400 block of Pembroke Rd",1,0,N/A
1929167,"February 14, 2021",Georgia,Austell,"900 block of Peel Castle Ln",2,1,N/A
1929156,"February 14, 2021",Georgia,Macon,"204 Chambers Cove Dr",1,0,N/A
1928896,"February 13, 2021",Alabama,Tuskegee,"508 Pleasant Springs Dr",1,0,N/A
1923224,"February 6, 2021","North Carolina",Hollister,"Bobolink Trl",1,0,N/A
1922815,"February 6, 2021",Montana,"Saint Regis","21 Upper 7 Mile Rd",3,0,N/A
1921562,"February 5, 2021",Ohio,Toledo,"909 Byrneport Dr",2,1,N/A
1920656,"February 4, 2021",Alabama,Birmingham,"2900 block of John Bryan Rd",1,1,N/A
1919901,"February 4, 2021",Missouri,"Saint Louis","4126 S Grand Blvd",3,0,N/A
1920755,"February 3, 2021",Pennsylvania,"Kingston (Edwardsville)","Tobin Ln and Francis St",1,0,N/A
1920639,"February 3, 2021",Louisiana,Shreveport,"700 block of Bernice Cir",1,0,N/A
1918569,"February 2, 2021",Kentucky,Louisville,"3900 block of Bells Ln",2,1,N/A
1917909,"February 2, 2021",Oklahoma,Muskogee,"903 Indiana St",6,1,N/A
1915898,"January 30, 2021",Minnesota,"Saint Paul","761 Jessie St",3,0,N/A
1915391,"January 29, 2021",Georgia,Macon,"2336 Ballard Dr",1,0,N/A
1915359,"January 29, 2021",Mississippi,Ellisville,"400 block of New Hope Road",1,0,N/A
1911043,"January 24, 2021",Missouri,"Saint Louis","4000 block of Laclede Ave",2,0,N/A
1910790,"January 24, 2021",Pennsylvania,"West Chester","118 Mountain View Dr",4,0,N/A
1914168,"January 23, 2021",Colorado,Alamosa,"County Road 3 South and Truman Ave",3,0,N/A
1908867,"January 22, 2021",Michigan,Owosso,"1400 block of Cleveland St",1,0,N/A
1906654,"January 20, 2021",Michigan,Detroit,"2420 block of Sturtevant St",1,0,N/A
1907357,"January 20, 2021",Pennsylvania,Philadelphia,"2300 block of N Bouvier St",1,0,N/A
1903960,"January 16, 2021",Florida,Miami,"NW 6th Pl and NW 54th St",1,2,N/A
1906006,"January 16, 2021",Missouri,Bridgeton,"12100 block of Nottingham Lane",2,0,N/A
1903678,"January 16, 2021",Louisiana,"Saint Rose","300 block of Mockingbird Ln",1,0,N/A
1901845,"January 13, 2021",Colorado,Denver,"1767 S Logan St",3,0,N/A
1901979,"January 13, 2021",California,"San Francisco","3835 Scott St",2,0,N/A
1900866,"January 5, 2021",Wisconsin,Albany,N/A,1,0,N/A
1895241,"January 4, 2021",Tennessee,Memphis,"2240 Howell Ave",1,0,N/A
1894934,"January 3, 2021",Missouri,Sedalia,"125 E Boonville St",1,0,N/A
1894240,"January 3, 2021",Michigan,Southfield,"25701 W 12 Mile Rd",1,0,N/A
1892698,"January 1, 2021",Ohio,Columbus,"885 Danwood Dr",3,0,N/A
1892088,"January 1, 2021",Texas,Arlington,"700 block of Washington Dr",1,0,N/A
1887179,"December 26, 2020",Michigan,Flint,"600 block of E Pulaski Ave",2,0,N/A
1886948,"December 25, 2020",Missouri,"Saint Louis (Spanish Lake)","1500 block of Lakeside Ln",2,0,N/A
1886721,"December 25, 2020",Arkansas,Atkins,"5180 Pine Ridge Rd",5,0,N/A
1885378,"December 23, 2020",Minnesota,"Saint Paul","850 Rice St",1,0,N/A
1883967,"December 22, 2020",Virginia,Portsmouth,"Portsmouth Blvd and Truxton Ave",1,1,N/A
1883818,"December 21, 2020",Georgia,Atlanta,"3440 Peachtree Rd",1,0,N/A
1882311,"December 20, 2020",Kentucky,Mayfield,"198 Smiths Ln",4,0,N/A
1881791,"December 19, 2020",Arizona,Tucson,"10997 E Palmetto Pointe Trl",2,0,N/A
1880054,"December 17, 2020",Texas,"New Braunfels","504 Wilderness Way",2,1,N/A
1879827,"December 16, 2020",Nevada,"Las Vegas","1300 block of S Arlington St",1,0,N/A
1878745,"December 15, 2020",Indiana,Fairmount,"1500 block of N Main St",1,0,N/A
1879707,"December 15, 2020",Idaho,Castleford,N/A,1,0,N/A
1878564,"December 15, 2020",Michigan,Canton,"41000 block of Old Michigan Ave",1,0,N/A
1878031,"December 14, 2020",Utah,Vernal,"W Red Cloud Loop Rd",1,1,N/A
1877224,"December 14, 2020",Florida,Cocoa,"1671 Owosso St",1,0,N/A
1876727,"December 13, 2020","West Virginia",Elkview,"1384 Cemetery Hill Dr",4,0,N/A
1876057,"December 11, 2020","North Carolina",Conover,"Woodleaf Ct",1,0,N/A
1876009,"December 11, 2020",Tennessee,Bethpage,"1123B Smith Thompson Rd",3,0,N/A
1874575,"December 10, 2020",Arkansas,"Little Rock","33 Falcon Ct",1,0,N/A
1908063,"December 8, 2020","West Virginia",Williamsburg,"611 Flynns Creek Rd",6,0,N/A
1877996,"December 7, 2020",Missouri,Cadet,"11928 Arnault Branch Rd",2,0,N/A
1869439,"December 4, 2020",Georgia,Lithonia,"1800 block of Madras Ct",1,0,N/A
1869767,"December 4, 2020",Florida,Gainesville,"2900 block of NE 17th Dr",2,0,N/A
1868753,"December 2, 2020",Pennsylvania,Levittown,"1970 Veteran Hwy",1,0,N/A
1867748,"December 2, 2020",California,Woodbridge,"330 Sterling St",1,0,N/A
1867713,"December 2, 2020","District of Columbia",Washington,"5700 block of Southern Ave SE",1,0,N/A
1866100,"November 30, 2020",Alaska,Palmer,"335 N Valley Way",4,0,N/A
1864949,"November 29, 2020",California,Roseville,"1500 block of Eureka Rd",2,0,N/A
1897353,"November 29, 2020",Nevada,"Las Vegas","6253 Mythic Atlantis Ave",1,0,N/A
1862126,"November 25, 2020",Kansas,"Garden City","1307 N 12th St",1,1,N/A
1861379,"November 24, 2020",Texas,Forney,"2100 block of Juniper Dr",1,1,N/A
1859134,"November 22, 2020",Tennessee,Memphis,"5261 Shelborne Cir",1,0,N/A
1856995,"November 20, 2020",Virginia,Marion,"117 Harley Rd",4,0,N/A
1855833,"November 18, 2020",Nevada,Elko,N/A,1,0,N/A
1855978,"November 18, 2020",Texas,Texarkana,"600 block of Warren Thomas Rd",1,0,N/A
1855008,"November 18, 2020",Missouri,"Saint Louis","4090 Quincy St",2,0,N/A
1854510,"November 17, 2020",Tennessee,"Johnson City","121 Blevins Rd",1,0,N/A
1851904,"November 14, 2020","South Carolina","North Charleston","2155 Morris Baker Blvd",1,0,N/A
1852963,"November 13, 2020",Minnesota,"Saint Cloud","800 block of 10th Ave N",1,0,N/A
1850685,"November 11, 2020","North Carolina",Candor,N/A,1,0,N/A
1847063,"November 7, 2020",Georgia,"Atlanta (East Point)","Bell Rd",1,0,N/A
1838373,"October 30, 2020","North Carolina",Concord,"1080 Ramsgate Dr SW",1,0,N/A
1839242,"October 30, 2020",Michigan,Detroit,"15800 block of Kentucky Ave",1,0,N/A
1837957,"October 28, 2020",Michigan,Detroit,"3900 block of Bedford St",1,0,N/A
1837291,"October 27, 2020",Mississippi,Roxie,"Whiteapple Rd",1,1,N/A
1835907,"October 26, 2020",Texas,Houston,"2525 Old Farm Rd",2,0,N/A
1835068,"October 25, 2020",Nebraska,Valparaiso,"NW 98th St and W Davey Rd",1,0,N/A
1834122,"October 25, 2020",Kentucky,Louisville,"2000 block of W Main St",1,0,N/A
1834097,"October 24, 2020",Texas,Porter,"23000 block of Owens Rd",1,0,N/A
1835074,"October 23, 2020",Washington,Bellingham,"10 Sunflower Cir",3,0,N/A
1832062,"October 22, 2020",Indiana,"East Chicago","4522 Magoun Ave",1,0,N/A
1832871,"October 22, 2020",Michigan,Flint,"1600 block of Oklahoma Ave",1,0,N/A
1831662,"October 22, 2020",California,Merced,"26th St and Hawthorne Ave",1,0,N/A
1830214,"October 20, 2020","New Jersey",Trenton,"200 block of Mulberry St",2,0,N/A
1827998,"October 17, 2020",Arkansas,Helena,"409 N 2nd St",1,0,N/A
1826655,"October 16, 2020",Arizona,Mesa,"2115 Guadalupe Rd",1,6,N/A
1825333,"October 15, 2020",Louisiana,"Baton Rouge","3637 Osceola St",1,2,N/A
1825036,"October 15, 2020",Illinois,Rockford,"800 block of N Court St",1,0,N/A
1825873,"October 15, 2020",Maryland,"Bel Air","608 High Plain Dr",2,0,N/A
1824115,"October 14, 2020",Kentucky,Vicco,"601 Montgomery Creek Rd",1,1,N/A
1824291,"October 14, 2020",Ohio,Republic,"5508 N TR 175",1,0,N/A
1822715,"October 12, 2020",Florida,Tampa,"4000 Block of Dreisler St",1,0,N/A
1819955,"October 10, 2020",Missouri,"Saint Louis (Jennings)","8800 block of Shannon Fox Cir",2,2,N/A
1819464,"October 9, 2020",Oregon,"Beaverton (Aloha)","7100 block of SW Millennium Ter",1,0,N/A
1820233,"October 9, 2020",Texas,Houston,"6229 Almeda Genoa Rd",2,1,N/A
1817371,"October 7, 2020",Illinois,Chicago,"1500 block of N Lorel Ave",1,0,N/A
1813583,"October 3, 2020",California,Sacramento,"Roanoke Ave and Haywood St",1,3,N/A
1811676,"October 1, 2020",Louisiana,Geismar,"36471 LA-74",1,0,N/A
1811297,"September 30, 2020",Michigan,Warren,"2000 block of Otis Ave",3,0,N/A
1808521,"September 28, 2020",Oregon,Salem,"244 Juneva Place SE",3,1,N/A
1808867,"September 28, 2020","South Carolina",Conway,"1600 block of Suggs St",2,0,N/A
1802527,"September 22, 2020",Florida,"Orlando (Pine Hills)","4000 block of Drexel Ave",1,0,N/A
1801367,"September 21, 2020",Missouri,"Kansas City","2900 block of E 33rd St",1,2,N/A
1800886,"September 21, 2020",Ohio,Struthers,"111 Perry St",1,4,N/A
1799548,"September 18, 2020",Ohio,Cincinnati,"1100 block of Hempstead Dr",1,0,N/A
1797170,"September 16, 2020","North Carolina",Fayetteville,"600 block of Mosswood Ln",1,0,N/A
1796458,"September 15, 2020",Tennessee,Clarksville,"25 Lincoln Dr",1,0,N/A
1795792,"September 14, 2020",Ohio,Canton,"500 block of 19th St NW",1,0,N/A
1794494,"September 13, 2020","New York",Troy,"2266 Old Sixth Ave",1,0,N/A
1794861,"September 13, 2020",Michigan,"Algonac (Clay Township)","6300 block of Benoit Rd",1,1,N/A
1792298,"September 10, 2020",Ohio,Akron,"1200 block of Copley Rd",1,1,N/A
1790483,"September 9, 2020","North Carolina",Charlotte,"6000 block of Elgywood Lane",1,0,N/A
1787827,"September 7, 2020",Illinois,Chicago,"W 47th St and S Union Ave",1,2,N/A
1788118,"September 6, 2020",Mississippi,Meridian,N/A,1,0,N/A
1785603,"September 4, 2020",Louisiana,"Baton Rouge","500 block of S Flannery Rd",1,0,N/A
1789848,"September 3, 2020",Georgia,Tifton,"Mosely Ave",1,0,N/A
1784683,"September 3, 2020","North Carolina","Lexington (Yadkin)","Brookstone Cir",1,0,N/A
1779307,"August 29, 2020",Indiana,"South Bend","800 block of E Donald St",1,0,N/A
1779064,"August 29, 2020",Virginia,"Virginia Beach","1600 Chase Arbor Common",1,0,N/A
1778536,"August 28, 2020",Indiana,Evansville,"3900 block of Vista Dr",1,0,N/A
1778159,"August 27, 2020",Texas,"San Marcos","929 Boulder Bluff",3,0,N/A
1784391,"August 24, 2020",Illinois,"Glendale Heights","170 S Waters Edge Dr",2,0,N/A
1774108,"August 24, 2020",Pennsylvania,Pittsburgh,"100 block of Rhine Pl",1,0,N/A
1817395,"August 19, 2020",Colorado,Aurora,"16200 block of E 17th Ave",1,0,N/A
1765758,"August 16, 2020",Indiana,"South Bend","1100 block of Rose St",1,0,N/A
1765381,"August 15, 2020",Texas,"San Antonio","5430 Walzem Rd",1,1,N/A
1765851,"August 15, 2020","North Carolina",Charlotte,"5350 Reagan Dr",1,0,N/A
1764429,"August 14, 2020",Kentucky,Louisville,"3700 block of Kahlert Ave",2,0,N/A
1764564,"August 14, 2020",Ohio,Akron,"700 block of Roselle Ave",1,1,N/A
1763466,"August 13, 2020",Minnesota,"Minneapolis (Brooklyn Park)","5805 73rd Ave N",1,0,N/A
1762990,"August 12, 2020",Ohio,Columbus,"332  N Monroe Ave",1,0,N/A
1761914,"August 11, 2020",Wisconsin,Madison,"E Washington Ave and Lexington Ave",1,0,N/A
1760884,"August 10, 2020",Florida,"Fort Lauderdale (Davie)","SW 18th Ct",2,0,N/A
1759828,"August 9, 2020","North Carolina",Wilson,"5100 block of Archers Rd",1,0,N/A
1760877,"August 9, 2020",Missouri,"Saint Joseph","2001 Messanie St",1,2,N/A
1760195,"August 9, 2020",Texas,Longview,"200 block of Whatley Rd",1,0,N/A
1757373,"August 6, 2020",Connecticut,"New Haven","630 Howard Ave",1,0,N/A
1757205,"August 6, 2020","South Carolina",Summerville,"100 Block of Langley Dr",1,0,N/A
1755718,"August 4, 2020",Michigan,Saginaw,"3000 Birch Park Dr",1,0,N/A
1955245,"August 4, 2020",Texas,Livingston,N/A,1,0,N/A
1754120,"August 3, 2020",Arkansas,"Little Rock","600 Hardin Rd",1,0,N/A
1753878,"August 2, 2020",Ohio,Akron,"1200 block of 5th Ave",1,2,N/A
1752497,"August 1, 2020",Florida,Pensacola,"600 block of N B St",1,0,N/A
1752828,"August 1, 2020",Pennsylvania,Philadelphia,"200 block of Simpson St",1,0,N/A
1751677,"July 31, 2020",Illinois,Chicago,"900 block of N Cambridge Ave",1,0,N/A
1750109,"July 29, 2020",Indiana,Hammond,"3300 block of Craig Dr",1,0,N/A
1749873,"July 29, 2020",Ohio,Elyria,"537 Willow Park Rd",5,0,N/A
1748401,"July 28, 2020",Georgia,Atlanta,"3310 W Manor Ln SW",1,0,N/A
1746308,"July 25, 2020","South Carolina",Graniteville,"Gentle Bend Ct",1,0,N/A
1746160,"July 25, 2020",Florida,Miami,"2900 block of Northwest 51st St",1,3,N/A
1745610,"July 24, 2020","North Carolina",Edenton,"US-17 and W Queen St",1,1,N/A
1744741,"July 23, 2020",Ohio,"Crown City","Double Creek Rd",1,0,N/A
1742859,"July 22, 2020",Michigan,Warren,"21516 Dequindre Rd",1,0,N/A
1743207,"July 22, 2020","South Carolina",Columbia,"80 Brighton Hill Rd",1,0,N/A
1742185,"July 22, 2020",Ohio,Canton,"1600 block of Clarendon Ave SW",1,1,N/A
1742026,"July 21, 2020",Wisconsin,Milwaukee,"6600 block of N 105th St",1,0,N/A
1740578,"July 20, 2020",Texas,Arlington,"4100 block of Maple Springs Dr",1,1,N/A
1737194,"July 16, 2020",Colorado,"Commerce City","7800 block of Jasmine Dr",1,0,N/A
1736040,"July 15, 2020",Missouri,"Saint Louis","5000 block of S Broadway",1,0,N/A
1735515,"July 14, 2020",Georgia,Rochelle,"151 C Alley Ave",1,0,N/A
1733720,"July 13, 2020",Louisiana,"New Orleans","2100 block of Pauger St",1,2,N/A
1732993,"July 12, 2020","New York",Brooklyn,"Madison St and Marcus Garvey Blvd",1,3,N/A
1733593,"July 12, 2020",Ohio,Lorain,"1900 block of W 21st St",1,2,N/A
1733626,"July 11, 2020",Tennessee,Bristol,"Meadow View Rd",1,0,N/A
1732494,"July 11, 2020",Ohio,"Cleveland (Cleveland Heights)","3900 block of Delmore Rd",2,0,N/A
2221904,"July 10, 2020",Iowa,Davenport,"700 block of Schmidt Rd",1,0,N/A
1729596,"July 8, 2020",Pennsylvania,Waynesboro,"Cleveland Ave",1,0,N/A
1726980,"July 6, 2020",Florida,"Port Saint Lucie","2500 block of Southeast Morningside Blvd",3,1,N/A
1725904,"July 5, 2020",Pennsylvania,Philadelphia,"4600 block of Kendrick St",1,0,N/A
1726133,"July 5, 2020",Indiana,Avon,"1046 Preakness Dr",2,0,N/A
1725946,"July 5, 2020",Missouri,Columbia,"Volunteer Dr and Grace Ln",2,3,N/A
1725743,"July 4, 2020",California,"San Francisco","1200 block of Ingalls St",1,1,N/A
1725655,"July 4, 2020",Georgia,Atlanta,"1238 Pryor Rd",1,0,N/A
1724958,"July 4, 2020","South Carolina","Galivants Ferry","7000 block of Millpond Rd",1,0,N/A
1725006,"July 4, 2020","District of Columbia",Washington,"1400 block of Cedar St SE",1,0,N/A
1724737,"July 4, 2020",Illinois,Chicago,"152 N Latrobe Ave",1,1,N/A
1726240,"July 4, 2020",Missouri,"Saint Louis","Pendleton Ave and W Page Blvd",1,0,N/A
1723897,"July 3, 2020",Alabama,"Birmingham (Hoover)","2000 Riverchase Galleria",1,3,N/A
1723184,"July 2, 2020",California,Delano,"2100 block of Oleander St",2,3,N/A
1723513,"July 2, 2020",Tennessee,Hendersonville,"3199 Long Hollow Pike",1,0,N/A
1722608,"July 2, 2020",Florida,"Fort Lauderdale","1500 block of NW Second Ave",1,0,N/A
1722094,"July 1, 2020",California,"Los Angeles","9200 block of Success Ave",3,0,N/A
1721372,"June 30, 2020","West Virginia",Elkview,"Deer Run Rd",1,0,N/A
1721720,"June 30, 2020",Florida,"Palm Bay","Washington St",1,0,N/A
1719759,"June 29, 2020",Missouri,"Kansas City","6135 Blue Hills Rd",1,0,N/A
1722137,"June 28, 2020",Michigan,"Mackinaw City","1027 S Huron Ave",2,0,N/A
1718981,"June 27, 2020",Illinois,Chicago,"3500 block of W Dickens Ave",1,0,N/A
1718359,"June 27, 2020",Illinois,Chicago,"W 60th St and S Halsted St",1,1,N/A
1718444,"June 26, 2020",Missouri,"Saint Louis (Berkeley)","Jefferson Ave and Airport Rd",1,0,N/A
1718645,"June 26, 2020","West Virginia",Cottageville,N/A,1,1,N/A
1719472,"June 26, 2020",Ohio,Springboro,"30 block of Royal Dr",1,0,N/A
1715967,"June 23, 2020",Colorado,Yoder,"7700 block of Edison Rd",1,0,N/A
1715341,"June 23, 2020","North Carolina","Forest City","Oak St and Harmon St",1,0,N/A
1712143,"June 20, 2020",Ohio,Lima,"1200 block of Virginia Ave",1,0,N/A
1711361,"June 20, 2020",Illinois,Chicago,"600 block of N Central",1,1,N/A
1709991,"June 19, 2020",Maryland,Baltimore,"200 block of Boswell Rd",2,0,N/A
1710198,"June 19, 2020",Virginia,"Hot Springs","Coles Mountain Rd",1,0,N/A
1708789,"June 18, 2020",Indiana,"South Bend","626 Leland Ave",1,0,N/A
1711149,"June 18, 2020",Texas,"El Paso","700 block of Ascension Rd",1,0,N/A
1708771,"June 17, 2020",Georgia,Atlanta,"2600 block of Fox Hall Ln S",1,0,N/A
1709551,"June 16, 2020",Minnesota,"Thief River Falls",N/A,1,0,N/A
1710260,"June 16, 2020",Texas,"Bay City","Frost Rd",1,0,N/A
1706543,"June 15, 2020",Florida,Jacksonville,"127 East 43rd St",1,0,N/A
1705419,"June 14, 2020",Kansas,"Junction City","Clarks Creek Rd",1,0,N/A
1707257,"June 12, 2020",Washington,Vancouver,"10202 NW 20th Ave",2,0,N/A
1704036,"June 11, 2020",Mississippi,Woodville,"1119 Ford Creek Rd",1,0,N/A
1703018,"June 11, 2020",Louisiana,"Ruston (Woodville)","Fords Creek Rd",1,0,N/A
1703044,"June 11, 2020",Louisiana,Monroe,"1101 Richwood Road 2",6,0,N/A
1701717,"June 9, 2020","North Carolina",Burgaw,N/A,1,0,N/A
1698751,"June 6, 2020","New Mexico",Albuquerque,"7111 Acton Ct NW",1,0,N/A
1696520,"June 3, 2020",Utah,Kamas,"3800 UT-248",1,0,N/A
1695428,"June 2, 2020",Utah,"South Jordan","4329 W Pentenwell Lane",3,0,N/A
1695493,"June 1, 2020",Kentucky,Beattyville,"Fox Hollow Rd",1,0,N/A
1695756,"May 31, 2020","New Jersey","West Orange","3 Susan Ct",2,0,N/A
1690969,"May 27, 2020",Illinois,"Machesney Park","1121 Minns Dr",3,0,N/A
1691205,"May 27, 2020",Texas,Amarillo,"3900 block of Paradise Ave",1,0,N/A
1692873,"May 26, 2020",Pennsylvania,Lansford,"600 block of E Patterson St",3,0,N/A
1689331,"May 26, 2020",Pennsylvania,Philadelphia,"5900 block of N 20th St",1,0,N/A
1688194,"May 25, 2020",Texas,"San Antonio","1415 Avant Ave",1,0,N/A
1688148,"May 24, 2020",Alabama,Morris,"8005 Triple Creek Cir",1,0,N/A
1687907,"May 24, 2020",Pennsylvania,Lehighton,"100 block of Laurel Spring Rd",1,0,N/A
1695616,"May 24, 2020",Idaho,Kimberly,"200 block of Center St East",2,0,N/A
1684658,"May 21, 2020",Michigan,Detroit,"18600 block of Birwood St",1,0,N/A
1684673,"May 20, 2020",Illinois,Peoria,"2300 block of N Maryland St",1,0,N/A
1685002,"May 20, 2020",Texas,Salado,N/A,1,0,N/A
1682594,"May 18, 2020",Texas,Dallas,"511 Highcrest Dr",2,1,N/A
1682432,"May 17, 2020",Michigan,Flint,"2200 block of Cadillac St",1,0,N/A
1682273,"May 17, 2020",California,"La Puente","N Hacienda Blvd and Amar Rd",1,0,N/A
1681915,"May 17, 2020",Ohio,Cincinnati,"4800 block of Hawaiian Ter",1,0,N/A
1681557,"May 16, 2020",Georgia,White,"Chitwood Cove Rd",1,0,N/A
1679922,"May 14, 2020",Missouri,"Saint Louis","4000 block of Peck St",1,0,N/A
1678116,"May 12, 2020",Kentucky,Brodhead,"140 Castle Village Dr",2,0,N/A
1677391,"May 11, 2020",Louisiana,"New Orleans","2000 block of Lebouef St",2,1,N/A
1675912,"May 9, 2020",Florida,"Saint Petersburg","3738 18th Terrace S",1,0,N/A
1673111,"May 5, 2020",Arizona,Tucson,"800 block of W Roger Rd",1,0,N/A
1677135,"May 5, 2020","South Carolina","North Charleston","2664 Leeds Ave",2,0,N/A
1673119,"May 5, 2020",Texas,"La Porte","10200 block of Old Orchard Rd",1,0,N/A
1671655,"May 3, 2020",Kentucky,Elizabethtown,"1242 Woodland Dr",1,0,N/A
1670329,"May 1, 2020",Arkansas,"Little Rock","1 Karon Court",2,0,N/A
1670035,"May 1, 2020",Alabama,Pinson,"9100 block of Cedar Mountain Rd",1,1,N/A
1669355,"April 29, 2020","South Carolina",Columbia,"100 block of Tarragon Dr",1,1,N/A
1669698,"April 28, 2020",Oregon,"Sweet Home","1530 Tamarack St",4,0,N/A
1666985,"April 27, 2020",Texas,"San Antonio","17655 Henderson Pass",4,0,N/A
1666794,"April 26, 2020",Arkansas,"Pine Bluff","1800 block of E 6th Ave",2,1,N/A
