"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2161323,"November 7, 2021",Wisconsin,Kenosha,"625 57th St",1,3,N/A
2161116,"November 6, 2021",California,Oakley,"33 Malicoat Ave",2,2,N/A
2160608,"November 6, 2021",Texas,Marshall,"510 S Alamo Blvd",0,6,N/A
2161078,"November 6, 2021",California,Highland,"26998 3rd St",0,4,N/A
2160838,"November 5, 2021",California,Oakland,"8400 block of International Blvd",1,3,N/A
2158524,"November 3, 2021",Iowa,"Des Moines","11300 block of E 15th St",0,4,N/A
2158417,"November 3, 2021",Virginia,Norfolk,"821 Whitaker Ln",3,2,N/A
2157991,"November 2, 2021",Alabama,Mobile,"4120 Government Blvd",0,4,N/A
2156175,"November 1, 2021",Florida,Orlando,"N Orange Ave and Wall St",0,4,N/A
2157206,"November 1, 2021",Texas,"San Antonio","1900 block of W Laurel St",0,4,N/A
2155369,"October 31, 2021",Kentucky,Louisville,"6210 Shepherdsville Rd",2,2,N/A
2155517,"October 31, 2021",Colorado,"Littleton (Lakewood)","6200 block of Alameda Ave",2,2,N/A
2155428,"October 31, 2021",Illinois,Flossmoor,"3800 block of Ballantrae Way",1,3,N/A
2155282,"October 31, 2021",Texas,Houston,"1909 Schilder Dr",1,3,N/A
2155329,"October 31, 2021",Illinois,Joliet,"1018 E Jackson St",2,12,N/A
2156001,"October 31, 2021",Texas,"Fort Worth","3700 block of Lebow St",1,3,N/A
2154851,"October 30, 2021",California,Gilroy,"400 block of Las Animas Ave",1,3,N/A
2154422,"October 30, 2021",Illinois,Decatur,"1100 block of N Union St",0,4,N/A
2154441,"October 30, 2021",Oklahoma,"Oklahoma City","NW 122nd St and N Council Rd",0,4,N/A
2154873,"October 30, 2021",California,Sacramento,"5560 Palm Ave",2,5,N/A
2155172,"October 30, 2021",Florida,"Saint Petersburg","1079 62nd Ave S",1,4,N/A
2155001,"October 30, 2021",Texas,Texarkana,"2315 Texas Blvd",1,9,N/A
2154283,"October 29, 2021","New York",Poughkeepsie,"32 Cannon St",0,5,N/A
2155826,"October 29, 2021",Michigan,Kalamazoo,"3082 S 9th St",0,4,N/A
2153285,"October 28, 2021",Nevada,"Las Vegas","3900 block of E Cheyenne Ave",0,4,N/A
2153779,"October 28, 2021",Tennessee,Nashville,"210 N 9th St",1,3,N/A
2150274,"October 25, 2021",Idaho,Boise,"350 N Milwaukee St",3,3,N/A
2154085,"October 24, 2021",California,Gonzales,"Foletta Rd",2,2,N/A
2150037,"October 24, 2021",Mississippi,Crenshaw,"413 Jones St",2,3,N/A
2148921,"October 23, 2021","South Carolina",Florence,"811 S Irby St",0,6,N/A
2148891,"October 23, 2021",California,Ontario,"700 block of E Bonnie Brae Ct",1,4,N/A
2148633,"October 23, 2021",Georgia,"Fort Valley","603 Carver Dr",1,7,N/A
2148282,"October 22, 2021",Illinois,Chicago,"7901 S Cottage Grove Ave",0,5,N/A
2148946,"October 22, 2021",Washington,Renton,"16420 SE 128th St",0,4,N/A
2148401,"October 22, 2021",Maryland,Baltimore,"3100 block of W North Ave",0,7,N/A
2147114,"October 21, 2021","New York",Brooklyn,"3008 Glenwood Rd",0,4,N/A
2147301,"October 21, 2021",Washington,Tacoma,"4258 Everett St",4,0,N/A
2147042,"October 20, 2021",Michigan,Farwell,"9539 S Harrison Ave",4,0,N/A
2145931,"October 19, 2021",Wisconsin,Kenosha,"610 40th Pl",3,2,N/A
2143277,"October 17, 2021",Louisiana,Grambling,"403 Main St",1,7,N/A
2143113,"October 17, 2021",Missouri,"Saint Louis","8600 block of Goodfellow Blvd",1,3,N/A
2143765,"October 17, 2021",Texas,Houston,"1900 block of Dolly Wright St",0,7,N/A
2143889,"October 17, 2021",Colorado,"Colorado Springs","1865 N Academy Blvd",0,5,N/A
2144160,"October 17, 2021",Wisconsin,Racine,"Yout St and Carter St",0,6,N/A
2143479,"October 17, 2021",Arkansas,"Pine Bluff","820 S Main St",1,9,N/A
2143499,"October 17, 2021",Arkansas,"Pine Bluff","University Dr and Pullen Ave",1,3,N/A
2143605,"October 17, 2021",Mississippi,Jackson,"3243 Medgar Evers Blvd",3,3,N/A
2142402,"October 16, 2021",Texas,Killeen,"308 S Second St",1,3,N/A
2142296,"October 15, 2021",Alabama,Mobile,"1621 Virginia St",0,5,N/A
2142092,"October 14, 2021",Minnesota,Minneapolis,"814 E Franklin Ave",1,4,N/A
2155043,"October 14, 2021",Mississippi,Mccomb,"1300 14th St",0,6,N/A
2139048,"October 12, 2021",Florida,Naples,"700 block of 99th Ave",1,5,N/A
2139674,"October 12, 2021",Mississippi,Meridian,"2000 block of 17th St",3,1,N/A
2139198,"October 11, 2021",Georgia,"South Fulton","4900 Delano Rd",0,6,N/A
2137198,"October 10, 2021",Minnesota,"Saint Paul","214 7th St W",1,15,N/A
2137321,"October 10, 2021","South Carolina","Mc Coll (Mccoll)","4181 Hwy 15-401",2,3,N/A
2137561,"October 10, 2021",Iowa,"Sioux City","427 Pierce St",0,4,N/A
2137179,"October 10, 2021",Illinois,Chicago,"1565 N Milwaukee Ave",1,4,N/A
2137555,"October 10, 2021",Delaware,Dover,"1500 block of Nathaniel Mitchell Rd",1,4,N/A
2136907,"October 9, 2021",Louisiana,Livingston,"17000 block of LA-444",2,4,N/A
2137291,"October 9, 2021",Texas,Dallas,"3000 block of South Blvd",0,4,N/A
2137575,"October 9, 2021","New York",Albany,"100 block of North Lake Ave",1,6,N/A
2137464,"October 9, 2021",Colorado,Denver,"7300 block of E 22nd Ave",1,3,N/A
2136230,"October 8, 2021",Maryland,Baltimore,"2600 block of Jefferson St",0,4,N/A
2136270,"October 8, 2021","District of Columbia",Washington,"1700 block of Independence Ave SE",1,3,N/A
2135536,"October 8, 2021",Alabama,Montgomery,"1800 block of Cotton Ct",1,3,N/A
2135508,"October 7, 2021",Wisconsin,Milwaukee,"W Cherry St and N 8th St",3,1,N/A
2134657,"October 7, 2021",Illinois,Chicago,"900 block of N Orleans St",0,4,N/A
2135498,"October 7, 2021",Wisconsin,Milwaukee,"2400 block of N 37th St",0,5,N/A
2135666,"October 7, 2021",Louisiana,"New Orleans","S Robertson St and Martin Luther King Jr Blvd",1,4,N/A
2134217,"October 6, 2021",Maryland,Baltimore,"1243 Patterson Park Ave",1,5,N/A
2134359,"October 6, 2021",Louisiana,"New Orleans","603 General Taylor",2,2,N/A
2136132,"October 6, 2021",Ohio,Cleveland,"9200 block of Marshall Ave",0,4,N/A
2135659,"October 6, 2021",Ohio,Cleveland,"Marshall Ave and E 93rd St",0,4,N/A
2133962,"October 5, 2021",Illinois,Rockford,"400 block of S Independence Ave",1,3,N/A
2133137,"October 5, 2021",Minnesota,"Saint Paul","922 Thomas Ave W",0,4,N/A
2132656,"October 4, 2021",Minnesota,Minneapolis,"626 W Broadway Ave",0,4,N/A
2131471,"October 3, 2021","South Carolina",Bishopville,"1113 Sumter Hwy",1,4,N/A
2131406,"October 2, 2021",Texas,"San Antonio","6222 S New Braunfels Ave",1,3,N/A
2130634,"October 2, 2021",Colorado,Aurora,"12230 E Colfax Ave",1,3,N/A
2130370,"October 1, 2021","District of Columbia",Washington,"Forrester St SW and Galveston Pl SW",1,5,N/A
2130763,"October 1, 2021",Iowa,"Cedar Rapids","525 33rd Ave SW",0,6,N/A
2128682,"September 29, 2021",Illinois,Chicago,"800 block of N Milwaukee Ave",0,5,N/A
2128023,"September 28, 2021",Minnesota,Minneapolis,"2700 block of Bloomington Ave",1,3,N/A
2127374,"September 28, 2021",Illinois,Chicago,"6500 block of S Calumet Ave",1,3,N/A
2126747,"September 27, 2021","New York","New York (Manhattan)","3964 10th Ave",0,5,N/A
2126450,"September 27, 2021",Illinois,Chicago,"826 N Ridgeway Ave",1,3,N/A
2125790,"September 26, 2021",Illinois,Chicago,"800 block of S Albany Ave",0,6,N/A
2125953,"September 26, 2021",California,Oakland,"1400 block of 8th Ave",0,4,N/A
2126261,"September 26, 2021",Washington,"Seattle (Des Moines)","22855 Pacific Hwy S",3,3,N/A
2125613,"September 25, 2021","New York",Utica,"800 block of Mohawk St",0,4,N/A
2125444,"September 25, 2021",Tennessee,Athens,"Co Rd 60",4,1,N/A
2126241,"September 25, 2021",Tennessee,Chattanooga,"1124 Grove St",2,5,N/A
2125227,"September 25, 2021",California,Riverside,"6000 Block of Mariposa Ave",0,6,N/A
2124396,"September 24, 2021","South Carolina",Aiken,"749 Silver Bluff Rd",4,1,N/A
2124887,"September 24, 2021",California,"Los Angeles","11600 block of Willowbrook Ave",0,4,N/A
2123395,"September 23, 2021",Tennessee,Collierville,"240 New Byhalia Rd",2,14,N/A
2123301,"September 23, 2021",Pennsylvania,Philadelphia,"38th St and Aspen St",0,4,N/A
2122565,"September 22, 2021","North Carolina",Fayetteville,"1100 block of Charlie Dr",2,2,N/A
2121381,"September 21, 2021","District of Columbia",Washington,"2200 block of Alabama Ave SE",0,5,N/A
2120940,"September 20, 2021",Pennsylvania,Philadelphia,"Broad St and Chew Ave",1,5,N/A
2121031,"September 20, 2021",Missouri,"Saint Louis","2000 block of St Charles St",1,3,N/A
2119583,"September 19, 2021","New York",Rochester,"300 block of Driving Park Ave",2,2,N/A
2119701,"September 19, 2021",Florida,Miami,"14900 block of Pierce St",0,4,N/A
2119736,"September 19, 2021",California,Oakland,"300 block of 17th St",1,3,N/A
2119745,"September 19, 2021",Texas,Dallas,"100 block of N Malcolm X Blvd",2,4,N/A
2119609,"September 19, 2021",Illinois,Chicago,"900 block of N Massasoit Ave",0,5,N/A
2119950,"September 19, 2021","South Carolina",Yemassee,"145 Yemassee Hwy",1,7,N/A
2119470,"September 18, 2021","New York",Bronx,"Teller Ave and E 172nd St",1,3,N/A
2119101,"September 18, 2021",Illinois,Danville,"3164 E Main St",2,2,N/A
2119478,"September 18, 2021",Louisiana,Opelousas,"500 block of Sapphire St",0,5,N/A
2118451,"September 17, 2021",Georgia,Augusta,"519 Broad St",0,4,N/A
2116343,"September 14, 2021",Maryland,Baltimore,"1700 block of N Milton Ave",0,4,N/A
2116205,"September 14, 2021",Ohio,Cleveland,"2747 Cedar Ave",0,6,N/A
2115522,"September 13, 2021",Wisconsin,Milwaukee,"3073 N Sherman Blvd",0,5,N/A
2115947,"September 12, 2021",Minnesota,"Saint Paul","7th St W and N Walnut St",4,0,N/A
2114626,"September 12, 2021",Texas,Temple,"900 block of S 24th St",0,4,N/A
2122103,"September 12, 2021",Illinois,"Blue Island","12200 block of S Irving Ave",2,2,N/A
2114481,"September 12, 2021",Michigan,Detroit,"2700 block of Halleck St",2,4,N/A
2113841,"September 11, 2021",Illinois,Chicago,"300 block of E Kensington Ave",1,5,N/A
2114510,"September 11, 2021",Alabama,Dothan,"2000 Reeves St",0,5,N/A
2114583,"September 11, 2021","New York",Utica,"700 block of Noyes St",1,3,N/A
2113623,"September 11, 2021",Illinois,Chicago,"900 block of E 79th St",1,3,N/A
2113769,"September 11, 2021","New Jersey",Paterson,"E 18th St and Fulton Pl",0,4,N/A
2112450,"September 10, 2021",Florida,Orlando,"5526 S Orange Blossom Trl",0,4,N/A
2111858,"September 9, 2021",Illinois,"East Saint Louis","510 Martin Luther King Dr",0,7,N/A
2112252,"September 9, 2021",Alabama,Montgomery,"1800 block of Cotton Court",1,3,N/A
2111895,"September 8, 2021",Missouri,"Saint Louis","4000 block of St Ferdinand Ave",0,4,N/A
2110346,"September 7, 2021",Delaware,Wilmington,"A St and New Castle Ave",0,4,N/A
2110077,"September 7, 2021",Kansas,Wichita,"351 N Mosley St",1,5,N/A
2109075,"September 6, 2021",Georgia,Atlanta,"868 Joseph E Boone Blvd NW",0,5,N/A
2108892,"September 5, 2021",Missouri,Independence,"116 W Lexington Ave",0,4,N/A
2108560,"September 5, 2021","New York",Bronx,"4848 White Plains Rd",0,4,N/A
2115336,"September 5, 2021",Missouri,Wyatt,N/A,0,4,N/A
2108414,"September 5, 2021",Texas,Houston,"7518 Imogene St",4,0,N/A
2108378,"September 5, 2021",Georgia,Athens,"E Clayton St and N Jackson St",0,6,N/A
2108302,"September 5, 2021",Florida,Lakeland,"N Socrum Loop Rd and Fulton Green Rd",4,2,N/A
2109384,"September 5, 2021",Ohio,Cincinnati,"6308 Corbly Rd",0,4,N/A
2107828,"September 4, 2021",Louisiana,Monroe,"1600 block of Winnsboro Rd",1,3,N/A
2107930,"September 4, 2021","District of Columbia",Washington,"700 block of Longfellow St NW",3,3,N/A
2107916,"September 4, 2021",Alabama,Birmingham,"9164 Parkway E",2,2,N/A
2108406,"September 4, 2021",Georgia,"Warner Robins","Mauldon Ct and Dunmurry Pl",1,4,N/A
2107875,"September 4, 2021",Pennsylvania,Pittsburgh,"7300 block of Hamilton Ave",0,4,N/A
2107476,"September 4, 2021",Illinois,Chicago,"1400 block of S Tripp Ave",0,5,N/A
2107621,"September 3, 2021",Texas,Austin,"9345 US-290",1,3,N/A
2107168,"September 3, 2021","New York",Syracuse,"Nelson St and W Marcellus St",0,4,N/A
2107467,"September 3, 2021",Louisiana,"New Iberia","927 S Lewis St",1,3,N/A
2107198,"September 2, 2021","New York","Niagara Falls","336 19th St",0,4,N/A
2104725,"August 31, 2021","North Carolina","Elm City","3500 block of London Church Rd",2,2,N/A
2104181,"August 30, 2021",Illinois,Normal,"2000 block of Lambert Dr",3,3,N/A
2103256,"August 29, 2021",Tennessee,Nashville,"2621 Jefferson St",0,5,N/A
2102991,"August 29, 2021",Nevada,"Las Vegas","1750 S Rainbow Blvd",1,3,N/A
2103311,"August 29, 2021",Wisconsin,Milwaukee,"N 41st St and W Lloyd St",0,4,N/A
2103132,"August 28, 2021","New York",Albany,"Sherman St and Henry Johnson Blvd",0,5,N/A
2103035,"August 28, 2021",California,"San Diego","3100 block of Mission Blvd",0,4,N/A
2102694,"August 28, 2021",Illinois,Chicago,"2800 block of W 12th Pl",0,4,N/A
2101199,"August 27, 2021",California,"Los Angeles","8400 block of Fountain Ave",0,4,N/A
2101774,"August 27, 2021","West Virginia",Huntington,"300 block of Oney Ave",2,2,N/A
2102082,"August 27, 2021",Pennsylvania,"Sharon Hill","300 Calcon Hook Rd",1,4,N/A
2100578,"August 26, 2021",Minnesota,Minneapolis,"3006 Lyndale Ave",0,7,N/A
2098246,"August 23, 2021",Illinois,Chicago,"W Wilson Ave and N Sheridan Rd",0,4,N/A
2097075,"August 22, 2021",Illinois,Chicago,"3400 block of W Lake St",1,4,N/A
2098321,"August 22, 2021",Oregon,Portland,"322 NW Everett St",0,5,N/A
2097481,"August 22, 2021",Illinois,Carbondale,"501 W Cherry St",1,3,N/A
2097494,"August 22, 2021",Colorado,Denver,"19th St and Blake St",1,5,N/A
2097271,"August 22, 2021",Michigan,"Grand Rapids","1500 block of Linden Ave SE",1,3,N/A
2096687,"August 21, 2021",Illinois,Chicago,"3500 block of W Walnut St",0,4,N/A
2097063,"August 21, 2021",Illinois,Chicago,"1600 block of E 87th Pl",1,5,N/A
2095800,"August 20, 2021",Michigan,Flint,"2905 Saginaw St",1,3,N/A
2095116,"August 19, 2021",Illinois,Chicago,"300 block of E 47th St",0,4,N/A
2095087,"August 19, 2021",Pennsylvania,Philadelphia,"5100 block of Germantown Ave",1,4,N/A
2095394,"August 19, 2021",Maryland,Edgewood,"1700 block of Crimson Tree Way",1,3,N/A
2094421,"August 18, 2021",Maryland,Germantown,"19575 Scenery Dr",1,3,N/A
2094457,"August 18, 2021","North Carolina",Durham,"Ridgeway Ave and Wabash St",1,3,N/A
2094071,"August 18, 2021",Ohio,Youngstown,"619 Samuel Ave",2,4,N/A
2094035,"August 18, 2021",California,"Los Angeles","W Jefferson Blvd and Culver Blvd",0,4,N/A
2093581,"August 17, 2021","New York",Brooklyn,"422 Mother Gaston Blvd",0,5,N/A
2092469,"August 16, 2021","New York",Brooklyn,"927 DeKalb Ave",0,8,N/A
2092227,"August 16, 2021",Michigan,Detroit,"4421 Central Ave",1,3,N/A
2091597,"August 15, 2021",Texas,"San Antonio","1621 S New Braunfels Ave",3,2,N/A
2091489,"August 15, 2021",Illinois,Chicago,"1300 block of E 75th St",0,4,N/A
2091531,"August 14, 2021",Indiana,Indianapolis,"Wheeler St and E 28th St",1,3,N/A
2090949,"August 14, 2021","New York",Brooklyn,"Lexington Ave and Marcy Ave",0,4,N/A
2090971,"August 14, 2021",Ohio,Akron,"271 Maiden Ln",0,5,N/A
2090777,"August 14, 2021",Indiana,Indianapolis,"Lafayette Rd and W 38th St",1,4,N/A
2090924,"August 14, 2021","New Jersey",Trenton,"875 New Willow St",0,4,N/A
2092110,"August 14, 2021",Texas,"Wichita Falls","2406 Sheppard Access Rd",0,4,N/A
2089972,"August 13, 2021",Nevada,"Las Vegas","2601 E Sunset Rd",1,6,N/A
2088659,"August 11, 2021",Pennsylvania,Philadelphia,"5500 Rising Sun Ave",1,4,N/A
2087433,"August 10, 2021",Oregon,Portland,"NE Milton St",2,4,N/A
2089557,"August 10, 2021",Mississippi,Clarksdale,N/A,2,2,N/A
2086236,"August 9, 2021",Michigan,Flint,"3201 Hammerberg Rd",2,4,N/A
2086148,"August 9, 2021",Massachusetts,Boston,"27 Irma St",1,5,N/A
2085396,"August 8, 2021","New York",Brooklyn,"101 Wortman Ave",3,2,N/A
2085388,"August 8, 2021",Illinois,Chicago,"1800 block of W 87th St",1,6,N/A
2085401,"August 8, 2021",Illinois,Chicago,"8300 block of S Halsted St",1,4,N/A
2085489,"August 8, 2021",Texas,Houston,"2504 FM 1960 Rd E",1,5,N/A
2085438,"August 8, 2021","District of Columbia",Washington,"3600 block of New York Ave NE",0,4,N/A
2085542,"August 8, 2021",Louisiana,"New Orleans","700 block of Bourbon St",0,5,N/A
2085256,"August 7, 2021",Alabama,Montgomery,"200 block of John Morris Ave",0,4,N/A
2085071,"August 7, 2021",Illinois,Chicago,"211 S Maplewood Ave",0,4,N/A
2084884,"August 7, 2021",Virginia,Norfolk,"700 block of Granby St",0,4,N/A
2084889,"August 6, 2021",Tennessee,Nashville,"1000 block of 43rd Ave North",0,4,N/A
2082957,"August 4, 2021",Pennsylvania,Philadelphia,"3653 Germantown Ave",0,4,N/A
2081884,"August 3, 2021",Illinois,Urbana,"1204 W Church St",1,3,N/A
2081131,"August 2, 2021","South Carolina",Greenwood,"101 Heddy Rd",3,1,N/A
2080733,"August 2, 2021","South Carolina",Columbia,"6908 Two Notch Rd",0,9,N/A
2079920,"August 1, 2021",Louisiana,"New Orleans","1600 block of Iberville St",1,3,N/A
2080390,"August 1, 2021",Texas,Nacogdoches,"1400 block of Dolph St",1,3,N/A
2080536,"August 1, 2021","Rhode Island",Providence,"77 Reservoir Ave",0,5,N/A
2079913,"August 1, 2021",Louisiana,"New Orleans","Bourbon St and Orleans Ave",0,5,N/A
2079044,"July 31, 2021",Ohio,Columbus,"1662 W Mound St",1,5,N/A
2078897,"July 31, 2021",Illinois,Chicago,"1600 block of E Hayes Dr",1,3,N/A
2079271,"July 31, 2021",Indiana,Indianapolis,"1134 W 30th St",0,5,N/A
2080006,"July 31, 2021",Michigan,Saginaw,"2700 block of Lynnwood Ave",2,2,N/A
2079516,"July 31, 2021","New York","Corona (Queens)","97-07 37th Ave",0,10,N/A
2081480,"July 31, 2021",Ohio,Cleveland,"3100 block of W 25th St",0,5,N/A
2079533,"July 31, 2021",Kentucky,Lexington,"414 East 5th St",0,5,N/A
2078540,"July 29, 2021",Iowa,Davenport,"Pacific St and West Locust St",0,4,N/A
2077587,"July 29, 2021",Pennsylvania,Pittsburgh,"239 Gilkeson Rd",3,2,N/A
2077018,"July 28, 2021","District of Columbia",Washington,"3400 block of 22nd St SE",0,4,N/A
2077549,"July 28, 2021",Alabama,Montgomery,"1800 block of Rosa Parks Ave",1,3,N/A
2076889,"July 28, 2021","South Carolina",Charleston,"Hanover St and Johnson St",1,4,N/A
2074353,"July 25, 2021",Michigan,Detroit,"16342 W McNichols Rd",0,6,N/A
2074406,"July 25, 2021",California,Wasco,"1718 1st St",5,1,N/A
2073472,"July 25, 2021",Illinois,Chicago,"4800 block of W Race Ave",0,5,N/A
2073597,"July 25, 2021",Washington,Seattle,"100 block of Occidental Ave S",2,3,N/A
2072782,"July 24, 2021",Ohio,Columbus,"N High St and E 4th Ave",0,4,N/A
2072962,"July 24, 2021",Texas,Amarillo,"1306 NE 3rd Ave",0,6,N/A
2072761,"July 24, 2021",Georgia,Macon,"Cherry St and Martin Luther King Jr Blvd",2,3,N/A
2072342,"July 23, 2021","South Carolina",Spartanburg,"151 Palisade St",2,2,N/A
2071982,"July 23, 2021","South Carolina",Darlington,"505 Oleander Dr",0,4,N/A
2072896,"July 23, 2021",California,"San Rafael","842 4th St",2,4,N/A
2071343,"July 22, 2021",Texas,Houston,"9717 N Houston Rosslyn Rd",1,5,N/A
2070329,"July 21, 2021",Illinois,Chicago,"1400 block of S Ridgeway Ave",0,5,N/A
2069490,"July 21, 2021",Maryland,"Hyattsville (Adelphi)","1836 Metzerott Rd",1,4,N/A
2070645,"July 21, 2021",Illinois,Chicago,"1647 N La Salle Dr",0,8,N/A
2070310,"July 21, 2021",Illinois,Chicago,"3300 block of W Douglas Blvd",2,3,N/A
2068568,"July 20, 2021",Texas,Jacksonville,"16241 TX-110",4,0,N/A
2067728,"July 19, 2021","New Jersey","Perth Amboy","417 Fayette St",0,6,N/A
2068061,"July 19, 2021",Illinois,Chicago,"3308 W Flournoy St",0,4,N/A
2066335,"July 18, 2021",Ohio,Toledo,"5205 Telegraph Rd",1,3,N/A
2067135,"July 18, 2021",Florida,Gainesville,"1634 NE 8th Ave",1,4,N/A
2066680,"July 18, 2021","North Carolina",Burlington,"421 N Church St",0,4,N/A
2066905,"July 18, 2021",Arizona,Tucson,"1575 E 36th St",4,3,N/A
2067290,"July 18, 2021",Texas,Houston,"3421 Antoine Dr",3,2,N/A
2066812,"July 18, 2021",California,"Walnut Creek","SOS Dr and San Luis Rd",1,3,N/A
2065252,"July 17, 2021",Oregon,Portland,"300 block of SW 3rd Ave",1,6,N/A
2066189,"July 17, 2021",Illinois,Chicago,"5006 W Ohio St",0,6,N/A
2065009,"July 16, 2021",Pennsylvania,Philadelphia,"2700 block of Ruby Terr",1,4,N/A
2065634,"July 16, 2021",California,Sacramento,"L St and Front St",2,4,N/A
2064260,"July 16, 2021","New Hampshire",Manchester,"I 293 and Brown Ave",0,4,N/A
2066249,"July 16, 2021","South Carolina",Greenville,"840 Mauldin Rd",1,3,N/A
2064992,"July 16, 2021","District of Columbia",Washington,"2900 block of MLK Ave SE",1,5,N/A
2065118,"July 16, 2021",Illinois,Chicago,"647 N Lockwood Ave",1,4,N/A
2063495,"July 15, 2021",Texas,Levelland,"1105 10th St",1,5,N/A
2065533,"July 15, 2021",Massachusetts,Boston,"265 Centre St",0,4,N/A
2063897,"July 15, 2021",Missouri,"Lake Ozark","1312 Bagnell Dam Blvd",1,4,N/A
2062097,"July 14, 2021",Illinois,Chicago,"4600 block of W Monroe St",0,5,N/A
2062359,"July 14, 2021",Illinois,Chicago,"1533 W 79th St",0,5,N/A
2063394,"July 14, 2021",Delaware,Claymont,"50 block of Balfour Ave",2,2,N/A
2060865,"July 13, 2021",Indiana,Indianapolis,"4200 block of Arborcrest Dr",0,4,N/A
2060949,"July 13, 2021",Michigan,Detroit,"9855 Chalmers St",1,6,N/A
2060293,"July 12, 2021","New Jersey",Iselin,"515 US-1",0,4,N/A
2060706,"July 12, 2021",Pennsylvania,"Beaver Falls","900 9th St",2,3,N/A
2060605,"July 12, 2021","New York","Corona (Queens)","180th St and 145th Dr",0,4,N/A
2059440,"July 11, 2021",Texas,"El Paso (Socorro)","1300 Joe Battle Blvd",1,5,N/A
2059404,"July 10, 2021",Pennsylvania,Philadelphia,"W Butler St and N 9th St",0,6,N/A
2058950,"July 10, 2021",Massachusetts,Boston,"34 Cameron St",0,4,N/A
2058837,"July 10, 2021",Ohio,Springfield,"405 S Burnett Rd",1,3,N/A
2058421,"July 9, 2021",California,"Los Angeles","7114 W Manchester Ave",0,4,N/A
2057427,"July 8, 2021",Connecticut,Hartford,"Nelson St and Garden St",0,4,N/A
2053262,"July 5, 2021",Ohio,Toledo,"Lawrence Ave and Wall St",1,11,N/A
2053500,"July 5, 2021",California,"Santa Rosa","1500 block of Beachwood Dr",1,3,N/A
2055252,"July 5, 2021","New York",Buffalo,"50 block of Donovan Dr",1,3,N/A
2053048,"July 5, 2021",Illinois,Chicago,"6108 S Wabash Ave",2,4,N/A
2052524,"July 4, 2021",California,Thermal,"Jackson St and Airport Blvd",0,4,N/A
2054233,"July 4, 2021",Ohio,Cleveland,"Kinsman Rd and E 139th St",0,4,N/A
2054132,"July 4, 2021",Illinois,Peoria,"600 block of Haungs Ave",1,3,N/A
2053508,"July 4, 2021",Nevada,"North Las Vegas","1200 block of W Helen Ave",2,7,N/A
2052689,"July 4, 2021",Illinois,Danville,"12 S College St",0,4,N/A
2053346,"July 4, 2021",Texas,Dallas,"8200 block of Towns St",3,3,N/A
2053786,"July 4, 2021",Missouri,"Kansas City","E 43rd St and Indiana Ave",0,4,N/A
2053365,"July 4, 2021",Texas,Dallas,"3700 Dixon Ave",0,5,N/A
2052353,"July 4, 2021",Texas,"Fort Worth","3400 block of Horne St",0,8,N/A
2053563,"July 4, 2021",Illinois,Rantoul,"400 block of S Maplewood Dr",0,5,N/A
2052342,"July 4, 2021",Nebraska,Omaha,"2311 N 24th St",1,4,N/A
2052058,"July 3, 2021","North Carolina",Chadbourn,"Broadway Rd",3,1,N/A
2051763,"July 3, 2021",Pennsylvania,Lancaster,"50 block of W Orange St",0,4,N/A
2052471,"July 3, 2021",Georgia,Swainsboro,"229 S Main St",1,3,N/A
2052346,"July 3, 2021",Illinois,Chicago,"1000 block of W 89th St",0,4,N/A
2050836,"July 2, 2021",Virginia,Norfolk,"923 Madison Ave",0,4,N/A
2051190,"July 2, 2021",Pennsylvania,Philadelphia,"7700 block of Ogontz Ave",1,4,N/A
2050972,"July 2, 2021",Illinois,Champaign,"704 N Hickory St",1,4,N/A
2050593,"July 1, 2021",Illinois,Chicago,"6500 block of S Halsted St",0,7,N/A
2050151,"July 1, 2021","South Carolina",Spartanburg,"225 Amelia St",2,4,N/A
2050353,"July 1, 2021",Virginia,Chesapeake,"1200 block of Seaboard Ave",2,2,N/A
2049419,"June 30, 2021",Illinois,Chicago,"2200 block of S Millard Ave",0,4,N/A
2049845,"June 30, 2021",Texas,Houston,"12101 Fondren Rd",3,1,N/A
2049907,"June 30, 2021",Louisiana,Marrero,"6500 block of Lapalco Blvd",0,4,N/A
2050167,"June 30, 2021",Delaware,Dover,"100 block of S New St",1,3,N/A
2046714,"June 27, 2021",Illinois,Chicago,"2000 block of E 71st St",1,5,N/A
2046574,"June 27, 2021",Illinois,"Saint Charles","2051 Lincoln Hwy",1,3,N/A
2046897,"June 27, 2021",Illinois,Chicago,"6300 block of South Artesian Ave",1,10,N/A
2047170,"June 27, 2021",Tennessee,Memphis,"2500 block of Dunn Ave",3,1,N/A
2047726,"June 27, 2021","North Carolina",Greensboro,"801 Province Spring Cir",0,4,N/A
2046781,"June 26, 2021",Texas,Houston,"4902 Laura Koppe Rd",1,3,N/A
2045579,"June 26, 2021",Illinois,Chicago,"6100 block of N McCormick Blvd",1,3,N/A
2047787,"June 26, 2021",Alabama,"Fort Deposit","Forest Dr",1,3,N/A
2045043,"June 25, 2021",Ohio,Columbus,"I-670 and Neil Ave",0,4,N/A
2045564,"June 25, 2021",Illinois,Chicago,"7000 block of S Indiana Ave",0,4,N/A
2044701,"June 25, 2021","New York",Bronx,"Zerega Ave and Watson Ave",0,5,N/A
2044733,"June 24, 2021",Florida,Gainesville,"4701 NW 6th St",1,4,N/A
2043834,"June 23, 2021",Alabama,Montgomery,"100 block of Rotary St",2,2,N/A
