assessor_identification_number,taxrate_area,administrative_region_number,common_area_key,year_sold_to_state,recording_date,land_value,improvement_value,gross_personal_property_key,filler,fixture_value,real_estate_exemption,personal_property_exemption,fixture_exemption_value,homeowner's_exemption,first_owner_assessee_name,first_owner_assessee_name_overflow,second_owner_assessee_name,special_name_assessee,situs_address_key,situs_address_date_of_last_change,situs_address_postal_city_code,situs_address_house_number,situs_address_fraction,situs_address_direction,situs_address_unit,situs_address_zip_code,situs_address_street_name,situs_address_city_and_state,mail_address_key,mail_address_date_of_last_change,mail_address_postal_city_code,mail_address_house_number,mail_address_fraction,mail_address_direction,mail_address_unit,mail_address_zip_code,mail_address_street_name,mail_address_city_and_state,legal_description_-_last_line_narrative,legal_description_-_last_line_lot,legal_description_-_last_line_division,legal_description_-_last_line_region,legal_description_line_one,legal_description_line_two,legal_description_line_three,legal_description_line_four,legal_description_line_five,zoning_code,use_code,effective_year,year_built,building_-_square_feet_-_main
8342027024,7790,27.0,0,0,19750219,11873,140069,4,0,0,151942,5000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,,,D,20020520,74,1095,,W,,917660000,GRAND AVE,POMONA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,(EX OF STS),12,B,,*TR=A H SMITH'S SUB OF THE KIRKLAND,TRACT AND PART OF BLK 186 POMONA,,,,POR2*,7100,1940,1935,3248
8343009085,7790,6.0,0,0,20140102,119358,21602,Ã¿,0,0,140960,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,20150422,0,1086,,,,917650000,GRAND AVE,POMONA CA,F,20141007,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,POR OF VAC ALLEY AND LOT 3,,,,M R 3-90-91 FOR DESC SEE ASSESSOR'S MAPS,,,,,POR2,2700,1989,0,11235
8348008010,7771,27.0,0,0,19790323,167578,1601433,Ã¿,0,0,1769011,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19800601,74,1146,,W,,917680000,HOLT AVE,POMONA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,P M,1,,,*TR=PARCEL MAP AS PER BK 108 P 86-87 OF,,,,,POC4-R31000*,7100,0,0,0
8348008062,7771,27.0,0,0,19790323,212502,1214095,4,0,0,1426597,50000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP AND,ROMAN CATHOLIC ARCHBISHOP OF L A,,D,19850413,74,1150,,W,,917680000,HOLT AVE,POMONA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,*POR OF,2,,,PARCEL MAP AS PER BK 108 P 86-87 OF P M,,,,,POC4-R31000*,7100,0,0,0
8349027014,7790,27.0,0,0,19670145,11973,109712,Ã¿,0,0,121685,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,SACRED HEART CHURCH OF POMONA,,D,19670923,74,1215,,S,,917660000,HAMILTON BLVD,POMONA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,OF,1,3,,POMONA HEIGHTS ADD N 70 FT OF E 100 FT,,,,,POR2*,7100,1974,1974,2792
8349027015,7790,27.0,0,0,19670145,65429,820105,4,0,0,885534,10000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,SACRED HEART,,D,19750318,74,1263,,S,,917660000,HAMILTON BLVD,POMONA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,4,3,,POMONA HEIGHTS ADD LOT COM S ON E LINE,OF LOT 1 BLK 3 70 FT FROM NE COR OF SD,LOT TH W 100 FT TH N 70 FT TH W,312.53 FT TH S 160.8 FT TH E 80 FT TH S,TO N LINE OF GRAND AVE TH E THEREON AND,POR2*,7100,1970,1951,13812
8349027016,7790,27.0,0,0,19570401,13102,92842,4,0,0,105944,5000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,SACRED HEART CHURCH,,D,20020520,74,1155,,W,,917660000,GRAND AVE,POMONA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,FT OF,4,3,,POMONA HEIGHTS ADD W 13.82 FT OF S 120,FT OF LOT 3 AND E 66.18 FT OF S 120,,,,POR2*,7100,1953,1953,4943
8349027045,7790,6.0,0,0,19710128,29186,0,Ã¿,0,0,29186,0,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,SACRED HEART,,D,0,0,0,,,,0,,,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,20,3,,POMONA HEIGHTS ADD   E 100 FT OF S,165.4 FT OF LOT 17 AND S 165.4 FT OF,LOT 18 AND W 34 FT OF,,,POR2*,010V,0,0,0
8349027046,7790,6.0,0,0,20160921,321660,107219,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,19670923,74,1144,,W,,917660000,11TH ST,POMONA CA,F,20161025,0,3424,,,6TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,18,3,,POMONA HEIGHTS ADD N 130.4 FT OF,,,,,POR2*,0200,0,0,0
8349027050,7790,27.0,0,0,19591103,24656,724820,Ã¿,0,0,749476,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19720801,74,1215,,S,,917660000,HAMILTON BLVD,POMONA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,20,3,,POMONA HEIGHTS ADD   E 180 FT OF,,,,,POR2*,7100,1970,1970,9600
8381036026,5283,27.0,0,0,19941108,32574,0,Ã¿,0,0,30717,0,0,0,ARCHDIOCESE OF LOS ANGELES,,,,,0,0,0,,,,0,,,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,RANCHO SAN JOSE,,,,"LAND DESC IN DOC 2021233,941108 POR OF",,,,,LVI*,700V,0,0,0
8381036029,5282,27.0,0,0,20000102,756731,10069925,4,0,20000,10826656,80000,20000,0,ARCHDIOCESE OF LA EDUCATION AND,WELFARE CORP,DAMIEN HIGH SCHOOL,,D,20040518,44,2280,,,,917500000,DAMIEN AVE,LA VERNE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,"2 1/2,LOT 1,POR LOT 2 LA VERNE TRACT",,,,"POR SD RO RANCHO SAN JOSE AND VAC ST,BLK",,,,,LVI*,72T0,0,0,0
8391021075,5045,6.0,0,0,19971023,110624,191759,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,19791002,44,764,,,,917500000,DICKENS LN,LA VERNE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,*TR=29849,46,,,,,,,,LVPR8A*,0100,1979,1979,1828
8391023046,5066,27.0,0,0,19780512,104608,13428693,Ã¿,0,0,13533301,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,20040327,79,724,,E,,917730000,BONITA AVE,SAN DIMAS CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,1/4 OF NE 1/4 OF,11,1S,9,*TR=SUB OF THE RANCHO ADD TO SAN JOSE,AND A PORTION OF RANCHO SAN JOSE*LOT,COM AT INTERSECTION OF S LINE OF BONITA,AVE WITH E LINE OF SAN DIMAS CANYON RD,TH E ON SD S LINE 275 FT WITH A UNIFORM,SDAP*,7100,0,0,0
8391023047,5066,27.0,0,0,19580303,390949,1066059,4,0,0,1457008,45000,0,0,ARCHDIOCESE OF L A EDUC AND,,WELFARE CORP,,D,20040327,79,724,,E,,917730000,BONITA AVE,SAN DIMAS CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,11,1S,9,*TR=SUB OF THE RANCHO ADD TO SAN JOSE,AND A PORTION OF RANCHO SAN JOSE*LOT ON,S LINE OF BONITA AVE COM E THEREON 275,FT FROM E LINE OF SAN DIMAS CANYON RD TH,E THEREON 355 FT TH S 610 FT TH W 630 FT,SDAP*,7200,1957,1957,21681
8391023065,5066,6.0,0,0,20170330,47175,0,Ã¿,0,0,0,0,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,C/O REAL ESTATE DEPT,,0,0,0,,,,0,,,F,20180320,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,NW 1/4 OF NE 1/4 OF SEC 11 T1S R9W,,,,"LAND DESC IN DOC 0350572,033017 POR OF",,,,,SDAP*,8800,0,0,0
8402001001,2645,27.0,0,0,19740225,61126,840344,Ã¿,0,0,901470,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,21,1700,,E,,917240000,COVINA BLVD,COVINA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,8,1S,9,SUB OF THE RANCHO ADD TO SAN JOSE AND A,PORTION OF THE RANCHO SAN JOSE   LOT,COM E 170 FT AND S 40 FT FROM NW COR OF,W 1/2 OF NW 1/4 OF SW 1/4 OF SEC 8 T 1S,R 9W TH S 200 FT TH W TO E LINE OF,CVRD2000*,7100,1973,1973,12946
8402001002,2645,27.0,0,0,19740225,57048,244128,4,0,0,301176,10000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,,,D,19930701,21,1720,,E,,917240000,COVINA BLVD,COVINA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,8,1S,9,SUB OF THE RANCHO ADD TO SAN JOSE AND A,PORTION OF THE RANCHO SAN JOSE   LOT,COM E 170 FT AND S 40 FT FROM NW COR OF,W 1/2 OF NW 1/4 OF SW 1/4 OF SEC 8 T 1S,R 9W TH S 180 FT TH E 130 FT TH N TO S,CVRD2000*,7100,1965,1965,7000
8402001022,2645,27.0,0,0,19780228,13159,139277,Ã¿,0,0,152436,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930701,21,1728,,E,,917240000,COVINA BLVD,COVINA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,OF SW 1/4 OF,8,1S,9,*TR=SUB OF THE RO ADD TO SAN JOSE AND,A POR OF RANCHO SAN JOSE*E 90 FT OF,S 125 FT OF N 365 FT OF W 1/2 OF NW 1/4,,,CVRD2000*,7100,1968,1968,4216
8402001023,2645,27.0,0,0,19650224,383190,2931004,4,0,0,3314194,20000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,,,D,19930701,21,1728,,E,,917240000,COVINA BLVD,COVINA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,8,1S,9,*TR=SUB OF THE RO ADD TO SAN JOSE AND,A POR OF RO SAN JOSE*LOT COM S 40 FT,FROM NE COR OF W 1/2 OF NW 1/4 OF SW,1/4 OF SEC 8 T 1S R 9W TH S 200 FT TH,W 90 FT TH S 125 FT TH E 90 FT TH S TO,CVRD2000*,7200,0,0,0
8417007023,3126,27.0,0,0,19770801,149388,0,Ã¿,0,0,149388,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,19950605,9,4604,,,,917060000,IRWINDALE AVE,IRWINDALE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,SE 1/4 OF,9,1S,10,LOT COM N ON W LINE OF NW 1/4 OF SE 1/4,OF SEC 9 T 1S R 10W 210.01 FT AND E,PARALLEL WITH S LINE OF SD NW 1/4 OF,SE 1/4 50 FT FROM SW COR OF SD NW 1/4,OF SE 1/4 TH E PARALLEL WITH SD S LINE,IRC1*,100V,0,0,0
8417007024,3126,6.0,0,0,19770801,38179,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,0,0,0,,,,0,,,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,SE 1/4 OF,9,1S,10,0.54 MORE OR LESS AC COM N ON W LINE OF,NW 1/4 OF SE 1/4 OF SEC 9 T 1S R 10W,210.01 FT AND E PARALLEL WITH S LINE OF,SD NW 1/4 OF SE 1/4 50 FT FROM SW COR OF,SD NW 1/4 OF SE 1/4 TH E PARALLEL WITH,IRA1*,010V,0,0,0
8417007025,3126,27.0,0,0,19630716,221272,6413785,Ã¿,0,0,6635057,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,20060521,9,16025,,,,917060000,CYPRESS AVE,IRWINDALE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,SE 1/4 OF,9,1S,10,5.03 MORE OR LESS ACS COM AT INTER-,SECTION OF SE LINE OF BIG DALTON WASH,PER FM12034-3 WITH W LINE OF E 630 FT OF,NW 1/4 OF SE 1/4 OF SEC 9 T 1S R 10W TH,SW ON SD SE LINE TO N PROLONGATION OF E,IRA1*,7100,0,0,0
8453011020,3065,6.0,0,0,19881102,161391,102096,Ã¿,0,0,0,0,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,19930701,21,778,,S,,917230000,ALBERTSON AVE,COVINA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TRACT # 16689,20,,,,,,,,CVR1*,0100,1954,1954,1247
8453019014,3065,27.0,0,0,19580227,545865,1393040,4,0,0,1938905,15000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP SACRED HEART,,,D,19981222,21,360,,W,,917230000,WORKMAN ST,COVINA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,PART OF,3,27,,PHILLIPS TR RO LA PUENTE   LOT COM AT,INTERSECTION OF S LINE OF WORKMAN ST,WITH W LINE OF LOT 3 BLK 27 TH E ON SD,S LINE 340 FT TH S PARALLEL WITH SD W,LINE 327 FT TH E PARALLEL WITH SD S,CVR17500*,7200,1953,1953,29551
8453019015,3065,27.0,0,0,19720000,274051,1678107,4,0,0,1952158,15000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP SACRED HEART,,,D,19981222,21,344,,W,,917230000,WORKMAN ST,COVINA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,3,27,,PHILLIPS TR RO LA PUENTE   LOT ON S,LINE OF WORKMAN ST COM E THEREON,340 FT FROM W LINE OF LOT 3 BLK 27 TH,E ON SD S LINE 90.6 FT TH S PARALLEL,WITH SD W LINE 227 FT TH E PARALLEL,CVR17500*,7100,0,0,0
8453019016,3065,27.0,0,0,19600226,117980,1960126,Ã¿,0,0,2078106,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,L A SACRED HEART,,,D,19981222,21,330,,W,,917230000,WORKMAN ST,COVINA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,E 236 FT OF,3,27,,PHILLIPS TR RO LA PUENTE   N 227 FT OF,,,,,CVR17500*,7100,0,0,0
8453023008,3083,6.0,0,0,19670145,30776,69215,Ã¿,0,0,0,0,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,SACRED HEART,,D,19930701,101,2309,,E,,917910000,MARDINA ST,WEST COVINA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TRACT # 20181,6,,,,,,,,WCR17500*,0100,1963,1954,1394
8465012011,2223,27.0,0,0,19580227,203836,1795259,4,0,25000,1999095,75000,25000,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,BISHOP OF AMAT HIGH SCHOOL,,D,20040327,43,14301,,,,917460000,FAIRGROVE AVE,LA PUENTE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TO BEG PART OF,365,,,TRACT NO 606 THAT PART EX OF ST IN CO,SAN DIST NO 15 OF LOT COM AT MOST S COR,OF LOT 365 TH N 48Â07' W 927.36 FT TH,N 41Â53' E 880 FT TH S 48Â07' E,777.36 FT TH S 41Â53' W 350 FT TH S,LCA16000*,7200,0,0,0
8465012013,15166,6.0,0,0,19620223,693073,5976272,4,0,25000,6669345,75000,25000,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,,,D,20011218,43,1303,,N,,917440000,ORANGE AVE,LA PUENTE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,LOT 365,,,,TR=606 SE 927.36 FT OF NE 680 FT OF,,,,,LCA16000*,7200,0,0,0
8475008032,9487,27.0,0,0,20091112,542365,3815469,4,0,0,4357834,50000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,,C/O REAL ESTATE DEPT,D,19930701,101,629,,S,,917900000,GLENDORA AVE,WEST COVINA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,E J BALDWIN FOURTH SUB EX OF STS LOT 166,,,,,,,,,WCR1*,7100,0,0,0
8511015016,6264,5.0,0,0,19901017,103936,507368,Ã¿,0,0,611304,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,L A,,,D,19950605,5,1307,,E,,910060000,LONGDEN AVE,ARCADIA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,N 20Â35' W TO BEG,,,,WATER DISTRIBUTION SYSTEM IMPS EXCEPT-,ED PURSUANT TO R & T SEC 2189.6.,RANCHO SAN FRANCISQUITO   0.76 MORE OR,LESS AC COM S 20Â35' W 963.31 FT FROM,NE COR OF LOT 148 ARCADIA ACREAGE TR TH,LCRA*,7100,0,0,0
8511015021,6264,5.0,0,0,19901017,566259,872053,Ã¿,0,0,1433709,0,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,19920513,55,2701,,,,910160000,PECK RD,MONROVIA CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TO BEG,,,,RANCHO SAN FRANCISQUITO  LOT COM S 66Â,E 96.56 FT AND S ON W LINE OF PECK RD,173.5 FT FROM MOST E COR OF LOT 148,ARCADIA ACREAGE TR TH N 66Â W 141.55 FT,TH SW ON SE LINE OF SD LOT TO A PT,LCRA*,7200,0,0,0
8517016018,13273,27.0,0,0,20190222,81414,4637,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,,0,0,0,,,,0,,,F,20190917,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,022219 POR OF LOT 6 IN SEC 25 T1N R11W,,,,"MR 6-80-82 LAND DESC IN DOC 159132,",,,,,MOM-P/QP*,2700,0,0,0
8517016019,6215,27.0,0,0,20190222,41798,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,,0,0,0,,,,0,,,F,20190917,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,POR OF LOT 6 IN SEC 25 T1N R11W,,,,MR 6-80-82 FOR DESC SEE ASSESSOR'S MAPS,,,,,MOP/QP*,2700,0,0,0
8517016022,6215,27.0,0,0,20190222,83742,847779,Ã¿,0,0,931521,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,19950605,55,740,,S,,910160000,SHAMROCK AVE,MONROVIA CA,F,20190917,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,POR OF LOT 6 IN SEC 25 T1N R11W,,,,MR 6-80-82 FOR DESC SEE ASSESSOR'S MAPS,,,,,MOP/QP*,7100,1949,1948,4171
8553007009,2088,6.0,0,0,19730216,21258,35712,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP,,,,D,19930701,9,3910,,,,917060000,STEWART AVE,BALDWIN PARK CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,SW 300 FT OF,1,,,TRACT # 718 NW 60 FT OF SE 145.2 FT OF,,,,,BPR3*,0200,0,0,0
8553007014,2088,27.0,0,0,19670145,34623,600234,Ã¿,0,0,634857,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,ST JOHN THE BAPTIST,,,D,19930701,9,3843,,,,917060000,BALDWIN PARK BLVD,BALDWIN PARK CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,12,,,TRACT # 718  LOT (EX OF STS) COM AT MOST,"S COR OF LOT 12 TH N 14Â47'20"" W","231.51 FT TH N 75Â12'40"" E 110 FT TH S","14Â47'20"" E TO SE LINE OF SD LOT TH SW",THEREON TO BEG  PART OF,BPR2*,7100,1956,1956,11799
8553007020,2088,27.0,0,0,19670145,19222,259866,Ã¿,0,0,279088,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,ST JOHN THE BAPTIST,,D,19930701,9,3848,,,,917060000,STEWART AVE,BALDWIN PARK CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,12,,,"TRACT # 718 LOT COM S 14Â47'20"" E 169.5","FT FROM NW COR OF LOT 12 TH S 14Â47'20""",E 95 FT WITH A UNIFORM DEPTH OF 110 FT N,"75Â12'40"" E PART OF",,BPR3*,7100,1950,1950,4008
8553007022,2088,6.0,0,0,19931001,13102,103032,Ã¿,0,0,90267,0,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,20011218,9,3883,,,,917060000,BALDWIN PARK BLVD,BALDWIN PARK CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,12,,,TRACT # 718  LOT (EX OF ST) COM S 41Â,53' W 126.63 FT FROM SE COR OF LOT 12,"TH S 41Â53' W 50 FT TH N 37Â20'10"" W TO",NW LINE OF SD LOT TH NE THEREON 53.19 FT,"TH S 37Â20'10"" E TO BEG PART OF",BPR3*,0500,1958,1958,4534
8553007023,2088,6.0,0,0,19931001,4948,316746,Ã¿,0,0,321694,0,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,19930701,9,3881,,,,917060000,BALDWIN PARK BLVD,BALDWIN PARK CA,F,20120516,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TO BEG PART OF,12,,,TRACT # 718 LOT COM S 41Â53' W 176.63 FT,"AND N 37Â20'10"" W 116.87 FT FROM SE COR","OF LOT 12 TH N 37Â20'10"" W 98.08 FT TH S","75Â12'40"" W 12 FT TH S 14Â47'20"" E","111.82 FT TH N 52Â04'04"" E 53.96 FT",BPR3*,0200,0,0,0
8553007029,2088,27.0,0,0,19560304,285378,1293678,4,0,0,1579056,65000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST JOHN THE BAPTIST,,D,19930701,9,3849,,,,917060000,BALDWIN PARK BLVD,BALDWIN PARK CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,12,,,TRACT NO 718  LOT (EX OF ST) COM AT SE,COR OF LOT 12 TH NW ON NE LINE OF,"LOTS 12 AND 1, 228.97 FT TH S 75Â12'40""","W 300 FT TH S 14Â47'20"" E 42.3 FT TH S","75Â12'40"" W 300 FT TH SE ON NE LINE OF",BPR3*,7100,0,0,0
8553009005,2088,27.0,0,0,19550704,18314,1324,Ã¿,0,0,19638,0,0,0,ARCHDIOCESE OF L A EDUC AND,,WELFARE CORP,,D,19930701,9,3963,,,,917060000,BALDWIN PARK BLVD,BALDWIN PARK CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,3,,,LA RICA TRACT (EX OF ST),,,,,BPR3*,101X,1945,1945,0
8553009008,2088,27.0,0,0,19550704,421,421,Ã¿,0,0,842,0,0,0,ARCHDIOCESE OF L A EDUC AND,,WELFARE CORP,,D,19930701,9,3963,,,,917060000,BALDWIN PARK BLVD,BALDWIN PARK CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,6,,,LA RICA TRACT NW 20 FT OF,,,,,BPR3YY,101X,1928,1928,0
8553009028,2088,27.0,0,0,19550704,50933,105519,4,0,0,156452,5000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,,,D,19930701,9,3963,,,,917060000,BALDWIN PARK BLVD,BALDWIN PARK CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,5,,,LA RICA TRACT  (EX OF ST) LOTS 4 AND,,,,,BPR3*,7100,1928,1928,7137
8568025021,3610,27.0,0,0,20091110,628049,3137416,Ã¿,0,0,3765465,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,20161104,0,11359,,,,917310000,COFFIELD AVE,EL MONTE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,AND POR RO SAN FRANCISQUITO,,,,LOT 4 AND POR OF LOT 5 TR=13248,,,,,EMRY,7100,0,0,0
8568031003,3651,27.0,0,0,19911227,1298460,0,Ã¿,0,0,1298460,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,,0,0,0,,,,0,,,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,RANCHO SAN FRANCISQUITO POR OF SD RO,,,,,,,,,RMR1*,300V,0,0,0
8568034026,3610,27.0,0,0,20170809,62018,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,,0,0,0,,,,0,,,F,20180116,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,TR=51734 LOTS 31 AND 32,,,,,,,,,EMR4*,2700,0,0,0
8575014002,3610,27.0,0,0,19880203,430935,231637,Ã¿,0,0,662572,0,0,0,THE ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,19930701,25,3801,,,,917310000,TYLER AVE,EL MONTE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,17,,,"TRACT # 13389 LOT COM S 67Â44'20"" E 20",FT FROM NW COR OF LOT 17 TH SW TO SW COR,OF SD LOT TH SE AND FOLLOWING BDRY LINE,OF SD LOT TO BEG PART OF,,EMC0*,1700,1956,1954,4324
8575016001,3610,5.0,0,0,19670145,73132,184368,Ã¿,0,0,257500,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,20060521,25,3743,,,,917310000,TYLER AVE,EL MONTE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,BEG PART OF,1,,,TRACT NO 13389 LOT COM AT MOST E COR OF,"LOT 1 TH S 22Â15'40"" W 117.42 FT TH N","67Â44'20"" W 120 FT TH N 22Â15'40"" E TO",NE LINE OF SD LOT TH SE THEREON TO,,EMR4*,7100,1949,1949,5358
8575016002,3610,5.0,0,0,19670145,83554,780198,Ã¿,0,0,863752,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,NATIVITY CHURCH,,D,20060521,25,3743,,,,917310000,TYLER AVE,EL MONTE CA,F,20120405,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,1,,,"TRACT # 13389 LOT COM S 22Â15'40"" W",117.42 FT FROM MOST E COR OF LOT 1 TH S,"22Â15'40"" W 114 FT WITH A UNIFORM DEPTH","OF 184 FT N 67Â44'20"" W PART OF",,EMR4YY,7100,1954,1954,11423
