version,version_season,season_name,season,item,item_description,category,castaway,castaway_id,cost,covered,money_remaining,auction_num,participated,notes,alternative_offered,alternative_accepted,other_item,other_item_category
AU,AU02,Survivor Australia: 2017,2.0,3.0,Cheesecake And Champagne,Food and drink,Henry,AU0039,500.0,False,0.0,1.0,,,,,,
AU,AU02,Survivor Australia: 2017,2.0,4.0,Coconut,Bad item,Sarah,AU0041,500.0,True,0.0,1.0,,,,,,
AU,AU02,Survivor Australia: 2017,2.0,5.0,"Burritos, Tortilla Chips, Salsa, Guacamole, And A Margarita",Food and drink,Locky,AU0044,500.0,False,0.0,1.0,,,,,,
AU,AU02,Survivor Australia: 2017,2.0,6.0,A Phone Call From Home,Letter or message from home,Tara,AU0047,500.0,False,0.0,1.0,,,,,,
AU,AU02,Survivor Australia: 2017,2.0,7.0,"Burger, Fries, And Soft Drink",Food and drink,Jericho,AU0048,200.0,True,300.0,1.0,,,,,,
AU,AU02,Survivor Australia: 2017,2.0,8.0,Advantage In The Next Immunity Challenge,Advantage,Peter,AU0046,320.0,False,180.0,1.0,,,,,,
AU,AU02,Survivor Australia: 2017,2.0,9.0,"Luxurious Night From Camp, Along With Pizza, Beer, And Chocolates","Food and drink, comfort",Tessa,AU0040,320.0,True,180.0,1.0,Michelle,This item can be shared with one other person. Tessa chose to share it with Michelle.,,,,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,1.0,A Glass Of Chocolate Milk,Food and drink,Samuel,AU0062,80.0,False,420.0,1.0,,,,,,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,2.0,Bought Out Of Auction; Seat At Beggar's Table,Advantage,Shane,AU0071,250.0,True,250.0,1.0,,This item allows the recipient to beg for any food won at the auction.,,,,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,3.0,Poached Eggs And Tomato On Toast,Food and drink,Fenella,AU0066,200.0,False,300.0,1.0,,,,,,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,4.0,Pavlova,Food and drink,Sharn,AU0070,320.0,False,180.0,1.0,,,,,,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,5.0,Bowl Of Rice,Bad item,Brian,AU0069,320.0,True,180.0,1.0,,,,,,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,6.0,"Burger, Chips, And Soda",Food and drink,Benji,AU0064,460.0,False,40.0,1.0,,,,,,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,7.0,A Jar Of Sweets (And Vote Steal),Food and drink,Shonee,AU0068,500.0,False,0.0,1.0,,The advantage was hidden,,,,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,8.0,A Pizza,Food and drink,Lydia,AU0060,,False,500.0,1.0,,,,,,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,9.0,Double Mattress And Pillow That Can Used For Three Nights,Comfort,Brian,AU0069,320.0,False,180.0,1.0,,,,,,
AU,AU05,Survivor Australia: All Stars,5.0,1.0,Mystery Scroll (Auction Advantage),Food and drink,Phoebe,AU0011,500.0,False,1500.0,1.0,,This item allows the winner to receive any items available during the auction by default at the cost of removing them from the auction. Phoebe also had to choose a person from the other tribe to join her. Phoebe chose AK to join her.,,,,
AU,AU05,Survivor Australia: All Stars,5.0,2.0,Avocado Toast,Food and drink,Harry,AU0092,180.0,False,1820.0,1.0,,,,,,
AU,AU05,Survivor Australia: All Stars,5.0,3.0,"T-Bone Steak, Mushroom Sauce, Mashed Potatoes",Food and drink,Mat,AU0063,340.0,False,1480.0,1.0,,,,,,
AU,AU05,Survivor Australia: All Stars,5.0,4.0,A Video Message From Home,Letter or message from home,Nick,AU0014,340.0,False,1160.0,1.0,,,,,,
AU,AU05,Survivor Australia: All Stars,5.0,5.0,Margarita Pizza,Food and drink,John,AU0087,300.0,True,1180.0,1.0,,,,,,
AU,AU05,Survivor Australia: All Stars,5.0,6.0,Mexican Parm And Cup Of Beer,Food and drink,Lee,AU0023,460.0,False,700.0,1.0,,,,,,
AU,AU05,Survivor Australia: All Stars,5.0,7.0,"Beef Burritos With The Fixings (Sour Cream, Guacamole, Salsa) And Ice-Cold Margarita",Food and drink,Locky,AU0044,240.0,False,940.0,1.0,,,,,,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,1.0,Meat Pie And Sauce,Food and drink,Chrissy,AU0132,100.0,False,400.0,1.0,,,,,,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,2.0,Chicken Parmesan With Chips And Glass Of Beer,Food and drink,Jordan,AU0126,500.0,False,0.0,1.0,,,,,,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,3.0,Burger With Fixings And Chips And Tomato Relish,Food and drink,David,AU0123,500.0,False,0.0,1.0,,,,,,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,4.0,Steak And Chips And Soft Drink,Food and drink,Mark,AU0031,500.0,True,0.0,1.0,,,,,,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,5.0,Pizza And Glass Of Red Wine,Food and drink,Shay,AU0139,300.0,False,200.0,1.0,,,,,,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,6.0,Vegemite Toast,Food and drink,Sam,AU0030,500.0,True,0.0,1.0,,,,,,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,7.0,Cup Of Tea With Milk And Sugar,Food and drink,KJ,AU0136,220.0,True,280.0,1.0,,This item secretly came along with a clue to an advantage.,,,,
AU,AU07,Survivor Australia: Blood vs. Water,7.0,8.0,Letter From Home,Letter or message from home,Shay,AU0139,200.0,False,0.0,1.0,,Shay had the choice between keeping her letter or giving up her letter so the rest of the tribe could receive their letters. Shay chose to give up her letter.,,,,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,1.0,Cheeseburger With Fries And Ice Cold Beer,,Liz,AU0145,320.0,False,2180.0,1.0,,,,,,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,2.0,Bar Of Milk Chocolate,,Sam,AU0019,380.0,True,1800.0,1.0,,,,,,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,3.0,Mystery Scroll (Voucher For One Brown Onion),,Ben,AU0141,400.0,True,2100.0,1.0,,,,,,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,4.0,Jar Of Peanut Butter,,Simon,AU0106,,False,,1.0,,,,,,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,5.0,Bowl Of Spaghetti And Meatballs And Glass Of Wine,,Shaun,AU0085,500.0,False,,1.0,,,,,,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,6.0,"Beef Tacos Along With Guacamole, Salsa And Sour Cream And Frozen Margarita",,Flick,AU0117,480.0,False,1620.0,1.0,,,,,,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,7.0,A Video Call From Home,,Jordie,AU0133,220.0,False,,1.0,,,,,,
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,8.0,An Afternoon Retreat Away From Camp,,George,AU0118,320.0,True,1300.0,1.0,"Liz, Shonee","This item can be shared with two people; George chose Liz and Shonee. The winning bidder will also receive a cash prize worth 60,000AUD.",,,,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,1.0,Popcorn And Lemonade,Food and drink,Raymond,AU0169,400.0,False,100.0,1.0,,Contained a hidden advantage,,,,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,2.0,Fried Chicken And Coke,Food and drink,Aileen,AU0153,500.0,True,0.0,1.0,,,,,,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,3.0,Pepperoni Pizza,Food and drink,Kirby,AU0164,500.0,False,0.0,1.0,,,,,,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,4.0,Brownies And Ice Cream,Food and drink,Caroline,AU0155,440.0,True,60.0,1.0,,,,,,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,5.0,"Chicken Parmi, Fries, And Beer",Food and drink,Valeria,AU0174,120.0,False,380.0,1.0,,,,,,
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,6.0,A Trip To The Survivor Dental Clinic,Comfort,Feras,AU0158,500.0,True,0.0,1.0,,,,,,
SA,SA04,Survivor South Africa: Maldives,4.0,1.0,"Boerie Roll With Fries, Mustard, And Tomato Sauce",Food and drink,MXO,SA0064,400.0,False,100.0,1.0,,,,,,
SA,SA04,Survivor South Africa: Maldives,4.0,2.0,Advantage In The Game,Advantage,Bonnie,SA0065,100.0,True,400.0,1.0,,The advantage was revealed to be a clue to the Hidden Immunity Idol.,,,,
SA,SA04,Survivor South Africa: Maldives,4.0,3.0,Koeksisters And Coffee,Food and drink,Letshego,SA0066,220.0,True,280.0,1.0,,,,,,
SA,SA04,Survivor South Africa: Maldives,4.0,4.0,Bowl Of Chocolate Milkshake,Food and drink,Tejan,SA0061,500.0,True,0.0,1.0,,The winner has 60 seconds to drink as much milkshake as they can they may choose to share the milkshake with the tribe. Tejan chose to share the milkshake with the tribe.,,,,
SA,SA04,Survivor South Africa: Maldives,4.0,5.0,A Key To A New Volvo V60,Car,Alison,SA0063,320.0,True,180.0,1.0,,,,,,
SA,SA06,Survivor South Africa: Philippines,6.0,1.0,"Fried Chicken, Fries, And Soda",Food and drink,Jeanne,SA0104,400.0,False,100.0,1.0,,,,,,
SA,SA06,Survivor South Africa: Philippines,6.0,2.0,Donuts,Food and drink,Tom,SA0105,190.0,True,310.0,1.0,,,,,,
SA,SA06,Survivor South Africa: Philippines,6.0,3.0,Bowl Of Rice,Food and drink,Werner,SA0102,200.0,True,300.0,1.0,,,,,,
SA,SA06,Survivor South Africa: Philippines,6.0,4.0,Gourmet Sandwich And Fruit Juice,Food and drink,Annalize,SA0103,300.0,True,200.0,1.0,,,,,,
SA,SA06,Survivor South Africa: Philippines,6.0,5.0,Biltong And Beer,Food and drink,PK,SA0100,320.0,False,180.0,1.0,,"PK was given the option of giving up the meal to all his tribemates in exchange for a covered item. PK kept the meal, and the covered item was put up for bid.",,,,
SA,SA06,Survivor South Africa: Philippines,6.0,6.0,Advantage In The Upcoming Immunity Challenge,Advantage,Katinka,SA0101,300.0,True,200.0,1.0,,,,,,
SA,SA06,Survivor South Africa: Philippines,6.0,7.0,Bowl Of Peanut Butter,Food and drink,Werner,SA0102,300.0,True,0.0,1.0,,"Werner was given 20 seconds to have the bowl of peanut butter to himself, and another 60 seconds to share the peanut butter with his tribe.",,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,1.0,Letters From Home,Letter or message from home,Santoni,SA0141,50.0,False,450.0,1.0,,Nico offered the letters at a flat rate of 50 Nicos.,,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,2.0,Letters From Home,Letter or message from home,Anela,SA0145,50.0,False,450.0,1.0,,,,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,3.0,Bubble Bath And Champagne,Comfort,,,,False,,1.0,,"This item allows the recipient to beg for any food item won at the auction. Because no one bought the previous item, Nicole received the bubble bath & champagne.",,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,4.0,Beggar's Plate,Advantage,Nicole,SA0146,100.0,True,400.0,1.0,,,,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,5.0,"Sweets, Chocolate, Cake, And Chocolate Milkshake",Food and drink,Chappies,SA0144,200.0,False,300.0,1.0,,,,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,6.0,Tapas,Food and drink,Anela,SA0145,200.0,False,300.0,1.0,,,,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,7.0,Fish And Chips,Food and drink,Tyson,SA0143,100.0,True,400.0,1.0,,,,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,8.0,Challenge Advantage,Advantage,Tyson,SA0143,250.0,True,150.0,1.0,,Kiran was instructed to hand over his remaining money to one tribemate. He chose Wardah.,,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,9.0,Bought Themselves Out Of The Auction,Bad item,Kiran,SA0142,300.0,True,200.0,1.0,,,,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,10.0,Vetkoek And Mince,Food and drink,Wardah,SA0140,250.0,True,250.0,1.0,,,,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,11.0,Immunity Island Send Ticket,Advantage,Nicole,SA0146,350.0,True,50.0,1.0,,,,,,
SA,SA08,Survivor South Africa: Immunity Island,8.0,12.0,Kiran's Letter From Home,Food and drink,Wardah,SA0140,50.0,False,200.0,1.0,,,,,,
UK,UK01,Survivor: Pulau Tiga,1.0,1.0,"A Pizza With Sausage, Mushrooms And Peppers",Food and drink,Richard,UK0014,20.0,False,,1.0,,,,,,
UK,UK01,Survivor: Pulau Tiga,1.0,2.0,"Burger, Fries And Ketchup",Food and drink,Eve,UK0012,20.0,False,,1.0,,,,,,
UK,UK01,Survivor: Pulau Tiga,1.0,3.0,Two Bars Of Chocolate,Food and drink,Zoe,UK0011,20.0,False,,1.0,,,,,,
UK,UK01,Survivor: Pulau Tiga,1.0,4.0,Another Burger And Chips,Food and drink,James,UK0009,50.0,False,,1.0,,,,,,
UK,UK01,Survivor: Pulau Tiga,1.0,5.0,Mobile Phone Call Home,Letter or message from home,Zoe,UK0011,80.0,False,,1.0,,,,,,
UK,UK03,Survivor UK: 2023,3.0,1.0,"Bacon Butty, Choice Of Ketchup And Brown Sauce, And Coffee",Food and drink,Laurence,UK0034,500.0,False,0.0,1.0,,,,,,
UK,UK03,Survivor UK: 2023,3.0,2.0,Toothbrush And Toothpaste,Comfort,Lee,UK0035,400.0,False,0.0,1.0,Nathan,,,,,
UK,UK03,Survivor UK: 2023,3.0,3.0,Afternoon Tea And Pastries,Food and drink,Leilani,UK0036,900.0,False,0.0,1.0,,,,,,
UK,UK03,Survivor UK: 2023,3.0,4.0,Pint Of Beer And Crisps,Food and drink,Pegleg,UK0039,700.0,False,0.0,1.0,Doug,,,,,
UK,UK03,Survivor UK: 2023,3.0,5.0,Shampoo And Conditioner (And A Clue To A Hidden Immunity Idol),Comfort,Christopher,UK0030,400.0,False,0.0,1.0,,,,,,
UK,UK03,Survivor UK: 2023,3.0,6.0,Spicy Chicken And Chips,Food and drink,Tinuke,UK0046,2100.0,False,0.0,1.0,,,,,,
UK,UK03,Survivor UK: 2023,3.0,7.0,Advantage In The Game (Extra Vote),Advantage,Christopher,UK0030,600.0,False,0.0,1.0,,,,,,
NZ,NZ02,Survivor NZ: Thailand,2.0,1.0,Plate Of Donuts And A Glass Of Milk,Food and drink,Tess,NZ0033,200.0,False,300.0,1.0,,,,,,
NZ,NZ02,Survivor NZ: Thailand,2.0,2.0,Hawaiian Pizza,Food and drink,Adam,NZ0030,500.0,False,0.0,1.0,,,,,,
NZ,NZ02,Survivor NZ: Thailand,2.0,3.0,Bowl Of Chips And Pistachio Nuts With A Pint Of Beer,Food and drink,Matt,NZ0029,300.0,False,200.0,1.0,,,,,,
NZ,NZ02,Survivor NZ: Thailand,2.0,4.0,Spaghetti Bolognese With A Glass Of Red Wine,Food and drink,Tara,NZ0031,500.0,False,0.0,1.0,,,,,,
NZ,NZ02,Survivor NZ: Thailand,2.0,5.0,Chicken Sandwich And Fries With A Soft Drink,Food and drink,Lisa,NZ0034,500.0,True,0.0,1.0,,Lisa was offered a second Hidden Item. She decided to choose the second Item.,,,,
NZ,NZ02,Survivor NZ: Thailand,2.0,6.0,A Challenge Advantage,Advantage,Dave,NZ0032,300.0,True,200.0,1.0,,,,,,
NZ,NZ02,Survivor NZ: Thailand,2.0,7.0,Chocolate Cake And Mandms,Food and drink,Tess,NZ0033,250.0,True,50.0,1.0,"Adam, Dave, Lisa, Matt, Tara","This item must be shared with the rest of the tribe, and are given 60 seconds to eat it",,,,
