castaway_id,full_name,full_name_detailed,castaway,date_of_birth,date_of_death,gender,african,asian,latin_american,native_american,bipoc,lgbt,personality_type,occupation,three_words,hobbies,pet_peeves,race,ethnicity
US0326,Stephanie Valencia,Stephanie Valencia,Stephanie,1985-02-03,,Female,False,False,True,False,True,False,ESFP,Waitress,"Feisty, unconstrained and ambitious.","Watching movies/plays, traveling and reading.",People who are late and ignorance.,,Hispanic or Latino
US0327,Sarita White,Sarita White,Sarita,1974-10-02,,Female,False,False,False,False,False,False,INTP,Visual Effects Producer,"Sagacious, wily and influential.","Travel, art and lounging around in various stages of repose.","Ignorance, pettiness, cheapness, tackiness and lack of chivalry.",,
US0328,Mike Chiesl,Mike Chiesl,Mike,1979-09-15,,Male,False,False,False,False,False,False,ISFJ,Iraq War Veteran,"Determined, disciplined and outgoing/outspoken.","Scuba-diving, football and golf.",Selfishness and laziness.,,
US0329,David Murphy,David Murphy,David,1979-07-16,,Male,False,False,False,False,False,False,INTJ,Defense Attorney,"Intelligent, thoughtful and sarcastic.","Sports, hanging out with friends and watching tv/movies.","I can't stand stupid people. if we could criminalize stupidity, i think the world would be a better place.",,
US0330,Julie Wolfe,Julie Wolfe,Julie,1960-05-11,,Female,False,False,False,False,False,False,ISTJ,Firefighter,"Hard-headed, outspoken and spoiled.","Outrigger canoe paddling, stand-up paddling and motherhood.",Laziness and bullies.,,
US0331,Ralph Kiser,Ralph Kiser,Ralph,1965-10-27,2022-04-20,Male,False,False,False,False,False,False,ESTP,Farmer,"Determined, strong-willed and stubborn.","Hunting, hiking and traveling.",People who are lazy and don't try to make anything of themselves.,,
US0332,Steve Wright,Steve Wright,Steve,1959-04-08,,Male,False,False,False,False,False,False,ISFJ,Ex-NFL Player,"Honest, sincere and relentless.","Photography, scuba diving and biking.",People who litter and people who don't respect others.,,
US0333,Andrea Boehlke,Andrea Boehlke,Andrea,1989-05-10,,Female,False,False,False,False,False,False,ENFP,Student;Entertainment Host/Writer,"Hard-working, competitive and outgoing.","Sports, theater, horseback riding, hunting and outdoor activities.",Girly-girls and electric staplers.,,
US0334,Grant Mattos,Grant Mattos,Grant,1981-03-12,,Male,False,False,False,False,False,False,ISFP,Ex-NFL Player,"Outgoing, positive and friendly.","Largemouth bass fishing, surfing and writing.",When someone uses the word like every other second.,,
US0335,Ashley Underwood,Ashley Underwood,Ashley,1985-02-08,,Female,False,False,False,False,False,False,ESTP,Nurse,"Feisty, competitive and athletic.","Basketball/sports, four-wheeling and helping out on the family farm.","I have a million pet peeves. a few of them are know-it-alls, lazy and unmotivated people, slow drivers or movers in general, people that chomp when they chew their food, smokers' breath or just smoking period. the list goes on and on!",,
US0336,Natalie Tenerelli,Natalie Tenerelli,Natalie,1991-05-06,,Female,False,False,False,False,False,False,ISFP,Professional Dancer,"Determined, spontaneous and positive.","Dancing, spending time with friends and family, and trying to cook...sometimes this ends badly.",When people chomp their food.,,
US0337,Phillip Sheppard,Phillip Sheppard,Phillip,1958-03-12,,Male,True,False,False,False,True,False,ESTJ,Former Federal Agent;Software Sales,"Outgoing, articulate and determined.","Chess, basketball, skating and sport training with weights.",People who think they know everything and yet do nothing and watch others do the work.,Black,
US0338,Semhar Tadesse,Semhar Tadesse,Semhar,1986-09-12,,Female,True,False,False,False,True,False,ENFP,Spoken Word Artist,"Silly, flirty and sensitive.","Writing/performing poetry, dancing and watching oprah.",Liars.,Black,Eritrean
US0339,Christine Shields Markoski,Christine Shields Markoski,Christine,1971-06-17,,Female,False,False,True,False,True,False,ESTP,Teacher,"Helpful, stubborn and self-motivating.","Traveling, reading and exercising.","When people don't wait their turn, when people don't peel the price sticker off the bottom of their shoes and drivers who are stupid and inconsiderate.",,Hispanic or Latino
US0340,Mark Caruso,Mark 'Papa Bear' Caruso,Papa Bear,1963-07-07,,Male,False,False,False,False,False,True,ESFJ,Retired NYPD Detective,"Funny, sarcastic and lovable.","Gym and all that goes with it, spending as much time in the sun as i can and meeting new people/making new friends.",Know-it-alls and people with i am better than you attitudes.,,
US0341,Stacey Powell,Stacey Powell,Stacey,1967-11-21,,Female,True,False,False,False,True,False,ISTJ,Mortician,"Determined, fun and versatile.","Reading, outdoor grilling and dancing.",Gum-popping.,Black,
US0342,Elyse Umemoto,Elyse Umemoto,Elyse,1984-05-10,,Female,False,True,True,True,True,False,ENFP,Dance Team Manager,"Enchanting, indomitable and spunky!","Baking cupcakes, amassing useless trivia and quotes and reading memoirs.","Professional athletes with bad attitudes, wet laundry that doesn't get moved to the dryer immediately, pretty girls wearing ugly shoes and people who drink decaf.",Asian,"Hispanic or Latino, Native American"
US0343,Mikayla Wingle,Mikayla Wingle,Mikayla,1989-05-31,,Female,False,False,False,False,False,False,ISFP,Lingerie Football Player,"Outspoken, humorous and witty.","I like going to broadway plays, riding quads, camping and going to the beach. growing up in northern new jersey gave me the love of being outdoors.","Dishonest people, liars and people who think they are better than everyone else.",,
US0344,Keith Tollefson,Keith Tollefson,Keith,1985-10-01,,Male,False,False,False,False,False,False,ISFP,Water Treatment Tech,"Fun, adventurous and driven.","Surfing, swimming and long-boarding.","I really dislike people talking behind my back, especially when it's not true, and rude people.",,
US0345,Jim Rice,Jim Rice,Jim,1975-09-14,,Male,False,False,False,False,False,False,ENTP,Medical Marijuana Dispenser,"Ambitious, magnanimous and competitive.","Playing guitar, playing poker and anything outdoors.",Close-mindedness and disingenuous people.,,
US0346,Dawn Meehan,Dawn Meehan,Dawn,1970-06-29,,Female,False,False,False,False,False,False,ESFJ,English Professor,"Driven, positive and enthusiastic.","Swimming with my kids, writing/blogging and baking bread.",Brown grass and complainers.,,
US0347,Whitney Duncan,Whitney Duncan,Whitney,1984-08-03,,Female,False,False,False,False,False,False,ESFP,Country Music Singer,"Outgoing, happy and honest.","Reading, hiking and kayaking.",Slow drivers and people who talk down to me.,,
US0348,John Cochran,John Cochran,Cochran,1987-01-17,,Male,False,False,False,False,False,False,INTP,Harvard Law Student,"Neurotic, insecure and brilliant.","Guitar, trivia and studying the music and history of the beatles.",People who think or act like they are smarter than they actually are and people who don't have a sense of humor.,,Jewish
US0349,Edna Ma,Edna Ma,Edna,1975-08-22,,Female,False,True,False,False,True,False,ISTJ,Anesthesiologist,"Self-starter, adventurous and ambitious.","Traveling, learning new things and going to new restaurants.","Idleness, liars and deception.",Asian,
US0350,Brandon Hantz,Brandon Hantz,Brandon,1991-10-15,,Male,False,False,False,False,False,False,ESFP,Oil Tanker Crewman;Chemical Disposal,"Headstrong, bold and clever.","Shooting my guns, hunting and eating crawfish.",When i order some food and it's not the way i want it or they forget my hot sauce.,,
US0351,Rick Nelson,Rick Nelson,Rick,1959-10-24,,Male,False,False,False,False,False,False,ISFJ,Rancher,"Outgoing, strong-willed and self-motivated.","Team sorting, hunting, riding and playing on my horse.",Quitters and lazy people who don't keep their word.,,
US0352,Albert Destrade,Albert Destrade,Albert,1985-03-31,,Male,True,False,True,False,True,False,ENTJ,Baseball/Dating Coach­­­­,"Versatile, dynamic and resourceful.","Poker, writing and exercise.","I have little to no patience for ignorance. people who are uninformed about something, yet insist to be opinionated about it, really irritate me. i also get bothered by mentally weak people.",Black,Hispanic or Latino
US0353,Sophie Clarke,Sophie Clarke,Sophie,1989-07-10,,Female,False,False,False,False,False,False,INTJ,Medical Student;Healthcare Consultant,"Purposeful, resilient and shrewd.","Cooking, scrabble and reading.","Smart women who pretend to be dumb, particularly if they wear a lot of eye makeup, and people who walk slowly in cold weather.",,
US0354,Kourtney Moon,Kourtney Moon,Kourtney,1982-02-27,,Female,False,False,False,False,False,False,ISFP,Motorcycle Repair,"Creative, scatter-brained and impulsive.","Doing just about anything with my son, motorcycles, knitting, cocktails and night time bike rides.","I've had bad, bad experiences with people who have low moral codes. i just have no patience for hypocrisy and folks who regularly enjoy the smell of their own farts. lack of respect for monogamy is a huge pet peeve of mine, as well as people who chew others and spit them out simply because they can... basically, sociopaths and narcissists.",,
US0355,Nina Acosta,Nina Acosta,Nina,1960-04-03,,Female,False,False,False,False,False,False,ISTJ,Retired LAPD Officer,"Tenacious, competitive and confident.","Working out, cooking, gardening and target shooting.","I hate whining, being called a girl and rude drivers.",,
US0356,Matt Quinlan,Matt Quinlan,Matt,1978-04-05,,Male,False,False,False,False,False,False,ENTJ,Attorney,"Ambitious, optimistic and dependable.","Golf, fitness and all things sports.","Complaining, pessimism and over-the-top subjectivity.",,
US0357,Bill Posley,Bill Posley,Bill,1983-09-28,,Male,True,False,False,False,True,True,ENFP,Stand-Up Comedian,"Funny, adaptable and persistent.","Photography, tennis and music.",Clichés.,Black,
US0358,Monica Culpepper,Monica Culpepper,Monica,1970-06-15,,Female,False,False,False,False,False,False,ESFJ,Ex-NFL Player's Wife;Homemaker,"Loyal, tenacious and gritty.","Kickboxing, hiking, skeet shooting, riding four wheelers, snowboarding, wakeboarding, running, reading and volunteering in my community.","People who are two-faced, unappreciative and lazy. also, messy cars!",,
US0359,Colton Cumbie,Colton Cumbie,Colton,1990-11-22,,Male,False,False,False,False,False,True,ESFP,Student;Student Teacher,"Adorable, entertaining and opinionated.","Socializing, watching reality tv and writing.",Ugly people who think they're hot.,,
US0360,Jonas Otsuji,Jonas Otsuji,Jonas,1974-03-25,,Male,False,True,False,False,True,False,ENTP,Sushi Chef,"Passionate, determined and motivated.","Cooking, eating, vacationing with family and surfing.",People that constantly complain.,Asian,
US0361,Michael Jefferson,Michael Jefferson,Michael,1981-08-29,,Male,False,False,False,False,False,False,ISTJ,Banker,"A leader, ambitious and organized.","Working out, kayaking and soccer.","Annoying eaters, bad breath, people who grunt while working out, and people that need a cigarette.",,
US0362,Jay Byars,Jay Byars,Jay,1986-11-05,,Male,False,False,False,False,False,False,ISFP,Model,"Active, daring and charming.","Working out, indoor rock climbing and motocross.","Smacking gum, bad breath and clingy texters.",,
US0363,Leif Manson,Leif Manson,Leif,1984-02-01,,Male,False,False,False,False,False,False,ISFP,Phlebotomist,"Agile, adventurous and perseverant.","Paintballing, snowboarding and weight-lifting.",Being taken advantage of and back-stabbers.,,
US0364,Troy Robertson,Troy 'Troyzan' Robertson,Troyzan,1961-07-30,,Male,False,False,False,False,False,False,ESFP,Swimsuit Photographer,"Adventurous, determined and entertaining.","Studying monkeys, swimming, walking in nature with my dogs and working in exotic locations.","People that constantly text while i'm having a conversation with them, bad drivers and women with manly hands.",,
US0365,Kat Edorsson,Kat Edorsson,Kat,1989-06-22,,Female,False,False,False,False,False,False,ENFP,Timeshare Representative;Full Time Student/Sales,"Competitive, eager and passionate.","Riding horses, fishing, all sports.","Long lines at the dmv, seat belts on airplanes, girly girls and small children with leashes.",,
US0366,Greg Smith,Greg 'Tarzan' Smith,Tarzan,1947-12-12,,Male,False,False,False,False,False,False,INTP,Plastic Surgeon,"Creative, childlike, (but not childish) and honorable.","Art, music, adventure, entomology and primatology.",Inequity and deceit.,,
US0367,Alicia Rosa,Alicia Rosa,Alicia,1987-01-11,,Female,False,False,True,False,True,False,ESTJ,Special Education Teacher,"Confident, funny and ambitious.","Singing, running and spending money.","Bad manners (burping, farting), rushing and people who talk about themselves.",,Hispanic or Latino
US0368,Christina Cha,Christina Cha,Christina,1982-09-26,,Female,False,True,False,False,True,False,INFP,Career Consultant,"Fearless, unstoppable and empowering.","Snowboarding, writing and hiking.",When people have poor follow-up skills.,Asian,
US0369,Chelsea Meissner,Chelsea Meissner,Chelsea,1985-06-13,,Female,False,False,False,False,False,False,ISFP,Medical Sales,"Funny, driven and bad ass.","Golf, hunting and wakeboarding.",Slow drivers and people who stand too close to me at the checkout line.,,
US0370,Sabrina Thompson,Sabrina Thompson,Sabrina,1978-03-06,,Female,True,False,False,False,True,False,ENFJ,High School Teacher,"Blunt, versatile and athletic.","Traveling, photography and painting.","People who put leashes on kids! Really?! Also, people who enter elevators or subways before others exit, people who spit and guys that constantly adjust their genitals.",Black,
US0371,Kim Spradlin-Wolfe,Kim Spradlin-Wolfe,Kim,1983-01-30,,Female,False,False,False,False,False,False,INFJ,Bridal Shop Owner;Interior Designer,"Passionate, warm and clever.","Sand volleyball, reading and hanging out with really cool people.","Speed bumps, corny humor, people who honk to reprimand rather than as a warning, and really bad bridesmaid dresses (there's no reason for that, really).",,
US0372,Zane Knight,Zane Knight,Zane,1984-02-20,,Male,False,False,False,False,False,False,ENTP,Tire Repair,"Influential, opinionated and ready.","Working, hunting and fishing.","Butt-kissing, lazy people and ice cream sprinkles.",,
US0373,Roxanne Morris,Roxanne Morris,Roxy,1984-06-03,,Female,True,False,False,False,True,False,ESFP,Seminary Student,"Witty, wise and a warrior.","International travel, trying new sports i.e. fencing, snowboarding, horseback riding and dancing.",People who blame their present on their past and people who enjoy showcasing their insecurities.,Black,
US0374,Angie Layton,Angie Layton,Angie,1991-10-08,,Female,False,False,False,False,False,False,INFP,Student,"Competitive, confident and happy.","All sports, working out, scrapbooking and hanging with my peeps.",Lazy people and slow drivers.,,
US0375,Dana Lambert,Dana Lambert,Dana,1979-12-13,,Female,False,False,False,False,False,True,ISTP,Cosmetologist,"Energetic, well-rounded, family-oriented.","Home renovations, camping/being outdoors and going out dancing with friends.","Slow moving people as well as negativity, arrogance, laziness and narrow-mindedness.",,
US0376,Sarah Dawson,Sarah Dawson,Dawson,1983-11-15,,Female,True,False,False,False,True,False,ENFP,Insurance Sales,"Outgoing, spirited and competitive.","Surfing and adventure travel. i love getting to know foreign cultures and flipping strangers into amigos. also, i think sarcasm should qualify as a hobby; it is an underrated art.",Societal pressures of conformity and disrespectful men.,Black,
US0377,Katie Hanson,Katie Hanson,Katie,1989-11-29,,Female,False,False,False,False,False,False,ENTP,Former Miss Delaware,"Very outgoing, athletic and intelligent.","Running, working out and traveling.","I hate bitchy, conceited girls. those are the girls i love to beat when i compete against them in beauty pageants.",,
US0378,Roberta Saint-Amour,Roberta 'RC' Saint-Amour,RC,1985-05-10,,Female,False,False,False,False,False,False,ENTJ,Investment Banker,"Outgoing, headstrong and exuberant.","Swimming, running and traveling.",Annoying people and inefficiency.,,Jewish
US0379,Jeff Kent,Jeff Kent,Jeff,1968-03-07,,Male,False,False,False,False,False,False,ISTP,Retired MLB Player,"Competitive, resilient and hard-headed.","Hunting, motocross and golf.",Stupid people and people who talk too much.,,
US0380,Artis Silvester,Artis Silvester,Artis,1959-04-18,,Male,True,False,False,False,True,False,ISTJ,Computer Engineer,"Spontaneous (sometimes explosive), opinionated and competitive.","Martial arts, motorcycle riding and bowling.","Traffic, know-it-all people, bullies or people that prey or pick on those weaker than themselves.",Black,
US0381,Peter Yurkowski,Peter Yurkowski,Pete,1988-03-03,,Male,False,False,False,False,False,False,INTP,Engineering Graduate,"Crazy, funny, manipulative and intelligent.","Going to bars and meeting girls, going to the gym and making beats.","Stupid people definitely sit at number one. but, here goes the list: ditsy girls, girls that wear tiaras to bars on their birthdays, meat heads, people that are happy all the time, people that beat around the bush, bad ideas, traffic circles, buildings that are structurally unsound and escalators – especially when they don't work.",,
US0382,Carter Williams,Carter Williams,Carter,1987-05-26,,Male,False,False,False,False,False,False,ISFP,Track Coach,"Ambitious, inspiring (i'm a dreamer) and lighthearted.","Surfing, running and eating meals with friends.",Laziness!,,
US0383,Abi-Maria Gomes,Abi-Maria Gomes,Abi-Maria,1979-10-21,,Female,False,False,True,False,True,False,ESFP,Business Student,"Driven, creative and charming.","Languages, hiking, dancing, surfing and skiing.",Complainers.,Brazilian,Hispanic or Latino
US0384,Malcolm Freberg,Malcolm Freberg,Malcolm,1987-05-07,,Male,False,False,False,False,False,False,ENTP,Bartender,"Charming, brilliant and cocky.","Exercising, writing/reading and partying.",Dumb people.,,
US0385,Lisa Whelchel,Lisa Whelchel,Lisa,1963-05-29,,Female,False,False,False,False,False,False,INFP,Former TV Teen Star,"Quick-witted, sharp-minded and brave-hearted.","Reading, scrapbooking and traveling.",People who judge other people.,,
US0386,Denise Stapley,Denise Stapley,Denise,1971-01-01,,Female,False,False,False,False,False,False,INFJ,Sex Therapist,"Determined, energetic and goofy.","Sprint triathlons, reading and playing dress up/goofing off with my kiddo.",My number one pet peeve is laziness and people who expect that change will happen without them having to put in any real level of effort. life is what you make it folks... dig deep!,,
US0387,Alexandra Pohevitz,Alexandra 'Allie' Pohevitz,Allie,1987-12-24,,Female,False,False,False,False,False,False,ESTP,Bartender,"Hilarious, cunning and observant.","Hanging out with friends, drinking at work (i'm a bartender so it's not as unprofessional and horrible as it sounds) and working out.","I hate dirty people. i don't mind if you are messy and leave clothes or papers around but if you drop food, clean it up. if you use a cup, wash it out. if you go to the bathroom, wash your hands! I also get annoyed with people who can't keep their stories straight. i don't even mind if you lie to me, just keep track of your lies, you fool.",,
US0388,Hope Driskill,Hope Driskill,Hope,1989-07-06,,Female,False,False,False,False,False,False,ISFP,Pre-Law Student,"Tenacious, intelligent and personable.","Traveling, working out and reading.",Complainers.,,
US0389,Shamar Thomas,Shamar Thomas,Shamar,1985-09-27,,Male,True,False,False,False,True,False,INFP,Iraq War Veteran,"Cool, passionate and respected.","Being with my family, going to the gym and activism.",My pet peeves are when people chew with their mouth open and when people are ignorant. i also can't stand when civilians lack passion or enthusiasm about their jobs.,Black,
US0390,Laura Alexander,Laura Alexander,Laura,1989-09-12,,Female,False,False,False,False,False,False,ENTP,Administrative Officer,"Ambitious, sarcastic and down to earth.","Traveling, jigsaw puzzles and dancing.","Ignorance, intolerance and arrogance.",,
US0391,Matt Bischoff,Matt Bischoff,Matt,1974-04-04,,Male,False,False,False,False,False,False,INFP,BMX Bike Sales,"Funny, over the top and caring.","Beards, singing in a band and bmx.","Uptight people with no sense of humor, people at gas stations that hold up the line to buy lotto tickets and cigarettes and bad tippers.",,
US0392,Julia Landauer,Julia Landauer,Julia,1991-11-12,,Female,False,False,False,False,False,False,ISTJ,Racecar Driver,"Passionate, intelligent and driven.","Puzzles, building things, working on cars and exploring nyc by subway and california by car.",Slow drivers in the left lane.,,
US0393,Michael Snow,Michael Snow,Michael,1968-08-30,,Male,False,False,False,False,False,True,INFJ,Event Planner,"Determined, enthusiastic and witty.","Running, theater/film (attending and participating), knitting and photobombing.",I don't like crazy. if you can't think rationally stay away from me.,,
US0394,Reynold Toepfer,Reynold Toepfer,Reynold,1982-10-06,,Male,False,False,False,False,False,False,ESTP,Real Estate Sales,"Adventurous, resourceful and likable.","Swimming, rugby and crossword puzzles.",Negative people who feel sorry for themselves and winter.,,
US0395,Edward Fox,Edward 'Eddie' Fox,Eddie,1989-04-15,,Male,False,False,False,False,False,False,ESFP,Fireman/EMT,"Outgoing, competitive and hard working.","Hiking, dirt biking and playing sports.",People who talk about things they know nothing about.,,
US0396,Sherri Biethman,Sherri Biethman,Sherri,1971-09-09,,Female,False,False,False,False,False,False,ESFJ,Fast Food Franchisee,"Lovable, sexy and unstoppable.","Shopping, pilates and cycling.","Liars, clutter and anything dirty.",,
US0397,Laura Boneham,Laura Boneham,Laura B.,1968-08-29,,Female,False,False,False,False,False,False,,Merchandiser,"Strong, smart and brave.","Scuba diving, waterskiing and art.",Mean people and people being treated unfairly.,,
US0398,Marissa Peterson,Marissa Peterson,Marissa,1991-09-25,,Female,True,False,False,False,True,False,ESTJ,Student,"Outgoing, adventurous and passionate.","Playing sports/exercising, crafting/do-it-yourself projects and partying.",When people say they're going to do something and don't do it.,Black,
US0399,Rachel Foulger,Rachel Foulger,Rachel,1979-07-28,,Female,False,False,False,False,False,False,ISFJ,Cocktail Waitress/Graphic Designer,"Motivated, creative and happy.","Traveling, reading, cooking and crafting.","Chewing with your mouth open, driving slow in the fast lane, getting in my personal space.",,
US0400,John Cody,John Cody,John,1983-05-12,,Male,False,False,False,False,False,False,ISFJ,"Physician, Army Orthopedic Surgery Resident","Competitive, off-the-cuff, and loyal.","Basketball, golf and working out.","Slow thinkers, talkers and movers; people who eat paper; illogical, irrational and inflexible people; excuses; mouth breathers.",,
US0401,Brad Culpepper,Brad Culpepper,Brad,1969-05-08,,Male,False,False,False,False,False,False,ESTJ,Attorney/Retired NFL Player,"Tenacious, independent and forward thinking.","Any outdoor adventure, kickboxing and gardening.",Hypocrisy and long goodbyes.,,
US0402,Vytas Baskauskas,Vytas Baskauskas,Vytas,1979-12-08,,Male,False,False,False,False,False,False,INFJ,Yoga Instructor/Math Professor,"Smart, strong-willed and unique.","Movies, music, good food, bodysurfing and chess.",Stupidity and show-offs.,,
US0403,Caleb Bankston,Caleb Bankston,Caleb,1987-03-26,2014-06-24,Male,False,False,False,False,False,True,ISTP,Post Office Manager/Farmer,"Hard-working, hard-headed and outdoorsman.","Riding horses, working with my dogs and hunting/fishing.",People who don't put down their cell phones.,,
US0404,Katie Collins,Katie Collins,Katie,1987-06-27,,Female,False,False,False,False,False,False,INTP,Hedge Fund Support,"Creative, funny and driven.","Yoga, playing ukulele/banjolele, hiking and sailing.",Grammar misuses and poor manners.,,
US0405,Hayden Moss,Hayden Moss,Hayden,1986-05-27,,Male,False,False,False,False,False,False,ESFP,Real Estate,"Athletic, popular and respectful.","Snowboarding, working out and traveling.",Wrinkly clothes.,,
US0406,Ciera Eastin,Ciera Eastin,Ciera,1989-03-05,,Female,False,False,False,False,False,False,INFP,Cosmetology Student,"Competitive, social/personable and sarcastic.","Singing/karaoke, atv riding in the dunes and camping.","Incompetent people, slow moving people, and negative people who bring the mojo down.",,
US0407,David Samson,David Samson,David,1968-02-26,,Male,False,False,False,False,False,False,ENTJ,Miami Marlins President,"Persistent, witty and aggressive.","Running, watching movies and traveling.","Laziness, entitlement and those who are not charitable.",,Jewish
US0408,Garrett Adelstein,Garrett Adelstein,Garrett,1986-05-16,,Male,False,False,False,False,False,False,INTP,Pro Poker Player,"Competitive, ambitious and confident.","Bodybuilding, alcohol, psychology and cinema.",Dishonesty and lack of ambition.,,Jewish
US0409,Brice Johnston,Brice Johnston,Brice,1986-02-20,,Male,True,False,False,False,True,True,ENFP,Social Worker,"Competitive, funny and goal-oriented.","Watching reality tv, listening to music, going out to social events and hanging out with loved ones and friends.",Bad breath and an insecure person.,Black,
US0410,J'Tia Taylor,J'Tia Taylor,J'Tia,1981-09-01,,Female,True,False,False,False,True,False,ENTJ,Nuclear Engineer,"Intelligent, adaptable and competitive.","Watching movies, reading and playing strategic games.","Ignorant, close-minded people, being late/off schedule, and chunks in food/drinks (e.g. rocky road ice cream).",Black,
US0411,Cliff Robinson,Cliff Robinson,Cliff,1966-12-16,2020-08-29,Male,True,False,False,False,True,False,ISTP,Former NBA All-Star,"Adventurous, funny and loyal.","Golf, off roading/camping, and bowling.",People who chew their food with their mouth open.,Black,
US0412,Lindsey Ogle,Lindsey Ogle,Lindsey,1983-09-04,,Female,False,False,False,False,False,False,ESFP,Hairstylist,"Random (hilarious), powerful and tenacious.","Camping, recycled art projects and planning parties.","Incapable people, party poopers and when people don't tell you that you have something in your teeth.",,
US0413,Alexis Maxwell,Alexis Maxwell,Alexis,1992-03-17,,Female,False,False,True,False,True,False,ENFP,Student,"Funny, flirty and smart.","Traveling, watching scary movies and eating.",Guys who turn into stage five clingers and people who blow their nose in public.,,Hispanic or Latino
US0414,Sarah Lacina,Sarah Lacina,Sarah,1984-07-09,,Female,False,False,False,False,False,False,ENTJ,Police Officer,"Witty, competitive and athletic.","Boating, working out, golfing and mixed martial arts.","I hate when i can hear people chew their food, when people leave me voicemails (i'll call you back if i don't answer) and stupid people.",,
US0415,Morgan McLeod,Morgan McLeod,Morgan,1992-07-09,,Female,False,False,False,False,False,False,ISFP,Ex-NFL Cheerleader,"Mature, determined and attractive.","Interior design, working out and dancing.","Slow drivers, guys leaving the toilet seat up, when people fish for compliments, terrible pickup lines.",,
US0416,LJ McKanas,LJ McKanas,LJ,1979-01-08,,Male,False,False,False,False,False,False,ISTP,Horse Trainer,"Competitive, creative and witty.","Horse racing, fishing and designing.","Incompetent people, liars and thieves.",,
US0417,Jeremiah Wood,Jeremiah Wood,Jeremiah,1979-06-15,,Male,False,False,False,False,False,False,ISFP,Male Model,"Very happy, funny and outgoing.","Fishing, hunting and slow-pitch softball.",People who are noisy eaters and people who are smart mouths.,,
US0418,Jefra Bland,Jefra Bland,Jefra,1990-07-02,,Female,False,False,False,False,False,False,ISFJ,Miss Kentucky Teen USA,"Outspoken, charismatic and fierce.","Traveling, hunting and pageants.",People who have bad teeth and smack their gum.,,
US0419,Latasha Fox,Latasha Fox,Tasha,1977-01-03,,Female,True,False,False,False,True,False,ENFJ,Accountant,"Competitive, spiritual and ""jack-of-all-trades.""","Golfing, dancing and trap/skeet shooting.","People biting down on the fork as it leaves their mouths, bad breath and panty lines.",Black,
US0420,Trish Hegarty,Trish Hegarty,Trish,1965-10-09,,Female,False,False,False,False,False,False,ENFJ,Pilates Trainer,"Character, charismatic and loyal.","Figure skating, writing and swimming.","Liars, laziness, manipulators and arrogance.",,
US0421,Spencer Bledsoe,Spencer Bledsoe,Spencer,1992-06-12,,Male,False,False,False,False,False,False,INTJ,Economics Student,"Brilliant, competitive and arrogant.","Chess, ultimate frisbee and partying.","People who are stupid but still voice their opinions, incompetent leaders, those who don't respect intelligence and those who expect handouts in life.",,
US0422,Kassandra McQuillen,Kassandra McQuillen,Kass,1971-11-08,,Female,False,False,False,False,False,False,INTJ,Attorney,"Resourceful, tenacious and underestimated.","Reading, rabble rousing and golfing/walking/hiking.","Stupid people, toilet paper rolls left empty on the roller, laundry outside the basket and whining/excuses.",,
US0423,Yung Hwang,Yung 'Woo' Hwang,Woo,1984-03-16,,Male,False,True,False,False,True,False,ISFP,Martial Arts Instructor,"Loyal, positive and ambitious.","Martial arts, surfing and sports (basketball, tennis, soccer, golf).",Rude and loud people with no manners.,Asian,
US0424,Tony Vlachos,Tony Vlachos,Tony,1973-09-10,,Male,False,False,False,False,False,False,ESTP,Police Officer,"Versatile, clever and competitive.","Jet skiing, playing pool and surfing the web.","Thugs who wear skinny jeans. also, people who see me speaking on the phone, but yet they feel the need to start a conversation with me. like it's that urgent for them to know how's it going while i'm speaking on the phone. so rude!!!",,
US0425,Nadiya Anderson,Nadiya Anderson,Nadiya,1986-04-11,,Female,False,True,False,False,True,False,ESFP,Crossfit Coach/Project Coordinator,"Badass, crazy and carefree.","Crossfit, traveling with my twinnie and being a beach bum.",Stupid girls that rely on boys.,Asian,
US0426,Val Collins,Val Collins,Val,1978-11-08,,Female,True,False,False,False,True,False,INTJ,Foxboro Police Officer,"Competitive, loving and loyal.","Sports, running, crossfit and reading.",Liars.,Black,
US0427,John Rocker,John Rocker,John,1974-10-17,,Male,False,False,False,False,False,False,ESTP,Former MLB Player,"Intense, self-motivating and responsible.","Hunting, fishing and golfing.","Rude, lazy, selfish people and traffic.",,
US0428,Drew Christy,Drew Christy,Drew,1989-05-18,,Male,False,False,False,False,False,False,ESTP,Traveling Sales Representative,"Adventurous, spontaneous and goofball.","Traveling, modeling, booze cruising, playing sports and partying.",,,
US0429,Kelley Wentworth,Kelley Wentworth,Kelley,1986-06-07,,Female,False,False,False,False,False,False,ENTP,Marketing Manager,"Competitive, reliable and stubborn.","Soccer, jigsaw puzzles and kicking everyone's butt at scrabble (or any other board game for that matter).","Lazy people, overconfidence, not sticking to your word, bad drivers and angry people (get over it already!)",,
US0430,Dale Wentworth,Dale Wentworth,Dale,1959-03-07,,Male,False,False,False,False,False,False,ISTJ,Farmer,"Active, outgoing and adventurous.","Snow skiing, cycling and camping.",People who never return phone calls.,,
US0431,Julie McGee,Julie McGee,Julie,1980-01-24,,Female,False,False,False,False,False,False,ISFP,Model/Owner of Spray Tan Business,"Loyal, determined and positive.","Trips to vineyards with my closest girlfriends, inventing product ideas, cooking and working out.","People that take life too serious, road rage, arrogance and super demanding people.",,
