NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,county
"Union County, Indiana",7153.0,,-555555555.0,*****,18,161
"Vanderburgh County, Indiana",181313.0,,-555555555.0,*****,18,163
"Vermillion County, Indiana",15560.0,,-555555555.0,*****,18,165
"Vigo County, Indiana",107693.0,,-555555555.0,*****,18,167
"Wabash County, Indiana",31631.0,,-555555555.0,*****,18,169
"Warren County, Indiana",8247.0,,-555555555.0,*****,18,171
"Warrick County, Indiana",61928.0,,-555555555.0,*****,18,173
"Washington County, Indiana",27827.0,,-555555555.0,*****,18,175
"Wayne County, Indiana",66613.0,,-555555555.0,*****,18,177
"Wells County, Indiana",27947.0,,-555555555.0,*****,18,179
"White County, Indiana",24217.0,,-555555555.0,*****,18,181
"Whitley County, Indiana",33649.0,,-555555555.0,*****,18,183
"Adair County, Iowa",7124.0,,-555555555.0,*****,19,001
"Adams County, Iowa",3726.0,,-555555555.0,*****,19,003
"Allamakee County, Iowa",13880.0,,-555555555.0,*****,19,005
"Appanoose County, Iowa",12510.0,,-555555555.0,*****,19,007
"Audubon County, Iowa",5637.0,,-555555555.0,*****,19,009
"Benton County, Iowa",25626.0,,-555555555.0,*****,19,011
"Black Hawk County, Iowa",133009.0,,-555555555.0,*****,19,013
"Boone County, Iowa",26399.0,,-555555555.0,*****,19,015
"Bremer County, Iowa",24782.0,,-555555555.0,*****,19,017
"Buchanan County, Iowa",21125.0,,-555555555.0,*****,19,019
"Buena Vista County, Iowa",20260.0,,-555555555.0,*****,19,021
"Butler County, Iowa",14735.0,,-555555555.0,*****,19,023
"Calhoun County, Iowa",9780.0,,-555555555.0,*****,19,025
"Carroll County, Iowa",20344.0,,-555555555.0,*****,19,027
"Cass County, Iowa",13191.0,,-555555555.0,*****,19,029
"Cedar County, Iowa",18445.0,,-555555555.0,*****,19,031
"Cerro Gordo County, Iowa",42984.0,,-555555555.0,*****,19,033
"Cherokee County, Iowa",11468.0,,-555555555.0,*****,19,035
"Chickasaw County, Iowa",12099.0,,-555555555.0,*****,19,037
"Clarke County, Iowa",9282.0,,-555555555.0,*****,19,039
"Clay County, Iowa",16313.0,,-555555555.0,*****,19,041
"Clayton County, Iowa",17672.0,,-555555555.0,*****,19,043
"Clinton County, Iowa",47218.0,,-555555555.0,*****,19,045
"Crawford County, Iowa",17132.0,,-555555555.0,*****,19,047
"Dallas County, Iowa",84002.0,,-555555555.0,*****,19,049
"Davis County, Iowa",8885.0,,-555555555.0,*****,19,051
"Decatur County, Iowa",8044.0,,-555555555.0,*****,19,053
"Delaware County, Iowa",17258.0,,-555555555.0,*****,19,055
"Des Moines County, Iowa",39600.0,,-555555555.0,*****,19,057
"Dickinson County, Iowa",17056.0,,-555555555.0,*****,19,059
"Dubuque County, Iowa",96802.0,,-555555555.0,*****,19,061
"Emmet County, Iowa",9551.0,,-555555555.0,*****,19,063
"Fayette County, Iowa",19929.0,,-555555555.0,*****,19,065
"Floyd County, Iowa",15858.0,,-555555555.0,*****,19,067
"Franklin County, Iowa",10245.0,,-555555555.0,*****,19,069
"Fremont County, Iowa",6968.0,,-555555555.0,*****,19,071
"Greene County, Iowa",9003.0,,-555555555.0,*****,19,073
"Grundy County, Iowa",12341.0,,-555555555.0,*****,19,075
"Guthrie County, Iowa",10674.0,,-555555555.0,*****,19,077
"Hamilton County, Iowa",15110.0,,-555555555.0,*****,19,079
"Hancock County, Iowa",10888.0,,-555555555.0,*****,19,081
"Hardin County, Iowa",17127.0,,-555555555.0,*****,19,083
"Harrison County, Iowa",14143.0,,-555555555.0,*****,19,085
"Henry County, Iowa",19926.0,,-555555555.0,*****,19,087
"Howard County, Iowa",9264.0,,-555555555.0,*****,19,089
"Humboldt County, Iowa",9566.0,,-555555555.0,*****,19,091
"Ida County, Iowa",6916.0,,-555555555.0,*****,19,093
"Iowa County, Iowa",16207.0,,-555555555.0,*****,19,095
"Jackson County, Iowa",19395.0,,-555555555.0,*****,19,097
"Jasper County, Iowa",36891.0,,-555555555.0,*****,19,099
"Jefferson County, Iowa",18077.0,,-555555555.0,*****,19,101
"Johnson County, Iowa",147001.0,,-555555555.0,*****,19,103
"Jones County, Iowa",20568.0,,-555555555.0,*****,19,105
"Keokuk County, Iowa",10200.0,,-555555555.0,*****,19,107
"Kossuth County, Iowa",15075.0,,-555555555.0,*****,19,109
"Lee County, Iowa",34541.0,,-555555555.0,*****,19,111
"Linn County, Iowa",222121.0,,-555555555.0,*****,19,113
"Louisa County, Iowa",11223.0,,-555555555.0,*****,19,115
"Lucas County, Iowa",8597.0,,-555555555.0,*****,19,117
"Lyon County, Iowa",11769.0,,-555555555.0,*****,19,119
"Madison County, Iowa",15890.0,,-555555555.0,*****,19,121
"Mahaska County, Iowa",22208.0,,-555555555.0,*****,19,123
"Marion County, Iowa",33207.0,,-555555555.0,*****,19,125
"Marshall County, Iowa",40271.0,,-555555555.0,*****,19,127
"Mills County, Iowa",14957.0,,-555555555.0,*****,19,129
"Mitchell County, Iowa",10631.0,,-555555555.0,*****,19,131
"Monona County, Iowa",8796.0,,-555555555.0,*****,19,133
"Monroe County, Iowa",7863.0,,-555555555.0,*****,19,135
"Montgomery County, Iowa",10155.0,,-555555555.0,*****,19,137
"Muscatine County, Iowa",42950.0,,-555555555.0,*****,19,139
"O'Brien County, Iowa",13911.0,,-555555555.0,*****,19,141
"Osceola County, Iowa",6115.0,,-555555555.0,*****,19,143
"Page County, Iowa",15363.0,,-555555555.0,*****,19,145
"Palo Alto County, Iowa",9055.0,,-555555555.0,*****,19,147
"Plymouth County, Iowa",25039.0,,-555555555.0,*****,19,149
"Pocahontas County, Iowa",6898.0,,-555555555.0,*****,19,151
"Polk County, Iowa",474274.0,,-555555555.0,*****,19,153
"Pottawattamie County, Iowa",93503.0,,-555555555.0,*****,19,155
"Poweshiek County, Iowa",18605.0,,-555555555.0,*****,19,157
"Ringgold County, Iowa",4984.0,,-555555555.0,*****,19,159
"Sac County, Iowa",9868.0,,-555555555.0,*****,19,161
"Scott County, Iowa",172288.0,,-555555555.0,*****,19,163
"Shelby County, Iowa",11694.0,,-555555555.0,*****,19,165
"Sioux County, Iowa",34825.0,,-555555555.0,*****,19,167
"Story County, Iowa",96922.0,,-555555555.0,*****,19,169
"Tama County, Iowa",17136.0,,-555555555.0,*****,19,171
"Taylor County, Iowa",6201.0,,-555555555.0,*****,19,173
"Union County, Iowa",12453.0,,-555555555.0,*****,19,175
"Van Buren County, Iowa",7223.0,,-555555555.0,*****,19,177
"Wapello County, Iowa",35315.0,,-555555555.0,*****,19,179
"Warren County, Iowa",49361.0,,-555555555.0,*****,19,181
"Washington County, Iowa",22143.0,,-555555555.0,*****,19,183
"Wayne County, Iowa",6413.0,,-555555555.0,*****,19,185
"Webster County, Iowa",36757.0,,-555555555.0,*****,19,187
"Winnebago County, Iowa",10571.0,,-555555555.0,*****,19,189
"Winneshiek County, Iowa",20401.0,,-555555555.0,*****,19,191
"Woodbury County, Iowa",102398.0,,-555555555.0,*****,19,193
"Worth County, Iowa",7489.0,,-555555555.0,*****,19,195
"Wright County, Iowa",12804.0,,-555555555.0,*****,19,197
"Allen County, Kansas",12630.0,,-555555555.0,*****,20,001
"Anderson County, Kansas",7852.0,,-555555555.0,*****,20,003
"Atchison County, Kansas",16363.0,,-555555555.0,*****,20,005
"Barton County, Kansas",26791.0,,-555555555.0,*****,20,009
"Bourbon County, Kansas",14702.0,,-555555555.0,*****,20,011
"Brown County, Kansas",9664.0,,-555555555.0,*****,20,013
"Butler County, Kansas",66468.0,,-555555555.0,*****,20,015
"Chase County, Kansas",2645.0,,-555555555.0,*****,20,017
"Chautauqua County, Kansas",3367.0,,-555555555.0,*****,20,019
"Cherokee County, Kansas",20331.0,,-555555555.0,*****,20,021
"Cheyenne County, Kansas",2677.0,,-555555555.0,*****,20,023
"Clark County, Kansas",2053.0,,-555555555.0,*****,20,025
"Clay County, Kansas",8142.0,,-555555555.0,*****,20,027
"Cloud County, Kansas",9060.0,,-555555555.0,*****,20,029
"Coffey County, Kansas",8296.0,,-555555555.0,*****,20,031
"Cowley County, Kansas",35591.0,,-555555555.0,*****,20,035
"Crawford County, Kansas",39108.0,,-555555555.0,*****,20,037
"Decatur County, Kansas",2881.0,,-555555555.0,*****,20,039
"Dickinson County, Kansas",19004.0,,-555555555.0,*****,20,041
"Doniphan County, Kansas",7736.0,,-555555555.0,*****,20,043
"Douglas County, Kansas",119319.0,,-555555555.0,*****,20,045
"Edwards County, Kansas",2925.0,,-555555555.0,*****,20,047
"Elk County, Kansas",2562.0,,-555555555.0,*****,20,049
"Ellis County, Kansas",28878.0,,-555555555.0,*****,20,051
"Ellsworth County, Kansas",6293.0,,-555555555.0,*****,20,053
"Finney County, Kansas",36957.0,,-555555555.0,*****,20,055
"Ford County, Kansas",34484.0,,-555555555.0,*****,20,057
"Franklin County, Kansas",25563.0,,-555555555.0,*****,20,059
"Geary County, Kansas",34895.0,,-555555555.0,*****,20,061
"Graham County, Kansas",2545.0,,-555555555.0,*****,20,065
"Grant County, Kansas",7616.0,,-555555555.0,*****,20,067
"Gray County, Kansas",6037.0,,-555555555.0,*****,20,069
"Greenwood County, Kansas",6156.0,,-555555555.0,*****,20,073
"Hamilton County, Kansas",2616.0,,-555555555.0,*****,20,075
"Harper County, Kansas",5673.0,,-555555555.0,*****,20,077
"Harvey County, Kansas",34555.0,,-555555555.0,*****,20,079
"Haskell County, Kansas",4047.0,,-555555555.0,*****,20,081
"Jackson County, Kansas",13318.0,,-555555555.0,*****,20,085
"Jefferson County, Kansas",18888.0,,-555555555.0,*****,20,087
"Jewell County, Kansas",2916.0,,-555555555.0,*****,20,089
"Johnson County, Kansas",585502.0,,-555555555.0,*****,20,091
"Kearny County, Kansas",3932.0,,-555555555.0,*****,20,093
"Kingman County, Kansas",7470.0,,-555555555.0,*****,20,095
"Kiowa County, Kansas",2526.0,,-555555555.0,*****,20,097
"Labette County, Kansas",20367.0,,-555555555.0,*****,20,099
"Leavenworth County, Kansas",80042.0,,-555555555.0,*****,20,103
"Lincoln County, Kansas",3097.0,,-555555555.0,*****,20,105
"Linn County, Kansas",9635.0,,-555555555.0,*****,20,107
"Logan County, Kansas",2810.0,,-555555555.0,*****,20,109
"Lyon County, Kansas",33299.0,,-555555555.0,*****,20,111
"McPherson County, Kansas",28630.0,,-555555555.0,*****,20,113
"Marion County, Kansas",12032.0,,-555555555.0,*****,20,115
"Marshall County, Kansas",9798.0,,-555555555.0,*****,20,117
"Meade County, Kansas",4261.0,,-555555555.0,*****,20,119
"Miami County, Kansas",33127.0,,-555555555.0,*****,20,121
"Mitchell County, Kansas",6222.0,,-555555555.0,*****,20,123
"Montgomery County, Kansas",32970.0,,-555555555.0,*****,20,125
"Morris County, Kansas",5566.0,,-555555555.0,*****,20,127
"Morton County, Kansas",2838.0,,-555555555.0,*****,20,129
"Nemaha County, Kansas",10104.0,,-555555555.0,*****,20,131
"Neosho County, Kansas",16125.0,,-555555555.0,*****,20,133
"Ness County, Kansas",2955.0,,-555555555.0,*****,20,135
"Norton County, Kansas",5486.0,,-555555555.0,*****,20,137
"Osage County, Kansas",15882.0,,-555555555.0,*****,20,139
"Osborne County, Kansas",3603.0,,-555555555.0,*****,20,141
"Ottawa County, Kansas",5902.0,,-555555555.0,*****,20,143
"Pawnee County, Kansas",6709.0,,-555555555.0,*****,20,145
"Phillips County, Kansas",5408.0,,-555555555.0,*****,20,147
"Pottawatomie County, Kansas",23545.0,,-555555555.0,*****,20,149
"Pratt County, Kansas",9582.0,,-555555555.0,*****,20,151
"Rawlins County, Kansas",2509.0,,-555555555.0,*****,20,153
"Reno County, Kansas",63101.0,,-555555555.0,*****,20,155
"Republic County, Kansas",4686.0,,-555555555.0,*****,20,157
"Rice County, Kansas",9762.0,,-555555555.0,*****,20,159
"Riley County, Kansas",75296.0,,-555555555.0,*****,20,161
"Rooks County, Kansas",5118.0,,-555555555.0,*****,20,163
"Russell County, Kansas",6977.0,,-555555555.0,*****,20,167
"Saline County, Kansas",54977.0,,-555555555.0,*****,20,169
"Scott County, Kansas",4949.0,,-555555555.0,*****,20,171
"Sedgwick County, Kansas",512064.0,,-555555555.0,*****,20,173
"Seward County, Kansas",22692.0,,-555555555.0,*****,20,175
"Shawnee County, Kansas",178284.0,,-555555555.0,*****,20,177
"Sheridan County, Kansas",2506.0,,-555555555.0,*****,20,179
"Sherman County, Kansas",5966.0,,-555555555.0,*****,20,181
"Smith County, Kansas",3663.0,,-555555555.0,*****,20,183
"Stafford County, Kansas",4214.0,,-555555555.0,*****,20,185
"Stanton County, Kansas",2063.0,,-555555555.0,*****,20,187
"Stevens County, Kansas",5686.0,,-555555555.0,*****,20,189
"Sumner County, Kansas",23208.0,,-555555555.0,*****,20,191
"Thomas County, Kansas",7824.0,,-555555555.0,*****,20,193
"Trego County, Kansas",2858.0,,-555555555.0,*****,20,195
"Wabaunsee County, Kansas",6888.0,,-555555555.0,*****,20,197
"Washington County, Kansas",5525.0,,-555555555.0,*****,20,201
"Wichita County, Kansas",2143.0,,-555555555.0,*****,20,203
"Wilson County, Kansas",8780.0,,-555555555.0,*****,20,205
"Woodson County, Kansas",3170.0,,-555555555.0,*****,20,207
"Wyandotte County, Kansas",164345.0,,-555555555.0,*****,20,209
"Adair County, Kentucky",19241.0,,-555555555.0,*****,21,001
"Allen County, Kentucky",20794.0,,-555555555.0,*****,21,003
"Anderson County, Kentucky",22214.0,,-555555555.0,*****,21,005
"Ballard County, Kentucky",8090.0,,-555555555.0,*****,21,007
"Barren County, Kentucky",43680.0,,-555555555.0,*****,21,009
"Bath County, Kentucky",12268.0,,-555555555.0,*****,21,011
"Bell County, Kentucky",27188.0,,-555555555.0,*****,21,013
"Boone County, Kentucky",129095.0,,-555555555.0,*****,21,015
"Bourbon County, Kentucky",20144.0,,-555555555.0,*****,21,017
"Boyd County, Kentucky",48091.0,,-555555555.0,*****,21,019
"Boyle County, Kentucky",29913.0,,-555555555.0,*****,21,021
"Bracken County, Kentucky",8306.0,,-555555555.0,*****,21,023
"Breathitt County, Kentucky",13116.0,,-555555555.0,*****,21,025
"Breckinridge County, Kentucky",20080.0,,-555555555.0,*****,21,027
"Bullitt County, Kentucky",79466.0,,-555555555.0,*****,21,029
"Butler County, Kentucky",12745.0,,-555555555.0,*****,21,031
"Caldwell County, Kentucky",12727.0,,-555555555.0,*****,21,033
"Calloway County, Kentucky",38776.0,,-555555555.0,*****,21,035
"Campbell County, Kentucky",92267.0,,-555555555.0,*****,21,037
"Carlisle County, Kentucky",4841.0,,-555555555.0,*****,21,039
"Carroll County, Kentucky",10711.0,,-555555555.0,*****,21,041
"Carter County, Kentucky",27290.0,,-555555555.0,*****,21,043
"Casey County, Kentucky",15796.0,,-555555555.0,*****,21,045
"Christian County, Kentucky",72263.0,,-555555555.0,*****,21,047
"Clark County, Kentucky",35872.0,,-555555555.0,*****,21,049
"Clay County, Kentucky",20621.0,,-555555555.0,*****,21,051
"Clinton County, Kentucky",10211.0,,-555555555.0,*****,21,053
"Crittenden County, Kentucky",9083.0,,-555555555.0,*****,21,055
"Cumberland County, Kentucky",6713.0,,-555555555.0,*****,21,057
"Daviess County, Kentucky",99937.0,,-555555555.0,*****,21,059
"Edmonson County, Kentucky",12122.0,,-555555555.0,*****,21,061
"Elliott County, Kentucky",7517.0,,-555555555.0,*****,21,063
"Estill County, Kentucky",14313.0,,-555555555.0,*****,21,065
"Fayette County, Kentucky",318734.0,,-555555555.0,*****,21,067
"Fleming County, Kentucky",14479.0,,-555555555.0,*****,21,069
"Floyd County, Kentucky",36926.0,,-555555555.0,*****,21,071
"Franklin County, Kentucky",50296.0,,-555555555.0,*****,21,073
"Fulton County, Kentucky",6210.0,,-555555555.0,*****,21,075
"Gallatin County, Kentucky",8703.0,,-555555555.0,*****,21,077
"Garrard County, Kentucky",17328.0,,-555555555.0,*****,21,079
"Grant County, Kentucky",24915.0,,-555555555.0,*****,21,081
"Graves County, Kentucky",37294.0,,-555555555.0,*****,21,083
"Grayson County, Kentucky",26178.0,,-555555555.0,*****,21,085
"Green County, Kentucky",11023.0,,-555555555.0,*****,21,087
"Greenup County, Kentucky",35765.0,,-555555555.0,*****,21,089
"Hancock County, Kentucky",8719.0,,-555555555.0,*****,21,091
"Hardin County, Kentucky",108095.0,,-555555555.0,*****,21,093
"Harlan County, Kentucky",27134.0,,-555555555.0,*****,21,095
"Harrison County, Kentucky",18668.0,,-555555555.0,*****,21,097
"Hart County, Kentucky",18627.0,,-555555555.0,*****,21,099
"Henderson County, Kentucky",46137.0,,-555555555.0,*****,21,101
"Henry County, Kentucky",15814.0,,-555555555.0,*****,21,103
"Hickman County, Kentucky",4568.0,,-555555555.0,*****,21,105
"Hopkins County, Kentucky",45664.0,,-555555555.0,*****,21,107
"Jackson County, Kentucky",13373.0,,-555555555.0,*****,21,109
"Jefferson County, Kentucky",767154.0,,-555555555.0,*****,21,111
"Jessamine County, Kentucky",52422.0,,-555555555.0,*****,21,113
"Johnson County, Kentucky",22843.0,,-555555555.0,*****,21,115
"Kenton County, Kentucky",164688.0,,-555555555.0,*****,21,117
"Knott County, Kentucky",15513.0,,-555555555.0,*****,21,119
"Knox County, Kentucky",31467.0,,-555555555.0,*****,21,121
"Larue County, Kentucky",14156.0,,-555555555.0,*****,21,123
"Laurel County, Kentucky",60180.0,,-555555555.0,*****,21,125
"Lawrence County, Kentucky",15783.0,,-555555555.0,*****,21,127
"Lee County, Kentucky",6751.0,,-555555555.0,*****,21,129
"Leslie County, Kentucky",10472.0,,-555555555.0,*****,21,131
"Letcher County, Kentucky",22676.0,,-555555555.0,*****,21,133
"Lewis County, Kentucky",13490.0,,-555555555.0,*****,21,135
"Lincoln County, Kentucky",24458.0,,-555555555.0,*****,21,137
"Livingston County, Kentucky",9263.0,,-555555555.0,*****,21,139
"Logan County, Kentucky",26849.0,,-555555555.0,*****,21,141
"Lyon County, Kentucky",8186.0,,-555555555.0,*****,21,143
"McCracken County, Kentucky",65284.0,,-555555555.0,*****,21,145
"McCreary County, Kentucky",17635.0,,-555555555.0,*****,21,147
"McLean County, Kentucky",9331.0,,-555555555.0,*****,21,149
"Madison County, Kentucky",89700.0,,-555555555.0,*****,21,151
"Magoffin County, Kentucky",12666.0,,-555555555.0,*****,21,153
"Marion County, Kentucky",19232.0,,-555555555.0,*****,21,155
"Marshall County, Kentucky",31166.0,,-555555555.0,*****,21,157
"Martin County, Kentucky",11919.0,,-555555555.0,*****,21,159
"Mason County, Kentucky",17153.0,,-555555555.0,*****,21,161
"Meade County, Kentucky",28326.0,,-555555555.0,*****,21,163
"Menifee County, Kentucky",6405.0,,-555555555.0,*****,21,165
"Mercer County, Kentucky",21516.0,,-555555555.0,*****,21,167
"Metcalfe County, Kentucky",10004.0,,-555555555.0,*****,21,169
"Monroe County, Kentucky",10634.0,,-555555555.0,*****,21,171
"Montgomery County, Kentucky",27759.0,,-555555555.0,*****,21,173
"Morgan County, Kentucky",13285.0,,-555555555.0,*****,21,175
"Muhlenberg County, Kentucky",31081.0,,-555555555.0,*****,21,177
"Nelson County, Kentucky",45388.0,,-555555555.0,*****,21,179
"Nicholas County, Kentucky",7100.0,,-555555555.0,*****,21,181
"Ohio County, Kentucky",24071.0,,-555555555.0,*****,21,183
"Oldham County, Kentucky",65374.0,,-555555555.0,*****,21,185
"Owen County, Kentucky",10741.0,,-555555555.0,*****,21,187
"Owsley County, Kentucky",4463.0,,-555555555.0,*****,21,189
"Pendleton County, Kentucky",14520.0,,-555555555.0,*****,21,191
"Perry County, Kentucky",26917.0,,-555555555.0,*****,21,193
"Pike County, Kentucky",60483.0,,-555555555.0,*****,21,195
"Powell County, Kentucky",12321.0,,-555555555.0,*****,21,197
"Pulaski County, Kentucky",64145.0,,-555555555.0,*****,21,199
"Robertson County, Kentucky",2143.0,,-555555555.0,*****,21,201
"Rockcastle County, Kentucky",16827.0,,-555555555.0,*****,21,203
"Rowan County, Kentucky",24499.0,,-555555555.0,*****,21,205
"Russell County, Kentucky",17760.0,,-555555555.0,*****,21,207
"Scott County, Kentucky",53517.0,,-555555555.0,*****,21,209
"Shelby County, Kentucky",46786.0,,-555555555.0,*****,21,211
"Simpson County, Kentucky",18063.0,,-555555555.0,*****,21,213
"Spencer County, Kentucky",18246.0,,-555555555.0,*****,21,215
"Taylor County, Kentucky",25500.0,,-555555555.0,*****,21,217
"Todd County, Kentucky",12350.0,,-555555555.0,*****,21,219
"Trigg County, Kentucky",14344.0,,-555555555.0,*****,21,221
"Trimble County, Kentucky",8637.0,,-555555555.0,*****,21,223
"Union County, Kentucky",14802.0,,-555555555.0,*****,21,225
"Warren County, Kentucky",126427.0,,-555555555.0,*****,21,227
"Washington County, Kentucky",12019.0,,-555555555.0,*****,21,229
"Wayne County, Kentucky",20609.0,,-555555555.0,*****,21,231
"Webster County, Kentucky",13155.0,,-555555555.0,*****,21,233
"Whitley County, Kentucky",36089.0,,-555555555.0,*****,21,235
"Wolfe County, Kentucky",7223.0,,-555555555.0,*****,21,237
"Woodford County, Kentucky",26097.0,,-555555555.0,*****,21,239
"Acadia Parish, Louisiana",62568.0,,-555555555.0,*****,22,001
"Allen Parish, Louisiana",25661.0,,-555555555.0,*****,22,003
"Ascension Parish, Louisiana",121176.0,,-555555555.0,*****,22,005
"Assumption Parish, Louisiana",22714.0,,-555555555.0,*****,22,007
"Avoyelles Parish, Louisiana",40882.0,,-555555555.0,*****,22,009
"Beauregard Parish, Louisiana",36769.0,,-555555555.0,*****,22,011
"Bienville Parish, Louisiana",13668.0,,-555555555.0,*****,22,013
"Bossier Parish, Louisiana",126131.0,,-555555555.0,*****,22,015
"Caddo Parish, Louisiana",248361.0,,-555555555.0,*****,22,017
"Calcasieu Parish, Louisiana",200182.0,,-555555555.0,*****,22,019
"Caldwell Parish, Louisiana",9996.0,,-555555555.0,*****,22,021
"Cameron Parish, Louisiana",6868.0,,-555555555.0,*****,22,023
"Catahoula Parish, Louisiana",9893.0,,-555555555.0,*****,22,025
"Claiborne Parish, Louisiana",16153.0,,-555555555.0,*****,22,027
"Concordia Parish, Louisiana",20021.0,,-555555555.0,*****,22,029
"De Soto Parish, Louisiana",27216.0,,-555555555.0,*****,22,031
"East Baton Rouge Parish, Louisiana",444094.0,,-555555555.0,*****,22,033
"East Carroll Parish, Louisiana",7225.0,,-555555555.0,*****,22,035
"East Feliciana Parish, Louisiana",19499.0,,-555555555.0,*****,22,037
"Evangeline Parish, Louisiana",33636.0,,-555555555.0,*****,22,039
"Franklin Parish, Louisiana",20322.0,,-555555555.0,*****,22,041
"Grant Parish, Louisiana",22348.0,,-555555555.0,*****,22,043
"Iberia Parish, Louisiana",72691.0,,-555555555.0,*****,22,045
"Iberville Parish, Louisiana",32956.0,,-555555555.0,*****,22,047
"Jackson Parish, Louisiana",15926.0,,-555555555.0,*****,22,049
"Jefferson Parish, Louisiana",435300.0,,-555555555.0,*****,22,051
"Jefferson Davis Parish, Louisiana",31467.0,,-555555555.0,*****,22,053
"Lafayette Parish, Louisiana",240091.0,,-555555555.0,*****,22,055
"Lafourche Parish, Louisiana",98214.0,,-555555555.0,*****,22,057
"LaSalle Parish, Louisiana",14949.0,,-555555555.0,*****,22,059
"Lincoln Parish, Louisiana",47356.0,,-555555555.0,*****,22,061
"Livingston Parish, Louisiana",138111.0,,-555555555.0,*****,22,063
"Madison Parish, Louisiana",11472.0,,-555555555.0,*****,22,065
"Morehouse Parish, Louisiana",25992.0,,-555555555.0,*****,22,067
"Natchitoches Parish, Louisiana",38963.0,,-555555555.0,*****,22,069
"Orleans Parish, Louisiana",389648.0,,-555555555.0,*****,22,071
"Ouachita Parish, Louisiana",156075.0,,-555555555.0,*****,22,073
"Plaquemines Parish, Louisiana",23373.0,,-555555555.0,*****,22,075
"Pointe Coupee Parish, Louisiana",22158.0,,-555555555.0,*****,22,077
"Rapides Parish, Louisiana",131546.0,,-555555555.0,*****,22,079
"Red River Parish, Louisiana",8618.0,,-555555555.0,*****,22,081
"Richland Parish, Louisiana",20474.0,,-555555555.0,*****,22,083
"Sabine Parish, Louisiana",24088.0,,-555555555.0,*****,22,085
"St. Bernard Parish, Louisiana",45694.0,,-555555555.0,*****,22,087
"St. Charles Parish, Louisiana",52724.0,,-555555555.0,*****,22,089
"St. Helena Parish, Louisiana",10411.0,,-555555555.0,*****,22,091
"St. James Parish, Louisiana",21357.0,,-555555555.0,*****,22,093
"St. John the Baptist Parish, Louisiana",43446.0,,-555555555.0,*****,22,095
"St. Landry Parish, Louisiana",83449.0,,-555555555.0,*****,22,097
"St. Martin Parish, Louisiana",53752.0,,-555555555.0,*****,22,099
"St. Mary Parish, Louisiana",51734.0,,-555555555.0,*****,22,101
"St. Tammany Parish, Louisiana",252093.0,,-555555555.0,*****,22,103
"Tangipahoa Parish, Louisiana",130504.0,,-555555555.0,*****,22,105
"Tensas Parish, Louisiana",4666.0,,-555555555.0,*****,22,107
"Terrebonne Parish, Louisiana",112587.0,,-555555555.0,*****,22,109
"Union Parish, Louisiana",22475.0,,-555555555.0,*****,22,111
"Vermilion Parish, Louisiana",59867.0,,-555555555.0,*****,22,113
"Vernon Parish, Louisiana",51007.0,,-555555555.0,*****,22,115
"Washington Parish, Louisiana",46457.0,,-555555555.0,*****,22,117
"Webster Parish, Louisiana",39631.0,,-555555555.0,*****,22,119
"West Baton Rouge Parish, Louisiana",25860.0,,-555555555.0,*****,22,121
"West Carroll Parish, Louisiana",11180.0,,-555555555.0,*****,22,123
"West Feliciana Parish, Louisiana",15377.0,,-555555555.0,*****,22,125
"Winn Parish, Louisiana",14494.0,,-555555555.0,*****,22,127
"Androscoggin County, Maine",107444.0,,-555555555.0,*****,23,001
"Aroostook County, Maine",68269.0,,-555555555.0,*****,23,003
"Cumberland County, Maine",290944.0,,-555555555.0,*****,23,005
"Franklin County, Maine",30019.0,,-555555555.0,*****,23,007
"Hancock County, Maine",54541.0,,-555555555.0,*****,23,009
"Kennebec County, Maine",121545.0,,-555555555.0,*****,23,011
"Knox County, Maine",39823.0,,-555555555.0,*****,23,013
"Lincoln County, Maine",34067.0,,-555555555.0,*****,23,015
"Oxford County, Maine",57325.0,,-555555555.0,*****,23,017
"Penobscot County, Maine",151748.0,,-555555555.0,*****,23,019
"Piscataquis County, Maine",16887.0,,-555555555.0,*****,23,021
"Sagadahoc County, Maine",35277.0,,-555555555.0,*****,23,023
"Somerset County, Maine",50710.0,,-555555555.0,*****,23,025
"Waldo County, Maine",39418.0,,-555555555.0,*****,23,027
"Washington County, Maine",31694.0,,-555555555.0,*****,23,029
"York County, Maine",203102.0,,-555555555.0,*****,23,031
"Allegany County, Maryland",71977.0,,-555555555.0,*****,24,001
"Anne Arundel County, Maryland",567696.0,,-555555555.0,*****,24,003
"Baltimore County, Maryland",827625.0,,-555555555.0,*****,24,005
"Calvert County, Maryland",91082.0,,-555555555.0,*****,24,009
"Caroline County, Maryland",32875.0,,-555555555.0,*****,24,011
"Carroll County, Maryland",167522.0,,-555555555.0,*****,24,013
"Cecil County, Maryland",102517.0,,-555555555.0,*****,24,015
"Charles County, Maryland",157671.0,,-555555555.0,*****,24,017
"Dorchester County, Maryland",32261.0,,-555555555.0,*****,24,019
"Frederick County, Maryland",248472.0,,-555555555.0,*****,24,021
"Garrett County, Maryland",29376.0,,-555555555.0,*****,24,023
"Harford County, Maryland",251025.0,,-555555555.0,*****,24,025
"Howard County, Maryland",315327.0,,-555555555.0,*****,24,027
"Kent County, Maryland",19593.0,,-555555555.0,*****,24,029
"Montgomery County, Maryland",1040133.0,,-555555555.0,*****,24,031
"Prince George's County, Maryland",906202.0,,-555555555.0,*****,24,033
"Queen Anne's County, Maryland",49355.0,,-555555555.0,*****,24,035
