state,station_name_lea,nsn,item_name,quantity,ui,acquisition_value,demil_code,demil_ic,ship_date,station_type
CA,KERN COUNTY SHERIFF OFFICE,5140-00-772-4142,"BAG,TOOL",5,Each,12.45,A,1.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-01-503-0766,"SHIRT,COLD WEATHER",60,Each,33.2,A,1.0,2019-06-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,3441-DS-BEN-DFOR,BENDING AND FORMING MACHINES,1,Each,4362.0,A,,2019-06-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-01-604-0627,"SLING,SMALL ARMS",50,Each,34.47,A,1.0,2019-06-20 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4130-01-482-5062,VACU-TOTE STORAGE  ,4,Each,70.63,A,1.0,2019-06-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6230-01-532-2197,FLASHLIGHT,2,Each,4689.73,A,1.0,2019-08-14 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7195-01-651-1285,BULLETIN BOARD,2,Each,71.14,A,1.0,2019-08-21 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5110-01-576-8918,"CUTTER,WIRE,HAND   ",185,Each,104.41,A,1.0,2019-06-13 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-581-5571,"PADS,TACTICAL PROTECTIVE,ASSAULT",3,Pair,19.84,A,1.0,2019-06-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-00-350-4100,"BRUSH,CLEANING,SMALL ARMS",57,Each,3.02,A,1.0,2019-06-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7110-DS-FIL-ECA0,FILE CABINET,1,Each,75.0,A,,2019-06-20 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4235-01-415-9192,"PAD,ABSORBENT,HAZARDOUS MATERIAL",5,Box,43.51,A,1.0,2019-06-20 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-00-556-4102,"ROD,CLEANING,SMALL ARMS",55,Each,1.83,A,1.0,2019-06-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-523-7295,SPHYGMOMANOMETER,4,Each,56.57,A,1.0,2019-08-21 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-DS-HOL-STER,INDIVIDUAL HOLSTER,80,Each,40.0,A,,2019-06-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7310-01-463-4724,"OVEN,STEAMER       ",1,Each,27292.23,A,1.0,2019-08-14 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5970-00-419-4291,"TAPE,INSULATION,ELECTRICAL",100,Roll,5.76,A,1.0,2019-08-05 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-00-285-4744,"BAG,SAND",1,Hundred,93.61,A,1.0,2019-08-05 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6530-01-381-3848,"PAD,HEAT TREATMENT",1,Package,41.57,A,1.0,2019-08-05 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8460-DS-LUG-GAGE,LUGGAGE,3,Each,371.0,A,,2019-06-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7105-00-727-1087,"TABLE,FOLDING LEGS",5,Each,348.29,A,1.0,2019-07-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-DS-BAG-0001,BAGS AND SACKS,4,Each,30.0,A,,2019-07-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7910-01-423-9525,"CLEANER,VACUUM,ELECTRIC",1,Each,72.43,A,1.0,2019-06-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7910-DS-SHO-PVAC,SHOP VACUUM,2,Each,60.0,A,,2019-06-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-00-508-2589,"BRUSH,CLEANING,SMALL ARMS",7,Each,1.02,A,1.0,2019-07-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,3750-DS-BLO-WER0,"BLOWER, LANDSCAPE",1,Each,260.0,A,,2019-07-25 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5180-01-606-7154,"TOOL KIT,SMALL ARMS",2,Kit,3600.0,B,3.0,2019-07-10 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8430-01-563-8018,"BOOTS,COLD WEATHER",10,Pair,148.49,A,1.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-01-604-0627,"SLING,SMALL ARMS",40,Each,34.47,A,1.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5340-01-576-7706,"STRAP,WEBBING",5,Each,149.14,A,1.0,2019-07-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-00-660-0009,"BLADE,SURGICAL KNIFE,DETACHABLE",7,Package,3.08,A,1.0,2019-06-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,2340-DS-CAR-T000,"CART, MOTORIZED",1,Each,594.26,A,,2019-06-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-01-364-4650,"BANDAGE,ELASTIC",164,Package,63.6,A,1.0,2019-06-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-01-528-7843,"CLEANING KIT,GUN",57,Kit,63.73,A,1.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6530-01-469-7530,"STAND,SHELF",2,Each,114.94,A,1.0,2019-07-03 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-01-538-7785,"UNDERSHIRT,COLD WEATHER",8,Each,17.88,A,1.0,2019-07-03 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8430-00-820-3578,"BOOTS,FLYERS",4,Pair,77.1,A,1.0,2019-07-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6130-01-413-3929,"CHARGER,BATTERY",11,Each,25.29,A,1.0,2019-07-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-01-448-8513,"CLEANING KIT,GUN",200,Each,96.19,A,1.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8430-01-563-7641,"BOOTS,COLD WEATHER",15,Pair,148.49,A,1.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-DS-BAG-0001,BAGS AND SACKS,60,Each,50.0,A,,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-01-083-8113,"SLING,SMALL ARMS",290,Each,8.81,A,1.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6625-01-336-3372,MULTIMETER,10,Each,82.0,A,1.0,2019-06-13 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5180-DS-TOO-LKIT,"SETS, KITS, AND OUTFITS OF HAND TOOLS",2,Each,100.0,A,,2019-06-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4110-01-658-4560,"REFRIGERATOR,MECHANICAL,FOOD",1,Each,229.14,A,1.0,2019-07-03 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7520-01-419-5949,"RUBBER STAMP,FIXED TYPE",5,Each,7.98,A,1.0,2019-06-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5180-01-483-0249,"TOOL KIT,GENERAL MECHANICS",1,Set,1780.0,A,1.0,2019-06-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,9930-01-331-6244,"POUCH,HUMAN REMAINS",80,Each,44.28,A,1.0,2019-06-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-517-6319,"BAG,DUFFEL",5,Each,209.44,A,1.0,2019-06-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5140-01-418-6648,"TOOL BOX,PORTABLE",2,Each,39.47,A,1.0,2019-06-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4120-01-558-5664,"KIT,COOLING AND REF",1,Kit,7600.0,A,1.0,2019-08-07 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4110-DS-COO-LER0,"COOLER, WATER",2,Each,370.0,A,,2019-08-07 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-286-5356,FIELD PACK,10,Each,170.65,A,1.0,2019-08-14 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5180-DS-TOO-LKIT,"SETS, KITS, AND OUTFITS OF HAND TOOLS",1,Each,300.0,A,,2019-08-05 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7920-00-240-7171,"BRUSH,SCRUB",24,Each,16.54,A,1.0,2019-08-05 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6545-01-530-0929,"FIRST AID KIT,UNIVERSAL",45,Kit,103.24,A,1.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-01-502-9864,"CAP,EXTREME COLD WEATHER",22,Each,6.23,A,1.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-13-121-5586,"SLING,SMALL ARMS",68,Each,28.05,A,7.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7310-DS-OVE-N000,OVEN,1,Each,36000.0,A,,2019-06-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-631-6890,"CASE,MARKER AND TOOLS,PERSONAL IDENTIFICATION BAND",40,Each,20.0,A,1.0,2019-06-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-00-556-4102,"ROD,CLEANING,SMALL ARMS",80,Each,1.83,A,1.0,2019-06-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5910-01-268-1222,"CAPACITOR,FIXED,CERAMIC DIELECTRIC",14,Each,36.75,A,,2019-07-10 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5120-01-476-7556,"INTRENCHING TOOL,HAND",11,Each,49.04,A,1.0,2019-07-11 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-00-201-7430,"DRESSING,FIRST AID,FIELD",80,Each,7.55,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8460-DS-LUG-GAGE,LUGGAGE,3,Each,20.0,A,,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5210-01-428-5316,"SQUARE,COMBINATION",2,Each,17.16,A,1.0,2020-03-31 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8460-DS-LUG-GAGE,LUGGAGE,2,Each,371.0,A,,2020-02-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5120-00-222-4505,"SHOVEL,HAND",3,Each,243.41,A,1.0,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7240-DS-TRA-SHCA,TRASH CAN,1,Each,5.0,A,,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-519-9172,"GLOVE,PATIENT EXAMINING",10,Package,5.31,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4240-01-580-4895,"STRAP,SAFETY,INDUSTRIAL",40,Each,89.1,A,1.0,2020-03-18 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5180-01-554-4224,"TOOL KIT,GENERAL MECHANIC'S",4,Each,2015.0,A,1.0,2020-03-18 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-00-268-8264,"JACKET,WELDERS",3,Each,106.9,A,1.0,2020-03-18 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6665-01-443-8082,"DETECTOR KIT,CHEMICAL AGENT",1,Kit,566.75,A,,2020-03-05 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6530-00-784-4205,"STRAP WEBBING,PATIENT SECURING",15,Each,23.69,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5140-01-418-6648,"TOOL BOX,PORTABLE",1,Each,39.47,A,1.0,2020-02-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8460-DS-LUG-GAGE,LUGGAGE,12,Each,320.0,A,,2020-02-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-01-399-4792,"BAG,SHREDDER       ",5,Box,14.96,A,1.0,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-01-146-0988,"BANDAGE,ADHESIVE",1,Package,10.37,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-01-484-7864,"BANDAGE,ADHESIVE",3,Package,38.39,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5180-01-559-5981,"TOOL KIT,SMALL ARMS",1,Kit,1711.0,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-019-9102,FIELD PACK,10,Each,40.81,A,1.0,2020-03-18 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-01-484-7864,"BANDAGE,ADHESIVE",1,Package,38.39,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7520-01-465-1431,"PEN,BALL-POINT",7,Dozen,12.59,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7510-00-890-9874,"TAPE,PRESSURE SENSITIVE ADHESIVE",10,Roll,19.34,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7520-01-422-0315,"PEN,BALL-POINT",30,Dozen,8.56,A,,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-00-268-8264,"JACKET,WELDERS",1,Each,106.9,A,1.0,2020-03-18 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4240-01-082-1414,"HELMET,WELDER'S",2,Each,57.81,A,1.0,2020-03-18 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6230-00-643-3562,"LANTERN,ELECTRIC",5,Each,43.84,A,1.0,2020-03-18 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-01-227-9550,"UNDERSHIRT,COLD WEATHER",5,Each,13.83,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5180-01-554-4224,"TOOL KIT,GENERAL MECHANIC'S",3,Each,2015.0,A,1.0,2020-03-31 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7210-00-119-7358,"SHEET,BED",200,Each,8.97,A,1.0,2020-04-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-141-2321,"PACK,PERSONAL GEAR ",16,Each,57.1,A,1.0,2020-04-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-519-9161,"GLOVE,PATIENT EXAMINING",10,Package,10.1,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-519-9161,"GLOVE,PATIENT EXAMINING",10,Package,10.1,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-519-9161,"GLOVE,PATIENT EXAMINING",10,Package,10.1,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8430-01-605-8629,"BOOTS,COMBAT",4,Pair,93.25,A,1.0,2020-02-26 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-519-9172,"GLOVE,PATIENT EXAMINING",10,Package,5.31,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-DS-BAG-0001,BAGS AND SACKS,1,Each,95.0,A,,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-01-484-7864,"BANDAGE,ADHESIVE",2,Package,38.39,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5180-01-554-4224,"TOOL KIT,GENERAL MECHANIC'S",5,Each,2015.0,A,1.0,2020-03-05 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-DS-GLO-VESP,"Gloves, Safety",47,Pair,29.9,A,,2020-02-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-543-7936,"ROPE,BAG           ",7,Each,74.96,A,1.0,2020-02-26 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-00-634-4658,"GLOVES,MEN'S",10,Pair,8.23,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-489-0904,"MASK,ANESTHESIA    ",2,Package,93.39,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5180-00-293-2875,"TOOL KIT,CARPENTERS",1,Kit,1222.0,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7920-00-234-9317,"BRUSH,SANITARY",2,Each,7.98,A,1.0,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6530-00-784-4205,"STRAP WEBBING,PATIENT SECURING",12,Each,23.69,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-01-484-7864,"BANDAGE,ADHESIVE",4,Package,38.39,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7530-01-544-9476,TACTICAL FIELD PLANNER,5,Kit,111.09,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-01-465-4878,"PANTS,PHYSICAL FITN",5,Pair,30.7,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-519-9172,"GLOVE,PATIENT EXAMINING",4,Package,5.31,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-01-484-7864,"BANDAGE,ADHESIVE",2,Package,38.39,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1240-DS-OPT-SIGH,OPTICAL SIGHTING AND RANGING EQUIPMENT,6,Each,839.0,C,,2019-08-07 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4730-01-577-2517,"ELBOW,TUBE",164,Each,69.3,A,1.0,2019-07-10 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7520-01-396-4722,"MARKER,TUBE TYPE",6,Package,16.6,A,1.0,2019-08-05 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1240-01-484-7213,"RANGE FINDER,LASER",2,Each,609.87,A,1.0,2019-07-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5120-00-878-5932,"INTRENCHING TOOL,HAND",2,Each,86.42,A,1.0,2019-07-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6115-01-285-3012,"GENERATOR SET,DIESEL ENGINE",2,Each,9922.25,A,7.0,2019-07-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8430-01-605-8626,"BOOTS,COMBAT",2,Pair,93.25,A,1.0,2019-06-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6650-DS-BIN-OCUL,BINOCULARS,4,Each,40.0,A,,2019-07-25 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5180-01-454-3787,"TOOL KIT,GENERAL MECHANICS",1,Set,1762.0,A,1.0,2019-06-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8430-DS-BOO-TS01,"BOOTS, MEN'S, PAIR",1,Pair,157.57,A,,2019-06-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-01-515-7528,BANDAGE KIT        ,165,Kit,7.76,A,1.0,2019-07-03 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,1005-00-716-2702,"BRUSH,CLEANING,SMALL ARMS",6,Each,0.95,A,1.0,2019-07-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5120-00-878-5932,"INTRENCHING TOOL,HAND",5,Each,86.42,A,1.0,2019-07-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-00-935-3139,"HELMET,SAFETY",34,Each,8.37,A,1.0,2019-07-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5140-DS-CAB-INE0,"CABINET, TOOL",1,Each,46.0,A,,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-01-399-4792,"BAG,SHREDDER       ",2,Box,14.96,A,1.0,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-00-837-7753,"BAG,PLASTIC",1,Thousand,27.09,A,1.0,2020-04-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8540-01-055-6094,"PAPER,TOILET",1,Box,56.89,A,1.0,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-DS-BAG-0001,BAGS AND SACKS,6,Each,320.0,A,,2020-02-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7530-01-273-3755,"PAD,WRITING PAPER",5,Dozen,26.77,A,1.0,2020-02-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4940-DS-MSC-REPE,MISC MAINTENANCE AND REPAIR SHOP,2,Each,8000.0,A,,2020-02-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5140-00-331-5496,"TOOL BOX,PORTABLE",2,Each,79.65,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7510-00-074-5160,"TAPE,PRESSURE SENSITIVE ADHESIVE",50,Roll,19.34,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5140-DS-CAB-INE0,"CABINET, TOOL",1,Each,46.0,A,,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7510-00-074-5157,"TAPE,PRESSURE SENSITIVE ADHESIVE",16,Roll,16.11,A,1.0,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-525-0578,RIFLEMAN SET       ,3,Set,335.18,A,1.0,2020-02-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8430-01-563-6890,"BOOTS,COLD WEATHER",2,Pair,148.62,A,1.0,2020-02-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-461-5798,"TOURNIQUET,NONPNEUMATIC",2,Package,21.71,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7810-DS-ATH-SPOR,ATHLETIC AND SPORTING EQUIPMENT,5,Each,66.46,A,,2020-03-18 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-01-525-6320,"BAG,PLASTIC",1,Package,82.37,A,1.0,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7520-01-554-8210,"MARKER,TUBE TYPE",10,Dozen,14.36,A,1.0,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4110-DS-REF-RIG0,REFRIGERATOR,1,Each,10.0,A,,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-00-285-4744,"BAG,SAND",3,Hundred,93.61,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4110-01-291-7046,REFRIGERATOR-FREEZE,1,Each,1034.54,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8105-DS-BAG-0001,BAGS AND SACKS,7,Each,12.98,A,,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,5120-01-543-0164,"SCREWDRIVER ATTACHMENT SET,SOCKET WRENCH",18,Set,31.13,A,1.0,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6260-01-074-4229,"LIGHT,CHEMILUMINESCENT",3,Box,18.29,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-461-5798,"TOURNIQUET,NONPNEUMATIC",1,Package,21.71,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-525-0578,RIFLEMAN SET       ,6,Set,335.18,A,1.0,2020-02-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-00-268-8264,"JACKET,WELDERS",1,Each,106.9,A,1.0,2020-03-18 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-613-3712,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",10,Each,442.92,A,1.0,2020-04-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7920-00-240-7171,"BRUSH,SCRUB",4,Each,16.54,A,1.0,2020-03-18 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8415-DS-SPC-LOTA,"CLOTHING, SPECIAL PURPOSE, DEMIL A",3,Each,320.0,A,,2020-02-27 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,4240-01-504-5727,"GOGGLES,INDUSTRIAL",25,Each,62.73,A,1.0,2020-04-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,3615-DS-SHR-EDD0,SHREDDER,2,Each,25.0,A,,2020-04-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-01-514-7558,"BANDAGE,GAUZE,IMPREGNATED",12,Roll,56.7,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8460-00-606-8366,"KIT BAG,FLYERS",15,Each,36.22,A,1.0,2020-04-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7210-00-715-7985,"BLANKET,BED",100,Each,31.08,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6530-00-784-4205,"STRAP WEBBING,PATIENT SECURING",12,Each,23.69,A,1.0,2020-03-12 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6510-01-514-7558,"BANDAGE,GAUZE,IMPREGNATED",12,Roll,56.7,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-524-7632,MEDIC SET          ,1,Each,172.39,A,1.0,2020-04-09 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7240-DS-TRA-SHCA,TRASH CAN,1,Each,10.0,A,,2020-03-24 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,7510-01-394-2524,"TAPE,PRESSURE SENSITIVE ADHESIVE",9,Roll,25.38,A,1.0,2020-03-19 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-141-2321,"PACK,PERSONAL GEAR ",21,Each,57.1,A,1.0,2020-04-17 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6625-01-561-2781,MULTIMETER,3,Each,88.31,A,1.0,2020-03-31 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,8465-01-019-9102,FIELD PACK,30,Each,40.81,A,1.0,2020-03-31 00:00:00.000,State
CA,KERN COUNTY SHERIFF OFFICE,6515-01-519-9172,"GLOVE,PATIENT EXAMINING",10,Package,5.31,A,1.0,2020-04-09 00:00:00.000,State
