date,date_entered_updated,launch_time_(utc),missile_name,missile_type,facility_name,facility_location,facility_latitude,facility_longitude,landing_location,apogee,distance_travelled,confirmation_status,test_outcome,additional_information,source(s),year,month,day,missle_type_desc
2020-03-02,2020-03-05,03:37:00,KN-25,SRBM,Sangum-ri,"Anbyon County, Kangwon Province (North Korea)",39.141,127.616,Sea of Japan or East Sea,35 km,240 km,Confirmed,Success,"North Korea's first test of 2020. The test coincided with a large scale military exercise in the area. Images show the tests were overseen by Kim Jong Un. The two KN-25 missiles were reportedly launched within twenty seconds of each other. It is not clear if an additional KN-25 missile was also tested in addition to these. The tests also involved the launching of multiple, much shorter range missiles which are not included in this database. (1 of 2)",https://www.wsj.com/articles/north-korea-fires-two-missiles-in-its-first-weapons-test-this-year-11583126221; https://apnews.com/95c86dab9fbc1f5cbb1848a53ffe344e?utm_medium=AP&utm_campaign=SocialFlow&utm_source=Twitter; https://www.nknews.org/pro/a-return-to-form-north-korea-kicks-off-its-2020-testing-campaign/?t=1583422381022; https://en.yna.co.kr/view/AEN20200302005254325?section=nk/nk; https://www.washingtonpost.com/world/asia_pacific/souths-military-north-korea-fires-unidentified-projectile/2020/03/01/a4a8b012-5c39-11ea-ac50-18701e14e06d_story.html,2020,3,Monday,Short-range
2019-11-28,2019-12-02,07:59:00,KN-25,SRBM,Yonpo Airport,"Hamhung, South Hamgyong Province",39.78938,127.53993,Sea of Japan or East Sea,97 km,380 km,Confirmed,Success,"North Korea launched two large-calibar MLRS rockets on Thanksgiving 2019. Noteably, the two missiles were launched within 30 seconds of each other, a step up from the three minutes on the Halloween test earlier in 2019. Phtographs later revelaed the location of the test to be Yonpo Airport. 1 of 2.",https://www.reuters.com/article/us-northkorea-missiles-kim/north-koreas-thanksgiving-day-test-shows-improving-speed-for-missile-crews-idUSKBN1Y229Z; https://www.washingtonpost.com/world/asia-pacific/north-korea-launches-two-projectiles-in-thanksgiving-message-to-trump/2019/11/28/3cb203d4-11be-11ea-924c-b34d09bbc948_story.html; https://twitter.com/JosephHDempsey/status/1200375851667394561; https://twitter.com/dagyumji/status/1199992317702070273,2019,11,Thursday,Short-range
2019-11-28,2019-12-02,07:59:30,KN-25,SRBM,Yonpo Airport,"Hamhung, South Hamgyong Province",39.78938,127.53993,Sea of Japan or East Sea,97 km,380 km,Confirmed,Success,2 of 2 tests,https://www.reuters.com/article/us-northkorea-missiles-kim/north-koreas-thanksgiving-day-test-shows-improving-speed-for-missile-crews-idUSKBN1Y229Z; https://www.washingtonpost.com/world/asia-pacific/north-korea-launches-two-projectiles-in-thanksgiving-message-to-trump/2019/11/28/3cb203d4-11be-11ea-924c-b34d09bbc948_story.html; https://twitter.com/JosephHDempsey/status/1200375851667394561; https://twitter.com/dagyumji/status/1199992317702070273,2019,11,Thursday,Short-range
2019-10-31,2019-11-04,07:35:00,KN-25,SRBM,Sunchon Airbase,South Pyongan Province,39.412594,125.89031,Sea of Japan or East Sea,90 km,370 km,Confirmed,Success,"It is not clear where this test took place. South Korea reported it as ""from areas in the city of Sunchon, South Pyongan Province"". There's an airbase in that area which could be the location given that North Korea has used them, and this one specifically, as launch sites in the past. If more precise location information becomes available this may be changed. Perhaps most notable about this test is how much North Korea appears to have downplayed it. Kim Jong Un was not reported to have attended the test as he has in the past and few photos were released (making it an especially challenging geolocation puzzle). Given the date of the test, the timing makes this the spookiest DPRK missile test to date. (1 of 2)",https://en.yna.co.kr/view/AEN20191031011453325; https://twitter.com/JosephHDempsey/status/1189872974477905922?s=20; https://www.nknews.org/2019/10/north-korean-media-hails-perfection-of-new-multiple-launch-rocket-system/;,2019,10,Thursday,Short-range
2019-10-31,2019-11-04,07:38:00,KN-25,SRBM,Sunchon Airbase,South Pyongan Province,39.412594,125.89031,Sea of Japan or East Sea,90 km,370 km,Confirmed,Success,2 of 2 tests,https://en.yna.co.kr/view/AEN20191031011453325; https://twitter.com/JosephHDempsey/status/1189872974477905922?s=20; https://www.nknews.org/2019/10/north-korean-media-hails-perfection-of-new-multiple-launch-rocket-system/;,2019,10,Thursday,Short-range
2019-10-01,2019-10-04,22:00:00,Pukguksong-3,SLBM,Yonghung Bay,Kangwon Province,39.26,127.58,Sea of Japan or East Sea,910 km,450 km,Confirmed,Success,"Test of new SLBM. The missile appears to have been launched from an underwater barge. The exact location is not clear but it appears to have been launched off the coast of Wonsan, the site of many other missile tests. North Korea has carried out successful tests from submarines in the past and future tests of this system would likely involve using a submarine as the launch platform. The missile was launched on a lofted trajectory. David Wright estimates that if it been launched to maximize distance it likely could have flown for approx 1,900 km.",https://www.bbc.com/news/world-asia-49915224; https://www.apnews.com/d6a459d8c4774153ad71de95e9effea0; https://allthingsnuclear.org/dwright/north-koreas-latest-missile-test; https://www.washingtonpost.com/world/asia_pacific/north-korea-tests-ballistic-missile-in-show-of-strength-ahead-of-new-talks/2019/10/02/199a7488-e4de-11e9-b7da-053c79b03db8_story.html;,2019,10,Tuesday,Submarine-launched
2019-09-09,2019-09-11,22:12:00,KN-25,SRBM,Kaechon Air Base,"Kaechon, South Pyongan Province",39.752321,125.899905,Sea of Japan or East Sea,50 km,330 km,Confirmed,Success,2 of 3 tests,https://en.yna.co.kr/view/AEN20190910001055325?section=national/defense; https://twitter.com/DaveSchmerler/status/1171805482958409729; https://twitter.com/JosephHDempsey/status/1171550160247250944; https://www.cbsnews.com/news/north-korea-confirms-second-test-launch-multiple-rocket-launcher-says-kim-jong-un-observed/; https://www.cnn.com/2019/09/10/asia/north-korea-projectiles-launch/index.html; https://www.theguardian.com/world/2019/sep/10/north-korea-launches-two-projectiles-hours-after-nuclear-talks-offer;https://www.bloomberg.com/news/articles/2019-09-11/north-korea-s-kim-oversaw-test-of-super-large-missile-launcher;,2019,9,Monday,Short-range
2019-09-09,2019-09-11,21:53:00,KN-25,SRBM,Kaechon Air Base,"Kaechon, South Pyongan Province",39.752321,125.899905,Sea of Japan or East Sea,50 km,330 km,Confirmed,Success,"The test came only a few hours after North Korea stated it was willing to continue talks with the US and shortly before John Bolton found out on twitter he was fired. Reports from the ROK Joint Chiefs reported two missiles launched and tracked, images later released by DPRK state media however show evidence that it launched three missiles, suggesting one of the tests failed early in flight. As such, three entries are recorded for this test with the last being recorded as a failure. It is not clear exactly what time the failed launch took place. (1 of 3 tests)",https://en.yna.co.kr/view/AEN20190910001055325?section=national/defense; https://twitter.com/DaveSchmerler/status/1171805482958409729; https://twitter.com/JosephHDempsey/status/1171550160247250944; https://www.cbsnews.com/news/north-korea-confirms-second-test-launch-multiple-rocket-launcher-says-kim-jong-un-observed/; https://www.cnn.com/2019/09/10/asia/north-korea-projectiles-launch/index.html; https://www.theguardian.com/world/2019/sep/10/north-korea-launches-two-projectiles-hours-after-nuclear-talks-offer;https://www.bloomberg.com/news/articles/2019-09-11/north-korea-s-kim-oversaw-test-of-super-large-missile-launcher;,2019,9,Monday,Short-range
2019-08-23,2019-09-11,22:02:00,KN-25,SRBM,Sondok Airbase,"Sondok, South Hamgyong Province",39.7437,127.4732,Sea of Japan or East Sea,97 km,380 km,Confirmed,Success,2 of 2 tests,https://en.yna.co.kr/view/AEN20190824000453325?section=nk/nk; https://twitter.com/ArmsControlWonk/status/1165390446966661121; https://www.nytimes.com/2019/08/23/world/asia/north-korea-missile-tests-japan-south-korea.html; https://www.bbc.com/news/world-asia-49455689;,2019,8,Friday,Short-range
2019-08-23,2019-09-11,21:45:00,KN-25,SRBM,Sondok Airbase,"Sondok, South Hamgyong Province",39.7437,127.4732,Sea of Japan or East Sea,97 km,380 km,Confirmed,Success,1 of 2 tests,https://en.yna.co.kr/view/AEN20190824000453325?section=nk/nk; https://twitter.com/ArmsControlWonk/status/1165390446966661121; https://www.nytimes.com/2019/08/23/world/asia/north-korea-missile-tests-japan-south-korea.html; https://www.bbc.com/news/world-asia-49455689;,2019,8,Friday,Short-range
2019-08-15,2019-08-19,23:16:00,KN-24,SRBM,Tongchan,Kangwon Province,38.953797,127.891882,Sea of Japan or East Sea,30 km,230 km,Confirmed,Success,2 of 2 tests,https://m-en.yna.co.kr/view/AEN20190816001354325?section=national/defense; https://thediplomat.com/2019/08/north-korea-continues-2019-missile-test-flurry-with-new-short-range-missile-launches/; https://www.wsj.com/articles/north-koreas-missile-tests-fail-to-provoke-response-from-washington-11566039601;,2019,8,Thursday,Short-range
2019-08-15,2019-08-19,23:01:00,KN-24,SRBM,Tongchan,Kangwon Province,38.953797,127.891882,Sea of Japan or East Sea,30 km,230 km,Confirmed,Success,1 of 2 tests,https://m-en.yna.co.kr/view/AEN20190816001354325?section=national/defense; https://thediplomat.com/2019/08/north-korea-continues-2019-missile-test-flurry-with-new-short-range-missile-launches/; https://www.wsj.com/articles/north-koreas-missile-tests-fail-to-provoke-response-from-washington-11566039601;,2019,8,Thursday,Short-range
2019-08-09,2019-08-16,20:50:00,KN-24,SRBM,Hungnam,"Hamhung, South Hamgyong",39.811611,127.66375,Sea of Japan or East Sea,48 km,400 km,Confirmed,Success,"1 of 2 tests, the missiles were fired from the Eastern coast of North Korea. Initially believed to be another KN-23 test, photographs released by North Korea confirmed it was a new type of missile strongly resembling the US's ATACMS.",https://www.washingtonpost.com/world/asia_pacific/fast-low-and-hard-to-stop-north-koreas-missile-tests-crank-up-the-threat-level/2019/08/15/adf3f3e4-bdc3-11e9-aff2-3835caab97f6_story.html; https://www.nknews.org/pro/unpacking-north-koreas-new-weapon-the-songun-atacms/; https://twitter.com/JosephHDempsey/status/1160344505486401538; https://www.theguardian.com/us-news/2019/aug/10/north-korea-fires-two-projectiles-shortly-after-trump-dismissed-earlier-launches; https://en.yna.co.kr/view/AEN20190811000351325?section=nk/nk; https://www.nknews.org/2019/08/kim-jong-un-guided-test-fire-of-new-weapon-with-superior-tactical-character/?utm_content=buffer483b1&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer;,2019,8,Friday,Short-range
2019-08-09,2019-08-16,20:34:00,KN-24,SRBM,Hungnam,"Hamhung, South Hamgyong",39.811611,127.66375,Sea of Japan or East Sea,48 km,400 km,Confirmed,Success,"1 of 2 tests, the missiles were fired from the Eastern coast of North Korea. Initially believed to be another KN-23 test, photographs released by North Korea confirmed it was a new type of missile strongly resembling the US's ATACMS.",https://www.washingtonpost.com/world/asia_pacific/fast-low-and-hard-to-stop-north-koreas-missile-tests-crank-up-the-threat-level/2019/08/15/adf3f3e4-bdc3-11e9-aff2-3835caab97f6_story.html; https://www.nknews.org/pro/unpacking-north-koreas-new-weapon-the-songun-atacms/; https://twitter.com/JosephHDempsey/status/1160344505486401538; https://www.theguardian.com/us-news/2019/aug/10/north-korea-fires-two-projectiles-shortly-after-trump-dismissed-earlier-launches; https://en.yna.co.kr/view/AEN20190811000351325?section=nk/nk; https://www.nknews.org/2019/08/kim-jong-un-guided-test-fire-of-new-weapon-with-superior-tactical-character/?utm_content=buffer483b1&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer;,2019,8,Friday,Short-range
2019-08-05,2020-10-16,20:24:00,KN-23,SRBM,Kwail Airbase,"Kwail, Kwail-Gun, South Hwanghae",38.421522,125.024421,Sea of Japan or East Sea,37 km,450 km,Confirmed,Success,"1 of 2 tests, the test came only a few days after a set of MLRS tests. The MLRS tests were of missiles too small to be included in this dataset. In a statement following the test, North Korea claimed continued US-ROK military exercises were why it carried out the tests. The missiles were fired from the southwest of North Korea in an eastern direction across the peninsula.",https://en.yna.co.kr/view/AEN20190807000454325?section=nk/nk#none; https://twitter.com/DaveSchmerler/status/1158857426415882248/photo/1; https://www.bbc.com/news/world-asia-49244654,2019,8,Monday,Short-range
2019-08-05,2020-10-16,20:36:00,KN-23,SRBM,Kwail Airbase,"Kwail, Kwail-Gun, South Hwanghae",38.421522,125.024421,Sea of Japan or East Sea,37 km,450 km,Confirmed,Success,2 of 2 tests,https://en.yna.co.kr/view/AEN20190807000454325?section=nk/nk#none; https://twitter.com/DaveSchmerler/status/1158857426415882248/photo/1; https://www.bbc.com/news/world-asia-49244654,2019,8,Monday,Short-range
2019-07-24,2019-08-16,20:57:00,KN-23,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,50 km,690 km,Confirmed,Success,2 of 2 tests,https://en.yna.co.kr/view/AEN20190725000858325?section=national/defense; https://www.npr.org/2019/07/25/745144254/north-korea-conducts-missile-tests-while-bolton-meets-with-officials-in-seoul,2019,7,Wednesday,Short-range
2019-07-24,2019-08-16,20:34:00,KN-23,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,50 km,430 km,Confirmed,Success,"1 of 2 tests, the missile was launched from the Hodo Peninsula. The launches came less than a week after North Korea stated that continued US-ROK military exercises could jeopardize continued negotiations.",https://en.yna.co.kr/view/AEN20190725000858325?section=national/defense; https://www.npr.org/2019/07/25/745144254/north-korea-conducts-missile-tests-while-bolton-meets-with-officials-in-seoul,2019,7,Wednesday,Short-range
2019-05-09,2019-05-10,07:49:00,KN-23,SRBM,Baegun,"North Pyongan, North Korea",40.029678,125.227326,,,,Confirmed,Success,"Reports suggest North Korea tested two missiles and rocket artillery, similar to the May 4 test, however it is unclear if two missiles or only one missile was tested. At least one of the missiles also appears to have flown a ""depressed"" trajector, suggesting it was designed to evade US missile defense systems.",https://www.bbc.com/news/world-asia-48212045; https://www.reuters.com/article/us-northkorea-missiles-capability-analys-idUSKCN1SG0CR; https://twitter.com/JosephHDempsey/status/1126774666071162880;,2019,5,Thursday,Short-range
2019-05-09,2019-05-10,07:29:00,KN-23,SRBM,Baegun,"North Pyongan, North Korea",40.029678,125.227326,,50 km,420 km,Confirmed,Success,"Reports suggest North Korea tested two missiles and rocket artillery, similar to the May 4 test, however it is unclear if two missiles or only one missile was tested. At least one of the missiles also appears to have flown a ""depressed"" trajector, suggesting it was designed to evade US missile defense systems.",https://www.bbc.com/news/world-asia-48212045; https://www.reuters.com/article/us-northkorea-missiles-capability-analys-idUSKCN1SG0CR; https://twitter.com/JosephHDempsey/status/1126774666071162880;,2019,5,Thursday,Short-range
2019-05-04,2019-05-10,,KN-23,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,,,,Confirmed,Success,Reports following the test suggest North Korea launched two missiles. Photos released appeared to show one missile along with MLRS launches but later analysis seems to indicate there may actually have been two launches of the new missile. The US and South Korea have not provided any clarification on this.,https://www.bloomberg.com/news/articles/2019-05-05/kim-jong-un-s-weapon-test-may-have-included-ballistic-missile; https://www.cnn.com/2019/05/05/politics/north-korea-missile-launch-image/index.html; https://www.flickr.com/photos/150159554@N03/sets/72157691269857323/; https://www.washingtonpost.com/world/north-korea-fires-several-short-range-projectiles-south-korean-military-says/2019/05/03/511efe92-6e0f-11e9-be3a-33217240a539_story.html?utm_term=.754c1887a45f; https://www.nknews.org/pro/the-songun-iskander-unpacking-north-koreas-new-missile/; https://twitter.com/nktpnd/status/1124784779734519808; https://en.yna.co.kr/view/AEN20190504000700325; https://www.nytimes.com/2019/05/03/world/asia/north-korea-missile.html; https://www.apnews.com/fb6fc86cf2624f9aaf68837d1d0a220d;,2019,5,Saturday,Short-range
2019-05-04,2019-05-06,01:54:00,KN-23,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,,200 km,Confirmed,Success,"After 522 days since the previous missile test, North Korea carried out a test of a new solid fuel missile. Though the test does not violate North Korea's self-imposed missile testing moratorium, it does suggest it may be unwinding. The new missile was first publicly seen at a April 2017 parade and looks similar to an Iskander missile. The test was accompanied with several MLRS missile launches which created significant confusion in the immediate aftermath as to the number and types of missiles tested (the accompanying MLRS launches are too small for this dataset and are excluded). The range of the new missile is still unknown as is its name. This database records it as the KN-23, though this may later be revised after a new name is adopted.",https://www.bloomberg.com/news/articles/2019-05-05/kim-jong-un-s-weapon-test-may-have-included-ballistic-missile; https://www.cnn.com/2019/05/05/politics/north-korea-missile-launch-image/index.html; https://www.flickr.com/photos/150159554@N03/sets/72157691269857323/; https://www.washingtonpost.com/world/north-korea-fires-several-short-range-projectiles-south-korean-military-says/2019/05/03/511efe92-6e0f-11e9-be3a-33217240a539_story.html?utm_term=.754c1887a45f; https://www.nknews.org/pro/the-songun-iskander-unpacking-north-koreas-new-missile/; https://twitter.com/nktpnd/status/1124784779734519808; https://en.yna.co.kr/view/AEN20190504000700325; https://www.nytimes.com/2019/05/03/world/asia/north-korea-missile.html; https://www.apnews.com/fb6fc86cf2624f9aaf68837d1d0a220d;,2019,5,Saturday,Short-range
2017-11-28,2017-11-29,18:18:00,Hwasong-15,ICBM,Pyongsong Field,"Pyongsong, South Pyongan Province",39.282,125.869,Sea of Japan or East Sea,4475 km,950 km,Confirmed,Success,"First test of North Korea's new missile, the Hwasong-15. The missile itself is noticebly larger than the Hwasong-14 and estimates for its range suggest it is capable of delivering a payload 13,000 km putting the entire United States within range. The test took place in a field next to the factory which it was rolled out of in images released by North Korea following the test.",https://www.nytimes.com/2017/11/28/world/asia/north-korea-missile-test.html; https://www.cnn.com/2017/11/29/asia/north-korea-missile-test/index.html; https://www.washingtonpost.com/news/worldviews/wp/2017/11/29/north-koreas-late-night-missile-test-may-hint-at-broader-strategy/?utm_term=.2e9bcbf2b2d1; https://www.washingtonpost.com/world/north-korea-fires-missile-for-the-first-time-in-more-than-two-months/2017/11/28/0c136952-d46c-11e7-9461-ba77d604373d_story.html?hpid=hp_hp-top-table-main_nkoreamissile-2p:homepage/story&utm_campaign=buffer&utm_content=bufferf0c09&utm_medium=social&utm_source=twitter.com&utm_term=.4adbad152a43; http://allthingsnuclear.org/dwright/nk-longest-missile-test-yet; https://twitter.com/W7VOA/status/935607913019772928; https://twitter.com/martyn_williams/status/935716589223079936; https://pbs.twimg.com/media/DPvybh4W0AIe6Ux.jpg:large; https://pbs.twimg.com/media/DPxVMlMUQAA-wjh.jpg:large;,2017,11,Tuesday,Intercontinental
2017-09-14,2017-11-28,21:57:00,Hwasong-12,IRBM,Pyongyang International Airport,"Pyongyang, North Korea",39.200159,125.673256,Pacific Ocean,770 km,3700 km,Confirmed,Success,"This was the 4th time North Korea launched a projectile over the Japanese home islands and the 2nd time they launched a ballistic missile. This time the missile travelled about 3700 km, which is about the distance it would have to travel to hit Guam. The missile travelled an a similar trajectory as the August 28 test which suggests this flight path could become a regular testing corridor over Japan.",http://www.mod.go.jp/e/press/release/2017/09/15a.html; http://www.mod.go.jp/e/press/conference/2017/09/15.pdf; https://apnews.com/4509ab53e96b4ce38000bb2e232f33ad/North-Korea-fires-missile-over-Japan-in-longest-ever-flight?utm_content=buffer810fe&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer; http://thediplomat.com/2017/09/north-korea-overflies-japan-with-another-intermediate-range-ballistic-missile-early-analysis/?utm_content=bufferd82eb&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer; https://twitter.com/nktpnd/status/908476033103548416; https://twitter.com/DaveSchmerler/status/908829833093816322;,2017,9,Thursday,Intermediate-range
2017-08-28,2017-11-28,20:58:00,Hwasong-12,IRBM,Pyongyang International Airport,"Pyongyang, North Korea",39.200159,125.673256,Pacific Ocean,550 km,2700 km,Confirmed,Unknown,"This was the 3rd time North Korea launched a missile over the Japanese home islands. The first was in 1998 and the second was in 2009 (North Korea attempted a launch over Japan in 2006 but the rocket failed before overflying Japan). Initial reports suggested that North Korea launched 3 missiles, this was later deterimined to be innaccurate and that North Korea had only launched a single missile. The exact type of missile launched is unclear however we have can narrow it down. Based on the range alone it would have to be either the Hwasong-12 or the Hwasong-14 because those are the only known missiles in North Korea's arsenal capable of travelling that distance. The consensus is that this was a launch of the HS-12. The estimated maximum range of this missile is 4500 km making the 2700 km distance travelled puzzeling. The reduced range was likely either the result of some failure with the missile or North Korea purposely testing the missile at a reduced range (both of which are not without precedence).This is unclear. Early reports out of Japan reported that the missile broke apart into multiple pieces suggesting a failure. In addition, the missile travelled only 2700 km, significantly shorter than its estimated range. North Korea later reported the test as a success and released photographs of the test and Kim Jong Un observing it. Maps placed in front of Kim suggest the missile may have been intended to travel farther than it did. A subsequent test on September 14 followed a similar trajectory except this time the missile travelled about 1000 km farther.",http://english.yonhapnews.co.kr/northkorea/2017/08/29/91/0401000000AEN20170829000755315F.html; http://english.yonhapnews.co.kr/northkorea/2017/08/29/0401000000AEN20170829000752315.html; http://allthingsnuclear.org/dwright/north-koreas-missile-test-over-japan; https://twitter.com/nktpnd/status/902300202039738368; https://twitter.com/jseldin/status/902291268369305600; https://twitter.com/nktpnd/status/902604666646777861; https://www.washingtonpost.com/world/north-korean-missile-flies-over-japan-escalating-tensions-and-prompting-an-angry-response-from-tokyo/2017/08/28/e1975804-8c37-11e7-9c53-6a169beb0953_story.html?hpid=hp_hp-top-table-low_nkoreamissile-546pm:homepage/story&utm_campaign=buffer&utm_content=buffere55ca&utm_medium=social&utm_source=twitter.com&utm_term=.024311fb0d4a; http://www.mod.go.jp/e/press/release/2017/08/29a.html; https://www.facebook.com/36WGPA/posts/1772782709430433;,2017,8,Monday,Intermediate-range
2017-08-25,2017-11-28,22:19:00,Scud-B MaRV,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province",38.99083,127.6236,Sea of Japan or East Sea,,250 km,Confirmed,Success,"There was significant confusion, contradictory information, and disagreement concerning the August 25 test. Initial reports released by South Korea, Japan, and the United States were very different from one another. This is not particularly unusual, however, the analyses conducted and released by each remains quite different even after each issued revisions and clarifications. That is unusual. South Korea initially reported a single, DPRK launched SRBM which travelled approximately 250 km. South Korea later revised this assessment to ""several unidentified projectiles"". South Korea later stated they believed these were 300-mm artillery rockets, not SRBMs. A Japanese assessment argued that the missiles were either MLRS artiller rockets or a KN-02 missile or equivalent. PACOM's initial press release stated that all 3 of the missiles North Korea launched failed either on launch or in flight. This was revised in a later press release to state that only the 2nd missile suffered a failure, the 1st and 3rd did not. PACOM did state it believed the missiles were SRBMs, meaning they are capable of a range between 300km -1000 km, not artillery rockets as other observers have suggested. More recently, based on reports by The Diplomat, it appears this was a test of the ""Scud-B MaRV"", dubbed the KN-21 by the US. It appears to be an attempt to update North Korea's oldest missile system. North Korea likely has lots of these missiles in storage, equipping them with manueverable re-entry vehicles is a cheap and quick way to update an old system.",https://twitter.com/PacificCommand/status/901226675647561728; https://twitter.com/nktpnd/status/901309863522951168; https://www.washingtonpost.com/world/north-korea-is-reported-to-have-launched-another-missile-heightening-tensions/2017/08/25/4569a10c-89e5-11e7-96a7-d178cf3524eb_story.html?utm_term=.c3a23dc3b5c0; http://www.cnn.com/2017/08/28/asia/north-korea-missile-test/index.html; http://thediplomat.com/2017/08/what-kind-of-missiles-did-north-korea-launch-on-august-26/?utm_content=buffer5374f&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer; http://www.mod.go.jp/e/press/release/2017/08/26b.pdf; http://english.yonhapnews.co.kr/news/2017/08/26/0200000000AEN20170826000661315.html; https://www.japantimes.co.jp/news/2017/08/26/asia-pacific/north-korea-fires-unidentified-projectile-sea-reports/#.WaRDslGGOUl; http://thediplomat.com/2017/09/introducing-the-kn21-north-koreas-new-take-on-its-oldest-ballistic-missile/;,2017,8,Friday,Short-range
2017-08-25,2017-11-28,21:49:00,Scud-B MaRV,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province",38.99083,127.6236,Sea of Japan or East Sea,,250 km,Confirmed,Success,"There was significant confusion, contradictory information, and disagreement concerning the August 25 test. Initial reports released by South Korea, Japan, and the United States were very different from one another. This is not particularly unusual, however, the analyses conducted and released by each remains quite different even after each issued revisions and clarifications. That is unusual. South Korea initially reported a single, DPRK launched SRBM which travelled approximately 250 km. South Korea later revised this assessment to ""several unidentified projectiles"". South Korea later stated they believed these were 300-mm artillery rockets, not SRBMs. A Japanese assessment argued that the missiles were either MLRS artiller rockets or a KN-02 missile or equivalent. PACOM's initial press release stated that all 3 of the missiles North Korea launched failed either on launch or in flight. This was revised in a later press release to state that only the 2nd missile suffered a failure, the 1st and 3rd did not. PACOM did state it believed the missiles were SRBMs, meaning they are capable of a range between 300km -1000 km, not artillery rockets as other observers have suggested. More recently, based on reports by The Diplomat, it appears this was a test of the ""Scud-B MaRV"", dubbed the KN-21 by the US. It appears to be an attempt to update North Korea's oldest missile system. North Korea likely has lots of these missiles in storage, equipping them with manueverable re-entry vehicles is a cheap and quick way to update an old system.",https://twitter.com/PacificCommand/status/901226675647561728; https://twitter.com/nktpnd/status/901309863522951168; https://www.washingtonpost.com/world/north-korea-is-reported-to-have-launched-another-missile-heightening-tensions/2017/08/25/4569a10c-89e5-11e7-96a7-d178cf3524eb_story.html?utm_term=.c3a23dc3b5c0; http://www.cnn.com/2017/08/28/asia/north-korea-missile-test/index.html; http://thediplomat.com/2017/08/what-kind-of-missiles-did-north-korea-launch-on-august-26/?utm_content=buffer5374f&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer; http://www.mod.go.jp/e/press/release/2017/08/26b.pdf; http://english.yonhapnews.co.kr/news/2017/08/26/0200000000AEN20170826000661315.html; https://www.japantimes.co.jp/news/2017/08/26/asia-pacific/north-korea-fires-unidentified-projectile-sea-reports/#.WaRDslGGOUl; http://thediplomat.com/2017/09/introducing-the-kn21-north-koreas-new-take-on-its-oldest-ballistic-missile/;,2017,8,Friday,Short-range
2017-07-28,2017-11-28,14:42:00,Hwasong-14,ICBM,Mupyong-ni Arms Plant,"Mup'Yong-Ni, Chagang Province",40.611208,126.425743,Sea of Japan or East Sea,3724.9 km,998 km,Confirmed,Success,"North Korea's second ICBM flight test of the Hwasong-14. The missile was launched on a lofted trajectory. Initial analysis suggests if launched on a trajectory to maximize its range then it could cover approximately 10,000 km. Such a missile brings most of the continental United States within range. The test was highly anticipated as well. There were multiple reports from US intelligence agencies that said North Korea was preparing for a missile launch sometime during the last week of July. However, most of those reports cited activity at Kusong, around where the first ICBM test was carried out. This test occurred over 100 km away from that location. Some have speculated that this test was North Korea's attempt to demonstrate that it could ""fake out"" US intelligence and carry out a launch without the US knowing where it would come from. Subsequent reports from South Korea and the US stated that the respective intelligence agencies were aware of and tracking the activity and were not fooled. The launch location itself appears to be a missile base or TEL maintenance facility close to the Chinese border.",https://twitter.com/DaveSchmerler/status/891208500071636992; http://www.mod.go.jp/e/press/release/2017/07/29b.pdf; http://www.mod.go.jp/e/press/release/2017/07/29a.pdf; http://www.npr.org/sections/thetwo-way/2017/07/28/540008218/north-korea-h-ballistic-missile-seoul-and-the-pentagon-say?utm_campaign=storyshare&utm_source=twitter.com&utm_medium=social; https://www.theguardian.com/world/2017/jul/28/north-korea-fires-missile-japan-reports-say; https://www.inverse.com/article/34804-north-korea-missile-test-night-launch?utm_source=twitter.com&utm_medium=on_site&utm_campaign=article-footer; http://www.reuters.com/article/us-northkorea-missiles-idUSKBN1AD1ZB?utm_source=twitter&utm_medium=Social; http://www.abc.net.au/news/2017-07-29/north-korea-missile-test-proves-the-us-is-well-within-range/8756472; http://www.bbc.com/news/world-asia-40760583#; http://www.npr.org/2017/07/28/540088346/north-korea-successfully-launches-second-icbm; https://www.buzzfeed.com/nancyyoussef/north-korea-missile-could-have-reached-us-midwest-estimates?utm_term=.fb2ZwnBNO#.kdybV9OYZ; https://www.ft.com/content/e4e723f8-73ce-11e7-aca6-c6bd07df1a3c; https://twitter.com/CurtisMelvin/status/892013648658477056,2017,7,Friday,Intercontinental
