facid,facility_name,penalties,penalties_sum,bed_capacity,fac_fdr,penalties_per_10_beds,penalties_sum_per_10_beds
050000007,CHANNEL ISLANDS POST ACUTE,27,154290.0,156.0,SKILLED NURSING FACILITY,1.73,9890.38
050000014,COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA,3,145230.0,203.0,GENERAL ACUTE CARE HOSPITAL,0.15,7154.19
050000016,FRENCH HOSPITAL MEDICAL CENTER,1,50000.0,78.0,GENERAL ACUTE CARE HOSPITAL,0.13,6410.26
050000020,LOS ROBLES HOSPITAL & MEDICAL CENTER,4,52300.0,274.0,GENERAL ACUTE CARE HOSPITAL,0.15,1908.76
050000021,MARIAN REGIONAL MEDICAL CENTER,4,123600.0,218.0,GENERAL ACUTE CARE HOSPITAL,0.18,5669.72
050000023,OJAI VALLEY COMMUNITY HOSPITAL,1,1300.0,21.0,GENERAL ACUTE CARE HOSPITAL,0.48,619.05
050000026,ST JOHNS PLEASANT VALLEY HOSPITAL,1,1200.0,50.0,GENERAL ACUTE CARE HOSPITAL,0.2,240.0
050000035,ST JOHNS REGIONAL MEDICAL CENTER,2,115400.0,249.0,GENERAL ACUTE CARE HOSPITAL,0.08,4634.54
050000037,TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,2,43900.0,94.0,GENERAL ACUTE CARE HOSPITAL,0.21,4670.21
050000039,VENTURA COUNTY MEDICAL CENTER,5,209182.5,154.0,GENERAL ACUTE CARE HOSPITAL,0.32,13583.28
050000041,AURORA VISTA DEL MAR HOSPITAL,1,56250.0,87.0,ACUTE PSYCHIATRIC HOSPITAL,0.11,6465.52
050000043,OJAI HEALTH & REHABILITATION,7,39405.0,74.0,SKILLED NURSING FACILITY,0.95,5325.0
050000044,SAN LUIS POST ACUTE CENTER,5,33655.0,162.0,SKILLED NURSING FACILITY,0.31,2077.47
050000045,CASA DE VIDA,4,11800.0,59.0,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0.68,2000.0
050000046,CASA DORINDA,2,17400.0,52.0,SKILLED NURSING FACILITY,0.38,3346.15
050000047,COUNTRY OAKS CARE CENTER,11,37250.0,59.0,SKILLED NURSING FACILITY,1.86,6313.56
050000048,DANISH CARE CENTER,5,4000.0,65.0,SKILLED NURSING FACILITY,0.77,615.38
050000049,"GREENFIELD CARE CENTER OF FILLMORE, LLC",7,17200.0,99.0,SKILLED NURSING FACILITY,0.71,1737.37
050000050,GLENWOOD CARE CENTER,3,83163.0,99.0,SKILLED NURSING FACILITY,0.3,8400.3
050000051,MISSION VIEW HEALTH CENTER,12,87600.0,162.0,SKILLED NURSING FACILITY,0.74,5407.41
050000052,HILLSIDE HOUSE INC,12,22950.0,59.0,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2.03,3889.83
050000053,SANTA MARIA POST ACUTE,3,9803.0,55.0,SKILLED NURSING FACILITY,0.55,1782.36
050000054,LOMPOC VALLEY MEDICAL CENTER COMPREHENSIVE CARE CENTER D/P SNF,9,46950.0,110.0,SKILLED NURSING FACILITY,0.82,4268.18
050000055,MARY HEALTH OF THE SICK CONVALESCENT & NURSING HOSPITAL,2,4800.0,61.0,SKILLED NURSING FACILITY,0.33,786.89
050000056,MAYWOOD ACRES HEALTHCARE,10,71550.0,98.0,SKILLED NURSING FACILITY,1.02,7301.02
050000058,OXNARD MANOR HEALTHCARE CENTER,17,27526.0,82.0,SKILLED NURSING FACILITY,2.07,3356.83
050000061,SAMARKAND SKILLED NURSING FACILITY,7,15300.0,63.0,SKILLED NURSING FACILITY,1.11,2428.57
050000062,THE CALIFORNIAN,7,94650.0,68.0,SKILLED NURSING FACILITY,1.03,13919.12
050000064,ATTERDAG CARE CENTER,3,6300.0,54.0,SKILLED NURSING FACILITY,0.56,1166.67
050000066,COASTAL VIEW HEALTHCARE CENTER,3,5600.0,96.0,SKILLED NURSING FACILITY,0.31,583.33
050000067,"THOUSAND OAKS POST ACUTE, LLC",22,79465.0,123.0,SKILLED NURSING FACILITY,1.79,6460.57
050000068,SANTA PAULA POST ACUTE CENTER,26,120142.0,99.0,SKILLED NURSING FACILITY,2.63,12135.56
050000069,VALLE VERDE HEALTH FACILITY,7,40632.0,80.0,SKILLED NURSING FACILITY,0.88,5079.0
050000070,SIMI VALLEY CARE CENTER,6,13650.0,99.0,SKILLED NURSING FACILITY,0.61,1378.79
050000072,VENTURA POST ACUTE,3,3205.0,71.0,SKILLED NURSING FACILITY,0.42,451.41
050000074,VILLA MARIA POST ACUTE,6,29942.0,81.0,SKILLED NURSING FACILITY,0.74,3696.54
050000131,VINEYARD HILLS HEALTH CENTER,2,1300.0,99.0,SKILLED NURSING FACILITY,0.2,131.31
050000139,BAYSIDE CARE CENTER,8,33600.0,145.0,SKILLED NURSING FACILITY,0.55,2317.24
050000140,MARIAN REGIONAL MEDICAL CENTER DP/SNF,4,9900.0,95.0,SKILLED NURSING FACILITY,0.42,1042.11
050000141,OJAI VALLEY COMMUNITY SKILLED NURSING FACILITY,10,41643.0,75.0,SKILLED NURSING FACILITY,1.33,5552.4
050000192,VENTURA COUNTY MEDICAL CENTER INPATIENT D/P APH,1,50000.0,43.0,ACUTE PSYCHIATRIC HOSPITAL,0.23,11627.91
050000248,ST JOHNS PLEASANT VALLEY HOSPITAL D/P SNF,8,11050.0,74.0,SKILLED NURSING FACILITY,1.08,1493.24
050000280,SANTA BARBARA COTTAGE HOSPITAL,8,233300.0,461.0,GENERAL ACUTE CARE HOSPITAL,0.17,5060.74
050000455,ADVENTIST HEALTH SIMI VALLEY,7,123715.0,136.0,GENERAL ACUTE CARE HOSPITAL,0.51,9096.69
050000549,BUENA VISTA CARE CENTER,8,13200.0,150.0,SKILLED NURSING FACILITY,0.53,880.0
050000595,VICTORIA CARE CENTER,34,144060.0,188.0,SKILLED NURSING FACILITY,1.81,7662.77
050001383,CAMARILLO SENIOR LIVING,25,208500.0,45.0,SKILLED NURSING FACILITY,5.56,46333.33
050001409,WINDSOR TERRACE OF WESTLAKE VILLAGE,18,65410.0,99.0,SKILLED NURSING FACILITY,1.82,6607.07
050001416,LOMPOC SKILLED NURSING & REHABILITATION CENTER,21,43400.0,120.0,SKILLED NURSING FACILITY,1.75,3616.67
050001468,"THOUSAND OAKS SURGICAL HOSP., A CAMPUS OF LOS ROBLES HOSP. & MEDICAL CTR.",2,28000.0,21.0,GENERAL ACUTE CARE HOSPITAL,0.95,13333.33
060000002,AHMC ANAHEIM REGIONAL MEDICAL CENTER,11,118825.0,202.0,GENERAL ACUTE CARE HOSPITAL,0.54,5882.43
060000006,CHAPMAN GLOBAL MEDICAL CENTER,4,87600.0,63.0,GENERAL ACUTE CARE HOSPITAL,0.63,13904.76
060000007,CHILDREN'S HOSPITAL OF ORANGE COUNTY,5,56200.0,316.0,GENERAL ACUTE CARE HOSPITAL,0.16,1778.48
060000008,COLLEGE HOSPITAL COSTA MESA,3,62700.0,23.0,GENERAL ACUTE CARE HOSPITAL,1.3,27260.87
060000011,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,11,102625.0,280.0,GENERAL ACUTE CARE HOSPITAL,0.39,3665.18
060000013,FOOTHILL REGIONAL MEDICAL CENTER,1,10000.0,120.0,GENERAL ACUTE CARE HOSPITAL,0.08,833.33
060000014,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,16,135500.0,385.0,GENERAL ACUTE CARE HOSPITAL,0.42,3519.48
060000015,HUNTINGTON BEACH HOSPITAL,7,53900.0,70.0,GENERAL ACUTE CARE HOSPITAL,1.0,7700.0
060000016,WEST ANAHEIM MEDICAL CENTER,2,13500.0,147.0,GENERAL ACUTE CARE HOSPITAL,0.14,918.37
060000017,KINDRED HOSPITAL WESTMINSTER,23,143500.0,93.0,GENERAL ACUTE CARE HOSPITAL,2.47,15430.11
060000020,COUNTRY VILLA PLAZA CONVALESCENT CENTER,7,20000.0,145.0,SKILLED NURSING FACILITY,0.48,1379.31
060000021,SOUTH COAST GLOBAL MEDICAL CENTER,15,100275.0,79.0,GENERAL ACUTE CARE HOSPITAL,1.9,12693.04
060000022,ALAMITOS WEST HEALTH & REHABILITATION,7,34550.0,150.0,SKILLED NURSING FACILITY,0.47,2303.33
060000025,LOS ALAMITOS MEDICAL CENTER,3,25600.0,155.0,GENERAL ACUTE CARE HOSPITAL,0.19,1651.61
060000026,SEAL BEACH HEALTH AND REHABILITATION CENTER,11,17550.0,198.0,SKILLED NURSING FACILITY,0.56,886.36
060000027,LAC/HARBOR UCLA MEDICAL CENTER,12,544125.0,395.0,GENERAL ACUTE CARE HOSPITAL,0.3,13775.32
060000028,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,1,600.0,150.0,GENERAL ACUTE CARE HOSPITAL,0.07,40.0
060000029,ST. ELIZABETH HEALTHCARE CENTER,5,11750.0,59.0,SKILLED NURSING FACILITY,0.85,1991.53
060000030,BUENA PARK NURSING CENTER,5,18850.0,143.0,SKILLED NURSING FACILITY,0.35,1318.18
060000031,ANAHEIM CREST NURSING CENTER,3,86000.0,83.0,SKILLED NURSING FACILITY,0.36,10361.45
060000033,FLAGSHIP HEALTHCARE CENTER,11,43100.0,167.0,SKILLED NURSING FACILITY,0.66,2580.84
060000034,VICTORIA HEALTHCARE AND REHABILITATION CENTER,6,25618.0,79.0,SKILLED NURSING FACILITY,0.76,3242.78
060000035,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",4,51700.0,113.0,GENERAL ACUTE CARE HOSPITAL,0.35,4575.22
060000037,CAPISTRANO BEACH CARE CENTER,6,14500.0,93.0,SKILLED NURSING FACILITY,0.65,1559.14
060000038,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14,212575.0,271.0,GENERAL ACUTE CARE HOSPITAL,0.52,7844.1
060000039,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,10,11250.0,154.0,SKILLED NURSING FACILITY,0.65,730.52
060000040,LAC+USC MEDICAL CENTER,20,210600.0,590.0,GENERAL ACUTE CARE HOSPITAL,0.34,3569.49
060000041,THE PAVILION AT SUNNY HILLS,12,45550.0,228.0,SKILLED NURSING FACILITY,0.53,1997.81
060000042,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,12,25418.0,208.0,SKILLED NURSING FACILITY,0.58,1222.02
060000043,GARDEN GROVE POST ACUTE,1,500.0,99.0,SKILLED NURSING FACILITY,0.1,50.51
060000045,BEACHSIDE NURSING CENTER,1,750.0,59.0,SKILLED NURSING FACILITY,0.17,127.12
060000046,GORDON LANE CARE CENTER,4,10900.0,99.0,SKILLED NURSING FACILITY,0.4,1101.01
060000047,COVENTRY COURT HEALTH CENTER,3,6250.0,97.0,SKILLED NURSING FACILITY,0.31,644.33
060000048,LEISURE COURT NURSING CENTER,6,14100.0,115.0,SKILLED NURSING FACILITY,0.52,1226.09
060000049,GARDEN PARK CARE CENTER,2,1175.0,124.0,SKILLED NURSING FACILITY,0.16,94.76
060000050,LA PALMA NURSING CENTER,3,9300.0,72.0,SKILLED NURSING FACILITY,0.42,1291.67
060000051,ADVANCED REHAB CENTER OF TUSTIN,4,22750.0,99.0,SKILLED NURSING FACILITY,0.4,2297.98
060000052,"ORANGE HEALTHCARE & WELLNESS CENTRE, LLC",9,45950.0,102.0,SKILLED NURSING FACILITY,0.88,4504.9
060000053,SEA CLIFF HEALTHCARE CENTER,6,32755.0,123.0,SKILLED NURSING FACILITY,0.49,2663.01
060000054,HUNTINGTON VALLEY HEALTHCARE CENTER,7,99000.0,144.0,SKILLED NURSING FACILITY,0.49,6875.0
060000055,MISSION PALMS HEALTHCARE CENTER,3,5800.0,99.0,SKILLED NURSING FACILITY,0.3,585.86
060000058,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,10,240800.0,143.0,GENERAL ACUTE CARE HOSPITAL,0.7,16839.16
060000060,PROVIDENCE MISSION HOSPITAL,26,457250.0,345.0,GENERAL ACUTE CARE HOSPITAL,0.75,13253.62
060000062,PLACENTIA LINDA HOSPITAL,6,49800.0,106.0,GENERAL ACUTE CARE HOSPITAL,0.57,4698.11
060000063,MEMORIALCARE SADDLEBACK MEDICAL CENTER,15,83150.0,229.0,GENERAL ACUTE CARE HOSPITAL,0.66,3631.0
060000064,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,1,400.0,66.0,GENERAL ACUTE CARE HOSPITAL,0.15,60.61
060000066,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH,1,25000.0,113.0,GENERAL ACUTE CARE HOSPITAL,0.09,2212.39
060000067,PROVIDENCE ST. JOSEPH HOSPITAL,9,340850.0,420.0,GENERAL ACUTE CARE HOSPITAL,0.21,8115.48
060000068,PROVIDENCE ST. JUDE MEDICAL CENTER,31,787300.0,306.0,GENERAL ACUTE CARE HOSPITAL,1.01,25728.76
060000071,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,50,425024.5,396.0,GENERAL ACUTE CARE HOSPITAL,1.26,10732.94
060000073,ORANGE COUNTY GLOBAL MEDICAL CENTER,22,192500.0,223.0,GENERAL ACUTE CARE HOSPITAL,0.99,8632.29
060000074,ANAHEIM GLOBAL MEDICAL CENTER,5,108250.0,80.0,GENERAL ACUTE CARE HOSPITAL,0.62,13531.25
060000089,BUENA VISTA CARE CENTER,5,7500.0,99.0,SKILLED NURSING FACILITY,0.51,757.58
060000113,HARBOR VILLA CARE CENTER,3,11200.0,99.0,SKILLED NURSING FACILITY,0.3,1131.31
060000117,LA HABRA CONVALESCENT HOSPITAL,2,1500.0,86.0,SKILLED NURSING FACILITY,0.23,174.42
060000122,MESA VERDE POST ACUTE CARE CENTER,3,5000.0,80.0,SKILLED NURSING FACILITY,0.38,625.0
060000123,NEWPORT NURSING AND REHABILITATION CENTER,9,85029.0,59.0,SKILLED NURSING FACILITY,1.53,14411.69
060000124,HEALTHCARE CENTER OF ORANGE COUNTY,7,7900.0,99.0,SKILLED NURSING FACILITY,0.71,797.98
060000125,ORANGEGROVE REHABILITATION HOSPITAL,4,10150.0,97.0,SKILLED NURSING FACILITY,0.41,1046.39
060000127,PACIFIC HAVEN SUBACUTE AND HEALTHCARE CENTER,1,1500.0,99.0,SKILLED NURSING FACILITY,0.1,151.52
060000129,CRYSTAL COVE CARE CENTER,2,5000.0,96.0,SKILLED NURSING FACILITY,0.21,520.83
060000130,PARKVIEW HEALTHCARE CENTER,4,55150.0,41.0,SKILLED NURSING FACILITY,0.98,13451.22
060000131,NEWPORT SUBACUTE HEALTHCARE CENTER,14,69000.0,137.0,SKILLED NURSING FACILITY,1.02,5036.5
060000134,REGENTS POINT - WINDCREST,3,13000.0,59.0,SKILLED NURSING FACILITY,0.51,2203.39
060000145,ST. EDNA SUBACUTE AND REHABILITATION CENTER,4,2900.0,144.0,SKILLED NURSING FACILITY,0.28,201.39
060000147,PARK ANAHEIM HEALTHCARE CENTER,7,27300.0,115.0,SKILLED NURSING FACILITY,0.61,2373.91
060000151,STANLEY HEALTHCARE CENTER,1,800.0,30.0,SKILLED NURSING FACILITY,0.33,266.67
060000155,TERRACE VIEW CARE CENTER,1,20000.0,59.0,SKILLED NURSING FACILITY,0.17,3389.83
060000156,"GREENFIELD CARE CENTER OF FULLERTON, LLC",4,8200.0,99.0,SKILLED NURSING FACILITY,0.4,828.28
060000159,TOWN & COUNTRY,4,4000.0,95.0,SKILLED NURSING FACILITY,0.42,421.05
060000164,FRENCH PARK CARE CENTER,9,8275.0,202.0,SKILLED NURSING FACILITY,0.45,409.65
060000167,EXTENDED CARE HOSPITAL OF WESTMINISTER,4,5700.0,99.0,SKILLED NURSING FACILITY,0.4,575.76
060000168,WINDSOR GARDENS CARE CENTER OF FULLERTON,17,40930.0,99.0,SKILLED NURSING FACILITY,1.72,4134.34
060000194,CHAPMAN CARE CENTER,3,3000.0,99.0,SKILLED NURSING FACILITY,0.3,303.03
060000196,"ANAHEIM HEALTHCARE CENTER, LLC",1,650.0,250.0,SKILLED NURSING FACILITY,0.04,26.0
060000208,MEMORIALCARE ORANGE COAST MEDICAL CENTER,13,152000.0,210.0,GENERAL ACUTE CARE HOSPITAL,0.62,7238.1
060000255,PALM TERRACE HEALTHCARE & REHABILITATION CENTER,16,89150.0,99.0,SKILLED NURSING FACILITY,1.62,9005.05
060000715,LAKE FOREST NURSING CENTER,11,18237.5,175.0,SKILLED NURSING FACILITY,0.63,1042.14
060000765,NEW ORANGE HILLS,15,82950.0,145.0,SKILLED NURSING FACILITY,1.03,5720.69
060000837,MANORCARE HEALTH SERVICES (FOUNTAIN VALLEY),3,3000.0,151.0,SKILLED NURSING FACILITY,0.2,198.68
060000839,FREEDOM VILLAGE HEALTHCARE CENTER,3,8000.0,52.0,SKILLED NURSING FACILITY,0.58,1538.46
060000876,VILLA VALENCIA HEALTHCARE CENTER,7,110550.0,59.0,SKILLED NURSING FACILITY,1.19,18737.29
060000923,WEST ANAHEIM EXTENDED CARE,3,16900.0,138.0,SKILLED NURSING FACILITY,0.22,1224.64
060000978,PARK REGENCY CARE CENTER,10,11050.0,99.0,SKILLED NURSING FACILITY,1.01,1116.16
060001097,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,2,14400.0,48.0,GENERAL ACUTE CARE HOSPITAL,0.42,3000.0
060001154,PARK VISTA AT MORNINGSIDE,8,30950.0,73.0,SKILLED NURSING FACILITY,1.1,4239.73
060001166,FOOTHILL REGIONAL MEDICAL CENTER D/P SNF,7,76500.0,42.0,SKILLED NURSING FACILITY,1.67,18214.29
060001255,"SOUTH COAST GLOBAL MEDICAL CENTER, INC. D/P SNF",6,84150.0,46.0,SKILLED NURSING FACILITY,1.3,18293.48
060001360,KINDRED HOSPITAL BREA,9,83500.0,44.0,GENERAL ACUTE CARE HOSPITAL,2.05,18977.27
060001680,SAN JUAN CAPISTRANO SENIOR LIVING,4,5000.0,45.0,SKILLED NURSING FACILITY,0.89,1111.11
060001698,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE D/P SNF,5,23600.0,21.0,SKILLED NURSING FACILITY,2.38,11238.1
060001718,SERENTO ROSA,12,138799.0,45.0,SKILLED NURSING FACILITY,2.67,30844.22
060002251,THE COVINGTON CARE CENTER,1,10000.0,24.0,SKILLED NURSING FACILITY,0.42,4166.67
070000002,WOODLANDS HEALTHCARE CENTER,7,23750.0,65.0,SKILLED NURSING FACILITY,1.08,3653.85
070000003,VASONA CREEK HEALTHCARE CENTER,21,34742.0,148.0,SKILLED NURSING FACILITY,1.42,2347.43
070000009,VISTA MANOR NURSING CENTER,5,8650.0,99.0,SKILLED NURSING FACILITY,0.51,873.74
070000012,LINCOLN GLEN SKILLED NURSING,7,11900.0,59.0,SKILLED NURSING FACILITY,1.19,2016.95
070000023,CANYON SPRINGS POST-ACUTE,22,385150.0,199.0,SKILLED NURSING FACILITY,1.11,19354.27
070000026,STONEBROOK HEALTH AND REHABILITATION,8,30550.0,73.0,SKILLED NURSING FACILITY,1.1,4184.93
070000027,CARMEL HILLS CARE CENTER,28,51514.0,99.0,SKILLED NURSING FACILITY,2.83,5203.43
070000031,"CAMDEN POSTACUTE CARE, INC.",16,57150.0,60.0,SKILLED NURSING FACILITY,2.67,9525.0
070000032,CANTERBURY WOODS,3,21650.0,24.0,SKILLED NURSING FACILITY,1.25,9020.83
070000034,CARMEL VALLEY MANOR,2,2000.0,36.0,SKILLED NURSING FACILITY,0.56,555.56
070000035,PACIFIC COAST POST ACUTE,18,37950.0,149.0,SKILLED NURSING FACILITY,1.21,2546.98
070000036,WHITE BLOSSOM CARE CENTER,23,67919.0,153.0,SKILLED NURSING FACILITY,1.5,4439.15
070000040,GILROY HEALTHCARE AND REHABILITATION CENTER,31,70025.0,134.0,SKILLED NURSING FACILITY,2.31,5225.75
070000041,WINDSOR MONTEREY CARE CENTER,18,90445.0,78.0,SKILLED NURSING FACILITY,2.31,11595.51
070000042,WINDSOR THE RIDGE REHABILITATION CENTER,5,7600.0,103.0,SKILLED NURSING FACILITY,0.49,737.86
070000043,ALMADEN HEALTHCARE AND REHABILITATION CENTER,17,20225.0,77.0,SKILLED NURSING FACILITY,2.21,2626.62
070000044,DRIFTWOOD HEALTHCARE CENTER - SANTA CRUZ,17,43750.0,92.0,SKILLED NURSING FACILITY,1.85,4755.43
070000046,GREENHILLS MANOR,3,3400.0,45.0,SKILLED NURSING FACILITY,0.67,755.56
070000047,MILPITAS CARE CENTER,11,82150.0,35.0,SKILLED NURSING FACILITY,3.14,23471.43
070000048,PACIFIC HILLS MANOR,24,60900.0,99.0,SKILLED NURSING FACILITY,2.42,6151.52
070000049,PACIFIC COAST MANOR,6,60000.0,99.0,SKILLED NURSING FACILITY,0.61,6060.61
070000050,"EMPRESS CARE CENTER, LLC",11,11000.0,67.0,SKILLED NURSING FACILITY,1.64,1641.79
070000057,HERMAN HEALTH CARE CENTER,26,58227.5,99.0,SKILLED NURSING FACILITY,2.63,5881.57
070000058,SANTA CRUZ POST ACUTE,22,138700.0,149.0,SKILLED NURSING FACILITY,1.48,9308.72
070000059,HILLVIEW CONVALESCENT HOSPITAL,2,2000.0,52.0,SKILLED NURSING FACILITY,0.38,384.62
070000060,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,4,3200.0,62.0,SKILLED NURSING FACILITY,0.65,516.13
070000061,SAN JOSE HEALTHCARE & WELLNESS CENTER,10,95750.0,58.0,SKILLED NURSING FACILITY,1.72,16508.62
070000062,WESTLAND HOUSE,2,3000.0,28.0,SKILLED NURSING FACILITY,0.71,1071.43
070000066,KATHERINE HEALTHCARE,12,17012.5,51.0,SKILLED NURSING FACILITY,2.35,3335.78
070000068,"HEARTS & HANDS, POST ACUTE CARE & REHAB CENTER",56,121550.0,144.0,SKILLED NURSING FACILITY,3.89,8440.97
070000073,COURTYARD CARE CENTER,18,47640.0,76.0,SKILLED NURSING FACILITY,2.37,6268.42
070000074,CYPRESS RIDGE CARE CENTER,27,86350.0,99.0,SKILLED NURSING FACILITY,2.73,8722.22
070000076,THE RIDGE POST-ACUTE,7,8450.0,54.0,SKILLED NURSING FACILITY,1.3,1564.81
070000078,PACIFIC GROVE HEALTHCARE CENTER,10,33000.0,51.0,SKILLED NURSING FACILITY,1.96,6470.59
070000082,PLUM TREE CARE CENTER,4,76445.0,76.0,SKILLED NURSING FACILITY,0.53,10058.55
070000084,WINDSOR GARDENS REHABILITATION CENTER OF SALINAS,23,42455.0,99.0,SKILLED NURSING FACILITY,2.32,4288.38
070000085,DYCORA TRANSITIONAL HEALTH - SAN JOSE,18,51994.0,116.0,SKILLED NURSING FACILITY,1.55,4482.24
070000086,SAN TOMAS CONVALESCENT HOSPITAL,15,34562.5,130.0,SKILLED NURSING FACILITY,1.15,2658.65
070000088,WINDSOR SKYLINE CARE CENTER,11,36225.0,80.0,SKILLED NURSING FACILITY,1.38,4528.12
070000089,SKYLINE HEALTHCARE CENTER - SAN JOSE,27,54032.5,253.0,SKILLED NURSING FACILITY,1.07,2135.67
070000092,VALLEY CONVALESCENT HOSPITAL,11,5420.0,59.0,SKILLED NURSING FACILITY,1.86,918.64
070000093,WATSONVILLE NURSING CENTER,24,46650.0,87.0,SKILLED NURSING FACILITY,2.76,5362.07
070000094,WATSONVILLE POST ACUTE CENTER,23,67350.0,95.0,SKILLED NURSING FACILITY,2.42,7089.47
070000095,A GRACE SUB ACUTE & SKILLED CARE,29,60250.0,166.0,SKILLED NURSING FACILITY,1.75,3629.52
070000096,WESTWOOD POST-ACUTE,53,93943.0,258.0,SKILLED NURSING FACILITY,2.05,3641.2
070000097,THE REDWOODS POST-ACUTE,36,70200.0,152.0,SKILLED NURSING FACILITY,2.37,4618.42
070000133,REGIONAL MEDICAL CENTER OF SAN JOSE,31,188300.0,258.0,GENERAL ACUTE CARE HOSPITAL,1.2,7298.45
070000137,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,16,490450.0,186.0,GENERAL ACUTE CARE HOSPITAL,0.86,26368.28
070000139,DOMINICAN HOSPITAL,18,414967.5,173.0,GENERAL ACUTE CARE HOSPITAL,1.04,23986.56
070000145,NATIVIDAD MEDICAL CENTER,6,64200.0,113.0,GENERAL ACUTE CARE HOSPITAL,0.53,5681.42
070000146,O'CONNOR HOSPITAL,15,42362.0,302.0,GENERAL ACUTE CARE HOSPITAL,0.5,1402.72
070000147,SALINAS VALLEY MEMORIAL HOSPITAL,16,125162.0,231.0,GENERAL ACUTE CARE HOSPITAL,0.69,5418.27
070000149,SANTA CLARA VALLEY MEDICAL CENTER,40,818150.0,657.0,GENERAL ACUTE CARE HOSPITAL,0.61,12452.82
070000150,KAISER FOUNDATION HOSPITAL-SAN JOSE,18,91950.0,211.0,GENERAL ACUTE CARE HOSPITAL,0.85,4357.82
070000153,GOOD SAMARITAN HOSPITAL,9,34600.0,387.0,GENERAL ACUTE CARE HOSPITAL,0.23,894.06
070000155,WATSONVILLE COMMUNITY HOSPITAL,4,48500.0,72.0,GENERAL ACUTE CARE HOSPITAL,0.56,6736.11
070000324,GEORGE L. MEE MEMORIAL HOSPITAL D/P SNF,3,2200.0,48.0,SKILLED NURSING FACILITY,0.62,458.33
070000626,MISSION DE LA CASA NURSING & REHABILITATION CENTER,31,127250.0,163.0,SKILLED NURSING FACILITY,1.9,7806.75
070000635,ST. LOUISE REGIONAL HOSPITAL,3,3400.0,48.0,GENERAL ACUTE CARE HOSPITAL,0.62,708.33
070000778,THE TERRACES OF LOS GATOS,7,8800.0,59.0,SKILLED NURSING FACILITY,1.19,1491.53
070000780,EDEN VALLEY CARE CENTER,5,4300.0,59.0,SKILLED NURSING FACILITY,0.85,728.81
070000868,O'CONNOR HOSPITAL DP/SNF,1,0.0,24.0,SKILLED NURSING FACILITY,0.42,0.0
070001089,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - PEDIATRIC HOSPI,3,4200.0,27.0,SKILLED NURSING FACILITY,1.11,1555.56
070001349,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD,23,135900.0,456.0,GENERAL ACUTE CARE HOSPITAL,0.5,2980.26
070001351,EL CAMINO HEALTH,13,151700.0,268.0,GENERAL ACUTE CARE HOSPITAL,0.49,5660.45
070001355,KAISER FOUNDATION HOSPITAL-SANTA CLARA,11,73937.5,343.0,GENERAL ACUTE CARE HOSPITAL,0.32,2155.61
070001357,STANFORD HEALTH CARE,29,219095.0,189.0,GENERAL ACUTE CARE HOSPITAL,1.53,11592.33
070001365,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,21,45800.0,57.0,SKILLED NURSING FACILITY,3.68,8035.09
080000001,ENCINITAS NURSING AND REHABILITATION CENTER,3,13800.0,99.0,SKILLED NURSING FACILITY,0.3,1393.94
080000007,BOULDER CREEK POST ACUTE,6,65900.0,149.0,SKILLED NURSING FACILITY,0.4,4422.82
080000012,POWAY HEALTHCARE CENTER,11,93150.0,99.0,SKILLED NURSING FACILITY,1.11,9409.09
080000014,REDWOOD TERRACE HEALTH CENTER,1,18000.0,59.0,SKILLED NURSING FACILITY,0.17,3050.85
080000022,SCRIPPS GREEN HOSPITAL,9,165075.0,149.0,GENERAL ACUTE CARE HOSPITAL,0.6,11078.86
080000023,RADY CHILDREN'S HOSPITAL - SAN DIEGO,4,304125.0,444.0,GENERAL ACUTE CARE HOSPITAL,0.09,6849.66
080000030,ESCONDIDO POST ACUTE REHAB,12,83450.0,180.0,SKILLED NURSING FACILITY,0.67,4636.11
080000031,COUNTRY MANOR LA MESA HEALTHCARE CENTER,1,900.0,99.0,SKILLED NURSING FACILITY,0.1,90.91
080000032,GROSSMONT POST ACUTE CARE,4,28000.0,90.0,SKILLED NURSING FACILITY,0.44,3111.11
