"year","state_abbr","state_name","population","violent_crime","homicide","rape_legacy","rape_revised","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","caveats"
1990,"WI","Wisconsin",4891769,12948,225,1013,,5514,6196,202052,36755,144924,20373,""
1990,"WV","West Virginia",1793477,3036,102,423,,680,1831,41855,11785,27310,2760,""
1990,"WY","Wyoming",453588,1367,22,134,,72,1139,17732,2862,14194,676,""
1991,"","",252153092,1911767,24703,106593,,687732,1092739,12961116,3157150,8142228,1661738,""
1991,"AK","Alaska",570000,3499,42,523,,645,2289,29000,5582,20375,3043,""
1991,"AL","Alabama",4089000,34518,469,1455,,6246,26348,184882,51873,118151,14858,""
1991,"AR","Arkansas",2372000,14072,264,1058,,3217,9533,108677,29093,71487,8097,""
1991,"AZ","Arizona",3750000,25152,291,1590,,6215,17056,252559,60281,159987,32291,""
1991,"CA","California",30380000,331122,3859,12896,,124939,189428,1726391,424656,986120,315615,""
1991,"CO","Colorado",3377000,18887,199,1588,,3628,13472,186235,39117,132717,14401,""
1991,"CT","Connecticut",3291000,17761,187,960,,7384,9230,158770,39198,93384,26188,""
1991,"DC","District of Columbia",598000,14671,482,214,,7269,6706,49722,12405,29182,8135,""
1991,"DE","Delaware",680000,4857,37,588,,1460,2772,35055,7668,24836,2551,""
1991,"FL","Florida",13277000,157243,1248,6865,,53083,96047,977570,266313,607222,104035,""
1991,"GA","Georgia",6623000,48894,849,2800,,17762,27483,381165,100317,240359,40489,""
1991,"HI","Hawaii",1135000,2744,45,375,,986,1338,65020,14011,47195,3814,""
1991,"IA","Iowa",2795000,8477,57,583,,1257,6580,107069,23267,79030,4772,""
1991,"ID","Idaho",1039000,3016,19,300,,215,2482,40578,8582,30143,1853,""
1991,"IL","Illinois",11543000,119955,1300,4615,,52653,61387,587868,129284,382942,75642,""
1991,"IN","Indiana",5610000,28349,423,2318,,6506,19102,241930,54814,161039,26077,""
1991,"KS","Kansas",2495000,12465,153,1118,,3453,7741,125616,32601,84258,8757,""
1991,"KY","Kentucky",3713000,16262,253,1315,,3084,11610,108430,29576,70885,7969,""
1991,"LA","Louisiana",4252000,40438,720,1738,,11860,26120,232732,60017,148334,24381,""
1991,"MA","Massachusetts",5996000,44138,249,1926,,11669,30294,274990,69977,149930,55083,""
1991,"MD","Maryland",4860000,46469,569,2229,,19783,23888,255299,56258,163524,35517,""
1991,"ME","Maine",1235000,1631,15,270,,280,1066,44900,11146,31737,2017,""
1991,"MI","Michigan",9368000,75232,1009,7372,,22790,44061,499781,111126,324985,63670,""
1991,"MN","Minnesota",4432000,14006,131,1762,,4345,7768,185268,37832,131330,16106,""
1991,"MO","Missouri",5158000,39358,543,1756,,12952,24107,239982,64643,146533,28806,""
1991,"MS","Mississippi",2592000,10085,332,1199,,3015,5539,99317,34524,57373,7420,""
1991,"MT","Montana",808000,1130,21,160,,150,799,28347,4231,22449,1667,""
1991,"NC","North Carolina",6737000,44355,769,2331,,11990,29265,352368,114009,218192,20167,""
1991,"ND","North Dakota",635000,415,7,116,,51,241,17326,2367,14154,805,""
1991,"NE","Nebraska",1593000,5330,52,447,,861,3970,64031,11574,49071,3386,""
1991,"NH","New Hampshire",1105000,1318,40,330,,365,583,36780,8126,26220,2434,""
1991,"NJ","New Jersey",7760000,49257,406,2259,,22744,23848,372212,78821,221544,71847,""
1991,"NM","New Mexico",1548000,12922,163,811,,1862,10086,90474,26672,58441,5361,""
1991,"NV","Nevada",1284000,8693,152,848,,4012,3681,72183,18026,45781,8376,""
1991,"NY","New York",18058000,210184,2571,5085,,112342,90186,917467,204499,531681,181287,""
1991,"OH","Ohio",10939000,61460,783,5748,,23536,31393,489100,115423,318933,54744,""
1991,"OK","Oklahoma",3175000,18533,230,1615,,4094,12594,161449,46934,96842,17673,""
1991,"OR","Oregon",2922000,14795,133,1561,,4387,8714,153370,34363,105145,13862,""
1991,"PA","Pennsylvania",11961000,53824,758,3435,,23191,26440,371814,86074,228142,57598,""
1991,"RI","Rhode Island",1004000,4638,37,310,,1234,3057,45957,11320,26664,7973,""
1991,"SC","South Carolina",3560000,34621,402,2098,,6092,26029,185359,51793,119784,13782,""
1991,"SD","South Dakota",703000,1281,12,279,,132,858,20366,4146,15412,808,""
1991,"TN","Tennessee",4953000,35955,547,2299,,10543,22566,229856,67608,131855,30393,""
1991,"TX","Texas",17349000,145743,2652,9266,,49700,84125,1210784,312693,734261,163830,""
1991,"UT","Utah",1770000,5077,52,808,,976,3241,94178,14872,75041,4265,""
1991,"VA","Virginia",6286000,23459,583,1879,,8651,12346,266160,49224,195652,21284,""
1991,"VT","Vermont",567000,662,12,173,,67,410,21764,5784,15161,819,""
1991,"WA","Washington",5018000,26224,211,3529,,7303,15181,290115,61996,205814,22305,""
1991,"WI","Wisconsin",4955000,13723,239,1259,,5895,6330,207560,37241,148695,21624,""
1991,"WV","West Virginia",1801000,3440,111,415,,779,2135,44528,12009,29369,3150,""
1991,"WY","Wyoming",460000,1427,15,119,,79,1214,18762,3184,14867,711,""
1992,"","",255029699,1932274,23760,109062,,672478,1126974,12505917,2979884,7915199,1610834,""
1992,"AK","Alaska",587000,3877,44,579,,640,2614,28816,5170,20728,2918,""
1992,"AL","Alabama",4136000,36052,455,1704,,6819,27074,181837,49053,117801,14983,""
1992,"AR","Arkansas",2399000,13831,259,990,,3011,9571,100402,26214,66288,7900,""
1992,"AZ","Arizona",3832000,25706,312,1647,,5867,17880,243629,54095,158053,31481,""
1992,"CA","California",30867000,345624,3921,12761,,130897,198045,1716137,427491,968534,320112,""
1992,"CO","Colorado",3470000,20086,216,1641,,4180,14049,186684,37853,131169,17662,""
1992,"CT","Connecticut",3281000,16252,166,884,,6918,8284,149535,36372,89463,23700,""
1992,"DC","District of Columbia",589000,16685,443,215,,7459,8568,50502,10721,30663,9118,""
1992,"DE","Delaware",689000,4280,32,591,,1042,2615,29126,6598,20419,2109,""
1992,"FL","Florida",13488000,162827,1208,7310,,49482,104827,964533,254755,598093,111685,""
1992,"GA","Georgia",6751000,49496,741,3057,,16863,28835,382934,97402,246619,38913,""
1992,"HI","Hawaii",1160000,2998,42,440,,1151,1365,67901,13006,50544,4351,""
1992,"IA","Iowa",2812000,7816,44,528,,1113,6131,103459,21197,77788,4474,""
1992,"ID","Idaho",1067000,3003,37,339,,229,2398,39636,7934,30023,1679,""
1992,"IL","Illinois",11631000,113664,1322,4312,,47973,60057,556900,125306,359618,71976,""
1992,"IN","Indiana",5662000,28791,464,2398,,6921,19008,236584,53907,157181,25496,""
1992,"KS","Kansas",2523000,12888,151,1042,,3277,8418,121334,32639,80526,8169,""
1992,"KY","Kentucky",3755000,20107,216,1209,,3273,15409,104692,27378,69186,8128,""
1992,"LA","Louisiana",4287000,42209,747,1813,,11636,28013,238438,58574,152938,26926,""
1992,"MA","Massachusetts",5998000,46727,214,2166,,11059,33288,253344,64318,141610,47416,""
1992,"MD","Maryland",4908000,49085,596,2278,,21054,25157,256418,55520,165244,35654,""
1992,"ME","Maine",1235000,1616,21,294,,288,1013,41900,10156,29966,1778,""
1992,"MI","Michigan",9437000,72672,938,7550,,20902,43282,456800,98257,299486,59057,""
1992,"MN","Minnesota",4480000,15144,150,1840,,4906,8248,190520,39859,134750,15911,""
1992,"MO","Missouri",5193000,38448,547,1895,,11783,24223,226246,57127,143288,25831,""
1992,"MS","Mississippi",2614000,10763,320,1166,,3254,6023,101181,33533,58851,8797,""
1992,"MT","Montana",824000,1400,24,210,,222,944,36472,5306,29243,1923,""
1992,"NC","North Carolina",6843000,46600,723,2455,,12784,30638,350447,113117,217717,19613,""
1992,"ND","North Dakota",636000,530,12,148,,50,320,17935,2487,14498,950,""
1992,"NE","Nebraska",1606000,5598,68,504,,911,4115,63846,11477,49144,3225,""
1992,"NH","New Hampshire",1111000,1397,18,424,,367,588,32828,6909,23754,2165,""
1992,"NJ","New Jersey",7789000,48745,397,2392,,22216,23740,345718,75508,206686,63524,""
1992,"NM","New Mexico",1581000,14781,141,990,,2202,11448,86942,23896,57072,5974,""
1992,"NV","Nevada",1327000,9247,145,833,,4397,3872,73077,17108,46714,9255,""
1992,"NY","New York",18119000,203311,2397,5152,,108154,87608,858178,193548,495708,168922,""
1992,"OH","Ohio",11016000,57935,724,5739,,21925,29547,456017,104357,299774,51886,""
1992,"OK","Oklahoma",3212000,20005,210,1556,,4376,13863,154459,43678,94180,16601,""
1992,"OR","Oregon",2977000,15189,139,1580,,4507,8963,158100,32945,109274,15881,""
1992,"PA","Pennsylvania",12009000,51276,746,3324,,21701,25505,356155,75834,224150,56171,""
1992,"RI","Rhode Island",1005000,3965,36,311,,950,2668,42044,10529,24052,7463,""
1992,"SC","South Carolina",3603000,34029,373,2072,,6148,25436,178298,49669,116186,12443,""
1992,"SD","South Dakota",711000,1383,4,368,,120,891,19939,3849,15371,719,""
1992,"TN","Tennessee",5024000,37487,520,2377,,10964,23626,220534,63665,127934,28935,""
1992,"TX","Texas",17656000,142369,2239,9437,,44588,86105,1103779,268928,689780,145071,""
1992,"UT","Utah",1813000,5267,54,823,,1014,3376,97322,16045,76964,4313,""
1992,"VA","Virginia",6377000,23907,564,2008,,8787,12548,250211,45217,185506,19488,""
1992,"VT","Vermont",570000,624,12,142,,51,419,18813,4706,13507,600,""
1992,"WA","Washington",5136000,27454,258,3697,,7178,16321,289581,57612,207755,24214,""
1992,"WI","Wisconsin",5007000,13806,218,1315,,5997,6276,202448,34645,146198,21605,""
1992,"WV","West Virginia",1812000,3833,115,393,,788,2537,43455,11287,29200,2968,""
1992,"WY","Wyoming",466000,1489,17,163,,84,1225,19831,3127,16003,701,""
1993,"","",257782608,1926017,24526,106014,,659870,1135607,12218777,2834808,7820909,1563060,""
1993,"AK","Alaska",599000,4557,54,502,,733,3268,28795,4893,21201,2701,""
1993,"AL","Alabama",4187000,32676,484,1471,,6677,24044,171598,45578,111878,14142,""
1993,"AR","Arkansas",2424000,14381,247,1028,,3027,10079,102231,26646,67767,7818,""
1993,"AZ","Arizona",3936000,28142,339,1488,,6412,19903,264371,57684,172689,33998,""
1993,"CA","California",31211000,336381,4096,11766,,126436,194083,1678884,414182,945407,319295,""
1993,"CO","Colorado",3566000,20229,206,1633,,4160,14230,176856,36011,124787,16058,""
1993,"CT","Connecticut",3277000,14949,206,800,,6447,7496,137443,32052,85876,19515,""
1993,"DC","District of Columbia",578000,16888,454,324,,7107,9003,51091,11534,31495,8062,""
1993,"DE","Delaware",700000,4801,35,539,,1307,2920,29304,6244,20853,2207,""
1993,"FL","Florida",13679000,164975,1224,7359,,48913,107479,977363,251063,603784,122516,""
1993,"GA","Georgia",6917000,50019,789,2448,,17154,29628,378348,90423,246849,41076,""
1993,"HI","Hawaii",1172000,3061,45,394,,1214,1408,70505,13310,51912,5283,""
1993,"IA","Iowa",2814000,9159,66,686,,1517,6890,99080,20562,73148,5370,""
1993,"ID","Idaho",1099000,3097,32,388,,186,2491,39161,7350,29795,2016,""
1993,"IL","Illinois",11697000,112260,1332,4046,,44584,62298,544869,118788,360730,65351,""
1993,"IN","Indiana",5713000,27941,430,2234,,6845,18432,227149,48677,154016,24456,""
1993,"KS","Kansas",2531000,12564,161,1016,,3128,8259,113360,28655,76538,8167,""
1993,"KY","Kentucky",3789000,17530,249,1301,,3425,12555,105979,28041,69745,8193,""
1993,"LA","Louisiana",4295000,45600,874,1817,,12182,30727,248461,58768,163334,26359,""
1993,"MA","Massachusetts",6012000,48393,233,2006,,10563,35591,245831,60220,136548,49063,""
1993,"MD","Maryland",4965000,49540,632,2185,,21582,25141,253647,56246,163471,33930,""
1993,"ME","Maine",1239000,1558,20,329,,264,945,37519,8909,26945,1665,""
1993,"MI","Michigan",9478000,75021,933,6740,,22601,44747,441767,93143,290333,58291,""
1993,"MN","Minnesota",4517000,15986,155,2796,,5092,7943,183347,38147,129727,15473,""
1993,"MO","Missouri",5234000,38963,590,1894,,12654,23825,227731,53673,145392,28666,""
1993,"MS","Mississippi",2643000,11467,357,1125,,3683,6302,105308,33985,62467,8856,""
1993,"MT","Montana",839000,1489,25,234,,272,958,38699,5992,30641,2066,""
1993,"NC","North Carolina",6945000,47178,785,2379,,13364,30650,345377,105270,220071,20036,""
1993,"ND","North Dakota",635000,522,11,149,,53,309,17387,2370,14073,944,""
1993,"NE","Nebraska",1607000,6071,63,447,,1003,4558,62725,10662,46811,5252,""
1993,"NH","New Hampshire",1125000,1550,23,499,,307,721,31131,5795,23153,2183,""
1993,"NJ","New Jersey",7879000,49390,418,2215,,23319,23438,328867,76738,195876,56253,""
1993,"NM","New Mexico",1616000,15024,130,842,,2237,11815,86236,22966,56723,6547,""
1993,"NV","Nevada",1389000,12157,144,846,,4724,6443,73685,17293,46137,10255,""
1993,"NY","New York",18197000,195352,2420,5008,,102122,85802,814824,181709,481166,151949,""
1993,"OH","Ohio",11091000,55915,667,5444,,21373,28431,441550,97394,295880,48276,""
1993,"OK","Oklahoma",3231000,20512,273,1592,,3935,14712,150546,39903,95111,15532,""
1993,"OR","Oregon",3032000,15254,140,1554,,3930,9630,159558,31072,110878,17608,""
1993,"PA","Pennsylvania",12048000,50295,823,3195,,21563,24714,343841,70125,220683,53033,""
1993,"RI","Rhode Island",1000000,4017,39,286,,1011,2681,40973,10409,24101,6463,""
1993,"SC","South Carolina",3643000,37281,377,1905,,6825,28174,177779,47695,117553,12531,""
1993,"SD","South Dakota",715000,1490,24,318,,107,1041,19661,3927,14915,819,""
1993,"TN","Tennessee",5099000,39047,521,2544,,11224,24758,228117,60299,137683,30135,""
1993,"TX","Texas",18031000,137419,2147,9922,,40469,84881,1023612,233913,664862,124837,""
1993,"UT","Utah",1860000,5599,58,829,,1090,3622,91816,14708,72603,4505,""
1993,"VA","Virginia",6491000,24160,539,2083,,9216,12322,242975,43338,181104,18533,""
1993,"VT","Vermont",576000,658,21,229,,52,356,22223,5036,16423,764,""
1993,"WA","Washington",5255000,27040,271,3384,,7204,16181,285753,56083,205701,23969,""
1993,"WI","Wisconsin",5038000,13321,222,1269,,5714,6116,190923,33400,139148,18375,""
1993,"WV","West Virginia",1820000,3793,126,365,,782,2520,42300,10904,28456,2940,""
1993,"WY","Wyoming",470000,1345,16,161,,81,1087,18221,3023,14470,728,""
1994,"","",260327021,1857670,23326,102216,,618949,1113179,12131873,2712774,7879812,1539287,""
1994,"AK","Alaska",606000,4644,38,418,,886,3302,29947,4848,21824,3275,""
1994,"AL","Alabama",4219000,28844,501,1487,,7223,19633,178015,44064,119951,14000,""
1994,"AR","Arkansas",2453000,14598,294,1028,,3158,10118,103115,26911,68478,7726,""
1994,"AZ","Arizona",4075000,28653,426,1465,,6601,20161,294273,60157,190649,43467,""
1994,"CA","California",31431000,318395,3703,10984,,112160,191548,1622102,384257,929640,308205,""
1994,"CO","Colorado",3656000,18632,199,1579,,3910,12944,175808,33843,127600,14365,""
1994,"CT","Connecticut",3275000,14916,215,806,,6150,7745,134030,29142,84721,20167,""
1994,"DC","District of Columbia",570000,15177,399,249,,6311,8218,48009,10037,29711,8261,""
1994,"DE","Delaware",706000,4549,33,546,,1141,2829,29971,6198,20828,2945,""
1994,"FL","Florida",13953000,160016,1165,7301,,45871,105679,991105,237341,626578,127186,""
1994,"GA","Georgia",7055000,47103,703,2448,,15703,28249,376926,81406,256208,39312,""
1994,"HI","Hawaii",1179000,3091,50,359,,1221,1461,75672,14029,55260,6383,""
1994,"IA","Iowa",2829000,8914,47,666,,1327,6874,94475,18872,70507,5096,""
1994,"ID","Idaho",1133000,3238,40,316,,209,2673,42954,8147,32597,2210,""
1994,"IL","Illinois",11752000,112928,1378,3913,,43788,63849,548222,118116,363888,66218,""
1994,"IN","Indiana",5752000,30205,453,2046,,7490,20216,233975,48921,160043,25011,""
1994,"KS","Kansas",2554000,11314,170,1055,,2940,7149,112477,28635,75459,8383,""
1994,"KY","Kentucky",3827000,16991,244,1350,,3595,11802,110725,28718,73449,8558,""
1994,"LA","Louisiana",4315000,42369,856,1923,,11530,28060,245488,55188,164081,26219,""
1994,"MA","Massachusetts",6041000,42749,214,1825,,10160,30550,225532,53222,129962,42348,""
1994,"MD","Maryland",5006000,47457,579,2035,,20147,24696,259039,52234,168608,38197,""
1994,"ME","Maine",1240000,1611,28,318,,278,987,38971,8938,28257,1776,""
1994,"MI","Michigan",9496000,72751,927,6720,,21733,43371,444325,91849,290172,62304,""
1994,"MN","Minnesota",4567000,16397,147,2725,,5370,8155,181856,36157,131344,14355,""
1994,"MO","Missouri",5278000,39240,554,1955,,12178,24553,240898,55577,158283,27038,""
1994,"MS","Mississippi",2669000,13177,409,1212,,4336,7220,115924,34493,70621,10810,""
1994,"MT","Montana",856000,1516,28,233,,280,975,41445,6178,32817,2450,""
1994,"NC","North Carolina",7070000,46308,772,2334,,12811,30391,351397,104118,225937,21342,""
1994,"ND","North Dakota",638000,522,1,149,,71,301,16933,2070,13899,964,""
1994,"NE","Nebraska",1623000,6322,51,500,,1223,4548,65746,10963,48547,6236,""
1994,"NH","New Hampshire",1137000,1328,16,407,,308,597,29837,5275,22260,2302,""
1994,"NJ","New Jersey",7904000,48544,396,1972,,22762,23414,319856,72074,195618,52164,""
1994,"NM","New Mexico",1654000,14708,177,866,,2329,11336,87638,21945,57343,8350,""
1994,"NV","Nevada",1457000,14597,170,1001,,5134,8292,82693,19735,51893,11065,""
1994,"NY","New York",18169000,175433,2016,4700,,86617,82100,745845,164650,452322,128873,""
1994,"OH","Ohio",11102000,53930,662,5231,,20821,27216,441380,96175,297792,47413,""
1994,"OK","Oklahoma",3258000,21225,226,1616,,4174,15209,160250,40764,104025,15461,""
1994,"OR","Oregon",3086000,16067,150,1333,,4264,10320,178240,33970,122506,21764,""
1994,"PA","Pennsylvania",12052000,51425,712,3145,,22497,25071,342901,66468,222280,54153,""
1994,"RI","Rhode Island",997000,3744,41,273,,870,2560,37323,9101,23039,5183,""
1994,"SC","South Carolina",3664000,37756,353,1991,,6817,28595,182114,46678,122252,13184,""
1994,"SD","South Dakota",721000,1641,10,303,,135,1193,20726,3938,15916,872,""
1994,"TN","Tennessee",5175000,38705,482,2545,,10735,24943,226247,59080,138173,28994,""
1994,"TX","Texas",18378000,129838,2022,9102,,37643,81071,949387,214687,623947,110753,""
1994,"UT","Utah",1908000,5810,56,806,,1213,3735,95332,15089,74554,5689,""
1994,"VA","Virginia",6552000,23437,571,1868,,8704,12294,241763,41855,181619,18289,""
1994,"VT","Vermont",580000,562,6,160,,71,325,18290,4274,13154,862,""
1994,"WA","Washington",5343000,27317,294,3230,,7464,16329,294734,55793,212198,26743,""
1994,"WI","Wisconsin",5082000,13748,227,1192,,5739,6590,186704,32824,135559,18321,""
1994,"WV","West Virginia",1822000,3931,99,370,,772,2690,42136,10673,28189,3274,""
1994,"WY","Wyoming",476000,1297,16,160,,79,1042,19122,3097,15254,771,""
1995,"","",262803276,1798792,21606,97470,,580509,1099207,12063935,2593784,7997710,1472441,""
1995,"AK","Alaska",604000,4656,55,485,,937,3179,30097,5055,21891,3151,""
1995,"AL","Alabama",4253000,26894,475,1350,,7900,17169,179294,43586,120967,14741,""
1995,"AR","Arkansas",2484000,13741,259,925,,3122,9435,102780,24763,69935,8082,""
1995,"AZ","Arizona",4218000,30095,439,1418,,7329,20909,316355,59762,207763,48830,""
1995,"CA","California",31589000,305154,3531,10554,,104611,186458,1536830,353895,902456,280479,""
1995,"CO","Colorado",3747000,16494,216,1480,,3604,11194,185705,35001,136184,14520,""
1995,"CT","Connecticut",3275000,13293,150,776,,5345,7022,134188,29095,87401,17692,""
1995,"DC","District of Columbia",554000,14744,360,292,,6864,7228,52697,10185,32319,10193,""
1995,"DE","Delaware",717000,5198,25,575,,1425,3173,31790,6491,22329,2970,""
1995,"FL","Florida",14166000,151711,1037,6887,,42485,101302,939288,215657,612311,111320,""
1995,"GA","Georgia",7201000,47317,683,2539,,14777,29318,385005,76324,264872,43809,""
1995,"HI","Hawaii",1187000,3509,56,336,,1553,1564,81938,13832,59907,8199,""
1995,"IA","Iowa",2842000,10071,51,619,,1507,7894,106504,21527,78645,6332,""
1995,"ID","Idaho",1163000,3745,48,330,,279,3088,47444,9069,35560,2815,""
1995,"IL","Illinois",11830000,117836,1221,4313,,39139,73163,527572,108555,357143,61874,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
1995,"IN","Indiana",5803000,30451,466,1930,,7844,20211,238317,47676,163618,27023,""
1995,"KS","Kansas",2565000,10792,159,938,,2775,6920,114558,27404,78855,8299,""
1995,"KY","Kentucky",3860000,14079,276,1231,,4001,8571,115298,28389,76906,10003,""
1995,"LA","Louisiana",4342000,43741,740,1855,,11662,29484,246132,53481,166667,25984,""
1995,"MA","Massachusetts",6074000,41739,217,1759,,9137,30626,221971,49669,135586,36716,""
1995,"MD","Maryland",5042000,49757,596,2130,,21334,25697,267625,53320,178126,36179,""
1995,"ME","Maine",1241000,1631,25,265,,334,1007,39132,9015,28444,1673,""
1995,"MI","Michigan",9549000,65680,808,5917,,17885,41070,429223,86872,280712,61639,""
1995,"MN","Minnesota",4610000,16416,182,2593,,5702,7939,190911,36756,138414,15741,""
1995,"MO","Missouri",5324000,35339,469,1711,,10863,22296,237278,49649,162430,25199,""
1995,"MS","Mississippi",2697000,13560,348,1054,,3530,8628,108195,30505,67967,9723,""
1995,"MT","Montana",870000,1491,35,231,,253,972,40246,5060,32797,2389,""
1995,"NC","North Carolina",7195000,46508,677,2320,,12896,30615,359256,101995,234911,22350,""
1995,"ND","North Dakota",641000,556,6,146,,64,340,17817,2248,14421,1148,""
1995,"NE","Nebraska",1637000,6253,48,317,,1067,4821,68140,10344,52044,5752,""
1995,"NH","New Hampshire",1148000,1314,21,333,,314,646,29170,4806,22698,1666,""
1995,"NJ","New Jersey",7945000,47652,409,1927,,22486,22830,326056,69533,206339,50184,""
1995,"NM","New Mexico",1685000,13804,148,954,,2604,10098,94508,24383,61478,8647,""
1995,"NV","Nevada",1530000,14461,163,937,,4966,8395,86203,20235,54563,11405,""
1995,"NY","New York",18136000,152683,1550,4290,,72492,74351,674342,146562,425184,102596,""
1995,"OH","Ohio",11151000,53799,600,4835,,19931,28433,437424,93539,297624,46261,""
1995,"OK","Oklahoma",3278000,21770,400,1461,,3788,16121,161693,41694,103727,16272,""
1995,"OR","Oregon",3141000,16408,129,1309,,4332,10638,189765,34640,133075,22050,""
1995,"PA","Pennsylvania",12072000,51586,755,3046,,22858,24927,354623,67815,236991,49817,""
1995,"RI","Rhode Island",990000,3643,33,267,,914,2429,38378,9234,24780,4364,""
1995,"SC","South Carolina",3673000,36067,292,1737,,6461,27577,186656,46083,126416,14157,""
1995,"SD","South Dakota",729000,1513,13,299,,189,1012,20799,3942,15976,881,""
1995,"TN","Tennessee",5256000,40549,557,2477,,11732,25783,241315,60086,147143,34086,""
1995,"TX","Texas",18724000,124303,1693,8563,,33667,80380,940033,202642,632468,104923,""
1995,"UT","Utah",1951000,6415,76,834,,1309,4196,112417,15623,89202,7592,""
1995,"VA","Virginia",6618000,23921,503,1799,,8718,12901,240084,39388,181333,19363,""
1995,"VT","Vermont",585000,692,13,165,,64,450,19395,4451,14150,794,""
1995,"WA","Washington",5431000,26300,275,3214,,7209,15602,314213,59265,224861,30087,""
1995,"WI","Wisconsin",5123000,14399,219,1194,,5384,7602,184665,31416,134623,18626,""
1995,"WV","West Virginia",1828000,3842,89,388,,781,2584,41093,10329,27724,3040,""
1995,"WY","Wyoming",480000,1220,10,165,,86,959,19517,2938,15774,805,""
1996,"","",265228572,1688540,19645,96252,,535594,1037049,11805323,2506400,7904685,1394238,""
1996,"AK","Alaska",607000,4417,45,398,,710,3264,28667,5118,20557,2992,""
1996,"AL","Alabama",4273000,24159,444,1397,,7124,15194,181803,42821,123350,15632,""
1996,"AR","Arkansas",2510000,13161,219,1046,,2864,9032,104790,23925,73010,7855,""
1996,"AZ","Arizona",4428000,27963,377,1381,,7429,18776,284964,55630,188300,41034,""
1996,"CA","California",31878000,274996,2916,10244,,94222,167614,1385135,312212,830457,242466,""
1996,"CO","Colorado",3823000,15463,180,1765,,3755,9763,180218,34436,130576,15206,""
1996,"CT","Connecticut",3274000,13490,158,755,,5552,7025,124924,27574,81328,16022,""
1996,"DC","District of Columbia",543000,13411,397,260,,6444,6310,51188,9828,31385,9975,""
1996,"DE","Delaware",725000,4845,31,454,,1304,3056,30643,5830,21665,3148,""
1996,"FL","Florida",14400000,151350,1077,7508,,41643,101122,928273,219056,605448,103769,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide an aggregated state total and data were received from 94 individual Florida agencies"
1996,"GA","Georgia",7353000,46966,630,2357,,15100,28879,416986,81968,288803,46215,""
1996,"HI","Hawaii",1184000,3322,40,326,,1606,1350,74639,12781,54701,7157,""
1996,"IA","Iowa",2852000,7771,53,561,,1286,5871,96296,18954,71893,5449,""
1996,"ID","Idaho",1189000,3177,43,313,,241,2580,44532,8431,33872,2229,""
1996,"IL","Illinois",11847000,105482,1179,4548,,33106,66649,524777,108185,358515,58077,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
1996,"IN","Indiana",5841000,31366,420,1992,,7249,21705,231376,45782,160777,24817,""
1996,"KS","Kansas",2572000,10642,170,1096,,2476,6900,109772,25239,78145,6388,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program."
1996,"KY","Kentucky",3884000,12448,228,1230,,3643,7347,110531,26736,73653,10142,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1996 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1995 state total to generate the 1996 state total."
1996,"LA","Louisiana",4351000,40426,762,1805,,12036,25823,257130,56379,173271,27480,""
1996,"MA","Massachusetts",6092000,39122,157,1767,,7778,29420,194636,42896,119562,32178,""
1996,"MD","Maryland",5072000,47230,588,1905,,19944,24793,260231,50331,173817,36083,""
1996,"ME","Maine",1243000,1553,25,260,,292,976,40636,9303,29557,1776,""
1996,"MI","Michigan",9594000,60951,722,5466,,16907,37856,430020,85908,276909,67203,""
1996,"MN","Minnesota",4658000,15782,167,2327,,5385,7903,192109,35515,138671,17923,""
1996,"MO","Missouri",5359000,31669,433,1566,,9142,20528,240781,47919,168870,23992,""
1996,"MS","Mississippi",2716000,13261,301,981,,3646,8333,109581,30755,69299,9527,""
1996,"MT","Montana",879000,1415,34,238,,261,882,38084,4908,30928,2248,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Montana is categorized were applied to the valid 1995 state total to generate the 1996 state total."
1996,"NC","North Carolina",7323000,43068,619,2289,,12001,28159,361616,98539,238511,24566,""
1996,"ND","North Dakota",644000,541,14,155,,71,301,16648,1991,13433,1224,""
1996,"NE","Nebraska",1652000,7182,48,447,,1052,5635,66110,10152,50315,5643,""
1996,"NH","New Hampshire",1162000,1373,20,404,,317,632,31436,5063,24611,1762,""
1996,"NJ","New Jersey",7988000,42459,338,1976,,18838,21307,303657,63259,193961,46437,""
1996,"NM","New Mexico",1713000,14399,197,1088,,2782,10332,98698,23586,65139,9973,""
1996,"NV","Nevada",1603000,13005,220,856,,4931,6998,83047,19558,52295,11194,""
1996,"NY","New York",18185000,132206,1353,4174,,61822,64857,619250,129828,399522,89900,""
1996,"OH","Ohio",11173000,47896,538,4617,,18336,24405,449935,93336,311071,45528,""
