"数据年月"	,"商品编码"	,"商品名称"	,"贸易伙伴编码"	,"贸易伙伴名称"	,"注册地编码"	,"注册地名称"	,"第一数量"	,"第一计量单位"	,"第二数量"	,"第二计量单位"	,"美元"	,
"202011	"	,"42023200	"	,"以塑料片或纺织材料作面通常置于口袋或手提包内的物品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"171	"	,"千克	"	,"620	"	,"个	"	,"1,550	"	,
"202009	"	,"42029100	"	,"以皮革或再生皮革作面的其他类似容器	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"70	"	,"千克	"	,"211	"	,"个	"	,"3,798	"	,
"202006	"	,"42029200	"	,"以塑料片或纺织材料作面的其他类似容器	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"230	"	,"千克	"	,"2003	"	,"个	"	,"4,265	"	,
"202007	"	,"42029200	"	,"以塑料片或纺织材料作面的其他类似容器	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"4393	"	,"千克	"	,"17834	"	,"个	"	,"223,919	"	,
"202008	"	,"42029200	"	,"以塑料片或纺织材料作面的其他类似容器	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"9649	"	,"千克	"	,"48580	"	,"个	"	,"303,292	"	,
"202009	"	,"42029200	"	,"以塑料片或纺织材料作面的其他类似容器	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"8241	"	,"千克	"	,"16591	"	,"个	"	,"254,341	"	,
"202010	"	,"42029200	"	,"以塑料片或纺织材料作面的其他类似容器	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"35412	"	,"千克	"	,"61310	"	,"个	"	,"1,854,840	"	,
"202011	"	,"42029200	"	,"以塑料片或纺织材料作面的其他类似容器	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"14026	"	,"千克	"	,"34773	"	,"个	"	,"633,624	"	,
"202012	"	,"42029200	"	,"以塑料片或纺织材料作面的其他类似容器	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"3014	"	,"千克	"	,"4752	"	,"个	"	,"19,008	"	,
"202007	"	,"42029900	"	,"以其他材料作面的其他类似容器	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"10975	"	,"千克	"	,"195588	"	,"个	"	,"195,588	"	,
"202008	"	,"42032990	"	,"皮革或再生皮革制的未列名手套	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"209	"	,"千克	"	,"1900	"	,"双	"	,"32,320	"	,
"202011	"	,"44209090	"	,"珠宝或刀具木盒及类似品；第94章以外木家具	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"3184	"	,"千克	"	,"0	"	,"?	"	,"111,440	"	,
"202007	"	,"44219990	"	,"未列名木制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"14395	"	,"千克	"	,"0	"	,"?	"	,"172,740	"	,
"202010	"	,"46029000	"	,"非植物编结材料制篮筐及其他编结品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"525	"	,"千克	"	,"0	"	,"?	"	,"14,228	"	,
"202010	"	,"48025700	"	,"其他未涂书写印刷纸,机械浆≤10%,40g≤重≤150g	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2790	"	,"千克	"	,"0	"	,"?	"	,"2,790	"	,
"202011	"	,"48025700	"	,"其他未涂书写印刷纸,机械浆≤10%,40g≤重≤150g	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2593	"	,"千克	"	,"0	"	,"?	"	,"5,186	"	,
"202009	"	,"48081000	"	,"瓦楞纸及纸板,不论是否穿孔	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"715	"	,"千克	"	,"0	"	,"?	"	,"17,875	"	,
"202009	"	,"48101300	"	,"高岭土及其他无机物涂布的成卷的书写、印刷纸及纸板,含机械纤维≤10%	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"11463	"	,"千克	"	,"0	"	,"?	"	,"97,436	"	,
"202007	"	,"48119000	"	,"未列名成卷成张矩形浸涂印花纸,纸板,纤维纸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"88	"	,"千克	"	,"0	"	,"?	"	,"438	"	,
"202010	"	,"48162000	"	,"自印复写纸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1935	"	,"千克	"	,"0	"	,"?	"	,"129,645	"	,
"202007	"	,"48169010	"	,"热敏转印纸（4809的纸除外）	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"392	"	,"千克	"	,"0	"	,"?	"	,"2,352	"	,
"202009	"	,"48181000	"	,"卫生纸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"3500	"	,"千克	"	,"0	"	,"?	"	,"50,750	"	,
"202010	"	,"48182000	"	,"纸手帕及面巾纸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2286	"	,"千克	"	,"0	"	,"?	"	,"98,298	"	,
"202009	"	,"48183000	"	,"纸台布及纸餐巾	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2919	"	,"千克	"	,"0	"	,"?	"	,"99,246	"	,
"202006	"	,"48191000	"	,"瓦楞纸或纸板制的箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1600	"	,"千克	"	,"0	"	,"?	"	,"98,915	"	,
"202008	"	,"48191000	"	,"瓦楞纸或纸板制的箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1877	"	,"千克	"	,"0	"	,"?	"	,"28,155	"	,
"202009	"	,"48191000	"	,"瓦楞纸或纸板制的箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"302	"	,"千克	"	,"0	"	,"?	"	,"730	"	,
"202010	"	,"48191000	"	,"瓦楞纸或纸板制的箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"5941	"	,"千克	"	,"0	"	,"?	"	,"249,146	"	,
"202011	"	,"48191000	"	,"瓦楞纸或纸板制的箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"26686	"	,"千克	"	,"0	"	,"?	"	,"423,151	"	,
"202006	"	,"48192000	"	,"非瓦楞纸或纸板制的可折叠箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"6367	"	,"千克	"	,"0	"	,"?	"	,"36,484	"	,
"202007	"	,"48192000	"	,"非瓦楞纸或纸板制的可折叠箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"336	"	,"千克	"	,"0	"	,"?	"	,"1,380	"	,
"202008	"	,"48192000	"	,"非瓦楞纸或纸板制的可折叠箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39	"	,"千克	"	,"0	"	,"?	"	,"199	"	,
"202009	"	,"48192000	"	,"非瓦楞纸或纸板制的可折叠箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"300	"	,"千克	"	,"0	"	,"?	"	,"750	"	,
"202010	"	,"48192000	"	,"非瓦楞纸或纸板制的可折叠箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"11924	"	,"千克	"	,"0	"	,"?	"	,"124,339	"	,
"202011	"	,"48192000	"	,"非瓦楞纸或纸板制的可折叠箱、盒、匣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"9432	"	,"千克	"	,"0	"	,"?	"	,"245,281	"	,
"202010	"	,"48194000	"	,"其他纸袋,包括锥形袋	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"6386	"	,"千克	"	,"0	"	,"?	"	,"217,481	"	,
"202011	"	,"48194000	"	,"其他纸袋,包括锥形袋	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"112	"	,"千克	"	,"0	"	,"?	"	,"123	"	,
"202009	"	,"48195000	"	,"纸、纸板制其他包装容器,包括唱片套	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"934	"	,"千克	"	,"0	"	,"?	"	,"97,920	"	,
"202010	"	,"48195000	"	,"纸、纸板制其他包装容器,包括唱片套	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"554	"	,"千克	"	,"0	"	,"?	"	,"40,208	"	,
"202009	"	,"48201000	"	,"帐本、笔记本、收据本、日记本及类似品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2195	"	,"千克	"	,"0	"	,"?	"	,"61,985	"	,
"202010	"	,"48201000	"	,"帐本、笔记本、收据本、日记本及类似品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"15090	"	,"千克	"	,"0	"	,"?	"	,"385,778	"	,
"202011	"	,"48201000	"	,"帐本、笔记本、收据本、日记本及类似品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"477	"	,"千克	"	,"0	"	,"?	"	,"42,692	"	,
"202009	"	,"48205000	"	,"纸或纸板制的样品簿及粘贴簿	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2475	"	,"千克	"	,"0	"	,"?	"	,"80,685	"	,
"202011	"	,"48205000	"	,"纸或纸板制的样品簿及粘贴簿	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"4009	"	,"千克	"	,"0	"	,"?	"	,"147,531	"	,
"202010	"	,"48209000	"	,"纸或纸板制的其他文具用品；书籍封面	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1050	"	,"千克	"	,"0	"	,"?	"	,"1,050	"	,
"202006	"	,"48211000	"	,"纸或纸板制的各种标签,印有文字图画	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"338	"	,"千克	"	,"0	"	,"?	"	,"1,810	"	,
"202007	"	,"48211000	"	,"纸或纸板制的各种标签,印有文字图画	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2935	"	,"千克	"	,"0	"	,"?	"	,"49,185	"	,
"202009	"	,"48211000	"	,"纸或纸板制的各种标签,印有文字图画	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"137	"	,"千克	"	,"0	"	,"?	"	,"3,151	"	,
"202010	"	,"48211000	"	,"纸或纸板制的各种标签,印有文字图画	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"106	"	,"千克	"	,"0	"	,"?	"	,"3,403	"	,
"202007	"	,"48219000	"	,"纸或纸板制的各种标签,未印文字图画	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"6078	"	,"千克	"	,"0	"	,"?	"	,"88,110	"	,
"202009	"	,"48232000	"	,"切成一定尺寸或形状的滤纸及纸板	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"9318	"	,"千克	"	,"0	"	,"?	"	,"98,771	"	,
"202010	"	,"48236990	"	,"未列名纸或纸板制的盘、碟、盆、杯及类似品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"495	"	,"千克	"	,"0	"	,"?	"	,"52,200	"	,
"202011	"	,"48237000	"	,"压制或模制纸浆制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"10778	"	,"千克	"	,"0	"	,"?	"	,"412,458	"	,
"202008	"	,"48239090	"	,"未列名切成形的纸、纸板等纸及纸（桨）制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2384	"	,"千克	"	,"0	"	,"?	"	,"56,371	"	,
"202009	"	,"48239090	"	,"未列名切成形的纸、纸板等纸及纸（桨）制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2305	"	,"千克	"	,"0	"	,"?	"	,"81,170	"	,
"202010	"	,"48239090	"	,"未列名切成形的纸、纸板等纸及纸（桨）制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"8585	"	,"千克	"	,"0	"	,"?	"	,"332,213	"	,
"202011	"	,"48239090	"	,"未列名切成形的纸、纸板等纸及纸（桨）制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1078	"	,"千克	"	,"0	"	,"?	"	,"647	"	,
"202010	"	,"49019100	"	,"字典或百科全书及其连续出版的分册	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"596	"	,"千克	"	,"0	"	,"?	"	,"14,900	"	,
"202010	"	,"49019900	"	,"其他书籍、小册子及类似印刷品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"18571	"	,"千克	"	,"0	"	,"?	"	,"203,778	"	,
"202009	"	,"49030000	"	,"儿童图画书、绘画或涂色书	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"18174	"	,"千克	"	,"0	"	,"?	"	,"197,183	"	,
"202010	"	,"49030000	"	,"儿童图画书、绘画或涂色书	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"17736	"	,"千克	"	,"0	"	,"?	"	,"60,192	"	,
"202011	"	,"49030000	"	,"儿童图画书、绘画或涂色书	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1780	"	,"千克	"	,"0	"	,"?	"	,"16,020	"	,
"202009	"	,"49100000	"	,"印刷的各种日历,包括日历芯	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1181	"	,"千克	"	,"0	"	,"?	"	,"18,681	"	,
"202010	"	,"49100000	"	,"印刷的各种日历,包括日历芯	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"986	"	,"千克	"	,"0	"	,"?	"	,"21,002	"	,
"202011	"	,"49100000	"	,"印刷的各种日历,包括日历芯	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2070	"	,"千克	"	,"0	"	,"?	"	,"89,985	"	,
"202007	"	,"49111010	"	,"无商业价值的商业广告品、商品目录等印刷品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"28	"	,"千克	"	,"0	"	,"?	"	,"140	"	,
"202008	"	,"49111010	"	,"无商业价值的商业广告品、商品目录等印刷品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"272	"	,"千克	"	,"0	"	,"?	"	,"544	"	,
"202009	"	,"49111010	"	,"无商业价值的商业广告品、商品目录等印刷品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"642	"	,"千克	"	,"0	"	,"?	"	,"29,853	"	,
"202011	"	,"49111090	"	,"其他商业广告品、商品目录及类似印刷品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"570	"	,"千克	"	,"0	"	,"?	"	,"8,550	"	,
"202008	"	,"49119990	"	,"其他印刷品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"126	"	,"千克	"	,"0	"	,"?	"	,"441	"	,
"202010	"	,"49119990	"	,"其他印刷品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1220	"	,"千克	"	,"0	"	,"?	"	,"35,760	"	,
"202009	"	,"51082011	"	,"精梳山羊绒≥85％的纱线,非供零售用	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"6148	"	,"千克	"	,"0	"	,"?	"	,"663,984	"	,
"202011	"	,"51082011	"	,"精梳山羊绒≥85％的纱线,非供零售用	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1900	"	,"千克	"	,"0	"	,"?	"	,"199,500	"	,
"202012	"	,"51082011	"	,"精梳山羊绒≥85％的纱线,非供零售用	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"6708	"	,"千克	"	,"0	"	,"?	"	,"704,340	"	,
"202011	"	,"56012100	"	,"棉制絮胎及其制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"350	"	,"千克	"	,"0	"	,"?	"	,"280	"	,
"202011	"	,"56031210	"	,"浸涂的化纤长丝无纺织物,25g＜平米重≤70g	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1512	"	,"千克	"	,"0	"	,"?	"	,"54,432	"	,
"202011	"	,"56031290	"	,"其他化纤长丝制无纺织物25g＜平方米重≤70g	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"5660	"	,"千克	"	,"0	"	,"?	"	,"281,188	"	,
"202011	"	,"56039290	"	,"未浸涂其他材料无纺织物,25g＜平米重≤70g	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"12	"	,"千克	"	,"0	"	,"?	"	,"12	"	,
"202012	"	,"56074900	"	,"聚乙烯或聚丙烯纺制的其他线、绳、索、缆	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"775	"	,"千克	"	,"0	"	,"?	"	,"465	"	,
"202010	"	,"56079010	"	,"蕉麻等硬质（叶）纤维纺制的线、绳、索、缆	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"472	"	,"千克	"	,"0	"	,"?	"	,"77,880	"	,
"202009	"	,"56079090	"	,"未列名纤维纺制的线、绳、索、缆	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"4000	"	,"千克	"	,"0	"	,"?	"	,"48,000	"	,
"202010	"	,"56079090	"	,"未列名纤维纺制的线、绳、索、缆	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1246	"	,"千克	"	,"0	"	,"?	"	,"34,888	"	,
"202010	"	,"56081900	"	,"化纤材料制成的网料及其他网	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2010	"	,"千克	"	,"0	"	,"?	"	,"182,910	"	,
"202010	"	,"56090000	"	,"纱线、5404或5405扁条或线绳索缆制其他物品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"3060	"	,"千克	"	,"0	"	,"?	"	,"3,060	"	,
"202009	"	,"57033000	"	,"其他化纤簇绒地毯及其他簇绒铺地制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1509	"	,"千克	"	,"295	"	,"平方米	"	,"25,653	"	,
"202007	"	,"57050020	"	,"化纤制未列名地毯及铺地制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"304	"	,"千克	"	,"80	"	,"平方米	"	,"8,512	"	,
"202008	"	,"57050020	"	,"化纤制未列名地毯及铺地制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"872	"	,"千克	"	,"397	"	,"平方米	"	,"31,002	"	,
"202009	"	,"57050020	"	,"化纤制未列名地毯及铺地制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1115	"	,"千克	"	,"641	"	,"平方米	"	,"29,710	"	,
"202011	"	,"57050020	"	,"化纤制未列名地毯及铺地制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"506	"	,"千克	"	,"242	"	,"平方米	"	,"17,710	"	,
"202010	"	,"57050090	"	,"其他纺织材料制未列名地毯及铺地制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"203	"	,"千克	"	,"88	"	,"平方米	"	,"264	"	,
"202009	"	,"58061090	"	,"其他纺织材料制狭幅起绒机织物及绳绒织物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"3208	"	,"千克	"	,"0	"	,"?	"	,"62,886	"	,
"202006	"	,"58062000	"	,"含弹性纱线或橡胶线≥5%的狭幅机织物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"202007	"	,"58062000	"	,"含弹性纱线或橡胶线≥5%的狭幅机织物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"152	"	,"千克	"	,"0	"	,"?	"	,"1,368	"	,
"202012	"	,"59031090	"	,"其他聚氯乙烯浸涂、包覆或层压的纺织物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1435	"	,"千克	"	,"0	"	,"?	"	,"1,048	"	,
"202007	"	,"59090000	"	,"纺织材料制的水龙软管及类似的管子	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"9271	"	,"千克	"	,"0	"	,"?	"	,"198,399	"	,
"202010	"	,"59119000	"	,"未列名作专门技术用途的纺织产品及制品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2	"	,"千克	"	,"0	"	,"?	"	,"5	"	,
"202011	"	,"60062300	"	,"棉制色织其他针织或钩编织物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1208	"	,"米	"	,"386	"	,"千克	"	,"3,382	"	,
"202011	"	,"60063300	"	,"合成纤维制色织其他针织或钩编织物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"799	"	,"米	"	,"263	"	,"千克	"	,"1,998	"	,
"202012	"	,"61021000	"	,"毛针织或钩编女大衣,带帽防寒短上衣,风衣等	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"8	"	,"件	"	,"1	"	,"千克	"	,"411	"	,
"202006	"	,"61033200	"	,"棉制针织或钩编的男式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"4364	"	,"件	"	,"1019	"	,"千克	"	,"41,568	"	,
"202007	"	,"61033200	"	,"棉制针织或钩编的男式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1763	"	,"件	"	,"392	"	,"千克	"	,"21,156	"	,
"202010	"	,"61033200	"	,"棉制针织或钩编的男式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2824	"	,"件	"	,"1370	"	,"千克	"	,"199,493	"	,
"202006	"	,"61033300	"	,"合成纤维制针织或钩编的男式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"318	"	,"件	"	,"63	"	,"千克	"	,"1,431	"	,
"202008	"	,"61033300	"	,"合成纤维制针织或钩编的男式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"658	"	,"件	"	,"210	"	,"千克	"	,"44,744	"	,
"202010	"	,"61033300	"	,"合成纤维制针织或钩编的男式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"737	"	,"件	"	,"232	"	,"千克	"	,"13,782	"	,
"202007	"	,"61034200	"	,"棉制针织或钩编的男裤	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"49	"	,"条	"	,"24	"	,"千克	"	,"392	"	,
"202008	"	,"61034200	"	,"棉制针织或钩编的男裤	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1205	"	,"条	"	,"756	"	,"千克	"	,"84,230	"	,
"202009	"	,"61034200	"	,"棉制针织或钩编的男裤	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"428	"	,"条	"	,"187	"	,"千克	"	,"5,136	"	,
"202010	"	,"61034200	"	,"棉制针织或钩编的男裤	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"49395	"	,"条	"	,"15005	"	,"千克	"	,"171,226	"	,
"202008	"	,"61034300	"	,"合成纤维制针织或钩编的男裤	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1153	"	,"条	"	,"385	"	,"千克	"	,"149	"	,
"202009	"	,"61034300	"	,"合成纤维制针织或钩编的男裤	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1345	"	,"条	"	,"413	"	,"千克	"	,"12,105	"	,
"202010	"	,"61034300	"	,"合成纤维制针织或钩编的男裤	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1742	"	,"条	"	,"875	"	,"千克	"	,"32,924	"	,
"202009	"	,"61042200	"	,"棉制针织或钩编的女式便服套装	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"65556	"	,"套	"	,"44402	"	,"千克	"	,"491,670	"	,
"202010	"	,"61042200	"	,"棉制针织或钩编的女式便服套装	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"96768	"	,"套	"	,"64891	"	,"千克	"	,"725,760	"	,
"202009	"	,"61042300	"	,"合成纤维制针织或钩编的女式便服套装	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"983	"	,"套	"	,"1113	"	,"千克	"	,"28,207	"	,
"202011	"	,"61042300	"	,"合成纤维制针织或钩编的女式便服套装	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2213	"	,"套	"	,"1028	"	,"千克	"	,"52,227	"	,
"202008	"	,"61043200	"	,"棉制针织或钩编的女式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"475	"	,"件	"	,"145	"	,"千克	"	,"13,775	"	,
"202009	"	,"61043200	"	,"棉制针织或钩编的女式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"10099	"	,"件	"	,"2076	"	,"千克	"	,"154,865	"	,
"202010	"	,"61043200	"	,"棉制针织或钩编的女式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"6920	"	,"件	"	,"1260	"	,"千克	"	,"181,374	"	,
"202011	"	,"61043200	"	,"棉制针织或钩编的女式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"7850	"	,"件	"	,"2355	"	,"千克	"	,"942	"	,
"202006	"	,"61043300	"	,"合成纤维制针织或钩编的女式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"13262	"	,"件	"	,"2674	"	,"千克	"	,"54,953	"	,
"202007	"	,"61043300	"	,"合成纤维制针织或钩编的女式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"369	"	,"件	"	,"57	"	,"千克	"	,"1,476	"	,
"202008	"	,"61043300	"	,"合成纤维制针织或钩编的女式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"6048	"	,"件	"	,"3244	"	,"千克	"	,"261,480	"	,
"202009	"	,"61043300	"	,"合成纤维制针织或钩编的女式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2400	"	,"件	"	,"865	"	,"千克	"	,"34,253	"	,
"202010	"	,"61043300	"	,"合成纤维制针织或钩编的女式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"7524	"	,"件	"	,"2972	"	,"千克	"	,"260,963	"	,
"202011	"	,"61043300	"	,"合成纤维制针织或钩编的女式上衣	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"6835	"	,"件	"	,"2709	"	,"千克	"	,"77,842	"	,
"202007	"	,"61044100	"	,"毛制针织或钩编的女式连衣裙	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"35	"	,"件	"	,"8	"	,"千克	"	,"1,722	"	,
