measure_name,datum,country_id,country_name,county_id,region_id,region,state_id,state_name,first_year,last_year,footnotes,sources
"Average annual no. of abortions per 1,000 women aged 15–49",43,KE,Kenya,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",31,KG,"Kyrgyzstan ",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",34,LA,"Lao People's Democratic Republic",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",10,LV,Latvia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",23,LS,Lesotho,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",42,LR,Liberia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",7,LT,Lithuania,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",14,MK,"North Macedonia",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",60,MG,Madagascar,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",31,MW,Malawi,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",42,MV,Maldives,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",23,ML,Mali,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",26,MQ,Martinique,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",17,MR,Mauritania,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",26,YT,Mayotte,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",31,MX,Mexico,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",18,MD,"Republic of Moldova",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",21,MN,Mongolia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",6,ME,Montenegro,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",40,MZ,Mozambique,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",26,MM,Myanmar,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",29,NA,Namibia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",41,NP,Nepal,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",7,NL,Netherlands,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",12,NZ,"New Zealand",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",15,NI,Nicaragua,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",15,NE,Niger,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",33,NG,Nigeria,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",11,NO,Norway,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",43,PK,Pakistan,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",30,PA,Panama,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",36,PG,"Papua New Guinea",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",34,PY,Paraguay,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",42,PE,Peru,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",36,PH,Philippines,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",10,PL,Poland,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",7,PT,Portugal,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",31,PR,"Puerto Rico",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",21,RE,Reunion,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",31,RO,Romania,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",46,RU,"Russian Federation",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",28,RW,Rwanda,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",37,LC,"Saint Lucia",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",43,WS,Samoa,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",39,ST,"Sao Tome and Principe",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",15,SN,Senegal,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",13,RS,Serbia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",45,SL,"Sierra Leone",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",5,SG,Singapore,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",7,SK,Slovakia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",8,SI,Slovenia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",32,SB,"Solomon Islands",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",29,SO,Somalia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",30,ZA,"South Africa",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",21,KR,"Republic of South Korea (South Korea)",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",25,SS,"South Sudan",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",9,ES,Spain,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",28,LK,"Sri Lanka",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",31,SR,Suriname,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",29,SZ,Eswatini,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",17,SE,Sweden,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",5,CH,Switzerland,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",26,TJ,Tajikistan,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",38,TZ,"United Republic of Tanzania",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",25,TH,Thailand,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",34,TL,Timor-Leste,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",32,TG,Togo,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",25,TO,Tonga,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",48,TT,"Trinidad and Tobago",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",19,TM,Turkmenistan,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
