locationname,marketname,city,countrycode,address,zip,region,lat,lon,operator,status,timezone,url,open_day,open_month,open_year,other_date,playground,drivethru,format,in_mall,geometry
Monticello Marketplace,"Norfolk-Portsmouth-Newport News, VA",Williamsburg,US,4610 Monticello Ave,23188,VA,37.2707218,-76.7590546,Scott Peto,OPEN,America/New_York,https://www.chick-fil-a.com/monticellomarketplace,14.0,1.0,1999.0,1999-01-14,interior,True,Stand Alone,False,POINT (-76.7590546 37.2707218)
Gloucester,"Norfolk-Portsmouth-Newport News, VA",Gloucester,US,6780 Waltons Ln,23061,VA,37.39888,-76.5259,John Gordon,OPEN,America/New_York,https://www.chick-fil-a.com/gloucester,13.0,1.0,2011.0,2011-01-13,interior,True,Stand Alone,False,POINT (-76.5259 37.39888)
Vinings,"Atlanta, GA",Atlanta,US,2485 Cumberland Pkwy SE,30339,GA,33.864025,-84.477565,Jason Bilotti,OPEN,America/New_York,https://www.chick-fil-a.com/vinings,29.0,3.0,2007.0,2007-03-29,interior,True,Stand Alone,False,POINT (-84.477565 33.864025)
Windy Hill Road,"Atlanta, GA",Marietta,US,2661 Windy Hill Rd SE,30067,GA,33.90164,-84.47799,Mark Reed,OPEN,America/New_York,https://www.chick-fil-a.com/windyhillroad,25.0,8.0,1988.0,1988-08-25,none,True,Stand Alone,False,POINT (-84.47799 33.90164)
Cumberland Mall,"Atlanta, GA",Atlanta,US,2860 Cumberland Mall SE Ste 1324,30339,GA,33.879763,-84.4678541,Marshall McCabe,OPEN,America/New_York,https://www.chick-fil-a.com/cumberlandmall,24.0,7.0,1973.0,1973-07-24,none,False,Food Court,True,POINT (-84.4678541 33.879763)
Truist Park,"Atlanta, GA",Atlanta,US,755 Battery Ave SE,30339,GA,33.8907236,-84.4676604,Marshall McCabe,TEMPORARY_CLOSE,America/New_York,https://www.chick-fil-a.com/suntrustpark,31.0,3.0,2017.0,2017-04-06,none,False,Food Court,False,POINT (-84.4676604 33.8907236)
Akers Mill Drive-Thru Only,"Atlanta, GA",Atlanta,US,2975 Cobb Pkwy SE,30339,GA,33.8808399,-84.460903,Marshall McCabe,OPEN,America/New_York,https://www.chick-fil-a.com/akersmilldto,17.0,11.0,1994.0,1994-11-17,none,True,Stand Alone,False,POINT (-84.460903 33.8808399)
Virginia Gateway,"Washington, DC (Hagerstown, MD)",Gainesville,US,5015 Wellington Rd,20155,VA,38.79202,-77.60659,Jason Ward,OPEN,America/New_York,https://www.chick-fil-a.com/virginiagateway,12.0,3.0,2009.0,2009-03-12,interior,True,Stand Alone,False,POINT (-77.60659 38.79202)
Haymarket,"Washington, DC (Hagerstown, MD)",Haymarket,US,15180 Washington St,20169,VA,38.815106,-77.641002,Jason Ward,OPEN,America/New_York,https://www.chick-fil-a.com/haymarket,4.0,8.0,2016.0,2016-08-04,interior,True,Stand Alone,False,POINT (-77.641002 38.815106)
Southlake,"Dallas-Ft. Worth, TX",Southlake,US,2301 E Southlake Blvd,76092,TX,32.93972,-97.11462,T.J. St. Romain,OPEN,America/Chicago,https://www.chick-fil-a.com/southlake,25.0,5.0,2000.0,2000-05-11,interior,True,Stand Alone,False,POINT (-97.11462 32.93972)
Heritage Towne Crossing,"Dallas-Ft. Worth, TX",Euless,US,3003 State Highway 121,76039,TX,32.88043967,-97.1003875,Ernie Flores,OPEN,America/Chicago,https://www.chick-fil-a.com/heritagetownecrossing,28.0,3.0,2002.0,2002-03-28,interior,True,Stand Alone,False,POINT (-97.1003875 32.88043967)
Colleyville Blvd & Main,"Dallas-Ft. Worth, TX",Colleyville,US,5150 Colleyville Blvd,76034,TX,32.8841,-97.153994,Zack Price,OPEN,America/Chicago,https://www.chick-fil-a.com/colleyvilleblvdandmain,6.0,1.0,2021.0,2021-01-06,interior,True,Stand Alone,False,POINT (-97.153994 32.8841)
Huber Heights (OH),"Dayton, OH",Huber Heights,US,8120 Troy Pike,45424,OH,39.871897,-84.136712,Kevin Weaver,OPEN,America/New_York,https://www.chick-fil-a.com/huberheightsoh,18.0,8.0,2021.0,2021-08-18,none,True,Stand Alone,False,POINT (-84.136712 39.871897)
Benchwood,"Dayton, OH",Dayton,US,3339 Benchwood Rd,45414,OH,39.84177,-84.19426,Kevin Weaver,OPEN,America/New_York,https://www.chick-fil-a.com/benchwood,13.0,11.0,2008.0,2008-11-13,interior,True,Stand Alone,False,POINT (-84.19426 39.84177)
Mall at Fairfield Commons,"Dayton, OH",Beavercreek,US,2727 Fairfield Commons Blvd,45431,OH,39.7669818,-84.0567633,Rex Brooking,OPEN,America/New_York,https://www.chick-fil-a.com/mallatfairfieldcommons,27.0,10.0,1993.0,1993-10-27,none,False,Food Court,True,POINT (-84.0567633 39.7669818)
Beavercreek,"Dayton, OH",Beavercreek,US,2360 N Fairfield Rd,45431,OH,39.758435,-84.0529804,Rex Brooking,OPEN,America/New_York,https://www.chick-fil-a.com/beavercreek,5.0,4.0,2007.0,2007-04-05,interior,True,Stand Alone,False,POINT (-84.0529804 39.758435)
Kettering,"Dayton, OH",Kettering,US,480 E Stroop Rd,45429,OH,39.688361,-84.165679,Matt Eller,OPEN,America/New_York,https://www.chick-fil-a.com/kettering,19.0,1.0,2017.0,2017-01-19,interior,True,Stand Alone,False,POINT (-84.165679 39.688361)
Cornerstone,"Dayton, OH",Centerville,US,5301 Cornerstone North Blvd,45440,OH,39.66188817,-84.1084485,Marla Davis,OPEN,America/New_York,https://www.chick-fil-a.com/cornerstone,2.0,12.0,2015.0,2015-12-02,interior,True,Stand Alone,False,POINT (-84.1084485 39.66188817)
Troy In-Line DT,"Dayton, OH",Troy,US,1910 W Main St,45373,OH,40.05693,-84.244255,Doug Knostman,OPEN,America/New_York,https://www.chick-fil-a.com/troyinline,19.0,1.0,2017.0,2017-01-19,interior,True,In-Line,False,POINT (-84.244255 40.05693)
The Villages,"Orlando-Daytona Beach-Melbourne, FL",The Villages,US,730 N US Highway 441,32159,FL,28.93612,-81.940788,Brian Mathes,OPEN,America/New_York,https://www.chick-fil-a.com/thevillages,1.0,12.0,2005.0,2005-12-01,interior,True,Stand Alone,False,POINT (-81.940788 28.93612)
Paddock Mall,"Orlando-Daytona Beach-Melbourne, FL",Ocala,US,3100 SW College Rd,34474,FL,29.158702,-82.173465,Debbie Machtel,OPEN,America/New_York,https://www.chick-fil-a.com/paddockmall,13.0,8.0,1980.0,1980-08-13,none,False,Food Court,True,POINT (-82.173465 29.158702)
Ocala,"Orlando-Daytona Beach-Melbourne, FL",Ocala,US,3445 SW College Rd,34474,FL,29.15495,-82.18131,Jeromy Williams,OPEN,America/New_York,https://www.chick-fil-a.com/ocala,3.0,11.0,2011.0,2011-11-03,interior,True,Stand Alone,False,POINT (-82.18131 29.15495)
Northtown,"Minneapolis-St. Paul, MN",Blaine,US,595 Northtown Dr NE,55434,MN,45.127869,-93.257785,Kenneth Reeder,OPEN,America/Chicago,https://www.chick-fil-a.com/northtown,14.0,1.0,2016.0,2016-01-14,interior,True,Stand Alone,False,POINT (-93.257785 45.127869)
Cache Road,"Wichita Falls, TX & Lawton, OK",Lawton,US,2301 NW Cache Rd,73505,OK,34.6237,-98.42555,Jonathan Pickett,OPEN,America/Chicago,https://www.chick-fil-a.com/cacheroad,2.0,3.0,1995.0,1995-03-02,interior,True,Stand Alone,False,POINT (-98.42555 34.6237)
Wichita Falls,"Wichita Falls, TX & Lawton, OK",Wichita Falls,US,3704 Call Field Rd,76308,TX,33.87113,-98.53783,Mary Beth Leach,OPEN,America/Chicago,https://www.chick-fil-a.com/wichitafalls,13.0,6.0,2013.0,2013-06-13,interior,True,Stand Alone,False,POINT (-98.53783 33.87113)
Southwest Pkwy [TX],"Wichita Falls, TX & Lawton, OK",Wichita Falls,US,4101 Southwest Pkwy,76308,TX,33.856952,-98.5510121,Mary Beth Leach,OPEN,America/Chicago,https://www.chick-fil-a.com/southwestpkwytx,4.0,3.0,2021.0,2021-03-04,none,True,Stand Alone,False,POINT (-98.5510121 33.856952)
Kitchener,International,Kitchener,CA,200-225 Fairway Rd S,N2C 1X2,ON,43.4209098,-80.439804,Olivia Efford,OPEN,America/Toronto,https://www.chick-fil-a.com/kitchener,7.0,8.0,2021.0,2021-08-07,interior,True,Stand Alone,False,POINT (-80.439804 43.4209098)
Carraway Village,"Raleigh-Durham (Fayetteville), NC",Chapel Hill,US,101 Village Center Drive,27516,NC,35.922491117598895,-79.06587149738853,Sammy Culberson,OPEN,America/New_York,https://www.chick-fil-a.com/carrawayvillage,9.0,4.0,2020.0,2020-04-09,interior,True,Stand Alone,False,POINT (-79.06587149738853 35.922491117598895)
Edgewater Mall,"Biloxi-Gulfport, MS",Biloxi,US,2600 Beach Blvd,39531,MS,30.39195,-88.98999,Ralph Bartels,OPEN,America/Chicago,https://www.chick-fil-a.com/edgewatermall,15.0,11.0,1986.0,1986-11-15,none,False,Food Court,True,POINT (-88.98999 30.39195)
Gause Blvd.,"New Orleans, LA",Slidell,US,1645 Gause Blvd,70458,LA,30.284603,-89.75319,Nick Perniciaro,OPEN,America/Chicago,https://www.chick-fil-a.com/gauseblvd,30.0,6.0,2011.0,2011-06-30,interior,True,Stand Alone,False,POINT (-89.75319 30.284603)
Covington - Highway 190,"New Orleans, LA",Covington,US,912 N Highway 190,70433,LA,30.444221,-90.075817,Rick Gonzalez,OPEN,America/Chicago,https://www.chick-fil-a.com/covington-highway190,23.0,6.0,2005.0,2005-06-23,interior,True,Stand Alone,False,POINT (-90.075817 30.444221)
Mandeville,"New Orleans, LA",Mandeville,US,3585 Highway 190,70471,LA,30.3941045,-90.0861511,Rick Gonzalez,OPEN,America/Chicago,https://www.chick-fil-a.com/mandeville,1.0,7.0,2021.0,2021-07-01,interior,True,Stand Alone,False,POINT (-90.0861511 30.3941045)
Schillinger Road,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",Mobile,US,435 Schillinger Rd S,36695,AL,30.68081,-88.22508,Glenn Rosson,OPEN,America/Chicago,https://www.chick-fil-a.com/schillingerroad,6.0,8.0,1998.0,1998-12-01,interior,True,Stand Alone,False,POINT (-88.22508 30.68081)
Chantilly Air and Space,"Washington, DC (Hagerstown, MD)",Chantilly,US,3454 Historic Sully Way,20151,VA,38.914224,-77.426465,Ron Florence,OPEN,America/New_York,https://www.chick-fil-a.com/chantillyairandspacemuseumpkwy,30.0,6.0,2016.0,2016-06-30,interior,True,Stand Alone,False,POINT (-77.426465 38.914224)
Rockmart,"Atlanta, GA",Rockmart,US,1500 Chattahoochee Drive,30153,GA,34.008647,-85.0323734,Zach Thomas,OPEN,America/New_York,https://www.chick-fil-a.com/rockmart,14.0,9.0,2017.0,2017-09-14,interior,True,Stand Alone,False,POINT (-85.0323734 34.008647)
West Tennessee Street,"Tallahassee, FL-Thomasville, GA",Tallahassee,US,1775 W Tennessee St,32304,FL,30.44881,-84.31052,Terry Widener,OPEN,America/New_York,https://www.chick-fil-a.com/westtennesseestreet,6.0,9.0,2012.0,2012-09-06,none,True,Stand Alone,False,POINT (-84.31052 30.44881)
Campus Circle,"Tallahassee, FL-Thomasville, GA",Tallahassee,US,1650 W Tennessee St,32304,FL,30.4494341,-84.3086547,Terry Widener,OPEN,America/New_York,https://www.chick-fil-a.com/westtennesseestreetandstadium,27.0,8.0,2020.0,2020-08-27,interior,True,Stand Alone,False,POINT (-84.3086547 30.4494341)
North Monroe Street,"Tallahassee, FL-Thomasville, GA",Tallahassee,US,2136 N Monroe St,32303,FL,30.4693269,-84.288134,Terry Widener,OPEN,America/New_York,https://www.chick-fil-a.com/northmonroestreet,27.0,9.0,2001.0,2001-09-27,interior,True,Stand Alone,False,POINT (-84.288134 30.4693269)
South Magnolia Drive,"Tallahassee, FL-Thomasville, GA",Tallahassee,US,299 S Magnolia Dr,32301,FL,30.4397581,-84.26169829999999,Terrial Lamm,OPEN,America/New_York,https://www.chick-fil-a.com/reloapalacheeparkway,29.0,7.0,2021.0,2021-07-29,interior,True,Stand Alone,False,POINT (-84.26169829999999 30.4397581)
Governors Square (FL),"Tallahassee, FL-Thomasville, GA",Tallahassee,US,1500 Apalachee Pkwy Ste 1040,32301,FL,30.43398,-84.25146,Jamie Mattina,OPEN,America/New_York,https://www.chick-fil-a.com/governorssquare-fl,16.0,8.0,1979.0,1979-08-16,none,False,Food Court,True,POINT (-84.25146 30.43398)
Bradfordville,"Tallahassee, FL-Thomasville, GA",Tallahassee,US,3455 Bannerman Rd,32312,FL,30.56119,-84.21954,Steve Elyea,OPEN,America/New_York,https://www.chick-fil-a.com/bradfordville,11.0,11.0,2010.0,2010-11-11,interior,True,Stand Alone,False,POINT (-84.21954 30.56119)
Bainbridge,"Tallahassee, FL-Thomasville, GA",Bainbridge,US,1451 Tallahassee Hwy,39819,GA,30.8847712,-84.5649848,Kolby Shepherd,OPEN,America/New_York,https://www.chick-fil-a.com/bainbridgega,3.0,10.0,2019.0,2019-10-03,interior,True,Stand Alone,False,POINT (-84.5649848 30.8847712)
Hawks Creek,"Dallas-Ft. Worth, TX",Westworth Village,US,6650 Westworth Blvd,76114,TX,32.75589,-97.42851,Johannes Hillerbrand,OPEN,America/Chicago,https://www.chick-fil-a.com/hawkscreek,3.0,4.0,2008.0,2008-04-03,interior,True,Stand Alone,False,POINT (-97.42851 32.75589)
I-820 and Clifford,"Dallas-Ft. Worth, TX",White Settlement,US,9105 Clifford Street,76108,TX,32.7656476,-97.475738,Ken Miller,OPEN,America/Chicago,https://www.chick-fil-a.com/i820andclifford,25.0,4.0,2019.0,2019-04-25,interior,True,Stand Alone,False,POINT (-97.475738 32.7656476)
Lakeland Square,"Tampa-St. Petersburg (Sarasota), FL",Lakeland,US,3800 US Highway 98 N Ste 692,33809,FL,28.0909606,-81.9775963,Drew Kelly,OPEN,America/New_York,https://www.chick-fil-a.com/lakelandsquare,10.0,3.0,1988.0,1988-03-10,none,False,Food Court,True,POINT (-81.9775963 28.0909606)
North Lakeland,"Tampa-St. Petersburg (Sarasota), FL",Lakeland,US,4132 US Highway 98 N,33809,FL,28.094495,-81.974668,Scott Brickhouse,OPEN,America/New_York,https://www.chick-fil-a.com/northlakeland,14.0,6.0,2012.0,2012-06-14,interior,True,Stand Alone,False,POINT (-81.974668 28.094495)
South Florida Avenue,"Tampa-St. Petersburg (Sarasota), FL",Lakeland,US,4625 S Florida Ave,33813,FL,27.98143,-81.95762,Scott Brickhouse,OPEN,America/New_York,https://www.chick-fil-a.com/southfloridaavenue,5.0,7.0,2001.0,2001-07-05,interior,True,Stand Alone,False,POINT (-81.95762 27.98143)
Winter Haven,"Tampa-St. Petersburg (Sarasota), FL",Winter Haven,US,143 Landings Blvd,33880,FL,28.0034412,-81.7273589,Reyna Naranjo,OPEN,America/New_York,https://www.chick-fil-a.com/winterhaven,13.0,12.0,2012.0,2012-12-13,interior,True,Stand Alone,False,POINT (-81.7273589 28.0034412)
New Albany,"Louisville, KY",New Albany,US,2225 State St,47150,IN,38.30659,-85.84187,Daron Stockton,TEMPORARY_CLOSE,America/New_York,https://www.chick-fil-a.com/newalbany,19.0,3.0,2009.0,2009-03-19,interior,True,Stand Alone,False,POINT (-85.84187 38.30659)
Veterans Parkway,"Louisville, KY",Clarksville,US,1320 Veterans Pkwy,47129,IN,38.32852,-85.75913,Bryan Haag,OPEN,America/New_York,https://www.chick-fil-a.com/veteransparkway,20.0,7.0,2006.0,2006-07-20,interior,True,Stand Alone,False,POINT (-85.75913 38.32852)
Jeffersonville,"Louisville, KY",Jeffersonville,US,3549 E 10th St,47130,IN,38.3368859,-85.7080896,Terry Carrico,OPEN,America/New_York,https://www.chick-fil-a.com/jeffersonville,23.0,1.0,2020.0,2020-01-23,none,True,Stand Alone,False,POINT (-85.7080896 38.3368859)
St. Matthews,"Louisville, KY",Louisville,US,5001 Shelbyville Rd,40207,KY,38.25074,-85.62406,Bruce Smith,OPEN,America/New_York,https://www.chick-fil-a.com/stmatthews,8.0,1.0,2009.0,2009-01-08,interior,True,Stand Alone,False,POINT (-85.62406 38.25074)
Mall St. Matthews,"Louisville, KY",Louisville,US,5000 Shelbyville Rd Ste 1630,40207,KY,38.2480842,-85.6219427,Bruce Smith,OPEN,America/New_York,https://www.chick-fil-a.com/mallstmatthews,1.0,2.0,1996.0,1996-02-01,none,False,Food Court,True,POINT (-85.6219427 38.2480842)
Louisville Catering & Delivery,"Louisville, KY",Louisville,US,7405 New La Grange Rd # B,40222,KY,38.2526626,-85.6159741,Bruce Smith,OPEN,America/New_York,https://www.chick-fil-a.com/louisvillecateringanddelivery,19.0,10.0,2018.0,2018-10-19,none,False,Stand Alone,False,POINT (-85.6159741 38.2526626)
Cougar & State,"Salt Lake City, UT",Provo,US,484 W Bulldog Blvd,84604,UT,40.2509899,-111.6671551,Terry Crook,OPEN,America/Denver,https://www.chick-fil-a.com/cougarandstate,9.0,1.0,2014.0,2014-01-09,interior,True,Stand Alone,False,POINT (-111.6671551 40.2509899)
University Mall (UT),"Salt Lake City, UT",Orem,US,575 E University Pkwy Ste M208,84097,UT,40.2750825,-111.6813901,Ben Clayton,OPEN,America/Denver,https://www.chick-fil-a.com/universitymall-ut,11.0,11.0,1987.0,1987-11-11,none,True,Food Court,True,POINT (-111.6813901 40.2750825)
Spanish Fork,"Salt Lake City, UT",Spanish Fork,US,825 E Highway 6,84660,UT,40.122624,-111.642096,Scott Rasband,OPEN,America/Denver,https://www.chick-fil-a.com/spanishfork,22.0,10.0,2015.0,2015-10-22,interior,True,Stand Alone,False,POINT (-111.642096 40.122624)
Tampa Stadium,"Tampa-St. Petersburg (Sarasota), FL",Tampa,US,2551 N Dale Mabry Hwy,33607,FL,27.96438,-82.50491,Carlos Brito,OPEN,America/New_York,https://www.chick-fil-a.com/tampastadium,31.0,8.0,2017.0,2017-08-31,interior,True,Stand Alone,False,POINT (-82.50491 27.96438)
Airport Blvd (AL),"Mobile, AL-Pensacola (Ft. Walton Beach), FL",Mobile,US,4707 Airport Blvd,36608,AL,30.6755889,-88.1740756,Glenn Rosson,OPEN,America/Chicago,https://www.chick-fil-a.com/airportblvd-al,20.0,11.0,2014.0,2014-11-20,interior,True,Stand Alone,False,POINT (-88.1740756 30.6755889)
Bel Air Mall,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",Mobile,US,3215C Bel Air Mall,36606,AL,30.6736948,-88.1213594,Holly Johnson,OPEN,America/Chicago,https://www.chick-fil-a.com/belairmall,19.0,11.0,1983.0,1983-11-19,none,False,Food Court,True,POINT (-88.1213594 30.6736948)
Dauphin Street,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",Mobile,US,3244 Dauphin St,36606,AL,30.6898036,-88.1209744,Darin Wynn,OPEN,America/Chicago,https://www.chick-fil-a.com/dauphinstreet,4.0,1.0,2002.0,2002-01-04,interior,True,Stand Alone,False,POINT (-88.1209744 30.6898036)
RSA Battlehouse,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",Mobile,US,12 N Royal St,36602,AL,30.6927118,-88.0409451,Daniel Nance,OPEN,America/Chicago,https://www.chick-fil-a.com/rsabattlehouse,22.0,9.0,2014.0,2014-09-22,none,True,Food Court,False,POINT (-88.0409451 30.6927118)
Daphne,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",Daphne,US,1682 US Highway 98,36526,AL,30.6018,-87.89745,Daniel Nance,OPEN,America/Chicago,https://www.chick-fil-a.com/daphne,25.0,5.0,2000.0,2000-05-25,interior,True,Stand Alone,False,POINT (-87.89745 30.6018)
Spanish Fort,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",Spanish Fort,US,30500 SR 181 Suite B,36527,AL,30.6709622,-87.8516548,Johnathan Sadlock,OPEN,America/Chicago,https://www.chick-fil-a.com/spanishfort,25.0,5.0,2006.0,2006-05-25,interior,True,Stand Alone,False,POINT (-87.8516548 30.6709622)
Archer Road,"Gainesville, FL",Gainesville,US,3938 SW Archer Rd,32608,FL,29.62121167,-82.383365,Ray Holloway,OPEN,America/New_York,https://www.chick-fil-a.com/archerroad,28.0,11.0,2018.0,2018-11-28,interior,True,Stand Alone,False,POINT (-82.383365 29.62121167)
The Standard In-Line,"Gainesville, FL",Gainesville,US,1340 W University Ave,32603,FL,29.6522643,-82.33955490000001,Landon Bentley,OPEN,America/New_York,https://www.chick-fil-a.com/thestandard,30.0,11.0,2017.0,2017-11-30,none,False,In-Line,False,POINT (-82.33955490000001 29.6522643)
Oaks Mall,"Gainesville, FL",Gainesville,US,6419 W Newberry Rd Ste G8,32605,FL,29.6571704,-82.4104684,Will Allen,OPEN,America/New_York,https://www.chick-fil-a.com/oaksmall,22.0,2.0,1978.0,1978-02-22,none,False,Food Court,True,POINT (-82.4104684 29.6571704)
Lake City,"Jacksonville, FL",Lake City,US,3200 W US Highway 90,32055,FL,30.179819,-82.68457633,Michael Sexton,OPEN,America/New_York,https://www.chick-fil-a.com/lakecity,13.0,6.0,2013.0,2013-06-13,none,True,Stand Alone,False,POINT (-82.68457633 30.179819)
Washington (PA),"Pittsburgh, PA",Washington,US,375 Washington Rd,15301,PA,40.18890033,-80.21816317,Jay Yanak,OPEN,America/New_York,https://www.chick-fil-a.com/washington-pa,26.0,3.0,2015.0,2015-03-26,interior,True,Stand Alone,False,POINT (-80.21816317 40.18890033)
South Hills,"Pittsburgh, PA",Pittsburgh,US,1620 Washington Rd,15241,PA,40.351999,-80.051558,Mark Thornsberry,OPEN,America/New_York,https://www.chick-fil-a.com/southhills,27.0,10.0,2005.0,2005-10-27,interior,True,Stand Alone,False,POINT (-80.051558 40.351999)
Highlands,"Wheeling, WV-Steubenville, OH",Triadelphia,US,110 Cabela Dr,26059,WV,40.062059,-80.59805399999999,Coleman Adams,OPEN,America/New_York,https://www.chick-fil-a.com/highlands,27.0,2.0,2020.0,2020-02-27,interior,True,Stand Alone,False,POINT (-80.59805399999999 40.062059)
Robinson at North Fayette,"Pittsburgh, PA",Pittsburgh,US,120 Andrew Dr,15275,PA,40.45122,-80.17534,Aimee Hernandez,OPEN,America/New_York,https://www.chick-fil-a.com/robinson,5.0,7.0,2018.0,2018-07-05,interior,True,Stand Alone,False,POINT (-80.17534 40.45122)
The Mall at Robinson,"Pittsburgh, PA",Pittsburgh,US,100 Robinson Center Dr # FC-5,15205,PA,40.4535141,-80.1577178,Jacob Ramos,OPEN,America/New_York,https://www.chick-fil-a.com/themallatrobinson,26.0,10.0,2001.0,2001-10-26,none,False,Food Court,True,POINT (-80.1577178 40.4535141)
South Coulter Street,"Amarillo, TX",Amarillo,US,4510 S Coulter St,79119,TX,35.16068,-101.92067,Jeremiah Lane,OPEN,America/Chicago,https://www.chick-fil-a.com/southcoulterstreet,5.0,11.0,1998.0,1998-11-05,none,True,Stand Alone,False,POINT (-101.92067 35.16068)
Westgate Mall (TX),"Amarillo, TX",Amarillo,US,7701 W Interstate 40 Ste 132,79121,TX,35.184757,-101.9296125,Joshua Raef,OPEN,America/Chicago,https://www.chick-fil-a.com/westgatemall-tx,1.0,10.0,1982.0,1982-10-01,none,False,Food Court,True,POINT (-101.9296125 35.184757)
Amarillo at Gem Lake Road,"Amarillo, TX",Amarillo,US,5544 W Amarillo Blvd,79106,TX,35.21569,-101.90164,Lisa LaMarca,OPEN,America/Chicago,https://www.chick-fil-a.com/amarilloatgemlakeroad,30.0,6.0,2016.0,2016-06-30,interior,True,Stand Alone,False,POINT (-101.90164 35.21569)
Georgia Street,"Amarillo, TX",Amarillo,US,2525 S Georgia St,79109,TX,35.18628,-101.86575,Joshua Raef,OPEN,America/Chicago,https://www.chick-fil-a.com/georgiastreet,11.0,8.0,2011.0,2011-08-11,interior,True,Stand Alone,False,POINT (-101.86575 35.18628)
4th & Frankford,"Lubbock, TX",Lubbock,US,5705 4th St,79416,TX,33.59187,-101.93604,Tim Odom,OPEN,America/Chicago,https://www.chick-fil-a.com/4thandfrankford,17.0,8.0,2017.0,2017-08-17,interior,True,Stand Alone,False,POINT (-101.93604 33.59187)
82nd & Milwaukee,"Lubbock, TX",Lubbock,US,6416 82nd St,79424,TX,33.52034,-101.95559,Brandon Mulkey,OPEN,America/Chicago,https://www.chick-fil-a.com/82ndandmilwaukee,23.0,6.0,2011.0,2011-06-23,interior,True,Stand Alone,False,POINT (-101.95559 33.52034)
Lincolnton [NC],"Charlotte, NC",Lincolnton,US,1904 E Main St,28092,NC,35.477732,-81.22627299999999,Brittany Joyner,OPEN,America/New_York,https://www.chick-fil-a.com/lincolntonnc,16.0,8.0,2018.0,2018-08-16,interior,True,Stand Alone,False,POINT (-81.22627299999999 35.477732)
Statesville,"Charlotte, NC",Statesville,US,228 Turnersburg Hwy,28625,NC,35.814705,-80.876186,David Watson,OPEN,America/New_York,https://www.chick-fil-a.com/statesville,13.0,12.0,2001.0,2001-12-13,interior,True,Stand Alone,False,POINT (-80.876186 35.814705)
Carolinas Medical Center,"Charlotte, NC",Charlotte,US,1001 Blythe Blvd,28203,NC,35.20499,-80.83818,Peter Cestrone,TEMPORARY_CLOSE,America/New_York,https://www.chick-fil-a.com/carolinasmedicalcenterosl,2.0,12.0,1996.0,1996-11-22,none,False,Food Court,False,POINT (-80.83818 35.20499)
South End,"Charlotte, NC",Charlotte,US,3015 South Blvd,28209,NC,35.1981314,-80.8680529,John Tsumas,OPEN,America/New_York,https://www.chick-fil-a.com/southend,10.0,5.0,2007.0,2007-05-10,interior,True,Stand Alone,False,POINT (-80.8680529 35.1981314)
Belden Village Mall,"Cleveland-Akron (Canton), OH",Canton,US,4228 Belden Village Mall,44718,OH,40.8567413,-81.4272138,Doug Pugh,OPEN,America/New_York,https://www.chick-fil-a.com/westfieldbeldenvillage,3.0,11.0,1987.0,1987-11-03,none,False,Food Court,True,POINT (-81.4272138 40.8567413)
Janesville (WI),"Madison, WI",Janesville,US,2627 Humes Rd,53545,WI,42.718924,-88.9895793,David Bramlett,OPEN,America/Chicago,https://www.chick-fil-a.com/janesvillewi,3.0,11.0,2021.0,2021-11-03,none,True,Stand Alone,False,POINT (-88.9895793 42.718924)
Machesney Park (IL),"Rockford, IL",Machesney Park,US,1505 West Lane Road,61115,IL,42.3649432,-89.0285257,Erika Wild,OPEN,America/Chicago,https://www.chick-fil-a.com/machesneyparkil,2.0,12.0,2021.0,2021-12-02,none,True,Stand Alone,,POINT (-89.0285257 42.3649432)
Rockford,"Rockford, IL",Rockford,US,280 N Perryville Rd,61107,IL,42.2709395,-88.97895117,Philip Everett,OPEN,America/Chicago,https://www.chick-fil-a.com/rockford,23.0,1.0,2014.0,2014-01-23,interior,True,Stand Alone,False,POINT (-88.97895117 42.2709395)
Glenwood Place,"Atlanta, GA",Atlanta,US,401 Bill Kennedy Way SE,30316,GA,33.74245183,-84.35886217,Jamerian Myles,OPEN,America/New_York,https://www.chick-fil-a.com/glenwoodplace,9.0,6.0,2016.0,2016-06-09,interior,True,Stand Alone,False,POINT (-84.35886217 33.74245183)
North Druid Hills,"Atlanta, GA",Atlanta,US,2340 N Druid Hills Rd NE,30329,GA,33.827697,-84.328608,Greg Mapoles,OPEN,America/New_York,https://www.chick-fil-a.com/northdruidhills,16.0,4.0,1986.0,1986-04-16,interior,True,Stand Alone,False,POINT (-84.328608 33.827697)
River Ridge Mall,"Roanoke-Lynchburg, VA",Lynchburg,US,3405 Candlers Mountain Rd Ste FC6,24502,VA,37.3647464,-79.1797938,Lee Hall,OPEN,America/New_York,https://www.chick-fil-a.com/riverridgemall,24.0,9.0,1980.0,1980-09-24,none,False,Food Court,True,POINT (-79.1797938 37.3647464)
Wards Road,"Roanoke-Lynchburg, VA",Lynchburg,US,4003 Wards Rd,24502,VA,37.3486366,-79.1854705,Lee Hall,OPEN,America/New_York,https://www.chick-fil-a.com/wardsroad,11.0,11.0,2004.0,2004-11-11,interior,True,Stand Alone,False,POINT (-79.1854705 37.3486366)
