"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2002"	"2002"	"Cardiac complications of anaesthesia during pregnancy"	"O29.1"	4	287625193	Unreliable
	"2002"	"2002"	"Central nervous system complications of anaesthesia during pregnancy"	"O29.2"	1	287625193	Unreliable
	"2002"	"2002"	"Maternal care for breech presentation"	"O32.1"	1	287625193	Unreliable
	"2002"	"2002"	"Maternal care for signs of fetal hypoxia"	"O36.3"	1	287625193	Unreliable
	"2002"	"2002"	"Maternal care for intrauterine death"	"O36.4"	5	287625193	Unreliable
	"2002"	"2002"	"Placenta praevia with haemorrhage"	"O44.1"	1	287625193	Unreliable
	"2002"	"2002"	"Premature separation of placenta, unspecified"	"O45.9"	6	287625193	Unreliable
	"2002"	"2002"	"Antepartum haemorrhage with coagulation defect"	"O46.0"	1	287625193	Unreliable
	"2002"	"2002"	"Antepartum haemorrhage, unspecified"	"O46.9"	6	287625193	Unreliable
	"2002"	"2002"	"Other uterine inertia"	"O62.2"	1	287625193	Unreliable
	"2002"	"2002"	"Intrapartum haemorrhage, unspecified"	"O67.9"	1	287625193	Unreliable
	"2002"	"2002"	"Labour and delivery complicated by vascular lesion of cord"	"O69.5"	1	287625193	Unreliable
	"2002"	"2002"	"Perineal laceration during delivery, unspecified"	"O70.9"	1	287625193	Unreliable
	"2002"	"2002"	"Rupture of uterus before onset of labour"	"O71.0"	2	287625193	Unreliable
	"2002"	"2002"	"Rupture of uterus during labour"	"O71.1"	4	287625193	Unreliable
	"2002"	"2002"	"Third-stage haemorrhage"	"O72.0"	4	287625193	Unreliable
	"2002"	"2002"	"Other immediate postpartum haemorrhage"	"O72.1"	4	287625193	Unreliable
	"2002"	"2002"	"Delayed and secondary postpartum haemorrhage"	"O72.2"	1	287625193	Unreliable
	"2002"	"2002"	"Postpartum coagulation defects"	"O72.3"	2	287625193	Unreliable
	"2002"	"2002"	"Cardiac complications of anaesthesia during labour and delivery"	"O74.2"	2	287625193	Unreliable
	"2002"	"2002"	"Central nervous system complications of anaesthesia during labour and delivery"	"O74.3"	1	287625193	Unreliable
	"2002"	"2002"	"Spinal and epidural anaesthesia-induced headache during labour and delivery"	"O74.5"	1	287625193	Unreliable
	"2002"	"2002"	"Complication of anaesthesia during labour and delivery, unspecified"	"O74.9"	1	287625193	Unreliable
	"2002"	"2002"	"Other complications of obstetric surgery and procedures"	"O75.4"	21	287625193	0.0
	"2002"	"2002"	"Other specified complications of labour and delivery"	"O75.8"	3	287625193	Unreliable
	"2002"	"2002"	"Complication of labour and delivery, unspecified"	"O75.9"	8	287625193	Unreliable
	"2002"	"2002"	"Puerperal sepsis"	"O85"	6	287625193	Unreliable
	"2002"	"2002"	"Infection of obstetric surgical wound"	"O86.0"	1	287625193	Unreliable
	"2002"	"2002"	"Amniotic fluid embolism"	"O88.1"	28	287625193	0.0
	"2002"	"2002"	"Obstetric blood-clot embolism"	"O88.2"	19	287625193	Unreliable
	"2002"	"2002"	"Cardiomyopathy in the puerperium"	"O90.3"	27	287625193	0.0
	"2002"	"2002"	"Other complications of the puerperium, not elsewhere classified"	"O90.8"	1	287625193	Unreliable
	"2002"	"2002"	"Obstetric death of unspecified cause"	"O95"	4	287625193	Unreliable
	"2002"	"2002"	"Other viral diseases complicating pregnancy, childbirth and the puerperium"	"O98.5"	1	287625193	Unreliable
	"2002"	"2002"	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	"O98.8"	3	287625193	Unreliable
	"2002"	"2002"	"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"	"O99.3"	2	287625193	Unreliable
	"2002"	"2002"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	22	287625193	0.0
	"2002"	"2002"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	1	287625193	Unreliable
	"2002"	"2002"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	1	287625193	Unreliable
	"2002"	"2002"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	16	287625193	Unreliable
"Total"	"2002"	"2002"			357	287625193	0.1
	"2003"	"2003"	"Abdominal pregnancy"	"O00.0"	1	290107933	Unreliable
	"2003"	"2003"	"Tubal pregnancy"	"O00.1"	7	290107933	Unreliable
	"2003"	"2003"	"Ectopic pregnancy, unspecified"	"O00.9"	15	290107933	Unreliable
	"2003"	"2003"	"Missed abortion"	"O02.1"	3	290107933	Unreliable
	"2003"	"2003"	"Spontaneous abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O03.5"	1	290107933	Unreliable
	"2003"	"2003"	"Spontaneous abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O03.6"	2	290107933	Unreliable
	"2003"	"2003"	"Spontaneous abortion, complete or unspecified, with other and unspecified complications"	"O03.8"	2	290107933	Unreliable
	"2003"	"2003"	"Spontaneous abortion, complete or unspecified, without complication"	"O03.9"	1	290107933	Unreliable
	"2003"	"2003"	"Medical abortion, incomplete, complicated by genital tract and pelvic infection"	"O04.0"	1	290107933	Unreliable
	"2003"	"2003"	"Medical abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O04.5"	2	290107933	Unreliable
	"2003"	"2003"	"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O06.5"	2	290107933	Unreliable
	"2003"	"2003"	"Unspecified abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O06.6"	1	290107933	Unreliable
	"2003"	"2003"	"Unspecified abortion, complete or unspecified, with other and unspecified complications"	"O06.8"	1	290107933	Unreliable
	"2003"	"2003"	"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection"	"O07.5"	1	290107933	Unreliable
	"2003"	"2003"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	6	290107933	Unreliable
	"2003"	"2003"	"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium"	"O10.3"	2	290107933	Unreliable
	"2003"	"2003"	"Pre-existing hypertensive disorder with superimposed proteinuria"	"O11"	1	290107933	Unreliable
	"2003"	"2003"	"Gestational oedema"	"O12.0"	1	290107933	Unreliable
	"2003"	"2003"	"Gestational [pregnancy-induced] hypertension without significant proteinuria"	"O13"	2	290107933	Unreliable
	"2003"	"2003"	"Severe pre-eclampsia"	"O14.1"	13	290107933	Unreliable
	"2003"	"2003"	"Pre-eclampsia, unspecified"	"O14.9"	17	290107933	Unreliable
	"2003"	"2003"	"Eclampsia in pregnancy"	"O15.0"	4	290107933	Unreliable
	"2003"	"2003"	"Eclampsia in the puerperium"	"O15.2"	2	290107933	Unreliable
	"2003"	"2003"	"Eclampsia, unspecified as to time period"	"O15.9"	18	290107933	Unreliable
	"2003"	"2003"	"Unspecified maternal hypertension"	"O16"	11	290107933	Unreliable
	"2003"	"2003"	"Deep phlebothrombosis in pregnancy"	"O22.3"	8	290107933	Unreliable
	"2003"	"2003"	"Cerebral venous thrombosis in pregnancy"	"O22.5"	1	290107933	Unreliable
	"2003"	"2003"	"Venous complication in pregnancy, unspecified"	"O22.9"	3	290107933	Unreliable
	"2003"	"2003"	"Unspecified infection of urinary tract in pregnancy"	"O23.4"	1	290107933	Unreliable
	"2003"	"2003"	"Infections of the genital tract in pregnancy"	"O23.5"	1	290107933	Unreliable
	"2003"	"2003"	"Pre-existing diabetes mellitus, unspecified"	"O24.3"	1	290107933	Unreliable
	"2003"	"2003"	"Diabetes mellitus arising in pregnancy"	"O24.4"	1	290107933	Unreliable
	"2003"	"2003"	"Diabetes mellitus in pregnancy, unspecified"	"O24.9"	5	290107933	Unreliable
	"2003"	"2003"	"Maternal hypotension syndrome"	"O26.5"	1	290107933	Unreliable
	"2003"	"2003"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	6	290107933	Unreliable
	"2003"	"2003"	"Other specified pregnancy-related conditions"	"O26.8"	37	290107933	0.0
	"2003"	"2003"	"Pregnancy-related condition, unspecified"	"O26.9"	1	290107933	Unreliable
	"2003"	"2003"	"Cardiac complications of anaesthesia during pregnancy"	"O29.1"	4	290107933	Unreliable
	"2003"	"2003"	"Central nervous system complications of anaesthesia during pregnancy"	"O29.2"	1	290107933	Unreliable
	"2003"	"2003"	"Triplet pregnancy"	"O30.1"	1	290107933	Unreliable
	"2003"	"2003"	"Maternal care for intrauterine death"	"O36.4"	6	290107933	Unreliable
	"2003"	"2003"	"Polyhydramnios"	"O40"	1	290107933	Unreliable
	"2003"	"2003"	"Infection of amniotic sac and membranes"	"O41.1"	1	290107933	Unreliable
	"2003"	"2003"	"Premature rupture of membranes, unspecified"	"O42.9"	1	290107933	Unreliable
	"2003"	"2003"	"Premature separation of placenta, unspecified"	"O45.9"	6	290107933	Unreliable
	"2003"	"2003"	"Antepartum haemorrhage with coagulation defect"	"O46.0"	4	290107933	Unreliable
	"2003"	"2003"	"Other antepartum haemorrhage"	"O46.8"	1	290107933	Unreliable
	"2003"	"2003"	"Antepartum haemorrhage, unspecified"	"O46.9"	7	290107933	Unreliable
	"2003"	"2003"	"Preterm delivery"	"O60"	1	290107933	Unreliable
	"2003"	"2003"	"Secondary uterine inertia"	"O62.1"	1	290107933	Unreliable
	"2003"	"2003"	"Other uterine inertia"	"O62.2"	4	290107933	Unreliable
	"2003"	"2003"	"Precipitate labour"	"O62.3"	1	290107933	Unreliable
	"2003"	"2003"	"Intrapartum haemorrhage with coagulation defect"	"O67.0"	2	290107933	Unreliable
	"2003"	"2003"	"Other intrapartum haemorrhage"	"O67.8"	1	290107933	Unreliable
	"2003"	"2003"	"Intrapartum haemorrhage, unspecified"	"O67.9"	3	290107933	Unreliable
	"2003"	"2003"	"Rupture of uterus before onset of labour"	"O71.0"	1	290107933	Unreliable
	"2003"	"2003"	"Rupture of uterus during labour"	"O71.1"	2	290107933	Unreliable
	"2003"	"2003"	"Other obstetric injury to pelvic organs"	"O71.5"	1	290107933	Unreliable
	"2003"	"2003"	"Obstetric damage to pelvic joints and ligaments"	"O71.6"	1	290107933	Unreliable
	"2003"	"2003"	"Third-stage haemorrhage"	"O72.0"	5	290107933	Unreliable
	"2003"	"2003"	"Other immediate postpartum haemorrhage"	"O72.1"	14	290107933	Unreliable
	"2003"	"2003"	"Delayed and secondary postpartum haemorrhage"	"O72.2"	1	290107933	Unreliable
	"2003"	"2003"	"Postpartum coagulation defects"	"O72.3"	3	290107933	Unreliable
	"2003"	"2003"	"Cardiac complications of anaesthesia during labour and delivery"	"O74.2"	3	290107933	Unreliable
	"2003"	"2003"	"Other complications of anaesthesia during labour and delivery"	"O74.8"	1	290107933	Unreliable
	"2003"	"2003"	"Shock during or following labour and delivery"	"O75.1"	2	290107933	Unreliable
	"2003"	"2003"	"Other infection during labour"	"O75.3"	1	290107933	Unreliable
	"2003"	"2003"	"Other complications of obstetric surgery and procedures"	"O75.4"	15	290107933	Unreliable
	"2003"	"2003"	"Vaginal delivery following previous caesarean section"	"O75.7"	1	290107933	Unreliable
	"2003"	"2003"	"Other specified complications of labour and delivery"	"O75.8"	3	290107933	Unreliable
	"2003"	"2003"	"Complication of labour and delivery, unspecified"	"O75.9"	7	290107933	Unreliable
	"2003"	"2003"	"Puerperal sepsis"	"O85"	6	290107933	Unreliable
	"2003"	"2003"	"Venous complication in the puerperium, unspecified"	"O87.9"	4	290107933	Unreliable
	"2003"	"2003"	"Amniotic fluid embolism"	"O88.1"	34	290107933	0.0
	"2003"	"2003"	"Obstetric blood-clot embolism"	"O88.2"	15	290107933	Unreliable
	"2003"	"2003"	"Cardiomyopathy in the puerperium"	"O90.3"	29	290107933	0.0
	"2003"	"2003"	"Obstetric death of unspecified cause"	"O95"	22	290107933	0.0
	"2003"	"2003"	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	"O98.8"	5	290107933	Unreliable
	"2003"	"2003"	"Anaemia complicating pregnancy, childbirth and the puerperium"	"O99.0"	1	290107933	Unreliable
	"2003"	"2003"	"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"	"O99.2"	1	290107933	Unreliable
	"2003"	"2003"	"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"	"O99.3"	2	290107933	Unreliable
	"2003"	"2003"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	33	290107933	0.0
	"2003"	"2003"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	9	290107933	Unreliable
	"2003"	"2003"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	5	290107933	Unreliable
	"2003"	"2003"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	39	290107933	0.0
"Total"	"2003"	"2003"			495	290107933	0.2
	"2004"	"2004"	"Tubal pregnancy"	"O00.1"	4	292805298	Unreliable
	"2004"	"2004"	"Ectopic pregnancy, unspecified"	"O00.9"	10	292805298	Unreliable
	"2004"	"2004"	"Hydatidiform mole, unspecified"	"O01.9"	2	292805298	Unreliable
	"2004"	"2004"	"Spontaneous abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O03.5"	1	292805298	Unreliable
	"2004"	"2004"	"Spontaneous abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O03.6"	1	292805298	Unreliable
	"2004"	"2004"	"Spontaneous abortion, complete or unspecified, with other and unspecified complications"	"O03.8"	1	292805298	Unreliable
	"2004"	"2004"	"Spontaneous abortion, complete or unspecified, without complication"	"O03.9"	2	292805298	Unreliable
	"2004"	"2004"	"Medical abortion, complete or unspecified, with other and unspecified complications"	"O04.8"	1	292805298	Unreliable
	"2004"	"2004"	"Medical abortion, complete or unspecified, without complication"	"O04.9"	1	292805298	Unreliable
	"2004"	"2004"	"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O06.5"	4	292805298	Unreliable
	"2004"	"2004"	"Unspecified abortion, complete or unspecified, with other and unspecified complications"	"O06.8"	1	292805298	Unreliable
	"2004"	"2004"	"Unspecified abortion, complete or unspecified, without complication"	"O06.9"	3	292805298	Unreliable
	"2004"	"2004"	"Other and unspecified failed attempted abortion, with other and unspecified complications"	"O07.8"	1	292805298	Unreliable
	"2004"	"2004"	"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"	"O10.0"	4	292805298	Unreliable
	"2004"	"2004"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	3	292805298	Unreliable
	"2004"	"2004"	"Gestational proteinuria"	"O12.1"	1	292805298	Unreliable
	"2004"	"2004"	"Gestational [pregnancy-induced] hypertension without significant proteinuria"	"O13"	2	292805298	Unreliable
	"2004"	"2004"	"Severe pre-eclampsia"	"O14.1"	8	292805298	Unreliable
	"2004"	"2004"	"Pre-eclampsia, unspecified"	"O14.9"	12	292805298	Unreliable
	"2004"	"2004"	"Eclampsia in pregnancy"	"O15.0"	3	292805298	Unreliable
	"2004"	"2004"	"Eclampsia in the puerperium"	"O15.2"	1	292805298	Unreliable
	"2004"	"2004"	"Eclampsia, unspecified as to time period"	"O15.9"	21	292805298	0.0
	"2004"	"2004"	"Unspecified maternal hypertension"	"O16"	7	292805298	Unreliable
	"2004"	"2004"	"Deep phlebothrombosis in pregnancy"	"O22.3"	8	292805298	Unreliable
	"2004"	"2004"	"Other venous complications in pregnancy"	"O22.8"	1	292805298	Unreliable
	"2004"	"2004"	"Venous complication in pregnancy, unspecified"	"O22.9"	4	292805298	Unreliable
	"2004"	"2004"	"Diabetes mellitus arising in pregnancy"	"O24.4"	1	292805298	Unreliable
	"2004"	"2004"	"Diabetes mellitus in pregnancy, unspecified"	"O24.9"	8	292805298	Unreliable
	"2004"	"2004"	"Retained intrauterine contraceptive device in pregnancy"	"O26.3"	1	292805298	Unreliable
	"2004"	"2004"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	9	292805298	Unreliable
	"2004"	"2004"	"Other specified pregnancy-related conditions"	"O26.8"	62	292805298	0.0
	"2004"	"2004"	"Cardiac complications of anaesthesia during pregnancy"	"O29.1"	2	292805298	Unreliable
	"2004"	"2004"	"Twin pregnancy"	"O30.0"	1	292805298	Unreliable
	"2004"	"2004"	"Maternal care for disproportion, unspecified"	"O33.9"	1	292805298	Unreliable
	"2004"	"2004"	"Maternal care for intrauterine death"	"O36.4"	8	292805298	Unreliable
	"2004"	"2004"	"Infection of amniotic sac and membranes"	"O41.1"	1	292805298	Unreliable
	"2004"	"2004"	"Premature rupture of membranes, unspecified"	"O42.9"	1	292805298	Unreliable
	"2004"	"2004"	"Placenta praevia with haemorrhage"	"O44.1"	4	292805298	Unreliable
	"2004"	"2004"	"Premature separation of placenta, unspecified"	"O45.9"	12	292805298	Unreliable
	"2004"	"2004"	"Antepartum haemorrhage with coagulation defect"	"O46.0"	1	292805298	Unreliable
	"2004"	"2004"	"Other antepartum haemorrhage"	"O46.8"	1	292805298	Unreliable
	"2004"	"2004"	"Antepartum haemorrhage, unspecified"	"O46.9"	6	292805298	Unreliable
	"2004"	"2004"	"Other uterine inertia"	"O62.2"	2	292805298	Unreliable
	"2004"	"2004"	"Precipitate labour"	"O62.3"	1	292805298	Unreliable
	"2004"	"2004"	"Obstructed labour, unspecified"	"O66.9"	1	292805298	Unreliable
	"2004"	"2004"	"Intrapartum haemorrhage, unspecified"	"O67.9"	3	292805298	Unreliable
	"2004"	"2004"	"Labour and delivery complicated by fetal heart rate anomaly"	"O68.0"	1	292805298	Unreliable
	"2004"	"2004"	"Labour and delivery complicated by fetal stress, unspecified"	"O68.9"	1	292805298	Unreliable
	"2004"	"2004"	"Second degree perineal laceration during delivery"	"O70.1"	1	292805298	Unreliable
	"2004"	"2004"	"Rupture of uterus during labour"	"O71.1"	1	292805298	Unreliable
	"2004"	"2004"	"Third-stage haemorrhage"	"O72.0"	5	292805298	Unreliable
	"2004"	"2004"	"Other immediate postpartum haemorrhage"	"O72.1"	5	292805298	Unreliable
	"2004"	"2004"	"Delayed and secondary postpartum haemorrhage"	"O72.2"	1	292805298	Unreliable
	"2004"	"2004"	"Shock during or following labour and delivery"	"O75.1"	1	292805298	Unreliable
	"2004"	"2004"	"Other complications of obstetric surgery and procedures"	"O75.4"	13	292805298	Unreliable
	"2004"	"2004"	"Other specified complications of labour and delivery"	"O75.8"	1	292805298	Unreliable
	"2004"	"2004"	"Complication of labour and delivery, unspecified"	"O75.9"	10	292805298	Unreliable
	"2004"	"2004"	"Puerperal sepsis"	"O85"	6	292805298	Unreliable
	"2004"	"2004"	"Deep phlebothrombosis in the puerperium"	"O87.1"	1	292805298	Unreliable
	"2004"	"2004"	"Cerebral venous thrombosis in the puerperium"	"O87.3"	1	292805298	Unreliable
	"2004"	"2004"	"Obstetric air embolism"	"O88.0"	1	292805298	Unreliable
	"2004"	"2004"	"Amniotic fluid embolism"	"O88.1"	25	292805298	0.0
	"2004"	"2004"	"Obstetric blood-clot embolism"	"O88.2"	20	292805298	0.0
	"2004"	"2004"	"Obstetric pyaemic and septic embolism"	"O88.3"	1	292805298	Unreliable
	"2004"	"2004"	"Other obstetric embolism"	"O88.8"	1	292805298	Unreliable
	"2004"	"2004"	"Cardiomyopathy in the puerperium"	"O90.3"	41	292805298	0.0
	"2004"	"2004"	"Other complications of the puerperium, not elsewhere classified"	"O90.8"	4	292805298	Unreliable
	"2004"	"2004"	"Complication of the puerperium, unspecified"	"O90.9"	1	292805298	Unreliable
	"2004"	"2004"	"Obstetric death of unspecified cause"	"O95"	32	292805298	0.0
	"2004"	"2004"	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	"O98.8"	8	292805298	Unreliable
	"2004"	"2004"	"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"	"O99.2"	2	292805298	Unreliable
	"2004"	"2004"	"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"	"O99.3"	4	292805298	Unreliable
	"2004"	"2004"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	35	292805298	0.0
	"2004"	"2004"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	14	292805298	Unreliable
	"2004"	"2004"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	2	292805298	Unreliable
	"2004"	"2004"	"Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium"	"O99.7"	1	292805298	Unreliable
	"2004"	"2004"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	67	292805298	0.0
"Total"	"2004"	"2004"			540	292805298	0.2
	"2005"	"2005"	"Tubal pregnancy"	"O00.1"	4	295516599	Unreliable
	"2005"	"2005"	"Ectopic pregnancy, unspecified"	"O00.9"	14	295516599	Unreliable
	"2005"	"2005"	"Abnormal product of conception, unspecified"	"O02.9"	1	295516599	Unreliable
	"2005"	"2005"	"Spontaneous abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O03.6"	2	295516599	Unreliable
	"2005"	"2005"	"Spontaneous abortion, complete or unspecified, with other and unspecified complications"	"O03.8"	1	295516599	Unreliable
	"2005"	"2005"	"Spontaneous abortion, complete or unspecified, without complication"	"O03.9"	1	295516599	Unreliable
	"2005"	"2005"	"Medical abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O04.5"	1	295516599	Unreliable
	"2005"	"2005"	"Medical abortion, complete or unspecified, with other and unspecified complications"	"O04.8"	3	295516599	Unreliable
	"2005"	"2005"	"Other abortion, complete or unspecified, without complication"	"O05.9"	1	295516599	Unreliable
	"2005"	"2005"	"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O06.5"	1	295516599	Unreliable
	"2005"	"2005"	"Unspecified abortion, complete or unspecified, with other and unspecified complications"	"O06.8"	1	295516599	Unreliable
	"2005"	"2005"	"Failed medical abortion, without complication"	"O07.4"	1	295516599	Unreliable
	"2005"	"2005"	"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection"	"O07.5"	1	295516599	Unreliable
	"2005"	"2005"	"Other and unspecified failed attempted abortion, with other and unspecified complications"	"O07.8"	1	295516599	Unreliable
	"2005"	"2005"	"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"	"O10.0"	4	295516599	Unreliable
	"2005"	"2005"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	12	295516599	Unreliable
	"2005"	"2005"	"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium"	"O10.4"	1	295516599	Unreliable
	"2005"	"2005"	"Gestational [pregnancy-induced] hypertension without significant proteinuria"	"O13"	1	295516599	Unreliable
	"2005"	"2005"	"Severe pre-eclampsia"	"O14.1"	6	295516599	Unreliable
	"2005"	"2005"	"Pre-eclampsia, unspecified"	"O14.9"	19	295516599	Unreliable
	"2005"	"2005"	"Eclampsia in pregnancy"	"O15.0"	1	295516599	Unreliable
	"2005"	"2005"	"Eclampsia in the puerperium"	"O15.2"	1	295516599	Unreliable
	"2005"	"2005"	"Eclampsia, unspecified as to time period"	"O15.9"	14	295516599	Unreliable
	"2005"	"2005"	"Unspecified maternal hypertension"	"O16"	8	295516599	Unreliable
	"2005"	"2005"	"Mild hyperemesis gravidarum"	"O21.0"	1	295516599	Unreliable
	"2005"	"2005"	"Deep phlebothrombosis in pregnancy"	"O22.3"	4	295516599	Unreliable
	"2005"	"2005"	"Venous complication in pregnancy, unspecified"	"O22.9"	6	295516599	Unreliable
	"2005"	"2005"	"Infections of kidney in pregnancy"	"O23.0"	2	295516599	Unreliable
	"2005"	"2005"	"Infections of the genital tract in pregnancy"	"O23.5"	1	295516599	Unreliable
	"2005"	"2005"	"Pre-existing diabetes mellitus, insulin-dependent"	"O24.0"	1	295516599	Unreliable
	"2005"	"2005"	"Diabetes mellitus in pregnancy, unspecified"	"O24.9"	11	295516599	Unreliable
	"2005"	"2005"	"Malnutrition in pregnancy"	"O25"	3	295516599	Unreliable
	"2005"	"2005"	"Herpes gestationis"	"O26.4"	1	295516599	Unreliable
	"2005"	"2005"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	11	295516599	Unreliable
	"2005"	"2005"	"Other specified pregnancy-related conditions"	"O26.8"	78	295516599	0.0
	"2005"	"2005"	"Pregnancy-related condition, unspecified"	"O26.9"	2	295516599	Unreliable
	"2005"	"2005"	"Cardiac complications of anaesthesia during pregnancy"	"O29.1"	2	295516599	Unreliable
	"2005"	"2005"	"Twin pregnancy"	"O30.0"	2	295516599	Unreliable
	"2005"	"2005"	"Maternal care for intrauterine death"	"O36.4"	1	295516599	Unreliable
	"2005"	"2005"	"Infection of amniotic sac and membranes"	"O41.1"	2	295516599	Unreliable
	"2005"	"2005"	"Premature rupture of membranes, unspecified"	"O42.9"	1	295516599	Unreliable
	"2005"	"2005"	"Placenta praevia with haemorrhage"	"O44.1"	3	295516599	Unreliable
	"2005"	"2005"	"Premature separation of placenta, unspecified"	"O45.9"	6	295516599	Unreliable
	"2005"	"2005"	"Antepartum haemorrhage with coagulation defect"	"O46.0"	1	295516599	Unreliable
	"2005"	"2005"	"Other antepartum haemorrhage"	"O46.8"	2	295516599	Unreliable
	"2005"	"2005"	"Antepartum haemorrhage, unspecified"	"O46.9"	8	295516599	Unreliable
	"2005"	"2005"	"Intrapartum haemorrhage, unspecified"	"O67.9"	4	295516599	Unreliable
	"2005"	"2005"	"Labour and delivery complicated by prolapse of cord"	"O69.0"	1	295516599	Unreliable
	"2005"	"2005"	"Labour and delivery complicated by other cord complications"	"O69.8"	1	295516599	Unreliable
	"2005"	"2005"	"Rupture of uterus during labour"	"O71.1"	4	295516599	Unreliable
	"2005"	"2005"	"Third-stage haemorrhage"	"O72.0"	5	295516599	Unreliable
	"2005"	"2005"	"Other immediate postpartum haemorrhage"	"O72.1"	4	295516599	Unreliable
	"2005"	"2005"	"Postpartum coagulation defects"	"O72.3"	6	295516599	Unreliable
	"2005"	"2005"	"Other infection during labour"	"O75.3"	1	295516599	Unreliable
	"2005"	"2005"	"Other complications of obstetric surgery and procedures"	"O75.4"	14	295516599	Unreliable
	"2005"	"2005"	"Other specified complications of labour and delivery"	"O75.8"	2	295516599	Unreliable
	"2005"	"2005"	"Complication of labour and delivery, unspecified"	"O75.9"	9	295516599	Unreliable
	"2005"	"2005"	"Puerperal sepsis"	"O85"	9	295516599	Unreliable
	"2005"	"2005"	"Infection of obstetric surgical wound"	"O86.0"	1	295516599	Unreliable
	"2005"	"2005"	"Pyrexia of unknown origin following delivery"	"O86.4"	1	295516599	Unreliable
	"2005"	"2005"	"Other specified puerperal infections"	"O86.8"	1	295516599	Unreliable
	"2005"	"2005"	"Venous complication in the puerperium, unspecified"	"O87.9"	2	295516599	Unreliable
	"2005"	"2005"	"Obstetric air embolism"	"O88.0"	2	295516599	Unreliable
	"2005"	"2005"	"Amniotic fluid embolism"	"O88.1"	31	295516599	0.0
	"2005"	"2005"	"Obstetric blood-clot embolism"	"O88.2"	23	295516599	0.0
	"2005"	"2005"	"Cardiomyopathy in the puerperium"	"O90.3"	50	295516599	0.0
	"2005"	"2005"	"Other complications of the puerperium, not elsewhere classified"	"O90.8"	2	295516599	Unreliable
	"2005"	"2005"	"Obstetric death of unspecified cause"	"O95"	42	295516599	0.0
	"2005"	"2005"	"Other viral diseases complicating pregnancy, childbirth and the puerperium"	"O98.5"	3	295516599	Unreliable
	"2005"	"2005"	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	"O98.8"	4	295516599	Unreliable
	"2005"	"2005"	"Anaemia complicating pregnancy, childbirth and the puerperium"	"O99.0"	1	295516599	Unreliable
