,notice_date,effective_date,received_date,company,city,county,employees,layoff_closure,effective_year
1413,2020-04-09,2020-03-18,2020-04-21 00:00:00,Bright Horizons-Camp Amgen,Newbury Park,Ventura County,104.0,Layoff Temporary,2020.0
1414,2020-04-09,2020-03-19,2020-04-21 00:00:00,Corovan (dba Klinger Moving Company),San Jose,Santa Clara County,32.0,Layoff Permanent,2020.0
1415,2020-04-09,2020-03-19,2020-04-21 00:00:00,Klinger Moving Company,San Leandro,Alameda County,34.0,Layoff Permanent,2020.0
1416,2020-04-09,2020-03-20,2020-04-21 00:00:00,Bright Horizons Child Care Center-Comcast NBC Universal,Universal City,Los Angeles County,88.0,Layoff Temporary,2020.0
1417,2020-04-09,2020-03-20,2020-04-21 00:00:00,"Bright Horizons, 2nd Generation at Cabot",South San Francisco,San Mateo County,102.0,Layoff Temporary,2020.0
1418,2020-04-09,2020-03-25,2020-04-21 00:00:00,Corovan Corporation,San Leandro,Alameda County,24.0,Layoff Permanent,2020.0
1419,2020-04-09,2020-03-26,2020-04-21 00:00:00,Corovan Corporation,Fullerton,Orange County,6.0,Layoff Temporary,2020.0
1420,2020-04-09,2020-03-26,2020-04-21 00:00:00,Employer's Leasing Co.,Fullerton,Orange County,59.0,Layoff Permanent,2020.0
1421,2020-04-09,2020-04-01,2020-04-21 00:00:00,Veritiv Operating Company,Downey,Los Angeles County,50.0,Layoff Temporary,2020.0
1422,2020-04-09,2020-04-09,2020-04-21 00:00:00,Gerber Collision & Glass,Santa Clarita,Los Angeles County,2.0,Layoff Temporary,2020.0
1423,2020-04-09,2020-04-09,2020-04-21 00:00:00,IHOP,Anaheim,Orange County,83.0,Layoff Temporary,2020.0
1424,2020-04-09,2020-04-10,2020-04-21 00:00:00,VSP Global,Vista,San Diego County,93.0,Layoff Temporary,2020.0
1425,2020-03-16,2020-03-16,2020-04-20 00:00:00,Aramark - Folsom Lake College,Folsom,Sacramento County,16.0,Layoff Temporary,2020.0
1426,2020-03-26,2020-06-01,2020-04-20 00:00:00,Johns Manville,Willows,Glenn County,13.0,Layoff Temporary,2020.0
1427,2020-03-27,2020-03-29,2020-04-20 00:00:00,Paper Source,Beverly Hills,Los Angeles County,28.0,Layoff Temporary,2020.0
1428,2020-03-27,2020-03-29,2020-04-20 00:00:00,Paper Source,Burlingame,San Mateo County,25.0,Layoff Temporary,2020.0
1429,2020-03-27,2020-03-29,2020-04-20 00:00:00,Paper Source,La Jolla,San Diego County,29.0,Layoff Temporary,2020.0
1430,2020-03-27,2020-03-29,2020-04-20 00:00:00,Paper Source,Los Angeles,Los Angeles County,60.0,Layoff Temporary,2020.0
1431,2020-03-27,2020-03-29,2020-04-20 00:00:00,Paper Source,San Francisco,San Francisco County,42.0,Layoff Temporary,2020.0
1432,2020-03-27,2020-05-28,2020-04-20 00:00:00,Wesco Hardware Corp.,Valencia,Los Angeles County,5.0,Layoff Permanent,2020.0
1433,2020-03-30,2020-03-16,2020-04-20 00:00:00,Granville Cafe,Encino,Los Angeles County,13.0,Layoff Temporary,2020.0
1434,2020-03-30,2020-03-17,2020-04-20 00:00:00,Selland Family Restaurants (dba Selland Market Caf&eacute;),El Dorado Hills,El Dorado County,41.0,Layoff Temporary,2020.0
1435,2020-03-31,2020-03-19,2020-04-20 00:00:00,"Dillard Store Services Inc., dba Dillard's",Palmdale,Los Angeles County,100.0,Layoff Temporary,2020.0
1436,2020-03-31,2020-03-19,2020-04-20 00:00:00,"Dillard Store Services, Inc., dba Dillard's",Stockton,San Joaquin County,166.0,Layoff Temporary,2020.0
1437,2020-04-01,2020-04-03,2020-04-20 00:00:00,STANCE,San Clemente,Orange County,65.0,Layoff Unknown at this time,2020.0
1438,2020-04-01,2020-04-19,2020-04-20 00:00:00,"In-Shape Health Clubs, LLC",Stockton,San Joaquin County,250.0,Closure Temporary,2020.0
1439,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Anaheim,Orange County,13.0,Layoff Temporary,2020.0
1440,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Bakersfield,Kern County,31.0,Layoff Temporary,2020.0
1441,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Cerritos,Los Angeles County,34.0,Layoff Temporary,2020.0
1442,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Chico,Butte County,24.0,Layoff Temporary,2020.0
1443,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Concord,Contra Costa County,31.0,Layoff Temporary,2020.0
1444,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Dublin,Alameda County,90.0,Layoff Temporary,2020.0
1445,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",El Centro,Imperial County,4.0,Layoff Temporary,2020.0
1446,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Fresno,Fresno County,29.0,Layoff Temporary,2020.0
1447,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Hollywood,Los Angeles County,244.0,Layoff Temporary,2020.0
1448,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",La Mesa,San Diego County,103.0,Layoff Temporary,2020.0
1449,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Lawndale,Los Angeles County,36.0,Layoff Temporary,2020.0
1450,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Modesto,Stanislaus County,30.0,Layoff Temporary,2020.0
1451,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Orange,Orange County,114.0,Layoff Temporary,2020.0
1452,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Palmdale,Los Angeles County,121.0,Layoff Temporary,2020.0
1453,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Pasadena,Los Angeles County,46.0,Layoff Temporary,2020.0
1454,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Riverside,Riverside County,92.0,Layoff Temporary,2020.0
1455,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Roseville,Placer County,31.0,Layoff Temporary,2020.0
1456,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Sacramento,Sacramento County,42.0,Layoff Temporary,2020.0
1457,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",San Bernardino,San Bernardino County,69.0,Layoff Temporary,2020.0
1458,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",San Francisco,San Francisco County,38.0,Layoff Temporary,2020.0
1459,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",San Jose,Santa Clara County,54.0,Layoff Temporary,2020.0
1460,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Santa Clara,Santa Clara County,73.0,Layoff Temporary,2020.0
1461,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Visalia,Tulare County,26.0,Layoff Temporary,2020.0
1462,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Guitar Center, Inc",Westlake Village,Ventura County,74.0,Layoff Temporary,2020.0
1463,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Vince, LLC",Los Angeles,Los Angeles County,45.0,Layoff Temporary,2020.0
1464,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Vince, LLC",San Francisco,San Francisco County,4.0,Layoff Temporary,2020.0
1465,2020-04-02,2020-03-30,2020-04-20 00:00:00,"Vince, LLC",San Jose,Santa Clara County,6.0,Layoff Temporary,2020.0
1466,2020-04-02,2020-04-07,2020-04-20 00:00:00,HRLY Retail LLC,Camarillo,Ventura County,12.0,Layoff Temporary,2020.0
1467,2020-04-02,2020-04-07,2020-04-20 00:00:00,HRLY Retail LLC,Costa Mesa,Orange County,8.0,Layoff Temporary,2020.0
1468,2020-04-02,2020-04-07,2020-04-20 00:00:00,HRLY Retail LLC,Los Angeles,Los Angeles County,12.0,Layoff Temporary,2020.0
1469,2020-04-02,2020-04-07,2020-04-20 00:00:00,HRLY Retail LLC,San Ysidro,San Diego County,10.0,Layoff Temporary,2020.0
1470,2020-04-03,2020-03-18,2020-04-20 00:00:00,Hilton Los Angeles Airport- Fortuna Enterprises,Los Angeles,Los Angeles County,321.0,Layoff Temporary,2020.0
1471,2020-04-03,2020-03-27,2020-04-20 00:00:00,The Ebell of Los Angeles,Los Angeles,Los Angeles County,94.0,Layoff Temporary,2020.0
1472,2020-04-03,2020-03-30,2020-04-20 00:00:00,Diamond Resorts Centralized,Capistrano Beach,Orange County,25.0,Layoff Temporary,2020.0
1473,2020-04-03,2020-03-30,2020-04-20 00:00:00,Diamond Resorts Centralized Services Company,Palm Springs,Riverside County,39.0,Layoff Temporary,2020.0
1474,2020-04-03,2020-03-30,2020-04-20 00:00:00,Diamond Resorts Centralized Services Company,South Lake Tahoe,El Dorado County,87.0,Layoff Temporary,2020.0
1475,2020-04-03,2020-04-02,2020-04-20 00:00:00,"4Earth Farms, LLC.",Los Angeles,Los Angeles County,35.0,Layoff Temporary,2020.0
1476,2020-04-03,2020-04-03,2020-04-20 00:00:00,Allison Bavarian dba BMW of Mountain View,Mountain View,Santa Clara County,43.0,Layoff Temporary,2020.0
1477,2020-04-03,2020-04-03,2020-04-20 00:00:00,Callaway Golf Company,Carlsbad,San Diego County,75.0,Layoff Permanent,2020.0
1478,2020-04-03,2020-04-06,2020-04-20 00:00:00,Ormco,Brea,Orange County,61.0,Layoff Temporary,2020.0
1479,2020-04-03,2020-04-06,2020-04-20 00:00:00,Ormco,Glendora,Los Angeles County,273.0,Layoff Temporary,2020.0
1480,2020-04-03,2020-04-12,2020-04-20 00:00:00,"Nobel Biocare USA, LLC",Yorba Linda,Orange County,357.0,Layoff Temporary,2020.0
1481,2020-04-05,2020-03-17,2020-04-20 00:00:00,Beets Hospitality Group,Livermore,Alameda County,93.0,Layoff Temporary,2020.0
1482,2020-04-06,2020-03-12,2020-04-20 00:00:00,Hilton Garden Inn by Hilton Los Angeles Marina Del Rey,Marina Del Rey,Los Angeles County,16.0,Layoff Temporary,2020.0
1483,2020-04-06,2020-03-12,2020-04-20 00:00:00,Marriott Hyatt House Belmont,San Diego,San Diego County,1.0,Layoff Temporary,2020.0
1484,2020-04-06,2020-03-12,2020-04-20 00:00:00,Residence Inn by Marriott Ontario,Ontario,San Bernardino County,6.0,Layoff Temporary,2020.0
1485,2020-04-06,2020-03-12,2020-04-20 00:00:00,Residence Inn by Marriott San Diego Downtown Gaslamp,San Diego,San Diego County,29.0,Layoff Temporary,2020.0
1486,2020-04-06,2020-03-12,2020-04-20 00:00:00,Residence Inn by Marriott San Jose South,San Jose,Santa Clara County,4.0,Layoff Temporary,2020.0
1487,2020-04-06,2020-03-15,2020-04-20 00:00:00,Craft Worldwide Holding Crafted Hospitality dba Craft,Los Angeles,Los Angeles County,71.0,Layoff Temporary,2020.0
1488,2020-04-06,2020-03-16,2020-04-20 00:00:00,5th & Market Group LLC,San Diego,San Diego County,138.0,Layoff Temporary,2020.0
1489,2020-04-06,2020-03-17,2020-04-20 00:00:00,"Lazy Dog Restaurants, LLC",Cerritos,Los Angeles County,201.0,Layoff Temporary,2020.0
1490,2020-04-06,2020-03-17,2020-04-20 00:00:00,"Lazy Dog Restaurants, LLC",Concord,Contra Costa County,126.0,Layoff Temporary,2020.0
1491,2020-04-06,2020-03-17,2020-04-20 00:00:00,"Lazy Dog Restaurants, LLC",Corona,Riverside County,267.0,Layoff Temporary,2020.0
1492,2020-04-06,2020-03-17,2020-04-20 00:00:00,"Lazy Dog Restaurants, LLC",Cupertino,Santa Clara County,148.0,Layoff Temporary,2020.0
1493,2020-04-06,2020-03-17,2020-04-20 00:00:00,"Lazy Dog Restaurants, LLC",Dublin,Alameda County,251.0,Layoff Temporary,2020.0
1494,2020-04-06,2020-03-20,2020-04-20 00:00:00,Image Source,Costa Mesa,Orange County,2.0,Layoff Temporary,2020.0
1495,2020-04-06,2020-03-20,2020-04-20 00:00:00,Image Source,San Bernardino,San Bernardino County,61.0,Layoff Temporary,2020.0
1496,2020-04-06,2020-03-20,2020-04-20 00:00:00,Image Source,San Diego,San Diego County,1.0,Layoff Temporary,2020.0
1497,2020-04-06,2020-03-20,2020-04-20 00:00:00,Image Source,Woodland Hills,Los Angeles County,2.0,Layoff Temporary,2020.0
1498,2020-04-06,2020-04-01,2020-04-20 00:00:00,Picante Restaurant - Maiz Holding Company,Sacramento,Sacramento County,77.0,Layoff Temporary,2020.0
1499,2020-04-06,2020-04-03,2020-04-20 00:00:00,"EFE Ruby's Diner, LLC",Newport Beach,Orange County,30.0,Layoff Temporary,2020.0
1500,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz,West Covina,Los Angeles County,38.0,Layoff Temporary,2020.0
1501,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Arcadia,Los Angeles County,32.0,Layoff Temporary,2020.0
1502,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Arvin,Kern County,21.0,Layoff Temporary,2020.0
1503,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Bakersfield,Kern County,34.0,Layoff Permanent,2020.0
1504,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Concord,Contra Costa County,24.0,Layoff Temporary,2020.0
1505,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Costa Mesa,Orange County,34.0,Layoff Temporary,2020.0
1506,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Daly City,San Mateo County,29.0,Layoff Temporary,2020.0
1507,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Downey,Los Angeles County,38.0,Layoff Temporary,2020.0
1508,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Fairfield,Solano County,28.0,Layoff Temporary,2020.0
1509,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Hayward,Alameda County,25.0,Layoff Temporary,2020.0
1510,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Livermore,Alameda County,25.0,Layoff Temporary,2020.0
1511,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Montebello,Los Angeles County,36.0,Layoff Temporary,2020.0
1512,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Orange,Orange County,33.0,Layoff Temporary,2020.0
1513,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Oxnard,Ventura County,34.0,Layoff Temporary,2020.0
1514,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Pleasanton,Alameda County,25.0,Layoff Temporary,2020.0
1515,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Rancho Cucamonga,San Bernardino County,36.0,Layoff Temporary,2020.0
1516,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Redondo Beach,Los Angeles County,21.0,Layoff Temporary,2020.0
1517,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Riverside,Riverside County,32.0,Layoff Temporary,2020.0
1518,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Rowland Heights,Los Angeles County,18.0,Layoff Temporary,2020.0
1519,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,San Diego,San Diego County,120.0,Layoff Temporary,2020.0
1520,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,San Francisco,San Francisco County,125.0,Layoff Temporary,2020.0
1521,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,San Jose,Santa Clara County,94.0,Layoff Temporary,2020.0
1522,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Stockton,San Joaquin County,23.0,Layoff Temporary,2020.0
1523,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Temecula,Riverside County,29.0,Layoff Temporary,2020.0
1524,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Thousand Oaks,Ventura County,23.0,Layoff Temporary,2020.0
1525,2020-04-06,2020-04-05,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Valencia,Los Angeles County,30.0,Layoff Temporary,2020.0
1526,2020-04-06,2020-04-06,2020-04-20 00:00:00,Divergent Technologies Inc.,Torrance,Los Angeles County,57.0,Layoff Permanent,2020.0
1527,2020-04-06,2020-04-06,2020-04-20 00:00:00,FMH Aerospace Corp,Irvine,Orange County,98.0,Layoff Temporary,2020.0
1528,2020-04-06,2020-04-06,2020-04-20 00:00:00,H&M Hennes & Mauritz LP,Modesto,Stanislaus County,30.0,Layoff Temporary,2020.0
1529,2020-04-06,2020-04-06,2020-04-20 00:00:00,Hampton Inn & Suites Palmdale,Palmdale,Los Angeles County,13.0,Layoff Temporary,2020.0
1530,2020-04-06,2020-04-06,2020-04-20 00:00:00,Rowtown Inc. dba The Fish Hopper Restaurant,Monterey,Monterey County,117.0,Layoff Temporary,2020.0
1531,2020-04-06,2020-04-06,2020-04-20 00:00:00,"Stone Brewing Co., LLC",Escondido,San Diego County,306.0,Layoff Permanent,2020.0
1532,2020-04-06,2020-04-07,2020-04-20 00:00:00,Newfront Insurance Inc,San Francisco,San Francisco County,94.0,Layoff Temporary,2020.0
1533,2020-04-06,2020-04-17,2020-04-20 00:00:00,"Lazy Dog Restaurants, LLC",Brea,Orange County,456.0,Layoff Temporary,2020.0
1534,2020-04-07,2020-03-10,2020-04-20 00:00:00,Aramark,Redlands,San Bernardino County,100.0,Layoff Temporary,2020.0
1535,2020-04-07,2020-03-13,2020-04-20 00:00:00,Aramark,San Diego,San Diego County,167.0,Layoff Temporary,2020.0
1536,2020-04-07,2020-03-13,2020-04-20 00:00:00,"Toscana Country Club, Inc.",Indian Wells,Riverside County,201.0,Layoff Temporary,2020.0
1537,2020-04-07,2020-03-14,2020-04-20 00:00:00,Aramark,Fullerton,Orange County,133.0,Layoff Temporary,2020.0
1538,2020-04-07,2020-03-16,2020-04-20 00:00:00,Aramark,Anaheim,Orange County,120.0,Layoff Temporary,2020.0
1539,2020-04-07,2020-03-16,2020-04-20 00:00:00,Aramark,Bakersfield,Kern County,106.0,Layoff Temporary,2020.0
1540,2020-04-07,2020-03-16,2020-04-20 00:00:00,Aramark,Bakersfield,Kern County,109.0,Layoff Temporary,2020.0
1541,2020-04-07,2020-03-16,2020-04-20 00:00:00,Aramark,San Bruno,San Mateo County,68.0,Layoff Temporary,2020.0
1542,2020-04-07,2020-03-16,2020-04-20 00:00:00,"Granville Management Group, Inc.",Studio City,Los Angeles County,189.0,Layoff Temporary,2020.0
1543,2020-04-07,2020-03-16,2020-04-20 00:00:00,"Granville Management Group, Inc. DBA Granville Pasadena, LLC",Pasadena,Los Angeles County,100.0,Layoff Temporary,2020.0
1544,2020-04-07,2020-03-18,2020-04-20 00:00:00,Aramark,Irvine,Orange County,94.0,Layoff Temporary,2020.0
1545,2020-04-07,2020-03-18,2020-04-20 00:00:00,Aramark&rsquo;s,South Lake Tahoe,El Dorado County,71.0,Layoff Temporary,2020.0
1546,2020-04-07,2020-03-19,2020-04-20 00:00:00,Hunter Douglas Fabrication,West Sacramento,Yolo County,99.0,Layoff Temporary,2020.0
1547,2020-04-07,2020-03-20,2020-04-20 00:00:00,Sacramento Laundry,Sacramento,Sacramento County,240.0,Layoff Temporary,2020.0
1548,2020-04-07,2020-03-23,2020-04-20 00:00:00,Oh My Green,Burlingame,San Mateo County,401.0,Layoff Temporary,2020.0
1549,2020-04-07,2020-03-23,2020-04-20 00:00:00,"West Covina Motor Group, LLC dba West Covina Nissan",West Covina,Los Angeles County,63.0,Layoff Temporary,2020.0
1550,2020-04-07,2020-04-04,2020-04-20 00:00:00,"Andalusia Country Club, LLC.",La Quinta,Riverside County,38.0,Layoff Temporary,2020.0
1551,2020-04-07,2020-04-07,2020-04-20 00:00:00,"West CCRA, LLC DBA West Steakand Seafood",Carlsbad,San Diego County,55.0,Layoff Temporary,2020.0
1552,2020-04-07,2020-04-08,2020-04-20 00:00:00,Pacific Bay Masonry,San Jose,Santa Clara County,26.0,Layoff Temporary,2020.0
1553,2020-04-07,2020-04-09,2020-04-20 00:00:00,"ClubCorp Teal Bend Golf Club, Inc.",Sacramento,Sacramento County,51.0,Closure Permanent,2020.0
1554,2020-04-07,2020-04-16,2020-04-20 00:00:00,"Granville Management Group, Inc.  DBA Community Restaurants, Inc.",Burbank,Los Angeles County,150.0,Layoff Temporary,2020.0
1555,2020-04-08,2020-03-17,2020-04-20 00:00:00,Nobu Newport LLC,Newport Beach,Orange County,117.0,Closure Temporary,2020.0
1556,2020-04-08,2020-03-20,2020-04-20 00:00:00,Nobu Malibu,Malibu,Los Angeles County,221.0,Closure Temporary,2020.0
1557,2020-04-08,2020-03-20,2020-04-20 00:00:00,Nobu-Los Angeles,Los Angeles,Los Angeles County,88.0,Layoff Temporary,2020.0
1558,2020-04-08,2020-03-31,2020-04-20 00:00:00,WALKER CORPORATION,Ontario,San Bernardino County,76.0,Layoff Temporary,2020.0
1559,2020-04-08,2020-04-06,2020-04-20 00:00:00,"Judco Manufacturing, Inc",Harbor City,Los Angeles County,71.0,Layoff Temporary,2020.0
1560,2020-04-08,2020-04-08,2020-04-20 00:00:00,CarMax Oxnard,Oxnard,Ventura County,192.0,Layoff Temporary,2020.0
1561,2020-04-08,2020-04-08,2020-04-20 00:00:00,"Eventbrite, Inc. dba Eventbrite",San Francisco,San Francisco County,124.0,Layoff Permanent,2020.0
1562,2020-04-08,2020-04-13,2020-04-20 00:00:00,Medieval Times,Buena Park,Orange County,253.0,Layoff Temporary,2020.0
1563,2020-04-08,2020-06-08,2020-04-20 00:00:00,Adventist Health Sonora,Sonora,Tuolumne County,20.0,Layoff Permanent,2020.0
1564,2020-03-31,2020-03-27,2020-04-20 00:00:00,"AmTote International, Inc. - Hollywood Park",Inglewood,Los Angeles County,1.0,Layoff Temporary,2020.0
1565,2020-03-31,2020-03-27,2020-04-20 00:00:00,"AmTote International, Inc. - Lancaster ITW",Lancaster,Los Angeles County,1.0,Layoff Temporary,2020.0
1566,2020-03-31,2020-03-27,2020-04-20 00:00:00,"AmTote International, Inc. - Los Alamitos",Cypress,Orange County,7.0,Layoff Temporary,2020.0
1567,2020-03-31,2020-03-27,2020-04-20 00:00:00,"AmTote International, Inc. - Pomona Racetrack",Pomona,Los Angeles County,1.0,Layoff Temporary,2020.0
1568,2020-03-31,2020-03-27,2020-04-20 00:00:00,"AmTote International, Inc. - Viejas Casino & Turf Club",Alpine,San Diego County,1.0,Layoff Temporary,2020.0
1569,2020-04-02,2020-03-16,2020-04-20 00:00:00,The Park Central San Francisco,San Francisco,San Francisco County,230.0,Layoff Temporary,2020.0
1570,2020-04-03,2020-03-16,2020-04-20 00:00:00,Avis Budget Car Rental Services Inc.,San Diego,San Diego County,125.0,Layoff Temporary,2020.0
1571,2020-04-03,2020-03-17,2020-04-20 00:00:00,Avis Budget Car Rental Services Inc.,Sacramento,Sacramento County,113.0,Layoff Temporary,2020.0
1572,2020-04-07,2020-03-13,2020-04-20 00:00:00,Aramark,Pacific Grove,Monterey County,158.0,Layoff Temporary,2020.0
1573,2020-04-07,2020-03-13,2020-04-20 00:00:00,Aramark - Yosemite,Yosemite National Park,Mariposa County,1829.0,Layoff Temporary,2020.0
1574,2020-04-07,2020-03-16,2020-04-20 00:00:00,Aramark,Los Angeles,Los Angeles County,411.0,Layoff Temporary,2020.0
1575,2020-04-07,2020-03-16,2020-04-20 00:00:00,Aramark at USC Galen Center,Los Angeles,Los Angeles County,411.0,Layoff Temporary,2020.0
1576,2020-04-07,2020-04-16,2020-04-20 00:00:00,Aramark,Anaheim,Orange County,665.0,Layoff Temporary,2020.0
1577,2020-04-07,2020-04-16,2020-04-20 00:00:00,Aramark,Oakland,Alameda County,777.0,Layoff Temporary,2020.0
1578,2020-04-08,2020-03-24,2020-04-20 00:00:00,Therma,San Jose,Santa Clara County,447.0,Layoff Temporary,2020.0
1579,2020-03-17,2020-03-18,2020-04-20 00:00:00,"23 Bottles of Beer, LLC",Windsor,Sonoma County,90.0,Layoff Temporary,2020.0
1580,2020-03-20,2020-03-18,2020-04-20 00:00:00,"Campus Pointe Cinemas Operating Company, LLC",Fresno,Fresno County,65.0,Layoff Temporary,2020.0
1581,2020-03-20,2020-03-18,2020-04-20 00:00:00,"Maya Bakersfield Cinemas Operating Company, LLC",Bakersfield,Kern County,60.0,Layoff Temporary,2020.0
1582,2020-03-20,2020-03-18,2020-04-20 00:00:00,"Maya Delano Cinemas Operating Company, LLC",Delano,Kern County,46.0,Layoff Temporary,2020.0
1583,2020-03-20,2020-03-18,2020-04-20 00:00:00,"Maya Pittsburg Cinemas, LLC",Pittsburg,Contra Costa County,52.0,Layoff Temporary,2020.0
1584,2020-03-20,2020-03-18,2020-04-20 00:00:00,"Maya Salinas Operating Company, LLC",Salinas,Monterey County,49.0,Layoff Temporary,2020.0
1585,2020-03-20,2020-03-20,2020-04-20 00:00:00,"Ventura Colfax LLC, dba Firefly",Studio City,Los Angeles County,96.0,Layoff Temporary,2020.0
1586,2020-03-24,2020-03-24,2020-04-20 00:00:00,"Cerritos Dodge Inc., dba Cerritos Dodge Chrysler Jeep Ram",Cerritos,Los Angeles County,37.0,Layoff Temporary,2020.0
1587,2020-03-27,2020-03-30,2020-04-20 00:00:00,"PatientPop, Inc.",Santa Monica,Los Angeles County,122.0,Layoff Temporary,2020.0
1588,2020-04-01,2020-03-31,2020-04-20 00:00:00,Cafe Venue dba Cafe Venue Fifth Street,San Francisco,San Francisco County,12.0,Layoff Unknown at this time,2020.0
1589,2020-04-01,2020-03-31,2020-04-20 00:00:00,Cafe Venue dba Cafe Venue Fremont,San Francisco,San Francisco County,12.0,Layoff Unknown at this time,2020.0
1590,2020-04-01,2020-03-31,2020-04-20 00:00:00,Cafe Venue dba Cafe Venue Montgomery,San Francisco,San Francisco County,14.0,Layoff Unknown at this time,2020.0
1591,2020-04-01,2020-03-31,2020-04-20 00:00:00,Local Roots,San Francisco,San Francisco County,9.0,Layoff Unknown at this time,2020.0
1592,2020-04-01,2020-04-01,2020-04-20 00:00:00,Shamrock Foods Company,Sacramento,Sacramento County,77.0,Layoff Temporary,2020.0
1593,2020-04-01,2020-04-01,2020-04-20 00:00:00,Systems Pavers,San Marcos,San Diego County,8.0,Layoff Temporary,2020.0
1594,2020-04-01,2020-04-01,2020-04-20 00:00:00,Systems Pavers,Union City,Alameda County,38.0,Layoff Temporary,2020.0
1595,2020-04-01,2020-04-01,2020-04-20 00:00:00,"Systems Pavers, Inc.",Newbury Park,Ventura County,9.0,Layoff Temporary,2020.0
1596,2020-04-01,2020-04-01,2020-04-20 00:00:00,"Systems Pavers, Inc.",Sacramento,Sacramento County,12.0,Layoff Temporary,2020.0
1597,2020-04-01,2020-04-01,2020-04-20 00:00:00,"Systems Paving, Inc.",Santa Ana,Orange County,65.0,Layoff Temporary,2020.0
1598,2020-04-01,2020-04-04,2020-04-20 00:00:00,Saks Fifth Avenue,Costa Mesa,Orange County,120.0,Layoff Temporary,2020.0
