y1_statefips,y1_countyfips,y2_statefips,y2_countyfips,y2_state,y2_countyname,n1,n2,agi
20,113,97,000,KS,McPherson County Total Migration-US,570,1034,27024
20,113,97,001,KS,McPherson County Total Migration-Same State,349,606,14929
20,113,97,003,KS,McPherson County Total Migration-Different State,221,428,12095
20,113,98,000,KS,McPherson County Total Migration-Foreign,-1,-1,-1
20,113,20,113,KS,McPherson County Non-migrants,11158,24345,759233
20,113,20,173,KS,Sedgwick County,62,91,3189
20,113,20,169,KS,Saline County,58,109,2396
20,113,20,155,KS,Reno County,48,77,1861
20,113,20,079,KS,Harvey County,44,74,1605
20,113,58,000,SS,Other flows - Same State,137,255,5879
20,113,59,000,DS,Other flows - Different State,221,428,12095
20,113,59,001,DS,Other flows - Northeast,-1,-1,-1
20,113,59,003,DS,Other flows - Midwest,61,121,3821
20,113,59,005,DS,Other flows - South,101,196,5985
20,113,59,007,DS,Other flows - West,59,111,2289
20,113,57,009,FR,Foreign - Other flows,-1,-1,-1
20,115,96,000,KS,Marion County Total Migration-US and Foreign,209,365,7030
20,115,97,000,KS,Marion County Total Migration-US,209,365,7030
20,115,97,001,KS,Marion County Total Migration-Same State,162,281,4974
20,115,97,003,KS,Marion County Total Migration-Different State,47,84,2057
20,115,98,000,KS,Marion County Total Migration-Foreign,-1,-1,-1
20,115,20,115,KS,Marion County Non-migrants,4342,9727,237858
20,115,20,079,KS,Harvey County,37,69,1021
20,115,20,173,KS,Sedgwick County,34,65,1114
20,115,58,000,SS,Other flows - Same State,91,147,2838
20,115,59,000,DS,Other flows - Different State,47,84,2057
20,115,59,003,DS,Other flows - Midwest,-1,-1,-1
20,115,59,005,DS,Other flows - South,27,55,1053
20,115,59,007,DS,Other flows - West,20,29,1004
20,115,57,009,FR,Foreign - Other flows,-1,-1,-1
20,117,96,000,KS,Marshall County Total Migration-US and Foreign,140,254,5357
20,117,97,000,KS,Marshall County Total Migration-US,140,254,5357
20,117,97,001,KS,Marshall County Total Migration-Same State,104,194,3929
20,117,97,003,KS,Marshall County Total Migration-Different State,36,60,1428
20,117,98,000,KS,Marshall County Total Migration-Foreign,-1,-1,-1
20,117,20,117,KS,Marshall County Non-migrants,4211,9034,247735
20,117,20,161,KS,Riley County,23,40,885
20,117,58,000,SS,Other flows - Same State,81,154,3044
20,117,59,000,DS,Other flows - Different State,36,60,1428
20,117,59,003,DS,Other flows - Midwest,36,60,1428
20,117,59,005,DS,Other flows - South,-1,-1,-1
20,117,59,007,DS,Other flows - West,-1,-1,-1
20,117,57,009,FR,Foreign - Other flows,-1,-1,-1
20,119,96,000,KS,Meade County Total Migration-US and Foreign,70,144,2935
20,119,97,000,KS,Meade County Total Migration-US,70,144,2935
20,119,97,001,KS,Meade County Total Migration-Same State,70,144,2935
20,119,97,003,KS,Meade County Total Migration-Different State,43,81,1640
20,119,20,119,KS,Meade County Non-migrants,1513,3649,108399
20,119,58,000,SS,Other flows - Same State,70,144,2935
20,119,59,000,DS,Other flows - Different State,43,81,1640
20,119,59,001,DS,Other flows - Northeast,-1,-1,-1
20,119,59,003,DS,Other flows - Midwest,-1,-1,-1
20,119,59,005,DS,Other flows - South,-1,-1,-1
20,119,59,007,DS,Other flows - West,-1,-1,-1
20,121,96,000,KS,Miami County Total Migration-US and Foreign,629,1172,34027
20,121,97,000,KS,Miami County Total Migration-US,629,1172,34027
20,121,97,001,KS,Miami County Total Migration-Same State,418,772,23713
20,121,97,003,KS,Miami County Total Migration-Different State,211,400,10314
20,121,98,000,KS,Miami County Total Migration-Foreign,-1,-1,-1
20,121,20,121,KS,Miami County Non-migrants,11620,26713,853788
20,121,20,091,KS,Johnson County,243,436,14308
20,121,20,107,KS,Linn County,41,85,1391
20,121,20,059,KS,Franklin County,37,76,1473
20,121,29,095,MO,Jackson County,32,54,1238
20,121,29,037,MO,Cass County,21,47,1120
20,121,58,000,SS,Other flows - Same State,96,170,4604
20,121,59,000,DS,Other flows - Different State,158,299,7957
20,121,59,001,DS,Other flows - Northeast,-1,-1,-1
20,121,59,003,DS,Other flows - Midwest,65,122,2888
20,121,59,005,DS,Other flows - South,59,112,4833
20,121,59,007,DS,Other flows - West,34,65,236
20,121,57,009,FR,Foreign - Other flows,-1,-1,-1
20,123,96,000,KS,Mitchell County Total Migration-US and Foreign,86,147,2926
20,123,97,000,KS,Mitchell County Total Migration-US,86,147,2926
20,123,97,001,KS,Mitchell County Total Migration-Same State,86,147,2926
20,123,97,003,KS,Mitchell County Total Migration-Different State,30,56,1568
20,123,98,000,KS,Mitchell County Total Migration-Foreign,-1,-1,-1
20,123,20,123,KS,Mitchell County Non-migrants,2462,5358,145334
20,123,58,000,SS,Other flows - Same State,86,147,2926
20,123,59,000,DS,Other flows - Different State,30,56,1568
20,123,59,001,DS,Other flows - Northeast,-1,-1,-1
20,123,59,003,DS,Other flows - Midwest,-1,-1,-1
20,123,59,005,DS,Other flows - South,-1,-1,-1
20,123,59,007,DS,Other flows - West,-1,-1,-1
20,123,57,009,FR,Foreign - Other flows,-1,-1,-1
20,125,96,000,KS,Montgomery County Total Migration-US and Foreign,683,1322,25933
20,125,97,000,KS,Montgomery County Total Migration-US,683,1322,25933
20,125,97,001,KS,Montgomery County Total Migration-Same State,230,402,6498
20,125,97,003,KS,Montgomery County Total Migration-Different State,453,920,19435
20,125,98,000,KS,Montgomery County Total Migration-Foreign,-1,-1,-1
20,125,20,125,KS,Montgomery County Non-migrants,11374,25108,563922
20,125,20,099,KS,Labette County,41,76,998
20,125,40,105,OK,Nowata County,41,82,1102
20,125,40,143,OK,Tulsa County,41,89,2070
20,125,40,147,OK,Washington County,38,64,1413
20,125,20,205,KS,Wilson County,26,47,609
20,125,20,173,KS,Sedgwick County,25,40,478
20,125,20,037,KS,Crawford County,22,32,384
20,125,58,000,SS,Other flows - Same State,116,207,4030
20,125,59,000,DS,Other flows - Different State,333,685,14850
20,125,59,001,DS,Other flows - Northeast,-1,-1,-1
20,125,59,003,DS,Other flows - Midwest,87,165,3684
20,125,59,005,DS,Other flows - South,167,362,8354
20,125,59,007,DS,Other flows - West,79,158,2812
20,125,57,009,FR,Foreign - Other flows,-1,-1,-1
20,127,96,000,KS,Morris County Total Migration-US and Foreign,88,174,3122
20,127,97,000,KS,Morris County Total Migration-US,88,174,3122
20,127,97,001,KS,Morris County Total Migration-Same State,67,126,2282
20,127,97,003,KS,Morris County Total Migration-Different State,21,48,840
20,127,98,000,KS,Morris County Total Migration-Foreign,-1,-1,-1
20,127,20,127,KS,Morris County Non-migrants,2137,4596,114250
20,127,58,000,SS,Other flows - Same State,67,126,2282
20,127,59,000,DS,Other flows - Different State,21,48,840
20,127,59,003,DS,Other flows - Midwest,-1,-1,-1
20,127,59,005,DS,Other flows - South,21,48,840
20,127,59,007,DS,Other flows - West,-1,-1,-1
20,127,57,009,FR,Foreign - Other flows,-1,-1,-1
20,129,96,000,KS,Morton County Total Migration-US and Foreign,71,155,3300
20,129,97,000,KS,Morton County Total Migration-US,71,155,3300
20,129,97,001,KS,Morton County Total Migration-Same State,35,71,1473
20,129,97,003,KS,Morton County Total Migration-Different State,36,84,1827
20,129,20,129,KS,Morton County Non-migrants,1093,2629,68027
20,129,58,000,SS,Other flows - Same State,35,71,1473
20,129,59,000,DS,Other flows - Different State,36,84,1827
20,129,59,001,DS,Other flows - Northeast,-1,-1,-1
20,129,59,003,DS,Other flows - Midwest,-1,-1,-1
20,129,59,005,DS,Other flows - South,36,84,1827
20,129,59,007,DS,Other flows - West,-1,-1,-1
20,131,96,000,KS,Nemaha County Total Migration-US and Foreign,126,213,4227
20,131,97,000,KS,Nemaha County Total Migration-US,126,213,4227
20,131,97,001,KS,Nemaha County Total Migration-Same State,95,157,3049
20,131,97,003,KS,Nemaha County Total Migration-Different State,31,56,1178
20,131,98,000,KS,Nemaha County Total Migration-Foreign,-1,-1,-1
20,131,20,131,KS,Nemaha County Non-migrants,3971,9244,293248
20,131,58,000,SS,Other flows - Same State,95,157,3049
20,131,59,000,DS,Other flows - Different State,31,56,1178
20,131,59,001,DS,Other flows - Northeast,-1,-1,-1
20,131,59,003,DS,Other flows - Midwest,31,56,1178
20,131,59,005,DS,Other flows - South,-1,-1,-1
20,131,59,007,DS,Other flows - West,-1,-1,-1
20,131,57,009,FR,Foreign - Other flows,-1,-1,-1
20,133,96,000,KS,Neosho County Total Migration-US and Foreign,246,443,8579
20,133,97,000,KS,Neosho County Total Migration-US,246,443,8579
20,133,97,001,KS,Neosho County Total Migration-Same State,181,314,5161
20,133,97,003,KS,Neosho County Total Migration-Different State,65,129,3418
20,133,98,000,KS,Neosho County Total Migration-Foreign,-1,-1,-1
20,133,20,133,KS,Neosho County Non-migrants,5678,12686,289110
20,133,20,099,KS,Labette County,28,42,695
20,133,20,001,KS,Allen County,27,48,808
20,133,58,000,SS,Other flows - Same State,126,224,3658
20,133,59,000,DS,Other flows - Different State,65,129,3418
20,133,59,001,DS,Other flows - Northeast,-1,-1,-1
20,133,59,003,DS,Other flows - Midwest,32,71,1974
20,133,59,005,DS,Other flows - South,33,58,1444
20,133,59,007,DS,Other flows - West,-1,-1,-1
20,133,57,009,FR,Foreign - Other flows,-1,-1,-1
20,135,96,000,KS,Ness County Total Migration-US and Foreign,38,86,1033
20,135,97,000,KS,Ness County Total Migration-US,38,86,1033
20,135,97,001,KS,Ness County Total Migration-Same State,38,86,1033
20,135,97,003,KS,Ness County Total Migration-Different State,-1,-1,-1
20,135,98,000,KS,Ness County Total Migration-Foreign,-1,-1,-1
20,135,20,135,KS,Ness County Non-migrants,1208,2559,86343
20,135,58,000,SS,Other flows - Same State,38,86,1033
20,135,59,000,DS,Other flows - Different State,-1,-1,-1
20,135,59,003,DS,Other flows - Midwest,-1,-1,-1
20,135,59,005,DS,Other flows - South,-1,-1,-1
20,135,59,007,DS,Other flows - West,-1,-1,-1
20,135,57,009,FR,Foreign - Other flows,-1,-1,-1
20,137,96,000,KS,Norton County Total Migration-US and Foreign,57,98,2014
20,137,97,000,KS,Norton County Total Migration-US,57,98,2014
20,137,97,001,KS,Norton County Total Migration-Same State,57,98,2014
20,137,97,003,KS,Norton County Total Migration-Different State,29,52,1538
20,137,98,000,KS,Norton County Total Migration-Foreign,-1,-1,-1
20,137,20,137,KS,Norton County Non-migrants,1930,4019,101565
20,137,58,000,SS,Other flows - Same State,57,98,2014
20,137,59,000,DS,Other flows - Different State,29,52,1538
20,137,59,001,DS,Other flows - Northeast,-1,-1,-1
20,137,59,003,DS,Other flows - Midwest,-1,-1,-1
20,137,59,005,DS,Other flows - South,-1,-1,-1
20,137,59,007,DS,Other flows - West,-1,-1,-1
20,137,57,009,FR,Foreign - Other flows,-1,-1,-1
20,139,96,000,KS,Osage County Total Migration-US and Foreign,291,502,10644
20,139,97,000,KS,Osage County Total Migration-US,291,502,10644
20,139,97,001,KS,Osage County Total Migration-Same State,246,425,9450
20,139,97,003,KS,Osage County Total Migration-Different State,45,77,1195
20,139,20,139,KS,Osage County Non-migrants,5850,12859,307757
20,139,20,177,KS,Shawnee County,123,212,4635
20,139,20,059,KS,Franklin County,25,38,495
20,139,20,045,KS,Douglas County,23,44,1169
20,139,58,000,SS,Other flows - Same State,75,131,3151
20,139,59,000,DS,Other flows - Different State,45,77,1195
20,139,59,003,DS,Other flows - Midwest,22,40,359
20,139,59,005,DS,Other flows - South,-1,-1,-1
20,139,59,007,DS,Other flows - West,23,37,835
20,141,96,000,KS,Osborne County Total Migration-US and Foreign,51,86,1640
20,141,97,000,KS,Osborne County Total Migration-US,51,86,1640
20,141,97,001,KS,Osborne County Total Migration-Same State,51,86,1640
20,141,97,003,KS,Osborne County Total Migration-Different State,-1,-1,-1
20,141,20,141,KS,Osborne County Non-migrants,1526,3125,78939
20,141,58,000,SS,Other flows - Same State,51,86,1640
20,141,59,000,DS,Other flows - Different State,-1,-1,-1
20,141,59,001,DS,Other flows - Northeast,-1,-1,-1
20,141,59,003,DS,Other flows - Midwest,-1,-1,-1
20,141,59,005,DS,Other flows - South,-1,-1,-1
20,141,59,007,DS,Other flows - West,-1,-1,-1
20,143,96,000,KS,Ottawa County Total Migration-US and Foreign,97,166,3728
20,143,97,000,KS,Ottawa County Total Migration-US,97,166,3728
20,143,97,001,KS,Ottawa County Total Migration-Same State,97,166,3728
20,143,97,003,KS,Ottawa County Total Migration-Different State,31,54,1012
20,143,20,143,KS,Ottawa County Non-migrants,2256,5036,124378
20,143,20,169,KS,Saline County,39,70,1822
20,143,58,000,SS,Other flows - Same State,58,96,1907
20,143,59,000,DS,Other flows - Different State,31,54,1012
20,143,59,001,DS,Other flows - Northeast,-1,-1,-1
20,143,59,003,DS,Other flows - Midwest,-1,-1,-1
20,143,59,005,DS,Other flows - South,-1,-1,-1
20,143,59,007,DS,Other flows - West,-1,-1,-1
20,145,96,000,KS,Pawnee County Total Migration-US and Foreign,106,204,4203
20,145,97,000,KS,Pawnee County Total Migration-US,106,204,4203
20,145,97,001,KS,Pawnee County Total Migration-Same State,106,204,4203
20,145,97,003,KS,Pawnee County Total Migration-Different State,38,50,1113
20,145,20,145,KS,Pawnee County Non-migrants,2334,4792,127693
20,145,20,009,KS,Barton County,25,45,843
20,145,58,000,SS,Other flows - Same State,81,159,3360
20,145,59,000,DS,Other flows - Different State,38,50,1113
20,145,59,001,DS,Other flows - Northeast,-1,-1,-1
20,145,59,003,DS,Other flows - Midwest,-1,-1,-1
20,145,59,005,DS,Other flows - South,-1,-1,-1
20,145,59,007,DS,Other flows - West,-1,-1,-1
20,147,96,000,KS,Phillips County Total Migration-US and Foreign,78,159,2721
20,147,97,000,KS,Phillips County Total Migration-US,78,159,2721
20,147,97,001,KS,Phillips County Total Migration-Same State,78,159,2721
20,147,97,003,KS,Phillips County Total Migration-Different State,32,59,1413
20,147,98,000,KS,Phillips County Total Migration-Foreign,-1,-1,-1
20,147,20,147,KS,Phillips County Non-migrants,2140,4675,114235
20,147,58,000,SS,Other flows - Same State,78,159,2721
20,147,59,000,DS,Other flows - Different State,32,59,1413
20,147,59,003,DS,Other flows - Midwest,-1,-1,-1
20,147,59,005,DS,Other flows - South,-1,-1,-1
20,147,59,007,DS,Other flows - West,-1,-1,-1
20,147,57,009,FR,Foreign - Other flows,-1,-1,-1
20,149,96,000,KS,Pottawatomie County Total Migration-US and Foreign,534,1025,21279
20,149,97,000,KS,Pottawatomie County Total Migration-US,534,1025,21279
20,149,97,001,KS,Pottawatomie County Total Migration-Same State,379,710,14265
20,149,97,003,KS,Pottawatomie County Total Migration-Different State,155,315,7014
20,149,98,000,KS,Pottawatomie County Total Migration-Foreign,-1,-1,-1
20,149,20,149,KS,Pottawatomie County Non-migrants,8069,19817,530360
20,149,20,161,KS,Riley County,188,354,7442
20,149,20,177,KS,Shawnee County,50,90,1425
20,149,58,000,SS,Other flows - Same State,141,266,5398
20,149,59,000,DS,Other flows - Different State,155,315,7014
20,149,59,001,DS,Other flows - Northeast,-1,-1,-1
20,149,59,003,DS,Other flows - Midwest,62,126,2509
20,149,59,005,DS,Other flows - South,46,103,2544
20,149,59,007,DS,Other flows - West,47,86,1961
20,149,57,009,FR,Foreign - Other flows,-1,-1,-1
20,151,96,000,KS,Pratt County Total Migration-US and Foreign,181,348,8047
20,151,97,000,KS,Pratt County Total Migration-US,181,348,8047
20,151,97,001,KS,Pratt County Total Migration-Same State,117,223,5040
20,151,97,003,KS,Pratt County Total Migration-Different State,64,125,3006
20,151,20,151,KS,Pratt County Non-migrants,3597,7820,233450
20,151,20,173,KS,Sedgwick County,26,43,817
20,151,58,000,SS,Other flows - Same State,91,180,4223
20,151,59,000,DS,Other flows - Different State,64,125,3006
20,151,59,001,DS,Other flows - Northeast,-1,-1,-1
20,151,59,003,DS,Other flows - Midwest,-1,-1,-1
20,151,59,005,DS,Other flows - South,39,72,1683
20,151,59,007,DS,Other flows - West,25,53,1323
20,153,96,000,KS,Rawlins County Total Migration-US and Foreign,28,70,1324
20,153,97,000,KS,Rawlins County Total Migration-US,28,70,1324
20,153,97,001,KS,Rawlins County Total Migration-Same State,28,70,1324
20,153,97,003,KS,Rawlins County Total Migration-Different State,20,44,997
20,153,20,153,KS,Rawlins County Non-migrants,1038,2105,64172
20,153,58,000,SS,Other flows - Same State,28,70,1324
20,153,59,000,DS,Other flows - Different State,20,44,997
20,153,59,001,DS,Other flows - Northeast,-1,-1,-1
20,153,59,003,DS,Other flows - Midwest,-1,-1,-1
20,153,59,007,DS,Other flows - West,-1,-1,-1
20,155,96,000,KS,Reno County Total Migration-US and Foreign,912,1643,37310
20,155,97,000,KS,Reno County Total Migration-US,912,1643,37310
20,155,97,001,KS,Reno County Total Migration-Same State,588,1015,21732
20,155,97,003,KS,Reno County Total Migration-Different State,324,628,15577
20,155,98,000,KS,Reno County Total Migration-Foreign,-1,-1,-1
20,155,20,155,KS,Reno County Non-migrants,23218,49754,1327955
20,155,20,173,KS,Sedgwick County,220,382,7910
20,155,20,079,KS,Harvey County,46,79,1713
20,155,20,113,KS,McPherson County,40,64,1218
20,155,20,091,KS,Johnson County,33,49,1653
20,155,20,159,KS,Rice County,23,45,1384
20,155,20,169,KS,Saline County,23,44,657
20,155,20,045,KS,Douglas County,20,31,560
20,155,58,000,SS,Other flows - Same State,183,321,6638
20,155,59,000,DS,Other flows - Different State,324,628,15577
20,155,59,001,DS,Other flows - Northeast,-1,-1,-1
20,155,59,003,DS,Other flows - Midwest,98,187,3879
20,155,59,005,DS,Other flows - South,130,261,7403
20,155,59,007,DS,Other flows - West,96,180,4295
20,155,57,009,FR,Foreign - Other flows,-1,-1,-1
20,157,96,000,KS,Republic County Total Migration-US and Foreign,51,85,1706
20,157,97,000,KS,Republic County Total Migration-US,51,85,1706
20,157,97,001,KS,Republic County Total Migration-Same State,51,85,1706
20,157,97,003,KS,Republic County Total Migration-Different State,28,48,650
20,157,98,000,KS,Republic County Total Migration-Foreign,-1,-1,-1
20,157,20,157,KS,Republic County Non-migrants,1950,4050,106629
20,157,58,000,SS,Other flows - Same State,51,85,1706
20,157,59,000,DS,Other flows - Different State,28,48,650
20,157,59,001,DS,Other flows - Northeast,-1,-1,-1
20,157,59,003,DS,Other flows - Midwest,-1,-1,-1
20,157,59,005,DS,Other flows - South,-1,-1,-1
20,157,59,007,DS,Other flows - West,-1,-1,-1
20,157,57,009,FR,Foreign - Other flows,-1,-1,-1
20,159,96,000,KS,Rice County Total Migration-US and Foreign,146,291,17356
20,159,97,000,KS,Rice County Total Migration-US,146,291,17356
20,159,97,001,KS,Rice County Total Migration-Same State,117,229,16524
20,159,97,003,KS,Rice County Total Migration-Different State,29,62,832
20,159,98,000,KS,Rice County Total Migration-Foreign,-1,-1,-1
20,159,20,159,KS,Rice County Non-migrants,3408,7850,202300
20,159,20,155,KS,Reno County,31,62,1181
20,159,58,000,SS,Other flows - Same State,85,166,2325
20,159,59,000,DS,Other flows - Different State,29,62,832
20,159,59,001,DS,Other flows - Northeast,-1,-1,-1
20,159,59,003,DS,Other flows - Midwest,-1,-1,-1
20,159,59,005,DS,Other flows - South,29,62,832
20,159,59,007,DS,Other flows - West,-1,-1,-1
20,159,57,009,FR,Foreign - Other flows,-1,-1,-1
20,161,96,000,KS,Riley County Total Migration-US and Foreign,2728,5071,96706
20,161,97,000,KS,Riley County Total Migration-US,2676,4950,94669
20,161,97,001,KS,Riley County Total Migration-Same State,1092,2005,37330
20,161,97,003,KS,Riley County Total Migration-Different State,1584,2945,57339
20,161,98,000,KS,Riley County Total Migration-Foreign,52,121,2037
20,161,20,161,KS,Riley County Non-migrants,19471,39890,1255280
20,161,20,061,KS,Geary County,291,641,7780
20,161,20,149,KS,Pottawatomie County,200,411,10681
20,161,20,091,KS,Johnson County,118,163,3610
20,161,20,177,KS,Shawnee County,74,145,3076
20,161,20,173,KS,Sedgwick County,64,108,2155
20,161,57,005,FR,Foreign - APO/FPO ZIPs,52,121,2037
20,161,29,095,MO,Jackson County,45,57,1458
20,161,08,041,CO,El Paso County,37,81,1519
20,161,20,041,KS,Dickinson County,35,66,978
20,161,20,045,KS,Douglas County,35,47,1090
20,161,15,003,HI,Honolulu County,28,67,997
20,161,20,209,KS,Wyandotte County,27,35,621
20,161,48,027,TX,Bell County,23,42,893
20,161,06,037,CA,Los Angeles County,22,31,640
20,161,48,029,TX,Bexar County,22,60,648
20,161,58,000,SS,Other flows - Same State,248,389,7338
20,161,59,000,DS,Other flows - Different State,1407,2607,51184
20,161,59,001,DS,Other flows - Northeast,128,226,4277
20,161,59,003,DS,Other flows - Midwest,325,579,11221
20,161,59,005,DS,Other flows - South,647,1258,23431
20,161,59,007,DS,Other flows - West,307,544,12255
20,161,57,009,FR,Foreign - Other flows,-1,-1,-1
20,163,96,000,KS,Rooks County Total Migration-US and Foreign,65,113,2110
20,163,97,000,KS,Rooks County Total Migration-US,65,113,2110
20,163,97,001,KS,Rooks County Total Migration-Same State,65,113,2110
20,163,97,003,KS,Rooks County Total Migration-Different State,26,50,633
20,163,20,163,KS,Rooks County Non-migrants,1986,4211,97922
20,163,58,000,SS,Other flows - Same State,65,113,2110
20,163,59,000,DS,Other flows - Different State,26,50,633
20,163,59,003,DS,Other flows - Midwest,-1,-1,-1
20,163,59,005,DS,Other flows - South,-1,-1,-1
20,163,59,007,DS,Other flows - West,-1,-1,-1
20,165,96,000,KS,Rush County Total Migration-US and Foreign,60,101,1676
20,165,97,000,KS,Rush County Total Migration-US,60,101,1676
20,165,97,001,KS,Rush County Total Migration-Same State,60,101,1676
20,165,97,003,KS,Rush County Total Migration-Different State,-1,-1,-1
20,165,20,165,KS,Rush County Non-migrants,1259,2547,66640
20,165,58,000,SS,Other flows - Same State,60,101,1676
20,165,59,000,DS,Other flows - Different State,-1,-1,-1
20,165,59,003,DS,Other flows - Midwest,-1,-1,-1
20,165,59,005,DS,Other flows - South,-1,-1,-1
20,165,59,007,DS,Other flows - West,-1,-1,-1
20,167,96,000,KS,Russell County Total Migration-US and Foreign,86,150,3008
20,167,97,000,KS,Russell County Total Migration-US,86,150,3008
20,167,97,001,KS,Russell County Total Migration-Same State,86,150,3008
20,167,97,003,KS,Russell County Total Migration-Different State,40,93,1363
20,167,98,000,KS,Russell County Total Migration-Foreign,-1,-1,-1
20,167,20,167,KS,Russell County Non-migrants,2674,5471,149371
20,167,20,051,KS,Ellis County,25,36,834
20,167,58,000,SS,Other flows - Same State,61,114,2174
20,167,59,000,DS,Other flows - Different State,40,93,1363
20,167,59,001,DS,Other flows - Northeast,-1,-1,-1
20,167,59,003,DS,Other flows - Midwest,-1,-1,-1
20,167,59,005,DS,Other flows - South,-1,-1,-1
20,167,59,007,DS,Other flows - West,-1,-1,-1
20,167,57,009,FR,Foreign - Other flows,-1,-1,-1
20,169,96,000,KS,Saline County Total Migration-US and Foreign,979,1668,34421
20,169,97,000,KS,Saline County Total Migration-US,979,1668,34421
20,169,97,001,KS,Saline County Total Migration-Same State,575,965,18232
20,169,97,003,KS,Saline County Total Migration-Different State,404,703,16189
20,169,98,000,KS,Saline County Total Migration-Foreign,-1,-1,-1
20,169,20,169,KS,Saline County Non-migrants,21512,45151,1351266
20,169,20,173,KS,Sedgwick County,74,113,2075
20,169,20,041,KS,Dickinson County,45,81,1110
20,169,20,113,KS,McPherson County,45,73,1754
20,169,20,091,KS,Johnson County,42,53,1433
20,169,20,143,KS,Ottawa County,36,78,1324
20,169,20,177,KS,Shawnee County,35,59,1216
20,169,20,053,KS,Ellsworth County,28,54,808
20,169,20,161,KS,Riley County,23,37,747
20,169,20,051,KS,Ellis County,21,38,501
20,169,20,045,KS,Douglas County,20,24,907
20,169,58,000,SS,Other flows - Same State,206,355,6356
20,169,59,000,DS,Other flows - Different State,404,703,16189
20,169,59,001,DS,Other flows - Northeast,-1,-1,-1
20,169,59,003,DS,Other flows - Midwest,100,169,4643
20,169,59,005,DS,Other flows - South,175,312,6987
20,169,59,007,DS,Other flows - West,129,222,4559
20,169,57,009,FR,Foreign - Other flows,-1,-1,-1
20,171,96,000,KS,Scott County Total Migration-US and Foreign,73,165,5245
20,171,97,000,KS,Scott County Total Migration-US,73,165,5245
20,171,97,001,KS,Scott County Total Migration-Same State,51,111,4643
20,171,97,003,KS,Scott County Total Migration-Different State,22,54,602
20,171,20,171,KS,Scott County Non-migrants,1914,4471,136560
20,171,58,000,SS,Other flows - Same State,51,111,4643
20,171,59,000,DS,Other flows - Different State,22,54,602
20,171,59,001,DS,Other flows - Northeast,-1,-1,-1
20,171,59,003,DS,Other flows - Midwest,-1,-1,-1
20,171,59,005,DS,Other flows - South,22,54,602
20,171,59,007,DS,Other flows - West,-1,-1,-1
20,173,96,000,KS,Sedgwick County Total Migration-US and Foreign,7416,13941,361477
20,173,97,000,KS,Sedgwick County Total Migration-US,7273,13666,355809
20,173,97,001,KS,Sedgwick County Total Migration-Same State,2394,4495,104333
20,173,97,003,KS,Sedgwick County Total Migration-Different State,4879,9171,251476
20,173,98,000,KS,Sedgwick County Total Migration-Foreign,143,275,5668
20,173,20,173,KS,Sedgwick County Non-migrants,185203,410822,13471821
20,173,20,015,KS,Butler County,576,1241,33835
20,173,20,091,KS,Johnson County,249,388,13024
20,173,20,191,KS,Sumner County,195,375,9007
20,173,20,155,KS,Reno County,159,284,5120
20,173,20,079,KS,Harvey County,156,326,6386
20,173,20,035,KS,Cowley County,120,262,4137
20,173,40,109,OK,Oklahoma County,115,209,7710
20,173,29,095,MO,Jackson County,110,170,4511
20,173,40,143,OK,Tulsa County,105,243,5445
20,173,57,005,FR,Foreign - APO/FPO ZIPs,97,189,3487
20,173,48,113,TX,Dallas County,94,166,4307
20,173,48,201,TX,Harris County,78,160,4896
20,173,48,439,TX,Tarrant County,76,150,3208
20,173,20,045,KS,Douglas County,70,102,2254
20,173,20,161,KS,Riley County,65,103,2115
20,173,20,177,KS,Shawnee County,63,116,2054
20,173,06,037,CA,Los Angeles County,60,109,2324
20,173,04,013,AZ,Maricopa County,58,117,4473
20,173,48,453,TX,Travis County,50,70,2090
20,173,20,169,KS,Saline County,48,93,1846
20,173,48,085,TX,Collin County,47,80,2754
20,173,57,001,FR,Foreign - Overseas,46,86,2181
20,173,32,003,NV,Clark County,45,85,2662
20,173,20,111,KS,Lyon County,44,72,1435
20,173,08,031,CO,Denver County,42,55,1332
20,173,17,031,IL,Cook County,41,67,2671
20,173,08,041,CO,El Paso County,39,72,1800
20,173,06,073,CA,San Diego County,38,72,1324
20,173,20,095,KS,Kingman County,38,76,1383
20,173,40,027,OK,Cleveland County,37,82,2616
20,173,20,209,KS,Wyandotte County,36,63,1102
20,173,20,113,KS,McPherson County,35,54,1297
20,173,20,057,KS,Ford County,34,57,1103
20,173,48,029,TX,Bexar County,34,77,1512
20,173,20,055,KS,Finney County,33,62,931
20,173,53,033,WA,King County,33,45,2449
20,173,20,077,KS,Harper County,31,47,940
20,173,08,005,CO,Arapahoe County,29,47,1309
20,173,29,047,MO,Clay County,27,50,1543
20,173,31,055,NE,Douglas County,26,44,1220
20,173,48,121,TX,Denton County,26,50,1572
20,173,20,051,KS,Ellis County,25,42,605
20,173,40,071,OK,Kay County,25,44,882
20,173,08,001,CO,Adams County,24,51,822
20,173,20,009,KS,Barton County,24,44,736
20,173,20,125,KS,Montgomery County,24,48,1072
20,173,29,189,MO,St. Louis County,23,40,1857
20,173,06,059,CA,Orange County,21,40,1069
20,173,29,077,MO,Greene County,21,51,881
20,173,29,165,MO,Platte County,21,35,1129
20,173,20,037,KS,Crawford County,20,40,519
20,173,20,115,KS,Marion County,20,33,1573
20,173,58,000,SS,Other flows - Same State,329,567,11857
20,173,59,000,DS,Other flows - Different State,3534,6690,181108
20,173,59,001,DS,Other flows - Northeast,158,272,9052
20,173,59,003,DS,Other flows - Midwest,541,1008,23829
